actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M36.00S,2025-12-09T23:14:54.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,68.15045992115637,68.13725490196079,1610612748,0,8,2025-12-09T23:14:59Z,160000,False,91.0,247.0,1,right,N. Powell 26' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1626181, 1628389]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.3,Made,,,,,3.0,,,,B. Adebayo,1628389.0,1.0,,,,,,,
18,PT10M22.00S,2025-12-09T23:15:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.09789750328515,53.92156862745098,1610612753,0,8,2025-12-09T23:16:23Z,180000,False,-20.0,24.0,1,left,MISS P. Banchero cutting Layup - blocked,"[1631094, 203952]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,Wiggins,203952.0,,,,,
19,PT10M22.00S,2025-12-09T23:15:10.2Z,1,REGULAR,block,,[],203952,,,1610612753,0,8,2025-12-09T23:15:12Z,190000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M20.00S,2025-12-09T23:15:12.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,8,2025-12-09T23:16:23Z,200000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M08.00S,2025-12-09T23:15:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.85479632063075,47.549019607843135,1610612748,0,10,2025-12-09T23:15:31Z,210000,False,-12.0,15.0,1,right,T. Herro driving Layup (2 PTS) (A. Wiggins 1 AST),"[1629639, 203952]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,2.0,,,,A. Wiggins,203952.0,1.0,,,,,,,
22,PT10M08.00S,2025-12-09T23:15:30.3Z,1,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612748,0,10,2025-12-09T23:15:42Z,220000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Herro 1 FT),"[1630217, 1629639]",1610612753.0,ORL,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Herro,1629639.0
24,PT10M08.00S,2025-12-09T23:15:58.9Z,1,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,0,11,2025-12-09T23:15:58Z,240000,False,,,0,,T. Herro Free Throw 1 of 1 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
25,PT09M43.00S,2025-12-09T23:16:25.7Z,1,REGULAR,2pt,Jump Shot,[],1641710,23.603810775295663,23.774509803921568,1610612753,0,11,2025-12-09T23:16:30Z,250000,False,131.0,169.0,1,left,MISS A. Black 21' step back Shot,[1641710],1610612753.0,ORL,step back,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,21.42,Missed,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2025-12-09T23:16:27.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,11,2025-12-09T23:16:30Z,260000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M36.00S,2025-12-09T23:16:33.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629639,80.76544021024968,46.81372549019608,1610612748,0,13,2025-12-09T23:17:47Z,270000,False,-16.0,128.0,1,right,T. Herro 12' running pullup Jump Shot (5 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,12.93,Made,,,,,5.0,,,,,,,,,,,,,
28,PT09M36.00S,2025-12-09T23:16:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,0,13,2025-12-09T23:16:37Z,280000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M20.00S,2025-12-09T23:20:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,15.850854139290407,44.11764705882353,1610612753,0,13,2025-12-09T23:20:59Z,290000,False,29.0,96.0,1,left,MISS P. Banchero 10' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2025-12-09T23:20:19.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,13,2025-12-09T23:21:28Z,300000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M16.00S,2025-12-09T23:20:27.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629639,93.64323258869908,48.28431372549019,1610612748,0,15,2025-12-09T23:21:43Z,310000,False,-9.0,7.0,1,right,T. Herro running Layup (7 PTS) (D. Mitchell 2 AST),"[1629639, 1630558]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,7.0,,,,D. Mitchell,1630558.0,2.0,,,,,,,
33,PT09M05.00S,2025-12-09T23:20:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,8.09789750328515,54.41176470588235,1610612753,2,15,2025-12-09T23:20:56Z,330000,False,-22.0,24.0,1,left,A. Black driving Layup (2 PTS) (J. Suggs 1 AST),"[1641710, 1630591]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,2.0,,,,J. Suggs,1630591.0,1.0,,,,,,,
35,PT08M51.00S,2025-12-09T23:20:55.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,70.38436268068331,24.019607843137255,1610612748,2,18,2025-12-09T23:21:02Z,350000,False,-130.0,226.0,1,right,N. Powell 26' 3PT  (6 PTS) (D. Mitchell 3 AST),"[1626181, 1630558]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,6.0,,,,D. Mitchell,1630558.0,3.0,,,,,,,
37,PT08M38.00S,2025-12-09T23:21:07.3Z,1,REGULAR,3pt,Jump Shot,[],1630591,32.013797634691194,53.431372549019606,1610612753,2,18,2025-12-09T23:21:11Z,370000,False,-17.0,248.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,24.9,Missed,,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2025-12-09T23:21:09.3Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,2,18,2025-12-09T23:21:09Z,380000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M34.00S,2025-12-09T23:21:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631094,10.988830486202366,54.166666666666664,1610612753,2,18,2025-12-09T23:23:04Z,390000,False,-21.0,51.0,1,left,MISS P. Banchero driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2025-12-09T23:21:14.2Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,2,18,2025-12-09T23:23:09Z,400000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M27.00S,2025-12-09T23:21:21.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626181,81.99737187910644,11.787683823529411,1610612748,2,18,2025-12-09T23:35:20Z,410000,False,-191.0,117.0,1,right,MISS N. Powell 22' pullup Shot,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,22.39,Missed,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2025-12-09T23:21:23.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,18,2025-12-09T23:23:37Z,420000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT08M19.00S,2025-12-09T23:21:32.5Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612753,2,18,2025-12-09T23:21:43Z,430000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Banchero 2 FT),"[203952, 1631094]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Banchero,1631094.0
45,PT08M19.00S,2025-12-09T23:22:08.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,3,18,2025-12-09T23:22:08Z,450000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
46,PT08M19.00S,2025-12-09T23:22:08.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,4,18,2025-12-09T23:40:33Z,460000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
47,PT08M10.00S,2025-12-09T23:22:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,93.24901445466492,51.9607843137255,1610612748,4,20,2025-12-09T23:22:44Z,470000,False,10.0,11.0,1,right,D. Mitchell driving Layup (2 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,,,,,,,,,,,,,
48,PT07M57.00S,2025-12-09T23:22:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,27.677398160315374,19.607843137254903,1610612753,4,20,2025-12-09T23:25:13Z,480000,False,152.0,208.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
49,PT07M56.00S,2025-12-09T23:22:55.0Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,4,20,2025-12-09T23:25:13Z,490000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M50.00S,2025-12-09T23:22:58.7Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,4,20,2025-12-09T23:23:05Z,500000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1630591]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,,,
51,PT07M50.00S,2025-12-09T23:22:58.7Z,1,REGULAR,steal,,[],1630591,,,1610612753,4,20,2025-12-09T23:23:00Z,510000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M49.00S,2025-12-09T23:23:02.7Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612753,4,20,2025-12-09T23:23:22Z,520000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Suggs 2 FT),"[1626181, 1630591]",1610612748.0,MIA,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Suggs,1630591.0
54,PT07M49.00S,2025-12-09T23:23:38.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630591,,,1610612753,4,20,2025-12-09T23:25:37Z,540000,False,,,0,,MISS J. Suggs Free Throw 1 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2025-12-09T23:23:38.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,4,20,2025-12-09T23:25:37Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
56,PT07M49.00S,2025-12-09T23:23:39.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,4,20,2025-12-09T23:23:48Z,560000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M49.00S,2025-12-09T23:23:39.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,4,20,2025-12-09T23:23:48Z,570000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M49.00S,2025-12-09T23:23:38.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630591,,,1610612753,5,20,2025-12-09T23:25:37Z,580000,False,,,0,,J. Suggs Free Throw 2 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
59,PT07M41.00S,2025-12-09T23:24:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,91.5407358738502,57.84313725490197,1610612748,5,20,2025-12-09T23:26:13Z,590000,False,39.0,27.0,1,right,MISS A. Wiggins driving Layup - blocked,"[203952, 1628371]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.76,Missed,,,,,,,,,,,,Isaac,1628371.0,,,,,
60,PT07M41.00S,2025-12-09T23:24:06.3Z,1,REGULAR,block,,[],1628371,,,1610612748,5,20,2025-12-09T23:24:08Z,600000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M39.00S,2025-12-09T23:24:08.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,5,20,2025-12-09T23:26:13Z,610000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT07M34.00S,2025-12-09T23:24:12.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641710,8.229303547963205,52.450980392156865,1610612753,5,20,2025-12-09T23:26:37Z,620000,False,-12.0,25.0,1,left,MISS A. Black running Layup,[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
63,PT07M33.00S,2025-12-09T23:24:13.1Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,5,20,2025-12-09T23:26:37Z,630000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,,
64,PT07M33.00S,2025-12-09T23:24:14.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641710,6.701708278580814,50.674019607843135,1610612753,7,20,2025-12-09T23:26:43Z,640000,False,-3.0,10.0,1,left,A. Black putback DUNK (4 PTS),[1641710],1610612753.0,ORL,putback,,,Black,A. Black,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,4.0,,,,,,,,,,,,,
66,PT07M09.00S,2025-12-09T23:24:44.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612748,7,20,2025-12-09T23:24:47Z,660000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M09.00S,2025-12-09T23:24:44.5Z,1,REGULAR,substitution,in,[],1626145,,,1610612748,7,20,2025-12-09T23:24:47Z,670000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M06.00S,2025-12-09T23:25:20.3Z,1,REGULAR,3pt,Jump Shot,[],1628389,68.80749014454665,29.65686274509804,1610612748,7,20,2025-12-09T23:27:30Z,690000,False,-102.0,241.0,1,right,MISS B. Adebayo 26' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
70,PT07M05.00S,2025-12-09T23:25:21.3Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,7,20,2025-12-09T23:27:30Z,700000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M58.00S,2025-12-09T23:25:28.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641710,7.5722733245729295,53.18627450980392,1610612753,7,20,2025-12-10T00:00:47Z,710000,False,-16.0,19.0,1,left,MISS A. Black running reverse Layup - blocked,"[1641710, 1628389]",1610612753.0,ORL,running reverse,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,Adebayo,1628389.0,,,,,
72,PT06M58.00S,2025-12-09T23:25:28.3Z,1,REGULAR,block,,[],1628389,,,1610612753,7,20,2025-12-09T23:25:30Z,720000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M56.00S,2025-12-09T23:25:30.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,20,2025-12-09T23:28:13Z,730000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,
76,PT06M47.00S,2025-12-09T23:26:17.3Z,1,REGULAR,jumpball,recovered,[],203952,,,1610612748,7,20,2025-12-09T23:28:39Z,735000,False,,,0,,Jump Ball T. Herro vs. A. Black: Tip to A. Wiggins,"[203952, 1629639, 1641710]",1610612748.0,MIA,heldball,A. Wiggins,203952.0,Wiggins,A. Wiggins,Herro,1629639.0,Black,1641710.0,,,,,,,,,,,,,,,,,,,,,,
74,PT06M47.00S,2025-12-09T23:26:21.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,7,20,2025-12-09T23:26:01Z,740000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M47.00S,2025-12-09T23:26:21.6Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,7,20,2025-12-09T23:26:01Z,750000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M36.00S,2025-12-09T23:26:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,70.90998685939553,79.65686274509804,1610612748,7,20,2025-12-09T23:26:30Z,790000,False,148.0,221.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
80,PT06M33.00S,2025-12-09T23:26:26.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,20,2025-12-09T23:26:30Z,800000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT06M28.00S,2025-12-09T23:26:36.1Z,1,REGULAR,foul,personal,[],1631170,,,1610612753,7,20,2025-12-09T23:26:42Z,810000,False,,,0,,J. Jaquez Jr. personal FOUL (1 PF),"[1631170, 1641710]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Black,1641710.0
83,PT06M19.00S,2025-12-09T23:26:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,17.559132720105126,61.51960784313726,1610612753,9,20,2025-12-09T23:27:04Z,830000,False,-58.0,113.0,1,left,D. Bane 12' driving floating Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[1630217, 1628976]",1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,12.65,Made,,,,,2.0,,,,W. Carter Jr.,1628976.0,1.0,,,,,,,
