actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
177,PT00M34.50S,2025-01-01T02:41:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,12.401445466491452,59.068627450980394,1610612747,30,33,2025-01-01T02:41:47Z,1770000,False,-45.0,64.0,1,left,L. James 7' driving floating bank Jump Shot (10 PTS),[2544],1610612747.0,LAL,driving floating bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,10.0,,,,,,,,,,,,,,,,,
178,PT00M23.70S,2025-01-01T02:41:59.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612739,30,33,2025-01-01T02:42:10Z,1780000,False,,,0,,L. James personal FOUL (1 PF) (Niang 2 FT),"[2544, 1627777]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,202056.0,1.0,0.0,Niang,1627777.0,,,,,,,,,,,
180,PT00M23.70S,2025-01-01T02:42:27.3Z,1,REGULAR,freethrow,1 of 2,[],1627777,,,1610612739,30,33,2025-01-01T02:42:27Z,1800000,False,,,0,,MISS G. Niang Free Throw 1 of 2,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT00M23.70S,2025-01-01T02:42:27.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,30,33,2025-01-01T02:42:27Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,
182,PT00M23.70S,2025-01-01T02:42:32.8Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,30,33,2025-01-01T02:42:35Z,1820000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M23.70S,2025-01-01T02:42:32.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,30,33,2025-01-01T02:42:35Z,1830000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M23.70S,2025-01-01T02:42:49.3Z,1,REGULAR,freethrow,2 of 2,[],1627777,,,1610612739,30,34,2025-01-01T02:42:49Z,1840000,False,,,0,,G. Niang Free Throw 2 of 2 (1 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
185,PT00M01.60S,2025-01-01T02:43:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.029566360052556,54.16666666666667,1610612747,30,34,2025-01-01T02:43:19Z,1850000,False,-21.0,89.0,1,left,MISS L. James 9' driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,9.12,Missed,,,,,,,,,,,,,,,,,,
186,PT00M01.60S,2025-01-01T02:43:15.6Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,30,34,2025-01-01T02:43:19Z,1860000,False,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,185.0,,,,,,,,,3.0,2.0,1.0,,,,,
187,PT00M00.00S,2025-01-01T02:43:19.4Z,1,REGULAR,period,end,[],0,,,1610612739,30,34,2025-01-01T02:43:19Z,1870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-01-01T02:45:48.7Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,30,34,2025-01-01T02:46:04Z,1880000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-01-01T02:45:48.7Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612739,30,34,2025-01-01T02:46:04Z,1890000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-01-01T02:45:58.8Z,2,REGULAR,period,start,[],0,,,1610612747,30,34,2025-01-01T02:46:04Z,1900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M50.00S,2025-01-01T02:46:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,7.802233902759525,46.32352941176471,1610612747,30,34,2025-01-01T02:49:04Z,1910000,False,18.0,21.0,1,left,MISS D. Finney-Smith alley-oop Layup,[1627827],1610612747.0,LAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
192,PT11M50.00S,2025-01-01T02:46:08.6Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612747,30,34,2025-01-01T02:46:44Z,1920000,False,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,191.0,,,,,,,,,2.0,0.0,2.0,,,,,
195,PT11M37.00S,2025-01-01T02:46:53.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642261,15.292378449408673,57.59803921568628,1610612747,32,34,2025-01-01T02:46:58Z,1950000,False,-38.0,91.0,1,left,D. Knecht 9' driving floating Jump Shot (2 PTS),[1642261],1610612747.0,LAL,driving floating,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,9.88,Made,2.0,,,,,,,,,,,,,,,,,
197,PT11M21.00S,2025-01-01T02:47:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.72601839684626,53.92156862745098,1610612739,32,34,2025-01-01T02:47:14Z,1970000,False,20.0,82.0,1,right,MISS D. Mitchell 8' driving floating Shot - blocked,"[1628378, 2544]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,James,2544.0
198,PT11M21.00S,2025-01-01T02:47:09.3Z,2,REGULAR,block,,[],2544,,,1610612739,32,34,2025-01-01T02:47:11Z,1980000,False,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
199,PT11M19.00S,2025-01-01T02:47:11.3Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,32,34,2025-01-01T02:47:14Z,1990000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,197.0,,,,,,,,,2.0,1.0,1.0,,,,,
200,PT11M02.00S,2025-01-01T02:47:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,10.167542706964511,51.22549019607843,1610612747,32,34,2025-01-01T02:52:07Z,2000000,False,-6.0,43.0,1,left,MISS L. James driving Layup - blocked,"[2544, 1629622]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,Strus,1629622.0
201,PT11M02.00S,2025-01-01T02:47:31.7Z,2,REGULAR,block,,[],1629622,,,1610612747,32,34,2025-01-01T02:47:35Z,2010000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT11M02.00S,2025-01-01T02:47:31.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,32,34,2025-01-01T02:47:40Z,2020000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,200.0,,,,,,,,,,,,,,,,
204,PT11M02.00S,2025-01-01T02:47:38.5Z,2,REGULAR,substitution,out,[],1627827,,,1610612739,32,34,2025-01-01T02:47:45Z,2040000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M02.00S,2025-01-01T02:47:38.5Z,2,REGULAR,substitution,in,[],1629629,,,1610612739,32,34,2025-01-01T02:47:45Z,2050000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M46.00S,2025-01-01T02:49:00.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,72.45400788436268,20.833333333333343,1610612739,32,34,2025-01-01T02:49:04Z,2070000,False,-146.0,206.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
208,PT10M44.00S,2025-01-01T02:49:02.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,32,34,2025-01-01T02:49:04Z,2080000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,207.0,,,,,,,,,1.0,1.0,0.0,,,,,
209,PT10M41.00S,2025-01-01T02:49:05.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,10.036136662286467,51.96078431372549,1610612747,32,34,2025-01-01T02:49:11Z,2090000,False,-10.0,42.0,1,left,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
210,PT10M39.00S,2025-01-01T02:49:07.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,32,34,2025-01-01T02:49:11Z,2100000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,209.0,,,,,,,,,2.0,2.0,0.0,,,,,
211,PT10M33.00S,2025-01-01T02:49:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,93.2161629434954,51.22549019607843,1610612739,32,36,2025-01-01T02:49:19Z,2110000,False,6.0,11.0,1,right,G. Niang cutting finger roll Layup (3 PTS) (M. Strus 2 AST),"[1627777, 1629622]",1610612739.0,CLE,cutting finger roll,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.28,Made,3.0,,,,,,,M. Strus,1629622.0,2.0,,,,,,,,
213,PT10M23.00S,2025-01-01T02:49:22.8Z,2,REGULAR,3pt,Jump Shot,[],1629629,27.90735873850197,20.34313725490196,1610612747,32,36,2025-01-01T02:49:29Z,2130000,False,148.0,210.0,1,left,MISS C. Reddish 25' 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
214,PT10M19.00S,2025-01-01T02:49:26.8Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,32,36,2025-01-01T02:49:29Z,2140000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,213.0,,,,,,,,,2.0,1.0,1.0,,,,,
216,PT10M07.00S,2025-01-01T02:49:55.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,87.9599211563732,64.4607843137255,1610612739,32,36,2025-01-01T02:50:03Z,2160000,False,72.0,61.0,1,right,MISS G. Niang 9' driving bank Hook,[1627777],1610612739.0,CLE,driving bank,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Right,9.44,Missed,,,,,,,,,,,,,,,,,,
217,PT10M07.00S,2025-01-01T02:49:55.5Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,32,36,2025-01-01T02:50:03Z,2170000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Right,,,,216.0,,,,,,,,,2.0,2.0,0.0,,,,,
218,PT09M45.00S,2025-01-01T02:50:17.1Z,2,REGULAR,3pt,Jump Shot,[],2544,34.60906701708278,50.245098039215684,1610612747,32,36,2025-01-01T02:56:35Z,2180000,False,-1.0,273.0,1,left,MISS L. James 27' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
219,PT09M41.00S,2025-01-01T02:50:21.1Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,32,36,2025-01-01T02:56:35Z,2190000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,218.0,,,,,,,,,3.0,1.0,2.0,,,,,
220,PT09M41.00S,2025-01-01T02:50:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,7.670827858081481,49.01960784313726,1610612747,32,36,2025-01-01T02:56:45Z,2200000,False,5.0,20.0,1,left,MISS R. Hachimura putback Layup,[1629060],1610612747.0,LAL,putback,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
221,PT09M40.00S,2025-01-01T02:50:25.5Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,32,36,2025-01-01T02:56:45Z,2210000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,220.0,,,,,,,,,2.0,2.0,0.0,,,,,
222,PT09M26.00S,2025-01-01T02:50:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,88.74835742444152,53.67647058823529,1610612739,32,36,2025-01-01T02:57:51Z,2220000,False,18.0,53.0,1,right,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
223,PT09M23.00S,2025-01-01T02:50:39.2Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612747,32,36,2025-01-01T02:50:39Z,2230000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,222.0,,,,,,,,,1.0,1.0,0.0,,,,,
224,PT09M17.00S,2025-01-01T02:50:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612747,32,36,2025-01-01T02:50:54Z,2240000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630241, 1629060]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,204059.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,,,
226,PT09M17.00S,2025-01-01T02:51:23.5Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,32,36,2025-01-01T02:51:23Z,2260000,False,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT09M17.00S,2025-01-01T02:51:23.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,32,36,2025-01-01T02:51:23Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,
228,PT09M17.00S,2025-01-01T02:51:24.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612747,32,36,2025-01-01T02:51:37Z,2280000,False,,,0,,SUB out: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M17.00S,2025-01-01T02:51:24.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612747,32,36,2025-01-01T02:51:37Z,2290000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M17.00S,2025-01-01T02:51:24.4Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,32,36,2025-01-01T02:51:37Z,2300000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M17.00S,2025-01-01T02:51:24.4Z,2,REGULAR,substitution,in,[],1629660,,,1610612747,32,36,2025-01-01T02:51:37Z,2310000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M17.00S,2025-01-01T02:51:45.1Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,33,36,2025-01-01T02:51:45Z,2320000,False,,,0,,R. Hachimura Free Throw 2 of 2 (1 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
233,PT09M05.00S,2025-01-01T02:52:02.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,73.37385019710908,17.64705882352942,1610612739,33,39,2025-01-01T02:52:08Z,2330000,False,-162.0,198.0,1,right,D. Mitchell 25' 3PT  (12 PTS) (T. Jerome 1 AST),"[1628378, 1629660]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.55,Made,12.0,,,,,,,T. Jerome,1629660.0,1.0,,,,,,,,
235,PT08M40.00S,2025-01-01T02:52:27.2Z,2,REGULAR,3pt,Jump Shot,[],1642261,6.356767411300922,95.83333333333333,1610612747,33,39,2025-01-01T02:52:31Z,2350000,False,-229.0,7.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
236,PT08M36.00S,2025-01-01T02:52:31.2Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612739,33,39,2025-01-01T02:52:31Z,2360000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Left Corner 3,24+ Left,,,,235.0,,,,,,,,,1.0,1.0,0.0,,,,,
238,PT08M34.00S,2025-01-01T02:52:36.6Z,2,REGULAR,substitution,out,[],1629622,,,1610612739,33,39,2025-01-01T02:52:42Z,2380000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M34.00S,2025-01-01T02:52:36.6Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,33,39,2025-01-01T02:52:42Z,2390000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M14.00S,2025-01-01T02:53:11.2Z,2,REGULAR,turnover,lost ball,[],1629660,,,1610612739,33,39,2025-01-01T02:53:16Z,2400000,False,,,0,,T. Jerome lost ball TURNOVER (1 TO),"[1629660, 1629060]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0,,
241,PT08M14.00S,2025-01-01T02:53:11.2Z,2,REGULAR,steal,,[],1629060,,,1610612747,33,39,2025-01-01T02:53:13Z,2410000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
242,PT07M59.00S,2025-01-01T02:53:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,7.408015768725363,53.92156862745098,1610612747,35,39,2025-01-01T02:53:28Z,2420000,False,-20.0,17.0,1,left,A. Reaves driving Layup (11 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.6,Made,11.0,,,,,,,,,,,,,,,,,
243,PT07M40.00S,2025-01-01T02:53:43.9Z,2,REGULAR,3pt,Jump Shot,[],1630241,65.48948751642575,49.01960784313726,1610612739,35,39,2025-01-01T02:53:49Z,2430000,False,-5.0,272.0,1,right,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
244,PT07M35.00S,2025-01-01T02:53:48.9Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612747,35,39,2025-01-01T02:53:49Z,2440000,False,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,243.0,,,,,,,,,2.0,2.0,0.0,,,,,
245,PT07M31.00S,2025-01-01T02:53:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642261,8.590670170827863,55.14705882352941,1610612747,37,39,2025-01-01T02:54:02Z,2450000,False,-26.0,28.0,1,left,D. Knecht running Layup (4 PTS),[1642261],1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,3.82,Made,4.0,,,,,,,,,,,,,,,,,
246,PT07M30.00S,2025-01-01T02:53:58.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,37,39,2025-01-01T02:53:58Z,2460000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,out,[],1629060,,,1610612739,37,39,2025-01-01T02:57:00Z,2470000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,37,39,2025-01-01T02:57:00Z,2480000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,37,39,2025-01-01T02:57:00Z,2490000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,in,[],203076,,,1610612739,37,39,2025-01-01T02:57:00Z,2500000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,37,39,2025-01-01T02:57:00Z,2510000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M30.00S,2025-01-01T02:56:49.8Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,37,39,2025-01-01T02:57:00Z,2520000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M22.00S,2025-01-01T02:57:09.6Z,2,REGULAR,turnover,traveling,[],1628386,,,1610612739,37,39,2025-01-01T02:57:15Z,2530000,False,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,202056.0,,,,,,,,,,,1.0,,,,
254,PT07M08.00S,2025-01-01T02:57:29.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,8.853482260183966,50.73529411764706,1610612747,39,39,2025-01-01T02:57:33Z,2540000,False,-4.0,31.0,1,left,A. Davis alley-oop DUNK (8 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.09,Made,8.0,,,,,,,A. Reaves,1630559.0,2.0,,,,,,,,
256,PT06M51.00S,2025-01-01T02:57:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.90210249671485,44.11764705882353,1610612739,39,39,2025-01-01T02:57:50Z,2560000,False,-29.0,24.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2025-01-01T02:57:49.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,39,39,2025-01-01T02:57:50Z,2570000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,256.0,,,,,,,,,2.0,2.0,0.0,,,,,
258,PT06M46.00S,2025-01-01T02:57:52.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",2544,6.225361366622863,48.774509803921575,1610612747,41,39,2025-01-01T03:01:25Z,2580000,False,6.0,6.0,1,left,L. James running DUNK (12 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.86,Made,12.0,,,,,,,A. Reaves,1630559.0,3.0,,,,,,,,
260,PT06M28.00S,2025-01-01T02:58:09.8Z,2,REGULAR,3pt,Jump Shot,[],1629731,84.54336399474376,4.901960784313729,1610612739,41,39,2025-01-01T02:58:14Z,2600000,False,-225.0,93.0,1,right,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left,24.38,Missed,,,,,,,,,,,,,,,,,,
261,PT06M25.00S,2025-01-01T02:58:12.8Z,2,REGULAR,rebound,offensive,[],1629731,,,1610612739,41,39,2025-01-01T02:58:14Z,2610000,False,,,0,,D. Wade REBOUND (Off:2 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left,,,,260.0,,,,,,,,,4.0,2.0,2.0,,,,,
