actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
30,PT09M17.00S,2025-01-22T03:44:03.6Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612764,2,4,2025-01-22T03:44:11Z,300000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Poole 1 FT),"[1631108, 1629673]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,,1628481.0,,,,,,,,,,,,,1.0,0.0,Poole,1629673.0
32,PT09M17.00S,2025-01-22T03:44:21.8Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612764,2,5,2025-01-22T03:44:21Z,320000,False,,,0,,J. Poole Free Throw 1 of 1 (3 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
33,PT09M07.00S,2025-01-22T03:44:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,93.61038107752957,52.205882352941174,1610612747,4,5,2025-01-22T03:44:39Z,330000,False,11.0,8.0,1,right,M. Christie cutting Layup (2 PTS) (A. Davis 1 AST),"[1631108, 203076]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,1.34,Made,,,,,,,2.0,A. Davis,203076.0,1.0,,,,
35,PT09M00.00S,2025-01-22T03:44:40.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.32391590013141,28.186274509803923,1610612764,4,8,2025-01-22T03:44:45Z,350000,False,109.0,242.0,1,left,J. Poole 26' 3PT pullup (6 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,26.54,Made,,,,,,,6.0,,,,,,,
36,PT08M40.00S,2025-01-22T03:45:00.4Z,1,REGULAR,3pt,Jump Shot,[],203076,69.08878120893561,65.60968137254902,1610612747,7,8,2025-01-22T03:45:08Z,360000,False,78.0,238.0,1,right,A. Davis 25' 3PT  (3 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,25.06,Made,,,,,,,3.0,A. Reaves,1630559.0,1.0,,,,
38,PT08M24.00S,2025-01-22T03:45:15.8Z,1,REGULAR,3pt,Jump Shot,[],1642259,31.061103810775293,29.411764705882348,1610612764,7,8,2025-01-22T03:45:21Z,380000,False,103.0,239.0,1,left,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,,26.07,Missed,,,,,,,,,,,,,,
39,PT08M21.00S,2025-01-22T03:45:18.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,8,2025-01-22T03:45:21Z,390000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT08M17.00S,2025-01-22T03:45:27.6Z,1,REGULAR,foul,personal,[],1642259,,,1610612747,7,8,2025-01-22T03:45:36Z,400000,False,,,0,,A. Sarr personal FOUL (1 PF),"[1642259, 203076]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,1628481.0,,,,,,,,,,,,,1.0,0.0,Davis,203076.0
42,PT08M14.00S,2025-01-22T03:45:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,91.24507227332458,43.13725490196079,1610612747,7,8,2025-01-22T03:45:55Z,420000,False,-34.0,30.0,1,right,MISS A. Reaves driving Layup - blocked,"[1630559, 1641731]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.54,Missed,Coulibaly,1641731.0,,,,,,,,,,,,
43,PT08M14.00S,2025-01-22T03:45:48.3Z,1,REGULAR,block,,[],1641731,,,1610612747,7,8,2025-01-22T03:45:51Z,430000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2025-01-22T03:45:48.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,7,8,2025-01-22T03:45:55Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,42.0,,,,,,,,,,,
46,PT08M04.00S,2025-01-22T03:46:06.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,82.9664914586071,21.568627450980387,1610612747,9,8,2025-01-22T03:46:11Z,460000,False,-142.0,108.0,1,right,A. Davis 17' Jump Shot (5 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,17.83,Made,,,,,,,5.0,L. James,2544.0,2.0,,,,
48,PT07M48.00S,2025-01-22T03:46:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,15.686596583442835,61.27450980392157,1610612764,9,8,2025-01-22T03:46:27Z,480000,False,-56.0,95.0,1,left,MISS K. Kuzma 11' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.05,Missed,,,,,,,,,,,,,,
49,PT07M44.00S,2025-01-22T03:46:25.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,8,2025-01-22T03:46:27Z,490000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
50,PT07M41.00S,2025-01-22T03:46:31.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",2544,92.42772667542707,44.85294117647059,1610612747,11,8,2025-01-22T03:47:12Z,500000,False,-26.0,19.0,1,right,L. James running Layup (2 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,3.18,Made,,,,,,,2.0,,,,,,,
51,PT07M41.00S,2025-01-22T03:46:37.3Z,1,REGULAR,violation,defensive goaltending,[],1642259,,,1610612747,11,8,2025-01-22T03:46:47Z,510000,False,,,0,,A. Sarr defensive goaltending VIOLATION,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,1628481.0,,,,,,,,,,,,,,,,
52,PT07M31.00S,2025-01-22T03:46:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,12.401445466491452,48.28431372549019,1610612764,11,8,2025-01-22T03:46:56Z,520000,False,9.0,64.0,1,left,MISS J. Poole 6' driving Layup - blocked,"[1629673, 1631108]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.47,Missed,Christie,1631108.0,,,,,,,,,,,,
53,PT07M31.00S,2025-01-22T03:46:45.9Z,1,REGULAR,block,,[],1631108,,,1610612764,11,8,2025-01-22T03:46:48Z,530000,False,,,0,,M. Christie BLOCK (1 BLK),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M29.00S,2025-01-22T03:46:47.9Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,11,8,2025-01-22T03:48:25Z,540000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,
55,PT07M28.00S,2025-01-22T03:46:53.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628398,5.590000152587891,50.0,1610612764,11,8,2025-01-22T03:48:48Z,550000,False,0.0,0.0,1,left,MISS K. Kuzma putback Layup,[1628398],1610612764.0,WAS,putback,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,0.0,Missed,,,,,,,,,,,,,,
56,PT07M27.00S,2025-01-22T03:46:54.5Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,11,8,2025-01-22T03:48:48Z,560000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,55.0,2.0,0.0,2.0,,,,,,,,
61,PT07M26.00S,2025-01-22T03:46:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,6.4881734559789805,50.73529411764706,1610612764,11,10,2025-01-22T03:48:53Z,565000,False,-4.0,8.0,1,left,K. Kuzma tip Layup (2 PTS),[1628398],1610612764.0,WAS,tip,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,,,,,,,2.0,,,,,,,
57,PT07M19.00S,2025-01-22T03:46:57.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,94.79303547963207,50.73529411764706,1610612747,13,10,2025-01-22T03:49:06Z,570000,False,4.0,-4.0,1,right,A. Davis alley-oop DUNK (7 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,0.52,Made,,,,,,,7.0,A. Reaves,1630559.0,2.0,,,,
59,PT07M03.00S,2025-01-22T03:47:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.32128777923785,54.16666666666667,1610612764,13,12,2025-01-22T03:47:35Z,590000,False,-21.0,73.0,1,left,K. Kuzma 7' turnaround fadeaway Jump Shot (4 PTS) (B. Coulibaly 1 AST),"[1628398, 1641731]",1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.56,Made,,,,,,,4.0,B. Coulibaly,1641731.0,1.0,,,,
62,PT06M50.00S,2025-01-22T03:47:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612747,13,12,2025-01-22T03:47:33Z,610000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Reaves 2 FT),"[1641731, 1630559]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0
64,PT06M50.00S,2025-01-22T03:47:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,13,12,2025-01-22T03:47:35Z,630000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2025-01-22T03:50:40.6Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,14,12,2025-01-22T03:50:40Z,640000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
66,PT06M50.00S,2025-01-22T03:50:57.0Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,15,12,2025-01-22T03:50:57Z,650000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
67,PT06M32.00S,2025-01-22T03:51:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,18.84034165571616,60.78431372549019,1610612764,15,14,2025-01-22T03:51:20Z,660000,False,-54.0,125.0,1,left,A. Sarr 13' step back Jump Shot (2 PTS) (B. Coulibaly 2 AST),"[1642259, 1641731]",1610612764.0,WAS,step back,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.58,Made,,,,,,,2.0,B. Coulibaly,1641731.0,2.0,,,,
69,PT06M08.00S,2025-01-22T03:51:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,90.14454664914587,39.928002450980394,1610612747,15,14,2025-01-22T03:51:48Z,680000,False,-50.0,40.0,1,right,MISS A. Davis 6' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.44,Missed,,,,,,,,,,,,,,
70,PT06M06.00S,2025-01-22T03:51:40.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,15,14,2025-01-22T03:51:48Z,690000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,
71,PT06M01.00S,2025-01-22T03:51:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,30.27266754270697,86.76470588235294,1610612764,15,14,2025-01-22T03:52:12Z,700000,False,-184.0,232.0,1,left,MISS J. Poole 29' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,29.61,Missed,,,,,,,,,,,,,,
72,PT05M53.00S,2025-01-22T03:51:53.1Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,15,14,2025-01-22T03:51:53Z,710000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,
73,PT05M53.00S,2025-01-22T03:51:53.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642259,5.590000152587891,50.0,1610612764,15,14,2025-01-22T04:04:56Z,720000,False,0.0,0.0,1,left,MISS A. Sarr putback Layup,[1642259],1610612764.0,WAS,putback,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,0.0,Missed,,,,,,,,,,,,,,
74,PT05M52.00S,2025-01-22T03:51:54.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,14,2025-01-22T04:04:56Z,730000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,
75,PT05M49.00S,2025-01-22T03:51:56.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,73.242444152431,22.058823529411768,1610612747,15,14,2025-01-22T03:53:36Z,740000,False,-140.0,199.0,1,right,MISS L. James 24' running 3PT,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,24.31,Missed,,,,,,,,,,,,,,
76,PT05M44.00S,2025-01-22T03:52:01.3Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,15,14,2025-01-22T03:52:01Z,750000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,
77,PT05M41.00S,2025-01-22T03:52:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2544,67.32917214191853,28.186274509803923,1610612747,15,14,2025-01-22T03:52:13Z,760000,False,-109.0,255.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,27.7,Missed,,,,,,,,,,,,,,
78,PT05M36.00S,2025-01-22T03:52:09.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,15,14,2025-01-22T03:53:07Z,770000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,77.0,3.0,1.0,2.0,,,,,,,,
79,PT05M28.00S,2025-01-22T03:52:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641731,27.644546649145866,19.362745098039213,1610612764,15,14,2025-01-22T03:52:21Z,780000,False,153.0,207.0,1,left,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,25.78,Missed,,,,,,,,,,,,,,
80,PT05M25.00S,2025-01-22T03:52:19.9Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,15,14,2025-01-22T03:52:21Z,790000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,
