actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
520,PT00M01.00S,2025-02-28T05:25:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629216,74.03088042049934,86.02941176470588,1610612747,84,73,2025-02-28T05:25:49Z,5120000,False,180.0,192.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
521,PT00M01.00S,2025-02-28T05:25:40.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,84,73,2025-02-28T05:25:49Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,520.0,,,,,,,,,,,,
522,PT00M00.00S,2025-02-28T05:25:48.0Z,3,REGULAR,period,end,[],0,,,1610612747,84,73,2025-02-28T05:25:48Z,5140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,out,['startperiod'],1629216,,,1610612747,84,73,2025-02-28T05:28:44Z,5150000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612747,84,73,2025-02-28T05:28:44Z,5160000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,out,['startperiod'],1630183,,,1610612747,84,73,2025-02-28T05:28:44Z,5170000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,84,73,2025-02-28T05:28:44Z,5180000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,in,['startperiod'],1642265,,,1610612747,84,73,2025-02-28T05:28:44Z,5190000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2025-02-28T05:26:49.3Z,4,REGULAR,substitution,in,['startperiod'],1630568,,,1610612747,84,73,2025-02-28T05:28:44Z,5200000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2025-02-28T05:28:35.1Z,4,REGULAR,period,start,[],0,,,1610612747,84,73,2025-02-28T05:28:45Z,5210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M43.00S,2025-02-28T05:28:51.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.61038107752957,52.450980392156865,1610612747,86,73,2025-02-28T05:28:56Z,5220000,False,12.0,8.0,1,right,J. Hayes alley-oop DUNK (7 PTS) (L. James 5 AST),"[1629637, 2544]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.45,Made,7.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
532,PT11M28.00S,2025-02-28T05:29:06.8Z,4,REGULAR,2pt,Jump Shot,[],1642265,23.833771353482263,78.18627450980392,1610612750,86,75,2025-02-28T05:29:12Z,5240000,False,-141.0,172.0,1,left,R. Dillingham 22' pullup Jump Shot (4 PTS) (L. Garza 1 AST),"[1642265, 1630568]",1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Left Center,22.2,Made,4.0,L. Garza,1630568.0,1.0,,,,,,,,,,,,,,
534,PT11M07.00S,2025-02-28T05:29:30.8Z,4,REGULAR,foul,personal,['3freethrow'],1641740,,,1610612747,86,75,2025-02-28T05:29:37Z,5260000,False,,,0,,J. Clark shooting personal FOUL (5 PF) (Reaves 3 FT),"[1641740, 1630559]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,202058.0,5.0,0.0,Reaves,1630559.0,,,,
536,PT11M07.00S,2025-02-28T05:29:48.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,86,75,2025-02-28T05:29:48Z,5280000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M07.00S,2025-02-28T05:32:42.4Z,4,REGULAR,freethrow,1 of 3,[],1630559,,,1610612747,87,75,2025-02-28T05:32:42Z,5300000,False,,,0,,A. Reaves Free Throw 1 of 3 (18 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
539,PT11M07.00S,2025-02-28T05:32:57.5Z,4,REGULAR,freethrow,2 of 3,[],1630559,,,1610612747,88,75,2025-02-28T05:32:57Z,5310000,False,,,0,,A. Reaves Free Throw 2 of 3 (19 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
540,PT11M07.00S,2025-02-28T05:33:12.5Z,4,REGULAR,freethrow,3 of 3,[],1630559,,,1610612747,89,75,2025-02-28T05:33:12Z,5320000,False,,,0,,A. Reaves Free Throw 3 of 3 (20 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
541,PT10M56.00S,2025-02-28T05:33:23.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,10.95597897503285,60.78431372549019,1610612750,89,75,2025-02-28T05:33:33Z,5330000,False,-54.0,50.0,1,left,MISS R. Dillingham 7' driving bank Shot,[1642265],1610612750.0,MIN,driving bank,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,7.39,Missed,,,,,,,,,,,,,,,,,,
542,PT10M54.00S,2025-02-28T05:33:25.3Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,89,75,2025-02-28T05:33:45Z,5340000,False,,,0,,L. James REBOUND (Off:2 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,541.0,12.0,10.0,2.0,,,,,,,,,
544,PT10M38.00S,2025-02-28T05:34:00.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,88.61695137976346,47.79411764705882,1610612747,89,75,2025-02-28T05:34:09Z,5360000,False,-11.0,55.0,1,right,MISS L. James driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
545,PT10M37.00S,2025-02-28T05:34:01.0Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,89,75,2025-02-28T05:34:09Z,5370000,False,,,0,,L. James REBOUND (Off:3 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,544.0,13.0,10.0,3.0,,,,,,,,,
546,PT10M37.00S,2025-02-28T05:34:13.7Z,4,REGULAR,foul,personal,[],1630568,,,1610612747,89,75,2025-02-28T05:34:19Z,5380000,False,,,0,,L. Garza personal FOUL (1 PF),"[1630568, 2544]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627961.0,1.0,0.0,James,2544.0,,,,
548,PT10M24.00S,2025-02-28T05:34:37.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,80.86399474375821,95.09803921568627,1610612747,89,75,2025-02-28T05:34:47Z,5400000,False,225.0,127.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
549,PT10M23.00S,2025-02-28T05:34:38.4Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,89,75,2025-02-28T05:35:00Z,5410000,False,,,0,,L. James REBOUND (Off:4 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,548.0,14.0,10.0,4.0,,,,,,,,,
550,PT10M22.00S,2025-02-28T05:34:44.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,90.98226018396846,49.01960784313726,1610612747,89,75,2025-02-28T05:35:06Z,5420000,False,-5.0,32.0,1,right,MISS L. James driving reverse Layup,[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
551,PT10M20.00S,2025-02-28T05:34:46.7Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,89,75,2025-02-28T05:35:06Z,5430000,False,,,0,,L. James REBOUND (Off:5 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,550.0,15.0,10.0,5.0,,,,,,,,,
552,PT10M18.00S,2025-02-28T05:34:48.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,91.90210249671485,48.774509803921575,1610612747,89,75,2025-02-28T05:34:56Z,5440000,False,-6.0,24.0,1,right,MISS L. James putback Layup - blocked,"[2544, 1630568]",1610612747.0,LAL,putback,,,James,L. James,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,Garza,1630568.0
553,PT10M18.00S,2025-02-28T05:34:48.8Z,4,REGULAR,block,,[],1630568,,,1610612747,89,75,2025-02-28T05:34:52Z,5450000,False,,,0,,L. Garza BLOCK (1 BLK),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
554,PT10M18.00S,2025-02-28T05:34:48.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,89,75,2025-02-28T05:34:56Z,5460000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,552.0,,,,,,,,,,,,
555,PT10M08.00S,2025-02-28T05:35:11.7Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,89,75,2025-02-28T05:35:25Z,5470000,False,,,0,,L. James lost ball TURNOVER (4 TO),"[2544, 1630568]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,4.0,,,,,,,,,,Garza,1630568.0,,
556,PT10M08.00S,2025-02-28T05:35:11.7Z,4,REGULAR,steal,,[],1630568,,,1610612750,89,75,2025-02-28T05:35:17Z,5480000,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
557,PT10M08.00S,2025-02-28T05:35:24.1Z,4,REGULAR,turnover,out-of-bounds,[],1630545,,,1610612750,89,75,2025-02-28T05:35:32Z,5490000,False,,,0,,T. Shannon Jr. lost ball out-of-bounds TURNOVER (1 TO),[1630545],1610612750.0,MIN,lost ball,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,201638.0,,,,,,,,
558,PT10M04.00S,2025-02-28T05:35:40.4Z,4,REGULAR,turnover,bad pass,[],1630559,,,1610612747,89,75,2025-02-28T05:35:46Z,5500000,False,,,0,,A. Reaves bad pass TURNOVER (4 TO),"[1630559, 1628978]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,,,,,4.0,,,,,,,,,,DiVincenzo,1628978.0,,
559,PT10M04.00S,2025-02-28T05:35:40.4Z,4,REGULAR,steal,,[],1628978,,,1610612750,89,75,2025-02-28T05:35:42Z,5510000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
562,PT10M02.00S,2025-02-28T05:35:43.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630545,8.459264126149804,47.05882352941176,1610612750,89,77,2025-02-28T05:35:52Z,5540000,False,15.0,27.0,1,left,T. Shannon Jr. running DUNK (15 PTS) (R. Dillingham 2 AST),"[1630545, 1642265]",1610612750.0,MIN,running,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,3.07,Made,15.0,R. Dillingham,1642265.0,2.0,,,,,,,,,,,,,,
565,PT09M38.00S,2025-02-28T05:36:19.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.82194480946123,49.50980392156863,1610612747,91,77,2025-02-28T05:36:28Z,5570000,False,-2.0,15.0,1,right,J. Hayes alley-oop DUNK (9 PTS) (A. Reaves 5 AST),"[1629637, 1630559]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.52,Made,9.0,A. Reaves,1630559.0,5.0,,,,,,,,,,,,,,
567,PT09M23.00S,2025-02-28T05:36:33.8Z,4,REGULAR,3pt,Jump Shot,[],1628978,29.747043363994734,21.813725490196077,1610612750,91,77,2025-02-28T05:36:47Z,5590000,False,141.0,227.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
568,PT09M19.00S,2025-02-28T05:36:37.8Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,91,77,2025-02-28T05:36:47Z,5600000,False,,,0,,L. James REBOUND (Off:5 Def:11),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,567.0,16.0,11.0,5.0,,,,,,,,,
569,PT09M16.00S,2025-02-28T05:36:42.5Z,4,REGULAR,foul,personal,['2freethrow'],1630545,,,1610612747,91,77,2025-02-28T05:37:08Z,5610000,False,,,0,,T. Shannon Jr. shooting personal FOUL (2 PF) (Hayes 2 FT),"[1630545, 1629637]",1610612750.0,MIN,shooting,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,2.0,0.0,Hayes,1629637.0,,,,
571,PT09M16.00S,2025-02-28T05:37:32.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629637,,,1610612747,91,77,2025-02-28T06:30:58Z,5630000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
572,PT09M16.00S,2025-02-28T05:37:32.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,91,77,2025-02-28T06:30:58Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,
573,PT09M16.00S,2025-02-28T05:37:34.3Z,4,REGULAR,substitution,out,[],1630692,,,1610612747,91,77,2025-02-28T05:37:45Z,5650000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M16.00S,2025-02-28T05:37:34.3Z,4,REGULAR,substitution,out,[],1630568,,,1610612747,91,77,2025-02-28T05:37:45Z,5660000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M16.00S,2025-02-28T05:37:34.3Z,4,REGULAR,substitution,in,[],1629029,,,1610612747,91,77,2025-02-28T05:37:45Z,5670000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M16.00S,2025-02-28T05:37:34.3Z,4,REGULAR,substitution,in,[],1629675,,,1610612747,91,77,2025-02-28T05:37:45Z,5680000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M16.00S,2025-02-28T05:37:32.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629637,,,1610612747,92,77,2025-02-28T06:30:58Z,5690000,False,,,0,,J. Hayes Free Throw 2 of 2 (10 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
578,PT09M00.00S,2025-02-28T05:38:31.1Z,4,REGULAR,3pt,Jump Shot,[],1628978,26.593298291721425,85.5392156862745,1610612750,92,80,2025-02-28T05:38:36Z,5700000,False,-178.0,197.0,1,left,D. DiVincenzo 26' 3PT pullup (9 PTS),[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,26.57,Made,9.0,,,,,,,,,,,,,,,,,
579,PT08M43.00S,2025-02-28T05:38:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,92.0335085413929,52.450980392156865,1610612747,92,80,2025-02-28T05:38:52Z,5710000,False,12.0,22.0,1,right,MISS J. Hayes cutting Layup,[1629637],1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
580,PT08M41.00S,2025-02-28T05:38:49.2Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,92,80,2025-02-28T05:38:52Z,5720000,False,,,0,,N. Reid REBOUND (Off:4 Def:6),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,579.0,10.0,6.0,4.0,,,,,,,,,
581,PT08M25.00S,2025-02-28T05:39:06.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630545,11.613009198423129,46.568627450980394,1610612750,92,82,2025-02-28T05:39:10Z,5730000,False,17.0,57.0,1,left,T. Shannon Jr. driving floating Jump Shot (17 PTS) (D. DiVincenzo 4 AST),"[1630545, 1628978]",1610612750.0,MIN,driving floating,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,17.0,D. DiVincenzo,1628978.0,4.0,,,,,,,,,,,,,,
583,PT08M05.00S,2025-02-28T05:39:25.8Z,4,REGULAR,2pt,Jump Shot,[],1629029,79.02431011826545,49.754901960784316,1610612747,92,82,2025-02-28T05:39:28Z,5750000,False,-1.0,145.0,1,right,MISS L. Dončić 14' turnaround fadeaway Shot,[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,14.47,Missed,,,,,,,,,,,,,,,,,,
584,PT08M03.00S,2025-02-28T05:39:27.8Z,4,REGULAR,rebound,defensive,[],1630545,,,1610612750,92,82,2025-02-28T05:39:28Z,5760000,False,,,0,,T. Shannon Jr. REBOUND (Off:1 Def:3),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,583.0,4.0,3.0,1.0,,,,,,,,,
585,PT07M59.00S,2025-02-28T05:39:32.2Z,4,REGULAR,3pt,Jump Shot,[],1642265,29.747043363994734,22.058823529411768,1610612750,92,82,2025-02-28T05:39:40Z,5770000,False,140.0,227.0,1,left,MISS R. Dillingham 26' 3PT,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
586,PT07M55.00S,2025-02-28T05:39:36.2Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612747,92,82,2025-02-28T05:39:40Z,5780000,False,,,0,,L. Dončić REBOUND (Off:2 Def:8),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,585.0,10.0,8.0,2.0,,,,,,,,,
587,PT07M53.00S,2025-02-28T05:39:41.3Z,4,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612747,92,82,2025-02-28T05:40:04Z,5790000,False,,,0,,R. Dillingham shooting personal FOUL (2 PF) (Knecht 2 FT),"[1642265, 1642261]",1610612750.0,MIN,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Knecht,1642261.0,,,,
589,PT07M53.00S,2025-02-28T05:40:16.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642261,,,1610612747,92,82,2025-02-28T05:40:16Z,5810000,False,,,0,,MISS D. Knecht Free Throw 1 of 2,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
590,PT07M53.00S,2025-02-28T05:40:16.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,92,82,2025-02-28T05:40:16Z,5820000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,589.0,,,,,,,,,,,,
591,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,out,[],1629637,,,1610612747,92,82,2025-02-28T05:40:29Z,5830000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,out,[],1642265,,,1610612747,92,82,2025-02-28T05:40:29Z,5840000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,in,[],1629020,,,1610612747,92,82,2025-02-28T05:40:29Z,5850000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,in,[],201144,,,1610612747,92,82,2025-02-28T05:40:29Z,5860000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,out,[],1641740,,,1610612747,92,82,2025-02-28T05:40:39Z,5870000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M53.00S,2025-02-28T05:40:18.3Z,4,REGULAR,substitution,in,[],1630183,,,1610612747,92,82,2025-02-28T05:40:39Z,5880000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M53.00S,2025-02-28T05:40:16.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642261,,,1610612747,92,82,2025-02-28T05:41:42Z,5890000,False,,,0,,MISS D. Knecht Free Throw 2 of 2,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
598,PT07M51.00S,2025-02-28T05:40:18.8Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,92,82,2025-02-28T05:41:08Z,5900000,False,,,0,,N. Reid REBOUND (Off:4 Def:7),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,597.0,11.0,7.0,4.0,,,,,,,,,
599,PT07M46.00S,2025-02-28T05:40:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1642261,,,1610612750,92,82,2025-02-28T05:41:05Z,5910000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Shannon Jr. 2 FT),"[1642261, 1630545]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Shannon Jr.,1630545.0,,,,
601,PT07M46.00S,2025-02-28T05:41:24.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630545,,,1610612750,92,83,2025-02-28T05:41:24Z,5930000,False,,,0,,T. Shannon Jr. Free Throw 1 of 2 (18 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
602,PT07M46.00S,2025-02-28T05:41:37.6Z,4,REGULAR,substitution,out,[],1642261,,,1610612750,92,83,2025-02-28T05:41:40Z,5940000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M46.00S,2025-02-28T05:41:37.6Z,4,REGULAR,substitution,in,[],1627827,,,1610612750,92,83,2025-02-28T05:41:40Z,5950000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M46.00S,2025-02-28T05:41:44.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630545,,,1610612750,92,84,2025-02-28T05:41:44Z,5960000,False,,,0,,T. Shannon Jr. Free Throw 2 of 2 (19 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
605,PT07M32.00S,2025-02-28T05:42:00.4Z,4,REGULAR,3pt,Jump Shot,[],2544,76.13337713534823,13.970588235294116,1610612747,92,84,2025-02-28T05:42:07Z,5970000,False,-180.0,172.0,1,right,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
606,PT07M29.00S,2025-02-28T05:42:03.4Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612750,92,84,2025-02-28T05:42:07Z,5980000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,605.0,4.0,4.0,0.0,,,,,,,,,
