actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M34.00S,2025-03-16T19:44:51.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,5,0,2025-03-16T19:44:52Z,170000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M15.00S,2025-03-16T19:45:10.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.4881734559789805,50.98039215686275,1610612747,5,0,2025-03-16T19:45:14Z,180000,False,-5.0,8.0,1,left,MISS J. Hayes cutting DUNK,[1629637],1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2025-03-16T19:45:12.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,5,0,2025-03-16T19:45:14Z,190000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M07.00S,2025-03-16T19:45:18.0Z,1,REGULAR,3pt,Jump Shot,[],1626164,71.40275952693824,18.627450980392155,1610612756,5,0,2025-03-16T19:45:24Z,200000,False,-157.0,216.0,1,right,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2025-03-16T19:45:21.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,5,0,2025-03-16T19:45:24Z,210000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M56.00S,2025-03-16T19:45:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,35.00328515111694,58.82352941176471,1610612747,5,0,2025-03-16T19:45:34Z,220000,False,-44.0,277.0,1,left,MISS A. Reaves 28' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,28.0,Missed,,,,,,,,,,,,,,,,,,
24,PT09M52.00S,2025-03-16T19:45:33.5Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,0,2025-03-16T19:45:34Z,230000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M47.00S,2025-03-16T19:45:38.1Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612756,5,0,2025-03-16T19:45:41Z,240000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1630559]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,Reaves,1630559.0,,
26,PT09M47.00S,2025-03-16T19:45:38.1Z,1,REGULAR,steal,,[],1630559,,,1610612747,5,0,2025-03-16T19:45:39Z,250000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2025-03-16T19:45:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,6.619579500657039,49.26470588235294,1610612747,7,0,2025-03-16T19:45:47Z,260000,False,4.0,10.0,1,left,A. Reaves running Layup (2 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M24.00S,2025-03-16T19:46:01.0Z,1,REGULAR,3pt,Jump Shot,[],1642346,69.69448094612352,64.70588235294117,1610612756,7,3,2025-03-16T19:46:06Z,270000,False,74.0,232.0,1,right,R. Dunn 24' 3PT  (3 PTS) (D. Booker 1 AST),"[1642346, 1626164]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,24.37,Made,,,,,3.0,,,D. Booker,1626164.0,1.0,,,,,,,,
30,PT09M14.00S,2025-03-16T19:46:11.5Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612747,7,3,2025-03-16T19:46:15Z,290000,False,,,0,,L. Dončić lost ball TURNOVER (1 TO),"[1629029, 1642346]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,Dunn,1642346.0,,
31,PT09M14.00S,2025-03-16T19:46:11.5Z,1,REGULAR,steal,,[],1642346,,,1610612756,7,3,2025-03-16T19:46:14Z,300000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M14.00S,2025-03-16T19:46:14.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642346,93.47897503285151,52.94117647058824,1610612756,7,3,2025-03-16T19:51:48Z,310000,False,15.0,9.0,1,right,MISS R. Dunn running DUNK - blocked,"[1642346, 1629637]",1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,Hayes,1629637.0
33,PT09M14.00S,2025-03-16T19:46:14.8Z,1,REGULAR,block,,[],1629637,,,1610612756,7,3,2025-03-16T19:46:17Z,320000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2025-03-16T19:46:15.8Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,7,3,2025-03-16T19:51:48Z,330000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT09M11.00S,2025-03-16T19:46:20.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1630208,94.53022339027595,51.96078431372549,1610612756,7,5,2025-03-16T19:52:24Z,340000,False,10.0,-1.0,1,right,N. Richards putback DUNK (2 PTS),[1630208],1610612756.0,PHX,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,2.0,,,,,,,,,,,,,
36,PT09M02.00S,2025-03-16T19:46:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612747,7,5,2025-03-16T19:46:38Z,350000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630208, 1629637]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,1.0,0.0,Hayes,1629637.0,,,,
38,PT09M02.00S,2025-03-16T19:46:57.1Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,7,5,2025-03-16T19:46:57Z,370000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT09M02.00S,2025-03-16T19:46:57.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,7,5,2025-03-16T19:46:57Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,
40,PT09M02.00S,2025-03-16T19:47:13.9Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,8,5,2025-03-16T19:47:13Z,390000,False,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
41,PT08M39.00S,2025-03-16T19:47:39.6Z,1,REGULAR,3pt,Jump Shot,[],1642346,67.9862023653088,44.11764705882353,1610612756,8,5,2025-03-16T19:53:03Z,400000,False,-29.0,248.0,1,right,MISS R. Dunn 25' pullup 3PT,[1642346],1610612756.0,PHX,pullup,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2025-03-16T19:47:43.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,8,5,2025-03-16T19:47:45Z,410000,False,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,41.0,2.0,0.0,2.0,,,,,,,,,,,,,,
43,PT08M31.00S,2025-03-16T19:47:47.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,77.71024967148489,12.5,1610612756,8,5,2025-03-16T19:47:56Z,420000,False,-188.0,157.0,1,right,MISS B. Beal 24' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2025-03-16T19:47:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,8,5,2025-03-16T19:47:56Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,43.0,,,,,,,,,,,,,,,,,
45,PT08M28.00S,2025-03-16T19:47:56.1Z,1,REGULAR,foul,personal,[],1629029,,,1610612756,8,5,2025-03-16T19:48:05Z,440000,False,,,0,,L. Dončić loose ball personal FOUL (1 PF),"[1629029, 1630208]",1610612747.0,LAL,loose ball,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,202007.0,,,,,1.0,0.0,Richards,1630208.0,,,,
47,PT08M23.00S,2025-03-16T19:48:14.7Z,1,REGULAR,foul,personal,[],1630692,,,1610612756,8,5,2025-03-16T19:48:27Z,460000,False,,,0,,J. Goodwin personal FOUL (1 PF),"[1630692, 201142]",1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right Center,,,,,,,,202007.0,,,,,1.0,0.0,Durant,201142.0,,,,
49,PT08M08.00S,2025-03-16T19:48:50.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203078,89.27398160315374,38.48039215686274,1610612756,8,7,2025-03-16T19:48:58Z,480000,False,-58.0,48.0,1,right,B. Beal 7' turnaround fadeaway bank Jump Shot (2 PTS) (K. Durant 1 AST),"[203078, 201142]",1610612756.0,PHX,turnaround fadeaway bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,,,K. Durant,201142.0,1.0,,,,,,,,
51,PT07M46.00S,2025-03-16T19:49:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630692,22.78252299605782,13.970588235294116,1610612747,8,7,2025-03-16T19:49:17Z,500000,False,180.0,162.0,1,left,MISS J. Goodwin 24' 3PT,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,24.2,Missed,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2025-03-16T19:49:14.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,8,7,2025-03-16T19:49:17Z,510000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M30.00S,2025-03-16T19:49:28.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,94.00459921156373,51.22549019607843,1610612756,8,9,2025-03-16T19:49:31Z,520000,False,6.0,4.0,1,right,K. Durant driving DUNK (2 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M18.00S,2025-03-16T19:49:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630559,33.55781865965835,57.35294117647059,1610612747,11,9,2025-03-16T19:49:45Z,530000,False,-37.0,263.0,1,left,A. Reaves 26' 3PT pullup (5 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,5.0,,,,,,,,,,,,,
55,PT07M02.00S,2025-03-16T19:49:57.9Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,11,9,2025-03-16T19:50:03Z,540000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,1148.0,1.0,,,,,,,,,,,
56,PT06M49.00S,2025-03-16T19:50:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629637,6.093955321944804,52.69607843137255,1610612747,13,9,2025-03-16T19:50:26Z,550000,False,-13.0,5.0,1,left,J. Hayes reverse Layup (6 PTS) (L. Dončić 2 AST),"[1629637, 1629029]",1610612747.0,LAL,reverse,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,6.0,,,L. Dončić,1629029.0,2.0,,,,,,,,
58,PT06M49.00S,2025-03-16T19:50:23.4Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612747,13,9,2025-03-16T19:53:58Z,570000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Hayes 1 FT),"[1626164, 1629637]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,1.0,0.0,Hayes,1629637.0,,,,
60,PT06M49.00S,2025-03-16T19:50:36.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,13,9,2025-03-16T19:50:36Z,590000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2025-03-16T19:53:18.0Z,1,REGULAR,substitution,out,[],1630208,,,1610612747,13,9,2025-03-16T19:53:57Z,600000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2025-03-16T19:53:18.0Z,1,REGULAR,substitution,in,[],203486,,,1610612747,13,9,2025-03-16T19:53:57Z,610000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2025-03-16T19:54:42.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629637,,,1610612747,13,9,2025-03-16T19:54:45Z,620000,False,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2025-03-16T19:54:46.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,13,9,2025-03-16T19:54:45Z,630000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT06M34.00S,2025-03-16T19:55:14.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,67.85479632063075,56.61764705882353,1610612756,13,9,2025-03-16T19:55:21Z,650000,False,33.0,250.0,1,right,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2025-03-16T19:55:17.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,13,9,2025-03-16T19:55:21Z,660000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M23.00S,2025-03-16T19:55:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,5.962549277266746,50.0,1610612747,15,9,2025-03-16T19:55:32Z,670000,False,0.0,4.0,1,left,J. Hayes cutting Layup (8 PTS) (A. Reaves 1 AST),"[1629637, 1630559]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,8.0,,,A. Reaves,1630559.0,1.0,,,,,,,,
70,PT06M23.00S,2025-03-16T19:55:31.8Z,1,REGULAR,foul,personal,['1freethrow'],1642346,,,1610612747,15,9,2025-03-16T19:55:59Z,690000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Hayes 1 FT),"[1642346, 1629637]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,1.0,0.0,Hayes,1629637.0,,,,
72,PT06M23.00S,2025-03-16T19:55:53.7Z,1,REGULAR,substitution,out,[],1630692,,,1610612747,15,9,2025-03-16T19:55:57Z,710000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2025-03-16T19:55:53.7Z,1,REGULAR,substitution,in,[],1629216,,,1610612747,15,9,2025-03-16T19:55:57Z,720000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2025-03-16T19:56:10.7Z,1,REGULAR,freethrow,1 of 1,[],1629637,,,1610612747,15,9,2025-03-16T19:56:12Z,730000,False,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M21.00S,2025-03-16T19:56:12.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,15,9,2025-03-16T19:56:12Z,740000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT06M04.00S,2025-03-16T19:56:28.7Z,1,REGULAR,2pt,Jump Shot,[],201142,74.81931668856767,43.38235294117647,1610612756,15,9,2025-03-16T19:56:38Z,750000,False,-33.0,184.0,1,right,MISS K. Durant 18' step back Shot,[201142],1610612756.0,PHX,step back,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,18.72,Missed,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2025-03-16T19:56:32.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,15,9,2025-03-16T19:56:33Z,760000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M55.00S,2025-03-16T19:56:39.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642346,,,1610612747,15,9,2025-03-16T19:57:00Z,770000,False,,,0,,R. Dunn personal FOUL (2 PF) (Dončić 2 FT),"[1642346, 1629029]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627961.0,,,,,2.0,0.0,Dončić,1629029.0,,,,
80,PT05M55.00S,2025-03-16T19:57:09.5Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,16,9,2025-03-16T19:57:09Z,790000,False,,,0,,L. Dončić Free Throw 1 of 2 (1 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
81,PT05M55.00S,2025-03-16T19:57:14.5Z,1,REGULAR,substitution,out,[],1642346,,,1610612747,16,9,2025-03-16T19:57:17Z,800000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2025-03-16T19:57:14.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612747,16,9,2025-03-16T19:57:17Z,810000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M55.00S,2025-03-16T19:57:30.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,17,9,2025-03-16T19:57:30Z,820000,False,,,0,,L. Dončić Free Throw 2 of 2 (2 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
84,PT05M42.00S,2025-03-16T19:57:46.1Z,1,REGULAR,2pt,Jump Shot,[],203078,72.58541392904074,60.294117647058826,1610612756,17,9,2025-03-16T19:57:52Z,830000,False,51.0,205.0,1,right,MISS B. Beal 21' step back Shot,[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,21.16,Missed,,,,,,,,,,,,,,,,,,
85,PT05M41.00S,2025-03-16T19:57:47.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,17,9,2025-03-16T19:57:52Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Center,,,84.0,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2025-03-16T19:58:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.50657030223391,35.049019607843135,1610612747,20,9,2025-03-16T19:58:21Z,860000,False,75.0,253.0,1,left,L. Dončić 26' 3PT step back (5 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,26.39,Made,,,,,5.0,,,,,,,,,,,,,
