actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M38.00S,2024-11-14T03:15:06.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,2,2024-11-14T03:15:10Z,180000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,17.0,3.0,2.0,1.0,,,,,,,,,,
20,PT10M22.00S,2024-11-14T03:15:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629629,9.904730617608408,97.54901960784314,1610612747,6,2,2024-11-14T03:15:27Z,200000,False,-238.0,41.0,1,left,C. Reddish 24' 3PT  (3 PTS) (A. Davis 1 AST),"[1629629, 203076]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,24.11,Made,3.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
22,PT10M11.00S,2024-11-14T03:15:33.7Z,1,REGULAR,3pt,Jump Shot,[],1630590,68.38042049934297,25.980392156862735,1610612763,6,5,2024-11-14T03:15:39Z,220000,False,-120.0,245.0,1,right,S. Pippen Jr. 27' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1630590, 1628991]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,27.26,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
24,PT09M57.00S,2024-11-14T03:15:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630559,32.769382391590014,30.882352941176478,1610612747,6,5,2024-11-14T03:15:53Z,240000,False,96.0,256.0,1,left,MISS A. Reaves 27' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
25,PT09M53.00S,2024-11-14T03:15:52.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,5,2024-11-14T03:15:53Z,250000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M29.00S,2024-11-14T03:16:35.3Z,1,REGULAR,3pt,Jump Shot,[],1630643,65.62089356110381,62.254901960784316,1610612763,6,5,2024-11-14T03:27:10Z,300000,False,61.0,271.0,1,right,MISS J. Huff 27' 3PT,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,27.76,Missed,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2024-11-14T03:16:43.3Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,6,5,2024-11-14T03:16:44Z,310000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,
32,PT09M20.00S,2024-11-14T03:16:43.2Z,1,REGULAR,turnover,lost ball,[],1642377,,,1610612763,6,5,2024-11-14T03:17:51Z,320000,False,,,0,,J. Wells lost ball TURNOVER (1 TO),"[1642377, 1629060]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Hachimura,1629060.0,,,,,,
33,PT09M20.00S,2024-11-14T03:16:43.2Z,1,REGULAR,steal,,[],1629060,,,1610612747,6,5,2024-11-14T03:16:47Z,330000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2024-11-14T03:16:47.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,9.116294349540084,52.69607843137255,1610612747,8,5,2024-11-14T03:18:38Z,340000,False,-13.0,33.0,1,left,L. James running DUNK (2 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,3.58,Made,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
36,PT09M02.00S,2024-11-14T03:17:01.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,95.05584756898817,59.55882352941176,1610612763,8,5,2024-11-14T03:17:11Z,360000,False,48.0,-6.0,1,right,MISS J. Jackson Jr. turnaround bank Hook,[1628991],1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,,,,,
37,PT08M58.00S,2024-11-14T03:17:05.7Z,1,REGULAR,rebound,offensive,[],1630643,,,1610612763,8,5,2024-11-14T03:17:11Z,370000,False,,,0,,J. Huff REBOUND (Off:1 Def:0),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,
38,PT08M58.00S,2024-11-14T03:17:05.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630643,94.40999984741211,50.0,1610612763,8,7,2024-11-14T03:17:05Z,380000,False,0.0,0.0,1,right,J. Huff tip DUNK (2 PTS),[1630643],1610612763.0,MEM,tip,,,Huff,J. Huff,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2024-11-14T03:17:29.2Z,1,REGULAR,2pt,Jump Shot,[],203076,22.519710906701704,36.029411764705884,1610612747,8,7,2024-11-14T03:20:24Z,390000,False,70.0,159.0,1,left,MISS A. Davis 17' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,17.39,Missed,,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2024-11-14T03:17:34.2Z,1,REGULAR,rebound,offensive,[],1629629,,,1610612747,8,7,2024-11-14T03:17:38Z,400000,False,,,0,,C. Reddish REBOUND (Off:1 Def:0),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Right Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT08M26.00S,2024-11-14T03:17:37.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,8,7,2024-11-14T03:17:44Z,410000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1630643]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,Huff,1630643.0,,,,,,
42,PT08M26.00S,2024-11-14T03:17:37.2Z,1,REGULAR,steal,,[],1630643,,,1610612763,8,7,2024-11-14T03:17:39Z,420000,False,,,0,,J. Huff STEAL (1 STL),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
43,PT08M22.00S,2024-11-14T03:17:41.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,67.46057818659658,48.529411764705884,1610612763,8,7,2024-11-14T03:17:47Z,430000,False,-7.0,253.0,1,right,MISS S. Pippen Jr. 25' running pullup 3PT,[1630590],1610612763.0,MEM,running pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2024-11-14T03:17:43.5Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612747,8,7,2024-11-14T03:17:43Z,440000,False,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,
45,PT08M14.00S,2024-11-14T03:17:49.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,25.279237844940866,87.99019607843137,1610612747,11,7,2024-11-14T03:17:57Z,450000,False,-190.0,185.0,1,left,A. Reaves 26' 3PT running (3 PTS) (L. James 2 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.53,Made,3.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
47,PT07M56.00S,2024-11-14T03:18:07.1Z,1,REGULAR,2pt,Jump Shot,[],1630643,93.47897503285151,88.97058823529412,1610612763,11,7,2024-11-14T03:18:12Z,470000,False,195.0,9.0,1,right,MISS J. Huff 19' Jump Shot,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Right,19.51,Missed,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2024-11-14T03:18:09.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,11,7,2024-11-14T03:18:12Z,480000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT07M51.00S,2024-11-14T03:18:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,7.276609724047319,47.05882352941176,1610612747,13,7,2024-11-14T03:18:17Z,490000,False,15.0,16.0,1,left,A. Davis running Layup (2 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.17,Made,2.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,,,,
51,PT07M39.00S,2024-11-14T03:18:24.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,92.42772667542707,96.32352941176471,1610612763,13,7,2024-11-14T03:18:30Z,510000,False,232.0,19.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
52,PT07M35.00S,2024-11-14T03:18:28.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,13,7,2024-11-14T03:18:30Z,520000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,51.0,4.0,3.0,1.0,,,,,,,,,,
53,PT07M22.00S,2024-11-14T03:18:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,30.404073587385014,25.24509803921569,1610612747,16,7,2024-11-14T03:18:45Z,530000,False,124.0,233.0,1,left,R. Hachimura 26' 3PT  (6 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,26.41,Made,6.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
55,PT07M21.00S,2024-11-14T03:18:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,7,2024-11-14T03:18:48Z,550000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,out,[],1630643,,,1610612763,16,7,2024-11-14T03:22:12Z,560000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,16,7,2024-11-14T03:22:12Z,570000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,out,[],1630590,,,1610612763,16,7,2024-11-14T03:22:12Z,580000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,in,[],1641744,,,1610612763,16,7,2024-11-14T03:22:12Z,590000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,16,7,2024-11-14T03:22:12Z,600000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2024-11-14T03:21:53.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,16,7,2024-11-14T03:22:12Z,610000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2024-11-14T03:22:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,90.32522996057818,51.96078431372549,1610612763,16,7,2024-11-14T03:22:47Z,630000,False,10.0,38.0,1,right,MISS S. Aldama driving Layup - blocked,"[1630583, 203076]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,Davis,203076.0,,,,
64,PT07M02.00S,2024-11-14T03:22:41.8Z,1,REGULAR,block,,[],203076,,,1610612763,16,7,2024-11-14T03:22:45Z,640000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2024-11-14T03:22:46.8Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612763,16,7,2024-11-14T03:22:47Z,650000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,63.0,1.0,0.0,1.0,,,,,,,,,,
66,PT06M53.00S,2024-11-14T03:22:50.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,81.2089356110381,4.633884803921575,1610612763,16,10,2024-11-14T03:25:07Z,660000,False,-227.0,124.0,1,right,J. LaRavia 25' 3PT step back (3 PTS),[1631222],1610612763.0,MEM,step back,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,25.85,Made,3.0,,,,,,,,,,,,,,,,,
67,PT06M33.00S,2024-11-14T03:23:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.459264126149804,52.450980392156865,1610612747,18,10,2024-11-14T03:23:21Z,670000,False,-12.0,27.0,1,left,L. James driving Layup (4 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.97,Made,4.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,,
68,PT06M26.00S,2024-11-14T03:23:17.3Z,1,REGULAR,turnover,bad pass,[],1631222,,,1610612763,18,10,2024-11-14T03:23:24Z,680000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 1630559]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Reaves,1630559.0,,,,,,
69,PT06M26.00S,2024-11-14T03:23:17.3Z,1,REGULAR,steal,,[],1630559,,,1610612747,18,10,2024-11-14T03:23:19Z,690000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
70,PT06M23.00S,2024-11-14T03:23:20.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,7.802233902759525,48.529411764705884,1610612747,20,10,2024-11-14T03:23:30Z,700000,False,7.0,21.0,1,left,A. Reaves running DUNK (5 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.21,Made,5.0,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2024-11-14T03:23:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,89.79960578186596,49.26470588235294,1610612763,20,12,2024-11-14T03:25:10Z,710000,False,-4.0,43.0,1,right,J. LaRavia driving floating Jump Shot (5 PTS) (J. Wells 2 AST),"[1631222, 1642377]",1610612763.0,MEM,driving floating,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,4.36,Made,5.0,J. Wells,1642377.0,2.0,,,,,,,,,,,,,,
74,PT05M57.00S,2024-11-14T03:23:50.5Z,1,REGULAR,foul,personal,[],1631222,,,1610612747,20,12,2024-11-14T03:23:59Z,730000,False,,,0,,J. LaRavia personal FOUL (1 PF),"[1631222, 1630559]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202053.0,,,,,,1.0,0.0,Reaves,1630559.0
76,PT05M57.00S,2024-11-14T03:23:59.2Z,1,REGULAR,substitution,out,[],1629629,,,1610612747,20,12,2024-11-14T03:24:15Z,750000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2024-11-14T03:23:59.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,20,12,2024-11-14T03:24:15Z,760000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2024-11-14T03:23:59.2Z,1,REGULAR,substitution,in,[],1642261,,,1610612747,20,12,2024-11-14T03:24:15Z,770000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2024-11-14T03:23:59.2Z,1,REGULAR,substitution,in,[],1626156,,,1610612747,20,12,2024-11-14T03:24:15Z,780000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2024-11-14T03:25:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612747,20,12,2024-11-14T03:25:20Z,800000,False,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Reaves 2 FT),"[1631222, 1630559]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Reaves,1630559.0
83,PT05M49.00S,2024-11-14T03:25:18.7Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,20,12,2024-11-14T03:25:18Z,820000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2024-11-14T03:25:18.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,20,12,2024-11-14T03:25:18Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,
85,PT05M49.00S,2024-11-14T03:25:24.9Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,20,12,2024-11-14T03:25:29Z,840000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M49.00S,2024-11-14T03:25:24.9Z,1,REGULAR,substitution,in,[],203935,,,1610612747,20,12,2024-11-14T03:25:29Z,850000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M49.00S,2024-11-14T03:25:36.7Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,21,12,2024-11-14T03:25:36Z,860000,False,,,0,,A. Reaves Free Throw 2 of 2 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
88,PT05M36.00S,2024-11-14T03:25:51.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,88.87976346911958,62.254901960784316,1610612763,21,12,2024-11-14T03:25:56Z,870000,False,61.0,52.0,1,right,MISS Z. Edey 8' Hook,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Right,8.04,Missed,,,,,,,,,,,,,,,,,,
89,PT05M32.00S,2024-11-14T03:25:55.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,21,12,2024-11-14T03:25:56Z,880000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,
169,PT05M16.00S,2024-11-14T03:26:03.4Z,1,REGULAR,turnover,lost ball,[],1630559,,,1610612747,21,12,2024-11-14T04:19:25Z,900000,False,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 203935]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,
170,PT05M16.00S,2024-11-14T03:26:03.4Z,1,REGULAR,steal,,[],203935,,,1610612763,21,12,2024-11-14T03:41:09Z,910000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
