actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M40.00S,2025-02-26T03:07:37.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,4,2,2025-02-26T03:07:45Z,210000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
23,PT10M25.00S,2025-02-26T03:08:06.1Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,4,2,2025-02-26T03:08:11Z,230000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 202691]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Thompson,202691.0,,,,,,,,
24,PT10M25.00S,2025-02-26T03:08:06.1Z,1,REGULAR,steal,,[],202691,,,1610612742,4,2,2025-02-26T03:08:09Z,240000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2025-02-26T03:08:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,38.288436268068324,62.00980392156863,1610612742,4,2,2025-02-26T03:08:21Z,250000,False,-60.0,307.0,1,left,MISS K. Irving 31' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,31.32,Missed,,,,,,,,,,,,,,,,,,
26,PT10M12.00S,2025-02-26T03:08:19.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,4,2,2025-02-26T03:08:21Z,260000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M05.00S,2025-02-26T03:08:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,91.37647831800263,51.470588235294116,1610612747,6,2,2025-02-26T03:08:30Z,270000,False,7.0,29.0,1,right,L. Dončić driving Layup (2 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M56.00S,2025-02-26T03:08:34.2Z,1,REGULAR,2pt,Jump Shot,[],202681,9.72404730617609,66.54411764705883,1610612742,6,2,2025-02-26T03:08:39Z,280000,False,-83.0,39.0,1,left,MISS K. Irving 9' driving floating bank Shot,[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,9.14,Missed,,,,,,,,,,,,,,,,,,
29,PT09M54.00S,2025-02-26T03:08:36.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,6,2,2025-02-26T03:08:39Z,290000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M51.00S,2025-02-26T03:08:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,69.69448094612352,23.529411764705884,1610612747,9,2,2025-02-26T03:08:49Z,300000,False,-132.0,232.0,1,right,L. James 26' 3PT running (5 PTS) (L. Dončić 1 AST),"[2544, 1629029]",1610612747.0,LAL,running,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,5.0,,,,,,L. Dončić,1629029.0,1.0,,,,,
32,PT09M34.00S,2025-02-26T03:08:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,20.154402102496718,36.51960784313726,1610612742,9,2,2025-02-26T03:09:00Z,320000,False,67.0,137.0,1,left,MISS K. Irving 15' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,15.27,Missed,,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2025-02-26T03:08:58.9Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,9,2,2025-02-26T03:09:00Z,330000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M26.00S,2025-02-26T03:09:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,90.8508541392904,50.98039215686275,1610612747,9,2,2025-02-26T03:09:13Z,340000,False,5.0,34.0,1,right,MISS L. Dončić driving Layup - blocked,"[1629029, 1629023]",1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,Washington,1629023.0,,,,,,,,,,,
35,PT09M26.00S,2025-02-26T03:09:04.9Z,1,REGULAR,block,,[],1629023,,,1610612747,9,2,2025-02-26T03:09:08Z,350000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M25.00S,2025-02-26T03:09:05.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,9,2,2025-02-26T03:09:13Z,360000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M25.00S,2025-02-26T03:09:15.9Z,1,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612742,9,2,2025-02-26T03:09:27Z,370000,False,,,0,,L. Dončić technical FOUL (1 Tech),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,2003.0,0.0,1.0,,
38,PT09M25.00S,2025-02-26T03:09:41.6Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,9,3,2025-02-26T03:09:41Z,380000,False,,,0,,K. Irving technical Free Throw 1 of 1 (1 PTS),[202681],1610612742.0,DAL,technical,,,Irving,K. Irving,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
39,PT09M15.00S,2025-02-26T03:10:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,19.760183968462556,61.76470588235294,1610612742,9,5,2025-02-26T03:10:16Z,390000,False,-59.0,133.0,1,left,M. Christie 14' fadeaway Jump Shot (2 PTS),[1631108],1610612742.0,DAL,fadeaway,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,14.56,Made,,,,,2.0,,,,,,,,,,,,,
40,PT09M00.00S,2025-02-26T03:10:22.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.2161629434954,48.774509803921575,1610612747,11,5,2025-02-26T03:10:27Z,400000,False,-6.0,11.0,1,right,J. Hayes DUNK (2 PTS) (L. Dončić 2 AST),"[1629637, 1629029]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,2.0,,,,,,L. Dončić,1629029.0,2.0,,,,,
42,PT08M51.00S,2025-02-26T03:10:31.4Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,11,5,2025-02-26T03:10:35Z,420000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 2544]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,James,2544.0,,,,,,,,
43,PT08M51.00S,2025-02-26T03:10:31.4Z,1,REGULAR,steal,,[],2544,,,1610612747,11,5,2025-02-26T03:10:33Z,430000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
44,PT08M30.00S,2025-02-26T03:10:51.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,94.00459921156373,71.07843137254902,1610612747,11,5,2025-02-26T03:10:56Z,440000,False,105.0,4.0,1,right,MISS R. Hachimura 10' turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,10.55,Missed,,,,,,,,,,,,,,,,,,
45,PT08M28.00S,2025-02-26T03:10:53.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,11,5,2025-02-26T03:10:56Z,450000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M17.00S,2025-02-26T03:11:04.9Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,11,5,2025-02-26T03:11:08Z,460000,False,,,0,,P. Washington bad pass TURNOVER (2 TO),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,2.0,Dončić,1629029.0,,,,,,,,
47,PT08M17.00S,2025-02-26T03:11:04.9Z,1,REGULAR,steal,,[],1629029,,,1610612747,11,5,2025-02-26T03:11:06Z,470000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
48,PT08M11.00S,2025-02-26T03:11:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,93.47897503285151,49.01960784313726,1610612747,11,5,2025-02-26T03:11:18Z,480000,False,-5.0,9.0,1,right,MISS A. Reaves running Layup,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
49,PT08M11.00S,2025-02-26T03:11:10.6Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,11,5,2025-02-26T03:27:58Z,490000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
146,PT08M11.00S,2025-02-26T03:11:17.1Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,11,5,2025-02-26T03:29:18Z,495000,False,,,0,,L. James step out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,step,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,2.0,,,,,,2003.0,,,,
51,PT08M02.00S,2025-02-26T03:11:45.3Z,1,REGULAR,foul,technical,['1freethrow'],1629637,,,1610612742,11,5,2025-02-26T03:29:18Z,510000,False,,,0,,J. Hayes defensive-3-second technical FOUL (1 Tech),[1629637],1610612747.0,LAL,defensive-3-second,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,101284.0,0.0,1.0,,
52,PT08M02.00S,2025-02-26T03:12:05.9Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,11,6,2025-02-26T03:29:18Z,520000,False,,,0,,K. Irving technical Free Throw 1 of 1 (2 PTS),[202681],1610612742.0,DAL,technical,,,Irving,K. Irving,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
53,PT08M02.00S,2025-02-26T03:12:09.4Z,1,REGULAR,substitution,out,[],1629637,,,1610612742,11,6,2025-02-26T03:29:18Z,530000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M02.00S,2025-02-26T03:12:09.4Z,1,REGULAR,substitution,out,[],202691,,,1610612742,11,6,2025-02-26T03:29:18Z,540000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M02.00S,2025-02-26T03:12:09.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612742,11,6,2025-02-26T03:29:18Z,550000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M02.00S,2025-02-26T03:12:09.4Z,1,REGULAR,substitution,in,[],203915,,,1610612742,11,6,2025-02-26T03:29:18Z,560000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2025-02-26T03:12:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,8.984888304862025,51.96078431372549,1610612742,11,8,2025-02-26T03:29:18Z,570000,False,-10.0,32.0,1,left,K. Irving driving Layup (4 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,4.0,,,,,,,,,,,,,
58,PT07M33.00S,2025-02-26T03:12:55.9Z,1,REGULAR,3pt,Jump Shot,[],2544,64.83245729303547,72.54901960784314,1610612747,11,8,2025-02-26T03:13:02Z,580000,False,113.0,278.0,1,right,MISS L. James 30' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,30.01,Missed,,,,,,,,,,,,,,,,,,
59,PT07M28.00S,2025-02-26T03:13:00.9Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,11,8,2025-02-26T03:13:02Z,590000,False,,,0,,L. James REBOUND (Off:2 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,58.0,2.0,0.0,2.0,,,,,,,,,,,,,,
60,PT07M26.00S,2025-02-26T03:13:04.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,89.53679369250986,97.30392156862744,1610612747,11,8,2025-02-26T03:13:10Z,600000,False,237.0,46.0,1,right,MISS L. Dončić 24' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
61,PT07M23.00S,2025-02-26T03:13:07.3Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612747,11,8,2025-02-26T03:13:07Z,610000,False,,,0,,L. Dončić REBOUND (Off:1 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,,
62,PT07M23.00S,2025-02-26T03:13:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,93.87319316688567,53.67647058823529,1610612747,13,8,2025-02-26T03:13:14Z,620000,False,18.0,5.0,1,right,L. Dončić putback Layup (4 PTS),[1629029],1610612747.0,LAL,putback,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,4.0,,,,,,,,,,,,,
63,PT07M23.00S,2025-02-26T03:13:11.3Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612747,13,8,2025-02-26T03:13:17Z,630000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Dončić 1 FT),"[1631108, 1629029]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Dončić,1629029.0
65,PT07M23.00S,2025-02-26T03:13:36.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629029,,,1610612747,13,8,2025-02-26T03:13:45Z,650000,False,,,0,,MISS L. Dončić Free Throw 1 of 1,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT07M21.00S,2025-02-26T03:13:38.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,13,8,2025-02-26T03:13:45Z,660000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,
67,PT07M02.00S,2025-02-26T03:13:57.6Z,1,REGULAR,3pt,Jump Shot,[],202681,30.535479632063073,25.735294117647058,1610612742,13,11,2025-02-26T03:14:02Z,670000,False,121.0,235.0,1,left,K. Irving 26' 3PT step back (7 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.4,Made,,,,,7.0,,,,,,,,,,,,,
68,PT06M55.00S,2025-02-26T03:14:04.5Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,13,11,2025-02-26T03:14:12Z,680000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 202681]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Irving,202681.0,,,,,,,,
69,PT06M55.00S,2025-02-26T03:14:04.5Z,1,REGULAR,steal,,[],202681,,,1610612742,13,11,2025-02-26T03:14:06Z,690000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2025-02-26T03:14:08.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202681,34.477660972404735,50.0,1610612742,13,14,2025-02-26T03:14:17Z,700000,False,0.0,272.0,1,left,K. Irving 27' 3PT running pullup (10 PTS),[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,27.16,Made,,,,,10.0,,,,,,,,,,,,,
100,PT06M22.00S,2025-02-26T03:14:30.7Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612747,13,14,2025-02-26T03:21:28Z,715000,False,,,0,,L. Dončić step out-of-bounds TURNOVER (1 TO),[1629029],1610612747.0,LAL,step,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,,,,,,101284.0,,,,
73,PT06M06.00S,2025-02-26T03:14:53.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,23.570959264126145,90.68627450980392,1610612742,13,14,2025-02-26T03:21:28Z,730000,False,-203.0,169.0,1,left,MISS K. Irving 26' step back 3PT,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2025-02-26T03:14:56.4Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612742,13,14,2025-02-26T03:14:59Z,740000,False,,,0,,K. Edwards REBOUND (Off:2 Def:0),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,73.0,2.0,0.0,2.0,,,,,,,,,,,,,,
75,PT06M02.00S,2025-02-26T03:14:58.1Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",202681,10.298948751642584,96.07843137254902,1610612742,13,14,2025-02-26T03:20:33Z,750000,False,-230.0,44.0,1,left,MISS K. Irving 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2025-02-26T03:15:00.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,13,14,2025-02-26T03:15:02Z,760000,False,,,0,,L. Dončić REBOUND (Off:1 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,75.0,4.0,3.0,1.0,,,,,,,,,,,,,,
