actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M07.00S,2022-01-12T00:12:49.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,7,2,2022-01-12T00:12:49Z,210000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,
22,PT10M07.00S,2022-01-12T00:12:51.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,7,2,2022-01-12T00:12:51Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2022-01-12T00:13:10.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.59198423127464,44.11764705882353,1610612764,7,2,2022-01-12T00:13:15Z,230000,-29.0,17.0,1,right,MISS D. Gafford alley-oop DUNK,[1629655],1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-01-12T00:13:11.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,7,2,2022-01-12T00:13:15Z,240000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT09M48.00S,2022-01-12T00:13:17.7Z,1,REGULAR,2pt,Jump Shot,[],1629652,14.799605781865965,17.892156862745097,1610612760,7,4,2022-01-12T00:13:22Z,250000,161.0,87.0,1,left,L. Dort 18' pullup Jump Shot (2 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,18.24,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M33.00S,2022-01-12T00:13:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,85.23324572930355,42.15686274509804,1610612764,9,4,2022-01-12T00:16:07Z,260000,-39.0,86.0,1,right,K. Kuzma 9' floating Jump Shot (4 PTS),[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,9.48,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2022-01-12T00:13:39.9Z,1,REGULAR,violation,kicked ball,[],1629655,,,1610612760,9,4,2022-01-12T00:13:51Z,280000,,,0,,D. Gafford kicked ball VIOLATION,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,1628951.0,,,,,,,,,,,,,
30,PT09M18.00S,2022-01-12T00:14:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.440867279894875,53.92156862745098,1610612760,9,6,2022-01-12T01:18:14Z,290000,-20.0,17.0,1,left,S. Gilgeous-Alexander reverse Layup (4 PTS),[1628983],1610612760.0,OKC,reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.62,Made,4.0,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2022-01-12T00:14:24.0Z,1,REGULAR,3pt,Jump Shot,[],203915,65.39093298291722,52.450980392156865,1610612764,9,6,2022-01-12T00:14:28Z,300000,12.0,273.0,1,right,MISS S. Dinwiddie 27' pullup 3PT,[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2022-01-12T00:14:25.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,9,6,2022-01-12T00:14:28Z,310000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT08M47.00S,2022-01-12T00:14:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,9.411957950065702,55.88235294117647,1610612760,9,8,2022-01-12T00:14:44Z,320000,-29.0,36.0,1,left,A. Wiggins turnaround fadeaway Jump Shot (2 PTS) (J. Giddey 1 AST),"[1630598, 1630581]",1610612760.0,OKC,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,4.65,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
34,PT08M27.00S,2022-01-12T00:14:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,82.60512483574244,35.049019607843135,1610612764,11,8,2022-01-12T00:15:02Z,330000,-75.0,111.0,1,right,K. Kuzma 13' driving floating Jump Shot (6 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,13.39,Made,6.0,,,,,,,,,,,,,,,,,
35,PT08M15.00S,2022-01-12T00:15:10.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,17.95335085413929,73.52941176470588,1610612760,11,8,2022-01-12T00:15:14Z,340000,-118.0,116.0,1,left,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,
36,PT08M11.00S,2022-01-12T00:15:14.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,11,8,2022-01-12T00:15:14Z,350000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,
37,PT08M02.00S,2022-01-12T00:15:25.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,85.75886990801577,67.8921568627451,1610612764,13,8,2022-01-12T00:15:32Z,360000,89.0,81.0,1,right,K. Kuzma 12' fadeaway Jump Shot (8 PTS),[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,12.1,Made,8.0,,,,,,,,,,,,,,,,,
38,PT08M02.00S,2022-01-12T00:15:26.9Z,1,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612764,13,8,2022-01-12T00:15:33Z,370000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1630598, 1628398]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,1628951.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
40,PT08M02.00S,2022-01-12T00:15:56.1Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,14,8,2022-01-12T00:15:56Z,390000,,,0,,K. Kuzma Free Throw 1 of 1 (9 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
41,PT07M53.00S,2022-01-12T00:16:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,21.50131406044678,91.66666666666666,1610612760,14,8,2022-01-12T00:16:11Z,400000,-208.0,150.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
42,PT07M49.00S,2022-01-12T00:16:09.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,14,8,2022-01-12T00:16:09Z,410000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,41.0,2.0,1.0,1.0,,,,,
43,PT07M47.00S,2022-01-12T00:16:12.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,9.280551905387648,98.2843137254902,1610612760,14,8,2022-01-12T00:16:18Z,420000,-241.0,35.0,1,left,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,24.39,Missed,,,,,,,,,,,,,,,,,,
44,PT07M46.00S,2022-01-12T00:16:13.3Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,14,8,2022-01-12T01:34:40Z,430000,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,
47,PT07M36.00S,2022-01-12T00:16:23.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,18.873193166885677,95.58823529411765,1610612760,14,8,2022-01-12T01:34:40Z,460000,-228.0,125.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
48,PT07M31.00S,2022-01-12T00:16:28.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,14,8,2022-01-12T00:26:07Z,470000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,
49,PT07M26.00S,2022-01-12T00:16:33.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630557,80.50262812089356,52.69607843137255,1610612764,16,8,2022-01-12T00:16:40Z,480000,13.0,131.0,1,right,C. Kispert 13' driving floating Jump Shot (2 PTS),[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,13.15,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M17.00S,2022-01-12T00:16:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,8.229303547963205,35.78431372549019,1610612760,16,8,2022-01-12T00:16:47Z,490000,71.0,25.0,1,left,MISS S. Gilgeous-Alexander 7' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,7.53,Missed,,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2022-01-12T00:16:43.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,16,8,2022-01-12T00:16:47Z,500000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT07M01.00S,2022-01-12T00:16:58.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,91.93495400788436,23.284313725490197,1610612764,18,8,2022-01-12T00:17:03Z,510000,-134.0,23.0,1,right,K. Kuzma 13' fadeaway Jump Shot (11 PTS),[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,13.56,Made,11.0,,,,,,,,,,,,,,,,,
53,PT06M49.00S,2022-01-12T00:17:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612760,18,8,2022-01-12T00:17:18Z,520000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Dort 2 FT),"[1629655, 1629652]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,204058.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
55,PT06M49.00S,2022-01-12T00:17:22.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,8,2022-01-12T00:17:22Z,540000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,out,[],203915,,,1610612760,18,8,2022-01-12T00:20:02Z,550000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612760,18,8,2022-01-12T00:20:02Z,560000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,18,8,2022-01-12T00:20:02Z,570000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,in,[],203526,,,1610612760,18,8,2022-01-12T00:20:02Z,580000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,in,[],1629060,,,1610612760,18,8,2022-01-12T00:20:02Z,590000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2022-01-12T00:17:23.8Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,18,8,2022-01-12T00:20:02Z,600000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M49.00S,2022-01-12T00:20:27.5Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,18,9,2022-01-12T00:20:27Z,610000,,,0,,L. Dort Free Throw 1 of 2 (3 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2022-01-12T00:20:51.8Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,18,10,2022-01-12T00:20:51Z,620000,,,0,,L. Dort Free Throw 2 of 2 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2022-01-12T00:21:08.8Z,1,REGULAR,3pt,Jump Shot,[],203484,69.20170827858082,76.9607843137255,1610612764,18,10,2022-01-12T00:21:13Z,630000,135.0,237.0,1,right,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2022-01-12T00:21:10.8Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,18,10,2022-01-12T00:21:13Z,640000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,
66,PT06M12.00S,2022-01-12T00:21:32.4Z,1,REGULAR,violation,kicked ball,[],1629060,,,1610612760,18,10,2022-01-12T00:21:42Z,650000,,,0,,R. Hachimura kicked ball VIOLATION,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,202026.0,,,,,,,,,,,,,
67,PT06M02.00S,2022-01-12T00:21:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.229303547963205,59.55882352941176,1610612760,18,12,2022-01-12T00:21:59Z,660000,-48.0,25.0,1,left,L. Dort driving Layup (6 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,5.39,Made,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
71,PT05M41.00S,2022-01-12T00:22:14.6Z,1,REGULAR,2pt,Jump Shot,[],203484,92.85479632063075,26.96078431372549,1610612764,18,12,2022-01-12T00:22:18Z,680000,-115.0,15.0,1,right,MISS K. Caldwell-Pope 11' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,11.61,Missed,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2022-01-12T00:22:17.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,18,12,2022-01-12T00:22:18Z,690000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,
73,PT05M28.00S,2022-01-12T00:22:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.5722733245729295,56.372549019607845,1610612760,18,14,2022-01-12T00:22:31Z,700000,-32.0,19.0,1,left,S. Gilgeous-Alexander reverse Layup (6 PTS),[1628983],1610612760.0,OKC,reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.7,Made,6.0,,,,,,,,,,,,,,,,,
74,PT05M17.00S,2022-01-12T00:22:38.6Z,1,REGULAR,turnover,lost ball,[],203526,,,1610612764,18,14,2022-01-12T00:22:44Z,710000,,,0,,R. Neto lost ball TURNOVER (1 TO),"[203526, 1629652]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,
75,PT05M17.00S,2022-01-12T00:22:38.6Z,1,REGULAR,steal,,[],1629652,,,1610612760,18,14,2022-01-12T00:22:40Z,720000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M13.00S,2022-01-12T00:22:44.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630581,6.652431011826544,44.11764705882353,1610612760,18,16,2022-01-12T00:23:06Z,730000,29.0,10.0,1,left,J. Giddey floating Jump Shot (2 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,3.11,Made,2.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,
77,PT05M13.00S,2022-01-12T00:22:47.9Z,1,REGULAR,violation,defensive goaltending,[],1628398,,,1610612760,18,16,2022-01-12T00:23:06Z,740000,,,0,,K. Kuzma defensive goaltending VIOLATION,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,202026.0,,,,,,,,,,,,,
78,PT04M50.00S,2022-01-12T00:23:18.5Z,1,REGULAR,2pt,Jump Shot,[],1629060,79.71419185282524,83.08823529411765,1610612764,18,16,2022-01-12T00:23:24Z,750000,165.0,138.0,1,right,MISS R. Hachimura 21' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,21.55,Missed,,,,,,,,,,,,,,,,,,
79,PT04M46.00S,2022-01-12T00:23:22.5Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,18,16,2022-01-12T00:23:24Z,760000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,78.0,3.0,3.0,0.0,,,,,
80,PT04M40.00S,2022-01-12T00:23:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.178055190538765,47.549019607843135,1610612760,18,18,2022-01-12T00:23:33Z,770000,12.0,15.0,1,left,S. Gilgeous-Alexander driving reverse Layup (8 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.94,Made,8.0,,,,,,,,,,,,,,,,,
94,PT04M16.00S,2022-01-12T00:23:44.7Z,1,REGULAR,turnover,out-of-bounds,[],1629060,,,1610612764,18,18,2022-01-12T00:25:30Z,780000,,,0,,R. Hachimura lost ball out-of-bounds TURNOVER (1 TO),[1629060],1610612764.0,WAS,lost ball,,,Hachimura,R. Hachimura,,,,,,,,,,,202026.0,,,,,,,,,1.0,,,,
82,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,out,[],203484,,,1610612760,18,18,2022-01-12T00:25:30Z,790000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612760,18,18,2022-01-12T00:25:30Z,800000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,18,2022-01-12T00:25:30Z,810000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612760,18,18,2022-01-12T00:25:30Z,820000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,in,[],1626149,,,1610612760,18,18,2022-01-12T00:25:30Z,830000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2022-01-12T00:24:00.3Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,18,18,2022-01-12T00:25:30Z,840000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M52.00S,2022-01-12T00:24:38.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,18.2161629434954,63.725490196078425,1610612760,18,20,2022-01-12T00:25:30Z,850000,-69.0,119.0,1,left,T. Mann 13' pullup Jump Shot (2 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,13.71,Made,2.0,,,,,,,,,,,,,,,,,
89,PT03M42.00S,2022-01-12T00:24:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1629647,,,1610612764,18,20,2022-01-12T00:25:13Z,860000,,,0,,D. Bazley shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629647, 1628398]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,,,,,,,202026.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
