actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
177,PT11M14.00S,2022-01-02T00:44:31.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,25,2022-01-02T00:44:32Z,1740000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,
178,PT11M03.00S,2022-01-02T00:44:42.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.835085413929041,46.32352941176471,1610612764,34,25,2022-01-02T00:44:46Z,1750000,18.0,21.0,1,left,D. Gafford DUNK (7 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,2.8,Made,,,,,7.0,K. Kuzma,1628398.0,1.0,,,,,,,,,
180,PT11M03.00S,2022-01-02T00:44:50.2Z,2,REGULAR,stoppage,injury,[],0,,,1610612741,34,25,2022-01-02T00:44:50Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M03.00S,2022-01-02T00:45:07.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,25,2022-01-02T00:45:07Z,1780000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M03.00S,2022-01-02T00:47:15.6Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,34,25,2022-01-02T00:48:00Z,1790000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M03.00S,2022-01-02T00:47:15.6Z,2,REGULAR,substitution,out,[],1629076,,,1610612741,34,25,2022-01-02T00:48:00Z,1800000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M03.00S,2022-01-02T00:47:15.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,34,25,2022-01-02T00:48:00Z,1810000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M03.00S,2022-01-02T00:47:15.6Z,2,REGULAR,substitution,in,[],1627884,,,1610612741,34,25,2022-01-02T00:48:00Z,1820000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M52.00S,2022-01-02T00:48:19.7Z,2,REGULAR,turnover,traveling,[],201942,,,1610612741,34,25,2022-01-02T00:48:28Z,1840000,,,0,,D. DeRozan traveling TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1626301.0,2.0,,,,,,,,,,,,,,,,,,,
188,PT10M33.00S,2022-01-02T00:48:50.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,5.732588699080158,48.77450980392157,1610612764,36,25,2022-01-02T00:48:55Z,1850000,6.0,1.0,1,left,D. Gafford DUNK (9 PTS) (B. Beal 4 AST),"[1629655, 203078]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,0.63,Made,,,,,9.0,B. Beal,203078.0,4.0,,,,,,,,,
190,PT10M08.00S,2022-01-02T00:49:15.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,70.77858081471747,21.568627450980394,1610612741,36,28,2022-01-02T00:49:20Z,1870000,-142.0,222.0,1,right,C. White 26' 3PT step back (6 PTS),[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,,,26.38,Made,,,,,6.0,,,,,,,,,,,,
191,PT10M00.00S,2022-01-02T00:49:22.9Z,2,REGULAR,3pt,Jump Shot,[],203484,28.07161629434954,15.686274509803921,1610612764,39,28,2022-01-02T00:49:27Z,1880000,172.0,211.0,1,left,K. Caldwell-Pope 27' 3PT  (5 PTS) (B. Beal 5 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,27.23,Made,,,,,5.0,B. Beal,203078.0,5.0,,,,,,,,,
193,PT09M44.00S,2022-01-02T00:49:38.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,65.25952693823915,36.76470588235294,1610612741,39,28,2022-01-02T00:49:50Z,1900000,-66.0,274.0,1,right,MISS C. White 28' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,,,28.2,Missed,,,,,,,,,,,,,,,,,
194,PT09M41.00S,2022-01-02T00:49:41.7Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,39,28,2022-01-02T00:49:43Z,1910000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:5),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,193.0,5.0,5.0,0.0,,,,,,,,,,,,,
195,PT09M31.00S,2022-01-02T00:49:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.178055190538765,43.13725490196079,1610612764,39,28,2022-01-02T00:49:57Z,1920000,34.0,15.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,3.74,Missed,,,,,,,,,,,,,,,,,
196,PT09M28.00S,2022-01-02T00:49:55.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,39,28,2022-01-02T00:49:57Z,1930000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,
197,PT09M24.00S,2022-01-02T00:50:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.24901445466492,53.18627450980392,1610612741,39,30,2022-01-02T00:50:04Z,1940000,16.0,11.0,1,right,D. DeRozan driving Layup (6 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,,1.93,Made,,,,,6.0,,,,,,,,,,,,
198,PT09M06.00S,2022-01-02T00:50:17.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203078,7.440867279894875,51.470588235294116,1610612764,41,30,2022-01-02T00:50:22Z,1950000,-7.0,17.0,1,left,B. Beal driving DUNK (11 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,1.89,Made,,,,,11.0,,,,,,,,,,,,
199,PT08M59.00S,2022-01-02T00:50:28.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,41,30,2022-01-02T00:50:28Z,1960000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,out,[],1628398,,,1610612741,41,30,2022-01-02T00:53:14Z,1970000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,41,30,2022-01-02T00:53:14Z,1980000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,out,[],1629744,,,1610612741,41,30,2022-01-02T00:53:14Z,1990000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,in,[],1630557,,,1610612741,41,30,2022-01-02T00:53:14Z,2000000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,in,[],203897,,,1610612741,41,30,2022-01-02T00:53:14Z,2010000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M59.00S,2022-01-02T00:52:15.7Z,2,REGULAR,substitution,in,[],202696,,,1610612741,41,30,2022-01-02T00:53:14Z,2020000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M47.00S,2022-01-02T00:53:46.1Z,2,REGULAR,2pt,Jump Shot,[],201942,90.3580814717477,73.0392156862745,1610612741,41,32,2022-01-02T00:53:49Z,2030000,115.0,38.0,1,right,D. DeRozan 12' fadeaway Jump Shot (8 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,12.13,Made,,,,,8.0,,,,,,,,,,,,
207,PT08M23.00S,2022-01-02T00:54:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,6.783837056504599,4.166666666666666,1610612764,41,32,2022-01-02T00:54:12Z,2040000,229.0,11.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,,
208,PT08M21.00S,2022-01-02T00:54:10.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,32,2022-01-02T00:54:12Z,2050000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,
209,PT08M00.00S,2022-01-02T00:54:32.2Z,2,REGULAR,2pt,Jump Shot,[],1629632,84.83902759526939,33.33333333333333,1610612741,41,32,2022-01-02T00:54:36Z,2060000,-83.0,90.0,1,right,MISS C. White 12' floating Shot,[1629632],1610612741.0,CHI,floating,,,White,C. White,,,,,,,12.26,Missed,,,,,,,,,,,,,,,,,
210,PT07M58.00S,2022-01-02T00:54:34.2Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,41,32,2022-01-02T00:54:36Z,2070000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,
211,PT07M51.00S,2022-01-02T00:54:43.7Z,2,REGULAR,foul,personal,[],201942,,,1610612764,41,32,2022-01-02T00:54:56Z,2080000,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1629655]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,2005.0,,,,,,,,,,,,2.0,0.0,Gafford,1629655.0,,,,,
213,PT07M43.00S,2022-01-02T00:55:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.30946123521682,45.09803921568628,1610612764,43,32,2022-01-02T00:55:17Z,2100000,25.0,16.0,1,left,D. Avdija driving Layup (2 PTS) (B. Beal 6 AST),"[1630166, 203078]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,,2.94,Made,,,,,2.0,B. Beal,203078.0,6.0,,,,,,,,,
215,PT07M21.00S,2022-01-02T00:55:36.3Z,2,REGULAR,2pt,Jump Shot,[],203897,84.05059132720105,16.666666666666664,1610612741,43,32,2022-01-02T00:55:43Z,2120000,-167.0,97.0,1,right,MISS Z. LaVine 19' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,19.31,Missed,,,,,,,,,,,,,,,,,
216,PT07M17.00S,2022-01-02T00:55:40.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,43,32,2022-01-02T00:55:43Z,2130000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,
217,PT07M07.00S,2022-01-02T00:55:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.178055190538765,45.09803921568628,1610612764,45,32,2022-01-02T00:55:53Z,2140000,25.0,15.0,1,left,D. Avdija cutting Layup (4 PTS) (B. Beal 7 AST),"[1630166, 203078]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,,,2.87,Made,,,,,4.0,B. Beal,203078.0,7.0,,,,,,,,,
219,PT06M59.00S,2022-01-02T00:55:59.6Z,2,REGULAR,foul,personal,[],1630557,,,1610612741,45,32,2022-01-02T00:56:06Z,2160000,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 1629632]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,1626301.0,,,,,,,,,,,,1.0,0.0,White,1629632.0,,,,,
221,PT06M59.00S,2022-01-02T00:56:07.2Z,2,REGULAR,substitution,out,[],203484,,,1610612741,45,32,2022-01-02T00:56:09Z,2180000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M59.00S,2022-01-02T00:56:07.2Z,2,REGULAR,substitution,in,[],1628993,,,1610612741,45,32,2022-01-02T00:56:09Z,2190000,,,0,,SUB in: A. Johnson,[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M52.00S,2022-01-02T00:56:30.3Z,2,REGULAR,3pt,Jump Shot,[],202696,64.73390275952694,52.94117647058824,1610612741,45,35,2022-01-02T00:56:35Z,2200000,15.0,279.0,1,right,N. Vucevic 27' 3PT  (6 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,27.94,Made,,,,,6.0,D. DeRozan,201942.0,2.0,,,,,,,,,
225,PT06M36.00S,2022-01-02T00:56:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,15.588042049934298,42.8921568627451,1610612764,47,35,2022-01-02T00:56:53Z,2220000,36.0,94.0,1,left,C. Kispert 10' floating Jump Shot (4 PTS) (B. Beal 8 AST),"[1630557, 203078]",1610612764.0,WAS,floating,,,Kispert,C. Kispert,,,,,,,10.05,Made,,,,,4.0,B. Beal,203078.0,8.0,,,,,,,,,
227,PT06M15.00S,2022-01-02T00:57:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,86.81011826544021,38.970588235294116,1610612741,47,35,2022-01-02T00:57:15Z,2240000,-55.0,71.0,1,right,MISS C. White 9' Layup - blocked,"[1629632, 1629655]",1610612741.0,CHI,,,,White,C. White,,,,,,,9.03,Missed,,,,,,,,,,,,,Gafford,1629655.0,,,
228,PT06M15.00S,2022-01-02T00:57:06.7Z,2,REGULAR,block,,[],1629655,,,1610612741,47,35,2022-01-02T00:57:08Z,2250000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M12.00S,2022-01-02T00:57:09.7Z,2,REGULAR,rebound,offensive,[],201942,,,1610612741,47,35,2022-01-02T00:57:09Z,2260000,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,227.0,3.0,2.0,1.0,,,,,,,,,,,,,
230,PT06M11.00S,2022-01-02T00:57:11.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202696,66.44218134034165,47.30392156862745,1610612741,47,35,2022-01-02T00:57:17Z,2270000,-13.0,263.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,26.32,Missed,,,,,,,,,,,,,,,,,
231,PT06M09.00S,2022-01-02T00:57:13.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,47,35,2022-01-02T00:57:17Z,2280000,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,,
232,PT05M59.00S,2022-01-02T00:57:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,13.61695137976347,34.068627450980394,1610612764,47,35,2022-01-02T00:57:28Z,2290000,80.0,75.0,1,left,MISS B. Beal 10' turnaround fadeaway Shot,[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,,,10.98,Missed,,,,,,,,,,,,,,,,,
233,PT05M56.00S,2022-01-02T00:57:26.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,47,35,2022-01-02T00:57:28Z,2300000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,232.0,5.0,5.0,0.0,,,,,,,,,,,,,
234,PT05M45.00S,2022-01-02T00:57:38.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.59855453350855,50.73529411764706,1610612741,47,37,2022-01-02T00:57:42Z,2310000,4.0,64.0,1,right,N. Vucevic 6' turnaround Hook (8 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,6.42,Made,,,,,8.0,C. White,1629632.0,1.0,,,,,,,,,
236,PT05M45.00S,2022-01-02T00:57:42.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,47,37,2022-01-02T00:57:42Z,2330000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,out,[],203078,,,1610612764,47,37,2022-01-02T00:59:12Z,2340000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,out,[],1627884,,,1610612764,47,37,2022-01-02T00:59:12Z,2360000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,in,[],203484,,,1610612764,47,37,2022-01-02T00:59:12Z,2370000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,47,37,2022-01-02T00:59:12Z,2380000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,in,[],1628972,,,1610612764,47,37,2022-01-02T00:59:12Z,2390000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M45.00S,2022-01-02T00:58:05.0Z,2,REGULAR,substitution,out,[],1628993,,,1610612764,47,37,2022-01-02T01:00:08Z,2395000,,,0,,SUB out: A. Johnson,[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M43.00S,2022-01-02T00:59:31.3Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612764,47,37,2022-01-02T01:13:14Z,2400000,,,0,,TEAM foul technical,[],1610612764.0,WAS,too-many-players,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,,
245,PT05M43.00S,2022-01-02T00:59:55.4Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612764,47,38,2022-01-02T01:14:21Z,2420000,,,0,,D. DeRozan technical Free Throw 1 of 1 (9 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
318,PT05M43.00S,2022-01-02T01:00:35.1Z,2,REGULAR,turnover,too-many-players,['team'],0,,,1610612764,47,38,2022-01-02T01:14:42Z,2425000,,,0,,WAS too-many-players Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,,
247,PT05M34.00S,2022-01-02T01:01:14.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,76.95466491458606,55.392156862745104,1610612741,47,40,2022-01-02T01:14:42Z,2430000,27.0,164.0,1,right,D. DeRozan 16' pullup Jump Shot (11 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,16.63,Made,,,,,11.0,,,,,,,,,,,,
248,PT05M19.00S,2022-01-02T01:01:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,19.92444152431012,35.78431372549019,1610612764,47,40,2022-01-02T01:01:35Z,2440000,71.0,135.0,1,left,MISS C. Kispert 15' floating Shot,[1630557],1610612764.0,WAS,floating,,,Kispert,C. Kispert,,,,,,,15.24,Missed,,,,,,,,,,,,,,,,,
249,PT05M15.00S,2022-01-02T01:01:33.6Z,2,REGULAR,rebound,offensive,[],203484,,,1610612764,47,40,2022-01-02T01:01:35Z,2450000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:5),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,248.0,6.0,5.0,1.0,,,,,,,,,,,,,
250,PT05M14.00S,2022-01-02T01:01:35.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,31.882391590013142,72.30392156862744,1610612764,47,40,2022-01-02T01:01:39Z,2460000,-112.0,247.0,1,left,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,27.12,Missed,,,,,,,,,,,,,,,,,
251,PT05M10.00S,2022-01-02T01:01:39.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,47,40,2022-01-02T01:01:39Z,2470000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,250.0,6.0,6.0,0.0,,,,,,,,,,,,,
252,PT05M06.00S,2022-01-02T01:01:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,93.64323258869908,36.029411764705884,1610612741,47,40,2022-01-02T01:01:52Z,2480000,-70.0,7.0,1,right,MISS T. Brown Jr. 7' driving Layup - blocked,"[1628972, 1629655]",1610612741.0,CHI,driving,,,Brown Jr.,T. Brown Jr.,,,,,,,7.03,Missed,,,,,,,,,,,,,Gafford,1629655.0,,,
253,PT05M06.00S,2022-01-02T01:01:43.5Z,2,REGULAR,block,,[],1629655,,,1610612741,47,40,2022-01-02T01:01:48Z,2490000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M06.00S,2022-01-02T01:01:43.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,47,40,2022-01-02T01:01:52Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,
255,PT05M06.00S,2022-01-02T01:01:49.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,47,40,2022-01-02T01:01:49Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M06.00S,2022-01-02T01:01:50.6Z,2,REGULAR,substitution,out,[],1629655,,,1610612741,47,40,2022-01-02T01:01:56Z,2520000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M06.00S,2022-01-02T01:01:50.6Z,2,REGULAR,substitution,in,[],1630264,,,1610612741,47,40,2022-01-02T01:01:56Z,2530000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M04.00S,2022-01-02T01:02:05.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203897,73.80091984231275,12.745098039215685,1610612741,47,43,2022-01-02T01:02:23Z,2540000,-186.0,194.0,1,right,Z. LaVine 26' 3PT  (18 PTS) (C. White 2 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,26.88,Made,,,,,18.0,C. White,1629632.0,2.0,,,,,,,,,
260,PT04M42.00S,2022-01-02T01:02:27.3Z,2,REGULAR,3pt,Jump Shot,[],1630264,31.35676741130092,25.735294117647058,1610612764,47,43,2022-01-02T01:02:31Z,2560000,121.0,242.0,1,left,MISS A. Gill 27' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,27.1,Missed,,,,,,,,,,,,,,,,,
261,PT04M40.00S,2022-01-02T01:02:29.3Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,47,43,2022-01-02T01:02:31Z,2570000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,
262,PT04M28.00S,2022-01-02T01:02:41.2Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612741,47,43,2022-01-02T01:02:46Z,2580000,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 1628398]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,2.0,,,,,,,,,,,,,,,,,Kuzma,1628398.0,
263,PT04M28.00S,2022-01-02T01:02:41.2Z,2,REGULAR,steal,,[],1628398,,,1610612764,47,43,2022-01-02T01:02:42Z,2590000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M24.00S,2022-01-02T01:02:45.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,8.886333771353483,45.09803921568628,1610612764,49,43,2022-01-02T01:02:52Z,2600000,25.0,31.0,1,left,C. Kispert running DUNK (6 PTS) (K. Kuzma 2 AST),"[1630557, 1628398]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,,,3.95,Made,,,,,6.0,K. Kuzma,1628398.0,2.0,,,,,,,,,
266,PT04M09.00S,2022-01-02T01:03:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.59198423127464,62.5,1610612741,49,43,2022-01-02T01:03:04Z,2620000,62.0,17.0,1,right,MISS D. DeRozan 6' Layup,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,6.48,Missed,,,,,,,,,,,,,,,,,
