actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
29,PT10M12.00S,2022-03-05T00:13:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,93.38042049934296,96.56862745098039,1610612764,5,6,2022-03-05T00:13:55Z,290000,233.0,10.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,Missed,,,,,,23.3,,,,,,,,,
30,PT10M08.00S,2022-03-05T00:13:50.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,6,2022-03-05T00:13:55Z,300000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,29.0,,,,,,,,,1.0,1.0,0.0,,,
63,PT10M02.00S,2022-03-05T00:14:10.2Z,1,REGULAR,foul,personal,[],1629655,,,1610612737,5,6,2022-03-05T00:19:03Z,315000,,,0,,D. Gafford personal FOUL (2 PF),"[1629655, 1629027]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,202007.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,,
33,PT09M44.00S,2022-03-05T00:14:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,15.719448094612352,51.9607843137255,1610612737,5,8,2022-03-05T00:14:41Z,330000,-10.0,95.0,1,left,D. Gallinari 9' Jump Shot (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,Made,,2.0,,,,9.58,,,,,,,,,
34,PT09M30.00S,2022-03-05T00:14:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,87.99277266754271,47.05882352941176,1610612764,5,8,2022-03-05T00:14:55Z,340000,-15.0,60.0,1,right,MISS R. Neto 6' floating Shot,[203526],1610612764.0,WAS,floating,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,,6.22,,,,,,,,,
35,PT09M27.00S,2022-03-05T00:14:50.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,5,8,2022-03-05T00:14:55Z,350000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,34.0,,,,,,,,,1.0,0.0,1.0,,,
36,PT09M25.00S,2022-03-05T00:14:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612764,5,8,2022-03-05T00:15:14Z,360000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1628989, 203484]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,1148.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,
38,PT09M25.00S,2022-03-05T00:15:20.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203484,,,1610612764,5,8,2022-03-05T00:15:20Z,380000,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 2,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Missed,,,,,,,,,,,,,,,
39,PT09M25.00S,2022-03-05T00:15:20.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,5,8,2022-03-05T00:15:20Z,390000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,
40,PT09M25.00S,2022-03-05T00:15:35.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203484,,,1610612764,6,8,2022-03-05T00:15:35Z,400000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (4 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
41,PT09M10.00S,2022-03-05T00:15:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,14.14257555847569,41.911764705882355,1610612737,6,8,2022-03-05T00:16:22Z,410000,40.0,80.0,1,left,MISS K. Huerter 9' floating Shot,[1628989],1610612737.0,ATL,floating,,,Huerter,K. Huerter,,,,,,,,,,Missed,,,,,,9.0,,,,,,,,,
42,PT09M07.00S,2022-03-05T00:15:54.6Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,6,8,2022-03-05T00:16:22Z,420000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,41.0,,,,,,,,,1.0,1.0,0.0,,,
43,PT09M03.00S,2022-03-05T00:15:58.0Z,1,REGULAR,3pt,Jump Shot,[],1628398,70.77858081471747,20.34313725490196,1610612764,6,8,2022-03-05T00:20:28Z,430000,-148.0,222.0,1,right,MISS K. Kuzma 26' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,,,,,,Missed,,,,,,26.71,,,,,,,,,
44,PT08M59.00S,2022-03-05T00:16:03.0Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,6,8,2022-03-05T00:16:03Z,440000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,43.0,,,,,,,,,1.0,0.0,1.0,,,
45,PT08M56.00S,2022-03-05T00:16:05.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,93.38042049934296,2.696078431372549,1610612764,6,8,2022-03-05T00:16:33Z,450000,-237.0,10.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,Missed,,,,,,23.67,,,,,,,,,
46,PT08M55.00S,2022-03-05T00:16:06.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,6,8,2022-03-05T00:16:33Z,460000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,
47,PT08M55.00S,2022-03-05T00:16:14.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,6,8,2022-03-05T00:16:14Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M42.00S,2022-03-05T00:16:34.4Z,1,REGULAR,2pt,Jump Shot,[],1629631,21.50131406044678,58.82352941176471,1610612737,6,10,2022-03-05T00:16:39Z,480000,-44.0,150.0,1,left,D. Hunter 15' pullup Jump Shot (5 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,,,Made,,5.0,,,,15.6,,,,,,,,,
49,PT08M28.00S,2022-03-05T00:16:48.5Z,1,REGULAR,2pt,Jump Shot,[],203484,80.89684625492772,33.33333333333333,1610612764,6,10,2022-03-05T00:16:53Z,490000,-83.0,127.0,1,right,MISS K. Caldwell-Pope 15' step back Shot,[203484],1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Missed,,,,,,15.2,,,,,,,,,
50,PT08M24.00S,2022-03-05T00:16:52.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,6,10,2022-03-05T00:16:53Z,500000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,49.0,,,,,,,,,1.0,1.0,0.0,,,
51,PT08M19.00S,2022-03-05T00:16:59.1Z,1,REGULAR,foul,personal,['2freethrow'],203526,,,1610612737,6,10,2022-03-05T00:17:09Z,510000,,,0,,R. Neto shooting personal FOUL (1 PF) (Hunter 2 FT),"[203526, 1629631]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,1201.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
53,PT08M19.00S,2022-03-05T00:17:19.6Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,6,11,2022-03-05T00:17:19Z,530000,,,0,,D. Hunter Free Throw 1 of 2 (6 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
54,PT08M19.00S,2022-03-05T00:17:35.0Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,6,12,2022-03-05T00:17:35Z,540000,,,0,,D. Hunter Free Throw 2 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
55,PT08M06.00S,2022-03-05T00:17:53.3Z,1,REGULAR,3pt,Jump Shot,[],203526,72.35545335085413,18.627450980392158,1610612764,6,12,2022-03-05T00:18:03Z,550000,-157.0,207.0,1,right,MISS R. Neto 26' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,,26.01,,,,,,,,,
56,PT08M02.00S,2022-03-05T00:17:57.3Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,6,12,2022-03-05T00:18:03Z,560000,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,55.0,,,,,,,,,1.0,0.0,1.0,,,
57,PT08M00.00S,2022-03-05T00:18:08.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,6,12,2022-03-05T00:18:08Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M58.00S,2022-03-05T00:18:20.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,93.9060446780552,51.225490196078425,1610612764,8,12,2022-03-05T00:18:25Z,580000,6.0,5.0,1,right,K. Kuzma Layup (2 PTS) (R. Neto 1 AST),"[1628398, 203526]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,Made,,2.0,,,,0.78,R. Neto,203526.0,1.0,,,,,,
60,PT07M47.00S,2022-03-05T00:18:30.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.85348226018397,19.362745098039216,1610612737,8,12,2022-03-05T00:22:48Z,600000,153.0,266.0,1,left,MISS T. Young 30' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,Missed,,,,,,30.67,,,,,,,,,
61,PT07M42.00S,2022-03-05T00:18:35.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,8,12,2022-03-05T00:25:42Z,610000,,,0,,C. Kispert REBOUND (Off:1 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,60.0,,,,,,,,,2.0,1.0,1.0,,,
62,PT07M30.00S,2022-03-05T00:18:47.6Z,1,REGULAR,2pt,Jump Shot,[],203484,79.58278580814718,47.794117647058826,1610612764,10,12,2022-03-05T00:24:18Z,620000,-11.0,139.0,1,right,K. Caldwell-Pope 13' pullup Jump Shot (6 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Made,,6.0,,,,13.98,,,,,,,,,
65,PT07M11.00S,2022-03-05T00:19:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,2.3653088042049935,1.7386642156862746,1610612737,10,15,2022-03-05T00:19:14Z,630000,241.0,-30.0,1,left,K. Huerter 24' 3PT  (3 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,Made,,3.0,,,,24.32,T. Young,1629027.0,2.0,,,,,,
67,PT06M57.00S,2022-03-05T00:19:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.22667542706965,54.90196078431373,1610612764,12,15,2022-03-05T00:19:27Z,650000,25.0,39.0,1,right,K. Kuzma driving Layup (4 PTS) (R. Neto 2 AST),"[1628398, 203526]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,,,,,,Made,,4.0,,,,4.64,R. Neto,203526.0,2.0,,,,,,
69,PT06M41.00S,2022-03-05T00:19:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612737,12,15,2022-03-05T00:19:53Z,670000,,,0,,C. Kispert personal FOUL (1 PF) (Hunter 2 FT),"[1630557, 1629631]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,1201.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
71,PT06M41.00S,2022-03-05T00:19:52.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,15,2022-03-05T00:19:52Z,690000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2022-03-05T00:22:11.1Z,1,REGULAR,substitution,out,[],1630557,,,1610612737,12,15,2022-03-05T00:22:51Z,700000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M41.00S,2022-03-05T00:22:11.1Z,1,REGULAR,substitution,out,[],201568,,,1610612737,12,15,2022-03-05T00:22:51Z,710000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2022-03-05T00:22:11.1Z,1,REGULAR,substitution,in,[],1630166,,,1610612737,12,15,2022-03-05T00:22:51Z,720000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2022-03-05T00:22:11.1Z,1,REGULAR,substitution,in,[],203992,,,1610612737,12,15,2022-03-05T00:22:51Z,730000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2022-03-05T00:23:06.0Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,12,16,2022-03-05T00:23:06Z,740000,,,0,,D. Hunter Free Throw 1 of 2 (8 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
77,PT06M41.00S,2022-03-05T00:23:33.4Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,12,17,2022-03-05T00:23:33Z,750000,,,0,,D. Hunter Free Throw 2 of 2 (9 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
78,PT06M30.00S,2022-03-05T00:23:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,94.1688567674113,47.549019607843135,1610612764,14,17,2022-03-05T00:23:52Z,760000,-12.0,2.0,1,right,R. Neto driving finger roll Layup (4 PTS) (K. Caldwell-Pope 1 AST),"[203526, 203484]",1610612764.0,WAS,driving finger roll,,,Neto,R. Neto,,,,,,,,,,Made,,4.0,,,,1.25,K. Caldwell-Pope,203484.0,1.0,,,,,,
80,PT06M12.00S,2022-03-05T00:24:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.5722733245729295,49.50980392156863,1610612737,14,19,2022-03-05T00:26:50Z,780000,2.0,19.0,1,left,D. Hunter driving Layup (11 PTS),[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,,,,Made,,11.0,,,,1.89,,,,,,,,,
82,PT06M04.00S,2022-03-05T00:24:13.4Z,1,REGULAR,foul,personal,[],1628989,,,1610612764,14,19,2022-03-05T00:24:20Z,800000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 203484]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,202007.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,
84,PT06M04.00S,2022-03-05T00:24:36.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612764,14,19,2022-03-05T00:24:39Z,820000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2022-03-05T00:24:36.6Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,14,19,2022-03-05T00:24:39Z,830000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M54.00S,2022-03-05T00:24:55.4Z,1,REGULAR,2pt,Jump Shot,[],1628398,90.22667542706965,80.63725490196079,1610612764,16,19,2022-03-05T00:25:03Z,840000,153.0,39.0,1,right,K. Kuzma 15' pullup Jump Shot (6 PTS) (R. Neto 3 AST),"[1628398, 203526]",1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,,,,,,Made,,6.0,,,,15.82,R. Neto,203526.0,3.0,,,,,,
88,PT05M42.00S,2022-03-05T00:25:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,19.530223390275953,50.98039215686274,1610612737,16,21,2022-03-05T00:25:14Z,860000,-5.0,131.0,1,left,T. Young 13' driving floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,,,Made,,2.0,,,,13.12,,,,,,,,,
89,PT05M29.00S,2022-03-05T00:25:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,87.46714848883047,95.83333333333334,1610612764,19,21,2022-03-05T00:25:26Z,870000,229.0,65.0,1,right,D. Avdija 3PT  (3 PTS) (K. Kuzma 1 AST),"[1630166, 1628398]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,,3.0,,,,23.83,K. Kuzma,1628398.0,1.0,,,,,,
91,PT05M16.00S,2022-03-05T00:25:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.783837056504599,50.98039215686274,1610612737,19,21,2022-03-05T00:28:00Z,890000,-5.0,11.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,,,,,,Missed,,,,,,1.23,,,,,,,,,
92,PT05M14.00S,2022-03-05T00:25:38.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,19,21,2022-03-05T00:28:00Z,900000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,91.0,,,,,,,,,2.0,1.0,1.0,,,
93,PT05M14.00S,2022-03-05T00:25:41.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,19,23,2022-03-05T00:28:06Z,910000,0.0,0.0,1,left,C. Capela tip Layup (5 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,,,,,,Made,,5.0,,,,0.0,,,,,,,,,
94,PT05M04.00S,2022-03-05T00:25:47.4Z,1,REGULAR,foul,personal,[],1629027,,,1610612764,19,23,2022-03-05T00:26:11Z,920000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 203484]",1610612737.0,ATL,,,,Young,T. Young,,,,,1201.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,
96,PT05M04.00S,2022-03-05T00:25:55.3Z,1,REGULAR,substitution,out,[],203526,,,1610612764,19,23,2022-03-05T00:26:08Z,940000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
