actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
14,PT10M58.00S,2022-03-29T23:12:44.5Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,2,2022-03-29T23:12:44Z,150000,,,0,,Jump Ball N. Vucevic vs. K. Porzingis: Tip to A. Dosunmu,"[1630245, 202696, 204001]",1610612741.0,CHI,heldball,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vucevic,202696.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2022-03-29T23:13:02.1Z,1,REGULAR,2pt,Jump Shot,[],201942,92.19776609724047,29.166666666666668,1610612741,0,2,2022-03-29T23:13:06Z,180000,-104.0,21.0,1,right,MISS D. DeRozan 10' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,10.63,Missed,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2022-03-29T23:13:05.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,0,2,2022-03-29T23:13:06Z,190000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M28.00S,2022-03-29T23:13:14.7Z,1,REGULAR,2pt,Jump Shot,[],203484,25.443495400788436,63.48039215686274,1610612764,2,2,2022-03-29T23:13:19Z,200000,-67.0,187.0,1,left,K. Caldwell-Pope 19' pullup Jump Shot (2 PTS) (K. Porzingis 1 AST),"[203484, 204001]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.85,Made,,,,,,,2.0,K. Porzingis,204001.0,1.0,,,,,,,,
22,PT10M17.00S,2022-03-29T23:13:25.5Z,1,REGULAR,3pt,Jump Shot,[],202696,67.88764783180025,52.94117647058824,1610612741,2,5,2022-03-29T23:13:30Z,220000,15.0,249.0,1,right,N. Vucevic 24' 3PT  (5 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.98,Made,,,,,,,5.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
24,PT10M00.00S,2022-03-29T23:13:43.1Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612764,2,5,2022-03-29T23:13:48Z,240000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1627936]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,,,
25,PT10M00.00S,2022-03-29T23:13:43.1Z,1,REGULAR,steal,,[],1627936,,,1610612741,2,5,2022-03-29T23:13:46Z,250000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2022-03-29T23:13:55.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,93.24901445466492,46.07843137254902,1610612741,2,7,2022-03-29T23:13:59Z,260000,-20.0,11.0,1,right,N. Vucevic turnaround Hook (7 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,2.25,Made,,,,,,,7.0,A. Caruso,1627936.0,1.0,,,,,,,,
28,PT09M34.00S,2022-03-29T23:14:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,4.944152431011826,46.81372549019608,1610612764,4,7,2022-03-29T23:14:14Z,280000,16.0,-6.0,1,left,R. Hachimura driving Layup (2 PTS),[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,1.7,Made,,,,,,,2.0,,,,,,,,,,,
29,PT09M19.00S,2022-03-29T23:14:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.06636005256242,58.333333333333336,1610612741,4,9,2022-03-29T23:14:28Z,290000,42.0,22.0,1,right,N. Vucevic Layup (9 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,4.72,Made,,,,,,,9.0,D. DeRozan,201942.0,1.0,,,,,,,,
31,PT09M05.00S,2022-03-29T23:14:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,32.013797634691194,67.8921568627451,1610612764,7,9,2022-03-29T23:14:42Z,310000,-89.0,248.0,1,left,R. Hachimura 26' 3PT  (5 PTS) (T. Satoransky 1 AST),"[1629060, 203107]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.4,Made,,,,,,,5.0,T. Satoransky,203107.0,1.0,,,,,,,,
33,PT08M49.00S,2022-03-29T23:14:54.9Z,1,REGULAR,2pt,Jump Shot,[],203897,80.50262812089356,26.96078431372549,1610612741,7,9,2022-03-29T23:14:59Z,330000,-115.0,131.0,1,right,MISS Z. LaVine 17' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,17.43,Missed,,,,,,,,,,,,,,,,,,
34,PT08M45.00S,2022-03-29T23:14:58.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,7,9,2022-03-29T23:14:59Z,340000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M27.00S,2022-03-29T23:15:15.5Z,1,REGULAR,2pt,Jump Shot,[],204001,22.158344283837057,56.127450980392155,1610612764,9,9,2022-03-29T23:15:20Z,350000,-31.0,156.0,1,left,K. Porzingis 15' pullup Jump Shot (2 PTS) (C. Kispert 1 AST),"[204001, 1630557]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,15.88,Made,,,,,,,2.0,C. Kispert,1630557.0,1.0,,,,,,,,
36,PT08M17.00S,2022-03-29T23:15:25.4Z,1,REGULAR,3pt,Jump Shot,[],202696,69.20170827858082,25.735294117647058,1610612741,9,9,2022-03-29T23:15:29Z,360000,-121.0,237.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,
37,PT08M15.00S,2022-03-29T23:15:27.4Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,9,9,2022-03-29T23:15:29Z,370000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M14.00S,2022-03-29T23:15:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612764,9,9,2022-03-29T23:15:39Z,380000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Kispert 2 FT),"[1630245, 1630557]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Kispert,1630557.0
40,PT08M14.00S,2022-03-29T23:15:57.6Z,1,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,10,9,2022-03-29T23:15:57Z,400000,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
41,PT08M14.00S,2022-03-29T23:16:11.6Z,1,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,11,9,2022-03-29T23:16:11Z,410000,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
42,PT07M53.00S,2022-03-29T23:16:33.4Z,1,REGULAR,3pt,Jump Shot,[],201942,95.74572930354796,97.54901960784314,1610612741,11,12,2022-03-29T23:16:37Z,420000,238.0,-13.0,1,right,D. DeRozan 3PT  (3 PTS) (A. Dosunmu 2 AST),"[201942, 1630245]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,23.8,Made,,,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
45,PT07M29.00S,2022-03-29T23:16:58.1Z,1,REGULAR,3pt,Jump Shot,[],203107,4.812746386333772,98.52941176470588,1610612764,11,12,2022-03-29T23:17:02Z,440000,-243.0,-7.0,1,left,MISS T. Satoransky 24' 3PT,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,
46,PT07M24.00S,2022-03-29T23:17:03.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,11,12,2022-03-29T23:17:02Z,450000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT07M08.00S,2022-03-29T23:17:17.7Z,1,REGULAR,2pt,Jump Shot,[],201942,94.43166885676742,30.88235294117647,1610612741,11,12,2022-03-29T23:17:21Z,460000,-96.0,0.0,1,right,MISS D. DeRozan 9' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,9.56,Missed,,,,,,,,,,,,,,,,,,
48,PT07M06.00S,2022-03-29T23:17:19.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,11,12,2022-03-29T23:17:21Z,470000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M00.00S,2022-03-29T23:17:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,7.5722733245729295,56.86274509803921,1610612764,13,12,2022-03-29T23:17:48Z,480000,-34.0,19.0,1,left,K. Porzingis cutting DUNK (4 PTS) (T. Satoransky 2 AST),"[204001, 203107]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,3.91,Made,,,,,,,4.0,T. Satoransky,203107.0,2.0,,,,,,,,
51,PT06M38.00S,2022-03-29T23:17:50.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,13,12,2022-03-29T23:17:50Z,500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M38.00S,2022-03-29T23:17:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,12,2022-03-29T23:17:53Z,510000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M38.00S,2022-03-29T23:17:55.3Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,13,12,2022-03-29T23:20:28Z,520000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M38.00S,2022-03-29T23:17:55.3Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,13,12,2022-03-29T23:20:28Z,530000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M33.00S,2022-03-29T23:20:56.9Z,1,REGULAR,2pt,Jump Shot,[],201942,78.9257555847569,29.411764705882355,1610612741,13,12,2022-03-29T23:21:00Z,540000,-103.0,146.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2022-03-29T23:20:58.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,13,12,2022-03-29T23:21:00Z,550000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,
57,PT06M16.00S,2022-03-29T23:21:13.7Z,1,REGULAR,2pt,Jump Shot,[],203484,23.866622864651774,70.09803921568627,1610612764,13,12,2022-03-29T23:21:52Z,560000,-100.0,172.0,1,left,MISS K. Caldwell-Pope 19' Jump Shot,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,
58,PT06M13.00S,2022-03-29T23:21:16.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,13,12,2022-03-29T23:21:17Z,570000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M04.00S,2022-03-29T23:21:26.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630245,88.51839684625493,51.71568627450981,1610612741,13,14,2022-03-29T23:21:35Z,580000,9.0,55.0,1,right,A. Dosunmu driving Hook (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,5.61,Made,,,,,,,2.0,,,,,,,,,,,
60,PT06M04.00S,2022-03-29T23:21:32.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,13,14,2022-03-29T23:21:40Z,590000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,1627963.0,,,,
61,PT05M53.00S,2022-03-29T23:21:51.9Z,1,REGULAR,2pt,Jump Shot,[],204001,23.078186596583443,46.32352941176471,1610612764,15,14,2022-03-29T23:22:48Z,600000,18.0,164.0,1,left,K. Porzingis 16' Jump Shot (6 PTS) (T. Satoransky 3 AST),"[204001, 203107]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,16.54,Made,,,,,,,6.0,T. Satoransky,203107.0,3.0,,,,,,,,
63,PT05M41.00S,2022-03-29T23:22:06.1Z,1,REGULAR,foul,personal,[],1629060,,,1610612741,15,14,2022-03-29T23:22:18Z,620000,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 201942]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,DeRozan,201942.0
65,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,out,[],1630557,,,1610612741,15,14,2022-03-29T23:22:32Z,640000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,out,[],203107,,,1610612741,15,14,2022-03-29T23:22:32Z,650000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,out,[],201942,,,1610612741,15,14,2022-03-29T23:22:32Z,660000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,in,[],202397,,,1610612741,15,14,2022-03-29T23:22:32Z,670000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,in,[],1630166,,,1610612741,15,14,2022-03-29T23:22:32Z,680000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2022-03-29T23:22:14.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,15,14,2022-03-29T23:22:32Z,690000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M34.00S,2022-03-29T23:22:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,79.97700394218134,36.27450980392157,1610612741,15,14,2022-03-29T23:23:34Z,700000,-69.0,136.0,1,right,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,15.21,Missed,,,,,,,,,,,,,,,,,,
72,PT05M31.00S,2022-03-29T23:22:44.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,15,14,2022-03-29T23:22:46Z,710000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M22.00S,2022-03-29T23:23:02.2Z,1,REGULAR,turnover,traveling,[],1629060,,,1610612764,15,14,2022-03-29T23:23:06Z,730000,,,0,,R. Hachimura traveling TURNOVER (1 TO),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,1.0,,,101284.0,,,,
75,PT05M10.00S,2022-03-29T23:23:24.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,87.33574244415243,57.59803921568627,1610612741,15,16,2022-03-29T23:23:28Z,740000,38.0,67.0,1,right,N. Vucevic 7' Hook (11 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,7.66,Made,,,,,,,11.0,C. White,1629632.0,1.0,,,,,,,,
76,PT04M53.00S,2022-03-29T23:23:40.0Z,1,REGULAR,3pt,Jump Shot,[],204001,33.98488830486202,36.029411764705884,1610612764,15,16,2022-03-29T23:23:45Z,750000,70.0,267.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,
77,PT04M52.00S,2022-03-29T23:23:44.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,15,16,2022-03-29T23:23:44Z,760000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
78,PT04M52.00S,2022-03-29T23:23:45.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,15,16,2022-03-29T23:23:45Z,770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2022-03-29T23:24:15.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.11760840998686,57.107843137254896,1610612741,15,18,2022-03-29T23:24:20Z,780000,36.0,12.0,1,right,N. Vucevic turnaround bank Hook (13 PTS),[202696],1610612741.0,CHI,turnaround bank,,,Vucevic,N. Vucevic,,,,,3.75,Made,,,,,,,13.0,,,,,,,,,,,
81,PT04M26.00S,2022-03-29T23:24:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,7.835085413929041,45.83333333333333,1610612764,17,18,2022-03-29T23:24:30Z,790000,21.0,21.0,1,left,K. Caldwell-Pope cutting Layup (4 PTS) (I. Smith 1 AST),"[203484, 202397]",1610612764.0,WAS,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,2.96,Made,,,,,,,4.0,I. Smith,202397.0,1.0,,,,,,,,
83,PT04M12.00S,2022-03-29T23:24:38.9Z,1,REGULAR,2pt,Jump Shot,[],203897,90.88370565045992,17.647058823529413,1610612741,17,18,2022-03-29T23:24:44Z,810000,-162.0,33.0,1,right,MISS Z. LaVine 16' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,16.52,Missed,,,,,,,,,,,,,,,,,,
84,PT04M09.00S,2022-03-29T23:24:41.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,17,18,2022-03-29T23:24:44Z,820000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
107,PT03M55.00S,2022-03-29T23:25:04.2Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,17,18,2022-03-29T23:28:08Z,855000,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (2 TO),[203484],1610612764.0,WAS,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,2.0,,,1193.0,,,,
89,PT03M55.00S,2022-03-29T23:25:10.1Z,1,REGULAR,substitution,out,[],204001,,,1610612741,17,18,2022-03-29T23:25:21Z,870000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2022-03-29T23:25:10.1Z,1,REGULAR,substitution,out,[],1629060,,,1610612741,17,18,2022-03-29T23:25:21Z,880000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M55.00S,2022-03-29T23:25:10.1Z,1,REGULAR,substitution,in,[],1630264,,,1610612741,17,18,2022-03-29T23:25:21Z,890000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M55.00S,2022-03-29T23:25:10.1Z,1,REGULAR,substitution,in,[],1629655,,,1610612741,17,18,2022-03-29T23:25:21Z,900000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M39.00S,2022-03-29T23:25:32.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630172,89.70105124835742,52.69607843137255,1610612741,17,18,2022-03-29T23:27:21Z,910000,13.0,44.0,1,right,MISS P. Williams Hook,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,
94,PT03M37.00S,2022-03-29T23:25:34.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,17,18,2022-03-29T23:25:42Z,920000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,93.0,3.0,3.0,0.0,,,,,,,,,,,,,,
95,PT03M31.00S,2022-03-29T23:25:42.1Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,17,18,2022-03-29T23:25:49Z,930000,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (1 TO),[1630166],1610612764.0,WAS,bad pass,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,1.0,,,101284.0,,,,
97,PT03M31.00S,2022-03-29T23:26:09.0Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612741,17,18,2022-03-29T23:26:34Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
