actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
457,PT01M35.00S,2022-03-31T00:39:03.7Z,3,REGULAR,substitution,in,[],1630288,,,1610612764,83,72,2022-03-31T00:40:55Z,4415000,,,0,,SUB in: J. Dowtin,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M35.00S,2022-03-31T00:39:41.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612764,84,72,2022-03-31T00:39:41Z,4420000,,,0,,D. Gafford Free Throw 2 of 2 (5 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
450,PT01M23.00S,2022-03-31T00:39:44.2Z,3,REGULAR,turnover,bad pass,[],1629021,,,1610612753,84,72,2022-03-31T00:54:00Z,4430000,,,0,,M. Wagner bad pass TURNOVER (2 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,2.0,,
451,PT01M14.00S,2022-03-31T00:40:02.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,7.933639947437584,42.40196078431373,1610612764,84,72,2022-03-31T00:40:20Z,4440000,38.0,22.0,1,left,MISS D. Avdija Layup,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,
452,PT01M10.00S,2022-03-31T00:40:06.4Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,84,72,2022-03-31T00:52:20Z,4450000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,451.0,4.0,3.0,1.0,,,,,
512,PT01M09.00S,2022-03-31T00:40:06.9Z,3,REGULAR,turnover,lost ball,[],1629655,,,1610612764,84,72,2022-03-31T00:53:44Z,4455000,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1628365]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,1.0,Fultz,1628365.0
513,PT01M09.00S,2022-03-31T00:40:06.9Z,3,REGULAR,steal,,[],1628365,,,1610612753,84,72,2022-03-31T00:53:11Z,4457500,,,0,,M. Fultz STEAL (2 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M08.00S,2022-03-31T00:40:11.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628365,92.82194480946123,57.35294117647059,1610612753,84,74,2022-03-31T00:53:11Z,4460000,37.0,15.0,1,right,M. Fultz Layup (4 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,3.97,Made,4.0,,,,,,,,,,,,,,,,,
454,PT01M08.00S,2022-03-31T00:40:17.8Z,3,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612753,84,74,2022-03-31T00:40:38Z,4470000,,,0,,D. Avdija shooting personal FOUL (2 PF) (Fultz 1 FT),"[1630166, 1628365]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,2005.0,2.0,0.0,Fultz,1628365.0,,,,,,,,,
456,PT01M08.00S,2022-03-31T00:40:45.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628365,,,1610612753,84,75,2022-03-31T00:53:11Z,4490000,,,0,,M. Fultz Free Throw 1 of 1 (5 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
458,PT00M57.00S,2022-03-31T00:40:59.8Z,3,REGULAR,3pt,Jump Shot,[],1630166,9.379106438896187,2.941176470588232,1610612764,84,75,2022-03-31T00:41:05Z,4500000,235.0,36.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,
459,PT00M52.20S,2022-03-31T00:41:04.6Z,3,REGULAR,rebound,defensive,[],1629678,,,1610612753,84,75,2022-03-31T00:41:05Z,4510000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,458.0,1.0,1.0,0.0,,,,,
460,PT00M49.50S,2022-03-31T00:41:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,91.90210249671485,42.40196078431373,1610612753,84,75,2022-03-31T00:41:16Z,4520000,-38.0,24.0,1,right,MISS I. Brazdeikis Layup,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,
461,PT00M45.40S,2022-03-31T00:41:11.6Z,3,REGULAR,rebound,offensive,[],1629649,,,1610612753,84,75,2022-03-31T00:41:16Z,4530000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:0),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,460.0,1.0,0.0,1.0,,,,,
462,PT00M44.90S,2022-03-31T00:41:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629649,91.77069645203679,44.85294117647059,1610612753,84,77,2022-03-31T01:24:52Z,4540000,-26.0,25.0,1,right,I. Brazdeikis tip Layup (7 PTS),[1629649],1610612753.0,ORL,tip,,,Brazdeikis,I. Brazdeikis,,,,,3.58,Made,7.0,,,,,,,,,,,,,,,,,
463,PT00M35.50S,2022-03-31T00:41:24.0Z,3,REGULAR,3pt,Jump Shot,[],202397,28.038764783180028,78.18627450980392,1610612764,84,77,2022-03-31T00:41:42Z,4550000,-141.0,211.0,1,left,MISS I. Smith 25' 3PT,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
464,PT00M35.50S,2022-03-31T00:41:24.0Z,3,REGULAR,rebound,defensive,[],1628365,,,1610612753,84,77,2022-03-31T00:41:42Z,4560000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,463.0,1.0,1.0,0.0,,,,,
466,PT00M32.70S,2022-03-31T00:41:30.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612753,84,77,2022-03-31T00:41:48Z,4580000,,,0,,D. Avdija personal FOUL (3 PF) (Fultz 2 FT),"[1630166, 1628365]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,2882.0,3.0,0.0,Fultz,1628365.0,,,,,,,,,
468,PT00M32.70S,2022-03-31T00:42:07.5Z,3,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,84,78,2022-03-31T00:42:07Z,4600000,,,0,,M. Fultz Free Throw 1 of 2 (6 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
469,PT00M32.70S,2022-03-31T00:42:23.8Z,3,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,84,79,2022-03-31T00:42:23Z,4610000,,,0,,M. Fultz Free Throw 2 of 2 (7 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
471,PT00M22.00S,2022-03-31T00:42:47.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629649,,,1610612764,84,79,2022-03-31T00:43:04Z,4620000,,,0,,I. Brazdeikis personal FOUL (1 PF) (Gafford 2 FT),"[1629649, 1629655]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,2005.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
473,PT00M22.00S,2022-03-31T00:43:08.6Z,3,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,85,79,2022-03-31T00:43:08Z,4640000,,,0,,D. Gafford Free Throw 1 of 2 (6 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
474,PT00M22.00S,2022-03-31T00:43:27.9Z,3,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,86,79,2022-03-31T00:43:28Z,4650000,,,0,,D. Gafford Free Throw 2 of 2 (7 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
475,PT00M03.60S,2022-03-31T00:43:51.8Z,3,REGULAR,foul,offensive,['inpenalty'],1629021,,,1610612753,86,79,2022-03-31T00:44:14Z,4660000,,,0,,M. Wagner charge offensive FOUL (2 PF),"[1629021, 202397]",1610612753.0,ORL,charge,,,Wagner,M. Wagner,,,,,,,,,,,2005.0,2.0,0.0,Smith,202397.0,,,,,,,,,
477,PT00M03.60S,2022-03-31T00:43:51.8Z,3,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,86,79,2022-03-31T00:43:51Z,4680000,,,0,,M. Wagner offensive foul TURNOVER (3 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,2005.0,,,,,,,,,,,3.0,,
478,PT00M00.10S,2022-03-31T00:44:17.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202397,29.352825229960573,12.990196078431367,1610612764,86,79,2022-03-31T00:44:26Z,4690000,185.0,223.0,1,left,MISS I. Smith 29' 3PT,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,29.01,Missed,,,,,,,,,,,,,,,,,,
479,PT00M00.10S,2022-03-31T00:44:17.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,86,79,2022-03-31T00:44:26Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,478.0,,,,,,,,
482,PT00M00.00S,2022-03-31T00:44:29.5Z,3,REGULAR,period,end,[],0,,,1610612764,86,79,2022-03-31T00:44:29Z,4710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-03-31T00:47:05.4Z,4,REGULAR,period,start,[],0,,,1610612764,86,79,2022-03-31T00:47:05Z,4720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT11M35.00S,2022-03-31T00:47:29.0Z,4,REGULAR,turnover,bad pass,[],1630166,,,1610612764,86,79,2022-03-31T01:22:35Z,4730000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630288]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,1.0,Dowtin,1630288.0
485,PT11M35.00S,2022-03-31T00:47:29.0Z,4,REGULAR,steal,,[],1630288,,,1610612753,86,79,2022-03-31T00:47:31Z,4740000,,,0,,J. Dowtin STEAL (1 STL),[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M32.00S,2022-03-31T00:47:32.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628365,93.2161629434954,43.38235294117647,1610612753,86,81,2022-03-31T00:47:44Z,4750000,-33.0,11.0,1,right,M. Fultz alley-oop DUNK (9 PTS) (A. Schofield 1 AST),"[1628365, 1629678]",1610612753.0,ORL,alley-oop,,,Fultz,M. Fultz,,,,,3.5,Made,9.0,A. Schofield,1629678.0,1.0,,,,,,,,,,,,,,
488,PT11M23.00S,2022-03-31T00:47:40.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,19.49737187910644,61.51960784313725,1610612764,86,81,2022-03-31T00:47:47Z,4770000,-58.0,131.0,1,left,MISS C. Kispert 14' Jump Shot,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,14.29,Missed,,,,,,,,,,,,,,,,,,
489,PT11M23.00S,2022-03-31T00:47:40.9Z,4,REGULAR,rebound,defensive,[],1629649,,,1610612753,86,81,2022-03-31T00:47:47Z,4780000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,488.0,2.0,1.0,1.0,,,,,
490,PT11M13.00S,2022-03-31T00:47:52.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.55913272010513,38.970588235294116,1610612753,86,81,2022-03-31T00:47:56Z,4790000,-55.0,17.0,1,right,MISS M. Wagner Layup - blocked,"[1629021, 1629655]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,5.78,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,
491,PT11M13.00S,2022-03-31T00:47:52.0Z,4,REGULAR,block,,[],1629655,,,1610612753,86,81,2022-03-31T00:47:55Z,4800000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M09.00S,2022-03-31T00:47:56.0Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,86,81,2022-03-31T00:47:56Z,4810000,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,490.0,5.0,4.0,1.0,,,,,
493,PT11M06.00S,2022-03-31T00:47:58.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,6.4881734559789805,48.28431372549019,1610612764,88,81,2022-03-31T01:24:23Z,4820000,9.0,8.0,1,left,D. Gafford running DUNK (9 PTS) (D. Avdija 4 AST),"[1629655, 1630166]",1610612764.0,WAS,running,,,Gafford,D. Gafford,,,,,1.21,Made,9.0,D. Avdija,1630166.0,4.0,,,,,,,,,,,,,,
495,PT10M44.00S,2022-03-31T00:48:22.6Z,4,REGULAR,foul,personal,['2freethrow'],202397,,,1610612753,88,81,2022-03-31T00:48:34Z,4840000,,,0,,I. Smith shooting personal FOUL (1 PF) (Fultz 2 FT),"[202397, 1628365]",1610612764.0,WAS,shooting,,,Smith,I. Smith,,,,,,,,,,,1199.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,
497,PT10M44.00S,2022-03-31T00:48:46.9Z,4,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,88,82,2022-03-31T00:49:13Z,4860000,,,0,,M. Fultz Free Throw 1 of 2 (10 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
498,PT10M44.00S,2022-03-31T00:48:46.9Z,4,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,88,82,2022-03-31T00:49:13Z,4870000,,,0,,MISS M. Fultz Free Throw 2 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Missed,,,,,,,,,,,,,,,,,,
499,PT10M42.00S,2022-03-31T00:48:48.9Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,88,82,2022-03-31T00:49:13Z,4880000,,,0,,D. Avdija REBOUND (Off:1 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,498.0,6.0,5.0,1.0,,,,,
500,PT10M33.00S,2022-03-31T00:49:22.8Z,4,REGULAR,foul,personal,[],1629021,,,1610612764,88,82,2022-03-31T00:49:30Z,4890000,,,0,,M. Wagner personal FOUL (3 PF),"[1629021, 1629655]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,2882.0,3.0,0.0,Gafford,1629655.0,,,,,,,,,
502,PT10M25.00S,2022-03-31T00:49:50.2Z,4,REGULAR,2pt,Jump Shot,[],202397,23.96517739816032,37.00980392156863,1610612764,90,82,2022-03-31T00:49:57Z,4910000,65.0,173.0,1,left,I. Smith 18' pullup Jump Shot (7 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,18.46,Made,7.0,,,,,,,,,,,,,,,,,
503,PT10M11.00S,2022-03-31T00:50:03.9Z,4,REGULAR,3pt,Jump Shot,[],1629649,74.95072273324573,12.009803921568633,1610612753,90,85,2022-03-31T00:50:09Z,4920000,-190.0,183.0,1,right,I. Brazdeikis 26' 3PT  (10 PTS) (M. Fultz 6 AST),"[1629649, 1628365]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,26.38,Made,10.0,M. Fultz,1628365.0,6.0,,,,,,,,,,,,,,
505,PT09M47.00S,2022-03-31T00:50:27.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,10.430354796320628,59.068627450980394,1610612764,92,85,2022-03-31T00:50:33Z,4940000,-45.0,46.0,1,left,D. Gafford 6' Layup (11 PTS) (I. Smith 5 AST),"[1629655, 202397]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,6.42,Made,11.0,I. Smith,202397.0,5.0,,,,,,,,,,,,,,
507,PT09M37.00S,2022-03-31T00:50:38.2Z,4,REGULAR,3pt,Jump Shot,[],1629021,69.82588699080158,78.43137254901961,1610612753,92,85,2022-03-31T00:50:43Z,4960000,142.0,231.0,1,right,MISS M. Wagner 27' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
508,PT09M33.00S,2022-03-31T00:50:42.2Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,92,85,2022-03-31T00:50:43Z,4970000,,,0,,D. Avdija REBOUND (Off:1 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,507.0,7.0,6.0,1.0,,,,,
509,PT09M25.00S,2022-03-31T00:50:51.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.356767411300922,51.22549019607843,1610612764,94,85,2022-03-31T00:50:55Z,4980000,-6.0,7.0,1,left,D. Gafford cutting DUNK (13 PTS) (I. Smith 6 AST),"[1629655, 202397]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,0.95,Made,13.0,I. Smith,202397.0,6.0,,,,,,,,,,,,,,
511,PT09M25.00S,2022-03-31T00:50:55.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,94,85,2022-03-31T00:50:55Z,5000000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M25.00S,2022-03-31T00:50:57.5Z,4,REGULAR,substitution,out,[],1630166,,,1610612753,94,85,2022-03-31T00:53:52Z,5010000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M25.00S,2022-03-31T00:50:57.5Z,4,REGULAR,substitution,in,[],203484,,,1610612753,94,85,2022-03-31T00:53:52Z,5020000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M13.00S,2022-03-31T00:54:09.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,88.48554533508542,43.13725490196079,1610612753,94,87,2022-03-31T00:54:14Z,5030000,-34.0,56.0,1,right,M. Fultz 6' Hook (12 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,6.54,Made,12.0,,,,,,,,,,,,,,,,,
517,PT09M00.00S,2022-03-31T00:54:21.5Z,4,REGULAR,3pt,Jump Shot,[],1630557,31.192509855453352,28.186274509803923,1610612764,94,87,2022-03-31T00:54:26Z,5040000,109.0,241.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
518,PT08M56.00S,2022-03-31T00:54:25.5Z,4,REGULAR,rebound,defensive,[],1628365,,,1610612753,94,87,2022-03-31T00:54:26Z,5050000,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,517.0,2.0,2.0,0.0,,,,,
519,PT08M53.00S,2022-03-31T00:54:31.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,94,87,2022-03-31T00:54:31Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M42.00S,2022-03-31T00:54:58.8Z,4,REGULAR,3pt,Jump Shot,[],1629678,88.74835742444152,95.34313725490196,1610612753,94,87,2022-03-31T00:55:03Z,5070000,227.0,53.0,1,right,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,
521,PT08M40.00S,2022-03-31T00:55:00.8Z,4,REGULAR,rebound,defensive,[],203484,,,1610612764,94,87,2022-03-31T00:55:03Z,5080000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,520.0,2.0,2.0,0.0,,,,,
522,PT08M29.00S,2022-03-31T00:55:11.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203484,13.18988173455979,35.78431372549019,1610612764,94,87,2022-03-31T00:55:18Z,5090000,71.0,71.0,1,left,MISS K. Caldwell-Pope 10' Layup - blocked,"[203484, 1628365]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,10.08,Missed,,,,,,,,,,,,,,Fultz,1628365.0,,,
523,PT08M29.00S,2022-03-31T00:55:11.5Z,4,REGULAR,block,,[],1628365,,,1610612764,94,87,2022-03-31T00:55:14Z,5100000,,,0,,M. Fultz BLOCK (2 BLK),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M27.00S,2022-03-31T00:55:13.5Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,94,87,2022-03-31T00:55:18Z,5110000,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,522.0,6.0,4.0,2.0,,,,,
525,PT08M27.00S,2022-03-31T00:55:17.7Z,4,REGULAR,foul,personal,[],1629678,,,1610612764,94,87,2022-03-31T00:55:38Z,5120000,,,0,,A. Schofield personal FOUL (2 PF),"[1629678, 1629655]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,1199.0,2.0,0.0,Gafford,1629655.0,,,,,,,,,
527,PT08M27.00S,2022-03-31T00:55:41.4Z,4,REGULAR,foul,technical,['1freethrow'],203484,,,1610612764,94,87,2022-03-31T00:55:47Z,5140000,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,2005.0,3.0,1.0,,,,,,,,,,,
528,PT08M27.00S,2022-03-31T00:55:48.9Z,4,REGULAR,freethrow,1 of 1,[],1628365,,,1610612764,94,88,2022-03-31T00:55:48Z,5150000,,,0,,M. Fultz technical Free Throw 1 of 1 (13 PTS),[1628365],1610612753.0,ORL,technical,,,Fultz,M. Fultz,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
529,PT08M20.00S,2022-03-31T00:56:18.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203484,10.430354796320628,2.941176470588232,1610612764,97,88,2022-03-31T00:56:24Z,5160000,235.0,46.0,1,left,K. Caldwell-Pope 3PT  (20 PTS) (I. Smith 7 AST),"[203484, 202397]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.97,Made,20.0,I. Smith,202397.0,7.0,,,,,,,,,,,,,,
531,PT08M05.00S,2022-03-31T00:56:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,90.8508541392904,34.803921568627445,1610612753,97,88,2022-03-31T00:56:42Z,5180000,-76.0,34.0,1,right,MISS M. Fultz 8' driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,8.31,Missed,,,,,,,,,,,,,,,,,,
532,PT08M05.00S,2022-03-31T00:56:34.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,97,88,2022-03-31T00:56:42Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,531.0,,,,,,,,
533,PT08M05.00S,2022-03-31T00:56:40.0Z,4,REGULAR,foul,personal,[],1630264,,,1610612753,97,88,2022-03-31T00:56:54Z,5200000,,,0,,A. Gill loose ball personal FOUL (1 PF),"[1630264, 1628365]",1610612764.0,WAS,loose ball,,,Gill,A. Gill,,,,,,,,,,,2882.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,
535,PT08M00.00S,2022-03-31T00:56:59.0Z,4,REGULAR,turnover,bad pass,[],1628365,,,1610612753,97,88,2022-03-31T00:57:04Z,5220000,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1630557]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0
536,PT08M00.00S,2022-03-31T00:56:59.0Z,4,REGULAR,steal,,[],1630557,,,1610612764,97,88,2022-03-31T00:57:01Z,5230000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M51.00S,2022-03-31T00:57:08.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,10.561760840998687,37.00980392156863,1610612764,97,88,2022-03-31T00:57:17Z,5240000,65.0,47.0,1,left,MISS A. Gill 8' driving Layup,[1630264],1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,8.01,Missed,,,,,,,,,,,,,,,,,,
538,PT07M42.00S,2022-03-31T00:57:17.2Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,97,88,2022-03-31T00:57:17Z,5250000,,,0,,D. Gafford REBOUND (Off:3 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,537.0,7.0,4.0,3.0,,,,,
539,PT07M42.00S,2022-03-31T00:57:16.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,5.590000152587891,50.0,1610612764,99,88,2022-03-31T00:57:16Z,5260000,0.0,0.0,1,left,D. Gafford tip DUNK (15 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,
540,PT07M35.00S,2022-03-31T00:57:26.7Z,4,REGULAR,2pt,Jump Shot,[],1630288,93.47897503285151,26.225490196078425,1610612753,99,88,2022-03-31T01:04:26Z,5270000,-119.0,9.0,1,right,MISS J. Dowtin 11' fadeaway Shot,[1630288],1610612753.0,ORL,fadeaway,,,Dowtin,J. Dowtin,,,,,11.92,Missed,,,,,,,,,,,,,,,,,,
