actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
23,PT10M06.00S,2021-12-04T00:13:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.4250985545335,86.02941176470588,1610612739,4,2,2021-12-04T00:13:37Z,220000,180.0,188.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2021-12-04T00:13:35.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,4,2,2021-12-04T00:13:37Z,230000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,23.0,,,1.0,1.0,0.0,,,,,,,,,
25,PT09M52.00S,2021-12-04T00:13:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.670827858081481,61.029411764705884,1610612764,6,2,2021-12-04T01:12:34Z,240000,-55.0,20.0,1,left,K. Kuzma driving reverse Layup (4 PTS) (K. Caldwell-Pope 1 AST),"[1628398, 203484]",1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,5.85,Made,4.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,,
27,PT09M30.00S,2021-12-04T00:14:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,89.01116951379764,49.50980392156863,1610612739,6,4,2021-12-04T00:14:25Z,260000,-2.0,51.0,1,right,J. Allen cutting Layup (4 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,5.09,Made,4.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,,
29,PT09M30.00S,2021-12-04T00:14:14.5Z,1,REGULAR,foul,personal,['1freethrow'],203915,,,1610612739,6,4,2021-12-04T00:14:25Z,280000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Allen 1 FT),"[203915, 1628386]",1610612764.0,WAS,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Allen,1628386.0,,,,,
31,PT09M30.00S,2021-12-04T00:14:39.8Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,6,5,2021-12-04T00:14:39Z,300000,,,0,,J. Allen Free Throw 1 of 1 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
32,PT09M20.00S,2021-12-04T00:14:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.590670170827863,40.931372549019606,1610612764,8,5,2021-12-04T00:15:04Z,310000,45.0,28.0,1,left,B. Beal driving Layup (2 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,5.34,Made,2.0,,,,,,,,,,,,,,,,,,
33,PT09M20.00S,2021-12-04T00:14:57.6Z,1,REGULAR,foul,personal,['1freethrow'],1629636,,,1610612764,8,5,2021-12-04T00:15:08Z,320000,,,0,,D. Garland shooting personal FOUL (1 PF) (Beal 1 FT),"[1629636, 203078]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Beal,203078.0,,,,,
35,PT09M20.00S,2021-12-04T00:15:17.9Z,1,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,8,5,2021-12-04T00:15:17Z,340000,,,0,,MISS B. Beal Free Throw 1 of 1,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2021-12-04T00:15:19.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,5,2021-12-04T00:15:19Z,350000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,35.0,,,1.0,1.0,0.0,,,,,,,,,
37,PT09M08.00S,2021-12-04T00:15:28.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,76.00197109067017,32.84313725490196,1610612739,8,7,2021-12-04T00:15:33Z,360000,-86.0,173.0,1,right,D. Garland 19' pullup Jump Shot (2 PTS) (L. Markkanen 1 AST),"[1629636, 1628374]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,19.32,Made,2.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,,
39,PT08M56.00S,2021-12-04T00:15:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,17.789093298291732,5.392156862745097,1610612764,11,7,2021-12-04T00:15:45Z,380000,223.0,115.0,1,left,K. Kuzma 25' 3PT  (7 PTS) (D. Gafford 1 AST),"[1628398, 1629655]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.08,Made,7.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,,
41,PT08M44.00S,2021-12-04T00:15:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.0335085413929,40.44117647058824,1610612739,11,9,2021-12-04T00:16:04Z,400000,-48.0,22.0,1,right,J. Allen alley-oop DUNK (7 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,5.28,Made,7.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,,
43,PT08M44.00S,2021-12-04T00:15:57.3Z,1,REGULAR,foul,personal,['1freethrow'],203078,,,1610612739,11,9,2021-12-04T00:16:06Z,420000,,,0,,B. Beal shooting personal FOUL (1 PF) (Allen 1 FT),"[203078, 1628386]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Allen,1628386.0,,,,,
45,PT08M44.00S,2021-12-04T00:16:25.8Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,11,9,2021-12-04T00:16:27Z,440000,,,0,,MISS J. Allen Free Throw 1 of 1,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M42.00S,2021-12-04T00:16:27.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,9,2021-12-04T00:16:27Z,450000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,45.0,,,2.0,2.0,0.0,,,,,,,,,
47,PT08M31.00S,2021-12-04T00:16:37.2Z,1,REGULAR,3pt,Jump Shot,[],203484,9.773324572930349,97.05882352941177,1610612764,11,9,2021-12-04T00:16:42Z,460000,-235.0,39.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M26.00S,2021-12-04T00:16:42.2Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,11,9,2021-12-04T00:16:42Z,470000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,47.0,,,1.0,1.0,0.0,,,,,,,,,
49,PT08M09.00S,2021-12-04T00:16:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.42772667542707,49.50980392156863,1610612739,11,11,2021-12-04T00:17:03Z,480000,-2.0,19.0,1,right,J. Allen cutting DUNK (9 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,1.89,Made,9.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,,,
51,PT07M48.00S,2021-12-04T00:17:19.0Z,1,REGULAR,2pt,Jump Shot,[],203484,8.984888304862025,72.79411764705883,1610612764,13,11,2021-12-04T00:17:27Z,500000,-114.0,32.0,1,left,K. Caldwell-Pope 11' driving floating bank Jump Shot (4 PTS),[203484],1610612764.0,WAS,driving floating bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,11.84,Made,4.0,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2021-12-04T00:17:33.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,90.5880420499343,36.51960784313726,1610612739,13,11,2021-12-04T00:17:41Z,510000,-67.0,36.0,1,right,MISS E. Mobley 7' alley-oop DUNK,[1630596],1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2021-12-04T00:17:39.9Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,13,11,2021-12-04T00:17:41Z,520000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,52.0,,,2.0,1.0,1.0,,,,,,,,,
54,PT07M28.00S,2021-12-04T00:17:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.29632063074901,48.28431372549019,1610612739,13,13,2021-12-04T01:12:43Z,530000,-9.0,20.0,1,right,J. Allen putback Layup (11 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,2.17,Made,11.0,,,,,,,,,,,,,,,,,,
55,PT07M19.00S,2021-12-04T00:17:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,9.641918528252305,44.607843137254896,1610612764,13,13,2021-12-04T00:20:44Z,540000,27.0,38.0,1,left,MISS K. Caldwell-Pope driving floating Shot - blocked,"[203484, 1628386]",1610612764.0,WAS,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.67,Missed,,,,,,,,,,,,,,,Allen,1628386.0,,,
56,PT07M19.00S,2021-12-04T00:17:49.0Z,1,REGULAR,block,,[],1628386,,,1610612764,13,13,2021-12-04T00:17:52Z,550000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M15.00S,2021-12-04T00:17:53.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,13,13,2021-12-04T00:17:58Z,560000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,55.0,,,1.0,1.0,0.0,,,,,,,,,
58,PT07M13.00S,2021-12-04T00:17:54.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,91.11366622864652,44.36274509803921,1610612739,13,13,2021-12-04T00:21:22Z,570000,-28.0,31.0,1,right,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,4.19,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2021-12-04T00:17:56.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,13,13,2021-12-04T00:17:56Z,580000,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,58.0,,,3.0,3.0,0.0,,,,,,,,,
60,PT07M08.00S,2021-12-04T00:18:00.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203078,6.4881734559789805,50.0,1610612764,15,13,2021-12-04T00:18:10Z,590000,0.0,8.0,1,left,B. Beal running DUNK (4 PTS) (S. Dinwiddie 1 AST),"[203078, 203915]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,0.85,Made,4.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
62,PT06M57.00S,2021-12-04T00:18:10.9Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,15,13,2021-12-04T01:12:57Z,610000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1629655]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,1.0,,,,,,,,,,Gafford,1629655.0,
63,PT06M57.00S,2021-12-04T00:18:10.9Z,1,REGULAR,steal,,[],1629655,,,1610612764,15,13,2021-12-04T00:18:13Z,620000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2021-12-04T00:18:15.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,6.8823915900131425,50.0,1610612764,17,13,2021-12-04T00:18:25Z,630000,0.0,12.0,1,left,D. Gafford alley-oop DUNK (2 PTS) (S. Dinwiddie 2 AST),"[1629655, 203915]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.22,Made,2.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
66,PT06M53.00S,2021-12-04T00:18:21.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,17,13,2021-12-04T00:18:21Z,650000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2021-12-04T00:18:22.9Z,1,REGULAR,substitution,out,[],203915,,,1610612739,17,13,2021-12-04T00:21:28Z,660000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M53.00S,2021-12-04T00:18:22.9Z,1,REGULAR,substitution,in,[],203526,,,1610612739,17,13,2021-12-04T00:21:28Z,670000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M42.00S,2021-12-04T00:21:42.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,69.1688567674113,27.696078431372555,1610612739,17,16,2021-12-04T00:21:47Z,680000,-112.0,237.0,1,right,L. Markkanen 26' 3PT pullup (3 PTS) (D. Garland 5 AST),"[1628374, 1629636]",1610612739.0,CLE,pullup,,,Markkanen,L. Markkanen,,,,,26.22,Made,3.0,D. Garland,1629636.0,5.0,,,,,,,,,,,,,,,
71,PT06M26.00S,2021-12-04T00:21:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,10.430354796320628,57.59803921568628,1610612764,19,16,2021-12-04T00:22:01Z,700000,-38.0,46.0,1,left,R. Neto driving floating Jump Shot (2 PTS),[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,5.93,Made,2.0,,,,,,,,,,,,,,,,,,
72,PT06M02.00S,2021-12-04T00:22:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,76.00197109067017,10.294117647058826,1610612739,19,19,2021-12-04T00:22:27Z,710000,-199.0,173.0,1,right,D. Garland 26' 3PT step back (5 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,26.34,Made,5.0,,,,,,,,,,,,,,,,,,
73,PT05M53.00S,2021-12-04T00:22:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628398,27.250328515111704,19.607843137254903,1610612764,19,19,2021-12-04T00:25:25Z,720000,152.0,204.0,1,left,MISS K. Kuzma 25' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2021-12-04T00:22:31.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,19,19,2021-12-04T00:22:34Z,730000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,73.0,,,3.0,2.0,1.0,,,,,,,,,
75,PT05M48.00S,2021-12-04T00:22:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612739,19,19,2021-12-04T00:22:52Z,740000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Okoro 2 FT),"[1629655, 1630171]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Okoro,1630171.0,,,,,
77,PT05M48.00S,2021-12-04T00:23:02.5Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,19,20,2021-12-04T00:23:34Z,760000,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,out,[],203484,,,1610612739,19,20,2021-12-04T00:23:19Z,770000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,out,[],1629655,,,1610612739,19,20,2021-12-04T00:23:19Z,780000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,19,20,2021-12-04T00:23:19Z,790000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,19,20,2021-12-04T00:23:19Z,800000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,in,[],1626149,,,1610612739,19,20,2021-12-04T00:23:19Z,810000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612739,19,20,2021-12-04T00:23:19Z,820000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,in,[],201937,,,1610612739,19,20,2021-12-04T00:23:19Z,830000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2021-12-04T00:23:03.2Z,1,REGULAR,substitution,in,[],201567,,,1610612739,19,20,2021-12-04T00:23:19Z,840000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M48.00S,2021-12-04T00:23:02.5Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,19,20,2021-12-04T00:23:34Z,850000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M45.00S,2021-12-04T00:23:05.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,19,20,2021-12-04T00:23:34Z,860000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,86.0,,,2.0,2.0,0.0,,,,,,,,,
88,PT05M39.00S,2021-12-04T00:23:42.2Z,1,REGULAR,foul,offensive,[],1626149,,,1610612764,19,20,2021-12-04T00:23:50Z,870000,,,0,,M. Harrell off-the-ball offensive FOUL (1 PF),"[1626149, 1630171]",1610612764.0,WAS,off-the-ball,,,Harrell,M. Harrell,,,,,,,,,,,,2005.0,,,,,1.0,0.0,Okoro,1630171.0,,,,,
90,PT05M39.00S,2021-12-04T00:23:42.2Z,1,REGULAR,turnover,offensive foul,[],1626149,,,1610612764,19,20,2021-12-04T00:23:42Z,890000,,,0,,M. Harrell offensive foul TURNOVER (1 TO),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
91,PT05M20.00S,2021-12-04T00:24:14.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,76.65900131406045,9.068627450980387,1610612739,19,20,2021-12-04T00:24:21Z,900000,-205.0,167.0,1,right,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M16.00S,2021-12-04T00:24:18.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,19,20,2021-12-04T00:24:21Z,910000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,91.0,,,4.0,2.0,2.0,,,,,,,,,
