actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
177,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],1626149,,,1610612757,24,29,2022-01-16T00:40:38Z,1770000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612757,24,29,2022-01-16T00:40:38Z,1780000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],203503,,,1610612757,24,29,2022-01-16T00:40:38Z,1790000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],203496,,,1610612757,24,29,2022-01-16T00:40:38Z,1800000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612757,24,29,2022-01-16T00:40:38Z,1810000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612757,24,29,2022-01-16T00:40:38Z,1820000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612757,24,29,2022-01-16T00:40:38Z,1830000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-01-16T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,24,29,2022-01-16T00:40:38Z,1840000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-01-16T00:40:50.4Z,2,REGULAR,period,start,[],0,,,1610612764,24,29,2022-01-16T00:40:50Z,1850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M45.00S,2022-01-16T00:41:04.6Z,2,REGULAR,2pt,Jump Shot,[],1629060,75.90341655716163,33.088235294117645,1610612764,24,29,2022-01-16T00:41:10Z,1860000,-85.0,174.0,1,right,MISS R. Hachimura 19' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,19.35,,,,,,,,,
187,PT11M40.00S,2022-01-16T00:41:09.6Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,24,29,2022-01-16T00:41:10Z,1870000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
188,PT11M21.00S,2022-01-16T00:41:27.5Z,2,REGULAR,3pt,Jump Shot,[],1630570,33.590670170827856,57.35294117647059,1610612757,24,29,2022-01-16T00:41:31Z,1880000,-37.0,263.0,1,left,MISS T. Watford 26' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Missed,,,,,,26.59,,,,,,,,,
189,PT11M19.00S,2022-01-16T00:41:29.5Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612757,24,29,2022-01-16T00:41:31Z,1890000,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,,,,,,,,
190,PT11M11.00S,2022-01-16T00:41:37.8Z,2,REGULAR,turnover,lost ball,[],1629642,,,1610612757,24,29,2022-01-16T00:41:45Z,1900000,,,0,,N. Little lost ball TURNOVER (1 TO),"[1629642, 1630557]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0,,,
191,PT11M11.00S,2022-01-16T00:41:37.8Z,2,REGULAR,steal,,[],1630557,,,1610612764,24,29,2022-01-16T00:41:45Z,1910000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M05.00S,2022-01-16T00:41:44.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,94.56307490144546,2.696078431372549,1610612764,27,29,2022-01-16T00:41:49Z,1920000,-237.0,-1.0,1,right,C. Kispert 3PT  (8 PTS) (R. Hachimura 1 AST),"[1630557, 1629060]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,Made,,,,,8.0,23.65,R. Hachimura,1629060.0,1.0,,,,,,
194,PT10M49.00S,2022-01-16T00:42:02.3Z,2,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612757,27,29,2022-01-16T00:42:09Z,1940000,,,0,,C. Kispert shooting personal FOUL (1 PF) (Little 2 FT),"[1630557, 1629642]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,202901.0,1.0,0.0,Little,1629642.0,,,,,,,,,,,,,,,,
196,PT10M49.00S,2022-01-16T00:42:24.7Z,2,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,27,30,2022-01-16T00:42:24Z,1960000,,,0,,N. Little Free Throw 1 of 2 (7 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
197,PT10M49.00S,2022-01-16T00:42:35.5Z,2,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,27,31,2022-01-16T00:42:35Z,1970000,,,0,,N. Little Free Throw 2 of 2 (8 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
198,PT10M40.00S,2022-01-16T00:42:48.9Z,2,REGULAR,3pt,Jump Shot,[],1628418,94.30026281208936,97.30392156862744,1610612764,27,31,2022-01-16T00:42:53Z,1980000,237.0,1.0,1,right,MISS T. Bryant 3PT,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Missed,,,,,,23.65,,,,,,,,,
199,PT10M37.00S,2022-01-16T00:42:51.9Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,27,31,2022-01-16T00:42:53Z,1990000,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,198.0,3.0,2.0,1.0,,,,,,,,,,,
200,PT10M26.00S,2022-01-16T00:43:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,11.777266754270697,56.86274509803921,1610612757,27,31,2022-01-16T00:43:07Z,2000000,-34.0,58.0,1,left,MISS D. Smith Jr. 6' driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,Missed,,,,,,6.76,,,,,,,,,
201,PT10M23.00S,2022-01-16T00:43:06.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,27,31,2022-01-16T00:43:07Z,2010000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,
202,PT10M17.00S,2022-01-16T00:43:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.69448094612353,55.63725490196079,1610612764,29,31,2022-01-16T00:43:16Z,2020000,28.0,-3.0,1,right,D. Avdija Layup (2 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,,,,,2.0,2.83,,,,,,,,,
203,PT10M07.00S,2022-01-16T00:43:21.9Z,2,REGULAR,3pt,Jump Shot,[],1629642,33.196452036793694,57.84313725490197,1610612757,29,34,2022-01-16T00:43:26Z,2030000,-39.0,260.0,1,left,N. Little 26' 3PT  (11 PTS) (D. Smith Jr. 1 AST),"[1629642, 1628372]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,Made,,,,,11.0,26.24,D. Smith Jr.,1628372.0,1.0,,,,,,
205,PT09M51.00S,2022-01-16T00:43:41.1Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612764,29,34,2022-01-16T00:43:49Z,2050000,,,0,,T. Watford shooting personal FOUL (3 PF) (Hachimura 2 FT),"[1630570, 1629060]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,1627541.0,3.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,,
207,PT09M51.00S,2022-01-16T00:44:07.9Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,30,34,2022-01-16T00:44:07Z,2070000,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
208,PT09M51.00S,2022-01-16T00:44:08.8Z,2,REGULAR,substitution,out,[],1630570,,,1610612764,30,34,2022-01-16T00:44:12Z,2080000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M51.00S,2022-01-16T00:44:08.8Z,2,REGULAR,substitution,in,[],203503,,,1610612764,30,34,2022-01-16T00:44:12Z,2090000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M51.00S,2022-01-16T00:44:27.9Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,31,34,2022-01-16T00:44:27Z,2100000,,,0,,R. Hachimura Free Throw 2 of 2 (2 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
211,PT09M41.00S,2022-01-16T00:44:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.966491458607096,57.35294117647059,1610612757,31,36,2022-01-16T00:44:50Z,2110000,-37.0,22.0,1,left,D. Smith Jr. reverse Layup (2 PTS),[1628372],1610612757.0,POR,reverse,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,Made,,,,,2.0,4.31,,,,,,,,,
212,PT09M41.00S,2022-01-16T00:44:44.6Z,2,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612757,31,36,2022-01-16T00:44:54Z,2120000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Smith Jr. 1 FT),"[1630166, 1628372]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,1146.0,1.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,,
214,PT09M41.00S,2022-01-16T00:45:06.0Z,2,REGULAR,freethrow,1 of 1,[],1628372,,,1610612757,31,37,2022-01-16T00:45:06Z,2140000,,,0,,D. Smith Jr. Free Throw 1 of 1 (3 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
215,PT09M26.00S,2022-01-16T00:45:23.3Z,2,REGULAR,2pt,Jump Shot,[],1628418,78.13731931668858,62.5,1610612764,31,37,2022-01-16T00:45:28Z,2150000,62.0,153.0,1,right,MISS T. Bryant 16' Jump Shot,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Missed,,,,,,16.53,,,,,,,,,
216,PT09M23.00S,2022-01-16T00:45:26.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,31,37,2022-01-16T00:45:28Z,2160000,,,0,,J. Nurkic REBOUND (Off:2 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,215.0,10.0,8.0,2.0,,,,,,,,,,,
217,PT09M14.00S,2022-01-16T00:45:38.2Z,2,REGULAR,turnover,3-second-violation,[],203994,,,1610612757,31,37,2022-01-16T00:45:52Z,2170000,,,0,,J. Nurkic 3-second-violation TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,,
218,PT08M58.00S,2022-01-16T00:46:06.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,82.47371879106439,95.09803921568627,1610612764,34,37,2022-01-16T00:46:10Z,2180000,225.0,112.0,1,right,R. Hachimura 25' 3PT  (5 PTS) (S. Dinwiddie 3 AST),"[1629060, 203915]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,,,,5.0,25.19,S. Dinwiddie,203915.0,3.0,,,,,,
220,PT08M37.00S,2022-01-16T00:46:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629604,24.129434954007884,12.990196078431374,1610612757,34,37,2022-01-16T00:46:31Z,2200000,185.0,174.0,1,left,MISS C. Elleby 25' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,25.42,,,,,,,,,
221,PT08M35.00S,2022-01-16T00:46:28.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,34,37,2022-01-16T00:46:31Z,2210000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,
222,PT08M28.00S,2022-01-16T00:46:36.0Z,2,REGULAR,3pt,Jump Shot,[],1630166,66.17936925098554,50.49019607843137,1610612764,34,37,2022-01-16T00:46:39Z,2220000,2.0,265.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,26.54,,,,,,,,,
223,PT08M26.00S,2022-01-16T00:46:38.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,34,37,2022-01-16T00:46:39Z,2230000,,,0,,J. Nurkic REBOUND (Off:2 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,222.0,11.0,9.0,2.0,,,,,,,,,,,
224,PT08M19.00S,2022-01-16T00:46:45.1Z,2,REGULAR,3pt,Jump Shot,[],203994,33.722076215505915,53.67647058823529,1610612757,34,37,2022-01-16T00:46:49Z,2240000,-18.0,264.0,1,left,MISS J. Nurkic 26' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,26.51,,,,,,,,,
225,PT08M16.00S,2022-01-16T00:46:48.1Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,34,37,2022-01-16T00:46:49Z,2250000,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,224.0,4.0,4.0,0.0,,,,,,,,,,,
226,PT08M11.00S,2022-01-16T00:46:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.9060446780552,44.11764705882353,1610612764,36,37,2022-01-16T00:47:01Z,2260000,-29.0,5.0,1,right,S. Dinwiddie driving finger roll Layup (10 PTS),[203915],1610612764.0,WAS,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,10.0,2.98,,,,,,,,,
227,PT08M11.00S,2022-01-16T00:47:01.3Z,2,REGULAR,foul,personal,['1freethrow'],1629642,,,1610612764,36,37,2022-01-16T00:47:09Z,2270000,,,0,,N. Little shooting personal FOUL (2 PF) (Dinwiddie 1 FT),"[1629642, 203915]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,1146.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
229,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,36,37,2022-01-16T00:49:11Z,2290000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,36,37,2022-01-16T00:49:11Z,2300000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,out,[],1628372,,,1610612764,36,37,2022-01-16T00:49:11Z,2310000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,out,[],1629604,,,1610612764,36,37,2022-01-16T00:49:11Z,2320000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,out,[],203503,,,1610612764,36,37,2022-01-16T00:49:11Z,2330000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,in,[],203484,,,1610612764,36,37,2022-01-16T00:49:11Z,2340000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,in,[],203526,,,1610612764,36,37,2022-01-16T00:49:11Z,2350000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,in,[],203496,,,1610612764,36,37,2022-01-16T00:49:11Z,2360000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,in,[],203463,,,1610612764,36,37,2022-01-16T00:49:11Z,2370000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M11.00S,2022-01-16T00:47:10.7Z,2,REGULAR,substitution,in,[],1629014,,,1610612764,36,37,2022-01-16T00:49:11Z,2380000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M11.00S,2022-01-16T00:47:34.7Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,37,37,2022-01-16T00:47:34Z,2390000,,,0,,S. Dinwiddie Free Throw 1 of 1 (11 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,
240,PT07M53.00S,2022-01-16T00:47:54.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,7.966491458607096,44.85294117647059,1610612757,37,39,2022-01-16T00:47:59Z,2400000,26.0,22.0,1,left,J. Nurkic driving DUNK (6 PTS) (A. Simons 4 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,,,Made,,,,,6.0,3.41,A. Simons,1629014.0,4.0,,,,,,
242,PT07M38.00S,2022-01-16T00:48:11.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203915,90.75229960578186,61.029411764705884,1610612764,39,39,2022-01-16T00:48:19Z,2420000,55.0,34.0,1,right,S. Dinwiddie 6' driving bank Hook (13 PTS),[203915],1610612764.0,WAS,driving bank,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,13.0,6.5,,,,,,,,,
243,PT07M38.00S,2022-01-16T00:48:13.5Z,2,REGULAR,foul,personal,['1freethrow'],203463,,,1610612764,39,39,2022-01-16T00:48:19Z,2430000,,,0,,B. McLemore shooting personal FOUL (3 PF) (Dinwiddie 1 FT),"[203463, 203915]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,1627541.0,3.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
245,PT07M38.00S,2022-01-16T00:48:35.8Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,40,39,2022-01-16T00:48:35Z,2450000,,,0,,S. Dinwiddie Free Throw 1 of 1 (14 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,
246,PT07M24.00S,2022-01-16T00:48:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.783837056504599,59.068627450980394,1610612757,40,41,2022-01-16T00:48:56Z,2460000,-45.0,11.0,1,left,J. Nurkic Layup (8 PTS) (A. Simons 5 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,,,,,8.0,4.67,A. Simons,1629014.0,5.0,,,,,,
248,PT07M12.00S,2022-01-16T00:49:04.9Z,2,REGULAR,foul,personal,[],1629642,,,1610612764,40,41,2022-01-16T00:49:11Z,2480000,,,0,,N. Little personal FOUL (3 PF),"[1629642, 203915]",1610612757.0,POR,,,,Little,N. Little,,,,,1146.0,3.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
250,PT07M12.00S,2022-01-16T00:49:09.9Z,2,REGULAR,substitution,out,[],203915,,,1610612764,40,41,2022-01-16T00:49:15Z,2500000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2022-01-16T00:49:09.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,40,41,2022-01-16T00:49:15Z,2510000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M07.00S,2022-01-16T00:49:32.3Z,2,REGULAR,turnover,out-of-bounds,[],203526,,,1610612764,40,41,2022-01-16T00:49:47Z,2520000,,,0,,R. Neto bad pass out-of-bounds TURNOVER (1 TO),[203526],1610612764.0,WAS,bad pass,,,Neto,R. Neto,,,,,202901.0,,,,,,,,,,,,,,,1.0,,,,,
253,PT06M58.00S,2022-01-16T00:49:50.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629642,21.369908015768726,49.50980392156863,1610612757,40,41,2022-01-16T00:49:57Z,2530000,2.0,148.0,1,left,MISS N. Little 14' floating Shot,[1629642],1610612757.0,POR,floating,,,Little,N. Little,,,,,,,,,,Missed,,,,,,14.84,,,,,,,,,
254,PT06M53.00S,2022-01-16T00:49:55.6Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,40,41,2022-01-16T00:49:57Z,2540000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,
255,PT06M42.00S,2022-01-16T00:50:05.8Z,2,REGULAR,2pt,Jump Shot,[],203484,75.64060446780552,47.549019607843135,1610612764,40,41,2022-01-16T00:50:09Z,2550000,-12.0,176.0,1,right,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Missed,,,,,,17.69,,,,,,,,,
256,PT06M40.00S,2022-01-16T00:50:07.8Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,40,41,2022-01-16T00:50:09Z,2560000,,,0,,K. Kuzma REBOUND (Off:1 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,255.0,4.0,3.0,1.0,,,,,,,,,,,
257,PT06M38.00S,2022-01-16T00:50:12.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,40,41,2022-01-16T00:50:12Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M38.00S,2022-01-16T00:50:15.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,40,41,2022-01-16T00:50:15Z,2580000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,40,41,2022-01-16T00:52:59Z,2590000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,out,[],1628418,,,1610612764,40,41,2022-01-16T00:52:59Z,2600000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,out,[],1629642,,,1610612764,40,41,2022-01-16T00:52:59Z,2610000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,out,[],203463,,,1610612764,40,41,2022-01-16T00:52:59Z,2620000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,40,41,2022-01-16T00:52:59Z,2630000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,in,[],1629655,,,1610612764,40,41,2022-01-16T00:52:59Z,2640000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M38.00S,2022-01-16T00:50:18.0Z,2,REGULAR,substitution,in,[],203503,,,1610612764,40,41,2022-01-16T00:52:59Z,2650000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
