actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
92,PT04M06.00S,2021-10-30T21:26:13.5Z,1,REGULAR,substitution,in,[],1628398,,,1610612738,20,14,2021-10-30T21:26:17Z,920000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M57.00S,2021-10-30T21:26:23.2Z,1,REGULAR,2pt,Jump Shot,[],1627759,81.8166885676741,23.284313725490197,1610612738,20,14,2021-10-30T21:35:25Z,930000,-134.0,118.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.85,Missed,,,,,,,,,,,,,,,,,,,
94,PT03M57.00S,2021-10-30T21:26:29.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,20,14,2021-10-30T21:26:29Z,940000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2021-10-30T21:26:32.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203953,,,1610612764,20,14,2021-10-30T21:32:07Z,950000,,,0,,J. Parker loose ball personal FOUL (1 PF) (Kuzma 2 FT),"[203953, 1628398]",1610612738.0,BOS,loose ball,,,Parker,J. Parker,,,,,,,,,,,2534.0,,,,,1.0,0.0,Kuzma,1628398.0,,,,,,
97,PT03M57.00S,2021-10-30T21:27:00.2Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,20,14,2021-10-30T21:27:00Z,970000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M57.00S,2021-10-30T21:27:00.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,20,14,2021-10-30T21:30:35Z,980000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,
129,PT03M57.00S,2021-10-30T21:27:00.2Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,21,14,2021-10-30T21:30:35Z,985000,,,0,,K. Kuzma Free Throw 2 of 2 (3 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
99,PT03M46.00S,2021-10-30T21:27:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,88.38699080157687,42.15686274509804,1610612738,21,16,2021-10-30T21:36:27Z,990000,-39.0,57.0,1,right,J. Richardson 6' driving Layup (4 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,6.89,Made,,,,,,,,,4.0,,,,,P. Pritchard,1630202.0,1.0,,,
100,PT03M38.00S,2021-10-30T21:27:43.5Z,1,REGULAR,foul,offensive,[],1628398,,,1610612764,21,16,2021-10-30T21:27:53Z,1000000,,,0,,K. Kuzma charge offensive FOUL (1 PF),"[1628398, 1629641]",1610612764.0,WAS,charge,,,Kuzma,K. Kuzma,,,,,,,,,,,2534.0,,,,,1.0,0.0,Langford,1629641.0,,,,,,
102,PT03M38.00S,2021-10-30T21:27:43.5Z,1,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,21,16,2021-10-30T21:27:43Z,1020000,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,2534.0,1.0,,,,,,,,,,,,,
103,PT03M21.00S,2021-10-30T21:28:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,68.15045992115637,17.15686274509804,1610612738,21,16,2021-10-30T21:31:08Z,1030000,-164.0,247.0,1,right,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,29.65,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M17.00S,2021-10-30T21:28:17.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,21,16,2021-10-30T21:28:17Z,1040000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
105,PT03M10.00S,2021-10-30T21:28:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.149145860709593,55.63725490196079,1610612764,21,16,2021-10-30T21:31:12Z,1050000,-28.0,34.0,1,left,MISS K. Kuzma Layup,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M07.00S,2021-10-30T21:28:27.6Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,21,16,2021-10-30T21:31:12Z,1060000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
107,PT03M02.00S,2021-10-30T21:28:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203953,88.64980289093299,45.34313725490196,1610612738,21,16,2021-10-30T21:31:17Z,1070000,-23.0,54.0,1,right,MISS J. Parker Layup - blocked,"[203953, 1630166]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,5.9,Missed,,,,,,,,,,,,,,,,,Avdija,1630166.0,
108,PT03M02.00S,2021-10-30T21:28:31.9Z,1,REGULAR,block,,[],1630166,,,1610612738,21,16,2021-10-30T21:28:35Z,1080000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M57.00S,2021-10-30T21:28:36.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,21,16,2021-10-30T21:31:17Z,1090000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
110,PT02M54.00S,2021-10-30T21:28:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.440867279894875,46.32352941176471,1610612764,23,16,2021-10-30T21:31:20Z,1100000,18.0,17.0,1,left,R. Neto Layup (2 PTS) (B. Beal 1 AST),"[203526, 203078]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,2.53,Made,,,,,,,,,2.0,,,,,B. Beal,203078.0,1.0,,,
112,PT02M36.00S,2021-10-30T21:28:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203953,92.85479632063075,45.588235294117645,1610612738,23,18,2021-10-30T21:31:23Z,1120000,-22.0,15.0,1,right,J. Parker Layup (2 PTS) (R. Langford 2 AST),"[203953, 1629641]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,2.65,Made,,,,,,,,,2.0,,,,,R. Langford,1629641.0,2.0,,,
113,PT02M19.00S,2021-10-30T21:29:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.30946123521682,54.65686274509803,1610612764,23,18,2021-10-30T21:38:07Z,1130000,-23.0,16.0,1,left,MISS B. Beal reverse Layup,[203078],1610612764.0,WAS,reverse,,,Beal,B. Beal,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M19.00S,2021-10-30T21:29:15.3Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,23,18,2021-10-30T21:31:26Z,1140000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT02M09.00S,2021-10-30T21:29:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629641,95.3515111695138,3.1862745098039214,1610612738,23,18,2021-10-30T21:31:29Z,1150000,-234.0,-9.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M06.00S,2021-10-30T21:29:28.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,23,18,2021-10-30T21:31:29Z,1160000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
117,PT02M02.00S,2021-10-30T21:29:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202722,7.440867279894875,49.754901960784316,1610612764,23,18,2021-10-30T21:31:34Z,1170000,1.0,17.0,1,left,MISS D. Bertans Layup,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,,
118,PT01M57.00S,2021-10-30T21:29:37.1Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,23,18,2021-10-30T21:31:34Z,1180000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT01M56.00S,2021-10-30T21:29:38.1Z,1,REGULAR,turnover,bad pass,[],203953,,,1610612738,23,18,2021-10-30T21:31:41Z,1190000,,,0,,J. Parker bad pass TURNOVER (1 TO),"[203953, 203078]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,1.0,Beal,203078.0,,,,,,,,,,,
120,PT01M56.00S,2021-10-30T21:29:38.1Z,1,REGULAR,steal,,[],203078,,,1610612764,23,18,2021-10-30T21:41:02Z,1200000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M49.00S,2021-10-30T21:29:45.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203078,29.6484888304862,20.34313725490196,1610612764,23,18,2021-10-30T21:31:44Z,1210000,148.0,226.0,1,left,MISS B. Beal 27' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
122,PT01M45.00S,2021-10-30T21:29:48.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,23,18,2021-10-30T21:29:48Z,1220000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT01M43.00S,2021-10-30T21:29:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,92.32917214191852,45.09803921568628,1610612738,23,18,2021-10-30T21:42:02Z,1230000,-25.0,20.0,1,right,MISS J. Richardson Layup,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
124,PT01M38.00S,2021-10-30T21:29:55.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,23,18,2021-10-30T21:42:02Z,1240000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
125,PT01M32.00S,2021-10-30T21:30:05.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612764,23,18,2021-10-30T21:30:22Z,1250000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Beal 2 FT),"[1630202, 203078]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,1627519.0,,,,,1.0,0.0,Beal,203078.0,,,,,,
127,PT01M32.00S,2021-10-30T21:30:20.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,23,18,2021-10-30T21:30:20Z,1270000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,out,[],203526,,,1610612764,23,18,2021-10-30T21:33:03Z,1280000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612764,23,18,2021-10-30T21:33:03Z,1290000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,out,[],1629641,,,1610612764,23,18,2021-10-30T21:33:03Z,1300000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,in,[],203915,,,1610612764,23,18,2021-10-30T21:33:03Z,1310000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612764,23,18,2021-10-30T21:33:03Z,1320000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M32.00S,2021-10-30T21:32:37.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612764,23,18,2021-10-30T21:38:00Z,1335000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2021-10-30T21:33:22.2Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,24,18,2021-10-30T21:33:22Z,1340000,,,0,,B. Beal Free Throw 1 of 2 (11 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,11.0,,,,,,,,,,
137,PT01M32.00S,2021-10-30T21:33:37.6Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,25,18,2021-10-30T21:33:37Z,1350000,,,0,,B. Beal Free Throw 2 of 2 (12 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,12.0,,,,,,,,,,
138,PT01M19.00S,2021-10-30T21:33:51.8Z,1,REGULAR,3pt,Jump Shot,[],1629684,76.16622864651774,9.803921568627452,1610612738,25,18,2021-10-30T21:43:07Z,1360000,-201.0,172.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M07.00S,2021-10-30T21:34:03.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,25,18,2021-10-30T21:34:10Z,1370000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
140,PT01M04.00S,2021-10-30T21:34:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.754927726675426,50.0,1610612764,25,18,2021-10-30T21:34:16Z,1380000,0.0,30.0,1,left,MISS D. Avdija Layup - blocked,"[1630166, 1626196]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,2.98,Missed,,,,,,,,,,,,,,,,,Richardson,1626196.0,
141,PT01M04.00S,2021-10-30T21:34:07.0Z,1,REGULAR,block,,[],1626196,,,1610612764,25,18,2021-10-30T21:48:36Z,1390000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M58.30S,2021-10-30T21:34:12.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,18,2021-10-30T21:48:36Z,1400000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
143,PT00M56.80S,2021-10-30T21:34:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,91.67214191852825,49.01960784313725,1610612738,25,18,2021-10-30T21:34:23Z,1410000,-5.0,26.0,1,right,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M52.80S,2021-10-30T21:34:18.8Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,25,18,2021-10-30T21:50:13Z,1420000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M49.90S,2021-10-30T21:34:23.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626196,82.07950065703022,33.33333333333333,1610612738,25,20,2021-10-30T21:34:29Z,1430000,-83.0,116.0,1,right,J. Richardson 14' Jump Shot (6 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,14.28,Made,,,,,,,,,6.0,,,,,,,,,,
146,PT00M36.00S,2021-10-30T21:34:37.8Z,1,REGULAR,2pt,Jump Shot,[],203915,20.45006570302234,28.921568627450984,1610612764,25,20,2021-10-30T21:34:44Z,1440000,105.0,140.0,1,left,MISS S. Dinwiddie 17' Jump Shot,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M30.50S,2021-10-30T21:34:43.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,25,20,2021-10-30T21:36:13Z,1450000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
148,PT00M26.00S,2021-10-30T21:34:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.48685939553219,15.931372549019606,1610612738,25,20,2021-10-30T21:34:52Z,1460000,-170.0,206.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M24.70S,2021-10-30T21:34:49.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,25,20,2021-10-30T21:34:52Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
155,PT00M24.70S,2021-10-30T21:35:12.5Z,1,REGULAR,substitution,out,[],203078,,,1610612764,25,20,2021-10-30T21:37:02Z,1475000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M24.70S,2021-10-30T21:35:12.5Z,1,REGULAR,substitution,in,[],1628988,,,1610612764,25,20,2021-10-30T21:37:02Z,1477500,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M02.70S,2021-10-30T21:35:37.3Z,1,REGULAR,3pt,Jump Shot,[],203915,30.56833114323259,81.61764705882352,1610612764,25,20,2021-10-30T21:35:44Z,1480000,-158.0,235.0,1,left,MISS S. Dinwiddie 28' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M02.70S,2021-10-30T21:35:37.3Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,25,20,2021-10-30T21:35:44Z,1490000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
152,PT00M00.00S,2021-10-30T21:35:44.7Z,1,REGULAR,3pt,Jump Shot,[],203953,12.302890932982917,43.872549019607845,1610612738,25,20,2021-10-30T21:45:23Z,1500000,-31.0,772.0,1,right,MISS J. Parker 77' 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,77.25,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2021-10-30T21:35:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,25,20,2021-10-30T21:51:54Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2021-10-30T21:36:52.1Z,1,REGULAR,period,end,[],0,,,1610612738,25,20,2021-10-30T21:51:54Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612738,25,20,2021-10-30T21:51:54Z,1530000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,out,['startperiod'],1628398,,,1610612738,25,20,2021-10-30T21:51:54Z,1540000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,out,['startperiod'],202722,,,1610612738,25,20,2021-10-30T21:51:54Z,1550000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,out,['startperiod'],203953,,,1610612738,25,20,2021-10-30T21:51:54Z,1560000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612738,25,20,2021-10-30T21:51:54Z,1570000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,in,['startperiod'],203484,,,1610612738,25,20,2021-10-30T21:51:54Z,1580000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,in,['startperiod'],1626149,,,1610612738,25,20,2021-10-30T21:51:54Z,1590000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-10-30T21:38:03.8Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,25,20,2021-10-30T21:51:54Z,1605000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-30T21:38:23.2Z,2,REGULAR,period,start,[],0,,,1610612764,25,20,2021-10-30T21:38:23Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M47.00S,2021-10-30T21:38:35.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,7.440867279894875,55.14705882352941,1610612764,27,20,2021-10-30T21:38:43Z,1620000,-26.0,17.0,1,left,M. Harrell alley-oop DUNK (6 PTS) (S. Dinwiddie 1 AST),"[1626149, 203915]",1610612764.0,WAS,alley-oop,,,Harrell,M. Harrell,,,,,3.1,Made,,,,,,,,,6.0,,,,,S. Dinwiddie,203915.0,1.0,,,
169,PT11M28.00S,2021-10-30T21:38:53.6Z,2,REGULAR,3pt,Jump Shot,[],1630202,74.32654402102497,14.215686274509803,1610612738,27,20,2021-10-30T21:38:58Z,1640000,-179.0,189.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M25.00S,2021-10-30T21:38:56.6Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,27,20,2021-10-30T21:38:58Z,1650000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
171,PT11M19.00S,2021-10-30T21:39:04.5Z,2,REGULAR,foul,personal,['2freethrow'],202683,,,1610612764,27,20,2021-10-30T21:39:12Z,1660000,,,0,,E. Kanter shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[202683, 203915]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,1627519.0,,,,,1.0,0.0,Dinwiddie,203915.0,,,,,,
173,PT11M19.00S,2021-10-30T21:39:30.0Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,28,20,2021-10-30T21:39:30Z,1680000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
174,PT11M19.00S,2021-10-30T21:39:44.6Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,29,20,2021-10-30T21:39:44Z,1690000,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
175,PT11M06.00S,2021-10-30T21:39:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202683,87.07293035479631,59.80392156862745,1610612738,29,20,2021-10-30T21:40:03Z,1700000,49.0,69.0,1,right,MISS E. Kanter 8' Hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,8.46,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M03.00S,2021-10-30T21:40:01.9Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,29,20,2021-10-30T21:40:03Z,1710000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
