actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT09M49.00S,2021-12-12T00:40:50.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,68.9060446780552,30.392156862745097,1610612764,32,30,2021-12-12T00:40:55Z,1690000,-98.0,240.0,1,right,C. Kispert 25' 3PT  (6 PTS) (S. Dinwiddie 3 AST),"[1630557, 203915]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.91,Made,6.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,,
173,PT09M34.00S,2021-12-12T00:41:06.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.539421813403408,50.49019607843137,1610612762,32,32,2021-12-12T00:41:13Z,1710000,-2.0,18.0,1,left,R. Gobert alley-oop DUNK (10 PTS) (T. Forrest 1 AST),"[203497, 1630235]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,1.86,Made,10.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,,,,
175,PT09M15.00S,2021-12-12T00:41:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,89.4053876478318,39.70588235294118,1610612764,32,32,2021-12-12T00:41:31Z,1730000,-51.0,47.0,1,right,MISS S. Dinwiddie 6' driving Layup,[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M10.00S,2021-12-12T00:41:29.4Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,32,32,2021-12-12T00:41:31Z,1740000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
177,PT09M06.00S,2021-12-12T00:41:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200752,6.750985545335084,43.627450980392155,1610612762,32,32,2021-12-12T00:41:45Z,1750000,32.0,11.0,1,left,MISS R. Gay driving Layup - blocked,"[200752, 1630166]",1610612762.0,UTA,driving,,,Gay,R. Gay,,,,,3.37,Missed,,,,,,,,,,,,,,,,Avdija,1630166.0,,
178,PT09M06.00S,2021-12-12T00:41:39.1Z,2,REGULAR,block,,[],1630166,,,1610612762,32,32,2021-12-12T00:42:48Z,1760000,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M06.00S,2021-12-12T00:41:39.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,32,32,2021-12-12T00:41:45Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,
180,PT09M04.00S,2021-12-12T00:41:52.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203903,5.699737187910642,96.07843137254902,1610612762,32,32,2021-12-12T00:41:57Z,1780000,-230.0,1.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M00.00S,2021-12-12T00:41:56.2Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,32,32,2021-12-12T00:41:57Z,1790000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,
182,PT08M44.00S,2021-12-12T00:42:11.4Z,2,REGULAR,3pt,Jump Shot,[],203915,70.22010512483574,21.07843137254902,1610612764,32,32,2021-12-12T00:42:16Z,1800000,-145.0,227.0,1,right,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
183,PT08M41.00S,2021-12-12T00:42:14.4Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,32,32,2021-12-12T00:42:16Z,1810000,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,
184,PT08M30.00S,2021-12-12T00:42:24.9Z,2,REGULAR,3pt,Jump Shot,[],200752,32.637976346911955,77.94117647058823,1610612762,32,32,2021-12-12T00:42:28Z,1820000,-140.0,254.0,1,left,MISS R. Gay 29' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,29.01,Missed,,,,,,,,,,,,,,,,,,,
185,PT08M28.00S,2021-12-12T00:42:26.9Z,2,REGULAR,rebound,offensive,[],1630235,,,1610612762,32,32,2021-12-12T00:42:28Z,1830000,,,0,,T. Forrest REBOUND (Off:1 Def:0),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,184.0,1.0,0.0,1.0,,,,,,,,,,,
186,PT08M19.00S,2021-12-12T00:42:36.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203903,13.715505913272011,34.31372549019608,1610612762,32,34,2021-12-12T00:42:48Z,1840000,78.0,76.0,1,left,J. Clarkson 10' floating Jump Shot (2 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,10.95,Made,2.0,,,,,,,,,,,,,,,,,,
187,PT07M51.00S,2021-12-12T00:43:04.0Z,2,REGULAR,2pt,Jump Shot,[],1626149,82.57227332457293,71.56862745098039,1610612764,32,34,2021-12-12T00:43:50Z,1850000,108.0,111.0,1,right,MISS M. Harrell 15' turnaround fadeaway Shot,[1626149],1610612764.0,WAS,turnaround fadeaway,,,Harrell,M. Harrell,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
188,PT07M49.00S,2021-12-12T00:43:06.0Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,32,34,2021-12-12T00:43:07Z,1860000,,,0,,T. Forrest REBOUND (Off:1 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,187.0,2.0,1.0,1.0,,,,,,,,,,,
189,PT07M44.00S,2021-12-12T00:43:15.5Z,2,REGULAR,foul,offensive,[],1630235,,,1610612762,32,34,2021-12-12T00:43:26Z,1870000,,,0,,T. Forrest charge offensive FOUL (1 PF),"[1630235, 1628988]",1610612762.0,UTA,charge,,,Forrest,T. Forrest,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Holiday,1628988.0,,,,,
191,PT07M44.00S,2021-12-12T00:43:15.5Z,2,REGULAR,turnover,offensive foul,[],1630235,,,1610612762,32,34,2021-12-12T00:43:15Z,1890000,,,0,,T. Forrest offensive foul TURNOVER (1 TO),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,202007.0,1.0,,,,,,,,,
192,PT07M44.00S,2021-12-12T00:43:29.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,32,34,2021-12-12T00:43:29Z,1900000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612764,32,34,2021-12-12T00:46:01Z,1910000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,out,[],204060,,,1610612764,32,34,2021-12-12T00:46:01Z,1920000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,out,[],203497,,,1610612764,32,34,2021-12-12T00:46:01Z,1930000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,in,[],203526,,,1610612764,32,34,2021-12-12T00:46:01Z,1940000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,in,[],202355,,,1610612764,32,34,2021-12-12T00:46:01Z,1950000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M44.00S,2021-12-12T00:45:24.2Z,2,REGULAR,substitution,in,[],1628378,,,1610612764,32,34,2021-12-12T00:46:01Z,1960000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M44.00S,2021-12-12T00:46:16.7Z,2,REGULAR,substitution,out,[],203915,,,1610612764,32,34,2021-12-12T00:46:25Z,1970000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M44.00S,2021-12-12T00:46:16.7Z,2,REGULAR,substitution,in,[],203484,,,1610612764,32,34,2021-12-12T00:46:25Z,1980000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M25.00S,2021-12-12T00:46:32.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203484,79.54993429697765,24.509803921568633,1610612764,32,34,2021-12-12T00:46:38Z,1990000,-127.0,140.0,1,right,MISS K. Caldwell-Pope 18' step back Shot,[203484],1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
202,PT07M22.00S,2021-12-12T00:46:35.8Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,32,34,2021-12-12T00:46:38Z,2000000,,,0,,M. Harrell REBOUND (Off:2 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,201.0,3.0,1.0,2.0,,,,,,,,,,,
203,PT07M21.00S,2021-12-12T00:46:37.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,92.16491458607096,48.774509803921575,1610612764,34,34,2021-12-12T00:46:46Z,2010000,-6.0,21.0,1,right,M. Harrell putback DUNK (6 PTS),[1626149],1610612764.0,WAS,putback,,,Harrell,M. Harrell,,,,,2.2,Made,6.0,,,,,,,,,,,,,,,,,,
204,PT07M04.00S,2021-12-12T00:46:53.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",203903,12.795663600525614,34.803921568627445,1610612762,34,36,2021-12-12T00:47:09Z,2020000,76.0,68.0,1,left,J. Clarkson 10' Hook (4 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,10.18,Made,4.0,,,,,,,,,,,,,,,,,,
205,PT07M04.00S,2021-12-12T00:47:01.1Z,2,REGULAR,violation,defensive goaltending,[],1626149,,,1610612762,34,36,2021-12-12T00:47:09Z,2030000,,,0,,M. Harrell defensive goaltending VIOLATION,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,203593.0,,,,,,,,,,
206,PT06M48.00S,2021-12-12T00:47:25.4Z,2,REGULAR,turnover,lost ball,[],203484,,,1610612764,34,36,2021-12-12T00:47:34Z,2040000,,,0,,K. Caldwell-Pope lost ball TURNOVER (2 TO),"[203484, 1630235]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,2.0,,,,,,,,Forrest,1630235.0
207,PT06M48.00S,2021-12-12T00:47:25.4Z,2,REGULAR,steal,,[],1630235,,,1610612762,34,36,2021-12-12T00:52:48Z,2050000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M40.00S,2021-12-12T00:47:32.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,19.760183968462556,7.35294117647058,1610612762,34,39,2021-12-12T00:47:37Z,2060000,213.0,133.0,1,left,D. Mitchell 25' 3PT  (15 PTS) (J. Clarkson 2 AST),"[1628378, 203903]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.14,Made,15.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,,,
210,PT06M28.00S,2021-12-12T00:47:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,92.42772667542707,47.79411764705882,1610612764,34,39,2021-12-12T00:47:50Z,2080000,-11.0,19.0,1,right,MISS R. Neto driving Layup - blocked,"[203526, 202355]",1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,2.17,Missed,,,,,,,,,,,,,,,,Whiteside,202355.0,,
211,PT06M28.00S,2021-12-12T00:47:45.6Z,2,REGULAR,block,,[],202355,,,1610612764,34,39,2021-12-12T00:47:47Z,2090000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M26.00S,2021-12-12T00:47:47.6Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,34,39,2021-12-12T00:47:50Z,2100000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,210.0,3.0,2.0,1.0,,,,,,,,,,,
213,PT06M17.00S,2021-12-12T00:47:56.8Z,2,REGULAR,2pt,Hook,[],1630235,11.218791064388967,33.08823529411765,1610612762,34,39,2021-12-12T00:48:02Z,2110000,85.0,53.0,1,left,MISS T. Forrest 9' bank Hook,[1630235],1610612762.0,UTA,bank,,,Forrest,T. Forrest,,,,,9.98,Missed,,,,,,,,,,,,,,,,,,,
214,PT06M15.00S,2021-12-12T00:47:58.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,34,39,2021-12-12T00:48:02Z,2120000,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,213.0,5.0,4.0,1.0,,,,,,,,,,,
215,PT06M10.00S,2021-12-12T00:48:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,89.93101182654402,50.73529411764706,1610612764,36,39,2021-12-12T00:48:13Z,2130000,4.0,42.0,1,right,M. Harrell Layup (8 PTS) (D. Avdija 1 AST),"[1626149, 1630166]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,4.23,Made,8.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,,
220,PT06M10.00S,2021-12-12T00:49:06.3Z,2,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612764,36,39,2021-12-12T00:49:15Z,2180000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Harrell 1 FT),"[1628378, 1626149]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Harrell,1626149.0,,,,,
222,PT06M10.00S,2021-12-12T00:49:19.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,36,39,2021-12-12T00:51:48Z,2200000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,36,39,2021-12-12T00:51:48Z,2210000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,out,[],200752,,,1610612764,36,39,2021-12-12T00:51:48Z,2220000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,in,[],203078,,,1610612764,36,39,2021-12-12T00:51:48Z,2240000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,in,[],202711,,,1610612764,36,39,2021-12-12T00:51:48Z,2250000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,in,[],1626220,,,1610612764,36,39,2021-12-12T00:51:48Z,2260000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M10.00S,2021-12-12T00:50:34.1Z,2,REGULAR,substitution,out,[],1630235,,,1610612764,36,39,2021-12-12T00:52:13Z,2265000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M10.00S,2021-12-12T00:51:46.8Z,2,REGULAR,freethrow,1 of 1,[],1626149,,,1610612764,36,39,2021-12-12T00:51:52Z,2270000,,,0,,MISS M. Harrell Free Throw 1 of 1,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
230,PT06M06.00S,2021-12-12T00:51:50.8Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,36,39,2021-12-12T00:51:52Z,2280000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,
231,PT05M54.00S,2021-12-12T00:52:01.2Z,2,REGULAR,3pt,Jump Shot,[],203903,27.11892247043363,78.18627450980392,1610612762,36,39,2021-12-12T00:52:28Z,2290000,-141.0,202.0,1,left,MISS J. Clarkson 24' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M50.00S,2021-12-12T00:52:04.9Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,36,39,2021-12-12T00:52:04Z,2300000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,
234,PT05M47.00S,2021-12-12T00:52:15.8Z,2,REGULAR,stoppage,injury,[],0,,,1610612764,36,39,2021-12-12T00:52:15Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M32.00S,2021-12-12T00:53:45.9Z,2,REGULAR,3pt,Jump Shot,[],203526,77.973061760841,90.93137254901961,1610612764,39,39,2021-12-12T00:53:51Z,2320000,205.0,155.0,1,right,R. Neto 25' 3PT  (7 PTS) (M. Harrell 2 AST),"[203526, 1626149]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,25.65,Made,7.0,M. Harrell,1626149.0,2.0,,,,,,,,,,,,,,,
237,PT05M23.00S,2021-12-12T00:53:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.619579500657039,51.470588235294116,1610612762,39,41,2021-12-12T00:54:05Z,2340000,-7.0,10.0,1,left,D. Mitchell driving Layup (17 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.22,Made,17.0,,,,,,,,,,,,,,,,,,
238,PT05M09.00S,2021-12-12T00:54:13.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,39,41,2021-12-12T00:54:13Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M09.00S,2021-12-12T00:54:14.1Z,2,REGULAR,substitution,out,[],1626149,,,1610612764,39,41,2021-12-12T00:54:30Z,2360000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M09.00S,2021-12-12T00:54:14.1Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,39,41,2021-12-12T00:54:30Z,2370000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M09.00S,2021-12-12T00:54:14.1Z,2,REGULAR,substitution,in,[],1629655,,,1610612764,39,41,2021-12-12T00:54:30Z,2380000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M09.00S,2021-12-12T00:54:14.1Z,2,REGULAR,substitution,in,[],202722,,,1610612764,39,41,2021-12-12T00:54:30Z,2390000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M56.00S,2021-12-12T00:54:47.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,39,41,2021-12-12T00:54:56Z,2400000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,,
244,PT04M41.00S,2021-12-12T00:55:12.7Z,2,REGULAR,turnover,lost ball,[],202711,,,1610612762,39,41,2021-12-12T00:55:18Z,2410000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 203078]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,1.0,,,,,,,,Beal,203078.0
245,PT04M41.00S,2021-12-12T00:55:12.7Z,2,REGULAR,steal,,[],203078,,,1610612764,39,41,2021-12-12T00:55:16Z,2420000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M34.00S,2021-12-12T00:55:20.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203078,75.607752956636,56.127450980392155,1610612764,39,41,2021-12-12T00:55:25Z,2430000,31.0,177.0,1,right,MISS B. Beal 17' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,17.94,Missed,,,,,,,,,,,,,,,,,,,
247,PT04M30.00S,2021-12-12T00:55:24.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,39,41,2021-12-12T00:55:25Z,2440000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,,
248,PT04M21.00S,2021-12-12T00:55:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,16.737844940867276,35.049019607843135,1610612762,39,41,2021-12-12T00:55:38Z,2450000,75.0,105.0,1,left,MISS J. Clarkson 12' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,12.88,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M16.00S,2021-12-12T00:55:37.5Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,39,41,2021-12-12T00:55:38Z,2460000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,248.0,4.0,2.0,2.0,,,,,,,,,,,
250,PT04M16.00S,2021-12-12T00:55:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,5.590000152587891,50.0,1610612762,39,43,2021-12-12T00:55:37Z,2470000,0.0,0.0,1,left,H. Whiteside tip Layup (4 PTS),[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
251,PT04M04.00S,2021-12-12T00:55:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,92.0335085413929,49.01960784313726,1610612764,41,43,2021-12-12T00:55:55Z,2480000,-5.0,22.0,1,right,R. Neto cutting Layup (9 PTS),[203526],1610612764.0,WAS,cutting,,,Neto,R. Neto,,,,,2.29,Made,9.0,,,,,,,,,,,,,,,,,,
253,PT03M38.00S,2021-12-12T00:56:15.5Z,2,REGULAR,3pt,Jump Shot,[],1628378,34.346254927726676,62.00980392156863,1610612762,41,43,2021-12-12T00:56:24Z,2500000,-60.0,270.0,1,left,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
254,PT03M35.00S,2021-12-12T00:56:18.5Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,41,43,2021-12-12T00:56:24Z,2510000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,,
255,PT03M33.00S,2021-12-12T00:56:21.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,8.196452036793687,49.26470588235294,1610612762,41,45,2021-12-12T00:56:26Z,2520000,4.0,25.0,1,left,H. Whiteside alley-oop DUNK (6 PTS) (J. Clarkson 3 AST),"[202355, 203903]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,2.48,Made,6.0,J. Clarkson,203903.0,3.0,,,,,,,,,,,,,,,
257,PT03M33.00S,2021-12-12T00:56:30.6Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612764,41,45,2021-12-12T00:56:30Z,2540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M16.00S,2021-12-12T00:56:49.1Z,2,REGULAR,3pt,Jump Shot,[],203484,71.40275952693824,77.20588235294117,1610612764,41,45,2021-12-12T00:56:52Z,2550000,136.0,216.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
259,PT03M14.00S,2021-12-12T00:56:51.1Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,41,45,2021-12-12T00:56:52Z,2560000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,
