actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
19,PT10M35.00S,2022-01-20T00:12:32.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,3,4,2022-01-20T00:12:32Z,190000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,18.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
20,PT10M28.00S,2022-01-20T00:12:38.5Z,1,REGULAR,3pt,Jump Shot,[],202681,69.95729303547964,76.22549019607843,1610612751,3,7,2022-01-20T00:12:43Z,200000,131.0,230.0,1,right,K. Irving 26' 3PT pullup (5 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,26.47,Made,,5.0,,,,,,,,,,,,,,,,,
22,PT10M17.00S,2022-01-20T00:12:55.0Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612764,3,7,2022-01-20T00:13:01Z,220000,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Gafford 2 FT),"[1630549, 1629655]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,203591.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
24,PT10M17.00S,2022-01-20T00:13:18.4Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,4,7,2022-01-20T00:13:18Z,240000,,,0,,D. Gafford Free Throw 1 of 2 (4 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,,4.0,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2022-01-20T00:13:18.4Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,4,7,2022-01-20T00:13:38Z,250000,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M14.00S,2022-01-20T00:13:21.4Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,4,7,2022-01-20T00:13:38Z,260000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,25.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
27,PT10M02.00S,2022-01-20T00:13:49.5Z,1,REGULAR,3pt,Jump Shot,[],202681,66.01511169513799,71.07843137254902,1610612751,4,7,2022-01-20T00:13:54Z,270000,105.0,267.0,1,right,MISS K. Irving 28' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,28.71,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M58.00S,2022-01-20T00:13:53.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,4,7,2022-01-20T00:13:54Z,280000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,27.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
29,PT09M50.00S,2022-01-20T00:14:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.619579500657039,46.81372549019608,1610612764,6,7,2022-01-20T00:14:07Z,290000,16.0,10.0,1,left,D. Gafford cutting Layup (6 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,1.86,Made,,6.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,,
31,PT09M35.00S,2022-01-20T00:14:17.2Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612751,6,7,2022-01-20T00:14:26Z,310000,,,0,,B. Beal shooting personal FOUL (1 PF) (Sharpe 2 FT),"[203078, 1630549]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,203591.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,
33,PT09M35.00S,2022-01-20T00:14:44.1Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,6,8,2022-01-20T00:14:44Z,330000,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
34,PT09M35.00S,2022-01-20T00:14:59.4Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,6,9,2022-01-20T00:14:59Z,340000,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Made,,4.0,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2022-01-20T00:15:12.8Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,6,9,2022-01-20T00:15:20Z,350000,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612764.0,WAS,bad pass,,,Beal,B. Beal,,,,,,,,,,,,202049.0,,,,,,,,1.0,,,,,
36,PT09M24.00S,2022-01-20T00:15:22.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,6,9,2022-01-20T00:15:22Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M15.00S,2022-01-20T00:15:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,91.50788436268068,46.568627450980394,1610612751,6,9,2022-01-20T00:15:42Z,370000,-17.0,27.0,1,right,MISS J. Harden Layup - blocked,"[201935, 1628398]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.23,Missed,,,,,,,,,,,,,,,Kuzma,1628398.0,,,
38,PT09M15.00S,2022-01-20T00:15:31.3Z,1,REGULAR,block,,[],1628398,,,1610612751,6,9,2022-01-20T00:15:39Z,380000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M15.00S,2022-01-20T00:15:31.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,6,9,2022-01-20T00:15:42Z,390000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
40,PT09M15.00S,2022-01-20T00:15:44.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,6,9,2022-01-20T00:15:44Z,400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M02.00S,2022-01-20T00:15:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202681,91.50788436268068,49.01960784313726,1610612751,6,11,2022-01-20T00:16:05Z,410000,-5.0,27.0,1,right,K. Irving reverse Layup (7 PTS) (J. Harden 1 AST),"[202681, 201935]",1610612751.0,BKN,reverse,,,Irving,K. Irving,,,,,2.77,Made,,7.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
43,PT08M59.00S,2022-01-20T00:16:05.4Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612764,6,11,2022-01-20T00:19:14Z,430000,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612764.0,WAS,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,202049.0,,,,,,,,1.0,,,,,
44,PT08M48.00S,2022-01-20T00:16:20.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,86.64586070959264,40.19607843137255,1610612751,6,13,2022-01-20T00:16:24Z,440000,-49.0,73.0,1,right,J. Harden 8' floating Jump Shot (2 PTS),[201935],1610612751.0,BKN,floating,,,Harden,J. Harden,,,,,8.79,Made,,2.0,,,,,,,,,,,,,,,,,
45,PT08M35.00S,2022-01-20T00:16:33.5Z,1,REGULAR,2pt,Jump Shot,[],203484,4.12286465177398,17.15686274509804,1610612764,8,13,2022-01-20T00:16:38Z,450000,164.0,-14.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (2 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,16.48,Made,,2.0,,,,,,,,,,,,,,,,,
46,PT08M19.00S,2022-01-20T00:16:52.3Z,1,REGULAR,turnover,traveling,[],1630556,,,1610612751,8,13,2022-01-20T00:17:00Z,460000,,,0,,K. Edwards traveling TURNOVER (1 TO),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,203591.0,,,,,,,,1.0,,,,,
47,PT08M07.00S,2022-01-20T00:17:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,6.8823915900131425,54.90196078431372,1610612764,10,13,2022-01-20T00:17:22Z,470000,-25.0,12.0,1,left,S. Dinwiddie driving Layup (2 PTS),[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,2.74,Made,,2.0,,,,,,,,,,,,,,,,,
48,PT07M49.00S,2022-01-20T00:17:34.6Z,1,REGULAR,3pt,Jump Shot,[],201988,88.48554533508542,96.32352941176471,1610612751,10,16,2022-01-20T00:17:39Z,480000,232.0,56.0,1,right,P. Mills 3PT  (3 PTS) (D. Sharpe 1 AST),"[201988, 1630549]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.82,Made,,3.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,,,,,
50,PT07M36.00S,2022-01-20T00:17:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,9.247700394218143,41.17647058823529,1610612764,10,16,2022-01-20T00:17:53Z,500000,44.0,34.0,1,left,MISS S. Dinwiddie floating Shot,[203915],1610612764.0,WAS,floating,,,Dinwiddie,S. Dinwiddie,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M33.00S,2022-01-20T00:17:50.9Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,10,16,2022-01-20T00:17:53Z,510000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,50.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
52,PT07M29.00S,2022-01-20T00:17:55.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,89.93101182654402,46.81372549019608,1610612751,10,16,2022-01-20T00:18:00Z,520000,-16.0,42.0,1,right,MISS J. Harden Layup,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2022-01-20T00:17:59.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,10,16,2022-01-20T00:18:00Z,540000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,52.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
55,PT07M14.00S,2022-01-20T00:18:09.4Z,1,REGULAR,3pt,Jump Shot,[],203078,26.461892247043366,87.00980392156862,1610612764,10,16,2022-01-20T00:18:14Z,550000,-185.0,196.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-01-20T00:18:12.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,10,16,2022-01-20T00:18:14Z,560000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,55.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
57,PT07M04.00S,2022-01-20T00:18:19.2Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,10,16,2022-01-20T00:18:23Z,570000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 203915]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,1.0,,,Dinwiddie,203915.0,
58,PT07M04.00S,2022-01-20T00:18:19.2Z,1,REGULAR,steal,,[],203915,,,1610612764,10,16,2022-01-20T00:18:21Z,580000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-01-20T00:18:28.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,6.8823915900131425,52.69607843137255,1610612764,12,16,2022-01-20T00:18:33Z,590000,-13.0,12.0,1,left,D. Gafford alley-oop DUNK (8 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.82,Made,,8.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
61,PT06M38.00S,2022-01-20T00:18:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,86.64586070959264,43.13725490196079,1610612751,12,16,2022-01-20T00:18:55Z,610000,-34.0,73.0,1,right,MISS J. Harden 8' Layup - blocked,"[201935, 1629655]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,8.07,Missed,,,,,,,,,,,,,,,Gafford,1629655.0,,,
62,PT06M38.00S,2022-01-20T00:18:49.1Z,1,REGULAR,block,,[],1629655,,,1610612751,12,16,2022-01-20T00:18:52Z,620000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M38.00S,2022-01-20T00:18:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,12,16,2022-01-20T00:18:55Z,630000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2022-01-20T00:18:56.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,12,16,2022-01-20T00:18:56Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2022-01-20T00:18:59.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,12,16,2022-01-20T00:18:59Z,650000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M38.00S,2022-01-20T00:21:10.4Z,1,REGULAR,substitution,out,[],203915,,,1610612751,12,16,2022-01-20T00:21:42Z,660000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2022-01-20T00:21:10.4Z,1,REGULAR,substitution,in,[],1630557,,,1610612751,12,16,2022-01-20T00:21:42Z,670000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2022-01-20T00:21:57.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202681,86.90867279894876,42.64705882352941,1610612751,12,18,2022-01-20T00:22:02Z,680000,-37.0,71.0,1,right,K. Irving 7' pullup Jump Shot (9 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,7.96,Made,,9.0,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2022-01-20T00:22:19.3Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612764,12,18,2022-01-20T00:22:29Z,690000,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Beal 2 FT),"[1630549, 203078]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,203591.0,2.0,0.0,Beal,203078.0,,,,,,,,,
71,PT06M12.00S,2022-01-20T00:22:44.5Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,12,18,2022-01-20T00:22:44Z,710000,,,0,,MISS B. Beal Free Throw 1 of 2,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M12.00S,2022-01-20T00:22:44.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,12,18,2022-01-20T00:22:44Z,720000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,
73,PT06M12.00S,2022-01-20T00:22:45.4Z,1,REGULAR,substitution,out,[],201988,,,1610612764,12,18,2022-01-20T00:22:53Z,730000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M12.00S,2022-01-20T00:22:45.4Z,1,REGULAR,substitution,out,[],1630549,,,1610612764,12,18,2022-01-20T00:22:53Z,740000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M12.00S,2022-01-20T00:22:45.4Z,1,REGULAR,substitution,in,[],1630560,,,1610612764,12,18,2022-01-20T00:22:53Z,750000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2022-01-20T00:22:45.4Z,1,REGULAR,substitution,in,[],200746,,,1610612764,12,18,2022-01-20T00:22:53Z,760000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2022-01-20T00:23:07.0Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,13,18,2022-01-20T00:23:07Z,770000,,,0,,B. Beal Free Throw 2 of 2 (1 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2022-01-20T00:23:23.5Z,1,REGULAR,2pt,Jump Shot,[],200746,76.00197109067017,52.450980392156865,1610612751,13,20,2022-01-20T00:24:03Z,780000,12.0,173.0,1,right,L. Aldridge 17' Jump Shot (2 PTS) (J. Harden 2 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.35,Made,,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
80,PT05M41.00S,2022-01-20T00:23:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.802233902759525,55.63725490196079,1610612764,13,20,2022-01-20T00:23:47Z,800000,-28.0,21.0,1,left,MISS B. Beal Layup - blocked,"[203078, 200746]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,3.5,Missed,,,,,,,,,,,,,,,Aldridge,200746.0,,,
81,PT05M41.00S,2022-01-20T00:23:39.0Z,1,REGULAR,block,,[],200746,,,1610612764,13,20,2022-01-20T00:23:42Z,810000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M38.00S,2022-01-20T00:23:42.0Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,13,20,2022-01-20T00:23:47Z,820000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,80.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
83,PT05M28.00S,2022-01-20T00:23:52.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203484,15.292378449408673,49.50980392156863,1610612764,15,20,2022-01-20T00:23:57Z,830000,2.0,91.0,1,left,K. Caldwell-Pope 9' Jump Shot (4 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,9.12,Made,,4.0,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2022-01-20T00:24:02.9Z,1,REGULAR,2pt,Jump Shot,[],200746,77.18462549277267,40.68627450980392,1610612751,15,22,2022-01-20T00:24:49Z,840000,-47.0,162.0,1,right,L. Aldridge 16' pullup Jump Shot (4 PTS) (J. Harden 3 AST),"[200746, 201935]",1610612751.0,BKN,pullup,,,Aldridge,L. Aldridge,,,,,16.86,Made,,4.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
86,PT05M02.00S,2022-01-20T00:24:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612764,15,22,2022-01-20T00:24:32Z,860000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630560, 203484]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,202049.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
88,PT05M02.00S,2022-01-20T00:24:46.0Z,1,REGULAR,freethrow,1 of 2,[],203484,,,1610612764,16,22,2022-01-20T00:24:46Z,880000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (5 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
89,PT05M02.00S,2022-01-20T00:24:47.1Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,16,22,2022-01-20T00:24:52Z,890000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2022-01-20T00:24:47.1Z,1,REGULAR,substitution,in,[],1628418,,,1610612764,16,22,2022-01-20T00:24:52Z,900000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M02.00S,2022-01-20T00:25:05.1Z,1,REGULAR,freethrow,2 of 2,[],203484,,,1610612764,17,22,2022-01-20T00:25:05Z,910000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (6 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
92,PT04M47.00S,2022-01-20T00:25:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,84.1491458607096,63.23529411764706,1610612751,17,24,2022-01-20T00:25:25Z,920000,66.0,96.0,1,right,K. Irving 11' pullup Jump Shot (11 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,11.7,Made,,11.0,,,,,,,,,,,,,,,,,
