actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
534,PT05M08.00S,2021-11-23T01:44:42.3Z,3,REGULAR,substitution,out,[],203484,,,1610612766,62,77,2021-11-23T01:56:53Z,4405000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M08.00S,2021-11-23T01:44:42.3Z,3,REGULAR,substitution,in,[],1630166,,,1610612766,62,77,2021-11-23T01:56:53Z,4412500,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M01.00S,2021-11-23T01:45:00.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,74.72076215505913,84.06862745098039,1610612766,62,77,2021-11-23T01:45:06Z,4420000,170.0,185.0,1,right,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,,
450,PT04M59.00S,2021-11-23T01:45:02.9Z,3,REGULAR,rebound,defensive,[],203526,,,1610612764,62,77,2021-11-23T01:45:06Z,4430000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,449.0,2.0,2.0,0.0,,,,,,,,,,,,,
452,PT04M56.00S,2021-11-23T01:45:05.8Z,3,REGULAR,turnover,bad pass,[],203526,,,1610612764,62,77,2021-11-23T01:45:11Z,4450000,,,0,,R. Neto bad pass TURNOVER (3 TO),"[203526, 1626179]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,3.0,,,,,,,,,,,,,,,,,Rozier,1626179.0,
453,PT04M56.00S,2021-11-23T01:45:05.8Z,3,REGULAR,steal,,[],1626179,,,1610612766,62,77,2021-11-23T02:01:40Z,4460000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M49.00S,2021-11-23T01:45:17.8Z,3,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,62,77,2021-11-23T01:45:27Z,4470000,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,lost ball,,,Bridges,M. Bridges,,,,,1204.0,2.0,,,,,,,,,,,,,,,,,,,
455,PT04M49.00S,2021-11-23T01:45:20.5Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,62,77,2021-11-23T01:45:30Z,4480000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M49.00S,2021-11-23T01:45:20.5Z,3,REGULAR,substitution,out,[],1628970,,,1610612764,62,77,2021-11-23T01:45:30Z,4490000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M49.00S,2021-11-23T01:45:20.5Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,62,77,2021-11-23T01:45:30Z,4500000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M49.00S,2021-11-23T01:45:20.5Z,3,REGULAR,substitution,in,[],1626162,,,1610612764,62,77,2021-11-23T01:45:30Z,4510000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M37.00S,2021-11-23T01:45:49.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,7.835085413929041,60.29411764705882,1610612764,62,77,2021-11-23T01:45:54Z,4520000,-51.0,21.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,5.57,Missed,,,,,,,,,,,,,,,,,
460,PT04M32.00S,2021-11-23T01:45:53.1Z,3,REGULAR,rebound,offensive,[],1626149,,,1610612764,62,77,2021-11-23T01:45:53Z,4530000,,,0,,M. Harrell REBOUND (Off:4 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,459.0,9.0,5.0,4.0,,,,,,,,,,,,,
461,PT04M32.00S,2021-11-23T01:45:53.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,5.590000152587891,50.0,1610612764,64,77,2021-11-23T01:45:53Z,4540000,0.0,0.0,1,left,M. Harrell putback DUNK (11 PTS),[1626149],1610612764.0,WAS,putback,,,Harrell,M. Harrell,,,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,
462,PT04M28.00S,2021-11-23T01:45:57.1Z,3,REGULAR,3pt,Jump Shot,[],1626162,96.40275952693824,96.32352941176471,1610612766,64,77,2021-11-23T01:46:07Z,4550000,232.0,-19.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,23.24,Missed,,,,,,,,,,,,,,,,,
463,PT04M23.00S,2021-11-23T01:46:02.1Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,64,77,2021-11-23T01:46:07Z,4560000,,,0,,M. Harrell REBOUND (Off:4 Def:6),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,462.0,10.0,6.0,4.0,,,,,,,,,,,,,
464,PT04M20.00S,2021-11-23T01:47:00.1Z,3,REGULAR,jumpball,recovered,[],203078,,,1610612764,64,77,2021-11-23T01:47:00Z,4570000,,,0,,Jump Ball M. Harrell vs. T. Rozier: Tip to B. Beal,"[203078, 1626149, 1626179]",1610612764.0,WAS,heldball,B. Beal,203078.0,Beal,B. Beal,Harrell,1626149.0,Rozier,1626179.0,,,,,,,,,,,,,,,,,,,,,
467,PT04M12.00S,2021-11-23T01:47:08.6Z,3,REGULAR,turnover,lost ball,[],203078,,,1610612764,64,77,2021-11-23T01:47:13Z,4600000,,,0,,B. Beal lost ball TURNOVER (2 TO),"[203078, 1628998]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,2.0,,,,,,,,,,,,,,,,,Martin,1628998.0,
468,PT04M12.00S,2021-11-23T01:47:08.6Z,3,REGULAR,steal,,[],1628998,,,1610612766,64,77,2021-11-23T01:47:11Z,4610000,,,0,,C. Martin STEAL (2 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M12.00S,2021-11-23T01:47:12.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203078,,,1610612766,64,77,2021-11-23T01:47:23Z,4620000,,,0,,B. Beal take personal FOUL (2 PF) (Martin 2 FT),"[203078, 1628998]",1610612764.0,WAS,take,,,Beal,B. Beal,,,,,1627519.0,,,,,,,,,2.0,0.0,Martin,1628998.0,,,,,,,,
471,PT04M12.00S,2021-11-23T01:47:41.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628998,,,1610612766,64,77,2021-11-23T01:48:16Z,4640000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,
472,PT04M12.00S,2021-11-23T01:47:41.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,64,77,2021-11-23T01:48:16Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,
473,PT04M12.00S,2021-11-23T01:47:41.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628998,,,1610612766,64,77,2021-11-23T01:48:16Z,4660000,,,0,,MISS C. Martin Free Throw 2 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,
474,PT04M10.00S,2021-11-23T01:47:43.3Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,64,77,2021-11-23T01:48:16Z,4670000,,,0,,B. Beal REBOUND (Off:3 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,473.0,5.0,2.0,3.0,,,,,,,,,,,,,
475,PT03M53.00S,2021-11-23T01:48:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203526,9.149145860709593,45.09803921568628,1610612764,64,77,2021-11-23T01:48:39Z,4680000,25.0,34.0,1,left,MISS R. Neto driving finger roll Layup,[203526],1610612764.0,WAS,driving finger roll,,,Neto,R. Neto,,,,,,,4.15,Missed,,,,,,,,,,,,,,,,,
476,PT03M51.00S,2021-11-23T01:48:33.4Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,64,77,2021-11-23T01:48:39Z,4690000,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,475.0,3.0,1.0,2.0,,,,,,,,,,,,,
477,PT03M51.00S,2021-11-23T01:48:36.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,64,77,2021-11-23T01:48:36Z,4700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M51.00S,2021-11-23T01:48:40.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,64,77,2021-11-23T01:48:43Z,4710000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M51.00S,2021-11-23T01:48:40.0Z,3,REGULAR,substitution,in,[],202330,,,1610612766,64,77,2021-11-23T01:48:43Z,4720000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M44.00S,2021-11-23T01:49:03.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612766,64,77,2021-11-23T01:49:10Z,4730000,,,0,,D. Avdija personal FOUL (2 PF) (Hayward 2 FT),"[1630166, 202330]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1627519.0,,,,,,,,,2.0,0.0,Hayward,202330.0,,,,,,,,
482,PT03M44.00S,2021-11-23T01:49:28.4Z,3,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,64,78,2021-11-23T01:49:28Z,4750000,,,0,,G. Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
483,PT03M44.00S,2021-11-23T01:49:29.0Z,3,REGULAR,substitution,out,[],203526,,,1610612766,64,78,2021-11-23T01:49:31Z,4760000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M44.00S,2021-11-23T01:49:29.0Z,3,REGULAR,substitution,in,[],1628988,,,1610612766,64,78,2021-11-23T01:49:31Z,4770000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M44.00S,2021-11-23T01:49:46.5Z,3,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,64,79,2021-11-23T01:49:46Z,4780000,,,0,,G. Hayward Free Throw 2 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
486,PT03M31.00S,2021-11-23T01:49:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,9.280551905387648,53.92156862745098,1610612764,66,79,2021-11-23T01:50:06Z,4790000,-20.0,35.0,1,left,D. Avdija reverse Layup (6 PTS) (B. Beal 7 AST),"[1630166, 203078]",1610612764.0,WAS,reverse,,,Avdija,D. Avdija,,,,,,,3.99,Made,,,,,6.0,,,,,,,B. Beal,203078.0,7.0,,,
488,PT03M16.00S,2021-11-23T01:50:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.52496714848883,39.950980392156865,1610612766,66,81,2021-11-23T01:51:06Z,4810000,-50.0,102.0,1,right,G. Hayward 11' Jump Shot (13 PTS) (L. Ball 6 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,11.4,Made,,,,,13.0,,,,,,,L. Ball,1630163.0,6.0,,,
490,PT02M54.00S,2021-11-23T01:50:35.9Z,3,REGULAR,2pt,Jump Shot,[],1630557,20.844283837056505,36.27450980392157,1610612764,68,81,2021-11-23T01:50:39Z,4830000,69.0,143.0,1,left,C. Kispert 15' pullup Jump Shot (2 PTS) (A. Holiday 1 AST),"[1630557, 1628988]",1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,,,15.9,Made,,,,,2.0,,,,,,,A. Holiday,1628988.0,1.0,,,
492,PT02M37.00S,2021-11-23T01:50:53.6Z,3,REGULAR,3pt,Jump Shot,[],1630163,66.44218134034165,65.68627450980392,1610612766,68,81,2021-11-23T01:51:08Z,4850000,78.0,263.0,1,right,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,27.43,Missed,,,,,,,,,,,,,,,,,
493,PT02M37.00S,2021-11-23T01:50:53.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,68,81,2021-11-23T01:51:08Z,4860000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,
494,PT02M37.00S,2021-11-23T01:50:57.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,68,81,2021-11-23T01:50:57Z,4870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M17.00S,2021-11-23T01:51:25.1Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612764,68,81,2021-11-23T01:51:30Z,4880000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630163]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,1.0,,,,,,,,,,,,,,,,,Ball,1630163.0,
496,PT02M17.00S,2021-11-23T01:51:25.1Z,3,REGULAR,steal,,[],1630163,,,1610612766,68,81,2021-11-23T01:51:27Z,4890000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M12.00S,2021-11-23T01:51:30.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,94.1688567674113,65.19607843137256,1610612766,68,81,2021-11-23T01:51:39Z,4900000,76.0,2.0,1,right,MISS L. Ball 7' driving Layup - blocked,"[1630163, 203078]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,,7.6,Missed,,,,,,,,,,Beal,203078.0,,,,,,
498,PT02M12.00S,2021-11-23T01:51:30.4Z,3,REGULAR,block,,[],203078,,,1610612766,68,81,2021-11-23T01:51:34Z,4910000,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M12.00S,2021-11-23T01:51:30.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,68,81,2021-11-23T01:51:39Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,
500,PT02M12.00S,2021-11-23T01:51:36.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,68,81,2021-11-23T01:51:36Z,4930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M12.00S,2021-11-23T01:51:38.8Z,3,REGULAR,substitution,out,[],1630208,,,1610612766,68,81,2021-11-23T01:51:42Z,4940000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M12.00S,2021-11-23T01:51:38.8Z,3,REGULAR,substitution,in,[],1628970,,,1610612766,68,81,2021-11-23T01:51:42Z,4950000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M10.00S,2021-11-23T01:51:55.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626162,83.39356110381078,96.32352941176471,1610612766,68,81,2021-11-23T01:52:00Z,4960000,232.0,104.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,25.37,Missed,,,,,,,,,,,,,,,,,
504,PT02M07.00S,2021-11-23T01:51:58.7Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,68,81,2021-11-23T01:52:00Z,4970000,,,0,,M. Harrell REBOUND (Off:4 Def:7),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,503.0,11.0,7.0,4.0,,,,,,,,,,,,,
505,PT02M02.00S,2021-11-23T01:52:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,9.543363994743759,57.84313725490197,1610612764,68,81,2021-11-23T01:52:10Z,4980000,-39.0,37.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,5.4,Missed,,,,,,,,,,,,,,,,,
506,PT02M00.00S,2021-11-23T01:52:06.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,68,81,2021-11-23T01:52:10Z,4990000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,505.0,3.0,2.0,1.0,,,,,,,,,,,,,
507,PT01M54.00S,2021-11-23T01:52:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,91.27792378449409,56.372549019607845,1610612766,68,81,2021-11-23T01:52:21Z,5000000,32.0,29.0,1,right,MISS G. Hayward Layup,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,4.34,Missed,,,,,,,,,,,,,,,,,
508,PT01M51.00S,2021-11-23T01:52:14.7Z,3,REGULAR,rebound,offensive,[],1628998,,,1610612766,68,81,2021-11-23T01:52:14Z,5010000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,507.0,1.0,0.0,1.0,,,,,,,,,,,,,
509,PT01M47.00S,2021-11-23T01:52:19.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,90.09526938239159,95.34313725490196,1610612766,68,81,2021-11-23T01:52:27Z,5020000,227.0,41.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,23.03,Missed,,,,,,,,,,,,,,,,,
510,PT01M46.00S,2021-11-23T01:52:20.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,68,81,2021-11-23T01:52:27Z,5030000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,
511,PT01M46.00S,2021-11-23T01:52:26.2Z,3,REGULAR,foul,personal,[],1626162,,,1610612764,68,81,2021-11-23T01:52:34Z,5040000,,,0,,K. Oubre Jr. loose ball personal FOUL (3 PF),"[1626162, 203078]",1610612766.0,CHA,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,200834.0,,,,,,,,,3.0,0.0,Beal,203078.0,,,,,,,,
513,PT01M25.00S,2021-11-23T01:53:01.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,7.703679369250986,54.90196078431373,1610612764,70,81,2021-11-23T01:53:06Z,5060000,-25.0,20.0,1,left,M. Harrell cutting DUNK (13 PTS) (D. Avdija 1 AST),"[1626149, 1630166]",1610612764.0,WAS,cutting,,,Harrell,M. Harrell,,,,,,,3.16,Made,,,,,13.0,,,,,,,D. Avdija,1630166.0,1.0,,,
515,PT01M10.00S,2021-11-23T01:53:19.0Z,3,REGULAR,foul,offensive,[],1630163,,,1610612766,70,81,2021-11-23T01:53:25Z,5080000,,,0,,L. Ball charge offensive FOUL (1 PF),"[1630163, 203078]",1610612766.0,CHA,charge,,,Ball,L. Ball,,,,,200834.0,,,,,,,,,1.0,0.0,Beal,203078.0,,,,,,,,
517,PT01M10.00S,2021-11-23T01:53:19.0Z,3,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,70,81,2021-11-23T01:53:19Z,5100000,,,0,,L. Ball offensive foul TURNOVER (5 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,200834.0,5.0,,,,,,,,,,,,,,,,,,,
518,PT01M10.00S,2021-11-23T01:53:30.7Z,3,REGULAR,substitution,out,[],1630163,,,1610612764,70,81,2021-11-23T01:53:36Z,5110000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT01M10.00S,2021-11-23T01:53:30.7Z,3,REGULAR,substitution,in,[],1626179,,,1610612764,70,81,2021-11-23T01:53:36Z,5120000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M55.50S,2021-11-23T01:54:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,7.178055190538765,47.30392156862745,1610612764,70,81,2021-11-23T01:54:08Z,5130000,13.0,15.0,1,left,MISS B. Beal cutting Layup,[203078],1610612764.0,WAS,cutting,,,Beal,B. Beal,,,,,,,2.02,Missed,,,,,,,,,,,,,,,,,
521,PT00M53.60S,2021-11-23T01:54:02.6Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,70,81,2021-11-23T01:54:08Z,5140000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,520.0,4.0,3.0,1.0,,,,,,,,,,,,,
522,PT00M49.40S,2021-11-23T01:54:06.7Z,3,REGULAR,3pt,Jump Shot,[],1626179,95.22010512483574,3.431372549019608,1610612766,70,81,2021-11-23T01:54:15Z,5150000,-233.0,-8.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,,
523,PT00M49.40S,2021-11-23T01:54:06.7Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,70,81,2021-11-23T01:54:15Z,5160000,,,0,,M. Harrell REBOUND (Off:4 Def:8),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,522.0,12.0,8.0,4.0,,,,,,,,,,,,,
524,PT00M39.60S,2021-11-23T01:54:18.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,70,81,2021-11-23T01:54:18Z,5170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT00M38.40S,2021-11-23T01:54:42.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,70,81,2021-11-23T01:54:42Z,5180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT00M31.50S,2021-11-23T01:55:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628988,34.247700394218136,45.588235294117645,1610612764,73,81,2021-11-23T01:55:08Z,5190000,22.0,269.0,1,left,A. Holiday 27' 3PT pullup (5 PTS),[1628988],1610612764.0,WAS,pullup,,,Holiday,A. Holiday,,,,,,,27.03,Made,,,,,5.0,,,,,,,,,,,,
527,PT00M08.60S,2021-11-23T01:55:29.3Z,3,REGULAR,2pt,Jump Shot,[],1626179,79.71419185282524,33.82352941176471,1610612766,73,83,2021-11-23T01:55:33Z,5200000,-81.0,138.0,1,right,T. Rozier 16' step back Jump Shot (23 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,16.01,Made,,,,,23.0,,,,,,,,,,,,
528,PT00M02.60S,2021-11-23T01:55:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,6.389618922470433,57.84313725490197,1610612764,73,83,2021-11-23T01:55:54Z,5210000,-39.0,8.0,1,left,MISS A. Holiday floating Shot,[1628988],1610612764.0,WAS,floating,,,Holiday,A. Holiday,,,,,,,3.99,Missed,,,,,,,,,,,,,,,,,
529,PT00M02.60S,2021-11-23T01:55:44.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,73,83,2021-11-23T01:55:44Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,
530,PT00M02.60S,2021-11-23T01:55:46.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,73,83,2021-11-23T01:55:46Z,5230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT00M01.20S,2021-11-23T01:56:04.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,30.699737187910642,13.23529411764706,1610612764,73,83,2021-11-23T01:56:11Z,5240000,184.0,236.0,1,left,MISS C. Kispert 29' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,29.92,Missed,,,,,,,,,,,,,,,,,
532,PT00M01.20S,2021-11-23T01:56:04.1Z,3,REGULAR,rebound,offensive,[],1628988,,,1610612764,73,83,2021-11-23T01:56:11Z,5250000,,,0,,A. Holiday REBOUND (Off:1 Def:0),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,531.0,1.0,0.0,1.0,,,,,,,,,,,,,
533,PT00M00.00S,2021-11-23T01:56:14.6Z,3,REGULAR,period,end,[],0,,,1610612764,73,83,2021-11-23T01:56:14Z,5260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2021-11-23T01:58:12.8Z,4,REGULAR,substitution,out,['startperiod'],203078,,,1610612764,73,83,2021-11-23T01:58:35Z,5270000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2021-11-23T01:58:12.8Z,4,REGULAR,substitution,out,['startperiod'],1628998,,,1610612764,73,83,2021-11-23T01:58:35Z,5280000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2021-11-23T01:58:12.8Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612764,73,83,2021-11-23T01:58:35Z,5290000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
