actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
288,PT04M27.00S,2021-12-31T00:54:50.5Z,2,REGULAR,substitution,out,[],1629685,,,1610612739,46,44,2021-12-31T00:54:55Z,2720000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M27.00S,2021-12-31T00:54:50.5Z,2,REGULAR,substitution,in,[],203484,,,1610612739,46,44,2021-12-31T00:54:55Z,2730000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M27.00S,2021-12-31T00:54:50.5Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,46,44,2021-12-31T00:54:55Z,2740000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M27.00S,2021-12-31T00:55:08.7Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,46,44,2021-12-31T00:55:08Z,2750000,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Missed,,,,,,,,,,,,,,,
292,PT04M25.00S,2021-12-31T00:55:09.7Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,46,44,2021-12-31T00:55:09Z,2760000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,
293,PT04M08.00S,2021-12-31T00:55:29.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,46,44,2021-12-31T00:55:29Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M04.00S,2021-12-31T00:55:48.8Z,2,REGULAR,3pt,Jump Shot,[],203078,67.36202365308804,63.48039215686274,1610612764,46,44,2021-12-31T00:55:54Z,2780000,67.0,254.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,,26.31,Missed,,,,,,,,,,,,,,,
295,PT04M01.00S,2021-12-31T00:55:51.8Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,46,44,2021-12-31T00:55:54Z,2790000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,294.0,3.0,3.0,0.0,,,,,,,
296,PT03M52.00S,2021-12-31T00:56:01.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201567,11.645860709592641,40.19607843137255,1610612739,46,46,2021-12-31T00:56:07Z,2800000,49.0,57.0,1,left,K. Love 7' turnaround bank Hook (15 PTS),[201567],1610612739.0,CLE,turnaround bank,,,Love,K. Love,,,,,,,,7.52,Made,15.0,,,,,,,,,,,,,,
297,PT03M39.00S,2021-12-31T00:56:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,89.96386333771353,54.41176470588235,1610612764,48,46,2021-12-31T00:56:19Z,2810000,22.0,42.0,1,right,K. Kuzma driving Layup (10 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,,,,4.73,Made,10.0,,,,,,,,,,,,,,
298,PT03M25.00S,2021-12-31T00:56:28.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630612,7.440867279894875,62.00980392156863,1610612739,48,46,2021-12-31T00:56:35Z,2820000,-60.0,17.0,1,left,MISS R. Nembhard Jr. 6' driving Layup - blocked,"[1630612, 1629655]",1610612739.0,CLE,driving,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,6.25,Missed,,,,,,,,,Gafford,1629655.0,,,,,
299,PT03M25.00S,2021-12-31T00:56:28.9Z,2,REGULAR,block,,[],1629655,,,1610612739,48,46,2021-12-31T00:56:31Z,2830000,,,0,,D. Gafford BLOCK (3 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M21.00S,2021-12-31T00:56:32.9Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,48,46,2021-12-31T00:56:35Z,2840000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,298.0,1.0,1.0,0.0,,,,,,,
301,PT03M17.00S,2021-12-31T00:56:35.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203078,92.46057818659659,51.71568627450981,1610612764,50,46,2021-12-31T01:17:18Z,2850000,9.0,18.0,1,right,B. Beal running Layup (17 PTS) (K. Caldwell-Pope 2 AST),"[203078, 203484]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,,,,2.03,Made,17.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,
303,PT03M05.00S,2021-12-31T00:56:49.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612739,50,46,2021-12-31T00:56:57Z,2870000,,,0,,K. Caldwell-Pope personal FOUL (2 PF) (Love 2 FT),"[203484, 201567]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Love,201567.0
305,PT03M05.00S,2021-12-31T00:57:19.1Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,50,47,2021-12-31T00:57:49Z,2890000,,,0,,K. Love Free Throw 1 of 2 (16 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
306,PT03M05.00S,2021-12-31T00:57:19.8Z,2,REGULAR,substitution,out,[],202954,,,1610612739,50,47,2021-12-31T00:57:26Z,2900000,,,0,,SUB out: B. Wanamaker,[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M05.00S,2021-12-31T00:57:19.8Z,2,REGULAR,substitution,out,[],1630612,,,1610612739,50,47,2021-12-31T00:57:26Z,2910000,,,0,,SUB out: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M05.00S,2021-12-31T00:57:19.8Z,2,REGULAR,substitution,in,[],1630557,,,1610612739,50,47,2021-12-31T00:57:26Z,2920000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M05.00S,2021-12-31T00:57:19.8Z,2,REGULAR,substitution,in,[],1630698,,,1610612739,50,47,2021-12-31T00:57:26Z,2930000,,,0,,SUB in: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M05.00S,2021-12-31T00:57:19.1Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,50,47,2021-12-31T00:57:49Z,2940000,,,0,,MISS K. Love Free Throw 2 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Missed,,,,,,,,,,,,,,,
311,PT03M02.00S,2021-12-31T00:57:22.1Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,50,47,2021-12-31T00:57:49Z,2950000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,310.0,4.0,4.0,0.0,,,,,,,
312,PT02M49.00S,2021-12-31T00:57:53.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.38042049934296,51.71568627450981,1610612764,52,47,2021-12-31T00:58:00Z,2960000,9.0,10.0,1,right,D. Gafford alley-oop DUNK (7 PTS) (B. Beal 5 AST),"[1629655, 203078]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,,,,1.3,Made,7.0,B. Beal,203078.0,5.0,,,,,,,,,,,
314,PT02M33.00S,2021-12-31T00:58:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,6.652431011826544,56.61764705882353,1610612739,52,47,2021-12-31T00:58:21Z,2980000,-33.0,10.0,1,left,MISS E. Mobley turnaround Shot - blocked,"[1630596, 1629655]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,3.46,Missed,,,,,,,,,Gafford,1629655.0,,,,,
315,PT02M33.00S,2021-12-31T00:58:09.8Z,2,REGULAR,block,,[],1629655,,,1610612739,52,47,2021-12-31T00:58:13Z,2990000,,,0,,D. Gafford BLOCK (4 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M28.00S,2021-12-31T00:58:14.8Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,52,47,2021-12-31T00:58:21Z,3000000,,,0,,E. Mobley REBOUND (Off:3 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,314.0,4.0,1.0,3.0,,,,,,,
317,PT02M27.00S,2021-12-31T00:58:15.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,9.280551905387648,56.86274509803921,1610612739,52,49,2021-12-31T00:58:24Z,3010000,-34.0,35.0,1,left,E. Mobley Hook (17 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,4.88,Made,17.0,,,,,,,,,,,,,,
318,PT02M18.00S,2021-12-31T00:58:24.1Z,2,REGULAR,2pt,Jump Shot,[],1630557,79.58278580814718,37.00980392156863,1610612764,52,49,2021-12-31T00:58:30Z,3020000,-65.0,139.0,1,right,MISS C. Kispert 15' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,,,,15.38,Missed,,,,,,,,,,,,,,,
319,PT02M16.00S,2021-12-31T00:58:26.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,52,49,2021-12-31T00:58:30Z,3030000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,318.0,6.0,6.0,0.0,,,,,,,
320,PT02M03.00S,2021-12-31T00:58:40.0Z,2,REGULAR,2pt,Jump Shot,[],1630596,19.793035479632064,80.3921568627451,1610612739,52,49,2021-12-31T00:58:49Z,3040000,-152.0,134.0,1,left,MISS E. Mobley 20' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,,,20.24,Missed,,,,,,,,,,,,,,,
321,PT01M59.00S,2021-12-31T00:58:44.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,52,49,2021-12-31T00:58:49Z,3050000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,320.0,5.0,5.0,0.0,,,,,,,
322,PT01M52.00S,2021-12-31T00:58:50.6Z,2,REGULAR,3pt,Jump Shot,[],203078,93.38042049934296,3.431372549019608,1610612764,52,49,2021-12-31T00:58:55Z,3060000,-233.0,10.0,1,right,MISS B. Beal 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,
323,PT01M48.00S,2021-12-31T00:58:54.6Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,52,49,2021-12-31T00:58:55Z,3070000,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,322.0,4.0,4.0,0.0,,,,,,,
324,PT01M44.00S,2021-12-31T00:58:58.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,7.046649145860711,49.01960784313725,1610612739,52,51,2021-12-31T01:20:40Z,3080000,5.0,14.0,1,left,I. Okoro running Layup (5 PTS) (K. Pangos 4 AST),"[1630171, 1630698]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,1.45,Made,5.0,K. Pangos,1630698.0,4.0,,,,,,,,,,,
326,PT01M44.00S,2021-12-31T00:59:03.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,52,51,2021-12-31T00:59:03Z,3100000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M44.00S,2021-12-31T01:01:25.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612764,52,51,2021-12-31T01:02:10Z,3110000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M44.00S,2021-12-31T01:01:25.1Z,2,REGULAR,substitution,in,[],1630205,,,1610612764,52,51,2021-12-31T01:02:10Z,3120000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M29.00S,2021-12-31T01:02:15.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.32917214191852,57.59803921568627,1610612764,54,51,2021-12-31T01:03:02Z,3130000,38.0,20.0,1,right,D. Gafford alley-oop DUNK (9 PTS) (B. Beal 6 AST),"[1629655, 203078]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,,,,4.28,Made,9.0,B. Beal,203078.0,6.0,,,,,,,,,,,
331,PT01M10.00S,2021-12-31T01:02:32.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,15.850854139290407,54.166666666666664,1610612739,54,51,2021-12-31T01:02:38Z,3150000,-21.0,96.0,1,left,MISS E. Mobley 9' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,9.87,Missed,,,,,,,,,,,,,,,
332,PT01M08.00S,2021-12-31T01:02:34.9Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,54,51,2021-12-31T01:02:38Z,3160000,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,331.0,3.0,3.0,0.0,,,,,,,
333,PT01M03.00S,2021-12-31T01:02:40.2Z,2,REGULAR,3pt,Jump Shot,[],203078,69.20170827858082,25.735294117647058,1610612764,54,51,2021-12-31T01:02:51Z,3170000,-121.0,237.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,,26.62,Missed,,,,,,,,,,,,,,,
334,PT00M59.50S,2021-12-31T01:02:43.7Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,54,51,2021-12-31T01:02:51Z,3180000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,333.0,2.0,2.0,0.0,,,,,,,
335,PT00M57.90S,2021-12-31T01:02:46.7Z,2,REGULAR,turnover,lost ball,[],1630205,,,1610612739,54,51,2021-12-31T01:22:56Z,3190000,,,0,,L. Stevens lost ball TURNOVER (1 TO),"[1630205, 203078]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,1.0,Beal,203078.0,,,,,,,,,,,,,,,,,
336,PT00M57.90S,2021-12-31T01:02:46.7Z,2,REGULAR,steal,,[],203078,,,1610612764,54,51,2021-12-31T01:02:49Z,3200000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M55.70S,2021-12-31T01:03:05.7Z,2,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,54,51,2021-12-31T01:37:00Z,3210000,,,0,,B. Beal lost ball out-of-bounds TURNOVER (1 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,1.0,,,,,,,,,,,,,,,203177.0,,,,
339,PT00M45.00S,2021-12-31T01:03:20.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630698,31.882391590013142,36.51960784313725,1610612739,54,51,2021-12-31T01:03:26Z,3220000,67.0,247.0,1,left,MISS K. Pangos 25' pullup 3PT,[1630698],1610612739.0,CLE,pullup,,,Pangos,K. Pangos,,,,,,,,25.62,Missed,,,,,,,,,,,,,,,
340,PT00M41.40S,2021-12-31T01:03:23.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,54,51,2021-12-31T01:03:26Z,3230000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,339.0,3.0,2.0,1.0,,,,,,,
341,PT00M31.90S,2021-12-31T01:03:34.2Z,2,REGULAR,2pt,Jump Shot,[],203078,88.25558475689881,65.93137254901961,1610612764,56,51,2021-12-31T01:03:43Z,3240000,80.0,58.0,1,right,B. Beal 9' floating Jump Shot (19 PTS),[203078],1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,,,,9.85,Made,19.0,,,,,,,,,,,,,,
342,PT00M13.00S,2021-12-31T01:03:54.0Z,2,REGULAR,turnover,bad pass,[],1630698,,,1610612739,56,51,2021-12-31T01:03:58Z,3250000,,,0,,K. Pangos bad pass TURNOVER (1 TO),"[1630698, 203484]",1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
343,PT00M13.00S,2021-12-31T01:03:54.0Z,2,REGULAR,steal,,[],203484,,,1610612764,56,51,2021-12-31T01:03:56Z,3260000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M10.00S,2021-12-31T01:03:57.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203078,92.9862023653088,51.9607843137255,1610612764,58,51,2021-12-31T01:25:09Z,3270000,10.0,13.0,1,right,B. Beal running DUNK (21 PTS) (C. Kispert 1 AST),"[203078, 1630557]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,,,,1.66,Made,21.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,
346,PT00M02.50S,2021-12-31T01:04:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,9.280551905387648,50.73529411764706,1610612739,58,51,2021-12-31T01:04:16Z,3290000,-4.0,35.0,1,left,MISS D. Wade cutting Layup - blocked,"[1629731, 1629655]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,,,,3.49,Missed,,,,,,,,,Gafford,1629655.0,,,,,
347,PT00M02.50S,2021-12-31T01:04:08.6Z,2,REGULAR,block,,[],1629655,,,1610612739,58,51,2021-12-31T01:04:12Z,3300000,,,0,,D. Gafford BLOCK (5 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M02.50S,2021-12-31T01:04:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,58,51,2021-12-31T01:04:16Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,
349,PT00M00.20S,2021-12-31T01:04:32.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,42.000657030223394,55.63725490196079,1610612739,58,51,2021-12-31T01:04:41Z,3320000,-28.0,342.0,1,left,MISS K. Love 34' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,34.35,Missed,,,,,,,,,,,,,,,
350,PT00M00.20S,2021-12-31T01:04:32.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,58,51,2021-12-31T01:04:41Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,
351,PT00M00.00S,2021-12-31T01:04:36.7Z,2,REGULAR,period,end,[],0,,,1610612739,58,51,2021-12-31T01:04:36Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,out,['startperiod'],1630557,,,1610612739,58,51,2021-12-31T01:19:59Z,3350000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,58,51,2021-12-31T01:19:59Z,3360000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612739,58,51,2021-12-31T01:19:59Z,3370000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,in,['startperiod'],202954,,,1610612739,58,51,2021-12-31T01:19:59Z,3380000,,,0,,SUB in: B. Wanamaker,[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612739,58,51,2021-12-31T01:19:59Z,3390000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-12-31T01:19:20.7Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,58,51,2021-12-31T01:19:59Z,3400000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-12-31T01:19:56.1Z,3,REGULAR,period,start,[],0,,,1610612764,58,51,2021-12-31T01:20:00Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M43.00S,2021-12-31T01:20:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,10.068988173455978,58.57843137254902,1610612764,58,51,2021-12-31T01:20:19Z,3420000,-43.0,42.0,1,left,MISS B. Beal 6' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,6.01,Missed,,,,,,,,,,,,,,,
360,PT11M42.00S,2021-12-31T01:20:15.1Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,58,51,2021-12-31T01:20:15Z,3430000,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,359.0,4.0,2.0,2.0,,,,,,,
363,PT11M42.00S,2021-12-31T01:20:27.7Z,3,REGULAR,foul,personal,[],1630171,,,1610612764,58,51,2021-12-31T01:20:58Z,3460000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1629655]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Gafford,1629655.0
365,PT11M36.00S,2021-12-31T01:20:44.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203484,6.521024967148489,4.6568627450980395,1610612764,61,51,2021-12-31T01:20:54Z,3480000,227.0,9.0,1,left,K. Caldwell-Pope 3PT  (3 PTS) (B. Beal 7 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,22.69,Made,3.0,B. Beal,203078.0,7.0,,,,,,,,,,,
367,PT11M13.00S,2021-12-31T01:21:05.5Z,3,REGULAR,3pt,Jump Shot,[],201567,68.80749014454665,24.019607843137255,1610612739,61,51,2021-12-31T01:21:12Z,3500000,-130.0,241.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,27.35,Missed,,,,,,,,,,,,,,,
368,PT11M10.00S,2021-12-31T01:21:08.5Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,61,51,2021-12-31T01:21:12Z,3510000,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,367.0,5.0,3.0,2.0,,,,,,,
369,PT11M03.00S,2021-12-31T01:21:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,19.66162943495401,44.85294117647059,1610612764,63,51,2021-12-31T01:21:22Z,3520000,26.0,132.0,1,left,B. Beal 13' step back Jump Shot (23 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,,,13.48,Made,23.0,,,,,,,,,,,,,,
370,PT10M41.00S,2021-12-31T01:21:38.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,91.67214191852825,47.30392156862745,1610612739,63,53,2021-12-31T01:21:44Z,3530000,-13.0,26.0,1,right,L. Markkanen turnaround Hook (4 PTS) (K. Love 1 AST),"[1628374, 201567]",1610612739.0,CLE,turnaround,,,Markkanen,L. Markkanen,,,,,,,,2.91,Made,4.0,K. Love,201567.0,1.0,,,,,,,,,,,
371,PT10M34.00S,2021-12-31T01:21:44.9Z,3,REGULAR,3pt,Jump Shot,[],203484,14.273981603153747,96.56862745098039,1610612764,63,53,2021-12-31T01:21:50Z,3540000,-233.0,82.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,24.67,Missed,,,,,,,,,,,,,,,
372,PT10M31.00S,2021-12-31T01:21:47.9Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,63,53,2021-12-31T01:21:50Z,3550000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,371.0,7.0,7.0,0.0,,,,,,,
373,PT10M25.00S,2021-12-31T01:21:54.0Z,3,REGULAR,3pt,Jump Shot,[],1630698,76.42904073587385,9.313725490196079,1610612739,63,53,2021-12-31T01:21:59Z,3560000,-203.0,169.0,1,right,MISS K. Pangos 26' 3PT,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,26.45,Missed,,,,,,,,,,,,,,,
374,PT10M21.00S,2021-12-31T01:21:58.0Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,63,53,2021-12-31T01:21:59Z,3570000,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,373.0,6.0,6.0,0.0,,,,,,,
