actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT11M11.00S,2021-11-07T23:13:00.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,1,0,2021-11-07T23:13:04Z,170000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
18,PT11M10.00S,2021-11-07T23:13:01.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626171,94.56307490144546,16.42156862745098,1610612749,1,0,2021-11-07T23:14:10Z,180000,-168.0,-1.0,1,right,MISS B. Portis 16' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,16.79,Missed,,,,,,,,,,,,,,,,,,,
19,PT11M08.00S,2021-11-07T23:13:03.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,1,0,2021-11-07T23:13:07Z,190000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M59.00S,2021-11-07T23:13:12.0Z,1,REGULAR,2pt,Jump Shot,[],203078,22.026938239159,52.20588235294118,1610612764,3,0,2021-11-07T23:13:15Z,200000,-11.0,155.0,1,left,B. Beal 15' turnaround fadeaway Jump Shot (2 PTS),[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,15.5,Made,,,,,,,,,,2.0,,,,,,,,,
22,PT10M49.00S,2021-11-07T23:13:21.6Z,1,REGULAR,2pt,Jump Shot,[],203507,92.46057818659659,22.54901960784314,1610612749,3,0,2021-11-07T23:13:26Z,220000,-137.0,18.0,1,right,MISS G. Antetokounmpo 13' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,13.85,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M46.00S,2021-11-07T23:13:24.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,3,0,2021-11-07T23:13:26Z,230000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT10M32.00S,2021-11-07T23:13:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,13.222733245729303,40.68627450980392,1610612764,3,0,2021-11-07T23:13:43Z,240000,47.0,72.0,1,left,MISS B. Beal 8' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M29.00S,2021-11-07T23:13:42.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,3,0,2021-11-07T23:13:43Z,250000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT10M20.00S,2021-11-07T23:13:51.0Z,1,REGULAR,2pt,Hook,[],1626171,93.38042049934296,77.94117647058823,1610612749,3,0,2021-11-07T23:13:56Z,260000,140.0,10.0,1,right,MISS B. Portis 14' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,14.0,Missed,,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2021-11-07T23:13:55.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,0,2021-11-07T23:13:56Z,270000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,26.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
28,PT10M13.00S,2021-11-07T23:13:58.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,24.392247043363994,87.74509803921569,1610612764,6,0,2021-11-07T23:14:06Z,280000,-189.0,177.0,1,left,S. Dinwiddie 25' 3PT bank (3 PTS) (K. Kuzma 1 AST),"[203915, 1628398]",1610612764.0,WAS,bank,,,Dinwiddie,S. Dinwiddie,,,,,25.86,Made,,,,,,,,,,3.0,,,K. Kuzma,1628398.0,1.0,,,,
30,PT09M53.00S,2021-11-07T23:14:18.2Z,1,REGULAR,3pt,Jump Shot,[],201588,95.87713534822602,2.941176470588235,1610612749,6,0,2021-11-07T23:14:23Z,300000,-235.0,-14.0,1,right,MISS G. Hill 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M50.00S,2021-11-07T23:14:21.2Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,6,0,2021-11-07T23:14:23Z,310000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
32,PT09M48.00S,2021-11-07T23:14:23.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,23.99802890932983,10.294117647058822,1610612764,9,0,2021-11-07T23:14:28Z,320000,199.0,173.0,1,left,K. Caldwell-Pope 26' 3PT  (3 PTS) (B. Beal 1 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.34,Made,,,,,,,,,,3.0,,,B. Beal,203078.0,1.0,,,,
34,PT09M47.00S,2021-11-07T23:14:28.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,0,2021-11-07T23:14:28Z,340000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M35.00S,2021-11-07T23:17:34.4Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,9,0,2021-11-07T23:17:38Z,350000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 203484]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,
36,PT09M35.00S,2021-11-07T23:17:34.4Z,1,REGULAR,steal,,[],203484,,,1610612764,9,0,2021-11-07T23:17:36Z,360000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M33.00S,2021-11-07T23:17:38.8Z,1,REGULAR,foul,personal,[],1626171,,,1610612764,9,0,2021-11-07T23:17:47Z,370000,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 203484]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,1627964.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,
39,PT09M22.00S,2021-11-07T23:18:10.0Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,9,0,2021-11-07T23:18:13Z,390000,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1626171]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,
40,PT09M22.00S,2021-11-07T23:18:10.0Z,1,REGULAR,steal,,[],1626171,,,1610612749,9,0,2021-11-07T23:36:05Z,400000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M13.00S,2021-11-07T23:18:18.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,89.04402102496715,50.49019607843137,1610612749,9,0,2021-11-07T23:18:24Z,410000,2.0,50.0,1,right,MISS G. Antetokounmpo driving floating Shot,[203507],1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M11.00S,2021-11-07T23:18:20.9Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,9,0,2021-11-07T23:18:24Z,420000,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
43,PT09M04.00S,2021-11-07T23:18:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.5722733245729295,46.81372549019608,1610612764,9,0,2021-11-07T23:18:32Z,430000,16.0,19.0,1,left,MISS B. Beal driving Layup - blocked,"[203078, 1626171]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,2.45,Missed,,,,,,,,,,,Portis,1626171.0,,,,,,,
44,PT09M04.00S,2021-11-07T23:18:27.7Z,1,REGULAR,block,,[],1626171,,,1610612764,9,0,2021-11-07T23:18:30Z,440000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT09M04.00S,2021-11-07T23:18:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,9,0,2021-11-07T23:18:32Z,450000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
47,PT08M57.00S,2021-11-07T23:18:56.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,30.699737187910642,73.77450980392157,1610612764,12,0,2021-11-07T23:19:00Z,470000,-119.0,236.0,1,left,K. Kuzma 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1628398, 203915]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.43,Made,,,,,,,,,,3.0,,,S. Dinwiddie,203915.0,1.0,,,,
49,PT08M36.00S,2021-11-07T23:19:16.9Z,1,REGULAR,2pt,Jump Shot,[],1628960,84.97043363994744,33.088235294117645,1610612749,12,0,2021-11-07T23:19:25Z,490000,-85.0,89.0,1,right,MISS G. Allen 12' driving floating Shot,[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M32.00S,2021-11-07T23:19:20.9Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,12,0,2021-11-07T23:19:25Z,500000,,,0,,B. Portis REBOUND (Off:2 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,49.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
51,PT08M32.00S,2021-11-07T23:19:21.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,91.40932982917214,57.35294117647059,1610612749,12,2,2021-11-07T23:20:42Z,510000,37.0,28.0,1,right,B. Portis putback Layup (2 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,4.64,Made,,,,,,,,,,2.0,,,,,,,,,
52,PT08M16.00S,2021-11-07T23:19:39.5Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,12,2,2021-11-07T23:19:45Z,520000,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (2 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,,,,,,,1162.0,,,,,,,,,,,2.0,,,
53,PT08M06.00S,2021-11-07T23:20:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,89.70105124835742,57.35294117647059,1610612749,12,4,2021-11-07T23:20:06Z,530000,37.0,44.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,5.76,Made,,,,,,,,,,2.0,,,,,,,,,
54,PT07M50.00S,2021-11-07T23:20:16.7Z,1,REGULAR,2pt,Jump Shot,[],203484,22.158344283837057,66.42156862745098,1610612764,12,4,2021-11-07T23:20:20Z,540000,-82.0,156.0,1,left,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.61,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M48.00S,2021-11-07T23:20:18.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,12,4,2021-11-07T23:20:20Z,550000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
56,PT07M37.00S,2021-11-07T23:20:29.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,68.28186596583443,64.4607843137255,1610612749,12,4,2021-11-07T23:20:34Z,560000,72.0,246.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2021-11-07T23:20:33.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,12,4,2021-11-07T23:20:34Z,570000,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,56.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
58,PT07M17.00S,2021-11-07T23:20:49.4Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,12,4,2021-11-07T23:20:53Z,580000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1628960]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,1.0,Allen,1628960.0,
59,PT07M17.00S,2021-11-07T23:20:49.4Z,1,REGULAR,steal,,[],1628960,,,1610612749,12,4,2021-11-07T23:20:51Z,590000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2021-11-07T23:20:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,91.5407358738502,59.80392156862745,1610612749,12,6,2021-11-07T23:23:00Z,600000,49.0,27.0,1,right,B. Portis running Layup (4 PTS) (G. Allen 1 AST),"[1626171, 1628960]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,5.59,Made,,,,,,,,,,4.0,,,G. Allen,1628960.0,1.0,,,,
62,PT06M51.00S,2021-11-07T23:21:15.0Z,1,REGULAR,3pt,Jump Shot,[],203484,28.33442838370565,18.38235294117647,1610612764,12,6,2021-11-07T23:21:21Z,620000,158.0,214.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2021-11-07T23:21:17.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,12,6,2021-11-07T23:21:21Z,630000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
64,PT06M38.00S,2021-11-07T23:21:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628960,96.27135348226018,3.1862745098039214,1610612749,12,9,2021-11-07T23:21:35Z,640000,-234.0,-17.0,1,right,G. Allen 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.48,Made,,,,,,,,,,3.0,,,G. Antetokounmpo,203507.0,1.0,,,,
66,PT06M19.00S,2021-11-07T23:21:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,17.427726675427067,35.53921568627451,1610612764,12,9,2021-11-07T23:21:56Z,660000,72.0,111.0,1,left,MISS B. Beal 13' running Shot,[203078],1610612764.0,WAS,running,,,Beal,B. Beal,,,,,13.27,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M16.00S,2021-11-07T23:21:50.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,9,2021-11-07T23:21:56Z,670000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT06M08.00S,2021-11-07T23:21:57.9Z,1,REGULAR,3pt,Jump Shot,[],201588,68.01905387647832,31.127450980392158,1610612749,12,9,2021-11-07T23:22:02Z,680000,-94.0,248.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M05.00S,2021-11-07T23:22:00.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,12,9,2021-11-07T23:22:02Z,690000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
70,PT05M48.00S,2021-11-07T23:22:17.4Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,12,9,2021-11-07T23:22:24Z,700000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1626171]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,
71,PT05M48.00S,2021-11-07T23:22:17.4Z,1,REGULAR,steal,,[],1626171,,,1610612749,12,9,2021-11-07T23:22:21Z,710000,,,0,,B. Portis STEAL (2 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2021-11-07T23:22:26.7Z,1,REGULAR,turnover,lost ball,[],1626171,,,1610612749,12,9,2021-11-07T23:22:31Z,720000,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 203484]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,
73,PT05M40.00S,2021-11-07T23:22:26.7Z,1,REGULAR,steal,,[],203484,,,1610612764,12,9,2021-11-08T00:00:04Z,730000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M30.00S,2021-11-07T23:22:36.9Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,12,9,2021-11-07T23:22:40Z,740000,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1628960]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,2.0,Allen,1628960.0,
75,PT05M30.00S,2021-11-07T23:22:36.9Z,1,REGULAR,steal,,[],1628960,,,1610612749,12,9,2021-11-07T23:22:39Z,750000,,,0,,G. Allen STEAL (2 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2021-11-07T23:22:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628960,92.06636005256242,58.08823529411765,1610612749,12,11,2021-11-07T23:23:00Z,760000,40.0,22.0,1,right,G. Allen driving bank Jump Shot (5 PTS),[1628960],1610612749.0,MIL,driving bank,,,Allen,G. Allen,,,,,4.6,Made,,,,,,,,,,5.0,,,,,,,,,
77,PT05M22.00S,2021-11-07T23:22:51.9Z,1,REGULAR,foul,personal,['1freethrow'],203078,,,1610612749,12,11,2021-11-07T23:22:59Z,770000,,,0,,B. Beal shooting personal FOUL (1 PF) (Allen 1 FT),"[203078, 1628960]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,1155.0,1.0,0.0,Allen,1628960.0,,,,,,,,,,
79,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],203915,,,1610612749,12,11,2021-11-07T23:24:47Z,790000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],203484,,,1610612749,12,11,2021-11-07T23:24:47Z,800000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612749,12,11,2021-11-07T23:24:47Z,810000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],203507,,,1610612749,12,11,2021-11-07T23:24:47Z,820000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,12,11,2021-11-07T23:24:47Z,830000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,out,[],201950,,,1610612749,12,11,2021-11-07T23:24:47Z,840000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,in,[],1626149,,,1610612749,12,11,2021-11-07T23:24:47Z,850000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,in,[],203526,,,1610612749,12,11,2021-11-07T23:24:47Z,860000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612749,12,11,2021-11-07T23:24:47Z,870000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2021-11-07T23:23:00.4Z,1,REGULAR,substitution,in,[],203648,,,1610612749,12,11,2021-11-07T23:24:47Z,880000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
