actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
272,PT02M05.00S,2022-02-13T00:56:38.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,7.440867279894875,37.5,1610612758,58,48,2022-02-13T00:57:16Z,2690000,62.0,17.0,1,left,MISS H. Barnes 6' putback Layup - blocked,"[203084, 1630166]",1610612758.0,SAC,putback,,,Barnes,H. Barnes,,,,,6.49,Missed,,,,,,,,,Avdija,1630166.0,,,,,,,,,
280,PT02M05.00S,2022-02-13T00:56:38.5Z,2,REGULAR,block,,[],1630166,,,1610612758,58,48,2022-02-13T00:57:39Z,2695000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M03.00S,2022-02-13T00:56:40.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,58,48,2022-02-13T00:56:45Z,2700000,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,272.0,3.0,2.0,1.0,,,,,,,,,,,,,,
274,PT01M57.00S,2022-02-13T00:56:45.6Z,2,REGULAR,3pt,Jump Shot,[],1630166,73.9323258869908,12.254901960784313,1610612764,58,48,2022-02-13T00:56:51Z,2710000,-189.0,193.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
275,PT01M54.00S,2022-02-13T00:56:48.6Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,58,48,2022-02-13T00:56:51Z,2720000,,,0,,K. Kuzma REBOUND (Off:2 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,274.0,4.0,2.0,2.0,,,,,,,,,,,,,,
276,PT01M54.00S,2022-02-13T00:56:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,93.64323258869908,48.28431372549019,1610612764,60,48,2022-02-13T00:56:55Z,2730000,-9.0,7.0,1,right,K. Kuzma reverse Layup (14 PTS),[1628398],1610612764.0,WAS,reverse,,,Kuzma,K. Kuzma,,,,,1.13,Made,14.0,,,,,,,,,,,,,,,,,,
277,PT01M48.00S,2022-02-13T00:56:58.5Z,2,REGULAR,foul,personal,['2freethrow'],203526,,,1610612758,60,48,2022-02-13T00:57:08Z,2740000,,,0,,R. Neto shooting personal FOUL (1 PF) (Barnes 2 FT),"[203526, 203084]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Barnes,203084.0,
279,PT01M48.00S,2022-02-13T00:57:34.0Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,60,49,2022-02-13T00:57:34Z,2760000,,,0,,H. Barnes Free Throw 1 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
281,PT01M48.00S,2022-02-13T00:57:48.1Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,60,50,2022-02-13T00:57:48Z,2770000,,,0,,H. Barnes Free Throw 2 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
282,PT01M36.00S,2022-02-13T00:58:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,87.72996057818659,64.2156862745098,1610612764,60,50,2022-02-13T00:58:07Z,2780000,71.0,63.0,1,right,MISS R. Neto 9' floating Shot,[203526],1610612764.0,WAS,floating,,,Neto,R. Neto,,,,,9.49,Missed,,,,,,,,,,,,,,,,,,,
283,PT01M34.00S,2022-02-13T00:58:04.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,60,50,2022-02-13T00:58:07Z,2790000,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,282.0,6.0,5.0,1.0,,,,,,,,,,,,,,
284,PT01M18.00S,2022-02-13T00:58:20.3Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,60,50,2022-02-13T00:58:23Z,2800000,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 1628398]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,3.0,Kuzma,1628398.0,,,,,
285,PT01M18.00S,2022-02-13T00:58:20.3Z,2,REGULAR,steal,,[],1628398,,,1610612764,60,50,2022-02-13T00:58:22Z,2810000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M15.00S,2022-02-13T00:58:23.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,66.96780551905388,58.333333333333336,1610612764,60,50,2022-02-13T01:00:58Z,2820000,42.0,258.0,1,right,MISS K. Kuzma 26' running pullup 3PT,[1628398],1610612764.0,WAS,running pullup,,,Kuzma,K. Kuzma,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M12.00S,2022-02-13T00:58:26.8Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,60,50,2022-02-13T00:58:30Z,2830000,,,0,,D. Mitchell REBOUND (Off:2 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,286.0,3.0,1.0,2.0,,,,,,,,,,,,,,
288,PT00M56.50S,2022-02-13T00:58:42.9Z,2,REGULAR,3pt,Jump Shot,[],1630558,18.478975032851512,98.52941176470588,1610612758,60,53,2022-02-13T00:58:47Z,2840000,-243.0,121.0,1,left,D. Mitchell 27' 3PT pullup (3 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,27.12,Made,3.0,,,,,,,,,,,,,,,,,,
289,PT00M48.50S,2022-02-13T00:58:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,94.03745072273325,61.51960784313726,1610612764,60,53,2022-02-13T00:58:59Z,2850000,58.0,4.0,1,right,MISS R. Neto driving Layup,[203526],1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
290,PT00M47.40S,2022-02-13T00:58:57.1Z,2,REGULAR,rebound,offensive,[],203526,,,1610612764,60,53,2022-02-13T00:58:57Z,2860000,,,0,,R. Neto REBOUND (Off:1 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,289.0,2.0,1.0,1.0,,,,,,,,,,,,,,
291,PT00M43.10S,2022-02-13T00:59:01.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203484,87.07293035479631,43.872549019607845,1610612764,60,53,2022-02-13T00:59:06Z,2870000,-31.0,69.0,1,right,MISS K. Caldwell-Pope 7' driving Layup,[203484],1610612764.0,WAS,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,7.55,Missed,,,,,,,,,,,,,,,,,,,
292,PT00M41.20S,2022-02-13T00:59:03.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,60,53,2022-02-13T00:59:03Z,2880000,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,291.0,7.0,6.0,1.0,,,,,,,,,,,,,,
293,PT00M31.70S,2022-02-13T00:59:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612758,60,53,2022-02-13T00:59:20Z,2890000,,,0,,A. Gill shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1630264, 1627734]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,,,,,,,,,,,,,1626301.0,,,,3.0,0.0,Sabonis,1627734.0,
295,PT00M31.70S,2022-02-13T00:59:42.5Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,60,54,2022-02-13T00:59:42Z,2910000,,,0,,D. Sabonis Free Throw 1 of 2 (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
296,PT00M31.70S,2022-02-13T00:59:43.2Z,2,REGULAR,substitution,out,[],1630264,,,1610612758,60,54,2022-02-13T00:59:51Z,2920000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M31.70S,2022-02-13T00:59:43.2Z,2,REGULAR,substitution,out,[],203084,,,1610612758,60,54,2022-02-13T00:59:51Z,2930000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M31.70S,2022-02-13T00:59:43.2Z,2,REGULAR,substitution,in,[],1630557,,,1610612758,60,54,2022-02-13T00:59:51Z,2940000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M31.70S,2022-02-13T00:59:43.2Z,2,REGULAR,substitution,in,[],203090,,,1610612758,60,54,2022-02-13T00:59:51Z,2950000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M31.70S,2022-02-13T01:00:14.9Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,60,55,2022-02-13T01:00:14Z,2960000,,,0,,D. Sabonis Free Throw 2 of 2 (12 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
301,PT00M24.70S,2022-02-13T01:00:26.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612764,60,55,2022-02-13T01:00:34Z,2970000,,,0,,D. Mitchell personal FOUL (1 PF) (Neto 2 FT),"[1630558, 203526]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Neto,203526.0,
303,PT00M24.70S,2022-02-13T01:01:00.1Z,2,REGULAR,freethrow,1 of 2,[],203526,,,1610612764,61,55,2022-02-13T01:01:00Z,2990000,,,0,,R. Neto Free Throw 1 of 2 (3 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
304,PT00M24.70S,2022-02-13T01:01:02.2Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,61,55,2022-02-13T01:01:05Z,3000000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M24.70S,2022-02-13T01:01:02.2Z,2,REGULAR,substitution,in,[],1629060,,,1610612764,61,55,2022-02-13T01:01:05Z,3010000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M24.70S,2022-02-13T01:01:25.1Z,2,REGULAR,freethrow,2 of 2,[],203526,,,1610612764,62,55,2022-02-13T01:01:25Z,3020000,,,0,,R. Neto Free Throw 2 of 2 (4 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
307,PT00M07.50S,2022-02-13T01:01:47.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612758,62,55,2022-02-13T01:01:53Z,3030000,,,0,,D. Avdija shooting personal FOUL (2 PF) (Fox 2 FT),"[1630166, 1628368]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Fox,1628368.0,
309,PT00M07.50S,2022-02-13T01:02:15.1Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,62,56,2022-02-13T01:02:15Z,3050000,,,0,,D. Fox Free Throw 1 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
310,PT00M07.50S,2022-02-13T01:02:15.7Z,2,REGULAR,substitution,out,[],1629060,,,1610612758,62,56,2022-02-13T01:02:20Z,3060000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M07.50S,2022-02-13T01:02:15.7Z,2,REGULAR,substitution,out,[],1627734,,,1610612758,62,56,2022-02-13T01:02:20Z,3070000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M07.50S,2022-02-13T01:02:15.7Z,2,REGULAR,substitution,in,[],1630557,,,1610612758,62,56,2022-02-13T01:02:20Z,3080000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M07.50S,2022-02-13T01:02:15.7Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,62,56,2022-02-13T01:02:20Z,3090000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M07.50S,2022-02-13T01:02:39.1Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,62,57,2022-02-13T01:02:39Z,3100000,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
315,PT00M02.90S,2022-02-13T01:02:46.9Z,2,REGULAR,3pt,Jump Shot,[],1628398,65.78515111695138,50.73529411764706,1610612764,65,57,2022-02-13T01:02:50Z,3110000,4.0,269.0,1,right,K. Kuzma 26' 3PT pullup (17 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,26.91,Made,17.0,,,,,,,,,,,,,,,,,,
316,PT00M00.60S,2022-02-13T01:02:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628398,,,1610612758,65,57,2022-02-13T01:03:10Z,3120000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Harkless 3 FT),"[1628398, 203090]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Harkless,203090.0,
318,PT00M00.60S,2022-02-13T01:03:23.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,65,57,2022-02-13T01:03:23Z,3140000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M00.60S,2022-02-13T01:03:24.6Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612758,65,57,2022-02-13T01:04:13Z,3150000,,,0,,,[],1610612764.0,WAS,stands,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,
320,PT00M00.60S,2022-02-13T01:05:03.6Z,2,REGULAR,freethrow,1 of 3,[],203090,,,1610612758,65,57,2022-02-13T01:08:16Z,3160000,,,0,,MISS M. Harkless Free Throw 1 of 3,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M00.60S,2022-02-13T01:05:03.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,65,57,2022-02-13T01:08:16Z,3170000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,
322,PT00M00.60S,2022-02-13T01:05:05.6Z,2,REGULAR,substitution,out,[],1630557,,,1610612758,65,57,2022-02-13T01:05:13Z,3180000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M00.60S,2022-02-13T01:05:05.6Z,2,REGULAR,substitution,in,[],1629060,,,1610612758,65,57,2022-02-13T01:05:13Z,3190000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M00.60S,2022-02-13T01:05:03.6Z,2,REGULAR,freethrow,2 of 3,[],203090,,,1610612758,65,58,2022-02-13T01:08:16Z,3200000,,,0,,M. Harkless Free Throw 2 of 3 (14 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
325,PT00M00.60S,2022-02-13T01:05:03.6Z,2,REGULAR,freethrow,3 of 3,[],203090,,,1610612758,65,59,2022-02-13T01:08:16Z,3210000,,,0,,M. Harkless Free Throw 3 of 3 (15 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
329,PT00M00.60S,2022-02-13T01:05:04.6Z,2,REGULAR,3pt,Jump Shot,[],203526,20.844283837056505,31.127450980392158,1610612764,65,59,2022-02-13T01:20:22Z,3225000,-94.0,692.0,1,right,MISS R. Neto 69' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,69.8,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M00.60S,2022-02-13T01:05:04.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,65,59,2022-02-13T01:08:42Z,3232500,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2022-02-13T01:06:22.2Z,2,REGULAR,period,end,[],0,,,1610612764,65,59,2022-02-13T01:06:22Z,3240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,65,59,2022-02-13T01:21:06Z,3250000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,out,['startperiod'],1629060,,,1610612764,65,59,2022-02-13T01:21:06Z,3260000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,out,['startperiod'],1629002,,,1610612764,65,59,2022-02-13T01:21:06Z,3270000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612764,65,59,2022-02-13T01:21:06Z,3280000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,in,['startperiod'],1628418,,,1610612764,65,59,2022-02-13T01:21:06Z,3290000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,65,59,2022-02-13T01:21:06Z,3300000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612764,65,59,2022-02-13T01:21:06Z,3310000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-13T01:14:13.1Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612764,65,59,2022-02-13T01:21:06Z,3320000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-13T01:21:15.5Z,3,REGULAR,period,start,[],0,,,1610612764,65,59,2022-02-13T01:21:15Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M44.00S,2022-02-13T01:21:31.0Z,3,REGULAR,3pt,Jump Shot,[],203484,33.85348226018397,64.95098039215686,1610612764,65,59,2022-02-13T01:21:38Z,3340000,-75.0,266.0,1,left,MISS K. Caldwell-Pope 27' pullup 3PT,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,,
341,PT11M39.00S,2022-02-13T01:21:36.0Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,65,59,2022-02-13T01:21:38Z,3350000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,340.0,3.0,2.0,1.0,,,,,,,,,,,,,,
342,PT11M32.00S,2022-02-13T01:21:45.7Z,3,REGULAR,foul,offensive,[],203090,,,1610612758,65,59,2022-02-13T01:22:11Z,3360000,,,0,,M. Harkless offensive FOUL (2 PF),"[203090, 1630557]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,1626301.0,,,,2.0,0.0,Kispert,1630557.0,
344,PT11M32.00S,2022-02-13T01:21:45.7Z,3,REGULAR,turnover,offensive foul,[],203090,,,1610612758,65,59,2022-02-13T01:21:45Z,3380000,,,0,,M. Harkless offensive foul TURNOVER (1 TO),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,1626301.0,1.0,,,,,,,
345,PT11M32.00S,2022-02-13T01:22:01.5Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,65,59,2022-02-13T01:22:19Z,3390000,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,
346,PT11M18.00S,2022-02-13T01:22:19.0Z,3,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,65,59,2022-02-13T01:22:27Z,3400000,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,lost ball,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,1626301.0,1.0,,,,,,,
347,PT11M05.00S,2022-02-13T01:22:40.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,71.69842312746385,22.54901960784314,1610612758,65,59,2022-02-13T01:22:44Z,3410000,-137.0,214.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
348,PT11M04.00S,2022-02-13T01:22:41.2Z,3,REGULAR,rebound,defensive,[],203484,,,1610612764,65,59,2022-02-13T01:22:44Z,3420000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:3),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,347.0,4.0,3.0,1.0,,,,,,,,,,,,,,
349,PT10M48.00S,2022-02-13T01:23:01.7Z,3,REGULAR,turnover,out-of-bounds,[],1628418,,,1610612764,65,59,2022-02-13T01:24:05Z,3430000,,,0,,T. Bryant lost ball out-of-bounds TURNOVER (1 TO),[1628418],1610612764.0,WAS,lost ball,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,201639.0,1.0,,,,,,,
350,PT10M41.00S,2022-02-13T01:23:12.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,92.46057818659659,53.18627450980392,1610612758,65,61,2022-02-13T01:23:17Z,3440000,16.0,18.0,1,right,H. Barnes driving Layup (10 PTS),[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,2.43,Made,10.0,,,,,,,,,,,,,,,,,,
351,PT10M41.00S,2022-02-13T01:23:14.6Z,3,REGULAR,foul,personal,['1freethrow'],203526,,,1610612758,65,61,2022-02-13T01:23:20Z,3450000,,,0,,R. Neto shooting personal FOUL (2 PF) (Barnes 1 FT),"[203526, 203084]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,,,201639.0,,,,2.0,0.0,Barnes,203084.0,
353,PT10M41.00S,2022-02-13T01:23:37.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203084,,,1610612758,65,62,2022-02-13T01:23:37Z,3470000,,,0,,H. Barnes Free Throw 1 of 1 (11 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
354,PT10M26.00S,2022-02-13T01:23:56.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,9.280551905387648,43.872549019607845,1610612764,65,62,2022-02-13T01:24:08Z,3480000,31.0,35.0,1,left,MISS C. Kispert Layup,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,,
355,PT10M24.00S,2022-02-13T01:23:58.3Z,3,REGULAR,rebound,offensive,[],1628418,,,1610612764,65,62,2022-02-13T01:23:58Z,3490000,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,354.0,3.0,2.0,1.0,,,,,,,,,,,,,,
356,PT10M23.00S,2022-02-13T01:23:58.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,9.806176084099869,59.31372549019608,1610612764,67,62,2022-02-13T01:25:29Z,3500000,-47.0,40.0,1,left,T. Bryant 6' putback Layup (11 PTS),[1628418],1610612764.0,WAS,putback,,,Bryant,T. Bryant,,,,,6.12,Made,11.0,,,,,,,,,,,,,,,,,,
357,PT10M14.00S,2022-02-13T01:24:07.3Z,3,REGULAR,3pt,Jump Shot,[],203200,66.96780551905388,53.67647058823529,1610612758,67,65,2022-02-13T01:25:54Z,3510000,18.0,258.0,1,right,J. Holiday 25' 3PT pullup (6 PTS) (D. Sabonis 4 AST),"[203200, 1627734]",1610612758.0,SAC,pullup,,,Holiday,J. Holiday,,,,,25.87,Made,6.0,,,,,D. Sabonis,1627734.0,4.0,,,,,,,,,,,
