actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
176,PT09M29.00S,2022-03-15T00:18:36.5Z,2,REGULAR,turnover,bad pass,[],203085,,,1610612743,39,24,2022-03-15T00:18:41Z,1720000,,,0,,A. Rivers bad pass TURNOVER (1 TO),"[203085, 202699]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,1.0,,,,,,,,,Harris,202699.0,
177,PT09M29.00S,2022-03-15T00:18:36.5Z,2,REGULAR,steal,,[],202699,,,1610612755,39,24,2022-03-15T00:18:38Z,1730000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M22.00S,2022-03-15T00:18:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,8.623521681997373,4.411764705882353,1610612755,39,24,2022-03-15T00:18:48Z,1740000,228.0,29.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
179,PT09M21.00S,2022-03-15T00:18:44.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,39,24,2022-03-15T00:18:48Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,
180,PT09M21.00S,2022-03-15T00:18:48.8Z,2,REGULAR,foul,personal,[],1627854,,,1610612755,39,24,2022-03-15T00:18:58Z,1760000,,,0,,B. Forbes loose ball personal FOUL (2 PF),"[1627854, 202699]",1610612743.0,DEN,loose ball,,,Forbes,B. Forbes,,,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Harris,202699.0,,,
182,PT09M21.00S,2022-03-15T00:18:58.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,39,24,2022-03-15T00:19:00Z,1780000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M21.00S,2022-03-15T00:18:58.2Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,39,24,2022-03-15T00:19:00Z,1790000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M07.00S,2022-03-15T00:19:20.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202699,13.485545335085414,19.852941176470587,1610612755,39,24,2022-03-15T00:19:25Z,1800000,151.0,74.0,1,left,MISS T. Harris 16' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,16.8,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M04.00S,2022-03-15T00:19:23.4Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,39,24,2022-03-15T00:19:25Z,1810000,,,0,,B. Hyland REBOUND (Off:0 Def:3),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
186,PT08M59.00S,2022-03-15T00:19:31.6Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612743,39,24,2022-03-15T00:19:44Z,1820000,,,0,,T. Harris shooting personal FOUL (1 PF) (Hyland 2 FT),"[202699, 1630538]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Hyland,1630538.0,,,
188,PT08M59.00S,2022-03-15T00:20:07.5Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,39,25,2022-03-15T00:20:29Z,1840000,,,0,,B. Hyland Free Throw 1 of 2 (3 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
189,PT08M59.00S,2022-03-15T00:20:09.8Z,2,REGULAR,substitution,out,[],1627854,,,1610612743,39,25,2022-03-15T00:20:14Z,1850000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M59.00S,2022-03-15T00:20:09.8Z,2,REGULAR,substitution,in,[],203115,,,1610612743,39,25,2022-03-15T00:20:14Z,1860000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M59.00S,2022-03-15T00:20:07.5Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,39,25,2022-03-15T00:20:29Z,1870000,,,0,,MISS B. Hyland Free Throw 2 of 2,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Missed,,,,,,,,,,,,,,,,,,,
192,PT08M56.00S,2022-03-15T00:20:10.5Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,39,25,2022-03-15T00:20:29Z,1880000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
193,PT08M48.00S,2022-03-15T00:20:36.6Z,2,REGULAR,3pt,Jump Shot,[],201980,31.488173455978973,28.431372549019606,1610612755,39,25,2022-03-15T00:20:41Z,1890000,108.0,243.0,1,left,MISS D. Green 26' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M44.00S,2022-03-15T00:20:40.6Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,39,25,2022-03-15T00:20:41Z,1900000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
195,PT08M27.00S,2022-03-15T00:20:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,94.1688567674113,44.85294117647059,1610612743,39,27,2022-03-15T00:21:02Z,1910000,-26.0,2.0,1,right,B. Hyland driving finger roll Layup (5 PTS),[1630538],1610612743.0,DEN,driving finger roll,,,Hyland,B. Hyland,,,,,2.58,Made,,,,,,,,,5.0,,,,,,,,,,
196,PT08M23.00S,2022-03-15T00:21:04.8Z,2,REGULAR,foul,personal,[],203085,,,1610612755,39,27,2022-03-15T00:21:10Z,1920000,,,0,,A. Rivers personal FOUL (1 PF),"[203085, 1630178]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Maxey,1630178.0,,,
198,PT08M23.00S,2022-03-15T00:21:13.5Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,39,27,2022-03-15T00:21:16Z,1940000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M23.00S,2022-03-15T00:21:13.5Z,2,REGULAR,substitution,in,[],201935,,,1610612755,39,27,2022-03-15T00:21:16Z,1950000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M14.00S,2022-03-15T00:21:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,11.514454664914586,36.76470588235294,1610612755,41,27,2022-03-15T00:21:35Z,1960000,66.0,56.0,1,left,J. Embiid 8' turnaround Jump Shot (16 PTS) (D. Green 1 AST),"[203954, 201980]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,8.65,Made,,,,,,,,,16.0,D. Green,201980.0,1.0,,,,,,,
202,PT08M00.00S,2022-03-15T00:21:45.7Z,2,REGULAR,3pt,Jump Shot,[],203115,69.99014454664915,16.911764705882355,1610612743,41,30,2022-03-15T00:21:52Z,1980000,-165.0,230.0,1,right,W. Barton 28' 3PT  (7 PTS) (A. Rivers 1 AST),"[203115, 203085]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,28.3,Made,,,,,,,,,7.0,A. Rivers,203085.0,1.0,,,,,,,
204,PT07M41.00S,2022-03-15T00:22:04.1Z,2,REGULAR,2pt,Jump Shot,[],201980,16.245072273324574,21.07843137254902,1610612755,41,30,2022-03-15T00:22:08Z,2000000,145.0,100.0,1,left,MISS D. Green 17' pullup Shot,[201980],1610612755.0,PHI,pullup,,,Green,D. Green,,,,,17.59,Missed,,,,,,,,,,,,,,,,,,,
205,PT07M39.00S,2022-03-15T00:22:06.1Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,41,30,2022-03-15T00:22:08Z,2010000,,,0,,D. Cousins REBOUND (Off:0 Def:3),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
206,PT07M20.00S,2022-03-15T00:22:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,89.30683311432325,63.725490196078425,1610612743,41,30,2022-03-15T00:22:31Z,2020000,69.0,48.0,1,right,MISS B. Hyland 8' fadeaway Shot,[1630538],1610612743.0,DEN,fadeaway,,,Hyland,B. Hyland,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M17.00S,2022-03-15T00:22:28.0Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,41,30,2022-03-15T00:22:31Z,2030000,,,0,,D. Green REBOUND (Off:0 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
208,PT07M09.00S,2022-03-15T00:22:39.1Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,41,30,2022-03-15T00:22:47Z,2040000,,,0,,J. Embiid charge offensive FOUL (2 PF),"[203954, 203210]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,,,,,,,,,1155.0,,,,,,2.0,0.0,Green,203210.0,,,
210,PT07M09.00S,2022-03-15T00:22:39.1Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,41,30,2022-03-15T00:22:39Z,2060000,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,1155.0,2.0,,,,,,,,,,,
211,PT07M09.00S,2022-03-15T00:22:47.2Z,2,REGULAR,substitution,out,[],201980,,,1610612743,41,30,2022-03-15T00:22:50Z,2070000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M09.00S,2022-03-15T00:22:47.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612743,41,30,2022-03-15T00:22:50Z,2080000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M59.00S,2022-03-15T00:23:08.9Z,2,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,41,30,2022-03-15T00:23:24Z,2090000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,lost ball,,,Barton,W. Barton,,,,,,,,,,,,,1155.0,1.0,,,,,,,,,,,
214,PT06M59.00S,2022-03-15T00:23:21.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,41,30,2022-03-15T00:23:21Z,2100000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,out,[],203954,,,1610612755,41,30,2022-03-15T00:26:28Z,2110000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,out,[],203210,,,1610612755,41,30,2022-03-15T00:26:28Z,2120000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,out,[],202326,,,1610612755,41,30,2022-03-15T00:26:28Z,2130000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,out,[],203085,,,1610612755,41,30,2022-03-15T00:26:28Z,2140000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,in,[],201599,,,1610612755,41,30,2022-03-15T00:26:28Z,2150000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,in,[],203932,,,1610612755,41,30,2022-03-15T00:26:28Z,2160000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,in,[],203999,,,1610612755,41,30,2022-03-15T00:26:28Z,2170000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M59.00S,2022-03-15T00:26:10.1Z,2,REGULAR,substitution,in,[],1628420,,,1610612755,41,30,2022-03-15T00:26:28Z,2180000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M35.00S,2022-03-15T00:26:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629680,9.674770039421814,48.03921568627451,1610612755,41,30,2022-03-15T00:27:04Z,2190000,10.0,38.0,1,left,MISS M. Thybulle Layup,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M32.00S,2022-03-15T00:26:59.8Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,41,30,2022-03-15T00:26:59Z,2200000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
225,PT06M32.00S,2022-03-15T00:26:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,5.590000152587891,50.0,1610612755,41,30,2022-03-15T00:26:59Z,2210000,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612755.0,PHI,tip,,,Jordan,D. Jordan,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M30.00S,2022-03-15T00:27:01.7Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,41,30,2022-03-15T00:27:01Z,2220000,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,225.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
227,PT06M30.00S,2022-03-15T00:27:01.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201599,5.590000152587891,50.0,1610612755,41,30,2022-03-15T00:29:12Z,2230000,0.0,0.0,1,left,MISS D. Jordan putback Layup,[201599],1610612755.0,PHI,putback,,,Jordan,D. Jordan,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M29.00S,2022-03-15T00:27:02.7Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,41,30,2022-03-15T00:27:02Z,2240000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
229,PT06M19.00S,2022-03-15T00:27:12.7Z,2,REGULAR,2pt,Jump Shot,[],203115,83.919185282523,20.34313725490196,1610612743,41,32,2022-03-15T00:27:17Z,2250000,-148.0,99.0,1,right,W. Barton 17' pullup Jump Shot (9 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,17.81,Made,,,,,,,,,9.0,,,,,,,,,,
230,PT06M06.00S,2022-03-15T00:27:26.2Z,2,REGULAR,3pt,Jump Shot,[],1629003,24.917871222076215,86.76470588235294,1610612755,44,32,2022-03-15T00:27:30Z,2260000,-184.0,182.0,1,left,S. Milton 25' 3PT  (3 PTS) (J. Harden 3 AST),"[1629003, 201935]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,25.85,Made,,,,,,,,,3.0,J. Harden,201935.0,3.0,,,,,,,
232,PT05M47.00S,2022-03-15T00:27:44.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.89027595269383,50.0,1610612743,44,32,2022-03-15T00:27:51Z,2280000,0.0,80.0,1,right,MISS N. Jokic 8' turnaround Shot - blocked,"[203999, 1629680]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,8.01,Missed,,,,,Thybulle,1629680.0,,,,,,,,,,,,,
233,PT05M47.00S,2022-03-15T00:27:44.9Z,2,REGULAR,block,,[],1629680,,,1610612743,44,32,2022-03-15T00:27:47Z,2290000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M44.00S,2022-03-15T00:27:47.9Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,44,32,2022-03-15T00:27:51Z,2300000,,,0,,M. Thybulle REBOUND (Off:2 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,232.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
235,PT05M43.00S,2022-03-15T00:27:51.7Z,2,REGULAR,foul,personal,['2freethrow'],203115,,,1610612755,44,32,2022-03-15T00:27:57Z,2310000,,,0,,W. Barton shooting personal FOUL (1 PF) (Harden 2 FT),"[203115, 201935]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,1155.0,,,,,,1.0,0.0,Harden,201935.0,,,
237,PT05M43.00S,2022-03-15T00:28:22.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,45,32,2022-03-15T00:28:22Z,2330000,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
238,PT05M43.00S,2022-03-15T00:28:41.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,46,32,2022-03-15T00:28:41Z,2340000,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
240,PT05M28.00S,2022-03-15T00:29:02.3Z,2,REGULAR,foul,personal,['3freethrow'],1629680,,,1610612743,46,32,2022-03-15T00:29:10Z,2360000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Hyland 3 FT),"[1629680, 1630538]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Hyland,1630538.0,,,
242,PT05M28.00S,2022-03-15T00:29:22.8Z,2,REGULAR,freethrow,1 of 3,[],1630538,,,1610612743,46,33,2022-03-15T00:30:02Z,2380000,,,0,,B. Hyland Free Throw 1 of 3 (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
243,PT05M28.00S,2022-03-15T00:29:22.8Z,2,REGULAR,freethrow,2 of 3,[],1630538,,,1610612743,46,34,2022-03-15T00:30:02Z,2390000,,,0,,B. Hyland Free Throw 2 of 3 (7 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
244,PT05M28.00S,2022-03-15T00:29:45.0Z,2,REGULAR,substitution,out,[],202699,,,1610612743,46,34,2022-03-15T00:29:48Z,2400000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M28.00S,2022-03-15T00:29:45.0Z,2,REGULAR,substitution,in,[],1627777,,,1610612743,46,34,2022-03-15T00:29:48Z,2410000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M28.00S,2022-03-15T00:29:22.8Z,2,REGULAR,freethrow,3 of 3,[],1630538,,,1610612743,46,34,2022-03-15T00:30:02Z,2420000,,,0,,MISS B. Hyland Free Throw 3 of 3,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M25.00S,2022-03-15T00:29:25.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612755,46,34,2022-03-15T00:30:02Z,2430000,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,246.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
248,PT05M17.00S,2022-03-15T00:30:08.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.469776609724048,49.754901960784316,1610612755,48,34,2022-03-15T00:30:13Z,2440000,1.0,-1.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (J. Harden 4 AST),"[201599, 201935]",1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,0.16,Made,,,,,,,,,2.0,J. Harden,201935.0,4.0,,,,,,,
250,PT05M10.00S,2022-03-15T00:30:19.4Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612743,48,34,2022-03-15T00:30:29Z,2460000,,,0,,D. Jordan shooting personal FOUL (1 PF) (Jokic 2 FT),"[201599, 203999]",1610612755.0,PHI,shooting,,,Jordan,D. Jordan,,,,,,,,,,,,,2005.0,,,,,,1.0,0.0,Jokic,203999.0,,,
252,PT05M10.00S,2022-03-15T00:30:47.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,48,34,2022-03-15T00:30:47Z,2480000,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
253,PT05M10.00S,2022-03-15T00:30:47.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,48,34,2022-03-15T00:30:47Z,2490000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,
254,PT05M10.00S,2022-03-15T00:30:49.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612743,48,34,2022-03-15T00:30:58Z,2500000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M10.00S,2022-03-15T00:30:49.4Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,48,34,2022-03-15T00:30:58Z,2510000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M10.00S,2022-03-15T00:30:49.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612743,48,34,2022-03-15T00:30:58Z,2520000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M10.00S,2022-03-15T00:30:49.4Z,2,REGULAR,substitution,in,[],201145,,,1610612743,48,34,2022-03-15T00:30:58Z,2530000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M10.00S,2022-03-15T00:31:06.7Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,48,35,2022-03-15T00:31:06Z,2540000,,,0,,N. Jokic Free Throw 2 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
259,PT04M52.00S,2022-03-15T00:31:29.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203115,,,1610612755,48,35,2022-03-15T00:31:39Z,2550000,,,0,,W. Barton shooting personal FOUL (2 PF) (Jordan 2 FT),"[203115, 201599]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,2005.0,,,,,,2.0,0.0,Jordan,201599.0,,,
261,PT04M52.00S,2022-03-15T00:32:00.9Z,2,REGULAR,freethrow,1 of 2,[],201599,,,1610612755,48,35,2022-03-15T00:32:01Z,2570000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
262,PT04M52.00S,2022-03-15T00:32:00.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,48,35,2022-03-15T00:32:01Z,2580000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,
263,PT04M52.00S,2022-03-15T00:32:29.3Z,2,REGULAR,freethrow,2 of 2,[],201599,,,1610612755,49,35,2022-03-15T00:32:29Z,2590000,,,0,,D. Jordan Free Throw 2 of 2 (3 PTS),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
264,PT04M38.00S,2022-03-15T00:32:44.2Z,2,REGULAR,2pt,Jump Shot,[],203115,77.61169513797634,44.11764705882353,1610612743,49,35,2022-03-15T00:32:50Z,2600000,-29.0,158.0,1,right,MISS W. Barton 16' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M33.00S,2022-03-15T00:32:49.2Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,49,35,2022-03-15T00:32:50Z,2620000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
267,PT04M25.00S,2022-03-15T00:32:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,10.988830486202366,39.46078431372549,1610612755,51,35,2022-03-15T00:33:02Z,2630000,53.0,51.0,1,left,T. Maxey 7' driving floating Jump Shot (5 PTS) (J. Harden 5 AST),"[1630178, 201935]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,7.32,Made,,,,,,,,,5.0,J. Harden,201935.0,5.0,,,,,,,
