actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
552,PT04M01.00S,2022-02-13T02:37:26.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,96,85,2022-02-13T02:37:26Z,5380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT04M01.00S,2022-02-13T02:37:29.9Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,96,85,2022-02-13T02:37:33Z,5390000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M01.00S,2022-02-13T02:37:29.9Z,4,REGULAR,substitution,in,[],1627747,,,1610612739,96,85,2022-02-13T02:37:33Z,5400000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M56.00S,2022-02-13T02:37:53.2Z,4,REGULAR,turnover,lost ball,[],1629636,,,1610612739,96,85,2022-02-13T02:37:59Z,5410000,,,0,,D. Garland lost ball TURNOVER (6 TO),"[1629636, 1629680]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,6.0,Thybulle,1629680.0,,,,,,,,,,,
556,PT03M56.00S,2022-02-13T02:37:53.2Z,4,REGULAR,steal,,[],1629680,,,1610612755,96,85,2022-02-13T02:37:55Z,5420000,,,0,,M. Thybulle STEAL (6 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
557,PT03M52.00S,2022-02-13T02:37:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,94.1688567674113,51.71568627450981,1610612755,98,85,2022-02-13T02:38:08Z,5430000,9.0,2.0,1,right,J. Embiid running finger roll Layup (35 PTS),[203954],1610612755.0,PHI,running finger roll,,,Embiid,J. Embiid,,,,,0.89,Made,,,,,,,,,,,35.0,,,,,,,
558,PT03M52.00S,2022-02-13T02:38:05.1Z,4,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612755,98,85,2022-02-13T02:38:27Z,5440000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Embiid 1 FT),"[1627747, 203954]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,1162.0,1.0,0.0,,,,,,,Embiid,203954.0
561,PT03M52.00S,2022-02-13T02:38:30.1Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203954,,,1610612755,99,85,2022-02-13T02:38:30Z,5460000,,,0,,J. Embiid Free Throw 1 of 1 (36 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,36.0,,,,,,,
562,PT03M43.00S,2022-02-13T02:38:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,4.28712220762155,47.30392156862745,1610612739,99,85,2022-02-13T02:38:51Z,5470000,13.0,-12.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
563,PT03M40.00S,2022-02-13T02:38:48.5Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,99,85,2022-02-13T02:38:51Z,5480000,,,0,,J. Embiid REBOUND (Off:1 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,562.0,13.0,12.0,1.0,,,,,,,,,,,,,,
564,PT03M25.00S,2022-02-13T02:39:06.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612755,99,85,2022-02-13T02:39:11Z,5490000,,,0,,I. Okoro personal FOUL (3 PF) (Embiid 2 FT),"[1630171, 203954]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,1155.0,3.0,0.0,,,,,,,Embiid,203954.0
566,PT03M25.00S,2022-02-13T02:39:30.7Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,100,85,2022-02-13T02:39:30Z,5510000,,,0,,J. Embiid Free Throw 1 of 2 (37 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,37.0,,,,,,,
567,PT03M25.00S,2022-02-13T02:39:47.5Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,101,85,2022-02-13T02:39:47Z,5520000,,,0,,J. Embiid Free Throw 2 of 2 (38 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,38.0,,,,,,,
568,PT03M10.00S,2022-02-13T02:40:06.0Z,4,REGULAR,3pt,Jump Shot,[],1629636,8.754927726675426,97.05882352941177,1610612739,101,85,2022-02-13T02:40:15Z,5530000,-235.0,30.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
569,PT03M08.00S,2022-02-13T02:40:08.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,101,85,2022-02-13T02:40:15Z,5540000,,,0,,J. Embiid REBOUND (Off:1 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,568.0,14.0,13.0,1.0,,,,,,,,,,,,,,
570,PT03M08.00S,2022-02-13T02:40:12.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612755,101,85,2022-02-13T02:40:22Z,5550000,,,0,,D. Garland personal FOUL (1 PF) (Embiid 2 FT),"[1629636, 203954]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,1162.0,1.0,0.0,,,,,,,Embiid,203954.0
572,PT03M08.00S,2022-02-13T02:40:34.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,101,85,2022-02-13T02:40:34Z,5570000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,out,[],1630596,,,1610612755,101,85,2022-02-13T02:43:26Z,5580000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
574,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,out,[],1629636,,,1610612755,101,85,2022-02-13T02:43:26Z,5590000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,out,[],1628386,,,1610612755,101,85,2022-02-13T02:43:26Z,5600000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,out,[],1630171,,,1610612755,101,85,2022-02-13T02:43:26Z,5610000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,out,[],1627747,,,1610612755,101,85,2022-02-13T02:43:26Z,5620000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,in,[],1629731,,,1610612755,101,85,2022-02-13T02:43:26Z,5630000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,in,[],202334,,,1610612755,101,85,2022-02-13T02:43:26Z,5640000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,in,[],1630205,,,1610612755,101,85,2022-02-13T02:43:26Z,5650000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,in,[],1629164,,,1610612755,101,85,2022-02-13T02:43:26Z,5660000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M08.00S,2022-02-13T02:43:10.0Z,4,REGULAR,substitution,in,[],1626224,,,1610612755,101,85,2022-02-13T02:43:26Z,5670000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M08.00S,2022-02-13T02:43:45.2Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,102,85,2022-02-13T02:43:45Z,5680000,,,0,,J. Embiid Free Throw 1 of 2 (39 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,39.0,,,,,,,
584,PT03M08.00S,2022-02-13T02:44:00.6Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,103,85,2022-02-13T02:44:00Z,5690000,,,0,,J. Embiid Free Throw 2 of 2 (40 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,40.0,,,,,,,
585,PT02M54.00S,2022-02-13T02:44:18.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612739,103,85,2022-02-13T02:52:26Z,5700000,,,0,,M. Thybulle personal FOUL (4 PF) (Osman 2 FT),"[1629680, 1626224]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,203593.0,4.0,0.0,,,,,,,Osman,1626224.0
587,PT02M54.00S,2022-02-13T02:44:47.5Z,4,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,103,86,2022-02-13T02:45:20Z,5720000,,,0,,C. Osman Free Throw 1 of 2 (12 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
588,PT02M54.00S,2022-02-13T02:44:48.3Z,4,REGULAR,substitution,out,[],203954,,,1610612739,103,86,2022-02-13T02:44:50Z,5730000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
589,PT02M54.00S,2022-02-13T02:44:48.3Z,4,REGULAR,substitution,in,[],1630194,,,1610612739,103,86,2022-02-13T02:44:50Z,5740000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
590,PT02M54.00S,2022-02-13T02:45:01.8Z,4,REGULAR,substitution,out,[],202699,,,1610612739,103,86,2022-02-13T02:45:06Z,5750000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
591,PT02M54.00S,2022-02-13T02:45:01.8Z,4,REGULAR,substitution,in,[],1627777,,,1610612739,103,86,2022-02-13T02:45:06Z,5760000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M54.00S,2022-02-13T02:44:47.5Z,4,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,103,86,2022-02-13T02:45:20Z,5770000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Missed,,,,,,,,,,,,,,,,,,
593,PT02M54.00S,2022-02-13T02:44:47.5Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,103,86,2022-02-13T02:45:20Z,5780000,,,0,,P. Reed REBOUND (Off:3 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,592.0,5.0,2.0,3.0,,,,,,,,,,,,,,
594,PT02M32.00S,2022-02-13T02:45:41.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,91.27792378449409,47.05882352941176,1610612755,103,86,2022-02-13T02:46:38Z,5790000,-15.0,29.0,1,right,MISS P. Reed turnaround Hook - blocked,"[1630194, 202334]",1610612755.0,PHI,turnaround,,,Reed,P. Reed,,,,,3.3,Missed,,,,,,,,,,,,,,,Davis,202334.0,,
595,PT02M32.00S,2022-02-13T02:45:41.0Z,4,REGULAR,block,,[],202334,,,1610612755,103,86,2022-02-13T02:45:44Z,5800000,,,0,,E. Davis BLOCK (1 BLK),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M31.00S,2022-02-13T02:45:42.0Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,103,86,2022-02-13T02:46:04Z,5810000,,,0,,P. Reed REBOUND (Off:4 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,594.0,6.0,2.0,4.0,,,,,,,,,,,,,,
611,PT02M31.00S,2022-02-13T02:45:44.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,70.12155059132719,78.18627450980392,1610612755,103,86,2022-02-13T02:47:51Z,5815000,141.0,228.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,
612,PT02M31.00S,2022-02-13T02:45:44.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,103,86,2022-02-13T02:47:51Z,5817500,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,,,
597,PT02M31.00S,2022-02-13T02:45:48.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,103,86,2022-02-13T02:47:33Z,5820000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,203593.0,,,,,,,,,,
598,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,out,[],1630178,,,1610612739,103,86,2022-02-13T02:45:59Z,5830000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,out,[],201980,,,1610612739,103,86,2022-02-13T02:45:59Z,5840000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,out,[],1629680,,,1610612739,103,86,2022-02-13T02:45:59Z,5850000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,in,[],1627788,,,1610612739,103,86,2022-02-13T02:45:59Z,5860000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,in,[],1630198,,,1610612739,103,86,2022-02-13T02:45:59Z,5870000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M30.00S,2022-02-13T02:45:50.8Z,4,REGULAR,substitution,in,[],1629003,,,1610612739,103,86,2022-02-13T02:45:59Z,5880000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M06.00S,2022-02-13T02:46:29.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,27.020367936925098,76.22549019607843,1610612739,103,89,2022-02-13T02:46:38Z,5890000,-131.0,201.0,1,left,D. Wade 24' 3PT  (8 PTS) (E. Davis 1 AST),"[1629731, 202334]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,24.04,Made,,,,,,,,,,,8.0,E. Davis,202334.0,1.0,,,,
606,PT01M53.00S,2022-02-13T02:46:43.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,67.62483574244416,37.254901960784316,1610612755,103,89,2022-02-13T02:46:48Z,5910000,-64.0,252.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
607,PT01M50.00S,2022-02-13T02:46:45.8Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,103,89,2022-02-13T02:46:45Z,5920000,,,0,,P. Reed REBOUND (Off:5 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,606.0,7.0,2.0,5.0,,,,,,,,,,,,,,
608,PT01M42.00S,2022-02-13T02:46:53.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,93.51182654402102,44.36274509803921,1610612755,103,89,2022-02-13T02:47:02Z,5930000,-28.0,8.0,1,right,MISS P. Reed reverse Layup,[1630194],1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,
609,PT01M38.00S,2022-02-13T02:46:57.3Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,103,89,2022-02-13T02:46:57Z,5940000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,608.0,1.0,1.0,0.0,,,,,,,,,,,,,,
610,PT01M33.00S,2022-02-13T02:47:03.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,19.92444152431012,63.725490196078425,1610612739,103,91,2022-02-13T02:47:09Z,5950000,-69.0,135.0,1,left,L. Stevens 15' pullup Jump Shot (2 PTS),[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,15.13,Made,,,,,,,,,,,2.0,,,,,,,
613,PT01M15.00S,2022-02-13T02:47:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,92.32917214191852,45.34313725490196,1610612755,103,91,2022-02-13T02:47:29Z,5960000,-23.0,20.0,1,right,MISS P. Reed Layup,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,
614,PT01M12.00S,2022-02-13T02:47:26.4Z,4,REGULAR,rebound,defensive,[],1629164,,,1610612739,103,91,2022-02-13T02:47:26Z,5970000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,613.0,1.0,1.0,0.0,,,,,,,,,,,,,,
615,PT00M56.00S,2022-02-13T02:47:43.6Z,4,REGULAR,turnover,bad pass,[],1629164,,,1610612739,103,91,2022-02-13T02:47:48Z,5980000,,,0,,B. Goodwin bad pass TURNOVER (1 TO),"[1629164, 1630194]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,1.0,Reed,1630194.0,,,,,,,,,,,
616,PT00M56.00S,2022-02-13T02:47:43.6Z,4,REGULAR,steal,,[],1630194,,,1610612755,103,91,2022-02-13T02:47:45Z,5990000,,,0,,P. Reed STEAL (3 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M33.00S,2022-02-13T02:48:06.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,67.36202365308804,57.84313725490197,1610612755,103,91,2022-02-13T02:48:12Z,6000000,39.0,254.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,
618,PT00M29.50S,2022-02-13T02:48:10.1Z,4,REGULAR,rebound,defensive,[],202334,,,1610612739,103,91,2022-02-13T02:48:12Z,6010000,,,0,,E. Davis REBOUND (Off:0 Def:1),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,617.0,1.0,1.0,0.0,,,,,,,,,,,,,,
619,PT00M18.60S,2022-02-13T02:48:21.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629731,8.360709592641262,48.03921568627451,1610612739,103,93,2022-02-13T02:48:32Z,6020000,10.0,26.0,1,left,D. Wade cutting DUNK (10 PTS) (E. Davis 2 AST),"[1629731, 202334]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,2.79,Made,,,,,,,,,,,10.0,E. Davis,202334.0,2.0,,,,
621,PT00M00.00S,2022-02-13T02:48:45.7Z,4,REGULAR,period,end,[],0,,,1610612755,103,93,2022-02-13T02:48:45Z,6040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M00.00S,2022-02-13T02:48:47.6Z,4,REGULAR,game,end,[],0,,,0,103,93,2022-02-13T02:48:47Z,6050000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
