actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
15,PT10M36.00S,2021-10-30T23:43:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.67608409986859,19.607843137254903,1610612737,2,2,2021-10-30T23:43:24Z,150000,-152.0,242.0,1,right,MISS T. Young 28' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,28.57,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2021-10-30T23:43:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,2,2,2021-10-30T23:43:19Z,160000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2021-10-30T23:43:21.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,2,2,2021-10-30T23:43:21Z,170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2021-10-30T23:43:34.6Z,1,REGULAR,3pt,Jump Shot,[],203954,28.465834428383708,24.019607843137255,1610612755,2,2,2021-10-30T23:43:38Z,180000,130.0,215.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2021-10-30T23:43:37.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,2,2,2021-10-30T23:43:38Z,190000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M04.00S,2021-10-30T23:43:54.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,91.93495400788436,63.970588235294116,1610612737,2,2,2021-10-30T23:44:02Z,200000,70.0,23.0,1,right,MISS C. Capela 7' driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2021-10-30T23:43:54.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,2,2,2021-10-30T23:44:02Z,210000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2021-10-30T23:43:59.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,2,2,2021-10-30T23:44:16Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2021-10-30T23:44:20.7Z,1,REGULAR,turnover,bad pass,[],201980,,,1610612755,2,2,2021-10-30T23:44:25Z,230000,,,0,,D. Green bad pass TURNOVER (1 TO),"[201980, 1628381]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,,
24,PT09M46.00S,2021-10-30T23:44:20.7Z,1,REGULAR,steal,,[],1628381,,,1610612737,2,2,2021-10-30T23:44:23Z,240000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M32.00S,2021-10-30T23:44:34.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,74.45795006570303,73.52941176470588,1610612737,2,2,2021-10-30T23:44:38Z,250000,118.0,188.0,1,right,MISS T. Young 22' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.14,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M29.00S,2021-10-30T23:44:37.4Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,2,2,2021-10-30T23:44:38Z,260000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M25.00S,2021-10-30T23:44:42.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630178,6.915243101182654,37.00980392156863,1610612755,4,2,2021-10-30T23:44:49Z,270000,65.0,13.0,1,left,T. Maxey 6' driving floating Jump Shot (4 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,6.62,Made,,,,,4.0,,,,,,,,,,,,,,
28,PT09M09.00S,2021-10-30T23:44:59.8Z,1,REGULAR,foul,personal,[],1630178,,,1610612737,4,2,2021-10-30T23:45:04Z,280000,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1629631]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,2530.0,1.0,0.0,Hunter,1629631.0,,,,,,
30,PT09M02.00S,2021-10-30T23:45:26.5Z,1,REGULAR,foul,personal,[],203552,,,1610612737,4,2,2021-10-30T23:45:33Z,300000,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1629631]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1193.0,1.0,0.0,Hunter,1629631.0,,,,,,
32,PT08M54.00S,2021-10-30T23:45:47.7Z,1,REGULAR,2pt,Jump Shot,[],1629631,84.70762155059133,24.264705882352942,1610612737,4,4,2021-10-30T23:45:52Z,320000,-129.0,91.0,1,right,D. Hunter 15' turnaround Jump Shot (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,15.77,Made,,,,,2.0,,,,,,,,,T. Young,1629027.0,1.0,,,
34,PT08M43.00S,2021-10-30T23:45:58.6Z,1,REGULAR,3pt,Jump Shot,[],203552,24.917871222076215,9.558823529411764,1610612755,4,4,2021-10-30T23:46:03Z,340000,202.0,182.0,1,left,MISS S. Curry 27' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M39.00S,2021-10-30T23:46:02.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,4,4,2021-10-30T23:46:03Z,350000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M23.00S,2021-10-30T23:46:17.6Z,1,REGULAR,2pt,Jump Shot,[],1629631,77.08607095926413,20.34313725490196,1610612737,4,6,2021-10-30T23:46:23Z,360000,-148.0,163.0,1,right,D. Hunter 22' Jump Shot (4 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,22.03,Made,,,,,4.0,,,,,,,,,T. Young,1629027.0,2.0,,,
38,PT08M06.00S,2021-10-30T23:46:34.7Z,1,REGULAR,3pt,Jump Shot,[],203954,29.122864651773984,76.7156862745098,1610612755,4,6,2021-10-30T23:46:40Z,380000,-134.0,221.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M04.00S,2021-10-30T23:46:36.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,4,6,2021-10-30T23:46:40Z,390000,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
40,PT08M01.00S,2021-10-30T23:46:40.9Z,1,REGULAR,turnover,lost ball,[],203992,,,1610612737,4,6,2021-10-30T23:46:45Z,400000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[203992, 201980]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1.0,Green,201980.0,,,,,,,,,,,
41,PT08M01.00S,2021-10-30T23:46:40.9Z,1,REGULAR,steal,,[],201980,,,1610612755,4,6,2021-10-30T23:46:43Z,410000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M57.00S,2021-10-30T23:46:44.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201980,26.231931668856767,16.176470588235293,1610612755,7,6,2021-10-30T23:50:21Z,420000,169.0,194.0,1,left,D. Green 25' 3PT running (3 PTS) (T. Harris 1 AST),"[201980, 202699]",1610612755.0,PHI,running,,,Green,D. Green,,,,,25.74,Made,,,,,3.0,,,,,,,,,T. Harris,202699.0,1.0,,,
44,PT07M32.00S,2021-10-30T23:47:09.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,91.5407358738502,63.48039215686274,1610612737,7,6,2021-10-30T23:47:14Z,440000,67.0,27.0,1,right,MISS C. Capela 7' turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,7.26,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M29.00S,2021-10-30T23:47:11.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,6,2021-10-30T23:47:11Z,450000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
46,PT07M24.00S,2021-10-30T23:47:16.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203992,79.31997371879106,21.568627450980394,1610612737,7,6,2021-10-30T23:47:31Z,460000,-142.0,142.0,1,right,MISS B. Bogdanovic 20' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,20.09,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M23.00S,2021-10-30T23:47:17.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,7,6,2021-10-30T23:47:23Z,470000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,
48,PT07M23.00S,2021-10-30T23:47:24.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,7,6,2021-10-30T23:47:24Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M01.00S,2021-10-30T23:47:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,17.821944809461236,45.588235294117645,1610612755,9,6,2021-10-30T23:47:55Z,490000,22.0,115.0,1,left,T. Harris 11' pullup Jump Shot (2 PTS) (S. Curry 1 AST),"[202699, 203552]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.71,Made,,,,,2.0,,,,,,,,,S. Curry,203552.0,1.0,,,
51,PT06M46.00S,2021-10-30T23:48:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,88.78120893561103,59.31372549019608,1610612737,9,6,2021-10-30T23:48:12Z,510000,47.0,53.0,1,right,MISS D. Hunter 7' turnaround Shot,[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,7.06,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M45.00S,2021-10-30T23:48:07.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,9,6,2021-10-30T23:56:07Z,520000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,51.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
98,PT06M45.00S,2021-10-30T23:48:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.82194480946123,49.01960784313726,1610612737,9,6,2021-10-30T23:56:48Z,525000,-5.0,15.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,1.58,Missed,,,,,,,,,,,,,,,,,,,
99,PT06M44.00S,2021-10-30T23:48:17.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,9,6,2021-10-30T23:56:48Z,527500,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
53,PT06M28.00S,2021-10-30T23:48:25.5Z,1,REGULAR,2pt,Jump Shot,[],203954,11.777266754270697,75.49019607843137,1610612755,9,6,2021-10-30T23:51:44Z,530000,-127.0,58.0,1,left,MISS J. Embiid 14' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,14.02,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M28.00S,2021-10-30T23:48:25.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,9,6,2021-10-30T23:51:44Z,535000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
54,PT06M28.00S,2021-10-30T23:48:25.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,9,6,2021-10-30T23:51:44Z,540000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M25.00S,2021-10-30T23:51:44.2Z,1,REGULAR,jumpball,recovered,[],203991,,,1610612737,9,6,2021-10-30T23:51:44Z,550000,,,0,,Jump Ball D. Hunter vs. T. Harris: Tip to C. Capela,"[203991, 1629631, 202699]",1610612737.0,ATL,heldball,C. Capela,203991.0,Capela,C. Capela,Hunter,1629631.0,Harris,202699.0,,,,,,,,,,,,,,,,,,,,,
59,PT06M14.00S,2021-10-30T23:51:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,85.23324572930355,45.09803921568628,1610612737,9,6,2021-10-30T23:51:58Z,580000,-25.0,86.0,1,right,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.97,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M12.00S,2021-10-30T23:51:56.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,6,2021-10-30T23:51:58Z,590000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M03.00S,2021-10-30T23:52:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.40801576872536,55.88235294117647,1610612755,9,6,2021-10-30T23:52:11Z,600000,-29.0,252.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M59.00S,2021-10-30T23:52:10.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,9,6,2021-10-30T23:52:11Z,610000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
63,PT05M45.00S,2021-10-30T23:52:24.2Z,1,REGULAR,2pt,Jump Shot,[],1628381,92.19776609724047,68.38235294117648,1610612737,9,6,2021-10-30T23:52:29Z,620000,92.0,21.0,1,right,MISS J. Collins 9' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,9.42,Missed,,,,,,,,,,,,,,,,,,,
64,PT05M42.00S,2021-10-30T23:52:27.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,6,2021-10-30T23:52:29Z,630000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT05M29.00S,2021-10-30T23:52:43.6Z,1,REGULAR,foul,personal,[],203991,,,1610612755,9,6,2021-10-30T23:52:50Z,640000,,,0,,C. Capela personal FOUL (1 PF),"[203991, 203954]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,2530.0,1.0,0.0,Embiid,203954.0,,,,,,
67,PT05M21.00S,2021-10-30T23:53:17.6Z,1,REGULAR,3pt,Jump Shot,[],202699,29.122864651773984,77.94117647058823,1610612755,9,6,2021-10-30T23:58:53Z,660000,-140.0,221.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M19.00S,2021-10-30T23:53:19.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,9,6,2021-10-30T23:53:21Z,670000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
69,PT05M02.00S,2021-10-30T23:53:36.7Z,1,REGULAR,2pt,Jump Shot,[],1629631,92.9862023653088,73.77450980392157,1610612737,9,6,2021-10-30T23:53:42Z,680000,119.0,13.0,1,right,MISS D. Hunter 11' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,11.97,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M00.00S,2021-10-30T23:53:38.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,9,6,2021-10-30T23:53:42Z,690000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,
71,PT05M00.00S,2021-10-30T23:53:43.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,9,6,2021-10-30T23:53:43Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M38.00S,2021-10-30T23:54:06.9Z,1,REGULAR,2pt,Jump Shot,[],203954,16.770696452036795,33.82352941176471,1610612755,9,6,2021-10-30T23:54:14Z,710000,81.0,105.0,1,left,MISS J. Embiid 13' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,13.26,Missed,,,,,,,,,,,,,,,,,,,
73,PT04M36.00S,2021-10-30T23:54:08.9Z,1,REGULAR,rebound,offensive,[],201980,,,1610612755,9,6,2021-10-30T23:54:14Z,720000,,,0,,D. Green REBOUND (Off:1 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
74,PT04M34.00S,2021-10-30T23:54:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,32.933639947437584,42.40196078431372,1610612755,12,6,2021-10-30T23:54:17Z,730000,38.0,257.0,1,left,T. Harris 25' 3PT  (5 PTS) (D. Green 1 AST),"[202699, 201980]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.99,Made,,,,,5.0,,,,,,,,,D. Green,201980.0,1.0,,,
76,PT04M24.00S,2021-10-30T23:54:23.3Z,1,REGULAR,foul,personal,[],201980,,,1610612737,12,6,2021-10-30T23:54:28Z,750000,,,0,,D. Green personal FOUL (1 PF),"[201980, 203992]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,1193.0,1.0,0.0,Bogdanovic,203992.0,,,,,,
78,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,out,[],201980,,,1610612737,12,6,2021-10-30T23:54:46Z,770000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,out,[],203992,,,1610612737,12,6,2021-10-30T23:54:46Z,780000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,12,6,2021-10-30T23:54:46Z,790000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612737,12,6,2021-10-30T23:54:46Z,800000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,in,[],1629629,,,1610612737,12,6,2021-10-30T23:54:46Z,810000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M24.00S,2021-10-30T23:54:30.3Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,12,6,2021-10-30T23:54:46Z,820000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M24.00S,2021-10-30T23:54:54.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612737,12,6,2021-10-30T23:54:58Z,830000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M24.00S,2021-10-30T23:54:54.6Z,1,REGULAR,substitution,in,[],1629003,,,1610612737,12,6,2021-10-30T23:54:58Z,840000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M20.00S,2021-10-30T23:55:12.4Z,1,REGULAR,foul,personal,[],1629003,,,1610612737,12,6,2021-10-30T23:55:27Z,850000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1629027]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,1193.0,1.0,0.0,Young,1629027.0,,,,,,
88,PT04M14.00S,2021-10-30T23:55:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,85.89027595269383,53.67647058823529,1610612737,12,6,2021-10-30T23:55:43Z,870000,18.0,80.0,1,right,MISS T. Young 8' running pullup Shot,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,8.22,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M11.00S,2021-10-30T23:55:41.1Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,12,6,2021-10-30T23:55:43Z,880000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
