actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
31,PT09M31.00S,2021-10-22T23:49:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,11.12023653088042,57.84313725490197,1610612755,11,6,2021-10-22T23:49:37Z,310000,-39.0,52.0,1,left,MISS J. Embiid 6' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,6.51,Missed,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2021-10-22T23:49:33.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,11,6,2021-10-22T23:49:37Z,320000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,
33,PT09M20.00S,2021-10-22T23:49:42.9Z,1,REGULAR,3pt,Jump Shot,[],201933,67.09921156373193,48.77450980392157,1610612751,11,6,2021-10-22T23:49:53Z,330000,-6.0,257.0,1,right,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
34,PT09M20.00S,2021-10-22T23:49:42.9Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,11,6,2021-10-22T23:49:53Z,340000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,
35,PT09M10.00S,2021-10-22T23:49:53.3Z,1,REGULAR,3pt,Jump Shot,[],203954,30.56833114323259,67.40196078431373,1610612755,11,6,2021-10-22T23:49:57Z,350000,-87.0,235.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2021-10-22T23:49:56.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,6,2021-10-22T23:49:57Z,360000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,
37,PT08M58.00S,2021-10-22T23:50:05.2Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,11,6,2021-10-22T23:50:11Z,370000,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 203954]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,1.0,Embiid,203954.0
38,PT08M58.00S,2021-10-22T23:50:05.2Z,1,REGULAR,steal,,[],203954,,,1610612755,11,6,2021-10-22T23:50:09Z,380000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M52.00S,2021-10-22T23:50:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,6.389618922470433,51.225490196078425,1610612755,13,6,2021-10-22T23:53:32Z,390000,-6.0,8.0,1,left,T. Harris driving Layup (2 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,0.97,Made,2.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,
41,PT08M40.00S,2021-10-22T23:50:22.8Z,1,REGULAR,turnover,lost ball,[],203925,,,1610612751,13,6,2021-10-22T23:50:28Z,410000,,,0,,J. Harris lost ball TURNOVER (1 TO),"[203925, 203552]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,1.0,Curry,203552.0
42,PT08M40.00S,2021-10-22T23:50:22.8Z,1,REGULAR,steal,,[],203552,,,1610612755,13,6,2021-10-22T23:50:24Z,420000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M36.00S,2021-10-22T23:50:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203552,5.206964520367937,49.01960784313725,1610612755,15,6,2021-10-22T23:50:34Z,430000,5.0,-4.0,1,left,S. Curry running Layup (5 PTS) (J. Embiid 3 AST),"[203552, 203954]",1610612755.0,PHI,running,,,Curry,S. Curry,,,,,0.61,Made,5.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,,,
45,PT08M36.00S,2021-10-22T23:50:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,6,2021-10-22T23:50:31Z,450000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M13.00S,2021-10-22T23:54:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.82588699080158,51.225490196078425,1610612751,15,6,2021-10-22T23:54:18Z,460000,6.0,-4.0,1,right,MISS N. Claxton Layup - blocked,"[1629651, 203954]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,0.72,Missed,,,,,,,,,,Embiid,203954.0,,,,,,,
47,PT08M13.00S,2021-10-22T23:54:12.0Z,1,REGULAR,block,,[],203954,,,1610612751,15,6,2021-10-22T23:54:14Z,470000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2021-10-22T23:54:15.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,15,6,2021-10-22T23:54:18Z,480000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,
49,PT07M59.00S,2021-10-22T23:54:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,4.944152431011826,56.61764705882353,1610612755,15,6,2021-10-22T23:54:32Z,490000,-33.0,-6.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,3.36,Missed,,,,,,,,,,,,,,,,,,
50,PT07M56.00S,2021-10-22T23:54:29.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,15,6,2021-10-22T23:54:32Z,500000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,
51,PT07M49.00S,2021-10-22T23:54:36.4Z,1,REGULAR,3pt,Jump Shot,[],201933,91.67214191852825,4.411764705882353,1610612751,15,6,2021-10-22T23:54:41Z,510000,-228.0,26.0,1,right,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
52,PT07M46.00S,2021-10-22T23:54:39.8Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,15,6,2021-10-22T23:54:39Z,520000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,51.0,2.0,1.0,1.0,,,
53,PT07M43.00S,2021-10-22T23:54:42.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203925,76.16622864651774,87.25490196078431,1610612751,15,6,2021-10-22T23:54:46Z,530000,186.0,172.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,
54,PT07M39.00S,2021-10-22T23:54:46.8Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,15,6,2021-10-22T23:54:46Z,540000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,53.0,2.0,2.0,0.0,,,
55,PT07M20.00S,2021-10-22T23:55:04.5Z,1,REGULAR,2pt,Jump Shot,[],203954,8.360709592641262,25.98039215686275,1610612755,17,6,2021-10-22T23:55:11Z,550000,120.0,26.0,1,left,J. Embiid 12' fadeaway Jump Shot (4 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,12.29,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2021-10-22T23:55:25.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,17,6,2021-10-22T23:55:28Z,560000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 203954]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,2.0,Embiid,203954.0
57,PT07M00.00S,2021-10-22T23:55:25.1Z,1,REGULAR,steal,,[],203954,,,1610612755,17,6,2021-10-22T23:55:26Z,570000,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2021-10-22T23:55:30.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202699,27.414586070959263,78.67647058823529,1610612755,20,6,2021-10-22T23:55:36Z,580000,-143.0,205.0,1,left,T. Harris 25' 3PT running pullup (5 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,running pullup,,,Harris,T. Harris,,,,,25.03,Made,5.0,J. Embiid,203954.0,4.0,,,,,,,,,,,,,,
60,PT06M40.00S,2021-10-22T23:55:44.7Z,1,REGULAR,2pt,Jump Shot,[],201142,77.34888304862024,26.47058823529412,1610612751,20,8,2021-10-22T23:55:51Z,600000,-118.0,160.0,1,right,K. Durant 19' pullup Jump Shot (6 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,19.89,Made,6.0,,,,,,,,,,,,,,,,,
61,PT06M21.00S,2021-10-22T23:56:05.2Z,1,REGULAR,2pt,Jump Shot,[],203552,26.62614980289093,41.66666666666667,1610612755,20,8,2021-10-22T23:56:10Z,610000,42.0,198.0,1,left,MISS S. Curry 20' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,
62,PT06M18.00S,2021-10-22T23:56:08.2Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,20,8,2021-10-22T23:56:10Z,620000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,
63,PT06M11.00S,2021-10-22T23:56:15.2Z,1,REGULAR,3pt,Jump Shot,[],203925,72.48685939553219,80.63725490196079,1610612751,20,11,2021-10-22T23:56:20Z,630000,153.0,206.0,1,right,J. Harris 25' 3PT  (3 PTS) (K. Durant 1 AST),"[203925, 201142]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,25.68,Made,3.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,
65,PT05M48.00S,2021-10-22T23:56:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.347568988173457,64.4607843137255,1610612755,20,11,2021-10-22T23:56:43Z,650000,-72.0,120.0,1,left,MISS J. Embiid 14' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,14.01,Missed,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2021-10-22T23:56:42.0Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,20,11,2021-10-22T23:56:43Z,660000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,
67,PT05M33.00S,2021-10-22T23:56:53.7Z,1,REGULAR,3pt,Jump Shot,[],203925,69.07030223390277,71.32352941176471,1610612751,20,11,2021-10-22T23:56:57Z,670000,107.0,238.0,1,right,MISS J. Harris 26' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
68,PT05M31.00S,2021-10-22T23:56:55.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,20,11,2021-10-22T23:56:57Z,680000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,
69,PT05M25.00S,2021-10-22T23:57:04.0Z,1,REGULAR,foul,personal,[],201933,,,1610612755,20,11,2021-10-22T23:57:11Z,690000,,,0,,B. Griffin personal FOUL (1 PF),"[201933, 203552]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,201245.0,1.0,0.0,Curry,203552.0,,,,,,,,,
71,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,out,[],201933,,,1610612755,20,11,2021-10-22T23:57:17Z,710000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612755,20,11,2021-10-22T23:57:17Z,720000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,out,[],203925,,,1610612755,20,11,2021-10-22T23:57:17Z,730000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,out,[],201935,,,1610612755,20,11,2021-10-22T23:57:17Z,740000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,in,[],200746,,,1610612755,20,11,2021-10-22T23:57:17Z,750000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,in,[],201988,,,1610612755,20,11,2021-10-22T23:57:17Z,760000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,in,[],200794,,,1610612755,20,11,2021-10-22T23:57:17Z,770000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2021-10-22T23:57:09.5Z,1,REGULAR,substitution,in,[],1628975,,,1610612755,20,11,2021-10-22T23:57:17Z,780000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M15.00S,2021-10-22T23:57:40.3Z,1,REGULAR,foul,personal,['2freethrow'],200746,,,1610612755,20,11,2021-10-22T23:57:44Z,790000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Embiid 2 FT),"[200746, 203954]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,202027.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
81,PT05M15.00S,2021-10-22T23:58:12.8Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,21,11,2021-10-22T23:58:12Z,810000,,,0,,J. Embiid Free Throw 1 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2021-10-22T23:58:31.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,22,11,2021-10-22T23:58:31Z,820000,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
83,PT05M03.00S,2021-10-22T23:58:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.60512483574244,48.03921568627451,1610612751,22,13,2021-10-22T23:58:51Z,830000,-10.0,111.0,1,right,K. Durant 11' driving floating Jump Shot (8 PTS),[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,11.14,Made,8.0,,,,,,,,,,,,,,,,,
84,PT04M51.00S,2021-10-22T23:58:57.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,5.338370565045992,53.18627450980392,1610612755,22,13,2021-10-22T23:59:02Z,840000,-16.0,-2.0,1,left,MISS T. Harris driving DUNK - blocked,"[202699, 201142]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,1.61,Missed,,,,,,,,,,Durant,201142.0,,,,,,,
85,PT04M51.00S,2021-10-22T23:58:57.0Z,1,REGULAR,block,,[],201142,,,1610612755,22,13,2021-10-22T23:58:59Z,850000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M48.00S,2021-10-22T23:59:00.0Z,1,REGULAR,rebound,defensive,[],200794,,,1610612751,22,13,2021-10-22T23:59:02Z,860000,,,0,,P. Millsap REBOUND (Off:0 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,84.0,1.0,1.0,0.0,,,
87,PT04M39.00S,2021-10-22T23:59:09.4Z,1,REGULAR,3pt,Jump Shot,[],200794,68.01905387647832,63.23529411764706,1610612751,22,16,2021-10-22T23:59:13Z,870000,66.0,248.0,1,right,P. Millsap 25' 3PT  (3 PTS) (K. Durant 2 AST),"[200794, 201142]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,25.68,Made,3.0,K. Durant,201142.0,2.0,,,,,,,,,,,,,,
89,PT04M18.00S,2021-10-22T23:59:29.5Z,1,REGULAR,2pt,Jump Shot,[],1630178,12.302890932982917,29.65686274509804,1610612755,22,16,2021-10-22T23:59:40Z,890000,102.0,63.0,1,left,MISS T. Maxey 11' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,11.97,Missed,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2021-10-22T23:59:30.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,22,16,2021-10-22T23:59:40Z,900000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,
