actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
187,PT10M00.00S,2021-10-23T00:15:50.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,38,33,2021-10-23T00:15:52Z,1860000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,186.0,3.0,2.0,1.0,,,
188,PT09M50.00S,2021-10-23T00:16:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,94.03745072273325,53.67647058823529,1610612751,38,33,2021-10-23T00:16:06Z,1870000,18.0,4.0,1,right,MISS J. Johnson Layup - blocked,"[201949, 203083]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,1.87,Missed,,,,,,,,,,Drummond,203083.0,,,,,,,
189,PT09M50.00S,2021-10-23T00:16:00.7Z,2,REGULAR,block,,[],203083,,,1610612751,38,33,2021-10-23T00:16:02Z,1880000,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M48.00S,2021-10-23T00:16:02.7Z,2,REGULAR,rebound,offensive,[],201949,,,1610612751,38,33,2021-10-23T00:16:06Z,1890000,,,0,,J. Johnson REBOUND (Off:1 Def:0),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,188.0,1.0,0.0,1.0,,,
191,PT09M46.00S,2021-10-23T00:16:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201949,93.11760840998686,51.71568627450981,1610612751,38,33,2021-10-23T00:16:12Z,1900000,9.0,12.0,1,right,MISS J. Johnson reverse Layup,[201949],1610612751.0,BKN,reverse,,,Johnson,J. Johnson,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,
192,PT09M44.00S,2021-10-23T00:16:06.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,38,33,2021-10-23T00:16:06Z,1910000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,191.0,3.0,2.0,1.0,,,
193,PT09M34.00S,2021-10-23T00:16:16.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,5.995400788436268,98.0392156862745,1610612755,38,33,2021-10-23T00:16:23Z,1920000,-240.0,4.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,
194,PT09M31.00S,2021-10-23T00:16:19.4Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,38,33,2021-10-23T00:16:23Z,1930000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,
195,PT09M21.00S,2021-10-23T00:16:31.4Z,2,REGULAR,foul,personal,[],1627777,,,1610612751,38,33,2021-10-23T00:16:36Z,1940000,,,0,,G. Niang personal FOUL (2 PF),"[1627777, 1629651]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,2714.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,
197,PT09M21.00S,2021-10-23T00:16:39.6Z,2,REGULAR,substitution,out,[],201988,,,1610612751,38,33,2021-10-23T00:16:46Z,1960000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M21.00S,2021-10-23T00:16:39.6Z,2,REGULAR,substitution,in,[],200794,,,1610612751,38,33,2021-10-23T00:16:46Z,1970000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M16.00S,2021-10-23T00:17:08.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,38,33,2021-10-23T00:17:08Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M11.00S,2021-10-23T00:17:23.0Z,2,REGULAR,3pt,Jump Shot,[],203925,67.09921156373193,51.9607843137255,1610612751,38,33,2021-10-23T00:17:27Z,1990000,10.0,257.0,1,right,MISS J. Harris 25' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
201,PT09M09.00S,2021-10-23T00:17:25.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,38,33,2021-10-23T00:17:27Z,2000000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,200.0,4.0,3.0,1.0,,,
202,PT09M09.00S,2021-10-23T00:17:27.4Z,2,REGULAR,foul,personal,[],201949,,,1610612755,38,33,2021-10-23T00:17:31Z,2010000,,,0,,J. Johnson personal FOUL (1 PF),"[201949, 203083]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,201245.0,1.0,0.0,Drummond,203083.0,,,,,,,,,
204,PT08M58.00S,2021-10-23T00:17:50.4Z,2,REGULAR,2pt,Jump Shot,[],1627788,21.76412614980289,35.294117647058826,1610612755,40,33,2021-10-23T00:17:55Z,2030000,74.0,152.0,1,left,F. Korkmaz 16' step back Jump Shot (4 PTS),[1627788],1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,16.89,Made,4.0,,,,,,,,,,,,,,,,,
205,PT08M34.00S,2021-10-23T00:18:16.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612751,40,33,2021-10-23T00:18:24Z,2040000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Harris 2 FT),"[203083, 203925]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,201245.0,1.0,0.0,Harris,203925.0,,,,,,,,,
207,PT08M34.00S,2021-10-23T00:18:43.9Z,2,REGULAR,freethrow,1 of 2,[],203925,,,1610612751,40,33,2021-10-23T00:18:43Z,2060000,,,0,,MISS J. Harris Free Throw 1 of 2,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2021-10-23T00:18:43.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,40,33,2021-10-23T00:18:43Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,
209,PT08M34.00S,2021-10-23T00:18:45.6Z,2,REGULAR,substitution,out,[],201949,,,1610612751,40,33,2021-10-23T00:18:51Z,2080000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M34.00S,2021-10-23T00:18:45.6Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,40,33,2021-10-23T00:18:51Z,2090000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M34.00S,2021-10-23T00:18:55.6Z,2,REGULAR,substitution,out,[],1630198,,,1610612751,40,33,2021-10-23T00:19:00Z,2100000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M34.00S,2021-10-23T00:18:55.6Z,2,REGULAR,substitution,in,[],203552,,,1610612751,40,33,2021-10-23T00:19:00Z,2110000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M34.00S,2021-10-23T00:19:15.2Z,2,REGULAR,freethrow,2 of 2,[],203925,,,1610612751,40,34,2021-10-23T00:19:15Z,2120000,,,0,,J. Harris Free Throw 2 of 2 (4 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
214,PT08M25.00S,2021-10-23T00:19:27.0Z,2,REGULAR,foul,personal,[],200794,,,1610612755,40,34,2021-10-23T00:19:35Z,2130000,,,0,,P. Millsap personal FOUL (1 PF),"[200794, 203083]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,202027.0,1.0,0.0,Drummond,203083.0,,,,,,,,,
218,PT08M11.00S,2021-10-23T00:19:59.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,5.732588699080158,62.745098039215684,1610612755,42,34,2021-10-23T00:21:25Z,2170000,-64.0,1.0,1,left,G. Niang 6' floating Jump Shot (2 PTS),[1627777],1610612755.0,PHI,floating,,,Niang,G. Niang,,,,,6.37,Made,2.0,,,,,,,,,,,,,,,,,
219,PT07M58.00S,2021-10-23T00:20:06.8Z,2,REGULAR,3pt,Jump Shot,[],201935,76.82325886990802,9.803921568627452,1610612751,42,37,2021-10-23T00:20:22Z,2180000,-201.0,165.0,1,right,J. Harden 26' 3PT step back (7 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.03,Made,7.0,,,,,,,,,,,,,,,,,
220,PT07M35.00S,2021-10-23T00:20:34.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,42,37,2021-10-23T00:20:34Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M31.00S,2021-10-23T00:21:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203552,4.812746386333772,57.107843137254896,1610612755,44,37,2021-10-23T00:21:06Z,2200000,-36.0,-7.0,1,left,S. Curry driving finger roll Layup (12 PTS) (F. Korkmaz 2 AST),"[203552, 1627788]",1610612755.0,PHI,driving finger roll,,,Curry,S. Curry,,,,,3.62,Made,12.0,F. Korkmaz,1627788.0,2.0,,,,,,,,,,,,,,
223,PT07M18.00S,2021-10-23T00:21:17.8Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612751,44,37,2021-10-23T00:21:27Z,2220000,,,0,,G. Niang shooting personal FOUL (3 PF) (Harden 2 FT),"[1627777, 201935]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,202027.0,3.0,0.0,Harden,201935.0,,,,,,,,,
225,PT07M18.00S,2021-10-23T00:21:49.3Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,44,38,2021-10-23T00:21:49Z,2240000,,,0,,J. Harden Free Throw 1 of 2 (8 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
226,PT07M18.00S,2021-10-23T00:21:49.9Z,2,REGULAR,substitution,out,[],1627777,,,1610612751,44,38,2021-10-23T00:21:53Z,2250000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M18.00S,2021-10-23T00:21:49.9Z,2,REGULAR,substitution,in,[],202699,,,1610612751,44,38,2021-10-23T00:21:53Z,2260000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M18.00S,2021-10-23T00:22:13.3Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,44,39,2021-10-23T00:22:13Z,2270000,,,0,,J. Harden Free Throw 2 of 2 (9 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
229,PT06M58.00S,2021-10-23T00:22:34.5Z,2,REGULAR,2pt,Jump Shot,[],202699,12.302890932982917,83.33333333333334,1610612755,46,39,2021-10-23T00:22:38Z,2280000,-167.0,63.0,1,left,T. Harris 17' pullup Jump Shot (14 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,17.82,Made,14.0,,,,,,,,,,,,,,,,,
230,PT06M43.00S,2021-10-23T00:22:51.3Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612751,46,39,2021-10-23T00:23:00Z,2290000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Claxton 2 FT),"[203083, 1629651]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,2714.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,
232,PT06M43.00S,2021-10-23T00:22:59.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,46,39,2021-10-23T00:22:59Z,2310000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2021-10-23T00:25:22.1Z,2,REGULAR,substitution,out,[],203083,,,1610612751,46,39,2021-10-23T00:25:43Z,2320000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2021-10-23T00:25:22.1Z,2,REGULAR,substitution,in,[],203954,,,1610612751,46,39,2021-10-23T00:25:43Z,2330000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2021-10-23T00:26:19.3Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,46,39,2021-10-23T00:26:19Z,2340000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2021-10-23T00:26:19.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,46,39,2021-10-23T00:26:19Z,2350000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,
237,PT06M43.00S,2021-10-23T00:26:34.2Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,46,40,2021-10-23T00:26:34Z,2360000,,,0,,N. Claxton Free Throw 2 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
238,PT06M27.00S,2021-10-23T00:26:54.1Z,2,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,46,40,2021-10-23T00:27:18Z,2370000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,,,,,,,2714.0,,,,,,,,,,,1.0,,
239,PT06M27.00S,2021-10-23T00:26:57.9Z,2,REGULAR,substitution,out,[],203925,,,1610612751,46,40,2021-10-23T00:27:06Z,2380000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M27.00S,2021-10-23T00:26:57.9Z,2,REGULAR,substitution,in,[],201988,,,1610612751,46,40,2021-10-23T00:27:06Z,2390000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M15.00S,2021-10-23T00:27:20.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,71.96123521681997,18.137254901960784,1610612751,46,40,2021-10-23T00:27:25Z,2400000,-159.0,211.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
242,PT06M11.00S,2021-10-23T00:27:24.8Z,2,REGULAR,rebound,defensive,[],203552,,,1610612755,46,40,2021-10-23T00:27:25Z,2410000,,,0,,S. Curry REBOUND (Off:0 Def:3),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,241.0,3.0,3.0,0.0,,,
243,PT06M04.00S,2021-10-23T00:27:31.4Z,2,REGULAR,2pt,Jump Shot,[],203552,14.011169513797633,75.24509803921569,1610612755,48,40,2021-10-23T00:27:35Z,2420000,-126.0,79.0,1,left,S. Curry 14' pullup Jump Shot (14 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,14.9,Made,14.0,,,,,,,,,,,,,,,,,
244,PT05M38.00S,2021-10-23T00:27:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.78777923784494,46.32352941176471,1610612751,48,40,2021-10-23T00:28:01Z,2430000,-18.0,100.0,1,right,MISS J. Harden 10' driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,10.16,Missed,,,,,,,,,,,,,,,,,,
245,PT05M37.00S,2021-10-23T00:27:58.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,48,40,2021-10-23T00:27:58Z,2440000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,244.0,2.0,2.0,0.0,,,
246,PT05M26.00S,2021-10-23T00:28:08.6Z,2,REGULAR,2pt,Jump Shot,[],203552,4.155716162943495,26.225490196078432,1610612755,50,40,2021-10-23T00:28:12Z,2450000,119.0,-13.0,1,left,S. Curry 11' pullup Jump Shot (16 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,11.97,Made,16.0,,,,,,,,,,,,,,,,,
249,PT05M06.00S,2021-10-23T00:28:29.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.64323258869908,46.07843137254902,1610612751,50,40,2021-10-23T00:28:39Z,2480000,-20.0,7.0,1,right,MISS N. Claxton driving Layup - blocked,"[1629651, 203954]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,2.09,Missed,,,,,,,,,,Embiid,203954.0,,,,,,,
250,PT05M06.00S,2021-10-23T00:28:29.5Z,2,REGULAR,block,,[],203954,,,1610612751,50,40,2021-10-23T01:50:15Z,2490000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M04.00S,2021-10-23T00:28:31.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,50,40,2021-10-23T01:50:15Z,2500000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,249.0,3.0,3.0,0.0,,,
252,PT05M04.00S,2021-10-23T00:28:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.389618922470433,50.49019607843137,1610612755,52,40,2021-10-23T00:28:47Z,2510000,-2.0,8.0,1,left,T. Harris running Layup (16 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,0.8,Made,16.0,,,,,,,,,,,,,,,,,
253,PT05M04.00S,2021-10-23T00:28:50.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,52,40,2021-10-23T00:28:50Z,2520000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,out,[],1629680,,,1610612751,52,40,2021-10-23T00:31:31Z,2530000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,out,[],1627788,,,1610612751,52,40,2021-10-23T00:31:31Z,2540000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,out,[],201935,,,1610612751,52,40,2021-10-23T00:31:31Z,2550000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,52,40,2021-10-23T00:31:31Z,2560000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,in,[],1630178,,,1610612751,52,40,2021-10-23T00:31:31Z,2570000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,in,[],201980,,,1610612751,52,40,2021-10-23T00:31:31Z,2580000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,in,[],201142,,,1610612751,52,40,2021-10-23T00:31:31Z,2590000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M04.00S,2021-10-23T00:31:18.1Z,2,REGULAR,substitution,in,[],201933,,,1610612751,52,40,2021-10-23T00:31:31Z,2600000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M52.00S,2021-10-23T00:32:09.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612751,52,40,2021-10-23T00:32:25Z,2610000,,,0,,D. Green personal FOUL (2 PF) (Durant 2 FT),"[201980, 201142]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,2714.0,2.0,0.0,Durant,201142.0,,,,,,,,,
264,PT04M52.00S,2021-10-23T00:32:49.6Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,52,41,2021-10-23T00:32:49Z,2630000,,,0,,K. Durant Free Throw 1 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
265,PT04M52.00S,2021-10-23T00:33:06.4Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,52,42,2021-10-23T00:33:06Z,2640000,,,0,,K. Durant Free Throw 2 of 2 (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
266,PT04M33.00S,2021-10-23T00:33:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.456636005256241,40.931372549019606,1610612755,52,42,2021-10-23T00:33:34Z,2650000,45.0,93.0,1,left,MISS J. Embiid 10' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,10.33,Missed,,,,,,,,,,,,,,,,,,
267,PT04M31.00S,2021-10-23T00:33:30.2Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,52,42,2021-10-23T00:33:34Z,2660000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,266.0,1.0,1.0,0.0,,,
268,PT04M22.00S,2021-10-23T00:33:39.5Z,2,REGULAR,3pt,Jump Shot,[],201933,67.23061760840999,41.17647058823529,1610612751,52,42,2021-10-23T00:33:43Z,2670000,-44.0,256.0,1,right,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
269,PT04M19.00S,2021-10-23T00:33:42.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,52,42,2021-10-23T00:33:43Z,2680000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,268.0,4.0,4.0,0.0,,,
270,PT04M16.00S,2021-10-23T00:33:48.5Z,2,REGULAR,foul,personal,[],201933,,,1610612755,52,42,2021-10-23T00:34:09Z,2690000,,,0,,B. Griffin personal FOUL (2 PF),"[201933, 203954]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,2714.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
272,PT04M16.00S,2021-10-23T00:34:39.2Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612755,52,42,2021-10-23T00:34:45Z,2710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M16.00S,2021-10-23T00:35:48.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203954,,,1610612755,52,42,2021-10-23T00:35:56Z,2720000,,,0,,J. Embiid technical FOUL (1 Tech),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,201245.0,0.0,1.0,,,,,,,,,,,
274,PT04M16.00S,2021-10-23T00:36:12.1Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612755,52,43,2021-10-23T00:36:12Z,2730000,,,0,,K. Durant technical Free Throw 1 of 1 (11 PTS),[201142],1610612751.0,BKN,technical,,,Durant,K. Durant,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
275,PT04M05.00S,2021-10-23T00:36:43.4Z,2,REGULAR,foul,personal,['2freethrow'],200794,,,1610612755,52,43,2021-10-23T00:36:48Z,2740000,,,0,,P. Millsap shooting personal FOUL (2 PF) (Embiid 2 FT),"[200794, 203954]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,201245.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
277,PT04M05.00S,2021-10-23T00:37:05.5Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,53,43,2021-10-23T00:37:26Z,2760000,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
278,PT04M05.00S,2021-10-23T00:37:05.5Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,53,43,2021-10-23T00:37:26Z,2770000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT04M03.00S,2021-10-23T00:37:07.5Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,53,43,2021-10-23T00:37:26Z,2780000,,,0,,P. Millsap REBOUND (Off:1 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,278.0,3.0,2.0,1.0,,,
280,PT03M52.00S,2021-10-23T00:37:38.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612751,53,43,2021-10-23T00:37:44Z,2790000,,,0,,D. Green personal FOUL (3 PF) (Griffin 2 FT),"[201980, 201933]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,202027.0,3.0,0.0,Griffin,201933.0,,,,,,,,,
