actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
272,PT05M48.00S,2022-01-04T00:55:37.1Z,2,REGULAR,3pt,Jump Shot,[],201571,31.586727989487514,29.90196078431373,1610612745,52,48,2022-01-04T00:56:16Z,2700000,100.0,244.0,1,left,MISS D. Augustin 26' step back 3PT,[201571],1610612745.0,HOU,step back,,,Augustin,D. Augustin,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
273,PT05M45.00S,2022-01-04T00:55:40.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,52,48,2022-01-04T00:55:41Z,2710000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,272.0,3.0,2.0,1.0,,,,,,,,,,,,,,
274,PT05M29.00S,2022-01-04T00:55:58.9Z,2,REGULAR,turnover,out-of-bounds,[],201980,,,1610612755,52,48,2022-01-04T00:56:05Z,2720000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[201980],1610612755.0,PHI,bad pass,,,Green,D. Green,,,,,,,,,,,,1627961.0,,,,,1.0,,,,,,,
275,PT05M29.00S,2022-01-04T00:56:01.6Z,2,REGULAR,substitution,out,[],203083,,,1610612745,52,48,2022-01-04T00:56:04Z,2730000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M29.00S,2022-01-04T00:56:01.6Z,2,REGULAR,substitution,in,[],203954,,,1610612745,52,48,2022-01-04T00:56:04Z,2740000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M16.00S,2022-01-04T00:56:25.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,31.718134034165573,78.43137254901961,1610612745,52,51,2022-01-04T00:56:30Z,2750000,-142.0,246.0,1,left,G. Mathews 28' 3PT  (12 PTS) (D. Augustin 2 AST),"[1629726, 201571]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,28.39,Made,,,,,12.0,,,,,,,,,D. Augustin,201571.0,2.0,,
279,PT04M58.00S,2022-01-04T00:56:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.92444152431011,48.529411764705884,1610612755,54,51,2022-01-04T00:56:47Z,2770000,-7.0,-5.0,1,right,J. Embiid Layup (15 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,0.88,Made,,,,,15.0,,,,,,,,,T. Harris,202699.0,3.0,,
281,PT04M43.00S,2022-01-04T00:56:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629726,7.802233902759525,54.65686274509804,1610612745,54,53,2022-01-04T00:57:02Z,2790000,-23.0,21.0,1,left,G. Mathews cutting Layup (14 PTS) (D. Augustin 3 AST),"[1629726, 201571]",1610612745.0,HOU,cutting,,,Mathews,G. Mathews,,,,,3.12,Made,,,,,14.0,,,,,,,,,D. Augustin,201571.0,3.0,,
283,PT04M21.00S,2022-01-04T00:57:20.4Z,2,REGULAR,2pt,Jump Shot,[],203552,77.973061760841,68.62745098039215,1610612755,54,53,2022-01-04T00:57:25Z,2810000,93.0,155.0,1,right,MISS S. Curry 18' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,18.05,Missed,,,,,,,,,,,,,,,,,,
284,PT04M18.00S,2022-01-04T00:57:23.4Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,54,53,2022-01-04T00:57:25Z,2820000,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,283.0,6.0,3.0,3.0,,,,,,,,,,,,,,
285,PT04M16.00S,2022-01-04T00:57:25.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202699,95.71287779237845,45.833333333333336,1610612755,56,53,2022-01-04T00:57:30Z,2830000,-21.0,-12.0,1,right,T. Harris driving DUNK (6 PTS) (F. Korkmaz 3 AST),"[202699, 1627788]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,2.41,Made,,,,,6.0,,,,,,,,,F. Korkmaz,1627788.0,3.0,,
287,PT04M01.00S,2022-01-04T00:57:40.5Z,2,REGULAR,2pt,Jump Shot,[],1628464,22.125492772667542,56.372549019607845,1610612745,56,53,2022-01-04T00:57:44Z,2850000,-32.0,155.0,1,left,MISS D. Theis 15' Jump Shot,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,15.87,Missed,,,,,,,,,,,,,,,,,,
288,PT03M59.00S,2022-01-04T00:57:42.5Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,56,53,2022-01-04T00:57:44Z,2860000,,,0,,J. Embiid REBOUND (Off:3 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,287.0,7.0,4.0,3.0,,,,,,,,,,,,,,
289,PT03M49.00S,2022-01-04T00:57:52.7Z,2,REGULAR,3pt,Jump Shot,[],203552,70.87713534822602,31.127450980392155,1610612755,56,53,2022-01-04T00:57:56Z,2870000,-94.0,221.0,1,right,MISS S. Curry 24' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,
290,PT03M46.00S,2022-01-04T00:57:55.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,56,53,2022-01-04T00:57:56Z,2880000,,,0,,K. Martin Jr. REBOUND (Off:5 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,289.0,7.0,2.0,5.0,,,,,,,,,,,,,,
291,PT03M41.00S,2022-01-04T00:58:01.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630528,6.750985545335084,51.71568627450981,1610612745,56,55,2022-01-04T00:58:07Z,2890000,-9.0,11.0,1,left,J. Christopher running DUNK (11 PTS) (K. Martin Jr. 1 AST),"[1630528, 1630231]",1610612745.0,HOU,running,,,Christopher,J. Christopher,,,,,1.4,Made,,,,,11.0,,,,,,,,,K. Martin Jr.,1630231.0,1.0,,
293,PT03M31.00S,2022-01-04T00:58:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,56,55,2022-01-04T00:58:13Z,2910000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M31.00S,2022-01-04T01:00:34.0Z,2,REGULAR,substitution,out,[],1630528,,,1610612755,56,55,2022-01-04T01:00:36Z,2920000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M31.00S,2022-01-04T01:00:34.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612755,56,55,2022-01-04T01:00:36Z,2930000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M31.00S,2022-01-04T01:00:41.6Z,2,REGULAR,substitution,out,[],201980,,,1610612755,56,55,2022-01-04T01:00:44Z,2940000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M31.00S,2022-01-04T01:00:41.6Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,56,55,2022-01-04T01:00:44Z,2950000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M19.00S,2022-01-04T01:01:22.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.92444152431011,48.774509803921575,1610612755,58,55,2022-01-04T01:01:25Z,2960000,-6.0,-5.0,1,right,J. Embiid DUNK (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,0.78,Made,,,,,17.0,,,,,,,,,,,,,
299,PT02M58.00S,2022-01-04T01:01:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.4881734559789805,54.411764705882355,1610612745,58,55,2022-01-04T01:01:46Z,2970000,-22.0,8.0,1,left,MISS D. Theis driving Layup,[1628464],1610612745.0,HOU,driving,,,Theis,D. Theis,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
300,PT02M56.00S,2022-01-04T01:01:44.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,58,55,2022-01-04T01:01:46Z,2980000,,,0,,J. Embiid REBOUND (Off:3 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,299.0,8.0,5.0,3.0,,,,,,,,,,,,,,
301,PT02M49.00S,2022-01-04T01:01:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.2161629434954,48.28431372549019,1610612755,60,55,2022-01-04T01:02:01Z,2990000,-9.0,11.0,1,right,J. Embiid driving finger roll Layup (19 PTS),[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,1.42,Made,,,,,19.0,,,,,,,,,,,,,
302,PT02M41.00S,2022-01-04T01:02:02.1Z,2,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612745,60,55,2022-01-04T01:02:11Z,3000000,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Green 2 FT),"[1627788, 1630224]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,1627961.0,1.0,0.0,Green,1630224.0,,,,,,,,
304,PT02M41.00S,2022-01-04T01:02:24.4Z,2,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,60,56,2022-01-04T01:02:24Z,3020000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
305,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,out,[],203552,,,1610612745,60,56,2022-01-04T01:02:35Z,3030000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,60,56,2022-01-04T01:02:35Z,3040000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,out,[],201571,,,1610612745,60,56,2022-01-04T01:02:35Z,3050000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,in,[],1627777,,,1610612745,60,56,2022-01-04T01:02:35Z,3060000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,60,56,2022-01-04T01:02:35Z,3070000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M41.00S,2022-01-04T01:02:24.9Z,2,REGULAR,substitution,in,[],201569,,,1610612745,60,56,2022-01-04T01:02:35Z,3080000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M41.00S,2022-01-04T01:02:24.4Z,2,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,60,56,2022-01-04T01:02:49Z,3090000,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
312,PT02M39.00S,2022-01-04T01:02:26.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,60,56,2022-01-04T01:02:49Z,3100000,,,0,,J. Embiid REBOUND (Off:3 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,311.0,9.0,6.0,3.0,,,,,,,,,,,,,,
313,PT02M17.00S,2022-01-04T01:03:10.4Z,2,REGULAR,3pt,Jump Shot,[],203954,91.63929040735874,2.6960784313725554,1610612755,60,56,2022-01-04T01:03:16Z,3110000,-237.0,26.0,1,right,MISS J. Embiid step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,
314,PT02M12.00S,2022-01-04T01:03:15.4Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,60,56,2022-01-04T01:03:16Z,3120000,,,0,,G. Mathews REBOUND (Off:0 Def:5),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,313.0,5.0,5.0,0.0,,,,,,,,,,,,,,
315,PT02M08.00S,2022-01-04T01:03:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,7.408015768725363,50.49019607843137,1610612745,60,56,2022-01-04T01:03:28Z,3130000,-2.0,17.0,1,left,MISS J. Green running Layup,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
316,PT02M03.00S,2022-01-04T01:03:23.2Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612745,60,56,2022-01-04T01:03:23Z,3140000,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,315.0,5.0,2.0,3.0,,,,,,,,,,,,,,
317,PT02M03.00S,2022-01-04T01:03:23.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,5.590000152587891,50.0,1610612745,60,58,2022-01-04T01:03:23Z,3150000,0.0,0.0,1,left,D. Theis putback DUNK (2 PTS),[1628464],1610612745.0,HOU,putback,,,Theis,D. Theis,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
318,PT01M54.00S,2022-01-04T01:03:32.7Z,2,REGULAR,3pt,Jump Shot,[],1627788,88.61695137976346,94.36274509803921,1610612755,60,58,2022-01-04T01:03:36Z,3160000,222.0,55.0,1,right,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,
319,PT01M51.00S,2022-01-04T01:03:35.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,60,58,2022-01-04T01:03:36Z,3170000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,318.0,1.0,1.0,0.0,,,,,,,,,,,,,,
320,PT01M40.00S,2022-01-04T01:03:46.7Z,2,REGULAR,3pt,Jump Shot,[],1628464,35.39750328515112,59.55882352941176,1610612745,60,58,2022-01-04T01:03:50Z,3180000,-48.0,280.0,1,left,MISS D. Theis 28' 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,28.42,Missed,,,,,,,,,,,,,,,,,,
321,PT01M37.00S,2022-01-04T01:03:49.7Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,60,58,2022-01-04T01:03:50Z,3190000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,,,,
322,PT01M29.00S,2022-01-04T01:03:58.3Z,2,REGULAR,3pt,Jump Shot,[],1627777,74.95072273324573,15.931372549019613,1610612755,60,58,2022-01-04T01:04:05Z,3200000,-170.0,183.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
323,PT01M25.00S,2022-01-04T01:04:02.3Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,60,58,2022-01-04T01:04:05Z,3210000,,,0,,J. Embiid REBOUND (Off:4 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,322.0,10.0,6.0,4.0,,,,,,,,,,,,,,
324,PT01M25.00S,2022-01-04T01:04:02.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203954,94.40999984741211,50.0,1610612755,60,58,2022-01-04T01:04:13Z,3220000,0.0,0.0,1,right,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
325,PT01M25.00S,2022-01-04T01:04:02.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,60,58,2022-01-04T01:04:13Z,3230000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,
326,PT01M25.00S,2022-01-04T01:04:18.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,60,58,2022-01-04T01:04:18Z,3240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M15.00S,2022-01-04T01:04:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.013797634691201,53.18627450980392,1610612745,60,58,2022-01-04T01:04:32Z,3250000,-16.0,13.0,1,left,MISS E. Gordon driving reverse Layup,[201569],1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
328,PT01M13.00S,2022-01-04T01:04:31.1Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,60,58,2022-01-04T01:04:32Z,3260000,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,327.0,4.0,4.0,0.0,,,,,,,,,,,,,,
329,PT01M09.00S,2022-01-04T01:04:34.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,68.77463863337714,70.83333333333333,1610612755,60,58,2022-01-04T01:04:39Z,3270000,104.0,241.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
330,PT01M07.00S,2022-01-04T01:04:36.5Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,60,58,2022-01-04T01:04:39Z,3280000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,,,,,
331,PT01M02.00S,2022-01-04T01:04:42.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,7.802233902759525,96.56862745098039,1610612745,60,61,2022-01-04T01:05:43Z,3290000,-233.0,21.0,1,left,G. Mathews 3PT running (17 PTS) (J. Tate 4 AST),"[1629726, 1630256]",1610612745.0,HOU,running,,,Mathews,G. Mathews,,,,,23.37,Made,,,,,17.0,,,,,,,,,J. Tate,1630256.0,4.0,,
333,PT00M46.50S,2022-01-04T01:04:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,93.47897503285151,49.01960784313726,1610612755,60,61,2022-01-04T01:05:05Z,3310000,-5.0,9.0,1,right,MISS T. Harris driving bank Shot,[202699],1610612755.0,PHI,driving bank,,,Harris,T. Harris,,,,,1.01,Missed,,,,,,,,,,,,,,,,,,
334,PT00M44.50S,2022-01-04T01:05:01.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612745,60,61,2022-01-04T01:05:05Z,3320000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,333.0,6.0,3.0,3.0,,,,,,,,,,,,,,
335,PT00M43.30S,2022-01-04T01:05:04.5Z,2,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612745,60,61,2022-01-04T01:05:12Z,3330000,,,0,,D. Theis bad pass out-of-bounds TURNOVER (1 TO),[1628464],1610612745.0,HOU,bad pass,,,Theis,D. Theis,,,,,,,,,,,,201246.0,,,,,1.0,,,,,,,
336,PT00M32.80S,2022-01-04T01:05:31.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,80.46977660972405,91.91176470588235,1610612755,60,61,2022-01-04T01:05:36Z,3340000,210.0,131.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,
337,PT00M30.70S,2022-01-04T01:05:33.2Z,2,REGULAR,rebound,offensive,[],1627788,,,1610612755,60,61,2022-01-04T01:05:36Z,3350000,,,0,,F. Korkmaz REBOUND (Off:1 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,336.0,3.0,2.0,1.0,,,,,,,,,,,,,,
338,PT00M30.70S,2022-01-04T01:05:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627788,94.40999984741211,50.0,1610612755,62,61,2022-01-04T01:05:36Z,3360000,0.0,0.0,1,right,F. Korkmaz putback Layup (11 PTS),[1627788],1610612755.0,PHI,putback,,,Korkmaz,F. Korkmaz,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,
339,PT00M10.10S,2022-01-04T01:05:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.750985545335084,50.0,1610612745,62,63,2022-01-04T01:06:03Z,3370000,0.0,11.0,1,left,E. Gordon driving Layup (7 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,1.1,Made,,,,,7.0,,,,,,,,,,,,,
340,PT00M01.40S,2022-01-04T01:06:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,95.05584756898817,48.774509803921575,1610612755,62,63,2022-01-04T01:06:13Z,3380000,-6.0,-6.0,1,right,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
341,PT00M01.40S,2022-01-04T01:06:10.3Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,62,63,2022-01-04T01:06:13Z,3390000,,,0,,G. Mathews REBOUND (Off:0 Def:6),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,340.0,6.0,6.0,0.0,,,,,,,,,,,,,,
342,PT00M00.00S,2022-01-04T01:06:16.0Z,2,REGULAR,period,end,[],0,,,1610612745,62,63,2022-01-04T01:06:16Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-04T01:21:29.8Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612745,62,63,2022-01-04T01:21:42Z,3410000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-04T01:21:29.8Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612745,62,63,2022-01-04T01:21:42Z,3420000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-04T01:21:29.8Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612745,62,63,2022-01-04T01:21:42Z,3430000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-04T01:21:29.8Z,3,REGULAR,substitution,in,['startperiod'],201980,,,1610612745,62,63,2022-01-04T01:21:42Z,3440000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-04T01:21:47.0Z,3,REGULAR,period,start,[],0,,,1610612755,62,63,2022-01-04T01:21:47Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M45.00S,2022-01-04T01:22:01.9Z,3,REGULAR,3pt,Jump Shot,[],203954,31.980946123521676,75.73529411764706,1610612755,65,63,2022-01-04T01:22:10Z,3460000,-129.0,248.0,1,left,J. Embiid 27' 3PT  (22 PTS) (T. Harris 4 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,27.95,Made,,,,,22.0,,,,,,,,,T. Harris,202699.0,4.0,,
350,PT11M18.00S,2022-01-04T01:22:30.1Z,3,REGULAR,foul,personal,['2freethrow'],201980,,,1610612745,65,63,2022-01-04T01:23:01Z,3480000,,,0,,D. Green shooting personal FOUL (1 PF) (Green 2 FT),"[201980, 1630224]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,,201246.0,1.0,0.0,Green,1630224.0,,,,,,,,
352,PT11M18.00S,2022-01-04T01:23:02.6Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,65,64,2022-01-04T01:23:02Z,3500000,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
353,PT11M18.00S,2022-01-04T01:23:16.5Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,65,65,2022-01-04T01:23:16Z,3510000,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
354,PT11M08.00S,2022-01-04T01:23:30.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,6.750985545335084,48.529411764705884,1610612755,67,65,2022-01-04T01:23:35Z,3520000,7.0,11.0,1,left,F. Korkmaz driving Layup (13 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,1.33,Made,,,,,13.0,,,,,,,,,,,,,
355,PT11M08.00S,2022-01-04T01:23:32.7Z,3,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612755,67,65,2022-01-04T01:23:47Z,3530000,,,0,,J. Green shooting personal FOUL (1 PF) (Korkmaz 1 FT),"[1630224, 1627788]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,1627961.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,
357,PT11M08.00S,2022-01-04T01:23:56.0Z,3,REGULAR,freethrow,1 of 1,[],1627788,,,1610612755,68,65,2022-01-04T01:23:56Z,3550000,,,0,,F. Korkmaz Free Throw 1 of 1 (14 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
