actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
265,PT03M16.00S,2021-12-24T00:57:09.3Z,2,REGULAR,substitution,in,[],1628411,,,1610612755,42,44,2021-12-24T00:57:14Z,2650000,,,0,,SUB in: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M16.00S,2021-12-24T00:57:35.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612755,43,44,2021-12-24T00:57:35Z,2660000,,,0,,T. Harris Free Throw 2 of 2 (8 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
268,PT02M59.00S,2021-12-24T00:57:53.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203992,94.69448094612353,57.35294117647059,1610612737,43,44,2021-12-24T00:58:00Z,2670000,37.0,-3.0,1,right,MISS B. Bogdanovic driving bank Hook,[203992],1610612737.0,ATL,driving bank,,,Bogdanovic,B. Bogdanovic,,,,,,,,3.69,Missed,,,,,,,,,,,,,,,,
269,PT02M54.00S,2021-12-24T00:57:58.5Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,43,44,2021-12-24T00:58:00Z,2680000,,,0,,O. Okongwu REBOUND (Off:3 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,268.0,4.0,1.0,3.0,,,,,,,,,,,,
270,PT02M54.00S,2021-12-24T00:57:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,43,46,2021-12-24T00:57:58Z,2690000,0.0,0.0,1,right,O. Okongwu putback Layup (8 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,,,,0.0,Made,,,,,,,8.0,,,,,,,,,
271,PT02M47.00S,2021-12-24T00:58:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.206964520367937,45.588235294117645,1610612755,45,46,2021-12-24T00:58:09Z,2700000,22.0,-4.0,1,left,T. Harris Layup (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,2.24,Made,,,,,,,10.0,,,,,,,,,
272,PT02M23.00S,2021-12-24T00:58:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.77463863337714,46.81372549019608,1610612737,45,48,2021-12-24T00:58:40Z,2710000,-16.0,6.0,1,right,O. Okongwu reverse Layup (10 PTS) (B. Bogdanovic 2 AST),"[1630168, 203992]",1610612737.0,ATL,reverse,,,Okongwu,O. Okongwu,,,,,,,,1.7,Made,,,,,,,10.0,B. Bogdanovic,203992.0,2.0,,,,,,
274,PT02M09.00S,2021-12-24T00:58:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,4.155716162943495,51.225490196078425,1610612755,47,48,2021-12-24T00:58:50Z,2730000,-6.0,-13.0,1,left,J. Embiid driving Layup (7 PTS) (S. Curry 3 AST),"[203954, 203552]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,1.47,Made,,,,,,,7.0,S. Curry,203552.0,3.0,,,,,,
276,PT01M53.00S,2021-12-24T00:58:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629629,72.22404730617609,79.90196078431373,1610612737,47,48,2021-12-24T01:10:40Z,2750000,150.0,209.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,25.66,Missed,,,,,,,,,,,,,,,,
277,PT01M51.00S,2021-12-24T00:59:00.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,47,48,2021-12-24T00:59:02Z,2760000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,276.0,5.0,5.0,0.0,,,,,,,,,,,,
278,PT01M47.00S,2021-12-24T00:59:09.3Z,2,REGULAR,foul,offensive,[],202699,,,1610612755,47,48,2021-12-24T00:59:17Z,2770000,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 1628411]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Iwundu,1628411.0,
280,PT01M47.00S,2021-12-24T00:59:09.3Z,2,REGULAR,turnover,offensive foul,[],202699,,,1610612755,47,48,2021-12-24T00:59:09Z,2790000,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,1.0,,,,,,,,,,,,,,,1193.0,,,,,
281,PT01M47.00S,2021-12-24T00:59:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,47,48,2021-12-24T00:59:19Z,2800000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M47.00S,2021-12-24T01:02:07.0Z,2,REGULAR,substitution,out,[],1627788,,,1610612737,47,48,2021-12-24T01:02:14Z,2810000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M47.00S,2021-12-24T01:02:07.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612737,47,48,2021-12-24T01:02:14Z,2820000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M29.00S,2021-12-24T01:02:34.3Z,2,REGULAR,foul,technical,['1freethrow'],202699,,,1610612737,47,48,2021-12-24T01:02:44Z,2830000,,,0,,T. Harris defensive-3-second technical FOUL (1 Tech),[202699],1610612755.0,PHI,defensive-3-second,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,202058.0,1.0,1.0,,,
285,PT01M29.00S,2021-12-24T01:02:49.1Z,2,REGULAR,freethrow,1 of 1,[],203992,,,1610612737,47,49,2021-12-24T01:02:49Z,2840000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (3 PTS),[203992],1610612737.0,ATL,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
286,PT01M23.00S,2021-12-24T01:03:14.2Z,2,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612737,47,49,2021-12-24T01:03:20Z,2850000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629680, 203992]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Bogdanovic,203992.0,
288,PT01M23.00S,2021-12-24T01:03:39.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203992,,,1610612737,47,50,2021-12-24T01:03:39Z,2870000,,,0,,B. Bogdanovic Free Throw 1 of 2 (4 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
289,PT01M23.00S,2021-12-24T01:03:54.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203992,,,1610612737,47,51,2021-12-24T01:03:54Z,2880000,,,0,,B. Bogdanovic Free Throw 2 of 2 (5 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
290,PT01M08.00S,2021-12-24T01:04:09.9Z,2,REGULAR,3pt,Jump Shot,[],202699,31.225361366622867,35.78431372549019,1610612755,47,51,2021-12-24T01:04:17Z,2890000,71.0,241.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,
291,PT01M05.00S,2021-12-24T01:04:12.9Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,47,51,2021-12-24T01:04:14Z,2900000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,290.0,4.0,4.0,0.0,,,,,,,,,,,,
292,PT00M52.90S,2021-12-24T01:04:26.3Z,2,REGULAR,turnover,bad pass,[],203992,,,1610612737,47,51,2021-12-24T01:04:31Z,2910000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 202699]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,,
293,PT00M52.90S,2021-12-24T01:04:26.3Z,2,REGULAR,steal,,[],202699,,,1610612755,47,51,2021-12-24T01:04:28Z,2920000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M49.50S,2021-12-24T01:04:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,5.732588699080158,50.98039215686274,1610612755,49,51,2021-12-24T01:04:34Z,2930000,-5.0,1.0,1,left,M. Thybulle running finger roll Layup (2 PTS) (T. Harris 2 AST),"[1629680, 202699]",1610612755.0,PHI,running finger roll,,,Thybulle,M. Thybulle,,,,,,,,0.51,Made,,,,,,,2.0,T. Harris,202699.0,2.0,,,,,,
296,PT00M33.40S,2021-12-24T01:04:50.6Z,2,REGULAR,turnover,lost ball,[],1628411,,,1610612737,49,51,2021-12-24T01:04:55Z,2950000,,,0,,W. Iwundu lost ball TURNOVER (1 TO),"[1628411, 1630178]",1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,1.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,,
297,PT00M33.40S,2021-12-24T01:04:50.6Z,2,REGULAR,steal,,[],1630178,,,1610612755,49,51,2021-12-24T01:04:52Z,2960000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M30.80S,2021-12-24T01:04:54.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,5.206964520367937,51.470588235294116,1610612755,51,51,2021-12-24T01:05:01Z,2970000,-7.0,-4.0,1,left,M. Thybulle running alley-oop DUNK (4 PTS) (T. Maxey 1 AST),"[1629680, 1630178]",1610612755.0,PHI,running alley-oop,,,Thybulle,M. Thybulle,,,,,,,,0.82,Made,,,,,,,4.0,T. Maxey,1630178.0,1.0,,,,,,
300,PT00M07.50S,2021-12-24T01:05:22.8Z,2,REGULAR,turnover,lost ball,[],1626153,,,1610612737,51,51,2021-12-24T01:05:27Z,2990000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1629680]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,,
301,PT00M07.50S,2021-12-24T01:05:22.8Z,2,REGULAR,steal,,[],1629680,,,1610612755,51,51,2021-12-24T01:05:24Z,3000000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M03.40S,2021-12-24T01:05:26.8Z,2,REGULAR,turnover,lost ball,[],203954,,,1610612755,51,51,2021-12-24T01:05:31Z,3010000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1629629]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.0,Reddish,1629629.0,,,,,,,,,,,,,,,,,,
303,PT00M03.40S,2021-12-24T01:05:26.8Z,2,REGULAR,steal,,[],1629629,,,1610612737,51,51,2021-12-24T01:05:29Z,3020000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M01.40S,2021-12-24T01:05:32.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,23.209592641261498,46.32352941176471,1610612737,51,51,2021-12-24T01:06:29Z,3040000,-18.0,669.0,1,right,MISS B. Bogdanovic 66' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,66.96,Missed,,,,,,,,,,,,,,,,
306,PT00M00.10S,2021-12-24T01:05:33.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,51,51,2021-12-24T01:06:29Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,
307,PT00M00.00S,2021-12-24T01:05:45.1Z,2,REGULAR,period,end,[],0,,,1610612737,51,51,2021-12-24T01:05:45Z,3060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,out,['startperiod'],1630178,,,1610612737,51,51,2021-12-24T01:20:48Z,3070000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,out,['startperiod'],203992,,,1610612737,51,51,2021-12-24T01:20:48Z,3080000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,out,['startperiod'],1628411,,,1610612737,51,51,2021-12-24T01:20:48Z,3090000,,,0,,SUB out: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,in,['startperiod'],1627788,,,1610612737,51,51,2021-12-24T01:20:48Z,3100000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,51,51,2021-12-24T01:20:48Z,3110000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-12-24T01:20:28.0Z,3,REGULAR,substitution,in,['startperiod'],1630219,,,1610612737,51,51,2021-12-24T01:20:48Z,3120000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-12-24T01:20:58.5Z,3,REGULAR,period,start,[],0,,,1610612737,51,51,2021-12-24T01:20:58Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M46.00S,2021-12-24T01:21:12.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,10.463206307490145,51.9607843137255,1610612737,51,51,2021-12-24T01:21:20Z,3140000,-10.0,46.0,1,left,MISS O. Okongwu floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,,,,4.69,Missed,,,,,,,,,,,,,,,,
317,PT11M42.00S,2021-12-24T01:21:16.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,51,51,2021-12-24T01:21:20Z,3150000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,316.0,2.0,2.0,0.0,,,,,,,,,,,,
318,PT11M25.00S,2021-12-24T01:21:32.3Z,3,REGULAR,3pt,Jump Shot,[],1627788,67.88764783180025,25.49019607843137,1610612755,51,51,2021-12-24T01:21:39Z,3160000,-123.0,249.0,1,right,MISS F. Korkmaz 27' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,,,,27.79,Missed,,,,,,,,,,,,,,,,
319,PT11M22.00S,2021-12-24T01:21:35.3Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,51,51,2021-12-24T01:21:39Z,3170000,,,0,,O. Okongwu REBOUND (Off:3 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,318.0,5.0,2.0,3.0,,,,,,,,,,,,
320,PT11M08.00S,2021-12-24T01:21:49.4Z,3,REGULAR,3pt,Jump Shot,[],1628381,7.046649145860711,97.30392156862744,1610612737,51,54,2021-12-24T01:21:54Z,3180000,-237.0,14.0,1,left,J. Collins 3PT  (14 PTS) (D. Wright 3 AST),"[1628381, 1626153]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,23.69,Made,,,,,,,14.0,D. Wright,1626153.0,3.0,,,,,,
322,PT10M50.00S,2021-12-24T01:22:07.1Z,3,REGULAR,2pt,Jump Shot,[],203552,88.51839684625493,78.18627450980392,1610612755,53,54,2021-12-24T01:22:14Z,3200000,141.0,55.0,1,right,S. Curry 15' pullup Jump Shot (7 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,15.14,Made,,,,,,,7.0,,,,,,,,,
323,PT10M26.00S,2021-12-24T01:22:33.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,10.5946123521682,44.11764705882353,1610612737,53,54,2021-12-24T01:22:50Z,3210000,29.0,47.0,1,left,MISS J. Collins driving Hook,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,,,,5.55,Missed,,,,,,,,,,,,,,,,
324,PT10M25.00S,2021-12-24T01:22:34.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,53,54,2021-12-24T01:22:50Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,
325,PT10M25.00S,2021-12-24T01:22:40.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,53,54,2021-12-24T01:22:46Z,3230000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,,,,,
326,PT10M01.00S,2021-12-24T01:23:14.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,69.59592641261499,71.81372549019608,1610612755,56,54,2021-12-24T01:23:20Z,3240000,109.0,233.0,1,right,S. Curry 25' 3PT  (10 PTS) (T. Harris 3 AST),"[203552, 202699]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,25.75,Made,,,,,,,10.0,T. Harris,202699.0,3.0,,,,,,
328,PT09M38.00S,2021-12-24T01:23:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,13.485545335085414,45.34313725490196,1610612737,56,54,2021-12-24T01:23:44Z,3260000,23.0,74.0,1,left,MISS O. Okongwu 7' floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,,,,7.79,Missed,,,,,,,,,,,,,,,,
329,PT09M36.00S,2021-12-24T01:23:39.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,56,54,2021-12-24T01:23:44Z,3270000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,328.0,6.0,6.0,0.0,,,,,,,,,,,,
330,PT09M27.00S,2021-12-24T01:23:51.7Z,3,REGULAR,foul,personal,[],1628381,,,1610612755,56,54,2021-12-24T01:23:58Z,3280000,,,0,,J. Collins personal FOUL (4 PF),"[1628381, 202699]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,1626302.0,4.0,0.0,Harris,202699.0,
332,PT09M27.00S,2021-12-24T01:24:07.1Z,3,REGULAR,substitution,out,[],1628381,,,1610612755,56,54,2021-12-24T01:24:12Z,3300000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT09M27.00S,2021-12-24T01:24:07.1Z,3,REGULAR,substitution,in,[],1628411,,,1610612755,56,54,2021-12-24T01:24:12Z,3310000,,,0,,SUB in: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M21.00S,2021-12-24T01:24:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203552,93.77463863337714,52.94117647058824,1610612755,58,54,2021-12-24T01:24:31Z,3320000,15.0,6.0,1,right,S. Curry driving Layup (12 PTS),[203552],1610612755.0,PHI,driving,,,Curry,S. Curry,,,,,,,,1.59,Made,,,,,,,12.0,,,,,,,,,
337,PT09M10.00S,2021-12-24T01:24:58.6Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612737,58,54,2021-12-24T01:25:03Z,3350000,,,0,,T. Harris shooting personal FOUL (2 PF) (Reddish 2 FT),"[202699, 1629629]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,202058.0,2.0,1.0,Reddish,1629629.0,
339,PT09M10.00S,2021-12-24T01:25:04.1Z,3,REGULAR,freethrow,1 of 2,[],1629629,,,1610612737,58,55,2021-12-24T01:25:04Z,3370000,,,0,,C. Reddish Free Throw 1 of 2 (11 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
340,PT09M10.00S,2021-12-24T01:25:05.3Z,3,REGULAR,substitution,out,[],1628411,,,1610612737,58,55,2021-12-24T01:25:09Z,3380000,,,0,,SUB out: W. Iwundu,[1628411],1610612737.0,ATL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT09M10.00S,2021-12-24T01:25:05.3Z,3,REGULAR,substitution,in,[],203992,,,1610612737,58,55,2021-12-24T01:25:09Z,3390000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M10.00S,2021-12-24T01:25:19.7Z,3,REGULAR,freethrow,2 of 2,[],1629629,,,1610612737,58,56,2021-12-24T01:25:19Z,3400000,,,0,,C. Reddish Free Throw 2 of 2 (12 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,
343,PT08M52.00S,2021-12-24T01:25:43.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,85.23324572930355,57.84313725490197,1610612755,58,56,2021-12-24T01:26:41Z,3410000,39.0,86.0,1,right,MISS J. Embiid 9' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,9.48,Missed,,,,,,,,,,,,,,,,
344,PT08M50.00S,2021-12-24T01:25:44.7Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612737,58,56,2021-12-24T01:25:44Z,3420000,,,0,,D. Wright REBOUND (Off:1 Def:4),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,343.0,5.0,4.0,1.0,,,,,,,,,,,,
347,PT08M35.00S,2021-12-24T01:25:59.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629629,5.075558475689881,49.50980392156863,1610612737,58,58,2021-12-24T01:26:17Z,3450000,2.0,-5.0,1,left,C. Reddish running reverse Layup (14 PTS) (D. Wright 4 AST),"[1629629, 1626153]",1610612737.0,ATL,running reverse,,,Reddish,C. Reddish,,,,,,,,0.54,Made,,,,,,,14.0,D. Wright,1626153.0,4.0,,,,,,
349,PT08M32.00S,2021-12-24T01:26:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.67214191852825,44.11764705882353,1610612755,58,58,2021-12-24T01:26:21Z,3470000,-29.0,26.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 1626153]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,3.91,Missed,,,,,Wright,1626153.0,,,,,,,,,,
350,PT08M32.00S,2021-12-24T01:26:09.3Z,3,REGULAR,block,,[],1626153,,,1610612755,58,58,2021-12-24T01:26:12Z,3480000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M32.00S,2021-12-24T01:26:09.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,58,58,2021-12-24T01:26:21Z,3490000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,
352,PT08M32.00S,2021-12-24T01:26:15.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,58,58,2021-12-24T01:26:15Z,3500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT08M22.00S,2021-12-24T01:26:26.7Z,3,REGULAR,3pt,Jump Shot,[],1626153,26.231931668856767,82.59803921568627,1610612737,58,61,2021-12-24T01:26:31Z,3510000,-163.0,194.0,1,left,D. Wright 25' 3PT  (3 PTS) (C. Reddish 2 AST),"[1626153, 1629629]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,25.35,Made,,,,,,,3.0,C. Reddish,1629629.0,2.0,,,,,,
355,PT08M06.00S,2021-12-24T01:26:44.7Z,3,REGULAR,turnover,traveling,[],203552,,,1610612755,58,61,2021-12-24T01:26:50Z,3530000,,,0,,S. Curry traveling TURNOVER (3 TO),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,3.0,,,,,,,,,,,,,,,1193.0,,,,,
356,PT07M55.00S,2021-12-24T01:27:08.9Z,3,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612737,58,61,2021-12-24T01:27:19Z,3540000,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Reddish 2 FT),"[1629680, 1629629]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Reddish,1629629.0,
358,PT07M55.00S,2021-12-24T01:27:30.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629629,,,1610612737,58,62,2021-12-24T01:27:30Z,3560000,,,0,,C. Reddish Free Throw 1 of 2 (15 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,
359,PT07M55.00S,2021-12-24T01:27:42.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629629,,,1610612737,58,63,2021-12-24T01:27:42Z,3570000,,,0,,C. Reddish Free Throw 2 of 2 (16 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,Made,,,,,,,16.0,,,,,,,,,
