actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
185,PT12M00.00S,2022-03-11T01:23:09.6Z,2,REGULAR,period,start,[],0,,,1610612755,23,40,2022-03-11T01:23:09Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M46.00S,2022-03-11T01:23:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.783837056504599,41.911764705882355,1610612755,23,40,2022-03-11T01:23:30Z,1790000,40.0,11.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,4.2,Missed,,,,,,,,,,,,,,,,,,
187,PT11M41.00S,2022-03-11T01:23:27.1Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,23,40,2022-03-11T01:23:27Z,1800000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,186.0,1.0,0.0,1.0,,,,,,,,,,,,,,
188,PT11M41.00S,2022-03-11T01:23:27.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,5.590000152587891,50.0,1610612755,25,40,2022-03-11T01:23:27Z,1810000,0.0,0.0,1,left,D. Jordan putback DUNK (2 PTS),[201599],1610612755.0,PHI,putback,,,Jordan,D. Jordan,,,,,0.0,Made,,,,,,,,2.0,,,,,,,,,,
189,PT11M29.00S,2022-03-11T01:23:39.2Z,2,REGULAR,3pt,Jump Shot,[],201988,69.99014454664915,24.754901960784316,1610612751,25,43,2022-03-11T01:23:43Z,1820000,-126.0,230.0,1,right,P. Mills 26' 3PT  (5 PTS) (N. Claxton 1 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.2,Made,,,,,,,,5.0,,,,,,,,N. Claxton,1629651.0,1.0
191,PT11M09.00S,2022-03-11T01:23:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,14.011169513797633,55.88235294117647,1610612755,25,43,2022-03-11T01:24:09Z,1840000,-29.0,79.0,1,left,MISS J. Harden 8' driving Layup - blocked,"[201935, 202681]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,8.45,Missed,,,,,,,,,,Irving,202681.0,,,,,,,
192,PT11M09.00S,2022-03-11T01:23:59.6Z,2,REGULAR,block,,[],202681,,,1610612755,25,43,2022-03-11T01:24:03Z,1850000,,,0,,K. Irving BLOCK (2 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M08.00S,2022-03-11T01:24:00.6Z,2,REGULAR,rebound,offensive,[],1629003,,,1610612755,25,43,2022-03-11T01:24:09Z,1860000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,191.0,1.0,0.0,1.0,,,,,,,,,,,,,,
194,PT11M08.00S,2022-03-11T01:24:08.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629003,7.966491458607096,96.07843137254902,1610612755,25,43,2022-03-11T01:24:13Z,1870000,-230.0,22.0,1,left,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,
195,PT11M08.00S,2022-03-11T01:24:10.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,25,43,2022-03-11T01:24:10Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,
196,PT11M08.00S,2022-03-11T01:24:12.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,25,43,2022-03-11T01:24:12Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M03.00S,2022-03-11T01:24:22.3Z,2,REGULAR,turnover,bad pass,[],201599,,,1610612755,25,43,2022-03-11T01:24:28Z,1900000,,,0,,D. Jordan bad pass TURNOVER (1 TO),"[201599, 1629651]",1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,1.0,Claxton,1629651.0,,,,,,,,,,,
198,PT11M03.00S,2022-03-11T01:24:22.3Z,2,REGULAR,steal,,[],1629651,,,1610612751,25,43,2022-03-11T01:24:25Z,1910000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M01.00S,2022-03-11T01:24:26.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,94.03745072273325,49.01960784313725,1610612751,25,45,2022-03-11T01:24:47Z,1920000,-5.0,4.0,1,right,N. Claxton running Layup (2 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,0.6,Made,,,,,,,,2.0,,,,,,,,K. Irving,202681.0,2.0
201,PT11M01.00S,2022-03-11T01:24:32.1Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612751,25,45,2022-03-11T01:24:43Z,1940000,,,0,,S. Milton shooting personal FOUL (1 PF) (Claxton 1 FT),"[1629003, 1629651]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1627961.0,,,1.0,0.0,Claxton,1629651.0,,,
203,PT11M01.00S,2022-03-11T01:24:54.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629651,,,1610612751,25,45,2022-03-11T01:24:56Z,1960000,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,
204,PT10M58.00S,2022-03-11T01:24:57.4Z,2,REGULAR,rebound,defensive,[],201599,,,1610612755,25,45,2022-03-11T01:24:56Z,1970000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,,,,,,,
205,PT10M49.00S,2022-03-11T01:25:05.3Z,2,REGULAR,2pt,Jump Shot,[],201935,10.85742444152431,73.2843137254902,1610612755,25,45,2022-03-11T01:25:10Z,1980000,-116.0,50.0,1,left,MISS J. Harden 12' driving floating Shot - blocked,"[201935, 1629651]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,12.65,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
206,PT10M49.00S,2022-03-11T01:25:05.3Z,2,REGULAR,block,,[],1629651,,,1610612755,25,45,2022-03-11T01:25:08Z,1990000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M48.00S,2022-03-11T01:25:06.3Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,25,45,2022-03-11T01:25:10Z,2000000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,,,,,,,
208,PT10M48.00S,2022-03-11T01:25:10.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,7.440867279894875,58.08823529411765,1610612755,25,45,2022-03-11T01:27:17Z,2010000,-40.0,17.0,1,left,MISS J. Harden putback Layup - blocked,"[201935, 201949]",1610612755.0,PHI,putback,,,Harden,J. Harden,,,,,4.4,Missed,,,,,,,,,,Johnson,201949.0,,,,,,,
209,PT10M48.00S,2022-03-11T01:25:10.4Z,2,REGULAR,block,,[],201949,,,1610612755,25,45,2022-03-11T01:25:22Z,2020000,,,0,,J. Johnson BLOCK (2 BLK),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M48.00S,2022-03-11T01:25:10.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,25,45,2022-03-11T01:25:15Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,
211,PT10M48.00S,2022-03-11T01:25:16.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,25,45,2022-03-11T01:25:16Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M35.00S,2022-03-11T01:25:40.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629003,5.732588699080158,70.83333333333334,1610612755,25,45,2022-03-11T01:25:43Z,2050000,-104.0,1.0,1,left,MISS S. Milton 10' step back Shot,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,10.42,Missed,,,,,,,,,,,,,,,,,,
213,PT10M33.00S,2022-03-11T01:25:42.3Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,25,45,2022-03-11T01:25:42Z,2060000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,,,
214,PT10M28.00S,2022-03-11T01:25:46.7Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,25,45,2022-03-11T01:25:50Z,2070000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1627777]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,1.0,Niang,1627777.0,,,,,,,,,,,
215,PT10M28.00S,2022-03-11T01:25:46.7Z,2,REGULAR,steal,,[],1627777,,,1610612755,25,45,2022-03-11T01:25:48Z,2080000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
216,PT10M23.00S,2022-03-11T01:25:52.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,28.991458607095925,75.49019607843137,1610612755,25,45,2022-03-11T01:25:59Z,2090000,-127.0,220.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,
217,PT10M20.00S,2022-03-11T01:25:55.0Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,25,45,2022-03-11T01:25:55Z,2100000,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,216.0,1.0,0.0,1.0,,,,,,,,,,,,,,
218,PT10M18.00S,2022-03-11T01:25:56.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,6.258212877792378,49.26470588235294,1610612755,27,45,2022-03-11T01:26:02Z,2110000,4.0,6.0,1,left,D. Jordan alley-oop DUNK (4 PTS) (T. Harris 1 AST),"[201599, 202699]",1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,0.73,Made,,,,,,,,4.0,,,,,,,,T. Harris,202699.0,1.0
220,PT10M04.00S,2022-03-11T01:26:10.8Z,2,REGULAR,2pt,Jump Shot,[],202681,77.7431011826544,31.127450980392158,1610612751,27,47,2022-03-11T01:26:14Z,2130000,-94.0,157.0,1,right,K. Irving 18' Jump Shot (13 PTS) (G. Dragic 3 AST),"[202681, 201609]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,18.29,Made,,,,,,,,13.0,,,,,,,,G. Dragic,201609.0,3.0
222,PT09M45.00S,2022-03-11T01:26:30.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,4.812746386333772,65.68627450980392,1610612755,29,47,2022-03-11T01:26:33Z,2150000,-78.0,-7.0,1,left,T. Harris 7' pullup Jump Shot (2 PTS) (J. Harden 2 AST),"[202699, 201935]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,7.87,Made,,,,,,,,2.0,,,,,,,,J. Harden,201935.0,2.0
224,PT09M22.00S,2022-03-11T01:26:53.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201949,89.04402102496715,57.84313725490197,1610612751,29,47,2022-03-11T01:26:57Z,2170000,39.0,50.0,1,right,MISS J. Johnson 6' floating Shot,[201949],1610612751.0,BKN,floating,,,Johnson,J. Johnson,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,
225,PT09M19.00S,2022-03-11T01:26:56.2Z,2,REGULAR,rebound,defensive,[],201599,,,1610612755,29,47,2022-03-11T01:26:57Z,2180000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,224.0,3.0,2.0,1.0,,,,,,,,,,,,,,
226,PT09M13.00S,2022-03-11T01:27:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.806176084099869,50.0,1610612755,29,47,2022-03-11T01:33:44Z,2190000,0.0,40.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 201949]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,3.97,Missed,,,,,,,,,,Johnson,201949.0,,,,,,,
227,PT09M13.00S,2022-03-11T01:27:01.9Z,2,REGULAR,block,,[],201949,,,1610612755,29,47,2022-03-11T01:27:04Z,2200000,,,0,,J. Johnson BLOCK (3 BLK),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M13.00S,2022-03-11T01:27:01.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,29,47,2022-03-11T01:27:07Z,2210000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,
229,PT09M13.00S,2022-03-11T01:27:07.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,29,47,2022-03-11T01:27:07Z,2220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M03.00S,2022-03-11T01:27:26.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,7.966491458607096,47.05882352941176,1610612755,29,47,2022-03-11T01:34:32Z,2230000,15.0,22.0,1,left,MISS D. Jordan DUNK,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
231,PT09M01.00S,2022-03-11T01:27:28.6Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,29,47,2022-03-11T01:27:35Z,2240000,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,230.0,4.0,2.0,2.0,,,,,,,,,,,,,,
232,PT08M48.00S,2022-03-11T01:27:41.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202699,22.815374507227332,8.823529411764707,1610612755,32,47,2022-03-11T01:27:54Z,2250000,206.0,162.0,1,left,T. Harris 26' 3PT step back (5 PTS) (S. Milton 1 AST),"[202699, 1629003]",1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,26.2,Made,,,,,,,,5.0,,,,,,,,S. Milton,1629003.0,1.0
234,PT08M23.00S,2022-03-11T01:28:07.3Z,2,REGULAR,2pt,Jump Shot,[],202681,91.40932982917214,76.22549019607843,1610612751,32,47,2022-03-11T01:28:12Z,2270000,131.0,28.0,1,right,MISS K. Irving 13' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,13.41,Missed,,,,,,,,,,,,,,,,,,
235,PT08M20.00S,2022-03-11T01:28:10.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612755,32,47,2022-03-11T01:28:12Z,2280000,,,0,,D. Jordan REBOUND (Off:2 Def:3),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,234.0,5.0,3.0,2.0,,,,,,,,,,,,,,
236,PT08M14.00S,2022-03-11T01:28:18.8Z,2,REGULAR,foul,personal,[],202681,,,1610612755,32,47,2022-03-11T01:28:24Z,2290000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 201935]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Harden,201935.0,,,
238,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,32,47,2022-03-11T01:28:42Z,2310000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,out,[],201949,,,1610612755,32,47,2022-03-11T01:28:42Z,2320000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,out,[],1629651,,,1610612755,32,47,2022-03-11T01:28:42Z,2330000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,32,47,2022-03-11T01:28:42Z,2340000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,in,[],1628971,,,1610612755,32,47,2022-03-11T01:28:42Z,2350000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M14.00S,2022-03-11T01:28:28.1Z,2,REGULAR,substitution,in,[],201142,,,1610612755,32,47,2022-03-11T01:28:42Z,2360000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M02.00S,2022-03-11T01:28:54.6Z,2,REGULAR,3pt,Jump Shot,[],201935,28.203022339027594,80.3921568627451,1610612755,32,47,2022-03-11T01:29:02Z,2370000,-152.0,213.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
245,PT07M58.00S,2022-03-11T01:28:58.6Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,32,47,2022-03-11T01:29:02Z,2380000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,244.0,5.0,4.0,1.0,,,,,,,,,,,,,,
246,PT07M54.00S,2022-03-11T01:29:03.8Z,2,REGULAR,turnover,out-of-bounds,[],201609,,,1610612751,32,47,2022-03-11T01:29:11Z,2390000,,,0,,G. Dragic lost ball out-of-bounds TURNOVER (1 TO),[201609],1610612751.0,BKN,lost ball,,,Dragic,G. Dragic,,,,,,,,,,,1.0,,,,202027.0,,,,,,,,,
247,PT07M47.00S,2022-03-11T01:29:19.9Z,2,REGULAR,foul,personal,['2freethrow'],201142,,,1610612755,32,47,2022-03-11T01:29:29Z,2400000,,,0,,K. Durant shooting personal FOUL (2 PF) (Harden 2 FT),"[201142, 201935]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,101284.0,,,2.0,0.0,Harden,201935.0,,,
249,PT07M47.00S,2022-03-11T01:29:59.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612755,33,47,2022-03-11T01:30:00Z,2420000,,,0,,J. Harden Free Throw 1 of 2 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
250,PT07M47.00S,2022-03-11T01:30:25.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612755,34,47,2022-03-11T01:30:25Z,2430000,,,0,,J. Harden Free Throw 2 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
251,PT07M31.00S,2022-03-11T01:30:44.8Z,2,REGULAR,3pt,Jump Shot,[],201142,71.82982917214193,78.43137254901961,1610612751,34,50,2022-03-11T01:30:49Z,2440000,142.0,212.0,1,right,K. Durant 25' 3PT  (14 PTS) (G. Dragic 4 AST),"[201142, 201609]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.55,Made,,,,,,,,14.0,,,,,,,,G. Dragic,201609.0,4.0
253,PT07M18.00S,2022-03-11T01:30:59.4Z,2,REGULAR,foul,personal,['2freethrow'],201988,,,1610612755,34,50,2022-03-11T01:31:22Z,2460000,,,0,,P. Mills shooting personal FOUL (1 PF) (Jordan 2 FT),"[201988, 201599]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Jordan,201599.0,,,
255,PT07M18.00S,2022-03-11T01:31:33.6Z,2,REGULAR,freethrow,1 of 2,[],201599,,,1610612755,35,50,2022-03-11T01:31:33Z,2480000,,,0,,D. Jordan Free Throw 1 of 2 (5 PTS),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
256,PT07M18.00S,2022-03-11T01:31:46.2Z,2,REGULAR,substitution,out,[],201988,,,1610612755,35,50,2022-03-11T01:31:54Z,2490000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M18.00S,2022-03-11T01:31:46.2Z,2,REGULAR,substitution,in,[],203552,,,1610612755,35,50,2022-03-11T01:31:54Z,2500000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M18.00S,2022-03-11T01:32:12.7Z,2,REGULAR,freethrow,2 of 2,[],201599,,,1610612755,36,50,2022-03-11T01:32:12Z,2510000,,,0,,D. Jordan Free Throw 2 of 2 (6 PTS),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
259,PT07M04.00S,2022-03-11T01:32:29.2Z,2,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,36,50,2022-03-11T01:32:36Z,2520000,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,bad pass,,,Brown,B. Brown,,,,,,,,,,,1.0,,,,1627961.0,,,,,,,,,
260,PT07M04.00S,2022-03-11T01:32:33.8Z,2,REGULAR,substitution,out,[],201599,,,1610612755,36,50,2022-03-11T01:32:43Z,2530000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M04.00S,2022-03-11T01:32:33.8Z,2,REGULAR,substitution,out,[],201609,,,1610612755,36,50,2022-03-11T01:32:43Z,2540000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M04.00S,2022-03-11T01:32:33.8Z,2,REGULAR,substitution,in,[],203954,,,1610612755,36,50,2022-03-11T01:32:43Z,2550000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M04.00S,2022-03-11T01:32:33.8Z,2,REGULAR,substitution,in,[],1629651,,,1610612755,36,50,2022-03-11T01:32:43Z,2560000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M40.00S,2022-03-11T01:33:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,31.225361366622867,23.03921568627451,1610612755,36,50,2022-03-11T01:33:11Z,2570000,135.0,241.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,
265,PT06M38.00S,2022-03-11T01:33:08.8Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,36,50,2022-03-11T01:33:11Z,2580000,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,264.0,6.0,5.0,1.0,,,,,,,,,,,,,,
266,PT06M21.00S,2022-03-11T01:33:27.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,92.85479632063075,54.90196078431373,1610612751,36,52,2022-03-11T01:33:34Z,2590000,25.0,15.0,1,right,N. Claxton driving bank Hook (4 PTS) (K. Durant 3 AST),"[1629651, 201142]",1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,2.86,Made,,,,,,,,4.0,,,,,,,,K. Durant,201142.0,3.0
268,PT06M09.00S,2022-03-11T01:33:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.258212877792378,47.30392156862745,1610612755,38,52,2022-03-11T01:33:46Z,2610000,13.0,6.0,1,left,G. Niang driving finger roll Layup (2 PTS) (J. Harden 3 AST),"[1627777, 201935]",1610612755.0,PHI,driving finger roll,,,Niang,G. Niang,,,,,1.49,Made,,,,,,,,2.0,,,,,,,,J. Harden,201935.0,3.0
270,PT05M55.00S,2022-03-11T01:33:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.9060446780552,54.166666666666664,1610612751,38,54,2022-03-11T01:33:58Z,2630000,21.0,5.0,1,right,N. Claxton finger roll Layup (6 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,finger roll,,,Claxton,N. Claxton,,,,,2.13,Made,,,,,,,,6.0,,,,,,,,K. Durant,201142.0,4.0
272,PT05M49.00S,2022-03-11T01:34:02.8Z,2,REGULAR,foul,personal,[],203552,,,1610612755,38,54,2022-03-11T01:34:08Z,2650000,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1627777]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Niang,1627777.0,,,
274,PT05M49.00S,2022-03-11T01:34:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,38,54,2022-03-11T01:34:14Z,2670000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M49.00S,2022-03-11T01:37:22.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,38,54,2022-03-11T01:37:29Z,2680000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M49.00S,2022-03-11T01:37:22.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,38,54,2022-03-11T01:37:29Z,2690000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
