actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
25,PT10M22.00S,2022-03-11T00:51:16.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,7.5722733245729295,49.01960784313725,1610612755,2,2,2022-03-11T00:51:24Z,250000,5.0,19.0,1,left,MISS J. Embiid driving DUNK,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,
26,PT10M19.00S,2022-03-11T00:51:20.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,2,2,2022-03-11T00:51:20Z,260000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M14.00S,2022-03-11T00:51:24.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,93.9060446780552,47.30392156862745,1610612751,2,4,2022-03-11T00:51:30Z,270000,-13.0,5.0,1,right,K. Durant running DUNK (4 PTS),[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,1.43,Made,,,,,,,,4.0,,,,,,,,,,
28,PT10M09.00S,2022-03-11T00:51:33.1Z,1,REGULAR,foul,personal,[],203083,,,1610612755,2,4,2022-03-11T00:51:39Z,280000,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 203954]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Embiid,203954.0,,,
30,PT09M56.00S,2022-03-11T00:52:10.3Z,1,REGULAR,2pt,Jump Shot,[],201935,19.92444152431012,33.82352941176471,1610612755,2,4,2022-03-11T00:52:15Z,300000,81.0,135.0,1,left,MISS J. Harden 15' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,15.72,Missed,,,,,,,,,,,,,,,,,,
31,PT09M53.00S,2022-03-11T00:52:13.3Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,2,4,2022-03-11T00:52:15Z,310000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M47.00S,2022-03-11T00:52:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,71.96123521681997,11.76470588235294,1610612751,2,7,2022-03-11T00:52:28Z,320000,-191.0,211.0,1,right,K. Irving 28' 3PT pullup (3 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,28.48,Made,,,,,,,,3.0,,,,,,,,,,
33,PT09M33.00S,2022-03-11T00:52:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,14.536793692509855,52.20588235294118,1610612755,2,7,2022-03-11T00:52:39Z,330000,-11.0,84.0,1,left,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,8.48,Missed,,,,,,,,,,,,,,,,,,
34,PT09M30.00S,2022-03-11T00:52:36.1Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612755,2,7,2022-03-11T00:52:36Z,340000,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,,,
35,PT09M25.00S,2022-03-11T00:52:40.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630178,13.091327201051248,79.65686274509804,1610612755,4,7,2022-03-11T00:52:47Z,350000,-148.0,71.0,1,left,T. Maxey 16' pullup Jump Shot (2 PTS) (J. Harden 1 AST),"[1630178, 201935]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,16.42,Made,,,,,,,,2.0,,,,,,,,J. Harden,201935.0,1.0
37,PT09M10.00S,2022-03-11T00:52:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,85.10183968462549,60.5392156862745,1610612751,4,9,2022-03-11T00:53:01Z,370000,53.0,88.0,1,right,S. Curry 10' Jump Shot (2 PTS) (K. Durant 1 AST),"[203552, 201142]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,10.21,Made,,,,,,,,2.0,,,,,,,,K. Durant,201142.0,1.0
39,PT08M56.00S,2022-03-11T00:53:13.7Z,1,REGULAR,foul,offensive,[],202699,,,1610612755,4,9,2022-03-11T00:53:22Z,390000,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 201142]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Durant,201142.0,,,
41,PT08M56.00S,2022-03-11T00:53:13.7Z,1,REGULAR,turnover,offensive foul,[],202699,,,1610612755,4,9,2022-03-11T00:53:13Z,410000,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,1.0,,,,101284.0,,,,,,,,,
42,PT08M46.00S,2022-03-11T00:53:35.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,76.5604467805519,50.73529411764706,1610612751,4,11,2022-03-11T00:53:40Z,420000,4.0,168.0,1,right,K. Durant 16' turnaround Jump Shot (6 PTS) (K. Irving 1 AST),"[201142, 202681]",1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,16.78,Made,,,,,,,,6.0,,,,,,,,K. Irving,202681.0,1.0
44,PT08M23.00S,2022-03-11T00:53:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.280551905387648,50.73529411764706,1610612755,4,11,2022-03-11T00:54:07Z,440000,-4.0,35.0,1,left,MISS J. Embiid finger roll Layup - blocked,"[203954, 203083]",1610612755.0,PHI,finger roll,,,Embiid,J. Embiid,,,,,3.49,Missed,,,,,,,,,,Drummond,203083.0,,,,,,,
45,PT08M23.00S,2022-03-11T00:53:58.2Z,1,REGULAR,block,,[],203083,,,1610612755,4,11,2022-03-11T00:54:02Z,450000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M23.00S,2022-03-11T00:53:58.2Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,4,11,2022-03-11T00:54:07Z,460000,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
47,PT08M23.00S,2022-03-11T00:54:05.7Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612755,4,11,2022-03-11T00:54:12Z,470000,,,0,,B. Brown shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628971, 203954]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,1627961.0,,,1.0,0.0,Embiid,203954.0,,,
49,PT08M23.00S,2022-03-11T00:54:30.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,5,11,2022-03-11T00:54:53Z,490000,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
50,PT08M23.00S,2022-03-11T00:54:30.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,5,11,2022-03-11T00:54:53Z,500000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M21.00S,2022-03-11T00:54:32.7Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,5,11,2022-03-11T00:54:53Z,510000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT08M10.00S,2022-03-11T00:55:04.0Z,1,REGULAR,3pt,Jump Shot,[],1628971,89.56964520367937,93.87254901960785,1610612751,5,11,2022-03-11T00:55:08Z,520000,219.0,46.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,22.41,Missed,,,,,,,,,,,,,,,,,,
53,PT08M07.00S,2022-03-11T00:55:07.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,5,11,2022-03-11T00:55:08Z,530000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M55.00S,2022-03-11T00:55:19.3Z,1,REGULAR,2pt,Jump Shot,[],203954,10.5946123521682,30.88235294117647,1610612755,7,11,2022-03-11T00:55:23Z,540000,96.0,47.0,1,left,J. Embiid 10' turnaround fadeaway Jump Shot (5 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,10.66,Made,,,,,,,,5.0,,,,,,,,,,
55,PT07M42.00S,2022-03-11T00:55:31.4Z,1,REGULAR,2pt,Jump Shot,[],201142,76.95466491458606,50.73529411764706,1610612751,7,13,2022-03-11T00:55:36Z,550000,4.0,164.0,1,right,K. Durant 16' pullup Jump Shot (8 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.41,Made,,,,,,,,8.0,,,,,,,,,,
56,PT07M26.00S,2022-03-11T00:55:51.5Z,1,REGULAR,foul,personal,['2freethrow'],201142,,,1610612755,7,13,2022-03-11T00:56:02Z,560000,,,0,,K. Durant shooting personal FOUL (1 PF) (Embiid 2 FT),"[201142, 203954]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Embiid,203954.0,,,
58,PT07M26.00S,2022-03-11T00:56:23.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,8,13,2022-03-11T00:56:45Z,580000,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
59,PT07M26.00S,2022-03-11T00:56:23.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,8,13,2022-03-11T00:56:45Z,590000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT07M23.00S,2022-03-11T00:56:26.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,8,13,2022-03-11T00:56:45Z,600000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT07M13.00S,2022-03-11T00:56:55.4Z,1,REGULAR,3pt,Jump Shot,[],203552,81.2910643889619,95.34313725490196,1610612751,8,16,2022-03-11T00:56:59Z,610000,227.0,123.0,1,right,S. Curry 25' 3PT  (5 PTS) (A. Drummond 1 AST),"[203552, 203083]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.81,Made,,,,,,,,5.0,,,,,,,,A. Drummond,203083.0,1.0
63,PT07M01.00S,2022-03-11T00:57:10.3Z,1,REGULAR,3pt,Jump Shot,[],201935,24.78646517739816,12.254901960784313,1610612755,11,16,2022-03-11T00:59:09Z,630000,189.0,180.0,1,left,J. Harden 26' 3PT step back (3 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,26.11,Made,,,,,,,,3.0,,,,,,,,,,
64,PT06M58.00S,2022-03-11T00:57:21.6Z,1,REGULAR,foul,personal,[],1629680,,,1610612751,11,16,2022-03-11T00:57:35Z,640000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 202681]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Irving,202681.0,,,
66,PT06M58.00S,2022-03-11T00:57:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,16,2022-03-11T00:57:41Z,660000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M50.00S,2022-03-11T01:01:13.6Z,1,REGULAR,3pt,Jump Shot,[],202681,72.09264126149803,82.1078431372549,1610612751,11,16,2022-03-11T01:01:21Z,670000,161.0,210.0,1,right,MISS K. Irving 26' 3PT - blocked,"[202681, 1629680]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,26.42,Missed,,,,,,,,,,Thybulle,1629680.0,,,,,,,
69,PT06M50.00S,2022-03-11T01:01:13.6Z,1,REGULAR,block,,[],1629680,,,1610612751,11,16,2022-03-11T01:01:21Z,675000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M47.00S,2022-03-11T01:01:16.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,11,16,2022-03-11T01:01:21Z,680000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M42.00S,2022-03-11T01:01:21.8Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,11,16,2022-03-11T01:01:25Z,690000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 201142]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,1.0,Durant,201142.0,,,,,,,,,,,
71,PT06M42.00S,2022-03-11T01:01:21.8Z,1,REGULAR,steal,,[],201142,,,1610612751,11,16,2022-03-11T01:01:23Z,700000,,,0,,K. Durant STEAL (2 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M39.00S,2022-03-11T01:01:26.4Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,11,16,2022-03-11T01:03:55Z,704375,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 1630178]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,2.0,Maxey,1630178.0,,,,,,,,,,,
79,PT06M39.00S,2022-03-11T01:01:26.4Z,1,REGULAR,steal,,[],1630178,,,1610612755,11,16,2022-03-11T01:02:30Z,706562,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M39.00S,2022-03-11T01:01:28.7Z,1,REGULAR,turnover,bad pass,[],1629680,,,1610612755,11,16,2022-03-11T01:03:52Z,708750,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 203552]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,1.0,Curry,203552.0,,,,,,,,,,,
81,PT06M39.00S,2022-03-11T01:01:28.7Z,1,REGULAR,steal,,[],203552,,,1610612751,11,16,2022-03-11T01:03:12Z,709375,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2022-03-11T01:01:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,87.72996057818659,94.85294117647058,1610612751,11,19,2022-03-11T01:03:33Z,710000,224.0,63.0,1,right,K. Irving 3PT  (6 PTS) (S. Curry 1 AST),"[202681, 203552]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,23.29,Made,,,,,,,,6.0,,,,,,,,S. Curry,203552.0,1.0
73,PT06M17.00S,2022-03-11T01:01:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.469776609724048,45.34313725490196,1610612755,13,19,2022-03-11T01:05:26Z,720000,23.0,-1.0,1,left,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,2.33,Made,,,,,,,,4.0,,,,,,,,,,
74,PT05M58.00S,2022-03-11T01:02:07.1Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612751,13,19,2022-03-11T01:02:17Z,730000,,,0,,J. Harden shooting personal FOUL (1 PF) (Drummond 2 FT),"[201935, 203083]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Drummond,203083.0,,,
76,PT05M58.00S,2022-03-11T01:02:29.8Z,1,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,13,19,2022-03-11T01:02:29Z,750000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT05M58.00S,2022-03-11T01:02:29.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,13,19,2022-03-11T01:02:29Z,760000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
82,PT05M58.00S,2022-03-11T01:02:45.8Z,1,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,13,20,2022-03-11T01:02:45Z,770000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
83,PT05M53.00S,2022-03-11T01:02:51.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.933639947437584,47.794117647058826,1610612755,13,20,2022-03-11T01:07:07Z,780000,11.0,257.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,
84,PT05M53.00S,2022-03-11T01:02:51.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,13,20,2022-03-11T01:03:22Z,790000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,
85,PT05M53.00S,2022-03-11T01:02:56.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,13,20,2022-03-11T01:02:56Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M41.00S,2022-03-11T01:03:12.2Z,1,REGULAR,2pt,Jump Shot,[],203552,79.45137976346912,68.38235294117648,1610612751,13,22,2022-03-11T01:03:27Z,810000,92.0,141.0,1,right,S. Curry 16' Jump Shot (7 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,16.81,Made,,,,,,,,7.0,,,,,,,,,,
87,PT05M27.00S,2022-03-11T01:03:28.4Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612755,13,22,2022-03-11T01:03:37Z,820000,,,0,,K. Irving shooting personal FOUL (1 PF) (Embiid 2 FT),"[202681, 203954]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,101284.0,,,1.0,0.0,Embiid,203954.0,,,
89,PT05M27.00S,2022-03-11T01:03:57.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,14,22,2022-03-11T01:03:57Z,840000,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
90,PT05M27.00S,2022-03-11T01:03:59.4Z,1,REGULAR,substitution,out,[],202699,,,1610612755,14,22,2022-03-11T01:04:05Z,850000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M27.00S,2022-03-11T01:03:59.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,14,22,2022-03-11T01:04:05Z,860000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M27.00S,2022-03-11T01:04:20.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,15,22,2022-03-11T01:04:20Z,870000,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
94,PT05M15.00S,2022-03-11T01:04:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,80.3712220762155,39.46078431372549,1610612751,15,24,2022-03-11T01:04:42Z,880000,-53.0,132.0,1,right,K. Irving 14' fadeaway Jump Shot (8 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,14.21,Made,,,,,,,,8.0,,,,,,,,,,
