actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
367,PT00M26.40S,2022-04-09T18:11:51.2Z,2,REGULAR,foul,personal,[],1628221,,,1610612755,66,54,2022-04-09T18:12:00Z,3660000,,,0,,G. York personal FOUL (1 PF),"[1628221, 201935]",1610612754.0,IND,,,,York,G. York,,,,,1628953.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
369,PT00M03.80S,2022-04-09T18:12:15.9Z,2,REGULAR,3pt,Jump Shot,[],201935,31.61957950065703,27.941176470588236,1610612755,66,54,2022-04-09T18:12:20Z,3680000,110.0,245.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,,26.84,,,,,,,,,,,
370,PT00M00.10S,2022-04-09T18:12:19.6Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,66,54,2022-04-09T18:12:20Z,3690000,,,0,,I. Jackson REBOUND (Off:1 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,369.0,,,,,,,,5.0,4.0,1.0,,,
371,PT00M00.00S,2022-04-09T18:12:21.9Z,2,REGULAR,period,end,[],0,,,1610612754,66,54,2022-04-09T18:12:21Z,3700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612754,66,54,2022-04-09T18:27:34Z,3710000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,out,['startperiod'],1628221,,,1610612754,66,54,2022-04-09T18:27:34Z,3720000,,,0,,SUB out: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,out,['startperiod'],1630613,,,1610612754,66,54,2022-04-09T18:27:34Z,3730000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,out,['startperiod'],1630678,,,1610612754,66,54,2022-04-09T18:27:34Z,3740000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,in,['startperiod'],201980,,,1610612754,66,54,2022-04-09T18:27:34Z,3750000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,in,['startperiod'],1629052,,,1610612754,66,54,2022-04-09T18:27:34Z,3760000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,66,54,2022-04-09T18:27:34Z,3770000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-04-09T18:26:54.6Z,3,REGULAR,substitution,in,['startperiod'],204456,,,1610612754,66,54,2022-04-09T18:27:34Z,3780000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2022-04-09T18:27:48.0Z,3,REGULAR,period,start,[],0,,,1610612754,66,54,2022-04-09T18:27:48Z,3790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT11M45.00S,2022-04-09T18:28:02.3Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,66,54,2022-04-09T18:28:07Z,3800000,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 201935]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,3.0,Harden,201935.0
383,PT11M45.00S,2022-04-09T18:28:02.3Z,3,REGULAR,steal,,[],201935,,,1610612755,66,54,2022-04-09T18:28:37Z,3810000,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M41.00S,2022-04-09T18:28:05.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,93.9060446780552,47.794117647058826,1610612755,68,54,2022-04-09T18:31:51Z,3820000,-11.0,5.0,1,right,T. Maxey running DUNK (9 PTS) (D. Green 2 AST),"[1630178, 201980]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,,,,,,Made,,9.0,1.2,,,D. Green,201980.0,2.0,,,,,,
386,PT11M27.00S,2022-04-09T18:28:19.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.61695137976347,63.48039215686274,1610612754,68,54,2022-04-09T18:28:24Z,3840000,-67.0,75.0,1,left,MISS T. McConnell 10' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,,,,,,Missed,,,10.12,,,,,,,,,,,
387,PT11M25.00S,2022-04-09T18:28:21.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,68,54,2022-04-09T18:28:24Z,3850000,,,0,,J. Embiid REBOUND (Off:3 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,386.0,,,,,,,,13.0,10.0,3.0,,,
388,PT11M03.00S,2022-04-09T18:28:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,86.5473061760841,50.98039215686274,1610612755,70,54,2022-04-09T18:28:53Z,3860000,5.0,74.0,1,right,T. Maxey 7' driving Layup (11 PTS) (J. Harden 5 AST),"[1630178, 201935]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,Made,,11.0,7.42,,,J. Harden,201935.0,5.0,,,,,,
389,PT10M52.00S,2022-04-09T18:28:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,7.966491458607096,59.31372549019608,1610612754,70,54,2022-04-09T18:28:58Z,3870000,-47.0,22.0,1,left,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,Missed,,,5.17,,,,,,,,,,,
390,PT10M50.00S,2022-04-09T18:28:56.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,70,54,2022-04-09T18:28:58Z,3880000,,,0,,J. Embiid REBOUND (Off:3 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,389.0,,,,,,,,14.0,11.0,3.0,,,
392,PT10M38.00S,2022-04-09T18:29:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,88.38699080157687,61.274509803921575,1610612755,70,54,2022-04-09T18:29:13Z,3890000,56.0,57.0,1,right,MISS T. Harris 8' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,Missed,,,8.0,,,,,,,,,,,
393,PT10M35.00S,2022-04-09T18:29:12.0Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,70,54,2022-04-09T18:29:13Z,3900000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,392.0,,,,,,,,2.0,2.0,0.0,,,
394,PT10M30.00S,2022-04-09T18:29:16.6Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],204456,5.338370565045992,21.568627450980394,1610612754,70,56,2022-04-09T18:29:26Z,3910000,142.0,-2.0,1,left,T. McConnell 14' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,,,,,,Made,,2.0,14.22,,,,,,,,,,,
395,PT10M09.00S,2022-04-09T18:29:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201980,93.9060446780552,44.6078431372549,1610612755,72,56,2022-04-09T18:29:43Z,3920000,-27.0,5.0,1,right,D. Green Layup (8 PTS) (J. Harden 6 AST),"[201980, 201935]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,,8.0,2.74,,,J. Harden,201935.0,6.0,,,,,,
397,PT10M02.00S,2022-04-09T18:29:44.8Z,3,REGULAR,turnover,lost ball,[],1627741,,,1610612754,72,56,2022-04-09T18:29:52Z,3940000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 201980]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,1.0,Green,201980.0
398,PT10M02.00S,2022-04-09T18:29:44.8Z,3,REGULAR,steal,,[],201980,,,1610612755,72,56,2022-04-09T18:29:46Z,3950000,,,0,,D. Green STEAL (2 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
399,PT09M55.00S,2022-04-09T18:29:51.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,93.64323258869908,50.245098039215684,1610612755,74,56,2022-04-09T18:32:26Z,3960000,1.0,7.0,1,right,T. Maxey driving Layup (13 PTS) (J. Harden 7 AST),"[1630178, 201935]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,Made,,13.0,0.74,,,J. Harden,201935.0,7.0,,,,,,
401,PT09M55.00S,2022-04-09T18:29:57.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,74,56,2022-04-09T18:29:57Z,3980000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M38.00S,2022-04-09T18:33:02.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,8.623521681997373,53.431372549019606,1610612754,74,56,2022-04-09T18:33:10Z,3990000,-17.0,29.0,1,left,MISS I. Jackson alley-oop DUNK,[1630543],1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,,,,,,Missed,,,3.34,,,,,,,,,,,
403,PT09M35.00S,2022-04-09T18:33:05.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,74,56,2022-04-09T18:33:10Z,4000000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,402.0,,,,,,,,2.0,2.0,0.0,,,
404,PT09M15.00S,2022-04-09T18:33:25.6Z,3,REGULAR,3pt,Jump Shot,[],201980,91.5407358738502,95.83333333333334,1610612755,74,56,2022-04-09T18:33:31Z,4010000,229.0,27.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Missed,,,23.08,,,,,,,,,,,
405,PT09M13.00S,2022-04-09T18:33:27.6Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,74,56,2022-04-09T18:33:31Z,4020000,,,0,,J. Embiid REBOUND (Off:4 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,404.0,,,,,,,,15.0,11.0,4.0,,,
406,PT09M13.00S,2022-04-09T18:33:30.6Z,3,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612755,74,56,2022-04-09T18:33:41Z,4030000,,,0,,I. Jackson shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630543, 203954]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,1628953.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
408,PT09M13.00S,2022-04-09T18:33:55.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,75,56,2022-04-09T18:33:55Z,4050000,,,0,,J. Embiid Free Throw 1 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,18.0,,,,,,,,,,,,
409,PT09M13.00S,2022-04-09T18:34:16.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,76,56,2022-04-09T18:34:16Z,4060000,,,0,,J. Embiid Free Throw 2 of 2 (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,19.0,,,,,,,,,,,,
410,PT09M01.00S,2022-04-09T18:34:29.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,5.995400788436268,48.03921568627451,1610612754,76,58,2022-04-09T18:34:34Z,4070000,10.0,4.0,1,left,I. Jackson alley-oop DUNK (12 PTS) (T. McConnell 4 AST),"[1630543, 204456]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,,,,,,Made,,12.0,1.05,,,T. McConnell,204456.0,4.0,,,,,,
412,PT08M34.00S,2022-04-09T18:34:56.5Z,3,REGULAR,3pt,Jump Shot,[],201935,70.12155059132719,72.79411764705883,1610612755,76,58,2022-04-09T18:35:07Z,4090000,114.0,228.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Missed,,,25.53,,,,,,,,,,,
413,PT08M30.00S,2022-04-09T18:35:00.5Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,76,58,2022-04-09T18:35:07Z,4100000,,,0,,O. Brissett REBOUND (Off:1 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,412.0,,,,,,,,5.0,4.0,1.0,,,
414,PT08M26.00S,2022-04-09T18:35:04.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,5.995400788436268,2.941176470588235,1610612754,76,61,2022-04-09T18:35:13Z,4110000,235.0,4.0,1,left,B. Hield 3PT  (10 PTS) (T. McConnell 5 AST),"[1627741, 204456]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Made,,10.0,23.53,,,T. McConnell,204456.0,5.0,,,,,,
416,PT08M11.00S,2022-04-09T18:35:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.77463863337714,46.32352941176471,1610612755,78,61,2022-04-09T18:35:25Z,4130000,-18.0,6.0,1,right,J. Embiid Layup (21 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,21.0,1.94,,,J. Harden,201935.0,8.0,,,,,,
418,PT08M04.00S,2022-04-09T18:35:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,5.863994743758213,53.92156862745098,1610612754,78,63,2022-04-09T18:35:46Z,4150000,-20.0,3.0,1,left,O. Brissett driving Layup (10 PTS) (T. Haliburton 6 AST),"[1629052, 1630169]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,,,,,,Made,,10.0,1.98,,,T. Haliburton,1630169.0,6.0,,,,,,
420,PT08M04.00S,2022-04-09T18:35:30.7Z,3,REGULAR,foul,personal,['1freethrow'],201935,,,1610612754,78,63,2022-04-09T18:35:39Z,4170000,,,0,,J. Harden shooting personal FOUL (1 PF) (Brissett 1 FT),"[201935, 1629052]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,1627962.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
422,PT08M04.00S,2022-04-09T18:35:57.0Z,3,REGULAR,freethrow,1 of 1,[],1629052,,,1610612754,78,64,2022-04-09T18:35:57Z,4190000,,,0,,O. Brissett Free Throw 1 of 1 (11 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
423,PT07M55.00S,2022-04-09T18:36:08.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,71.43561103810775,19.607843137254903,1610612755,78,64,2022-04-09T18:36:32Z,4200000,-152.0,216.0,1,right,MISS T. Maxey 26' 3PT - blocked,"[1630178, 204456]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,26.41,McConnell,204456.0,,,,,,,,,
433,PT07M55.00S,2022-04-09T18:36:08.6Z,3,REGULAR,block,,[],204456,,,1610612755,78,64,2022-04-09T18:37:24Z,4205000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M54.00S,2022-04-09T18:36:09.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,78,64,2022-04-09T18:36:32Z,4210000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,
425,PT07M53.00S,2022-04-09T18:36:17.3Z,3,REGULAR,foul,personal,[],201980,,,1610612754,78,64,2022-04-09T18:36:36Z,4220000,,,0,,D. Green loose ball personal FOUL (1 PF),"[201980, 1630543]",1610612755.0,PHI,loose ball,,,Green,D. Green,,,,,1627962.0,1.0,0.0,Jackson,1630543.0,,,,,,,,,,,,,,,
427,PT07M41.00S,2022-04-09T18:36:33.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,8.754927726675426,57.107843137254896,1610612754,78,66,2022-04-09T18:36:42Z,4240000,-36.0,30.0,1,left,B. Hield floating Jump Shot (12 PTS) (T. Haliburton 7 AST),"[1627741, 1630169]",1610612754.0,IND,floating,,,Hield,B. Hield,,,,,,,,,,Made,,12.0,4.63,,,T. Haliburton,1630169.0,7.0,,,,,,
428,PT07M21.00S,2022-04-09T18:36:54.2Z,3,REGULAR,3pt,Jump Shot,[],201935,78.40013140604468,88.97058823529412,1610612755,81,66,2022-04-09T18:36:59Z,4250000,195.0,151.0,1,right,J. Harden 24' 3PT  (13 PTS) (T. Maxey 5 AST),"[201935, 1630178]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,,13.0,24.62,,,T. Maxey,1630178.0,5.0,,,,,,
430,PT07M15.00S,2022-04-09T18:37:02.3Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,81,66,2022-04-09T18:37:11Z,4270000,,,0,,T. Harris shooting personal FOUL (3 PF) (Brissett 2 FT),"[202699, 1629052]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,1628953.0,3.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
432,PT07M15.00S,2022-04-09T18:37:24.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629052,,,1610612754,81,67,2022-04-09T18:37:24Z,4290000,,,0,,O. Brissett Free Throw 1 of 2 (12 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
434,PT07M15.00S,2022-04-09T18:37:40.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629052,,,1610612754,81,68,2022-04-09T18:37:40Z,4300000,,,0,,O. Brissett Free Throw 2 of 2 (13 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
435,PT06M56.00S,2022-04-09T18:38:01.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.72339027595268,47.05882352941176,1610612755,83,68,2022-04-09T18:38:09Z,4310000,-15.0,16.0,1,right,J. Harden driving Layup (15 PTS) (J. Embiid 3 AST),"[201935, 203954]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,,,,,,Made,,15.0,2.17,,,J. Embiid,203954.0,3.0,,,,,,
437,PT06M47.00S,2022-04-09T18:38:10.1Z,3,REGULAR,3pt,Jump Shot,[],1629052,10.068988173455978,96.07843137254902,1610612754,83,71,2022-04-09T18:38:16Z,4330000,-230.0,42.0,1,left,O. Brissett 3PT  (16 PTS) (T. Haliburton 8 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,16.0,23.42,,,T. Haliburton,1630169.0,8.0,,,,,,
440,PT06M37.00S,2022-04-09T18:38:27.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,83,71,2022-04-09T18:38:27Z,4360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M30.00S,2022-04-09T18:38:45.0Z,3,REGULAR,3pt,Jump Shot,[],201935,67.36202365308804,35.294117647058826,1610612755,83,71,2022-04-09T18:38:53Z,4370000,-74.0,254.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Missed,,,26.47,,,,,,,,,,,
442,PT06M25.00S,2022-04-09T18:38:50.0Z,3,REGULAR,rebound,offensive,[],201980,,,1610612755,83,71,2022-04-09T18:38:53Z,4380000,,,0,,D. Green REBOUND (Off:2 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,441.0,,,,,,,,3.0,1.0,2.0,,,
443,PT06M23.00S,2022-04-09T18:38:51.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203954,90.3580814717477,28.676470588235293,1610612755,83,71,2022-04-09T18:39:02Z,4390000,-107.0,38.0,1,right,MISS J. Embiid 11' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,11.32,,,,,,,,,,,
444,PT06M21.00S,2022-04-09T18:38:53.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,83,71,2022-04-09T18:39:02Z,4400000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,
445,PT06M21.00S,2022-04-09T18:39:01.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,83,71,2022-04-09T18:39:01Z,4410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M12.00S,2022-04-09T18:39:08.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,19.793035479632064,48.77450980392157,1610612754,83,73,2022-04-09T18:39:15Z,4420000,6.0,134.0,1,left,T. Haliburton 13' driving floating Jump Shot (9 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,9.0,13.37,,,,,,,,,,,
447,PT06M12.00S,2022-04-09T18:39:15.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,83,73,2022-04-09T18:39:15Z,4430000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M57.00S,2022-04-09T18:42:18.3Z,3,REGULAR,2pt,Jump Shot,[],203954,78.26872536136662,48.28431372549019,1610612755,85,73,2022-04-09T18:42:23Z,4440000,-9.0,152.0,1,right,J. Embiid 15' Jump Shot (23 PTS) (J. Harden 9 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,23.0,15.2,,,J. Harden,201935.0,9.0,,,,,,
451,PT05M38.00S,2022-04-09T18:42:38.6Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,85,73,2022-04-09T18:42:52Z,4460000,,,0,,T. Harris shooting personal FOUL (4 PF) (Haliburton 2 FT),"[202699, 1630169]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,1627962.0,4.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
453,PT05M38.00S,2022-04-09T18:43:13.4Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,85,74,2022-04-09T18:43:13Z,4480000,,,0,,T. Haliburton Free Throw 1 of 2 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
454,PT05M38.00S,2022-04-09T18:43:28.0Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,85,75,2022-04-09T18:43:28Z,4490000,,,0,,T. Haliburton Free Throw 2 of 2 (11 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
455,PT05M26.00S,2022-04-09T18:43:41.9Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612755,85,75,2022-04-09T18:43:48Z,4500000,,,0,,J. Harden lost ball TURNOVER (4 TO),"[201935, 204456]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,4.0,McConnell,204456.0
456,PT05M26.00S,2022-04-09T18:43:41.9Z,3,REGULAR,steal,,[],204456,,,1610612754,85,75,2022-04-09T18:43:45Z,4510000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M24.00S,2022-04-09T18:43:49.6Z,3,REGULAR,violation,kicked ball,[],203954,,,1610612754,85,75,2022-04-09T18:44:14Z,4520000,,,0,,J. Embiid kicked ball VIOLATION,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1628953.0,,,,,,,,,,,,,,,,,,,
458,PT05M24.00S,2022-04-09T18:43:53.8Z,3,REGULAR,substitution,out,[],202699,,,1610612754,85,75,2022-04-09T18:43:57Z,4530000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M24.00S,2022-04-09T18:43:53.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612754,85,75,2022-04-09T18:43:57Z,4540000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M11.00S,2022-04-09T18:44:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,5.863994743758213,50.245098039215684,1610612754,85,77,2022-04-09T18:44:28Z,4550000,-1.0,3.0,1,left,I. Jackson alley-oop Layup (14 PTS) (B. Hield 1 AST),"[1630543, 1627741]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,,,,,,Made,,14.0,0.29,,,B. Hield,1627741.0,1.0,,,,,,
462,PT04M57.00S,2022-04-09T18:44:39.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,85,77,2022-04-09T18:44:39Z,4570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M57.00S,2022-04-09T18:44:45.9Z,3,REGULAR,substitution,out,[],1630169,,,1610612755,85,77,2022-04-09T18:44:54Z,4580000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M57.00S,2022-04-09T18:44:45.9Z,3,REGULAR,substitution,in,[],1630613,,,1610612755,85,77,2022-04-09T18:44:54Z,4590000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
