actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
282,PT02M55.00S,2021-12-16T01:02:54.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203552,17.427726675427067,7.598039215686274,1610612755,40,51,2021-12-16T01:02:58Z,2800000,212.0,111.0,1,left,S. Curry 3PT  (3 PTS) (S. Milton 4 AST),"[203552, 1629003]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,23.94,Made,,,,,3.0,,,S. Milton,1629003.0,4.0,,,,,
284,PT02M37.00S,2021-12-16T01:03:13.5Z,2,REGULAR,3pt,Jump Shot,[],1629130,73.66951379763469,18.627450980392158,1610612748,40,51,2021-12-16T01:03:20Z,2820000,-157.0,195.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,25.03,Missed,,,,,,,,,,,,,,,
285,PT02M34.00S,2021-12-16T01:03:16.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,40,51,2021-12-16T01:03:40Z,2830000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,284.0,2.0,2.0,0.0,,,,,,,,,,,
286,PT02M29.00S,2021-12-16T01:03:29.6Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612755,40,51,2021-12-16T01:03:58Z,2840000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Milton 2 FT),"[1629130, 1629003]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Milton,1629003.0
288,PT02M29.00S,2021-12-16T01:04:06.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629003,,,1610612755,41,51,2021-12-16T01:04:06Z,2860000,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
289,PT02M29.00S,2021-12-16T01:04:07.5Z,2,REGULAR,substitution,out,[],1629622,,,1610612755,41,51,2021-12-16T01:04:09Z,2870000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M29.00S,2021-12-16T01:04:07.5Z,2,REGULAR,substitution,in,[],1629216,,,1610612755,41,51,2021-12-16T01:04:09Z,2880000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M29.00S,2021-12-16T01:04:28.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629003,,,1610612755,42,51,2021-12-16T01:04:28Z,2890000,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
292,PT02M07.00S,2021-12-16T01:04:51.8Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,42,51,2021-12-16T01:05:00Z,2900000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 1629003]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,3.0,Milton,1629003.0,,,,,,,,,,,,,,,,,
293,PT02M07.00S,2021-12-16T01:04:51.8Z,2,REGULAR,steal,,[],1629003,,,1610612755,42,51,2021-12-16T01:04:53Z,2910000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M01.00S,2021-12-16T01:04:58.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,3.3672798948751645,22.30392156862745,1610612755,44,51,2021-12-16T01:05:05Z,2920000,138.0,-21.0,1,left,T. Maxey 14' pullup Jump Shot (12 PTS) (S. Curry 3 AST),"[1630178, 203552]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,14.01,Made,,,,,12.0,,,S. Curry,203552.0,3.0,,,,,
296,PT01M39.00S,2021-12-16T01:05:19.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,94.82588699080158,3.9215686274509802,1610612748,44,54,2021-12-16T01:05:22Z,2940000,-230.0,-4.0,1,right,G. Vincent 3PT  (15 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,23.04,Made,,,,,15.0,,,,,,,,,,
297,PT01M29.00S,2021-12-16T01:05:30.5Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",200782,,,1610612755,44,54,2021-12-16T01:05:42Z,2950000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Harris 3 FT),"[200782, 202699]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Harris,202699.0
299,PT01M29.00S,2021-12-16T01:06:05.6Z,2,REGULAR,freethrow,1 of 3,[],202699,,,1610612755,45,54,2021-12-16T01:06:05Z,2970000,,,0,,T. Harris Free Throw 1 of 3 (13 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,13.0,,,,,,,,,,
300,PT01M29.00S,2021-12-16T01:06:22.0Z,2,REGULAR,freethrow,2 of 3,[],202699,,,1610612755,46,54,2021-12-16T01:06:22Z,2980000,,,0,,T. Harris Free Throw 2 of 3 (14 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,14.0,,,,,,,,,,
301,PT01M29.00S,2021-12-16T01:06:23.0Z,2,REGULAR,substitution,out,[],203473,,,1610612755,46,54,2021-12-16T01:06:29Z,2990000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M29.00S,2021-12-16T01:06:23.0Z,2,REGULAR,substitution,in,[],1629644,,,1610612755,46,54,2021-12-16T01:06:29Z,3000000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M29.00S,2021-12-16T01:06:47.1Z,2,REGULAR,freethrow,3 of 3,[],202699,,,1610612755,47,54,2021-12-16T01:06:47Z,3010000,,,0,,T. Harris Free Throw 3 of 3 (15 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,15.0,,,,,,,,,,
304,PT01M14.00S,2021-12-16T01:07:03.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200782,91.80354796320631,46.81372549019608,1610612748,47,54,2021-12-16T01:07:07Z,3020000,-16.0,25.0,1,right,MISS P. Tucker Hook,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,2.92,Missed,,,,,,,,,,,,,,,
305,PT01M11.00S,2021-12-16T01:07:05.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,47,54,2021-12-16T01:07:05Z,3030000,,,0,,J. Embiid REBOUND (Off:1 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,304.0,10.0,9.0,1.0,,,,,,,,,,,
306,PT00M55.20S,2021-12-16T01:07:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629003,5.863994743758213,98.0392156862745,1610612755,47,54,2021-12-16T01:07:27Z,3040000,-240.0,3.0,1,left,MISS S. Milton 24' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,24.02,Missed,,,,,,,,,,,,,,,
307,PT00M54.70S,2021-12-16T01:07:22.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,47,54,2021-12-16T01:07:27Z,3050000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,
308,PT00M54.70S,2021-12-16T01:07:27.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,47,54,2021-12-16T01:07:27Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M54.70S,2021-12-16T01:07:28.6Z,2,REGULAR,foul,personal,[],203954,,,1610612748,47,54,2021-12-16T01:07:35Z,3070000,,,0,,J. Embiid loose ball personal FOUL (1 PF),"[203954, 200768]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Lowry,200768.0
311,PT00M54.70S,2021-12-16T01:07:37.4Z,2,REGULAR,foul,technical,['1freethrow'],203954,,,1610612748,47,54,2021-12-16T01:07:42Z,3090000,,,0,,J. Embiid technical FOUL (1 Tech),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,1.0,,
312,PT00M54.70S,2021-12-16T01:08:00.0Z,2,REGULAR,freethrow,1 of 1,[],1629130,,,1610612748,47,55,2021-12-16T01:08:00Z,3100000,,,0,,D. Robinson technical Free Throw 1 of 1 (17 PTS),[1629130],1610612748.0,MIA,technical,,,Robinson,D. Robinson,,,,,,,,,Made,,,,,17.0,,,,,,,,,,
313,PT00M37.40S,2021-12-16T01:08:32.9Z,2,REGULAR,turnover,bad pass,[],200782,,,1610612748,47,55,2021-12-16T01:08:36Z,3110000,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 203954]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
314,PT00M37.40S,2021-12-16T01:08:32.9Z,2,REGULAR,steal,,[],203954,,,1610612755,47,55,2021-12-16T01:11:52Z,3120000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M31.90S,2021-12-16T01:08:38.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629003,26.49474375821288,28.676470588235293,1610612755,47,55,2021-12-16T01:08:46Z,3130000,107.0,197.0,1,left,MISS S. Milton 22' running pullup Shot,[1629003],1610612755.0,PHI,running pullup,,,Milton,S. Milton,,,,,,,,22.36,Missed,,,,,,,,,,,,,,,
316,PT00M28.90S,2021-12-16T01:08:41.5Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,47,55,2021-12-16T01:08:46Z,3140000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,,,
317,PT00M26.00S,2021-12-16T01:08:44.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200768,67.49342969776609,44.6078431372549,1610612748,47,58,2021-12-16T01:08:52Z,3150000,-27.0,253.0,1,right,K. Lowry 25' 3PT running pullup (5 PTS),[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,,,,25.45,Made,,,,,5.0,,,,,,,,,,
318,PT00M02.80S,2021-12-16T01:09:13.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612755,47,58,2021-12-16T01:09:25Z,3160000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629130, 203954]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Embiid,203954.0
320,PT00M02.80S,2021-12-16T01:09:45.9Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,48,58,2021-12-16T01:09:45Z,3180000,,,0,,J. Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,13.0,,,,,,,,,,
321,PT00M02.80S,2021-12-16T01:09:48.0Z,2,REGULAR,substitution,out,[],203552,,,1610612755,48,58,2021-12-16T01:10:06Z,3190000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M02.80S,2021-12-16T01:09:48.0Z,2,REGULAR,substitution,out,[],1629644,,,1610612755,48,58,2021-12-16T01:10:06Z,3200000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M02.80S,2021-12-16T01:09:48.0Z,2,REGULAR,substitution,in,[],201980,,,1610612755,48,58,2021-12-16T01:10:06Z,3210000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M02.80S,2021-12-16T01:09:48.0Z,2,REGULAR,substitution,in,[],1629622,,,1610612755,48,58,2021-12-16T01:10:06Z,3220000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M02.80S,2021-12-16T01:10:10.2Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,49,58,2021-12-16T01:10:10Z,3230000,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,14.0,,,,,,,,,,
326,PT00M00.00S,2021-12-16T01:10:18.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,48.30814717477004,74.50980392156863,1610612748,49,58,2021-12-16T01:10:25Z,3240000,123.0,433.0,1,right,MISS G. Vincent 45' running 3PT,[1629216],1610612748.0,MIA,running,,,Vincent,G. Vincent,,,,,,,,45.04,Missed,,,,,,,,,,,,,,,
327,PT00M00.00S,2021-12-16T01:10:18.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,49,58,2021-12-16T01:10:25Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,
328,PT00M00.00S,2021-12-16T01:10:26.7Z,2,REGULAR,period,end,[],0,,,1610612748,49,58,2021-12-16T01:10:26Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612748,49,58,2021-12-16T01:25:38Z,3270000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,out,['startperiod'],201980,,,1610612748,49,58,2021-12-16T01:25:38Z,3280000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,out,['startperiod'],1629622,,,1610612748,49,58,2021-12-16T01:25:38Z,3290000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,in,['startperiod'],1629680,,,1610612748,49,58,2021-12-16T01:25:38Z,3300000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612748,49,58,2021-12-16T01:25:38Z,3310000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-12-16T01:25:21.7Z,3,REGULAR,substitution,in,['startperiod'],203473,,,1610612748,49,58,2021-12-16T01:25:38Z,3320000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-12-16T01:25:43.7Z,3,REGULAR,period,start,[],0,,,1610612755,49,58,2021-12-16T01:25:43Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M35.00S,2021-12-16T01:26:08.0Z,3,REGULAR,2pt,Jump Shot,[],1629680,92.06636005256242,23.774509803921568,1610612755,49,58,2021-12-16T01:26:14Z,3340000,-131.0,22.0,1,right,MISS M. Thybulle 13' driving floating Shot,[1629680],1610612755.0,PHI,driving floating,,,Thybulle,M. Thybulle,,,,,,,,13.29,Missed,,,,,,,,,,,,,,,
337,PT11M32.00S,2021-12-16T01:26:10.6Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,49,58,2021-12-16T01:26:10Z,3350000,,,0,,D. Robinson REBOUND (Off:2 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,336.0,4.0,2.0,2.0,,,,,,,,,,,
338,PT11M12.00S,2021-12-16T01:26:30.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],200782,7.178055190538765,49.50980392156863,1610612748,49,60,2021-12-16T01:26:39Z,3360000,2.0,15.0,1,left,P. Tucker driving bank Hook (4 PTS) (D. Dedmon 4 AST),"[200782, 203473]",1610612748.0,MIA,driving bank,,,Tucker,P. Tucker,,,,,,,,1.52,Made,,,,,4.0,,,D. Dedmon,203473.0,4.0,,,,,
340,PT10M56.00S,2021-12-16T01:26:46.7Z,3,REGULAR,3pt,Jump Shot,[],202699,67.88764783180025,29.166666666666668,1610612755,49,60,2021-12-16T01:26:51Z,3380000,-104.0,249.0,1,right,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,27.03,Missed,,,,,,,,,,,,,,,
341,PT10M53.00S,2021-12-16T01:26:49.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,49,60,2021-12-16T01:26:51Z,3390000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,340.0,3.0,3.0,0.0,,,,,,,,,,,
342,PT10M42.00S,2021-12-16T01:27:00.9Z,3,REGULAR,3pt,Jump Shot,[],1629216,30.042706964520367,68.87254901960785,1610612748,49,63,2021-12-16T01:27:05Z,3400000,-94.0,230.0,1,left,G. Vincent 24' 3PT  (18 PTS) (K. Lowry 4 AST),"[1629216, 200768]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,24.85,Made,,,,,18.0,,,K. Lowry,200768.0,4.0,,,,,
344,PT10M39.00S,2021-12-16T01:27:07.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,49,63,2021-12-16T01:27:07Z,3420000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT10M28.00S,2021-12-16T01:30:06.5Z,3,REGULAR,turnover,bad pass,[],202699,,,1610612755,49,63,2021-12-16T01:30:10Z,3430000,,,0,,T. Harris bad pass TURNOVER (2 TO),"[202699, 203473]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,2.0,Dedmon,203473.0,,,,,,,,,,,,,,,,,
346,PT10M28.00S,2021-12-16T01:30:06.5Z,3,REGULAR,steal,,[],203473,,,1610612748,49,63,2021-12-16T01:30:08Z,3440000,,,0,,D. Dedmon STEAL (2 STL),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M24.00S,2021-12-16T01:30:09.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629216,32.670827858081466,46.568627450980394,1610612748,49,66,2021-12-16T01:30:21Z,3450000,17.0,255.0,1,left,G. Vincent 25' 3PT running pullup (21 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,running pullup,,,Vincent,G. Vincent,,,,,,,,25.52,Made,,,,,21.0,,,D. Robinson,1629130.0,1.0,,,,,
349,PT10M00.00S,2021-12-16T01:30:33.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,90.22667542706965,44.11764705882353,1610612755,51,66,2021-12-16T01:30:38Z,3470000,-29.0,39.0,1,right,T. Harris driving floating Jump Shot (17 PTS) (M. Thybulle 1 AST),"[202699, 1629680]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,4.92,Made,,,,,17.0,,,M. Thybulle,1629680.0,1.0,,,,,
351,PT09M38.00S,2021-12-16T01:30:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,5.338370565045992,51.225490196078425,1610612748,51,68,2021-12-16T01:31:05Z,3490000,-6.0,-2.0,1,left,D. Robinson driving reverse Layup (19 PTS),[1629130],1610612748.0,MIA,driving reverse,,,Robinson,D. Robinson,,,,,,,,0.65,Made,,,,,19.0,,,,,,,,,,
352,PT09M21.00S,2021-12-16T01:31:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629680,70.38436268068331,76.7156862745098,1610612755,51,68,2021-12-16T01:31:16Z,3500000,134.0,226.0,1,right,MISS M. Thybulle 26' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,26.24,Missed,,,,,,,,,,,,,,,
353,PT09M18.00S,2021-12-16T01:31:15.4Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,51,68,2021-12-16T01:31:16Z,3510000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,352.0,5.0,4.0,1.0,,,,,,,,,,,
354,PT09M13.00S,2021-12-16T01:31:20.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629216,4.418528252299605,53.92156862745098,1610612748,51,68,2021-12-16T01:31:28Z,3520000,-20.0,-11.0,1,left,MISS G. Vincent driving Hook - blocked,"[1629216, 1630178]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,2.25,Missed,,,,,,Maxey,1630178.0,,,,,,,,
355,PT09M13.00S,2021-12-16T01:31:20.8Z,3,REGULAR,block,,[],1630178,,,1610612748,51,68,2021-12-16T01:34:27Z,3530000,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
356,PT09M09.00S,2021-12-16T01:31:24.8Z,3,REGULAR,rebound,offensive,[],1629130,,,1610612748,51,68,2021-12-16T01:31:28Z,3540000,,,0,,D. Robinson REBOUND (Off:3 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,354.0,5.0,2.0,3.0,,,,,,,,,,,
357,PT09M08.00S,2021-12-16T01:31:25.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203473,3.892904073587385,51.470588235294116,1610612748,51,70,2021-12-16T01:31:32Z,3550000,-7.0,-16.0,1,left,D. Dedmon driving DUNK (8 PTS) (D. Robinson 2 AST),"[203473, 1629130]",1610612748.0,MIA,driving,,,Dedmon,D. Dedmon,,,,,,,,1.75,Made,,,,,8.0,,,D. Robinson,1629130.0,2.0,,,,,
359,PT08M47.00S,2021-12-16T01:31:46.7Z,3,REGULAR,3pt,Jump Shot,[],1629680,65.1281208935611,49.50980392156863,1610612755,51,70,2021-12-16T01:31:50Z,3570000,-2.0,275.0,1,right,MISS M. Thybulle 27' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,27.53,Missed,,,,,,,,,,,,,,,
360,PT08M45.00S,2021-12-16T01:31:48.7Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,51,70,2021-12-16T01:31:50Z,3580000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,359.0,6.0,5.0,1.0,,,,,,,,,,,
361,PT08M32.00S,2021-12-16T01:32:02.0Z,3,REGULAR,3pt,Jump Shot,[],1629216,31.09395532194481,38.72549019607843,1610612748,51,70,2021-12-16T01:32:06Z,3590000,56.0,240.0,1,left,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,24.63,Missed,,,,,,,,,,,,,,,
362,PT08M29.00S,2021-12-16T01:32:05.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,51,70,2021-12-16T01:32:06Z,3600000,,,0,,J. Embiid REBOUND (Off:1 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,361.0,11.0,10.0,1.0,,,,,,,,,,,
363,PT08M24.00S,2021-12-16T01:32:10.0Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203552,93.11760840998686,67.15686274509804,1610612755,53,70,2021-12-16T01:32:22Z,3610000,86.0,12.0,1,right,S. Curry 8' running pullup Jump Shot (5 PTS) (T. Maxey 1 AST),"[203552, 1630178]",1610612755.0,PHI,running pullup,,,Curry,S. Curry,,,,,,,,8.67,Made,,,,,5.0,,,T. Maxey,1630178.0,1.0,,,,,
365,PT08M02.00S,2021-12-16T01:32:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,4.681340341655716,50.73529411764706,1610612748,53,72,2021-12-16T01:32:37Z,3630000,-4.0,-8.0,1,left,D. Dedmon Layup (10 PTS) (G. Vincent 2 AST),"[203473, 1629216]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,0.93,Made,,,,,10.0,,,G. Vincent,1629216.0,2.0,,,,,
367,PT07M46.00S,2021-12-16T01:32:47.7Z,3,REGULAR,3pt,Jump Shot,[],202699,87.99277266754271,94.6078431372549,1610612755,53,72,2021-12-16T01:32:52Z,3650000,223.0,60.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,23.1,Missed,,,,,,,,,,,,,,,
368,PT07M42.00S,2021-12-16T01:32:51.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,53,72,2021-12-16T01:32:52Z,3660000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,,,
369,PT07M19.00S,2021-12-16T01:33:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,10.85742444152431,50.245098039215684,1610612748,53,74,2021-12-16T01:33:20Z,3670000,-1.0,50.0,1,left,P. Tucker driving finger roll Layup (6 PTS) (K. Lowry 5 AST),"[200782, 200768]",1610612748.0,MIA,driving finger roll,,,Tucker,P. Tucker,,,,,,,,4.96,Made,,,,,6.0,,,K. Lowry,200768.0,5.0,,,,,
371,PT07M07.00S,2021-12-16T01:33:26.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,70.83333333333334,1610612755,53,74,2021-12-16T01:33:30Z,3690000,104.0,262.0,1,right,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,28.17,Missed,,,,,,,,,,,,,,,
