actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
448,PT01M46.00S,2023-11-09T02:42:56.1Z,3,REGULAR,2pt,Jump Shot,[],1630172,94.82588699080158,26.225490196078432,1610612741,79,88,2023-11-09T02:47:39Z,4350000,False,-119.0,-4.0,1,right,MISS P. Williams 11' turnaround fadeaway Shot,[1630172],1610612741.0,CHI,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,11.9,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
449,PT01M46.00S,2023-11-09T02:42:56.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,79,88,2023-11-09T02:43:00Z,4360000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,,,,,,448.0,,,,,,,,,,,,,,
451,PT01M46.00S,2023-11-09T02:43:01.5Z,3,REGULAR,substitution,out,[],203897,,,1610612741,79,88,2023-11-09T02:43:09Z,4380000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
452,PT01M46.00S,2023-11-09T02:43:01.5Z,3,REGULAR,substitution,out,[],202696,,,1610612741,79,88,2023-11-09T02:43:09Z,4390000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
453,PT01M46.00S,2023-11-09T02:43:01.5Z,3,REGULAR,substitution,in,[],203083,,,1610612741,79,88,2023-11-09T02:43:09Z,4400000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
454,PT01M46.00S,2023-11-09T02:43:01.5Z,3,REGULAR,substitution,in,[],201942,,,1610612741,79,88,2023-11-09T02:43:09Z,4410000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
455,PT01M44.00S,2023-11-09T02:43:21.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,93.51182654402102,50.245098039215684,1610612741,81,88,2023-11-09T02:43:42Z,4420000,False,1.0,8.0,1,right,D. DeRozan cutting Layup (13 PTS) (A. Caruso 2 AST),"[201942, 1627936]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,0.86,Made,13.0,DeRozan,D. DeRozan,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,,
459,PT01M27.00S,2023-11-09T02:43:38.5Z,3,REGULAR,turnover,bad pass,[],1629139,,,1610612756,81,88,2023-11-09T02:43:47Z,4440000,False,,,0,,Y. Watanabe bad pass TURNOVER (2 TO),"[1629139, 1629632]",1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,2.0,White,1629632.0,
460,PT01M27.00S,2023-11-09T02:43:38.5Z,3,REGULAR,steal,,[],1629632,,,1610612741,81,88,2023-11-09T02:43:40Z,4450000,False,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,White,C. White,,,,,,,,,,,,,,,,,,
461,PT01M12.00S,2023-11-09T02:43:52.4Z,3,REGULAR,turnover,lost ball,[],1630172,,,1610612741,81,88,2023-11-09T02:43:58Z,4460000,False,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 201142]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Williams,P. Williams,,,,,,,,,,,,,,,1.0,Durant,201142.0,
462,PT01M12.00S,2023-11-09T02:43:52.4Z,3,REGULAR,steal,,[],201142,,,1610612756,81,88,2023-11-09T02:43:54Z,4470000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Left,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
463,PT01M10.00S,2023-11-09T02:44:02.3Z,3,REGULAR,foul,personal,[],1629632,,,1610612756,81,88,2023-11-09T02:44:08Z,4480000,False,,,0,,C. White personal FOUL (3 PF),"[1629632, 201142]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,White,C. White,,,,,,,,,,201246.0,3.0,0.0,Durant,201142.0,,,,
465,PT01M10.00S,2023-11-09T02:44:12.0Z,3,REGULAR,substitution,out,[],1629632,,,1610612756,81,88,2023-11-09T02:44:14Z,4500000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
466,PT01M10.00S,2023-11-09T02:44:12.0Z,3,REGULAR,substitution,in,[],1628975,,,1610612756,81,88,2023-11-09T02:44:14Z,4510000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
467,PT01M04.00S,2023-11-09T02:44:27.1Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612756,81,88,2023-11-09T02:44:31Z,4520000,False,,,0,,K. Durant bad pass TURNOVER (5 TO),"[201142, 1627936]",1610612756.0,PHX,,,,,,,Mid-Range,16-24 Center,,,,Durant,K. Durant,,,,,,,,,,,,,,,5.0,Caruso,1627936.0,
468,PT01M04.00S,2023-11-09T02:44:27.1Z,3,REGULAR,steal,,[],1627936,,,1610612741,81,88,2023-11-09T02:44:29Z,4530000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
469,PT00M57.70S,2023-11-09T02:44:37.5Z,3,REGULAR,violation,kicked ball,[],1629139,,,1610612741,81,88,2023-11-09T02:44:43Z,4540000,False,,,0,,Y. Watanabe kicked ball VIOLATION,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,1155.0,,,,,,,,
470,PT00M53.20S,2023-11-09T02:45:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612741,81,88,2023-11-09T02:45:29Z,4550000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Caruso 2 FT),"[1629234, 1627936]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Eubanks,D. Eubanks,,,,,,,,,,201246.0,2.0,0.0,Caruso,1627936.0,,,,
472,PT00M53.20S,2023-11-09T02:45:30.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612741,81,88,2023-11-09T02:45:30Z,4570000,False,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,,,,,,,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
473,PT00M53.20S,2023-11-09T02:45:30.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,81,88,2023-11-09T02:45:30Z,4580000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,
474,PT00M53.20S,2023-11-09T02:45:49.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612741,82,88,2023-11-09T02:45:49Z,4590000,False,,,0,,A. Caruso Free Throw 2 of 2 (12 PTS),[1627936],1610612741.0,CHI,,,,,,,,,,Made,12.0,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
475,PT00M37.20S,2023-11-09T02:46:08.8Z,3,REGULAR,3pt,Jump Shot,[],201569,30.436925098554536,69.85294117647058,1610612756,82,88,2023-11-09T02:46:18Z,4600000,False,-99.0,234.0,1,left,MISS E. Gordon 25' 3PT,[201569],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
476,PT00M32.70S,2023-11-09T02:46:13.3Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,82,88,2023-11-09T02:46:18Z,4610000,False,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,P. Williams,,,,475.0,3.0,3.0,0.0,,,,,,,,,,,
477,PT00M29.40S,2023-11-09T02:46:17.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627936,93.64323258869908,51.71568627450981,1610612741,84,88,2023-11-09T02:46:22Z,4620000,False,9.0,7.0,1,right,A. Caruso running Layup (14 PTS),[1627936],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.13,Made,14.0,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
478,PT00M08.90S,2023-11-09T02:46:41.8Z,3,REGULAR,3pt,Jump Shot,[],1629139,9.017739816031538,3.6764705882352944,1610612756,84,88,2023-11-09T02:46:48Z,4630000,False,232.0,32.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612756.0,PHX,,,,,,,Right Corner 3,24+ Right,23.38,Missed,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
479,PT00M03.70S,2023-11-09T02:46:47.0Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,84,88,2023-11-09T02:46:48Z,4640000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Caruso,A. Caruso,,,,478.0,3.0,2.0,1.0,,,,,,,,,,,
480,PT00M00.00S,2023-11-09T02:46:52.5Z,3,REGULAR,3pt,Jump Shot,[],201942,69.33311432325887,27.205882352941174,1610612741,84,88,2023-11-09T02:46:56Z,4650000,False,-114.0,236.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
481,PT00M00.00S,2023-11-09T02:46:54.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,84,88,2023-11-09T02:46:54Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,480.0,,,,,,,,,,,,,,
482,PT00M00.00S,2023-11-09T02:46:54.9Z,3,REGULAR,period,end,[],0,,,1610612741,84,88,2023-11-09T02:46:54Z,4670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],1629006,,,1610612741,84,88,2023-11-09T02:49:35Z,4680000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],201569,,,1610612741,84,88,2023-11-09T02:49:35Z,4690000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612741,84,88,2023-11-09T02:49:35Z,4700000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1628960,,,1610612741,84,88,2023-11-09T02:49:35Z,4710000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],1628966,,,1610612741,84,88,2023-11-09T02:49:35Z,4720000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-11-09T02:48:53.0Z,4,REGULAR,substitution,in,['startperiod'],203078,,,1610612741,84,88,2023-11-09T02:49:35Z,4730000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-11-09T02:49:42.1Z,4,REGULAR,period,start,[],0,,,1610612756,84,88,2023-11-09T02:49:42Z,4740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M42.00S,2023-11-09T02:49:58.6Z,4,REGULAR,turnover,bad pass,[],1628960,,,1610612756,84,88,2023-11-09T02:50:05Z,4750000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1627936]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,,Allen,G. Allen,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,
491,PT11M42.00S,2023-11-09T02:49:58.6Z,4,REGULAR,steal,,[],1627936,,,1610612741,84,88,2023-11-09T02:50:01Z,4760000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
492,PT11M33.00S,2023-11-09T02:50:08.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630172,93.38042049934296,49.50980392156863,1610612741,84,88,2023-11-09T02:50:14Z,4770000,False,-2.0,10.0,1,right,MISS P. Williams driving reverse Layup - blocked,"[1630172, 1629234]",1610612741.0,CHI,driving reverse,,,,,,Restricted Area,0-8 Center,1.0,Missed,,Williams,P. Williams,,,,,,,,Eubanks,1629234.0,,,,,,,,,
493,PT11M33.00S,2023-11-09T02:50:08.2Z,4,REGULAR,block,,[],1629234,,,1610612741,84,88,2023-11-09T02:50:10Z,4780000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
494,PT11M30.00S,2023-11-09T02:50:11.2Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,84,88,2023-11-09T02:50:14Z,4790000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Williams,P. Williams,,,,492.0,4.0,3.0,1.0,,,,,,,,,,,
495,PT11M27.00S,2023-11-09T02:50:13.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628975,95.22010512483574,2.941176470588235,1610612741,87,88,2023-11-09T02:50:17Z,4800000,False,-235.0,-8.0,1,right,J. Carter 3PT  (5 PTS) (P. Williams 1 AST),"[1628975, 1630172]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.54,Made,5.0,Carter,J. Carter,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,,
497,PT11M23.00S,2023-11-09T02:50:20.5Z,4,REGULAR,foul,personal,[],1628975,,,1610612756,87,88,2023-11-09T02:50:27Z,4820000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1628960]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Carter,J. Carter,,,,,,,,,,1155.0,1.0,0.0,Allen,1628960.0,,,,
499,PT11M17.00S,2023-11-09T02:50:39.9Z,4,REGULAR,turnover,bad pass,[],1629139,,,1610612756,87,88,2023-11-09T02:50:44Z,4840000,False,,,0,,Y. Watanabe bad pass TURNOVER (3 TO),"[1629139, 203083]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,3.0,Drummond,203083.0,
500,PT11M17.00S,2023-11-09T02:50:39.9Z,4,REGULAR,steal,,[],203083,,,1610612741,87,88,2023-11-09T02:50:41Z,4850000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
501,PT11M14.00S,2023-11-09T02:50:42.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203083,93.64323258869908,50.49019607843137,1610612741,89,88,2023-11-09T02:51:00Z,4860000,False,2.0,7.0,1,right,A. Drummond running DUNK (2 PTS),[203083],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
502,PT11M14.00S,2023-11-09T02:50:47.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,89,88,2023-11-09T02:50:47Z,4870000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M00.00S,2023-11-09T02:53:57.8Z,4,REGULAR,foul,personal,[],203083,,,1610612756,89,88,2023-11-09T02:54:04Z,4880000,False,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 203078]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Drummond,A. Drummond,,,,,,,,,,1155.0,2.0,0.0,Beal,203078.0,,,,
505,PT10M49.00S,2023-11-09T02:54:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.5722733245729295,49.50980392156863,1610612756,89,88,2023-11-09T02:54:31Z,4900000,False,2.0,19.0,1,left,MISS B. Beal driving Layup - blocked,"[203078, 1628975]",1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,1.89,Missed,,Beal,B. Beal,,,,,,,,Carter,1628975.0,,,,,,,,,
506,PT10M49.00S,2023-11-09T02:54:25.2Z,4,REGULAR,block,,[],1628975,,,1610612756,89,88,2023-11-09T02:59:33Z,4910000,False,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
507,PT10M47.00S,2023-11-09T02:54:27.2Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,89,88,2023-11-09T02:54:31Z,4920000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,505.0,1.0,1.0,0.0,,,,,,,,,,,
508,PT10M44.00S,2023-11-09T02:54:29.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,71.04139290407359,77.94117647058823,1610612741,92,88,2023-11-09T03:00:26Z,4930000,False,140.0,220.0,1,right,J. Carter 26' 3PT running pullup (8 PTS) (D. DeRozan 7 AST),"[1628975, 201942]",1610612741.0,CHI,running pullup,,,,,,Above the Break 3,24+ Right Center,26.04,Made,8.0,Carter,J. Carter,D. DeRozan,201942.0,7.0,,,,,,,,,,,,,,,
510,PT10M25.00S,2023-11-09T02:54:48.9Z,4,REGULAR,3pt,Jump Shot,[],1629139,24.392247043363994,14.460784313725492,1610612756,92,88,2023-11-09T02:54:54Z,4950000,False,178.0,177.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
511,PT10M23.00S,2023-11-09T02:54:50.9Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,92,88,2023-11-09T02:54:50Z,4960000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,DeRozan,D. DeRozan,,,,510.0,2.0,2.0,0.0,,,,,,,,,,,
512,PT10M19.00S,2023-11-09T02:54:54.5Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630172,92.85479632063075,49.50980392156863,1610612741,92,88,2023-11-09T03:01:51Z,4970000,False,-2.0,15.0,1,right,MISS P. Williams running DUNK - blocked,"[1630172, 1628966]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.49,Missed,,Williams,P. Williams,,,,,,,,Bates-Diop,1628966.0,,,,,,,,,
538,PT10M19.00S,2023-11-09T02:54:54.5Z,4,REGULAR,block,,[],1628966,,,1610612741,92,88,2023-11-09T02:58:00Z,4975000,False,,,0,,K. Bates-Diop BLOCK (2 BLK),[1628966],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
513,PT10M16.00S,2023-11-09T02:54:57.5Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612756,92,88,2023-11-09T02:54:57Z,4980000,False,,,0,,G. Allen REBOUND (Off:0 Def:6),[1628960],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Allen,G. Allen,,,,512.0,6.0,6.0,0.0,,,,,,,,,,,
514,PT10M12.00S,2023-11-09T02:55:02.4Z,4,REGULAR,3pt,Jump Shot,[],1628960,24.78646517739816,82.84313725490196,1610612756,92,91,2023-11-09T03:02:05Z,4990000,False,-164.0,180.0,1,left,G. Allen 24' 3PT  (23 PTS) (B. Beal 4 AST),"[1628960, 203078]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,24.4,Made,23.0,Allen,G. Allen,B. Beal,203078.0,4.0,,,,,,,,,,,,,,,
516,PT09M50.00S,2023-11-09T02:55:28.6Z,4,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612741,92,91,2023-11-09T02:55:56Z,5010000,False,,,0,,Y. Watanabe shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629139, 201942]",1610612756.0,PHX,shooting,,,,,,Mid-Range,8-16 Left,,,,Watanabe,Y. Watanabe,,,,,,,,,,1155.0,2.0,0.0,DeRozan,201942.0,,,,
518,PT09M50.00S,2023-11-09T02:55:56.7Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,93,91,2023-11-09T02:55:56Z,5030000,False,,,0,,D. DeRozan Free Throw 1 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,14.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
519,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,93,91,2023-11-09T02:56:11Z,5040000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
520,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,out,[],1629234,,,1610612741,93,91,2023-11-09T02:56:11Z,5050000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
521,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,out,[],1629139,,,1610612741,93,91,2023-11-09T02:56:11Z,5060000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
522,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,93,91,2023-11-09T02:56:11Z,5070000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
523,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,in,[],203994,,,1610612741,93,91,2023-11-09T02:56:11Z,5080000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
524,PT09M50.00S,2023-11-09T02:55:57.4Z,4,REGULAR,substitution,in,[],1630692,,,1610612741,93,91,2023-11-09T02:56:11Z,5090000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,,,,,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
525,PT09M50.00S,2023-11-09T02:56:17.1Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,94,91,2023-11-09T02:56:17Z,5100000,False,,,0,,D. DeRozan Free Throw 2 of 2 (15 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,15.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
526,PT09M31.00S,2023-11-09T02:56:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,6.389618922470433,47.05882352941176,1610612756,94,91,2023-11-09T02:56:45Z,5110000,False,15.0,8.0,1,left,MISS J. Goodwin driving Layup - blocked,"[1630692, 201942]",1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,1.65,Missed,,Goodwin,J. Goodwin,,,,,,,,DeRozan,201942.0,,,,,,,,,
527,PT09M31.00S,2023-11-09T02:56:42.1Z,4,REGULAR,block,,[],201942,,,1610612756,94,91,2023-11-09T02:56:44Z,5120000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
528,PT09M31.00S,2023-11-09T02:56:42.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,94,91,2023-11-09T02:56:45Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,,,,,,526.0,,,,,,,,,,,,,,
530,PT09M29.00S,2023-11-09T02:56:59.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203994,11.251642575558476,74.26470588235294,1610612756,94,93,2023-11-09T03:04:32Z,5150000,False,-121.0,53.0,1,left,J. Nurkic 13' fadeaway Jump Shot (12 PTS) (K. Bates-Diop 3 AST),"[203994, 1628966]",1610612756.0,PHX,fadeaway,,,,,,Mid-Range,8-16 Left,13.25,Made,12.0,Nurkic,J. Nurkic,K. Bates-Diop,1628966.0,3.0,,,,,,,,,,,,,,,
532,PT09M10.00S,2023-11-09T02:57:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,91.27792378449409,48.77450980392157,1610612741,94,93,2023-11-09T02:57:24Z,5170000,False,-6.0,29.0,1,right,MISS J. Carter driving Layup - blocked,"[1628975, 203078]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.01,Missed,,Carter,J. Carter,,,,,,,,Beal,203078.0,,,,,,,,,
533,PT09M10.00S,2023-11-09T02:57:17.6Z,4,REGULAR,block,,[],203078,,,1610612741,94,93,2023-11-09T02:57:20Z,5180000,False,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
