actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
423,PT03M32.00S,2024-04-02T01:31:20.4Z,3,REGULAR,3pt,Jump Shot,[],1627936,72.35545335085413,18.38235294117647,1610612741,67,80,2024-04-02T01:31:25Z,4160000,False,-158.0,207.0,1,right,A. Caruso 26' 3PT  (8 PTS) (C. White 3 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,8.0,,,,C. White,1629632.0,3.0,,,,,,
425,PT03M10.00S,2024-04-02T01:31:42.1Z,3,REGULAR,2pt,Jump Shot,[],1627749,8.09789750328515,67.15686274509804,1610612737,67,80,2024-04-02T01:31:45Z,4180000,False,-86.0,24.0,1,left,MISS D. Murray 8' fadeaway Shot,[1627749],1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,,Mid-Range,8-16 Left,8.9,Missed,,,,,,,,,,,,,,,,,
426,PT03M09.00S,2024-04-02T01:31:43.6Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,67,80,2024-04-02T01:31:43Z,4190000,False,,,0,,A. Drummond REBOUND (Off:4 Def:9),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Mid-Range,8-16 Left,,,425.0,13.0,9.0,4.0,,,,,,,,,,,,,
427,PT02M56.00S,2024-04-02T01:31:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612741,67,80,2024-04-02T01:34:32Z,4200000,False,,,0,,D. Hunter shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629631, 203083]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Drummond,203083.0,,
429,PT02M56.00S,2024-04-02T01:32:09.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,67,80,2024-04-02T01:32:09Z,4220000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M56.00S,2024-04-02T01:34:50.8Z,3,REGULAR,substitution,out,[],1627749,,,1610612741,67,80,2024-04-02T01:35:02Z,4230000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M56.00S,2024-04-02T01:34:50.8Z,3,REGULAR,substitution,out,[],1629631,,,1610612741,67,80,2024-04-02T01:35:02Z,4240000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M56.00S,2024-04-02T01:34:50.8Z,3,REGULAR,substitution,in,[],203992,,,1610612741,67,80,2024-04-02T01:35:02Z,4250000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M56.00S,2024-04-02T01:34:50.8Z,3,REGULAR,substitution,in,[],1641723,,,1610612741,67,80,2024-04-02T01:35:02Z,4260000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M56.00S,2024-04-02T01:35:09.0Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,68,80,2024-04-02T01:35:09Z,4270000,False,,,0,,A. Drummond Free Throw 1 of 2 (11 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
435,PT02M56.00S,2024-04-02T01:35:09.0Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,68,80,2024-04-02T01:35:23Z,4280000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
436,PT02M53.00S,2024-04-02T01:35:12.0Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,68,80,2024-04-02T01:35:23Z,4290000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,435.0,3.0,3.0,0.0,,,,,,,,,,,,,
437,PT02M33.00S,2024-04-02T01:35:43.6Z,3,REGULAR,3pt,Jump Shot,[],203992,38.32128777923784,12.990196078431374,1610612737,68,83,2024-04-02T01:35:49Z,4300000,False,185.0,308.0,1,left,B. Bogdanovic 35' 3PT  (12 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Above the Break 3,24+ Right Center,35.9,Made,,,,,12.0,,,,,,,,,,,,
439,PT02M06.00S,2024-04-02T01:36:10.3Z,3,REGULAR,3pt,Jump Shot,[],1628975,68.9388961892247,67.8921568627451,1610612741,68,83,2024-04-02T01:37:16Z,4320000,False,89.0,239.0,1,right,MISS J. Carter 25' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,
440,PT02M06.00S,2024-04-02T01:36:10.3Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,68,83,2024-04-02T01:36:16Z,4330000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Right Center,,,439.0,2.0,1.0,1.0,,,,,,,,,,,,,
441,PT02M06.00S,2024-04-02T01:36:16.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612737,68,83,2024-04-02T01:36:45Z,4340000,False,,,0,,A. Drummond personal FOUL (2 PF) (Fernando 2 FT),"[203083, 1628981]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,1627961.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Fernando,1628981.0,,
443,PT02M06.00S,2024-04-02T01:36:50.2Z,3,REGULAR,freethrow,1 of 2,[],1628981,,,1610612737,68,84,2024-04-02T01:36:50Z,4360000,False,,,0,,B. Fernando Free Throw 1 of 2 (5 PTS),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
444,PT02M06.00S,2024-04-02T01:36:52.8Z,3,REGULAR,substitution,out,[],1628975,,,1610612737,68,84,2024-04-02T01:37:07Z,4370000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M06.00S,2024-04-02T01:36:52.8Z,3,REGULAR,substitution,in,[],201942,,,1610612737,68,84,2024-04-02T01:37:07Z,4380000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M06.00S,2024-04-02T01:37:13.1Z,3,REGULAR,freethrow,2 of 2,[],1628981,,,1610612737,68,85,2024-04-02T01:37:13Z,4390000,False,,,0,,B. Fernando Free Throw 2 of 2 (6 PTS),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
447,PT01M55.00S,2024-04-02T01:37:25.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.9060446780552,50.73529411764706,1610612741,70,85,2024-04-02T01:37:29Z,4400000,False,4.0,5.0,1,right,C. White driving finger roll Layup (15 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,15.0,,,,,,,,,,,,
448,PT01M37.00S,2024-04-02T01:37:44.3Z,3,REGULAR,2pt,Jump Shot,[],203992,10.85742444152431,32.35294117647059,1610612737,70,87,2024-04-02T01:37:48Z,4410000,False,88.0,50.0,1,left,B. Bogdanovic 10' driving floating bank Jump Shot (14 PTS) (B. Fernando 4 AST),"[203992, 1628981]",1610612737.0,ATL,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,,Mid-Range,8-16 Right,10.12,Made,,,,,14.0,,,,B. Fernando,1628981.0,4.0,,,,,,
449,PT01M24.00S,2024-04-02T01:37:57.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,87.86136662286465,57.84313725490197,1610612741,70,87,2024-04-02T01:38:01Z,4420000,False,39.0,62.0,1,right,MISS C. White 7' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,
450,PT01M22.00S,2024-04-02T01:37:59.0Z,3,REGULAR,rebound,offensive,[],1629632,,,1610612741,70,87,2024-04-02T01:37:59Z,4430000,False,,,0,,C. White REBOUND (Off:1 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,In The Paint (Non-RA),0-8 Center,,,449.0,2.0,1.0,1.0,,,,,,,,,,,,,
452,PT01M18.00S,2024-04-02T01:38:03.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,78.26872536136662,7.107843137254902,1610612741,70,87,2024-04-02T01:38:18Z,4440000,False,-214.0,152.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,
453,PT01M14.00S,2024-04-02T01:38:07.9Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,70,87,2024-04-02T01:38:18Z,4450000,False,,,0,,A. Drummond REBOUND (Off:5 Def:9),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Above the Break 3,24+ Left Center,,,452.0,14.0,9.0,5.0,,,,,,,,,,,,,
454,PT01M14.00S,2024-04-02T01:38:09.8Z,3,REGULAR,foul,personal,[],1630552,,,1610612741,70,87,2024-04-02T01:38:31Z,4460000,False,,,0,,J. Johnson personal FOUL (2 PF),"[1630552, 203083]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Drummond,203083.0,,
456,PT01M06.00S,2024-04-02T01:38:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,93.51182654402102,53.431372549019606,1610612741,70,87,2024-04-02T01:38:50Z,4480000,False,17.0,8.0,1,right,MISS A. Caruso driving Layup - blocked,"[1627936, 203992]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,Bogdanovic,203992.0
457,PT01M06.00S,2024-04-02T01:38:44.6Z,3,REGULAR,block,,[],203992,,,1610612741,70,87,2024-04-02T01:38:47Z,4490000,False,,,0,,B. Bogdanovic BLOCK (2 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
458,PT01M02.00S,2024-04-02T01:38:48.6Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,70,87,2024-04-02T01:38:50Z,4500000,False,,,0,,A. Drummond REBOUND (Off:6 Def:9),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,456.0,15.0,9.0,6.0,,,,,,,,,,,,,
459,PT01M00.00S,2024-04-02T01:38:49.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,88.51839684625493,47.549019607843135,1610612741,72,87,2024-04-02T01:38:55Z,4510000,False,-12.0,55.0,1,right,A. Drummond Hook (13 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,13.0,,,,,,,,,,,,
460,PT00M49.10S,2024-04-02T01:39:02.1Z,3,REGULAR,2pt,Jump Shot,[],1641723,20.97568988173456,31.61764705882353,1610612737,72,87,2024-04-02T01:39:06Z,4520000,False,92.0,145.0,1,left,MISS K. Bufkin 17' pullup Shot,[1641723],1610612737.0,ATL,pullup,,,Bufkin,K. Bufkin,,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,
461,PT00M46.10S,2024-04-02T01:39:05.1Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,72,87,2024-04-02T01:39:06Z,4530000,False,,,0,,A. Caruso REBOUND (Off:1 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Mid-Range,16-24 Right Center,,,460.0,5.0,4.0,1.0,,,,,,,,,,,,,
462,PT00M37.20S,2024-04-02T01:39:16.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612741,72,87,2024-04-02T01:39:25Z,4540000,False,,,0,,B. Bogdanovic personal FOUL (1 PF) (DeRozan 2 FT),"[203992, 201942]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
464,PT00M37.20S,2024-04-02T01:39:40.0Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,73,87,2024-04-02T01:39:40Z,4560000,False,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
465,PT00M37.20S,2024-04-02T01:39:40.9Z,3,REGULAR,substitution,out,[],1641723,,,1610612741,73,87,2024-04-02T01:39:47Z,4570000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M37.20S,2024-04-02T01:39:40.9Z,3,REGULAR,substitution,in,[],1627749,,,1610612741,73,87,2024-04-02T01:39:47Z,4580000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M37.20S,2024-04-02T01:40:02.2Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,74,87,2024-04-02T01:40:02Z,4590000,False,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
473,PT00M29.10S,2024-04-02T01:40:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.652431011826544,48.529411764705884,1610612737,74,87,2024-04-02T01:42:28Z,4595000,False,7.0,10.0,1,left,MISS D. Murray driving Layup - blocked,"[1627749, 1627936]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,Caruso,1627936.0
474,PT00M29.10S,2024-04-02T01:40:03.3Z,3,REGULAR,block,,[],1627936,,,1610612737,74,87,2024-04-02T01:42:28Z,4597500,False,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
475,PT00M27.10S,2024-04-02T01:40:05.3Z,3,REGULAR,rebound,offensive,[],1627749,,,1610612737,74,87,2024-04-02T01:42:28Z,4598750,False,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,,,473.0,7.0,6.0,1.0,,,,,,,,,,,,,
468,PT00M16.10S,2024-04-02T01:40:25.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,5.206964520367937,5.392156862745098,1610612737,74,90,2024-04-02T01:42:28Z,4600000,False,223.0,-4.0,1,left,G. Mathews 3PT  (9 PTS) (B. Bogdanovic 5 AST),"[1629726, 203992]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,Right Corner 3,24+ Right,22.3,Made,,,,,9.0,,,,B. Bogdanovic,203992.0,5.0,,,,,,
470,PT00M01.80S,2024-04-02T01:40:47.8Z,3,REGULAR,3pt,Jump Shot,[],201942,67.49342969776609,65.19607843137256,1610612741,74,90,2024-04-02T01:46:22Z,4620000,False,76.0,253.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,
471,PT00M01.80S,2024-04-02T01:40:47.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,74,90,2024-04-02T01:40:54Z,4630000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Above the Break 3,24+ Center,,,470.0,,,,,,,,,,,,,,,,
472,PT00M00.00S,2024-04-02T01:40:52.9Z,3,REGULAR,period,end,[],0,,,1610612741,74,90,2024-04-02T01:40:52Z,4640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,out,['startperiod'],1627936,,,1610612741,74,90,2024-04-02T01:43:30Z,4650000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,out,['startperiod'],1628470,,,1610612741,74,90,2024-04-02T01:43:30Z,4660000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,out,['startperiod'],1627749,,,1610612741,74,90,2024-04-02T01:43:30Z,4670000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,in,['startperiod'],1630245,,,1610612741,74,90,2024-04-02T01:43:30Z,4680000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,74,90,2024-04-02T01:43:30Z,4690000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-04-02T01:42:55.3Z,4,REGULAR,substitution,in,['startperiod'],1641723,,,1610612741,74,90,2024-04-02T01:43:30Z,4700000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-04-02T01:43:35.7Z,4,REGULAR,period,start,[],0,,,1610612737,74,90,2024-04-02T01:43:35Z,4710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M46.00S,2024-04-02T01:43:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,6.915243101182654,60.78431372549019,1610612737,74,90,2024-04-02T01:44:19Z,4720000,False,-54.0,13.0,1,left,MISS J. Johnson driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,
484,PT11M44.00S,2024-04-02T01:43:51.2Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,74,90,2024-04-02T01:43:53Z,4730000,False,,,0,,A. Drummond REBOUND (Off:6 Def:10),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,In The Paint (Non-RA),0-8 Center,,,483.0,16.0,10.0,6.0,,,,,,,,,,,,,
485,PT11M37.00S,2024-04-02T01:44:02.0Z,4,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612741,74,90,2024-04-02T01:44:24Z,4740000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629726, 201942]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,1627961.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
487,PT11M37.00S,2024-04-02T01:44:24.7Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,75,90,2024-04-02T01:44:24Z,4760000,False,,,0,,D. DeRozan Free Throw 1 of 2 (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
488,PT11M37.00S,2024-04-02T01:44:25.9Z,4,REGULAR,substitution,out,[],1629726,,,1610612741,75,90,2024-04-02T01:44:39Z,4770000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M37.00S,2024-04-02T01:44:25.9Z,4,REGULAR,substitution,in,[],202083,,,1610612741,75,90,2024-04-02T01:44:39Z,4780000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M37.00S,2024-04-02T01:44:48.0Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,76,90,2024-04-02T01:44:48Z,4790000,False,,,0,,D. DeRozan Free Throw 2 of 2 (21 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
491,PT11M26.00S,2024-04-02T01:45:00.8Z,4,REGULAR,3pt,Jump Shot,[],1630552,30.042706964520367,71.07843137254902,1610612737,76,90,2024-04-02T01:47:35Z,4800000,False,-105.0,230.0,1,left,MISS J. Johnson 25' pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,
492,PT11M21.00S,2024-04-02T01:45:05.8Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,76,90,2024-04-02T01:48:30Z,4810000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Left Center,,,491.0,3.0,2.0,1.0,,,,,,,,,,,,,
493,PT11M07.00S,2024-04-02T01:45:18.7Z,4,REGULAR,3pt,Jump Shot,[],1629632,71.17279894875165,20.833333333333336,1610612741,79,90,2024-04-02T01:45:31Z,4820000,False,-146.0,218.0,1,right,C. White 26' 3PT step back (18 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,step back,,,White,C. White,,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,18.0,,,,N. Vucevic,202696.0,2.0,,,,,,
495,PT10M57.00S,2024-04-02T01:45:28.8Z,4,REGULAR,3pt,Jump Shot,[],1641723,33.459264126149804,56.86274509803921,1610612737,79,93,2024-04-02T01:45:34Z,4840000,False,-34.0,262.0,1,left,K. Bufkin 26' 3PT pullup (3 PTS),[1641723],1610612737.0,ATL,pullup,,,Bufkin,K. Bufkin,,,,,,Above the Break 3,24+ Center,26.42,Made,,,,,3.0,,,,,,,,,,,,
496,PT10M42.00S,2024-04-02T01:45:43.2Z,4,REGULAR,3pt,Jump Shot,[],202696,71.30420499342969,19.607843137254903,1610612741,79,93,2024-04-02T01:45:49Z,4850000,False,-152.0,217.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,
497,PT10M40.00S,2024-04-02T01:45:46.8Z,4,REGULAR,rebound,offensive,[],203083,,,1610612741,79,93,2024-04-02T01:45:46Z,4860000,False,,,0,,A. Drummond REBOUND (Off:7 Def:10),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Above the Break 3,24+ Left Center,,,496.0,17.0,10.0,7.0,,,,,,,,,,,,,
498,PT10M38.00S,2024-04-02T01:45:48.3Z,4,REGULAR,turnover,bad pass,[],203083,,,1610612741,79,93,2024-04-02T01:45:52Z,4870000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1628981]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Fernando,1628981.0,,,,,,,,,
499,PT10M38.00S,2024-04-02T01:45:48.3Z,4,REGULAR,steal,,[],1628981,,,1610612737,79,93,2024-04-02T01:45:50Z,4880000,False,,,0,,B. Fernando STEAL (1 STL),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
500,PT10M26.00S,2024-04-02T01:46:00.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628981,8.492115637319317,42.40196078431372,1610612737,79,93,2024-04-02T01:46:05Z,4890000,False,38.0,27.0,1,left,MISS B. Fernando Hook,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,
501,PT10M22.00S,2024-04-02T01:46:04.1Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,79,93,2024-04-02T01:46:05Z,4900000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,In The Paint (Non-RA),0-8 Center,,,500.0,11.0,10.0,1.0,,,,,,,,,,,,,
503,PT10M10.00S,2024-04-02T01:46:33.2Z,4,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612741,79,93,2024-04-02T01:46:41Z,4920000,False,,,0,,B. Fernando shooting personal FOUL (4 PF) (White 2 FT),"[1628981, 1629632]",1610612737.0,ATL,shooting,,,Fernando,B. Fernando,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,White,1629632.0,,
505,PT10M10.00S,2024-04-02T01:46:56.6Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,80,93,2024-04-02T01:46:56Z,4940000,False,,,0,,C. White Free Throw 1 of 2 (19 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
506,PT10M10.00S,2024-04-02T01:47:18.9Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,81,93,2024-04-02T01:47:18Z,4950000,False,,,0,,C. White Free Throw 2 of 2 (20 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
