actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
263,PT02M59.00S,2023-12-03T01:53:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,94.69448094612353,94.6078431372549,1610612741,49,53,2023-12-03T01:53:58Z,2580000,False,223.0,-3.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,22.3,,,,,,,,
264,PT02M57.00S,2023-12-03T01:53:51.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,49,53,2023-12-03T01:53:58Z,2590000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,263.0,4.0,4.0,0.0,,,,,,,,,
265,PT02M51.00S,2023-12-03T01:53:53.0Z,2,REGULAR,3pt,Jump Shot,[],1630631,26.49474375821288,16.911764705882355,1610612740,49,53,2023-12-03T01:54:35Z,2600000,False,165.0,197.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.69,,,,,,,,
266,PT02M48.00S,2023-12-03T01:53:56.0Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,49,53,2023-12-03T01:54:35Z,2610000,False,,,0,,H. Jones REBOUND (Off:2 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,265.0,3.0,1.0,2.0,,,,,,,,,
267,PT02M48.00S,2023-12-03T01:53:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,5.590000152587891,50.0,1610612740,49,53,2023-12-03T01:53:56Z,2620000,False,0.0,0.0,1,left,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,0.0,,,,,,,,
268,PT02M47.00S,2023-12-03T01:53:56.8Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,49,53,2023-12-03T01:53:56Z,2630000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,267.0,1.0,1.0,0.0,,,,,,,,,
269,PT02M44.00S,2023-12-03T01:54:03.8Z,2,REGULAR,violation,kicked ball,[],1630700,,,1610612741,49,53,2023-12-03T01:54:13Z,2640000,False,,,0,,D. Daniels kicked ball VIOLATION,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,202035.0,,,,,,,,,,,,,,,,,,,
270,PT02M44.00S,2023-12-03T01:54:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,49,53,2023-12-03T01:54:08Z,2650000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M44.00S,2023-12-03T01:56:23.6Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,49,53,2023-12-03T01:56:52Z,2660000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M44.00S,2023-12-03T01:56:23.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612741,49,53,2023-12-03T01:56:52Z,2670000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M44.00S,2023-12-03T01:56:23.6Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,49,53,2023-12-03T01:56:52Z,2680000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M44.00S,2023-12-03T01:56:23.6Z,2,REGULAR,substitution,in,[],1629627,,,1610612741,49,53,2023-12-03T01:56:52Z,2690000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M31.00S,2023-12-03T01:57:18.2Z,2,REGULAR,3pt,Jump Shot,[],202696,69.59592641261499,66.42156862745098,1610612741,49,53,2023-12-03T01:57:23Z,2700000,False,82.0,233.0,1,right,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.73,,,,,,,,
276,PT02M29.00S,2023-12-03T01:57:20.2Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,49,53,2023-12-03T01:57:23Z,2710000,False,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,275.0,5.0,5.0,0.0,,,,,,,,,
277,PT02M13.00S,2023-12-03T01:57:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,11.300919842312746,52.37055759803921,1610612740,49,55,2023-12-03T01:58:04Z,2720000,False,-12.0,54.0,1,left,Z. Williamson driving floating Jump Shot (5 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,5.5,,,,,,,,
278,PT01M54.00S,2023-12-03T01:57:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630245,93.9060446780552,3.1862745098039214,1610612741,49,55,2023-12-03T01:57:59Z,2730000,False,-234.0,5.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.41,,,,,,,,
279,PT01M51.00S,2023-12-03T01:57:58.3Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,49,55,2023-12-03T01:57:59Z,2740000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,
280,PT01M39.00S,2023-12-03T01:58:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.732588699080158,50.245098039215684,1610612740,49,57,2023-12-03T01:58:16Z,2750000,False,-1.0,1.0,1,left,Z. Williamson driving finger roll Layup (7 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,0.18,,,,,,,,
281,PT01M22.00S,2023-12-03T01:58:26.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,93.9060446780552,49.50980392156863,1610612741,51,57,2023-12-03T01:58:31Z,2760000,False,-2.0,5.0,1,right,D. DeRozan cutting DUNK (12 PTS) (A. Dosunmu 3 AST),"[201942, 1630245]",1610612741.0,CHI,cutting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,,,,0.54,A. Dosunmu,1630245.0,3.0,,,,,
283,PT01M10.00S,2023-12-03T01:58:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.1268068331143235,52.450980392156865,1610612740,51,59,2023-12-03T01:58:49Z,2780000,False,-12.0,5.0,1,left,Z. Williamson driving Layup (9 PTS) (D. Daniels 2 AST),"[1629627, 1630700]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,1.33,D. Daniels,1630700.0,2.0,,,,,
285,PT01M10.00S,2023-12-03T01:58:44.9Z,2,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612740,51,59,2023-12-03T01:59:06Z,2800000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Williamson 1 FT),"[1630172, 1629627]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1151.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
287,PT01M10.00S,2023-12-03T01:58:57.1Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,51,59,2023-12-03T01:58:59Z,2820000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M10.00S,2023-12-03T01:58:57.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,51,59,2023-12-03T01:58:59Z,2830000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M10.00S,2023-12-03T01:59:12.0Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,51,59,2023-12-03T01:59:13Z,2840000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
290,PT01M08.00S,2023-12-03T01:59:14.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,51,59,2023-12-03T01:59:13Z,2850000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,289.0,2.0,2.0,0.0,,,,,,,,,
291,PT00M54.50S,2023-12-03T01:59:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630245,80.17821944809461,7.8661151960784315,1610612741,51,59,2023-12-03T01:59:38Z,2860000,False,-211.0,134.0,1,right,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.96,,,,,,,,
292,PT00M52.80S,2023-12-03T01:59:30.3Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,51,59,2023-12-03T01:59:38Z,2870000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,291.0,4.0,2.0,2.0,,,,,,,,,
293,PT00M46.00S,2023-12-03T01:59:35.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202696,87.59855453350855,49.50980392156863,1610612741,51,59,2023-12-03T01:59:42Z,2880000,False,-2.0,64.0,1,right,MISS N. Vucevic 6' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.41,,,,,,,,
294,PT00M44.10S,2023-12-03T01:59:37.1Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,51,59,2023-12-03T01:59:42Z,2890000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,
295,PT00M44.10S,2023-12-03T01:59:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,93.38042049934296,50.49019607843137,1610612741,53,59,2023-12-03T01:59:49Z,2900000,False,2.0,10.0,1,right,P. Williams putback Layup (5 PTS),[1630172],1610612741.0,CHI,putback,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,1.0,,,,,,,,
296,PT00M27.90S,2023-12-03T01:59:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,6.521024967148489,45.83333333333333,1610612740,53,59,2023-12-03T02:00:00Z,2910000,False,21.0,9.0,1,left,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.26,,,,,,,,
297,PT00M25.00S,2023-12-03T01:59:58.4Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,53,59,2023-12-03T02:02:39Z,2920000,False,,,0,,N. Marshall REBOUND (Off:2 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,296.0,2.0,0.0,2.0,,,,,,,,,
308,PT00M25.00S,2023-12-03T01:59:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,6.652431011826544,50.49019607843137,1610612740,53,59,2023-12-03T02:02:16Z,2925000,False,-2.0,10.0,1,left,MISS N. Marshall tip Layup - blocked,"[1630230, 202696]",1610612740.0,NOP,tip,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.03,,,,Vucevic,202696.0,,,
309,PT00M25.00S,2023-12-03T01:59:58.0Z,2,REGULAR,block,,[],202696,,,1610612740,53,59,2023-12-03T02:01:50Z,2927500,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT00M25.00S,2023-12-03T01:59:58.0Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,53,59,2023-12-03T02:02:16Z,2928750,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,308.0,3.0,2.0,1.0,,,,,,,,,
298,PT00M24.60S,2023-12-03T02:00:00.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,5.863994743758213,50.49019607843137,1610612740,53,61,2023-12-03T02:01:50Z,2930000,False,-2.0,3.0,1,left,Z. Williamson driving Layup (11 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,0.36,,,,,,,,
299,PT00M04.60S,2023-12-03T02:00:27.3Z,2,REGULAR,foul,personal,[],202685,,,1610612741,53,61,2023-12-03T02:00:35Z,2940000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1629632]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,1151.0,1.0,0.0,White,1629632.0,,,,,,,,,,,,,,,
301,PT00M04.60S,2023-12-03T02:00:40.8Z,2,REGULAR,substitution,out,[],202685,,,1610612741,53,61,2023-12-03T02:00:44Z,2960000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M04.60S,2023-12-03T02:00:40.8Z,2,REGULAR,substitution,in,[],1630526,,,1610612741,53,61,2023-12-03T02:00:44Z,2970000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M04.60S,2023-12-03T02:00:46.3Z,2,REGULAR,substitution,out,[],1629627,,,1610612741,53,61,2023-12-03T02:00:49Z,2980000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M04.60S,2023-12-03T02:00:46.3Z,2,REGULAR,substitution,in,[],203469,,,1610612741,53,61,2023-12-03T02:00:49Z,2990000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2023-12-03T02:01:08.3Z,2,REGULAR,3pt,Jump Shot,[],202696,71.56701708278581,20.833333333333336,1610612741,53,61,2023-12-03T02:01:11Z,3000000,False,-146.0,215.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.96,,,,,,,,
306,PT00M00.00S,2023-12-03T02:01:10.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,53,61,2023-12-03T02:01:10Z,3010000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,305.0,,,,,,,,,,,,
307,PT00M00.00S,2023-12-03T02:01:11.1Z,2,REGULAR,period,end,[],0,,,1610612741,53,61,2023-12-03T02:01:11Z,3020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612741,53,61,2023-12-03T02:16:23Z,3030000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,out,['startperiod'],1630526,,,1610612741,53,61,2023-12-03T02:16:23Z,3040000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,out,['startperiod'],203469,,,1610612741,53,61,2023-12-03T02:16:23Z,3050000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,in,['startperiod'],1629627,,,1610612741,53,61,2023-12-03T02:16:23Z,3060000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,in,['startperiod'],1630700,,,1610612741,53,61,2023-12-03T02:16:23Z,3070000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-12-03T02:15:29.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612741,53,61,2023-12-03T02:16:23Z,3080000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-12-03T02:16:36.8Z,3,REGULAR,period,start,[],0,,,1610612741,53,61,2023-12-03T02:16:36Z,3090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M40.00S,2023-12-03T02:16:55.6Z,3,REGULAR,turnover,bad pass,[],1630172,,,1610612741,53,61,2023-12-03T02:17:01Z,3100000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1627742]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Ingram,1627742.0
319,PT11M40.00S,2023-12-03T02:16:55.6Z,3,REGULAR,steal,,[],1627742,,,1610612740,53,61,2023-12-03T02:16:57Z,3110000,False,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
320,PT11M35.00S,2023-12-03T02:17:01.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630529,89.43823915900131,50.49019607843137,1610612740,53,63,2023-12-03T02:17:27Z,3120000,False,2.0,47.0,1,right,H. Jones running Jump Shot (6 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,,,,,4.69,,,,,,,,
321,PT11M16.00S,2023-12-03T02:17:24.9Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612741,53,63,2023-12-03T02:17:42Z,3130000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (White 2 FT),"[202685, 1629632]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,1151.0,2.0,0.0,White,1629632.0,,,,,,,,,,,,,,,
323,PT11M16.00S,2023-12-03T02:17:49.6Z,3,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,54,63,2023-12-03T02:17:49Z,3150000,False,,,0,,C. White Free Throw 1 of 2 (4 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
324,PT11M16.00S,2023-12-03T02:18:02.1Z,3,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,55,63,2023-12-03T02:18:02Z,3160000,False,,,0,,C. White Free Throw 2 of 2 (5 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
325,PT10M58.00S,2023-12-03T02:18:21.7Z,3,REGULAR,3pt,Jump Shot,[],1630529,93.77463863337714,2.941176470588235,1610612740,55,63,2023-12-03T02:18:33Z,3170000,False,-235.0,6.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.54,,,,,,,,
326,PT10M54.00S,2023-12-03T02:18:25.7Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,55,63,2023-12-03T02:18:54Z,3180000,False,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,325.0,3.0,2.0,1.0,,,,,,,,,
327,PT10M45.00S,2023-12-03T02:18:33.5Z,3,REGULAR,3pt,Jump Shot,[],1629632,33.196452036793694,46.07843137254902,1610612741,58,63,2023-12-03T02:18:38Z,3190000,False,20.0,260.0,1,left,C. White 26' 3PT  (8 PTS) (D. DeRozan 5 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,,,,26.02,D. DeRozan,201942.0,5.0,,,,,
329,PT10M27.00S,2023-12-03T02:18:52.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,76.82325886990802,45.588235294117645,1610612740,58,63,2023-12-03T02:18:57Z,3210000,False,-22.0,165.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,16.69,,,,,,,,
330,PT10M24.00S,2023-12-03T02:18:54.8Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,58,63,2023-12-03T02:18:54Z,3220000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,329.0,4.0,3.0,1.0,,,,,,,,,
331,PT10M18.00S,2023-12-03T02:19:01.9Z,3,REGULAR,turnover,lost ball,[],1629632,,,1610612741,58,63,2023-12-03T02:19:07Z,3230000,False,,,0,,C. White lost ball TURNOVER (2 TO),"[1629632, 1630529]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Jones,1630529.0
332,PT10M18.00S,2023-12-03T02:19:01.9Z,3,REGULAR,steal,,[],1630529,,,1610612740,58,63,2023-12-03T02:19:03Z,3240000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
333,PT10M14.00S,2023-12-03T02:19:05.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.77463863337714,50.0,1610612740,58,65,2023-12-03T02:19:12Z,3250000,False,0.0,6.0,1,right,H. Jones running DUNK (8 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,0.6,,,,,,,,
334,PT10M00.00S,2023-12-03T02:19:19.5Z,3,REGULAR,2pt,Jump Shot,[],1630172,5.863994743758213,73.2843137254902,1610612741,60,65,2023-12-03T02:19:30Z,3260000,False,-116.0,3.0,1,left,P. Williams 11' step back Jump Shot (7 PTS) (C. White 2 AST),"[1630172, 1629632]",1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,Made,7.0,,,,,11.64,C. White,1629632.0,2.0,,,,,
336,PT09M46.00S,2023-12-03T02:19:32.5Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612740,60,65,2023-12-03T02:19:41Z,3280000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630172]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Williams,1630172.0
337,PT09M46.00S,2023-12-03T02:19:32.5Z,3,REGULAR,steal,,[],1630172,,,1610612741,60,65,2023-12-03T02:19:34Z,3290000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
338,PT09M42.00S,2023-12-03T02:19:36.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630172,5.732588699080158,49.50980392156863,1610612741,62,65,2023-12-03T02:20:07Z,3300000,False,2.0,1.0,1,left,P. Williams running finger roll Layup (9 PTS),[1630172],1610612741.0,CHI,running finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,0.29,,,,,,,,
339,PT09M26.00S,2023-12-03T02:19:52.8Z,3,REGULAR,3pt,Jump Shot,[],1630700,74.19513797634691,16.42156862745098,1610612740,62,65,2023-12-03T02:19:57Z,3310000,False,-168.0,190.0,1,right,MISS D. Daniels 25' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.36,,,,,,,,
340,PT09M24.00S,2023-12-03T02:19:54.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,65,2023-12-03T02:19:57Z,3320000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,339.0,5.0,3.0,2.0,,,,,,,,,
