actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M39.00S,2024-03-26T00:12:00.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630557,66.04796320630749,50.98039215686274,1610612764,0,8,2024-03-26T00:13:11Z,180000,False,5.0,267.0,1,right,C. Kispert 26' 3PT running (5 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,26.66,Made,,5.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,
20,PT10M38.00S,2024-03-26T00:12:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,0,8,2024-03-26T00:12:06Z,200000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M27.00S,2024-03-26T00:15:13.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,20.318659658344284,88.72549019607843,1610612741,0,8,2024-03-26T00:15:19Z,210000,False,-194.0,138.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,23.8,Missed,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2024-03-26T00:15:16.0Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,0,8,2024-03-26T00:15:19Z,220000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,21.0,,,,,2.0,2.0,0.0,,,,,,,,,,
23,PT10M18.00S,2024-03-26T00:15:22.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,93.51182654402102,54.41176470588235,1610612764,0,10,2024-03-26T00:15:52Z,230000,False,22.0,8.0,1,right,J. Poole running finger roll Layup (5 PTS),[1629673],1610612764.0,WAS,running finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.37,Made,,5.0,,,,,,,,,,,,,,,,
24,PT10M08.00S,2024-03-26T00:15:32.3Z,1,REGULAR,3pt,Jump Shot,[],202696,29.6484888304862,73.0392156862745,1610612741,0,10,2024-03-26T00:15:40Z,240000,False,-115.0,226.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
25,PT10M03.00S,2024-03-26T00:15:36.7Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,0,10,2024-03-26T00:15:36Z,250000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,,,24.0,,,,,1.0,1.0,0.0,,,,,,,,,,
26,PT09M59.00S,2024-03-26T00:15:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,69.59592641261499,74.50980392156863,1610612764,0,10,2024-03-26T00:16:43Z,260000,False,123.0,233.0,1,right,MISS C. Kispert 26' running pullup 3PT,[1630557],1610612764.0,WAS,running pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2024-03-26T00:15:43.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,10,2024-03-26T00:15:46Z,270000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,26.0,,,,,1.0,1.0,0.0,,,,,,,,,,
28,PT09M44.00S,2024-03-26T00:15:55.5Z,1,REGULAR,3pt,Jump Shot,[],201942,4.812746386333772,96.81372549019608,1610612741,0,10,2024-03-26T00:17:09Z,280000,False,-234.0,-7.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2024-03-26T00:15:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,0,10,2024-03-26T00:17:09Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,28.0,,,,,,,,,,,,,,,,,
31,PT09M37.00S,2024-03-26T00:16:19.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,7.835085413929041,21.568627450980394,1610612741,0,10,2024-03-26T00:16:23Z,310000,False,142.0,21.0,1,left,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,14.38,Missed,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2024-03-26T00:16:20.8Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,0,10,2024-03-26T00:16:23Z,320000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,31.0,,,,,3.0,3.0,0.0,,,,,,,,,,
33,PT09M19.00S,2024-03-26T00:16:37.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,70.64717477003943,77.20588235294117,1610612764,0,10,2024-03-26T00:16:45Z,330000,False,136.0,223.0,1,right,MISS J. Poole 26' fadeaway 3PT,[1629673],1610612764.0,WAS,fadeaway,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2024-03-26T00:16:41.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,10,2024-03-26T00:16:45Z,340000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,33.0,,,,,2.0,2.0,0.0,,,,,,,,,,
35,PT09M01.00S,2024-03-26T00:16:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,12.697109067017081,51.470588235294116,1610612741,0,10,2024-03-26T00:17:00Z,350000,False,-7.0,67.0,1,left,MISS A. Dosunmu 6' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2024-03-26T00:16:58.1Z,1,REGULAR,rebound,defensive,[],1631098,,,1610612764,0,10,2024-03-26T00:17:00Z,360000,False,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,,,,,1.0,1.0,0.0,,,,,,,,,,
37,PT08M53.00S,2024-03-26T00:17:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.64323258869908,49.26470588235294,1610612764,0,12,2024-03-26T00:17:07Z,370000,False,-4.0,7.0,1,right,J. Poole driving finger roll Layup (7 PTS) (J. Davis 1 AST),"[1629673, 1631098]",1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,0.82,Made,,7.0,J. Davis,1631098.0,1.0,,,,,,,,,,,,,
39,PT08M42.00S,2024-03-26T00:17:14.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,14.931011826544022,94.36274509803921,1610612741,0,12,2024-03-26T00:17:19Z,390000,False,-222.0,88.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.86,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2024-03-26T00:17:18.9Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,0,12,2024-03-26T00:17:19Z,400000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Left Corner 3,24+ Left,,,39.0,,,,,1.0,1.0,0.0,,,,,,,,,,
41,PT08M36.00S,2024-03-26T00:17:20.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,66.70499342969777,23.03921568627451,1610612764,0,15,2024-03-26T00:19:13Z,410000,False,-135.0,260.0,1,right,J. Poole 29' 3PT running pullup (10 PTS) (R. Holmes 2 AST),"[1629673, 1626158]",1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.33,Made,,10.0,R. Holmes,1626158.0,2.0,,,,,,,,,,,,,
43,PT08M23.00S,2024-03-26T00:17:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.1268068331143235,50.73529411764706,1610612741,2,15,2024-03-26T00:17:37Z,430000,False,-4.0,5.0,1,left,C. White driving Layup (2 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,0.63,Made,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,
45,PT08M06.00S,2024-03-26T00:17:50.0Z,1,REGULAR,2pt,Jump Shot,[],1630557,89.56964520367937,31.862745098039213,1610612764,2,15,2024-03-26T00:17:58Z,450000,False,-91.0,46.0,1,right,MISS C. Kispert 10' floating Shot,[1630557],1610612764.0,WAS,floating,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,10.15,Missed,,,,,,,,,,,,,,,,,,
46,PT08M04.00S,2024-03-26T00:17:51.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,2,15,2024-03-26T00:17:51Z,460000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,45.0,,,,,1.0,1.0,0.0,,,,,,,,,,
47,PT08M04.00S,2024-03-26T00:17:54.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630245,12.171484888304862,45.588235294117645,1610612741,4,15,2024-03-26T00:20:40Z,470000,False,22.0,62.0,1,left,A. Dosunmu 6' driving floating Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,
49,PT08M04.00S,2024-03-26T00:17:57.2Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612741,4,15,2024-03-26T00:18:04Z,490000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1629673, 1630245]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Dosunmu,1630245.0,,
51,PT08M04.00S,2024-03-26T00:18:05.7Z,1,REGULAR,substitution,out,[],1628470,,,1610612741,4,15,2024-03-26T00:18:25Z,510000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M04.00S,2024-03-26T00:18:05.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,4,15,2024-03-26T00:18:25Z,520000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M04.00S,2024-03-26T00:18:23.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630245,,,1610612741,4,15,2024-03-26T00:18:27Z,530000,False,,,0,,MISS A. Dosunmu Free Throw 1 of 1,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT08M01.00S,2024-03-26T00:18:26.4Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,4,15,2024-03-26T00:18:27Z,540000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,53.0,,,,,2.0,2.0,0.0,,,,,,,,,,
55,PT07M46.00S,2024-03-26T00:18:40.0Z,1,REGULAR,2pt,Jump Shot,[],1630557,79.31997371879106,54.41176470588235,1610612764,4,17,2024-03-26T00:18:45Z,550000,False,22.0,142.0,1,right,C. Kispert 14' driving floating Jump Shot (7 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Center,14.36,Made,,7.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,
57,PT07M29.00S,2024-03-26T00:19:00.2Z,1,REGULAR,foul,personal,[],1629673,,,1610612741,4,17,2024-03-26T00:19:17Z,570000,False,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 201942]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2530.0,2.0,0.0,DeRozan,201942.0,,
59,PT07M21.00S,2024-03-26T00:19:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.863994743758213,52.69607843137255,1610612741,6,17,2024-03-26T00:19:27Z,590000,False,-13.0,3.0,1,left,C. White cutting Layup (4 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,cutting,,,White,C. White,,,,,Restricted Area,0-8 Center,1.37,Made,,4.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,
61,PT07M09.00S,2024-03-26T00:19:40.6Z,1,REGULAR,foul,offensive,[],1629673,,,1610612764,6,17,2024-03-26T00:19:49Z,610000,False,,,0,,J. Poole off-the-ball offensive FOUL (3 PF),"[1629673, 201942]",1610612764.0,WAS,off-the-ball,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627963.0,3.0,0.0,DeRozan,201942.0,,
63,PT07M09.00S,2024-03-26T00:19:40.6Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612764,6,17,2024-03-26T00:19:40Z,630000,False,,,0,,J. Poole offensive foul TURNOVER (1 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,1627963.0,,,,,,
64,PT07M09.00S,2024-03-26T00:19:49.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,6,17,2024-03-26T00:20:03Z,640000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M09.00S,2024-03-26T00:19:49.9Z,1,REGULAR,substitution,out,[],1629673,,,1610612741,6,17,2024-03-26T00:20:03Z,650000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M09.00S,2024-03-26T00:19:49.9Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,6,17,2024-03-26T00:20:03Z,660000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M09.00S,2024-03-26T00:19:49.9Z,1,REGULAR,substitution,in,[],1630215,,,1610612741,6,17,2024-03-26T00:20:03Z,670000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2024-03-26T00:20:10.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629632,12.434296977660972,56.86274509803921,1610612741,6,17,2024-03-26T00:20:14Z,680000,False,-34.0,64.0,1,left,MISS C. White 7' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2024-03-26T00:20:13.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,6,17,2024-03-26T00:20:14Z,690000,False,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,,,,,2.0,2.0,0.0,,,,,,,,,,
70,PT06M34.00S,2024-03-26T00:20:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630215,77.21747700394218,85.5392156862745,1610612764,6,17,2024-03-26T00:20:40Z,700000,False,178.0,162.0,1,right,MISS J. Butler 24' step back 3PT,[1630215],1610612764.0,WAS,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,24.03,Missed,,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2024-03-26T00:20:36.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,17,2024-03-26T00:20:40Z,710000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,70.0,,,,,3.0,3.0,0.0,,,,,,,,,,
72,PT06M20.00S,2024-03-26T00:20:49.4Z,1,REGULAR,foul,personal,[],1630215,,,1610612741,6,17,2024-03-26T00:21:02Z,720000,False,,,0,,J. Butler personal FOUL (1 PF),"[1630215, 201942]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627963.0,1.0,0.0,DeRozan,201942.0,,
74,PT06M10.00S,2024-03-26T00:21:16.0Z,1,REGULAR,3pt,Jump Shot,[],1627936,27.54599211563732,19.607843137254903,1610612741,6,17,2024-03-26T00:24:50Z,740000,False,152.0,206.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2024-03-26T00:21:18.0Z,1,REGULAR,rebound,offensive,[],1631207,,,1610612741,6,17,2024-03-26T00:25:59Z,750000,False,,,0,,D. Terry REBOUND (Off:1 Def:0),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,,,74.0,,,,,1.0,0.0,1.0,,,,,,,,,,
76,PT06M08.00S,2024-03-26T00:21:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201942,31.61957950065703,71.07843137254902,1610612741,6,17,2024-03-26T00:25:43Z,760000,False,-105.0,245.0,1,left,MISS D. DeRozan 26' pullup 3PT,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
77,PT06M07.00S,2024-03-26T00:21:22.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,6,17,2024-03-26T00:25:43Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,76.0,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2024-03-26T00:21:25.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,6,17,2024-03-26T00:21:34Z,780000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,,,,,,
79,PT06M06.00S,2024-03-26T00:21:45.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,6,17,2024-03-26T00:21:45Z,790000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2024-03-26T00:24:02.1Z,1,REGULAR,substitution,out,[],1631098,,,1610612764,6,17,2024-03-26T00:24:13Z,800000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2024-03-26T00:24:02.1Z,1,REGULAR,substitution,out,[],1626158,,,1610612764,6,17,2024-03-26T00:24:13Z,810000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M06.00S,2024-03-26T00:24:02.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,6,17,2024-03-26T00:24:13Z,820000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M06.00S,2024-03-26T00:24:02.1Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,6,17,2024-03-26T00:24:13Z,830000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M00.00S,2024-03-26T00:24:32.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628963,93.11760840998686,50.49019607843137,1610612764,6,19,2024-03-26T00:24:39Z,840000,False,2.0,12.0,1,right,M. Bagley III alley-oop DUNK (2 PTS) (J. Butler 1 AST),"[1628963, 1630215]",1610612764.0,WAS,alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.25,Made,,2.0,J. Butler,1630215.0,1.0,,,,,,,,,,,,,
86,PT05M41.00S,2024-03-26T00:24:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612741,6,19,2024-03-26T00:25:03Z,860000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (White 2 FT),"[1630215, 1629632]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2530.0,2.0,0.0,White,1629632.0,,
88,PT05M41.00S,2024-03-26T00:25:18.3Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,7,19,2024-03-26T00:25:18Z,880000,False,,,0,,C. White Free Throw 1 of 2 (5 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
