actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
336,PT10M40.00S,2024-03-02T04:32:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.24901445466492,50.98039215686274,1610612741,51,58,2024-03-02T04:32:32Z,3310000,False,5.0,11.0,1,right,N. Vucevic cutting finger roll Layup (17 PTS) (D. DeRozan 8 AST),"[202696, 201942]",1610612741.0,CHI,cutting finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.2,Made,17.0,D. DeRozan,201942.0,8.0,,,,,,,,,,,,,,
338,PT10M19.00S,2024-03-02T04:32:41.0Z,3,REGULAR,3pt,Jump Shot,[],201572,32.933639947437584,58.82352941176471,1610612749,51,61,2024-03-02T04:32:47Z,3330000,False,-44.0,257.0,1,left,B. Lopez 26' 3PT  (12 PTS) (D. Lillard 6 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.09,Made,12.0,D. Lillard,203081.0,6.0,,,,,,,,,,,,,,
340,PT09M58.00S,2024-03-02T04:33:02.5Z,3,REGULAR,3pt,Jump Shot,[],1627936,95.26938239159001,94.140625,1610612741,51,61,2024-03-02T04:33:10Z,3350000,False,221.0,-8.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.08,Missed,,,,,,,,,,,,,,,,,,
341,PT09M56.00S,2024-03-02T04:33:04.5Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,51,61,2024-03-02T04:33:10Z,3360000,False,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Right Corner 3,24+ Right,,,,,,,,340.0,2.0,2.0,0.0,,,,,,,,,
342,PT09M48.00S,2024-03-02T04:33:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,48.28431372549019,1610612749,51,63,2024-03-02T04:34:06Z,3370000,False,9.0,6.0,1,left,G. Antetokounmpo driving Layup (25 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.07,Made,25.0,,,,,,,,,,,,,,,,,
343,PT09M38.00S,2024-03-02T04:33:22.7Z,3,REGULAR,3pt,Jump Shot,[],202696,67.62483574244416,60.29411764705882,1610612741,51,63,2024-03-02T04:33:26Z,3380000,False,51.0,252.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,,
344,PT09M35.00S,2024-03-02T04:33:25.7Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,51,63,2024-03-02T04:33:26Z,3390000,False,,,0,,M. Beasley REBOUND (Off:0 Def:5),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,343.0,5.0,5.0,0.0,,,,,,,,,
345,PT09M14.00S,2024-03-02T04:33:46.5Z,3,REGULAR,3pt,Jump Shot,[],201572,31.488173455978973,46.07843137254902,1610612749,51,63,2024-03-02T04:33:51Z,3400000,False,20.0,243.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,24.43,Missed,,,,,,,,,,,,,,,,,,
346,PT09M12.00S,2024-03-02T04:33:48.5Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,51,63,2024-03-02T04:33:51Z,3410000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,345.0,10.0,7.0,3.0,,,,,,,,,
347,PT09M10.00S,2024-03-02T04:33:50.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,6.1268068331143235,3.6764705882352944,1610612749,51,63,2024-03-02T04:34:02Z,3420000,False,232.0,5.0,1,left,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
348,PT09M10.00S,2024-03-02T04:33:50.9Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,51,63,2024-03-02T04:34:02Z,3430000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,,,,,,347.0,3.0,3.0,0.0,,,,,,,,,
349,PT08M51.00S,2024-03-02T04:34:10.5Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,51,63,2024-03-02T04:34:16Z,3440000,False,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1627736]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Beasley,1627736.0,,,,,,
350,PT08M51.00S,2024-03-02T04:34:10.5Z,3,REGULAR,steal,,[],1627736,,,1610612749,51,63,2024-03-02T04:34:12Z,3450000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT08M49.00S,2024-03-02T04:34:18.1Z,3,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612749,51,63,2024-03-02T04:34:23Z,3460000,False,,,0,,C. White shooting personal FOUL (2 PF) (Beasley 2 FT),"[1629632, 1627736]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,,,,,,,,2.0,0.0,Beasley,1627736.0,,
353,PT08M49.00S,2024-03-02T04:34:54.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627736,,,1610612749,51,63,2024-03-02T04:34:54Z,3480000,False,,,0,,MISS M. Beasley Free Throw 1 of 2,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
354,PT08M49.00S,2024-03-02T04:34:54.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,51,63,2024-03-02T04:34:54Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,
355,PT08M49.00S,2024-03-02T04:35:08.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627736,,,1610612749,51,64,2024-03-02T04:35:08Z,3500000,False,,,0,,M. Beasley Free Throw 2 of 2 (4 PTS),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
356,PT08M36.00S,2024-03-02T04:35:23.5Z,3,REGULAR,3pt,Jump Shot,[],1627936,85.75886990801577,94.6078431372549,1610612741,54,64,2024-03-02T04:35:28Z,3510000,False,223.0,81.0,1,right,A. Caruso 3PT  (11 PTS) (A. Dosunmu 3 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,23.74,Made,11.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,,
358,PT08M16.00S,2024-03-02T04:35:42.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.258212877792378,50.0,1610612749,54,66,2024-03-02T04:35:48Z,3530000,False,0.0,6.0,1,left,G. Antetokounmpo cutting DUNK (27 PTS) (M. Beasley 1 AST),"[203507, 1627736]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.63,Made,27.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,
360,PT07M59.00S,2024-03-02T04:35:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.77463863337714,50.49019607843137,1610612741,56,66,2024-03-02T04:36:09Z,3550000,False,2.0,6.0,1,right,D. DeRozan driving finger roll Layup (6 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.65,Made,6.0,,,,,,,,,,,,,,,,,
361,PT07M42.00S,2024-03-02T04:36:16.2Z,3,REGULAR,3pt,Jump Shot,[],203081,27.283180026281208,20.098039215686274,1610612749,56,66,2024-03-02T04:36:55Z,3560000,False,150.0,204.0,1,left,MISS D. Lillard 25' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
362,PT07M41.00S,2024-03-02T04:36:17.2Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,56,66,2024-03-02T04:36:21Z,3570000,False,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,,
363,PT07M41.00S,2024-03-02T04:36:22.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,56,66,2024-03-02T04:36:22Z,3580000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M41.00S,2024-03-02T04:39:28.0Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,56,66,2024-03-02T04:39:33Z,3590000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M41.00S,2024-03-02T04:39:28.0Z,3,REGULAR,substitution,in,[],203083,,,1610612741,56,66,2024-03-02T04:39:33Z,3600000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M27.00S,2024-03-02T04:39:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.38042049934296,50.98039215686274,1610612741,56,66,2024-03-02T04:40:03Z,3610000,False,5.0,10.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
367,PT07M24.00S,2024-03-02T04:40:01.2Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,56,66,2024-03-02T04:40:01Z,3620000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,366.0,6.0,4.0,2.0,,,,,,,,,
368,PT07M24.00S,2024-03-02T04:40:01.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,56,66,2024-03-02T04:40:01Z,3630000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
369,PT07M23.00S,2024-03-02T04:40:01.8Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,56,66,2024-03-02T04:40:01Z,3640000,False,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Left,,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,
370,PT07M21.00S,2024-03-02T04:40:04.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,5.863994743758213,51.9607843137255,1610612749,56,68,2024-03-02T04:41:30Z,3650000,False,-10.0,3.0,1,left,G. Antetokounmpo running Layup (29 PTS) (D. Lillard 7 AST),"[203507, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.01,Made,29.0,D. Lillard,203081.0,7.0,,,,,,,,,,,,,,
372,PT07M12.00S,2024-03-02T04:40:13.2Z,3,REGULAR,2pt,Jump Shot,[],1629632,73.53810775295663,29.411764705882355,1610612741,58,68,2024-03-02T04:41:50Z,3670000,False,-103.0,196.0,1,right,C. White 22' pullup Jump Shot (9 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Left Center,22.15,Made,9.0,,,,,,,,,,,,,,,,,
374,PT06M50.00S,2024-03-02T04:40:35.2Z,3,REGULAR,2pt,Jump Shot,[],203507,15.588042049934298,22.30392156862745,1610612749,58,70,2024-03-02T04:43:52Z,3690000,False,138.0,94.0,1,left,G. Antetokounmpo 16' pullup Jump Shot (31 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right,16.74,Made,31.0,,,,,,,,,,,,,,,,,
375,PT06M25.00S,2024-03-02T04:41:00.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,87.59855453350855,60.5392156862745,1610612741,58,70,2024-03-02T04:43:29Z,3700000,False,53.0,64.0,1,right,MISS C. White 8' turnaround fadeaway Shot,[1629632],1610612741.0,CHI,turnaround fadeaway,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,8.3,Missed,,,,,,,,,,,,,,,,,,
376,PT06M23.00S,2024-03-02T04:41:02.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,58,70,2024-03-02T04:41:05Z,3710000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,375.0,11.0,8.0,3.0,,,,,,,,,
377,PT06M20.00S,2024-03-02T04:41:05.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203081,31.35676741130092,66.91176470588235,1610612749,58,70,2024-03-02T04:44:14Z,3720000,False,-85.0,242.0,1,left,MISS D. Lillard 25' running 3PT,[203081],1610612749.0,MIL,running,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
378,PT06M16.00S,2024-03-02T04:41:09.5Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,58,70,2024-03-02T04:41:15Z,3730000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,377.0,7.0,5.0,2.0,,,,,,,,,
379,PT06M04.00S,2024-03-02T04:41:20.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,84.1819973718791,45.83333333333333,1610612741,58,70,2024-03-02T04:41:30Z,3740000,False,-21.0,96.0,1,right,MISS N. Vucevic 9' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.84,Missed,,,,,,,,,,,,,,,,,,
380,PT06M03.00S,2024-03-02T04:41:21.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,58,70,2024-03-02T04:41:30Z,3750000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,379.0,,,,,,,,,,,,
381,PT06M03.00S,2024-03-02T04:41:28.5Z,3,REGULAR,foul,personal,[],203109,,,1610612741,58,70,2024-03-02T04:41:34Z,3760000,False,,,0,,J. Crowder loose ball personal FOUL (3 PF),"[203109, 203083]",1610612749.0,MIL,loose ball,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,3.0,0.0,Drummond,203083.0,,
384,PT05M52.00S,2024-03-02T04:41:56.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,81.94809461235218,48.28431372549019,1610612741,58,70,2024-03-02T04:42:00Z,3780000,False,-9.0,117.0,1,right,MISS D. DeRozan 11' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,,
385,PT05M50.00S,2024-03-02T04:41:58.5Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,58,70,2024-03-02T04:41:58Z,3790000,False,,,0,,M. Beasley REBOUND (Off:0 Def:6),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,384.0,6.0,6.0,0.0,,,,,,,,,
386,PT05M43.00S,2024-03-02T04:42:05.5Z,3,REGULAR,3pt,Jump Shot,[],203507,26.888961892247043,78.92156862745098,1610612749,58,73,2024-03-02T04:44:57Z,3800000,False,-145.0,200.0,1,left,G. Antetokounmpo 24' 3PT pullup (34 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,24.7,Made,34.0,,,,,,,,,,,,,,,,,
387,PT05M42.00S,2024-03-02T04:42:10.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,58,73,2024-03-02T04:42:10Z,3810000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M26.00S,2024-03-02T04:45:52.9Z,3,REGULAR,violation,kicked ball,[],203109,,,1610612741,58,73,2024-03-02T04:46:06Z,3830000,False,,,0,,J. Crowder kicked ball VIOLATION,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,
390,PT05M18.00S,2024-03-02T04:46:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.9862023653088,50.73529411764706,1610612741,58,73,2024-03-02T04:46:12Z,3840000,False,4.0,13.0,1,right,MISS A. Drummond Layup,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
391,PT05M17.00S,2024-03-02T04:46:10.1Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,58,73,2024-03-02T04:46:10Z,3850000,False,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,390.0,8.0,5.0,3.0,,,,,,,,,
392,PT05M04.00S,2024-03-02T04:46:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,93.51182654402102,50.49019607843137,1610612741,60,73,2024-03-02T04:46:32Z,3860000,False,2.0,8.0,1,right,D. DeRozan driving finger roll Layup (8 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.89,Made,8.0,,,,,,,,,,,,,,,,,
393,PT04M52.00S,2024-03-02T04:46:34.0Z,3,REGULAR,3pt,Jump Shot,[],203081,33.065045992115635,53.92156862745098,1610612749,60,76,2024-03-02T04:46:59Z,3870000,False,-20.0,258.0,1,left,D. Lillard 25' 3PT pullup (15 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,25.9,Made,15.0,,,,,,,,,,,,,,,,,
394,PT04M39.00S,2024-03-02T04:46:47.1Z,3,REGULAR,2pt,Jump Shot,[],201942,92.72339027595268,78.67647058823529,1610612741,62,76,2024-03-02T04:46:51Z,3880000,False,143.0,16.0,1,right,D. DeRozan 14' pullup Jump Shot (10 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,14.43,Made,10.0,,,,,,,,,,,,,,,,,
395,PT04M20.00S,2024-03-02T04:47:05.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.1268068331143235,49.26470588235294,1610612749,62,78,2024-03-02T04:47:36Z,3890000,False,4.0,5.0,1,left,G. Antetokounmpo driving reverse DUNK (36 PTS) (B. Lopez 1 AST),"[203507, 201572]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.63,Made,36.0,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
397,PT04M01.00S,2024-03-02T04:47:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.38042049934296,52.94117647058824,1610612741,64,78,2024-03-02T04:47:30Z,3910000,False,15.0,10.0,1,right,C. White driving finger roll Layup (11 PTS) (N. Vucevic 3 AST),"[1629632, 202696]",1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,1.76,Made,11.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,
399,PT03M47.00S,2024-03-02T04:47:40.7Z,3,REGULAR,3pt,Jump Shot,[],201572,33.85348226018397,45.34313725490196,1610612749,64,78,2024-03-02T04:47:55Z,3930000,False,23.0,266.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
400,PT03M45.00S,2024-03-02T04:47:42.7Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,64,78,2024-03-02T04:47:55Z,3940000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,399.0,12.0,8.0,4.0,,,,,,,,,
401,PT03M43.00S,2024-03-02T04:47:46.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,5.338370565045992,48.529411764705884,1610612749,64,80,2024-03-02T04:48:03Z,3950000,False,7.0,-2.0,1,left,G. Antetokounmpo putback DUNK (38 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.77,Made,38.0,,,,,,,,,,,,,,,,,
402,PT03M14.00S,2024-03-02T04:48:14.5Z,3,REGULAR,3pt,Jump Shot,[],1629632,66.96780551905388,64.70588235294117,1610612741,64,80,2024-03-02T04:50:17Z,3960000,False,74.0,258.0,1,right,MISS C. White 26' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
403,PT03M12.00S,2024-03-02T04:48:16.5Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,64,80,2024-03-02T04:49:22Z,3970000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,402.0,3.0,3.0,0.0,,,,,,,,,
404,PT03M03.00S,2024-03-02T04:48:23.8Z,3,REGULAR,3pt,Jump Shot,[],1627736,20.844283837056505,90.68627450980392,1610612749,64,80,2024-03-02T04:50:32Z,3980000,False,-203.0,143.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
405,PT03M02.00S,2024-03-02T04:48:24.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,64,80,2024-03-02T04:48:38Z,3990000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,404.0,7.0,5.0,2.0,,,,,,,,,
406,PT02M48.00S,2024-03-02T04:48:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.75886990801577,49.754901960784316,1610612741,66,80,2024-03-02T04:51:04Z,4000000,False,-1.0,81.0,1,right,D. DeRozan 8' turnaround fadeaway Jump Shot (12 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,12.0,,,,,,,,,,,,,,,,,
407,PT02M48.00S,2024-03-02T04:48:44.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,66,80,2024-03-02T04:48:44Z,4010000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M48.00S,2024-03-02T04:50:02.1Z,3,REGULAR,substitution,out,[],1629632,,,1610612749,66,80,2024-03-02T04:50:08Z,4020000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M48.00S,2024-03-02T04:50:02.1Z,3,REGULAR,substitution,in,[],1641931,,,1610612749,66,80,2024-03-02T04:50:08Z,4030000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M48.00S,2024-03-02T04:50:02.1Z,3,REGULAR,substitution,out,[],203083,,,1610612749,66,80,2024-03-02T04:51:29Z,4035000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M48.00S,2024-03-02T04:50:02.1Z,3,REGULAR,substitution,in,[],1627936,,,1610612749,66,80,2024-03-02T04:51:29Z,4037500,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M48.00S,2024-03-02T04:50:11.3Z,3,REGULAR,substitution,out,[],1627736,,,1610612749,66,80,2024-03-02T04:50:20Z,4040000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M48.00S,2024-03-02T04:50:11.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,66,80,2024-03-02T04:50:20Z,4050000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M48.00S,2024-03-02T04:50:11.3Z,3,REGULAR,substitution,out,[],203109,,,1610612749,66,80,2024-03-02T04:50:20Z,4060000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M48.00S,2024-03-02T04:50:11.3Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,66,80,2024-03-02T04:50:20Z,4070000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
