actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
67,PT06M06.00S,2024-01-06T01:20:15.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612741,11,11,2024-01-06T01:20:27Z,670000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M55.00S,2024-01-06T01:20:41.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,89.61892247043363,39.85906862745098,1610612741,11,11,2024-01-06T01:20:47Z,680000,False,-51.0,45.0,1,right,MISS N. Vucevic 6' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.79,Missed,,,,,,,,,,,,,
69,PT05M54.00S,2024-01-06T01:20:42.6Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,11,11,2024-01-06T01:20:47Z,690000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,
70,PT05M44.00S,2024-01-06T01:20:53.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,2.0532194480946124,95.34313725490196,1610612766,11,11,2024-01-06T01:21:02Z,700000,False,-227.0,-33.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,22.91,Missed,,,,,,,,,,,,,
71,PT05M42.00S,2024-01-06T01:20:55.6Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,11,11,2024-01-06T01:21:02Z,710000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,
72,PT05M32.00S,2024-01-06T01:21:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,16.770696452036795,44.6078431372549,1610612766,11,11,2024-01-06T01:21:15Z,720000,False,27.0,105.0,1,left,MISS I. Smith 10' fadeaway Shot,[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.85,Missed,,,,,,,,,,,,,
73,PT05M26.00S,2024-01-06T01:21:12.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,11,11,2024-01-06T01:21:15Z,730000,False,,,0,,N. Richards REBOUND (Off:3 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,72.0,4.0,1.0,3.0,,,,,,,,,
74,PT05M18.00S,2024-01-06T01:21:23.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628970,6.438896189224705,60.56219362745098,1610612766,11,13,2024-01-06T01:22:19Z,740000,False,-53.0,8.0,1,left,M. Bridges driving floating Jump Shot (8 PTS) (I. Smith 1 AST),"[1628970, 202397]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.34,Made,,,,,,,,8.0,I. Smith,202397.0,1.0,,
76,PT05M18.00S,2024-01-06T01:21:25.9Z,1,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612766,11,13,2024-01-06T01:21:51Z,760000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Bridges 1 FT),"[1630245, 1628970]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,2004.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
78,PT05M18.00S,2024-01-06T01:21:34.2Z,1,REGULAR,substitution,out,[],201942,,,1610612766,11,13,2024-01-06T01:21:45Z,780000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2024-01-06T01:21:34.2Z,1,REGULAR,substitution,in,[],1628975,,,1610612766,11,13,2024-01-06T01:21:45Z,790000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2024-01-06T01:21:52.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628970,,,1610612766,11,13,2024-01-06T01:21:57Z,800000,False,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
81,PT05M16.00S,2024-01-06T01:21:54.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,13,2024-01-06T01:21:57Z,810000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,
