actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
587,PT05M47.00S,2023-10-28T02:10:55.1Z,4,REGULAR,3pt,Jump Shot,[],1627936,27.54599211563732,81.12745098039215,1610612741,71,85,2023-10-28T02:11:00Z,5670000,False,-156.0,206.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
588,PT05M43.00S,2023-10-28T02:10:59.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,85,2023-10-28T02:11:00Z,5680000,False,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,587.0,7.0,6.0,1.0,,,,,,,,,,,,,,
589,PT05M33.00S,2023-10-28T02:11:10.2Z,4,REGULAR,foul,personal,['3freethrow'],1627936,,,1610612761,71,85,2023-10-28T02:11:20Z,5690000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (Trent Jr. 3 FT),"[1627936, 1629018]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1627529.0,,,,,,3.0,0.0,Trent Jr.,1629018.0
591,PT05M33.00S,2023-10-28T02:11:40.0Z,4,REGULAR,freethrow,1 of 3,[],1629018,,,1610612761,71,85,2023-10-28T02:11:40Z,5710000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 3,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
592,PT05M33.00S,2023-10-28T02:11:40.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,71,85,2023-10-28T02:11:40Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,
593,PT05M33.00S,2023-10-28T02:11:58.0Z,4,REGULAR,freethrow,2 of 3,[],1629018,,,1610612761,71,85,2023-10-28T02:11:58Z,5730000,False,,,0,,MISS G. Trent Jr. Free Throw 2 of 3,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
594,PT05M33.00S,2023-10-28T02:11:58.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,71,85,2023-10-28T02:11:58Z,5740000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,,,
595,PT05M33.00S,2023-10-28T02:12:02.5Z,4,REGULAR,substitution,out,[],1628470,,,1610612761,71,85,2023-10-28T02:12:05Z,5750000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M33.00S,2023-10-28T02:12:02.5Z,4,REGULAR,substitution,in,[],203897,,,1610612761,71,85,2023-10-28T02:12:05Z,5760000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M33.00S,2023-10-28T02:12:21.2Z,4,REGULAR,freethrow,3 of 3,[],1629018,,,1610612761,71,86,2023-10-28T02:12:21Z,5770000,False,,,0,,G. Trent Jr. Free Throw 3 of 3 (14 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
599,PT05M13.00S,2023-10-28T02:13:06.3Z,4,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,71,86,2023-10-28T02:13:20Z,5790000,False,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (3 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,,3.0,,,1627529.0,,,,,,,,,
600,PT04M58.00S,2023-10-28T02:13:27.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629018,94.43166885676742,50.0,1610612761,71,88,2023-10-28T02:13:32Z,5800000,False,0.0,0.0,1,right,G. Trent Jr. Layup (16 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.02,Made,,,,,16.0,,,,,P. Siakam,1627783.0,2.0,,,,,,
602,PT04M47.00S,2023-10-28T02:13:41.5Z,4,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612741,71,88,2023-10-28T02:14:10Z,5820000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629018, 201942]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627529.0,,,,,,1.0,0.0,DeRozan,201942.0
604,PT04M47.00S,2023-10-28T02:14:10.8Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,72,88,2023-10-28T02:14:10Z,5840000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
605,PT04M47.00S,2023-10-28T02:14:12.2Z,4,REGULAR,substitution,out,[],1628449,,,1610612741,72,88,2023-10-28T02:14:16Z,5850000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M47.00S,2023-10-28T02:14:12.2Z,4,REGULAR,substitution,in,[],1630567,,,1610612741,72,88,2023-10-28T02:14:16Z,5860000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M47.00S,2023-10-28T02:14:34.2Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,73,88,2023-10-28T02:14:34Z,5870000,False,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
608,PT04M32.00S,2023-10-28T02:14:57.7Z,4,REGULAR,foul,offensive,[],1627751,,,1610612761,73,88,2023-10-28T02:15:07Z,5880000,False,,,0,,J. Poeltl off-the-ball offensive FOUL (5 PF),"[1627751, 1629632]",1610612761.0,TOR,off-the-ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,,,,,,5.0,0.0,White,1629632.0
610,PT04M32.00S,2023-10-28T02:14:57.7Z,4,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,73,88,2023-10-28T02:14:57Z,5900000,False,,,0,,J. Poeltl offensive foul TURNOVER (3 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,1627529.0,,,,,,,,,
611,PT04M19.00S,2023-10-28T02:15:24.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202696,28.728646517739815,76.7156862745098,1610612741,73,88,2023-10-28T02:15:29Z,5910000,False,-134.0,218.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
612,PT04M16.00S,2023-10-28T02:15:27.3Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,73,88,2023-10-28T02:15:29Z,5920000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,611.0,2.0,2.0,0.0,,,,,,,,,,,,,,
613,PT04M05.00S,2023-10-28T02:15:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.03745072273325,50.0,1610612761,73,88,2023-10-28T02:15:44Z,5930000,False,0.0,4.0,1,right,MISS D. Schroder driving finger roll Layup,[203471],1610612761.0,TOR,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.35,Missed,,,,,,,,,,,,,,,,,,
614,PT04M02.00S,2023-10-28T02:15:40.3Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,73,88,2023-10-28T02:15:40Z,5940000,False,,,0,,C. White REBOUND (Off:0 Def:5),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,613.0,5.0,5.0,0.0,,,,,,,,,,,,,,
615,PT03M59.00S,2023-10-28T02:15:43.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,6.258212877792378,53.18627450980392,1610612741,75,88,2023-10-28T02:15:52Z,5950000,False,-16.0,6.0,1,left,D. DeRozan driving reverse Layup (15 PTS) (C. White 7 AST),"[201942, 1629632]",1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,15.0,,,,,C. White,1629632.0,7.0,,,,,,
617,PT03M56.00S,2023-10-28T02:15:54.6Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,75,88,2023-10-28T02:16:02Z,5970000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (6 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,6.0,,,201638.0,,,,,,,,,
618,PT03M45.00S,2023-10-28T02:16:15.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201942,5.601182654402102,98.52941176470588,1610612741,75,88,2023-10-28T02:16:23Z,5980000,False,-243.0,0.0,1,left,MISS D. DeRozan 24' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
619,PT03M42.00S,2023-10-28T02:16:18.7Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,75,88,2023-10-28T02:16:23Z,5990000,False,,,0,,S. Barnes REBOUND (Off:1 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,618.0,9.0,8.0,1.0,,,,,,,,,,,,,,
620,PT03M40.00S,2023-10-28T02:16:20.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,81.42247043363994,92.8921568627451,1610612761,75,88,2023-10-28T02:16:28Z,6000000,False,214.0,122.0,1,right,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
621,PT03M38.00S,2023-10-28T02:16:22.2Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,75,88,2023-10-28T02:16:28Z,6010000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,620.0,8.0,6.0,2.0,,,,,,,,,,,,,,
622,PT03M29.00S,2023-10-28T02:16:32.1Z,4,REGULAR,3pt,Jump Shot,[],203897,32.40801576872536,49.754901960784316,1610612741,75,88,2023-10-28T02:16:38Z,6020000,False,1.0,252.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
623,PT03M26.00S,2023-10-28T02:16:34.0Z,4,REGULAR,rebound,offensive,[],1627936,,,1610612741,75,88,2023-10-28T02:16:34Z,6030000,False,,,0,,A. Caruso REBOUND (Off:4 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,622.0,8.0,4.0,4.0,,,,,,,,,,,,,,
624,PT03M25.00S,2023-10-28T02:16:38.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,6.1268068331143235,49.01960784313725,1610612741,77,88,2023-10-28T02:16:49Z,6040000,False,5.0,5.0,1,left,D. DeRozan driving Layup (17 PTS) (A. Caruso 1 AST),"[201942, 1627936]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,17.0,,,,,A. Caruso,1627936.0,1.0,,,,,,
626,PT03M25.00S,2023-10-28T02:16:40.9Z,4,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612741,77,88,2023-10-28T02:18:47Z,6060000,False,,,0,,J. Poeltl shooting personal FOUL (6 PF) (DeRozan 1 FT),"[1627751, 201942]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,,,,,,6.0,0.0,DeRozan,201942.0
628,PT03M25.00S,2023-10-28T02:17:01.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,77,88,2023-10-28T02:17:26Z,6080000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M25.00S,2023-10-28T02:18:27.6Z,4,REGULAR,substitution,out,[],1627751,,,1610612741,77,88,2023-10-28T02:18:31Z,6090000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M25.00S,2023-10-28T02:18:27.6Z,4,REGULAR,substitution,in,[],1630173,,,1610612741,77,88,2023-10-28T02:18:31Z,6100000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M25.00S,2023-10-28T02:18:48.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],201942,,,1610612741,78,88,2023-10-28T02:18:48Z,6110000,False,,,0,,D. DeRozan Free Throw 1 of 1 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
634,PT03M03.00S,2023-10-28T02:19:15.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,51.470588235294116,1610612761,78,88,2023-10-28T02:19:21Z,6120000,False,7.0,8.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
635,PT03M03.00S,2023-10-28T02:19:17.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,78,88,2023-10-28T02:19:17Z,6130000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,634.0,,,,,,,,,,,,,,,,,
636,PT03M03.00S,2023-10-28T02:19:18.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612741,78,88,2023-10-28T02:19:38Z,6140000,False,,,0,,P. Achiuwa loose ball personal FOUL (5 PF) (Caruso 2 FT),"[1630173, 1627936]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,,,,,,5.0,0.0,Caruso,1627936.0
638,PT03M03.00S,2023-10-28T02:19:52.9Z,4,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,78,88,2023-10-28T02:19:52Z,6160000,False,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
639,PT03M03.00S,2023-10-28T02:19:52.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,78,88,2023-10-28T02:19:52Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,
640,PT03M03.00S,2023-10-28T02:20:07.1Z,4,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,79,88,2023-10-28T02:20:07Z,6180000,False,,,0,,A. Caruso Free Throw 2 of 2 (7 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
641,PT02M49.00S,2023-10-28T02:20:22.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.85479632063075,53.431372549019606,1610612761,79,88,2023-10-28T02:20:26Z,6190000,False,17.0,15.0,1,right,MISS D. Schroder driving Layup,[203471],1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
642,PT02M47.00S,2023-10-28T02:20:24.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,79,88,2023-10-28T02:20:26Z,6200000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,641.0,9.0,7.0,2.0,,,,,,,,,,,,,,
643,PT02M42.00S,2023-10-28T02:20:29.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627936,4.944152431011826,96.56862745098039,1610612741,82,88,2023-10-28T02:20:35Z,6210000,False,-233.0,-6.0,1,left,A. Caruso 3PT  (10 PTS) (C. White 8 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,10.0,,,,,C. White,1629632.0,8.0,,,,,,
645,PT02M25.00S,2023-10-28T02:20:44.9Z,4,REGULAR,3pt,Jump Shot,[],1629018,66.44218134034165,48.77450980392157,1610612761,82,88,2023-10-28T02:20:49Z,6230000,False,-6.0,263.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
646,PT02M23.00S,2023-10-28T02:20:46.9Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,82,88,2023-10-28T02:20:49Z,6240000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,645.0,10.0,8.0,2.0,,,,,,,,,,,,,,
647,PT02M14.00S,2023-10-28T02:20:56.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,30.305519053876477,72.54901960784314,1610612741,82,88,2023-10-28T02:21:06Z,6250000,False,-113.0,232.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
648,PT02M11.00S,2023-10-28T02:20:59.0Z,4,REGULAR,rebound,offensive,[],1627936,,,1610612741,82,88,2023-10-28T02:20:59Z,6260000,False,,,0,,A. Caruso REBOUND (Off:5 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,647.0,9.0,4.0,5.0,,,,,,,,,,,,,,
649,PT02M10.00S,2023-10-28T02:21:00.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203897,33.327858081471746,39.21568627450981,1610612741,82,88,2023-10-28T02:21:08Z,6270000,False,54.0,261.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
650,PT02M08.00S,2023-10-28T02:21:02.5Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,82,88,2023-10-28T02:21:08Z,6280000,False,,,0,,S. Barnes REBOUND (Off:1 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,649.0,10.0,9.0,1.0,,,,,,,,,,,,,,
651,PT02M08.00S,2023-10-28T02:21:06.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612761,82,88,2023-10-28T02:21:12Z,6290000,False,,,0,,A. Caruso personal FOUL (4 PF) (Barnes 2 FT),"[1627936, 1630567]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,,,,,,4.0,0.0,Barnes,1630567.0
653,PT02M08.00S,2023-10-28T02:21:39.5Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,82,89,2023-10-28T02:21:59Z,6310000,False,,,0,,S. Barnes Free Throw 1 of 2 (17 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
654,PT02M08.00S,2023-10-28T02:21:39.5Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,82,89,2023-10-28T02:21:59Z,6320000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
655,PT02M05.00S,2023-10-28T02:21:42.5Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,82,89,2023-10-28T02:21:59Z,6330000,False,,,0,,A. Caruso REBOUND (Off:5 Def:5),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,654.0,10.0,5.0,5.0,,,,,,,,,,,,,,
656,PT01M58.00S,2023-10-28T02:22:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.258212877792378,45.83333333333333,1610612741,84,89,2023-10-28T02:22:11Z,6340000,False,21.0,6.0,1,left,D. DeRozan driving reverse Layup (20 PTS),[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,20.0,,,,,,,,,,,,,
657,PT01M42.00S,2023-10-28T02:22:24.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.67871222076215,47.549019607843135,1610612761,84,91,2023-10-28T02:22:31Z,6350000,False,-12.0,73.0,1,right,S. Barnes 7' floating Jump Shot (19 PTS),[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,19.0,,,,,,,,,,,,,
658,PT01M28.00S,2023-10-28T02:22:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,13.87976346911958,50.98039215686274,1610612741,84,91,2023-10-28T02:22:49Z,6360000,False,-5.0,78.0,1,left,MISS D. DeRozan 7' floating Shot,[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
659,PT01M26.00S,2023-10-28T02:22:42.3Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,84,91,2023-10-28T02:22:42Z,6370000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,658.0,11.0,8.0,3.0,,,,,,,,,,,,,,
660,PT01M26.00S,2023-10-28T02:22:44.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612741,84,91,2023-10-28T02:22:57Z,6380000,False,,,0,,P. Siakam shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1627783, 201942]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,,,,,,3.0,0.0,DeRozan,201942.0
662,PT01M26.00S,2023-10-28T02:23:14.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,85,91,2023-10-28T02:23:14Z,6400000,False,,,0,,D. DeRozan Free Throw 1 of 2 (21 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
663,PT01M26.00S,2023-10-28T02:23:30.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,86,91,2023-10-28T02:23:30Z,6410000,False,,,0,,D. DeRozan Free Throw 2 of 2 (22 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
664,PT01M05.00S,2023-10-28T02:23:55.1Z,4,REGULAR,2pt,Jump Shot,[],1630567,92.32917214191852,77.45098039215686,1610612761,86,91,2023-10-28T02:24:00Z,6420000,False,137.0,20.0,1,right,MISS S. Barnes 13' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,13.87,Missed,,,,,,,,,,,,,,,,,,
665,PT01M03.00S,2023-10-28T02:23:57.1Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,86,91,2023-10-28T02:24:00Z,6430000,False,,,0,,C. White REBOUND (Off:0 Def:6),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,,664.0,6.0,6.0,0.0,,,,,,,,,,,,,,
666,PT00M47.10S,2023-10-28T02:24:13.5Z,4,REGULAR,3pt,Jump Shot,[],1629632,31.750985545335087,50.49019607843137,1610612741,86,91,2023-10-28T02:24:17Z,6440000,False,-2.0,246.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
667,PT00M45.10S,2023-10-28T02:24:15.5Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,86,91,2023-10-28T02:24:15Z,6450000,False,,,0,,G. Trent Jr. REBOUND (Off:2 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,666.0,4.0,2.0,2.0,,,,,,,,,,,,,,
668,PT00M27.20S,2023-10-28T02:24:33.5Z,4,REGULAR,3pt,Jump Shot,[],1630173,68.9388961892247,30.637254901960787,1610612761,86,91,2023-10-28T02:24:37Z,6460000,False,-97.0,239.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
669,PT00M25.00S,2023-10-28T02:24:35.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,86,91,2023-10-28T02:24:35Z,6470000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,668.0,12.0,9.0,3.0,,,,,,,,,,,,,,
