actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M26.00S,2024-02-29T01:14:28.3Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,4,5,2024-02-29T01:14:33Z,190000,False,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,,,,,2005.0,,,,,,,,,1.0,,,,
20,PT10M15.00S,2024-02-29T01:14:42.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,66.70499342969777,46.568627450980394,1610612739,4,5,2024-02-29T01:18:04Z,200000,False,-17.0,260.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2024-02-29T01:14:43.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,4,5,2024-02-29T01:18:04Z,210000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,
22,PT10M04.00S,2024-02-29T01:14:55.5Z,1,REGULAR,turnover,traveling,[],1630245,,,1610612741,4,5,2024-02-29T01:15:03Z,220000,False,,,0,,A. Dosunmu traveling TURNOVER (1 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,2005.0,,,,,,,,,1.0,,,,
24,PT09M40.00S,2024-02-29T01:15:41.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,93.51182654402102,49.50980392156863,1610612739,4,7,2024-02-29T01:15:45Z,240000,False,-2.0,8.0,1,right,E. Mobley driving DUNK (4 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.89,Made,4.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
26,PT09M28.00S,2024-02-29T01:15:56.7Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,4,7,2024-02-29T01:16:03Z,260000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Mid-Range,16-24 Left Center,,,,,,,204059.0,,,,,,,,,1.0,,,,
27,PT09M21.00S,2024-02-29T01:16:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,95.22010512483574,48.77450980392157,1610612739,4,9,2024-02-29T01:16:12Z,270000,False,-6.0,-8.0,1,right,E. Mobley cutting Layup (6 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.97,Made,6.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,
29,PT09M21.00S,2024-02-29T01:16:12.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,4,9,2024-02-29T01:16:12Z,290000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M03.00S,2024-02-29T01:19:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,29.77989487516426,30.392156862745097,1610612741,4,9,2024-02-29T01:19:27Z,300000,False,98.0,227.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2024-02-29T01:19:26.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,4,9,2024-02-29T01:19:27Z,310000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT08M57.00S,2024-02-29T01:19:30.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629636,77.7431011826544,47.30392156862745,1610612739,4,9,2024-02-29T01:20:40Z,320000,False,-13.0,157.0,1,right,MISS D. Garland 15' running pullup Shot - blocked,"[1629636, 1630245]",1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,15.73,Missed,,,,,,,,,,,,,,,Dosunmu,1630245.0,,
33,PT08M57.00S,2024-02-29T01:19:30.9Z,1,REGULAR,block,,[],1630245,,,1610612739,4,9,2024-02-29T01:19:33Z,330000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2024-02-29T01:19:32.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,4,9,2024-02-29T01:20:40Z,340000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,32.0,3.0,3.0,0.0,,,,,
36,PT08M42.00S,2024-02-29T01:19:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630245,25.18068331143233,83.08823529411765,1610612741,7,9,2024-02-29T01:20:02Z,360000,False,-165.0,184.0,1,left,A. Dosunmu 24' 3PT  (5 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,24.76,Made,5.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
38,PT08M23.00S,2024-02-29T01:20:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.51182654402102,49.50980392156863,1610612739,7,11,2024-02-29T01:21:21Z,380000,False,-2.0,8.0,1,right,J. Allen cutting Layup (2 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,
40,PT08M12.00S,2024-02-29T01:20:26.3Z,1,REGULAR,2pt,Jump Shot,[],202696,27.151773981603156,48.28431372549019,1610612741,7,11,2024-02-29T01:20:31Z,400000,False,9.0,203.0,1,left,MISS N. Vucevic 20' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,20.29,Missed,,,,,,,,,,,,,,,,,,
41,PT08M10.00S,2024-02-29T01:20:28.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,7,11,2024-02-29T01:20:31Z,410000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,
42,PT08M01.00S,2024-02-29T01:20:38.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,72.48685939553219,19.362745098039216,1610612739,7,11,2024-02-29T01:20:48Z,420000,False,-153.0,206.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
43,PT07M59.00S,2024-02-29T01:20:40.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,7,11,2024-02-29T01:20:48Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,42.0,,,,,,,,
45,PT07M44.00S,2024-02-29T01:21:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,25.443495400788436,82.84313725490196,1610612741,7,11,2024-02-29T01:21:10Z,450000,False,-164.0,187.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2024-02-29T01:21:09.2Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,7,11,2024-02-29T01:21:10Z,460000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,
47,PT07M35.00S,2024-02-29T01:21:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.64323258869908,53.67647058823529,1610612739,7,11,2024-02-29T01:23:47Z,470000,False,18.0,7.0,1,right,MISS J. Allen driving Layup,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2024-02-29T01:21:20.6Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,7,11,2024-02-29T01:23:47Z,480000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,47.0,1.0,0.0,1.0,,,,,
49,PT07M33.00S,2024-02-29T01:21:21.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630596,94.40999984741211,50.0,1610612739,7,13,2024-02-29T01:24:12Z,490000,False,0.0,0.0,1,right,E. Mobley tip DUNK (8 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
50,PT07M18.00S,2024-02-29T01:21:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.091327201051248,47.549019607843135,1610612741,7,13,2024-02-29T01:24:54Z,500000,False,12.0,71.0,1,left,MISS N. Vucevic 7' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
51,PT07M17.00S,2024-02-29T01:21:33.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,7,13,2024-02-29T01:24:54Z,510000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,
52,PT07M15.00S,2024-02-29T01:21:35.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612741,9,13,2024-02-29T01:21:48Z,520000,False,0.0,0.0,1,left,A. Drummond Layup (2 PTS) (N. Vucevic 1 AST),"[203083, 202696]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
53,PT07M09.00S,2024-02-29T01:21:41.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.36202365308804,69.11764705882352,1610612739,9,16,2024-02-29T01:25:35Z,530000,False,96.0,254.0,1,right,D. Garland 27' 3PT pullup (3 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,27.17,Made,3.0,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2024-02-29T01:21:56.2Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,9,16,2024-02-29T01:22:00Z,540000,False,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 1628386]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,,,Allen,1628386.0
56,PT06M55.00S,2024-02-29T01:21:56.2Z,1,REGULAR,steal,,[],1628386,,,1610612739,9,16,2024-02-29T01:21:58Z,550000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT06M49.00S,2024-02-29T01:22:02.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,67.62483574244416,56.372549019607845,1610612739,9,16,2024-02-29T01:22:07Z,560000,False,32.0,252.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2024-02-29T01:22:06.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,9,16,2024-02-29T01:22:07Z,570000,False,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,57.0,4.0,4.0,0.0,,,,,
59,PT06M39.00S,2024-02-29T01:22:17.2Z,1,REGULAR,foul,offensive,[],203083,,,1610612741,9,16,2024-02-29T01:22:24Z,580000,False,,,0,,A. Drummond off-the-ball offensive FOUL (1 PF),"[203083, 1629622]",1610612741.0,CHI,off-the-ball,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,204059.0,1.0,0.0,Strus,1629622.0,,,,,,,,,
61,PT06M39.00S,2024-02-29T01:22:17.2Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612741,9,16,2024-02-29T01:22:17Z,600000,False,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,204059.0,,,,,,,,,1.0,,,,
62,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,out,[],203083,,,1610612739,9,16,2024-02-29T01:22:44Z,610000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,out,[],201942,,,1610612739,9,16,2024-02-29T01:22:44Z,620000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,9,16,2024-02-29T01:22:44Z,630000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,9,16,2024-02-29T01:22:44Z,640000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,in,[],1630678,,,1610612739,9,16,2024-02-29T01:22:44Z,650000,False,,,0,,SUB in: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,in,[],1631207,,,1610612739,9,16,2024-02-29T01:22:44Z,660000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,9,16,2024-02-29T01:22:44Z,670000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M39.00S,2024-02-29T01:22:23.7Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,9,16,2024-02-29T01:22:44Z,680000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M25.00S,2024-02-29T01:22:53.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,89.56964520367937,57.84313725490197,1610612739,9,16,2024-02-29T01:26:39Z,690000,False,39.0,46.0,1,right,MISS J. Allen 6' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2024-02-29T01:22:55.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,16,2024-02-29T01:22:56Z,700000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,70.0,2.0,1.0,1.0,,,,,
72,PT06M16.00S,2024-02-29T01:23:02.7Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,9,16,2024-02-29T01:23:06Z,710000,False,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 1629622]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,Strus,1629622.0
73,PT06M16.00S,2024-02-29T01:23:02.7Z,1,REGULAR,steal,,[],1629622,,,1610612739,9,16,2024-02-29T01:23:04Z,720000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2024-02-29T01:23:14.6Z,1,REGULAR,foul,personal,[],1630678,,,1610612739,9,16,2024-02-29T01:23:19Z,730000,False,,,0,,T. Taylor personal FOUL (1 PF),"[1630678, 1628386]",1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2005.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
76,PT06M04.00S,2024-02-29T01:23:38.8Z,1,REGULAR,violation,kicked ball,[],1631207,,,1610612739,9,16,2024-02-29T01:24:10Z,750000,False,,,0,,D. Terry kicked ball VIOLATION,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,
77,PT05M54.00S,2024-02-29T01:24:00.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,68.54467805519053,20.098039215686274,1610612739,9,19,2024-02-29T01:24:05Z,760000,False,-150.0,243.0,1,right,D. Mitchell 28' 3PT  (3 PTS) (M. Strus 1 AST),"[1628378, 1629622]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,28.55,Made,3.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,
79,PT05M41.00S,2024-02-29T01:24:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,6.389618922470433,53.67647058823529,1610612741,9,19,2024-02-29T01:28:18Z,780000,False,-18.0,8.0,1,left,MISS T. Taylor driving Layup,[1630678],1610612741.0,CHI,driving,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2024-02-29T01:24:18.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,9,19,2024-02-29T01:28:18Z,790000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,79.0,3.0,1.0,2.0,,,,,
123,PT05M39.00S,2024-02-29T01:24:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.995400788436268,50.49019607843137,1610612741,9,19,2024-02-29T01:30:02Z,800000,False,-2.0,4.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,,,,,,,,,,,,
124,PT05M38.00S,2024-02-29T01:24:19.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,9,19,2024-02-29T01:30:27Z,805000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,123.0,4.0,1.0,3.0,,,,,
82,PT05M38.00S,2024-02-29T01:24:21.4Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612741,9,19,2024-02-29T01:24:43Z,810000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1629731, 202696]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,1.0,0.0,Vucevic,202696.0,,,,,,,,,
84,PT05M38.00S,2024-02-29T01:24:45.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202696,,,1610612741,9,19,2024-02-29T01:30:02Z,830000,False,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT05M38.00S,2024-02-29T01:24:45.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,9,19,2024-02-29T01:24:45Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,
86,PT05M38.00S,2024-02-29T01:25:00.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202696,,,1610612741,10,19,2024-02-29T01:30:02Z,850000,False,,,0,,N. Vucevic Free Throw 2 of 2 (1 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
