actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
168,PT11M33.00S,2024-03-17T00:40:37.5Z,2,REGULAR,2pt,Jump Shot,[],1631098,70.25295663600527,59.068627450980394,1610612764,34,19,2024-03-17T00:40:43Z,1670000,False,45.0,227.0,1,right,MISS J. Davis 23' pullup Shot,[1631098],1610612764.0,WAS,pullup,,,Davis,J. Davis,,,,,Mid-Range,16-24 Center,23.16,Missed,,,,,,,,,,,,,,,,,,
169,PT11M28.00S,2024-03-17T00:40:42.5Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,34,19,2024-03-17T00:40:43Z,1680000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT11M17.00S,2024-03-17T00:40:54.3Z,2,REGULAR,2pt,Jump Shot,[],1628975,17.0335085413929,22.30392156862745,1610612741,36,19,2024-03-17T00:40:58Z,1690000,False,138.0,108.0,1,left,J. Carter 17' pullup Jump Shot (2 PTS) (O. Bitim 1 AST),"[1628975, 1641931]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,17.54,Made,,,,,2.0,,O. Bitim,1641931.0,1.0,,,,,,,,,
172,PT11M17.00S,2024-03-17T00:40:58.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,36,19,2024-03-17T00:40:58Z,1710000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M17.00S,2024-03-17T00:43:02.6Z,2,REGULAR,substitution,out,[],1628975,,,1610612764,36,19,2024-03-17T00:43:12Z,1720000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M17.00S,2024-03-17T00:43:02.6Z,2,REGULAR,substitution,in,[],1631207,,,1610612764,36,19,2024-03-17T00:43:12Z,1730000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M01.00S,2024-03-17T00:44:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,88.64980289093299,50.49019607843137,1610612764,36,21,2024-03-17T00:44:16Z,1740000,False,2.0,54.0,1,right,C. Kispert driving floating Jump Shot (5 PTS) (P. Baldwin Jr. 1 AST),"[1630557, 1631116]",1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,5.0,,P. Baldwin Jr.,1631116.0,1.0,,,,,,,,,
178,PT10M37.00S,2024-03-17T00:44:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,19.793035479632064,58.333333333333336,1610612741,38,21,2024-03-17T00:44:43Z,1760000,False,-42.0,134.0,1,left,A. Caruso 14' step back Jump Shot (9 PTS),[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,14.0,Made,,,,,9.0,,,,,,,,,,,,,
179,PT10M26.00S,2024-03-17T00:44:47.6Z,2,REGULAR,3pt,Jump Shot,[],1631098,94.43166885676742,2.941176470588235,1610612764,38,24,2024-03-17T00:44:51Z,1770000,False,-235.0,0.0,1,right,J. Davis 3PT  (3 PTS) (J. Poole 4 AST),"[1631098, 1629673]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,3.0,,J. Poole,1629673.0,4.0,,,,,,,,,
181,PT10M13.00S,2024-03-17T00:45:03.2Z,2,REGULAR,foul,personal,['2freethrow'],1631116,,,1610612741,38,24,2024-03-17T00:45:13Z,1790000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (1 PF) (Drummond 2 FT),"[1631116, 203083]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,,,,1.0,0.0,Drummond,203083.0,,,,,
183,PT10M13.00S,2024-03-17T00:45:23.6Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,39,24,2024-03-17T00:45:23Z,1810000,False,,,0,,A. Drummond Free Throw 1 of 2 (7 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
184,PT10M13.00S,2024-03-17T00:45:28.2Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,39,24,2024-03-17T00:45:34Z,1820000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M13.00S,2024-03-17T00:45:28.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,39,24,2024-03-17T00:45:34Z,1830000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M13.00S,2024-03-17T00:45:43.4Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,40,24,2024-03-17T00:45:43Z,1840000,False,,,0,,A. Drummond Free Throw 2 of 2 (8 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
187,PT09M57.00S,2024-03-17T00:46:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,91.67214191852825,64.2156862745098,1610612764,40,24,2024-03-17T00:46:07Z,1850000,False,71.0,26.0,1,right,MISS J. Davis 7' driving floating Shot,[1631098],1610612764.0,WAS,driving floating,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
188,PT09M54.00S,2024-03-17T00:46:03.1Z,2,REGULAR,rebound,defensive,[],1631207,,,1610612741,40,24,2024-03-17T00:46:03Z,1860000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT09M50.00S,2024-03-17T00:46:07.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631207,6.521024967148489,45.588235294117645,1610612741,40,24,2024-03-17T00:47:11Z,1870000,False,22.0,9.0,1,left,MISS D. Terry running pullup Shot,[1631207],1610612741.0,CHI,running pullup,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
190,PT09M48.00S,2024-03-17T00:46:09.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,40,24,2024-03-17T00:47:11Z,1880000,False,,,0,,A. Drummond REBOUND (Off:2 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,189.0,2.0,0.0,2.0,,,,,,,,,,,,,,
191,PT09M46.00S,2024-03-17T00:46:11.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,25.706307490144546,16.666666666666664,1610612741,43,24,2024-03-17T00:46:18Z,1890000,False,167.0,189.0,1,left,A. Dosunmu 25' 3PT  (7 PTS) (A. Drummond 1 AST),"[1630245, 203083]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,7.0,,A. Drummond,203083.0,1.0,,,,,,,,,
193,PT09M31.00S,2024-03-17T00:46:26.9Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612764,43,24,2024-03-17T00:46:31Z,1910000,False,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1641931]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Bitim,1641931.0,,
194,PT09M31.00S,2024-03-17T00:46:26.9Z,2,REGULAR,steal,,[],1641931,,,1610612741,43,24,2024-03-17T00:46:28Z,1920000,False,,,0,,O. Bitim STEAL (1 STL),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
195,PT09M28.00S,2024-03-17T00:46:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,5.863994743758213,47.05882352941176,1610612741,45,24,2024-03-17T00:46:36Z,1930000,False,15.0,3.0,1,left,A. Dosunmu running Layup (9 PTS) (O. Bitim 2 AST),"[1630245, 1641931]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,9.0,,O. Bitim,1641931.0,2.0,,,,,,,,,
197,PT09M05.00S,2024-03-17T00:46:55.2Z,2,REGULAR,turnover,traveling,[],1629673,,,1610612764,45,24,2024-03-17T00:47:00Z,1950000,False,,,0,,J. Poole traveling TURNOVER (3 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,202058.0,,,,,,,,3.0,,,,
198,PT08M55.00S,2024-03-17T00:47:16.6Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,45,24,2024-03-17T00:47:20Z,1960000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1629673]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Poole,1629673.0,,
199,PT08M55.00S,2024-03-17T00:47:16.6Z,2,REGULAR,steal,,[],1629673,,,1610612764,45,24,2024-03-17T00:47:18Z,1970000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
200,PT08M52.00S,2024-03-17T00:47:20.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629673,71.30420499342969,78.92156862745098,1610612764,45,27,2024-03-17T00:48:17Z,1980000,False,145.0,217.0,1,right,J. Poole 26' 3PT running pullup (5 PTS) (J. Davis 1 AST),"[1629673, 1631098]",1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.09,Made,,,,,5.0,,J. Davis,1631098.0,1.0,,,,,,,,,
202,PT08M39.00S,2024-03-17T00:47:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,8.229303547963205,48.28431372549019,1610612741,45,27,2024-03-17T00:47:37Z,2000000,False,9.0,25.0,1,left,MISS A. Dosunmu driving finger roll Layup - blocked,"[1630245, 1630557]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,Kispert,1630557.0
203,PT08M39.00S,2024-03-17T00:47:32.8Z,2,REGULAR,block,,[],1630557,,,1610612741,45,27,2024-03-17T00:47:36Z,2010000,False,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT08M34.00S,2024-03-17T00:47:37.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,45,27,2024-03-17T00:47:37Z,2020000,False,,,0,,A. Drummond REBOUND (Off:3 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,202.0,3.0,0.0,3.0,,,,,,,,,,,,,,
205,PT08M33.00S,2024-03-17T00:47:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,9.280551905387648,47.549019607843135,1610612741,45,27,2024-03-17T00:47:45Z,2030000,False,12.0,35.0,1,left,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
206,PT08M31.00S,2024-03-17T00:47:40.4Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,45,27,2024-03-17T00:47:45Z,2040000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT08M29.00S,2024-03-17T00:47:43.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626158,94.1688567674113,49.754901960784316,1610612764,45,29,2024-03-17T00:47:50Z,2050000,False,-1.0,2.0,1,right,R. Holmes running DUNK (6 PTS) (J. Poole 5 AST),"[1626158, 1629673]",1610612764.0,WAS,running,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,6.0,,J. Poole,1629673.0,5.0,,,,,,,,,
209,PT08M29.00S,2024-03-17T00:47:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,45,29,2024-03-17T00:47:47Z,2070000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M19.00S,2024-03-17T00:50:54.0Z,2,REGULAR,3pt,Jump Shot,[],1630245,29.38567674113009,26.96078431372549,1610612741,48,29,2024-03-17T00:50:59Z,2080000,False,115.0,224.0,1,left,A. Dosunmu 25' 3PT  (12 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.16,Made,,,,,12.0,,D. DeRozan,201942.0,3.0,,,,,,,,,
212,PT08M04.00S,2024-03-17T00:51:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,84.70762155059133,44.36274509803921,1610612764,48,29,2024-03-17T00:51:19Z,2100000,False,-28.0,91.0,1,right,MISS C. Kispert 9' fadeaway Shot,[1630557],1610612764.0,WAS,fadeaway,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,,,,,,,
213,PT07M59.00S,2024-03-17T00:51:14.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,48,29,2024-03-17T00:51:19Z,2110000,False,,,0,,A. Drummond REBOUND (Off:3 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,212.0,4.0,1.0,3.0,,,,,,,,,,,,,,
214,PT07M54.00S,2024-03-17T00:51:19.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.389618922470433,48.529411764705884,1610612741,50,29,2024-03-17T00:51:32Z,2120000,False,7.0,8.0,1,left,A. Dosunmu running Layup (14 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,14.0,,,,,,,,,,,,,
215,PT07M53.00S,2024-03-17T00:51:23.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,50,29,2024-03-17T00:51:23Z,2130000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,out,[],201942,,,1610612764,50,29,2024-03-17T00:53:00Z,2140000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,out,[],1641931,,,1610612764,50,29,2024-03-17T00:53:00Z,2150000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,out,[],1631098,,,1610612764,50,29,2024-03-17T00:53:00Z,2160000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,out,[],1631116,,,1610612764,50,29,2024-03-17T00:53:00Z,2170000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,in,[],1627936,,,1610612764,50,29,2024-03-17T00:53:00Z,2180000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,in,[],1628470,,,1610612764,50,29,2024-03-17T00:53:00Z,2190000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,50,29,2024-03-17T00:53:00Z,2200000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M53.00S,2024-03-17T00:52:42.4Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,50,29,2024-03-17T00:53:00Z,2210000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M32.00S,2024-03-17T00:53:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630557,66.04796320630749,29.901960784313726,1610612764,50,29,2024-03-17T00:53:44Z,2230000,False,-100.0,267.0,1,right,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,28.49,Missed,,,,,,,,,,,,,,,,,,
226,PT07M29.00S,2024-03-17T00:53:42.7Z,2,REGULAR,rebound,defensive,[],1631207,,,1610612741,50,29,2024-03-17T00:53:44Z,2240000,False,,,0,,D. Terry REBOUND (Off:0 Def:2),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT07M18.00S,2024-03-17T00:53:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612741,50,29,2024-03-17T00:54:18Z,2250000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Drummond 2 FT),"[1630557, 203083]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,2002.0,,,,1.0,0.0,Drummond,203083.0,,,,,
229,PT07M18.00S,2024-03-17T00:54:18.9Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,50,29,2024-03-17T00:54:18Z,2270000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
230,PT07M18.00S,2024-03-17T00:54:18.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,50,29,2024-03-17T00:54:18Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,
231,PT07M18.00S,2024-03-17T00:54:32.8Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,51,29,2024-03-17T00:54:32Z,2290000,False,,,0,,A. Drummond Free Throw 2 of 2 (9 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
232,PT07M01.00S,2024-03-17T00:54:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.24901445466492,53.431372549019606,1610612764,51,31,2024-03-17T00:55:22Z,2300000,False,17.0,11.0,1,right,C. Kispert cutting Layup (7 PTS) (J. Poole 6 AST),"[1630557, 1629673]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,7.0,,J. Poole,1629673.0,6.0,,,,,,,,,
234,PT07M01.00S,2024-03-17T00:54:56.7Z,2,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612764,51,31,2024-03-17T00:55:02Z,2320000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Kispert 1 FT),"[1628470, 1630557]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,2002.0,,,,1.0,0.0,Kispert,1630557.0,,,,,
236,PT07M01.00S,2024-03-17T00:55:19.0Z,2,REGULAR,freethrow,1 of 1,[],1630557,,,1610612764,51,32,2024-03-17T00:55:19Z,2340000,False,,,0,,C. Kispert Free Throw 1 of 1 (8 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
238,PT06M39.00S,2024-03-17T00:56:00.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.521024967148489,46.568627450980394,1610612741,53,32,2024-03-17T00:56:05Z,2360000,False,17.0,9.0,1,left,A. Dosunmu driving finger roll Layup (16 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,16.0,,,,,,,,,,,,,
239,PT06M22.00S,2024-03-17T00:56:18.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641731,92.46057818659659,54.166666666666664,1610612764,53,32,2024-03-17T00:56:41Z,2370000,False,21.0,18.0,1,right,MISS B. Coulibaly driving Hook,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
240,PT06M20.00S,2024-03-17T00:56:20.1Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,53,32,2024-03-17T00:56:26Z,2380000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,,
241,PT06M17.00S,2024-03-17T00:56:23.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627936,5.601182654402102,49.01960784313725,1610612741,55,32,2024-03-17T00:56:30Z,2390000,False,5.0,0.0,1,left,A. Caruso running DUNK (11 PTS),[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,11.0,,,,,,,,,,,,,
242,PT05M56.00S,2024-03-17T00:56:43.9Z,2,REGULAR,2pt,Jump Shot,[],1629673,77.4802890932983,31.862745098039213,1610612764,55,32,2024-03-17T00:56:47Z,2400000,False,-91.0,159.0,1,right,MISS J. Poole 18' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,18.32,Missed,,,,,,,,,,,,,,,,,,
243,PT05M54.00S,2024-03-17T00:56:46.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,55,32,2024-03-17T00:56:46Z,2410000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,242.0,5.0,2.0,3.0,,,,,,,,,,,,,,
244,PT05M47.00S,2024-03-17T00:56:52.6Z,2,REGULAR,turnover,lost ball,[],1631207,,,1610612741,55,32,2024-03-17T00:56:57Z,2420000,False,,,0,,D. Terry lost ball TURNOVER (1 TO),"[1631207, 1630557]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0,,
245,PT05M47.00S,2024-03-17T00:56:52.6Z,2,REGULAR,steal,,[],1630557,,,1610612764,55,32,2024-03-17T00:56:54Z,2430000,False,,,0,,C. Kispert STEAL (2 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT05M32.00S,2024-03-17T00:57:13.2Z,2,REGULAR,foul,personal,[],1631207,,,1610612764,55,32,2024-03-17T00:57:20Z,2440000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1641731]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202058.0,,,,1.0,0.0,Coulibaly,1641731.0,,,,,
248,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,out,[],203083,,,1610612764,55,32,2024-03-17T00:57:36Z,2460000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,out,[],1631207,,,1610612764,55,32,2024-03-17T00:57:36Z,2470000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612764,55,32,2024-03-17T00:57:36Z,2480000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,out,[],1629673,,,1610612764,55,32,2024-03-17T00:57:36Z,2490000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,in,[],1641931,,,1610612764,55,32,2024-03-17T00:57:36Z,2500000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M32.00S,2024-03-17T00:57:22.4Z,2,REGULAR,substitution,in,[],201942,,,1610612764,55,32,2024-03-17T00:57:36Z,2510000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
