actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
38,PT08M58.00S,2023-11-13T00:13:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,93.64323258869908,52.94117647058824,1610612741,0,4,2023-11-13T00:13:53Z,380000,False,15.0,7.0,1,right,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.64,Missed,White,C. White,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2023-11-13T00:13:50.9Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,4,2023-11-13T00:13:53Z,390000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,38.0,5.0,4.0,1.0,,,,,,,,,,,,,,
40,PT08M49.00S,2023-11-13T00:13:58.3Z,1,REGULAR,turnover,bad pass,[],1628963,,,1610612765,0,4,2023-11-13T00:14:01Z,400000,False,,,0,,M. Bagley III bad pass TURNOVER (1 TO),"[1628963, 203897]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,,Bagley III,M. Bagley III,,,,,,,,,,,1.0,LaVine,203897.0,,,,,
41,PT08M49.00S,2023-11-13T00:13:58.3Z,1,REGULAR,steal,,[],203897,,,1610612741,0,4,2023-11-13T00:14:00Z,410000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
42,PT08M41.00S,2023-11-13T00:14:09.4Z,1,REGULAR,foul,personal,[],1630595,,,1610612741,0,4,2023-11-13T00:14:14Z,420000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 203897]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,203177.0,1.0,0.0,LaVine,203897.0
44,PT08M37.00S,2023-11-13T00:14:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,92.9862023653088,48.77450980392157,1610612741,2,4,2023-11-13T00:15:02Z,440000,False,-6.0,13.0,1,right,D. DeRozan driving Layup (2 PTS) (N. Vucevic 1 AST),"[201942, 202696]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.47,Made,DeRozan,D. DeRozan,,,,,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,
49,PT08M16.00S,2023-11-13T00:14:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.802233902759525,47.794117647058826,1610612765,2,4,2023-11-13T00:15:05Z,460000,False,11.0,256.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,25.6,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
50,PT08M16.00S,2023-11-13T00:14:52.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,4,2023-11-13T00:15:05Z,470000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,Vucevic,N. Vucevic,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT08M05.00S,2023-11-13T00:15:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.51182654402102,51.470588235294116,1610612741,4,4,2023-11-13T00:15:10Z,480000,False,7.0,8.0,1,right,Z. LaVine cutting Layup (2 PTS),[203897],1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,1.13,Made,LaVine,Z. LaVine,,,,,2.0,,,,,,,,,,,,,
52,PT07M54.00S,2023-11-13T00:15:14.8Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,4,4,2023-11-13T00:15:18Z,490000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1628470]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Cunningham,C. Cunningham,,,,,,,,,,,1.0,Craig,1628470.0,,,,,
53,PT07M54.00S,2023-11-13T00:15:14.8Z,1,REGULAR,steal,,[],1628470,,,1610612741,4,4,2023-11-13T00:15:16Z,500000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2023-11-13T00:15:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,87.20433639947439,4.166666666666666,1610612741,7,4,2023-11-13T00:15:35Z,510000,False,-229.0,68.0,1,right,C. White 3PT  (3 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.9,Made,White,C. White,,,,,3.0,Z. LaVine,203897.0,1.0,,,,,,,,,,
56,PT07M27.00S,2023-11-13T00:15:43.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612765,7,4,2023-11-13T00:16:03Z,530000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Stewart 2 FT),"[201942, 1630191]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,1628485.0,1.0,0.0,Stewart,1630191.0
58,PT07M27.00S,2023-11-13T00:16:09.4Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,7,5,2023-11-13T00:19:21Z,550000,False,,,0,,I. Stewart Free Throw 1 of 2 (3 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,3.0,,,,,,,,,,,,,
59,PT07M27.00S,2023-11-13T00:16:14.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,7,5,2023-11-13T00:16:14Z,560000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M27.00S,2023-11-13T00:16:09.4Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,7,5,2023-11-13T00:19:21Z,570000,False,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,,,,,,,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
61,PT07M24.00S,2023-11-13T00:16:12.4Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,7,5,2023-11-13T00:19:21Z,580000,False,,,0,,A. Thompson REBOUND (Off:2 Def:4),[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,60.0,6.0,4.0,2.0,,,,,,,,,,,,,,
62,PT07M12.00S,2023-11-13T00:19:48.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,9.724047306176084,76.98376225490196,1610612765,7,5,2023-11-13T00:20:01Z,590000,False,-135.0,39.0,1,left,MISS K. Hayes 14' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Left,14.04,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
63,PT07M11.00S,2023-11-13T00:19:49.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,7,5,2023-11-13T00:20:01Z,600000,False,,,0,,A. Thompson REBOUND (Off:3 Def:4),[1641709],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Thompson,A. Thompson,62.0,7.0,4.0,3.0,,,,,,,,,,,,,,
64,PT07M11.00S,2023-11-13T00:19:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,7,7,2023-11-13T00:19:54Z,610000,False,0.0,0.0,1,left,A. Thompson putback Layup (2 PTS),[1641709],1610612765.0,DET,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Thompson,A. Thompson,,,,,2.0,,,,,,,,,,,,,
65,PT07M11.00S,2023-11-13T00:19:55.3Z,1,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612765,7,7,2023-11-13T00:20:04Z,620000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Thompson 1 FT),"[1628470, 1641709]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Craig,T. Craig,,,,,,,,,,,,,,2534.0,1.0,0.0,Thompson,1641709.0
67,PT07M11.00S,2023-11-13T00:20:15.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641709,,,1610612765,7,8,2023-11-13T00:20:15Z,640000,False,,,0,,A. Thompson Free Throw 1 of 1 (3 PTS),[1641709],1610612765.0,DET,,,,,,,,,,Made,Thompson,A. Thompson,,,,,3.0,,,,,,,,,,,,,
68,PT06M44.00S,2023-11-13T00:20:44.6Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.30026281208936,96.32352941176471,1610612741,10,8,2023-11-13T00:20:48Z,650000,False,232.0,1.0,1,right,T. Craig 3PT  (3 PTS) (C. White 1 AST),"[1628470, 1629632]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.16,Made,Craig,T. Craig,,,,,3.0,C. White,1629632.0,1.0,,,,,,,,,,
70,PT06M23.00S,2023-11-13T00:21:05.3Z,1,REGULAR,3pt,Jump Shot,[],1630165,29.122864651773984,75.49019607843137,1610612765,10,11,2023-11-13T00:24:20Z,670000,False,-127.0,221.0,1,left,K. Hayes 25' 3PT  (3 PTS) (C. Cunningham 1 AST),"[1630165, 1630595]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.54,Made,Hayes,K. Hayes,,,,,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,
72,PT06M15.00S,2023-11-13T00:21:15.0Z,1,REGULAR,3pt,Jump Shot,[],203897,78.0059132720105,10.784313725490197,1610612741,10,11,2023-11-13T00:21:25Z,690000,False,-196.0,154.0,1,right,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,24.95,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2023-11-13T00:21:17.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,10,11,2023-11-13T00:21:25Z,700000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Hayes,K. Hayes,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT06M04.00S,2023-11-13T00:21:25.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.203022339027594,23.03921568627451,1610612765,10,11,2023-11-13T00:21:29Z,710000,False,135.0,213.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.17,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
75,PT06M02.00S,2023-11-13T00:21:27.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,11,2023-11-13T00:21:29Z,720000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Vucevic,N. Vucevic,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,
76,PT05M59.00S,2023-11-13T00:21:32.7Z,1,REGULAR,foul,personal,[],1630165,,,1610612741,10,11,2023-11-13T00:21:37Z,730000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1629632]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,Hayes,K. Hayes,,,,,,,,,,,,,,2534.0,1.0,0.0,White,1629632.0
78,PT05M59.00S,2023-11-13T00:21:37.4Z,1,REGULAR,substitution,out,[],201942,,,1610612741,10,11,2023-11-13T00:21:46Z,750000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
79,PT05M59.00S,2023-11-13T00:21:37.4Z,1,REGULAR,substitution,out,[],1630165,,,1610612741,10,11,2023-11-13T00:21:46Z,760000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
80,PT05M59.00S,2023-11-13T00:21:37.4Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,10,11,2023-11-13T00:21:46Z,770000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
81,PT05M59.00S,2023-11-13T00:21:37.4Z,1,REGULAR,substitution,in,[],1631204,,,1610612741,10,11,2023-11-13T00:21:46Z,780000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2023-11-13T00:21:59.1Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,10,11,2023-11-13T00:22:05Z,790000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1631204]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,White,C. White,,,,,,,,,,,1.0,Sasser,1631204.0,,,,,
83,PT05M49.00S,2023-11-13T00:21:59.1Z,1,REGULAR,steal,,[],1631204,,,1610612765,10,11,2023-11-13T00:22:01Z,800000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
