actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT00M00.00S,2023-11-13T00:36:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630164,32.14520367936925,45.34313725490196,1610612765,22,31,2023-11-13T00:36:56Z,1630000,False,23.0,250.0,1,left,MISS J. Wiseman 25' 3PT,[1630164],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,25.08,Missed,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
176,PT00M00.00S,2023-11-13T00:36:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,22,31,2023-11-13T00:36:56Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,,175.0,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2023-11-13T00:36:54.1Z,1,REGULAR,period,end,[],0,,,1610612765,22,31,2023-11-13T00:36:54Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-11-13T00:39:28.6Z,2,REGULAR,period,start,[],0,,,1610612741,22,31,2023-11-13T00:39:28Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M41.00S,2023-11-13T00:39:45.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,79.97700394218134,35.049019607843135,1610612741,22,31,2023-11-13T00:39:51Z,1670000,False,-75.0,136.0,1,right,MISS D. DeRozan 15' step back Shot,[201942],1610612741.0,CHI,step back,,,,,,In The Paint (Non-RA),8-16 Center,15.5,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
180,PT11M39.00S,2023-11-13T00:39:47.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,22,31,2023-11-13T00:39:47Z,1680000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Drummond,A. Drummond,179.0,1.0,0.0,1.0,,,,,,,,,,,,,,
181,PT11M38.00S,2023-11-13T00:39:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.24901445466492,50.49019607843137,1610612741,24,31,2023-11-13T00:40:03Z,1690000,False,2.0,11.0,1,right,A. Drummond putback Layup (2 PTS),[203083],1610612741.0,CHI,putback,,,,,,Restricted Area,0-8 Center,1.13,Made,Drummond,A. Drummond,,,,,2.0,,,,,,,,,,,,,
182,PT11M20.00S,2023-11-13T00:40:07.7Z,2,REGULAR,2pt,Jump Shot,[],202692,4.28712220762155,25.0,1610612765,24,33,2023-11-13T00:40:51Z,1700000,False,125.0,-12.0,1,left,A. Burks 12' pullup Jump Shot (10 PTS) (J. Ivey 1 AST),"[202692, 1631093]",1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Right,12.56,Made,Burks,A. Burks,,,,,10.0,J. Ivey,1631093.0,1.0,,,,,,,,,,
184,PT11M08.00S,2023-11-13T00:40:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,88.12417871222075,48.77450980392157,1610612741,24,33,2023-11-13T00:40:37Z,1720000,False,-6.0,59.0,1,right,MISS P. Williams Jump Shot - blocked,"[1630172, 1630164]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,Williams,P. Williams,,,,,,,,,Wiseman,1630164.0,,,,,,,,
185,PT11M08.00S,2023-11-13T00:40:20.6Z,2,REGULAR,block,,[],1630164,,,1610612741,24,33,2023-11-13T00:40:23Z,1730000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
186,PT11M08.00S,2023-11-13T00:40:20.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,24,33,2023-11-13T00:40:37Z,1740000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,184.0,,,,,,,,,,,,,,,,,
187,PT11M08.00S,2023-11-13T00:40:38.2Z,2,REGULAR,foul,personal,[],203083,,,1610612765,24,33,2023-11-13T00:56:10Z,1750000,False,,,0,,A. Drummond loose ball personal FOUL (1 PF),"[203083, 1628995]",1610612741.0,CHI,loose ball,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,1628485.0,1.0,0.0,Knox II,1628995.0
189,PT11M08.00S,2023-11-13T00:40:49.3Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,24,33,2023-11-13T00:40:57Z,1770000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
190,PT11M08.00S,2023-11-13T00:40:49.3Z,2,REGULAR,substitution,out,[],1628995,,,1610612765,24,33,2023-11-13T00:40:57Z,1780000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,,,,,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,
191,PT11M08.00S,2023-11-13T00:40:49.3Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,24,33,2023-11-13T00:40:57Z,1790000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
192,PT11M08.00S,2023-11-13T00:40:49.3Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,24,33,2023-11-13T00:40:57Z,1800000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
193,PT10M56.00S,2023-11-13T00:41:04.0Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612765,24,33,2023-11-13T00:41:12Z,1810000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Thompson 2 FT),"[203083, 1641709]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,203177.0,2.0,0.0,Thompson,1641709.0
195,PT10M56.00S,2023-11-13T00:41:24.4Z,2,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,24,34,2023-11-13T00:41:24Z,1830000,False,,,0,,A. Thompson Free Throw 1 of 2 (4 PTS),[1641709],1610612765.0,DET,,,,,,,,,,Made,Thompson,A. Thompson,,,,,4.0,,,,,,,,,,,,,
196,PT10M56.00S,2023-11-13T00:41:28.4Z,2,REGULAR,substitution,out,[],202692,,,1610612765,24,34,2023-11-13T00:41:31Z,1840000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2023-11-13T00:41:28.4Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,24,34,2023-11-13T00:41:31Z,1850000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
198,PT10M56.00S,2023-11-13T00:41:24.4Z,2,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,24,34,2023-11-13T00:41:45Z,1860000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,,,,,,,Missed,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
199,PT10M54.00S,2023-11-13T00:41:26.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,24,34,2023-11-13T00:41:45Z,1870000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,198.0,2.0,1.0,1.0,,,,,,,,,,,,,,
200,PT10M40.00S,2023-11-13T00:41:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.48094612352168,43.79212622549019,1610612741,24,34,2023-11-13T00:42:03Z,1880000,False,-31.0,-1.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.1,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
201,PT10M37.00S,2023-11-13T00:42:00.6Z,2,REGULAR,rebound,offensive,[],201942,,,1610612741,24,34,2023-11-13T00:42:03Z,1890000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,DeRozan,D. DeRozan,200.0,1.0,0.0,1.0,,,,,,,,,,,,,,
202,PT10M35.00S,2023-11-13T00:42:01.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,86.67871222076215,26.225490196078432,1610612741,24,34,2023-11-13T00:42:06Z,1900000,False,-119.0,73.0,1,right,MISS D. DeRozan 13' pullup bank Shot,[201942],1610612741.0,CHI,pullup bank,,,,,,Mid-Range,8-16 Left,13.94,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
203,PT10M35.00S,2023-11-13T00:42:01.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,24,34,2023-11-13T00:42:06Z,1910000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Drummond,A. Drummond,202.0,3.0,1.0,2.0,,,,,,,,,,,,,,
205,PT10M26.00S,2023-11-13T00:42:28.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,91.80354796320631,55.14705882352941,1610612741,24,34,2023-11-13T00:42:34Z,1930000,False,26.0,25.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 1630164]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.55,Missed,DeRozan,D. DeRozan,,,,,,,,,Wiseman,1630164.0,,,,,,,,
206,PT10M26.00S,2023-11-13T00:42:28.5Z,2,REGULAR,block,,[],1630164,,,1610612741,24,34,2023-11-13T00:42:31Z,1940000,False,,,0,,J. Wiseman BLOCK (2 BLK),[1630164],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
207,PT10M26.00S,2023-11-13T00:42:28.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,24,34,2023-11-13T00:42:34Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,,205.0,,,,,,,,,,,,,,,,,
209,PT10M24.00S,2023-11-13T00:42:53.7Z,2,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612741,24,34,2023-11-13T00:42:59Z,1970000,False,,,0,,J. Carter lost ball out-of-bounds TURNOVER (1 TO),[1628975],1610612741.0,CHI,lost ball,,,,,,Right Corner 3,24+ Right,,,Carter,J. Carter,,,,,,,,,,,1.0,,,203177.0,,,,
210,PT10M07.00S,2023-11-13T00:43:11.5Z,2,REGULAR,turnover,bad pass,[],1631204,,,1610612765,24,34,2023-11-13T00:43:15Z,1980000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1630245]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Sasser,M. Sasser,,,,,,,,,,,2.0,Dosunmu,1630245.0,,,,,
211,PT10M07.00S,2023-11-13T00:43:11.5Z,2,REGULAR,steal,,[],1630245,,,1610612741,24,34,2023-11-13T00:43:13Z,1990000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
212,PT09M52.00S,2023-11-13T00:43:26.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,74.32654402102497,84.06862745098039,1610612741,24,34,2023-11-13T00:43:33Z,2000000,False,170.0,189.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.43,Missed,Carter,J. Carter,,,,,,,,,,,,,,,,,,
213,PT09M45.00S,2023-11-13T00:43:33.3Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,24,34,2023-11-13T00:43:33Z,2010000,False,,,0,,A. Drummond REBOUND (Off:3 Def:1),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Drummond,A. Drummond,212.0,4.0,1.0,3.0,,,,,,,,,,,,,,
214,PT09M45.00S,2023-11-13T00:43:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,94.40999984741211,50.0,1610612741,26,34,2023-11-13T00:43:32Z,2020000,False,0.0,0.0,1,right,A. Drummond tip Layup (4 PTS),[203083],1610612741.0,CHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Drummond,A. Drummond,,,,,4.0,,,,,,,,,,,,,
215,PT09M34.00S,2023-11-13T00:43:43.2Z,2,REGULAR,2pt,Jump Shot,[],1630164,25.837713534822605,42.15686274509804,1610612765,26,36,2023-11-13T00:43:48Z,2030000,False,39.0,190.0,1,left,J. Wiseman 19' pullup Jump Shot (4 PTS) (K. Hayes 1 AST),"[1630164, 1630165]",1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,19.44,Made,Wiseman,J. Wiseman,,,,,4.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
217,PT09M20.00S,2023-11-13T00:43:58.0Z,2,REGULAR,3pt,Jump Shot,[],1630172,76.42904073587385,11.76470588235294,1610612741,26,36,2023-11-13T00:44:03Z,2050000,False,-191.0,169.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,
218,PT09M16.00S,2023-11-13T00:44:02.0Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,26,36,2023-11-13T00:44:03Z,2060000,False,,,0,,A. Thompson REBOUND (Off:4 Def:6),[1641709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Thompson,A. Thompson,217.0,10.0,6.0,4.0,,,,,,,,,,,,,,
219,PT09M09.00S,2023-11-13T00:44:12.6Z,2,REGULAR,3pt,Jump Shot,[],1630595,4.681340341655716,94.11764705882352,1610612765,26,36,2023-11-13T00:44:20Z,2070000,False,-221.0,-8.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.08,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
220,PT09M06.00S,2023-11-13T00:44:15.6Z,2,REGULAR,rebound,offensive,[],1630164,,,1610612765,26,36,2023-11-13T01:03:29Z,2080000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Wiseman,J. Wiseman,219.0,1.0,0.0,1.0,,,,,,,,,,,,,,
334,PT09M04.00S,2023-11-13T00:44:16.9Z,2,REGULAR,turnover,bad pass,[],1630164,,,1610612765,26,36,2023-11-13T01:04:04Z,2085000,False,,,0,,J. Wiseman bad pass TURNOVER (1 TO),"[1630164, 1630245]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,
335,PT09M04.00S,2023-11-13T00:44:16.9Z,2,REGULAR,steal,,[],1630245,,,1610612741,26,36,2023-11-13T01:03:55Z,2087500,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
221,PT08M56.00S,2023-11-13T00:44:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630245,93.38042049934296,50.0,1610612741,28,36,2023-11-13T01:03:55Z,2090000,False,0.0,10.0,1,right,A. Dosunmu driving Layup (4 PTS),[1630245],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.97,Made,Dosunmu,A. Dosunmu,,,,,4.0,,,,,,,,,,,,,
222,PT08M37.00S,2023-11-13T00:44:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,12.614980289093298,48.939185049019606,1610612765,28,36,2023-11-13T00:46:50Z,2100000,False,5.0,66.0,1,left,MISS K. Hayes 6' driving floating Shot - blocked,"[1630165, 1630172]",1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,Hayes,K. Hayes,,,,,,,,,Williams,1630172.0,,,,,,,,
223,PT08M37.00S,2023-11-13T00:44:41.3Z,2,REGULAR,block,,[],1630172,,,1610612765,28,36,2023-11-13T00:44:44Z,2110000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
224,PT08M33.00S,2023-11-13T00:44:45.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,28,36,2023-11-13T00:44:55Z,2120000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Drummond,A. Drummond,222.0,5.0,2.0,3.0,,,,,,,,,,,,,,
225,PT08M25.00S,2023-11-13T00:44:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,88.51839684625493,43.13725490196079,1610612741,30,36,2023-11-13T00:44:59Z,2130000,False,-34.0,55.0,1,right,D. DeRozan 6' driving floating Jump Shot (7 PTS),[201942],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,DeRozan,D. DeRozan,,,,,7.0,,,,,,,,,,,,,
226,PT08M09.00S,2023-11-13T00:45:08.6Z,2,REGULAR,3pt,Jump Shot,[],1631204,26.49474375821288,17.647058823529413,1610612765,30,36,2023-11-13T00:45:16Z,2140000,False,162.0,197.0,1,left,MISS M. Sasser 25' 3PT,[1631204],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.46,Missed,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
227,PT08M06.00S,2023-11-13T00:45:11.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,30,36,2023-11-13T00:45:11Z,2150000,False,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Drummond,A. Drummond,226.0,6.0,3.0,3.0,,,,,,,,,,,,,,
228,PT07M59.00S,2023-11-13T00:45:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.72339027595268,47.549019607843135,1610612741,32,36,2023-11-13T00:45:30Z,2160000,False,-12.0,16.0,1,right,D. DeRozan driving Layup (9 PTS),[201942],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.01,Made,DeRozan,D. DeRozan,,,,,9.0,,,,,,,,,,,,,
229,PT07M59.00S,2023-11-13T00:45:24.0Z,2,REGULAR,foul,personal,['1freethrow'],1630164,,,1610612741,32,36,2023-11-13T00:45:51Z,2170000,False,,,0,,J. Wiseman shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1630164, 201942]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,2534.0,1.0,0.0,DeRozan,201942.0
231,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,out,[],203083,,,1610612741,32,36,2023-11-13T00:46:21Z,2190000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
232,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,32,36,2023-11-13T00:46:21Z,2200000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
233,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,out,[],1630164,,,1610612741,32,36,2023-11-13T00:46:21Z,2210000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,,,,,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,
234,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,out,[],1631204,,,1610612741,32,36,2023-11-13T00:46:21Z,2220000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
235,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,in,[],1628470,,,1610612741,32,36,2023-11-13T00:46:21Z,2230000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
236,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,in,[],202696,,,1610612741,32,36,2023-11-13T00:46:21Z,2240000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
237,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,in,[],1628963,,,1610612741,32,36,2023-11-13T00:46:21Z,2250000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,,,,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,
238,PT07M59.00S,2023-11-13T00:45:31.8Z,2,REGULAR,substitution,in,[],1630191,,,1610612741,32,36,2023-11-13T00:46:21Z,2260000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
239,PT07M59.00S,2023-11-13T00:46:04.9Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,33,36,2023-11-13T00:46:04Z,2270000,False,,,0,,D. DeRozan Free Throw 1 of 1 (10 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,10.0,,,,,,,,,,,,,
240,PT07M45.00S,2023-11-13T00:46:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630165,24.78646517739816,83.82352941176471,1610612765,33,36,2023-11-13T00:46:22Z,2280000,False,-169.0,180.0,1,left,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,24.73,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
241,PT07M43.00S,2023-11-13T00:46:21.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,33,36,2023-11-13T00:46:22Z,2290000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Vucevic,N. Vucevic,240.0,5.0,4.0,1.0,,,,,,,,,,,,,,
242,PT07M34.00S,2023-11-13T00:46:31.2Z,2,REGULAR,2pt,Jump Shot,[],202696,86.94152431011827,81.61764705882352,1610612741,35,36,2023-11-13T00:46:34Z,2300000,False,158.0,70.0,1,right,N. Vucevic 17' pullup Jump Shot (2 PTS) (J. Carter 1 AST),"[202696, 1628975]",1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Right,17.3,Made,Vucevic,N. Vucevic,,,,,2.0,J. Carter,1628975.0,1.0,,,,,,,,,,
245,PT07M19.00S,2023-11-13T00:46:49.8Z,2,REGULAR,foul,personal,[],1630245,,,1610612765,35,36,2023-11-13T00:46:58Z,2330000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1630595]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Right,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,1628485.0,1.0,0.0,Cunningham,1630595.0
247,PT07M19.00S,2023-11-13T00:46:57.6Z,2,REGULAR,substitution,out,[],201942,,,1610612765,35,36,2023-11-13T00:47:05Z,2350000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
248,PT07M19.00S,2023-11-13T00:46:57.6Z,2,REGULAR,substitution,out,[],1630245,,,1610612765,35,36,2023-11-13T00:47:05Z,2360000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
249,PT07M19.00S,2023-11-13T00:46:57.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612765,35,36,2023-11-13T00:47:05Z,2370000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
250,PT07M19.00S,2023-11-13T00:46:57.6Z,2,REGULAR,substitution,in,[],203897,,,1610612765,35,36,2023-11-13T00:47:05Z,2380000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
251,PT07M09.00S,2023-11-13T00:47:21.6Z,2,REGULAR,3pt,Jump Shot,[],1641709,5.338370565045992,95.83333333333334,1610612765,35,36,2023-11-13T00:47:31Z,2390000,False,-229.0,-2.0,1,left,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.92,Missed,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
252,PT07M07.00S,2023-11-13T00:47:23.7Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,35,36,2023-11-13T00:47:23Z,2400000,False,,,0,,I. Stewart REBOUND (Off:3 Def:1),[1630191],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Stewart,I. Stewart,251.0,4.0,1.0,3.0,,,,,,,,,,,,,,
253,PT07M05.00S,2023-11-13T00:47:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,7.5722733245729295,48.529411764705884,1610612765,35,36,2023-11-13T00:47:36Z,2410000,False,7.0,19.0,1,left,MISS I. Stewart driving Layup,[1630191],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.01,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
254,PT07M02.00S,2023-11-13T00:47:28.5Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,35,36,2023-11-13T00:47:28Z,2420000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bagley III,M. Bagley III,253.0,4.0,2.0,2.0,,,,,,,,,,,,,,
