actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
242,PT04M00.00S,2025-04-11T00:50:07.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,81.94809461235218,34.55882352941176,1610612749,47,46,2025-04-11T00:50:13Z,2400000,False,-77.0,117.0,1,right,MISS G. Trent Jr. 14' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,14.03,Missed,,,,,,,,,,,,,,,,,,
243,PT03M59.00S,2025-04-11T00:50:08.1Z,2,REGULAR,rebound,defensive,[],1630283,,,1610612740,47,46,2025-04-11T00:53:01Z,2410000,False,,,0,,K. Kelley REBOUND (Off:2 Def:3),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,In The Paint (Non-RA),8-16 Left,,,,242.0,5.0,3.0,2.0,,,,,,,,,,,,,
244,PT03M43.00S,2025-04-11T00:50:24.7Z,2,REGULAR,2pt,Jump Shot,[],1630283,8.492115637319317,28.676470588235293,1610612740,47,48,2025-04-11T00:50:31Z,2420000,False,107.0,27.0,1,left,K. Kelley 11' Jump Shot (2 PTS) (L. Quinones 3 AST),"[1630283, 1631311]",1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Mid-Range,8-16 Right,11.0,Made,2.0,,,,,L. Quinones,1631311.0,3.0,,,,,,,,,,
246,PT03M27.00S,2025-04-11T00:50:40.4Z,2,REGULAR,2pt,Jump Shot,[],1629645,94.95729303547962,70.34313725490196,1610612749,49,48,2025-04-11T00:50:46Z,2440000,False,102.0,-5.0,1,right,K. Porter Jr. 10' step back Jump Shot (9 PTS),[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,10.18,Made,9.0,,,,,,,,,,,,,,,,,
247,PT03M18.00S,2025-04-11T00:50:51.5Z,2,REGULAR,3pt,Jump Shot,[],1631311,27.56857752956636,76.49356617647058,1610612740,49,48,2025-04-11T00:53:47Z,2450000,False,-132.0,207.0,1,left,MISS L. Quinones 24' pullup 3PT,[1631311],1610612740.0,NOP,pullup,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
248,PT03M15.00S,2025-04-11T00:50:54.5Z,2,REGULAR,rebound,offensive,[],1631232,,,1610612740,49,48,2025-04-11T00:52:46Z,2460000,False,,,0,,K. Brooks Jr. REBOUND (Off:1 Def:2),[1631232],1610612740.0,NOP,,,,Brooks Jr.,K. Brooks Jr.,,,,,Above the Break 3,24+ Left Center,,,,247.0,3.0,2.0,1.0,,,,,,,,,,,,,
249,PT03M08.00S,2025-04-11T00:51:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,6.783837056504599,49.754901960784316,1610612740,49,50,2025-04-11T00:53:15Z,2470000,False,1.0,11.0,1,left,J. Robinson-Earl reverse Layup (11 PTS) (L. Quinones 4 AST),"[1630526, 1631311]",1610612740.0,NOP,reverse,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.14,Made,11.0,,,,,L. Quinones,1631311.0,4.0,,,,,,,,,,
251,PT02M49.00S,2025-04-11T00:51:18.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,85.3646517739816,3.9215686274509802,1610612749,52,50,2025-04-11T00:51:29Z,2490000,False,-230.0,85.0,1,right,K. Kuzma 24' 3PT  (5 PTS) (K. Porter Jr. 5 AST),"[1628398, 1629645]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,24.56,Made,5.0,,,,,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,
253,PT02M42.00S,2025-04-11T00:51:31.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,52,50,2025-04-11T00:51:31Z,2510000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,out,[],1629645,,,1610612740,52,50,2025-04-11T00:54:08Z,2520000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,out,[],1629018,,,1610612740,52,50,2025-04-11T00:54:08Z,2530000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,out,[],1631311,,,1610612740,52,50,2025-04-11T00:54:08Z,2540000,False,,,0,,SUB out: L. Quinones,[1631311],1610612740.0,NOP,,,,Quinones,L. Quinones,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,out,[],1630283,,,1610612740,52,50,2025-04-11T00:54:08Z,2550000,False,,,0,,SUB out: K. Kelley,[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,in,[],1631157,,,1610612740,52,50,2025-04-11T00:54:08Z,2560000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,in,[],203507,,,1610612740,52,50,2025-04-11T00:54:08Z,2570000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,in,[],203901,,,1610612740,52,50,2025-04-11T00:54:08Z,2580000,False,,,0,,SUB in: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M42.00S,2025-04-11T00:53:44.0Z,2,REGULAR,substitution,in,[],1631255,,,1610612740,52,50,2025-04-11T00:54:08Z,2590000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M28.00S,2025-04-11T00:54:43.7Z,2,REGULAR,3pt,Jump Shot,[],203901,12.87779237844941,2.9641544117647056,1610612740,52,50,2025-04-11T00:55:09Z,2600000,False,235.0,69.0,1,left,MISS E. Payton 24' 3PT,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Right Corner 3,24+ Right,24.5,Missed,,,,,,,,,,,,,,,,,,
263,PT02M26.00S,2025-04-11T00:54:45.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,52,50,2025-04-11T00:55:09Z,2610000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,262.0,6.0,5.0,1.0,,,,,,,,,,,,,
264,PT02M17.00S,2025-04-11T00:54:51.2Z,2,REGULAR,3pt,Jump Shot,[],201572,94.95729303547962,95.34313725490196,1610612749,55,50,2025-04-11T00:55:32Z,2620000,False,227.0,-5.0,1,right,B. Lopez 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,22.68,Made,3.0,,,,,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,
266,PT02M00.00S,2025-04-11T00:55:09.0Z,2,REGULAR,2pt,Jump Shot,[],1631255,22.683968462549277,51.225490196078425,1610612740,55,50,2025-04-11T00:55:17Z,2640000,False,-6.0,161.0,1,left,MISS K. Matković 16' floating Shot,[1631255],1610612740.0,NOP,floating,,,Matković,K. Matković,,,,,Mid-Range,16-24 Center,16.08,Missed,,,,,,,,,,,,,,,,,,
267,PT01M59.00S,2025-04-11T00:55:10.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,55,50,2025-04-11T00:55:51Z,2650000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,266.0,7.0,6.0,1.0,,,,,,,,,,,,,
268,PT01M52.00S,2025-04-11T00:55:15.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,89.30683311432325,3.6764705882352944,1610612749,58,50,2025-04-11T00:55:23Z,2660000,False,-232.0,48.0,1,right,K. Kuzma 3PT running (8 PTS) (G. Antetokounmpo 4 AST),"[1628398, 203507]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.65,Made,8.0,,,,,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,
270,PT01M36.00S,2025-04-11T00:55:31.8Z,2,REGULAR,turnover,lost ball,[],1631255,,,1610612740,58,50,2025-04-11T00:58:40Z,2680000,False,,,0,,K. Matković lost ball TURNOVER (1 TO),"[1631255, 1628398]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,Kuzma,1628398.0,,
271,PT01M36.00S,2025-04-11T00:55:31.8Z,2,REGULAR,steal,,[],1628398,,,1610612749,58,50,2025-04-11T00:55:35Z,2690000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
272,PT01M29.00S,2025-04-11T00:55:40.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,95.22010512483574,96.07843137254902,1610612749,58,50,2025-04-11T00:57:06Z,2700000,False,230.0,-8.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
273,PT01M27.00S,2025-04-11T00:55:42.8Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,58,50,2025-04-11T00:57:06Z,2710000,False,,,0,,K. Matković REBOUND (Off:0 Def:5),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,,,,272.0,5.0,5.0,0.0,,,,,,,,,,,,,
274,PT01M20.00S,2025-04-11T00:55:49.1Z,2,REGULAR,turnover,out-of-bounds,[],203901,,,1610612740,58,50,2025-04-11T00:56:07Z,2720000,False,,,0,,E. Payton bad pass out-of-bounds TURNOVER (2 TO),[203901],1610612740.0,NOP,bad pass,,,Payton,E. Payton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627529.0,2.0,,,,,,,,
275,PT01M02.00S,2025-04-11T00:56:19.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628398,91.5407358738502,57.59803921568627,1610612749,60,50,2025-04-11T00:56:25Z,2730000,False,38.0,27.0,1,right,K. Kuzma driving bank Hook (10 PTS),[1628398],1610612749.0,MIL,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,10.0,,,,,,,,,,,,,,,,,
276,PT00M42.00S,2025-04-11T00:56:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631232,7.30946123521682,49.754901960784316,1610612740,60,52,2025-04-11T00:56:46Z,2740000,False,1.0,16.0,1,left,K. Brooks Jr. driving finger roll Layup (7 PTS) (E. Payton 10 AST),"[1631232, 203901]",1610612740.0,NOP,driving finger roll,,,Brooks Jr.,K. Brooks Jr.,,,,,Restricted Area,0-8 Center,1.62,Made,7.0,,,,,E. Payton,203901.0,10.0,,,,,,,,,,
278,PT00M34.60S,2025-04-11T00:56:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,92.72339027595268,50.73529411764706,1610612749,60,52,2025-04-11T00:59:23Z,2760000,False,4.0,16.0,1,right,MISS B. Lopez alley-oop Layup,[201572],1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,,
279,PT00M33.60S,2025-04-11T00:56:55.3Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,60,52,2025-04-11T00:59:23Z,2770000,False,,,0,,K. Matković REBOUND (Off:0 Def:6),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,278.0,6.0,6.0,0.0,,,,,,,,,,,,,
281,PT00M15.00S,2025-04-11T00:57:34.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631255,5.863994743758213,48.03921568627451,1610612740,60,54,2025-04-11T00:57:42Z,2790000,False,10.0,3.0,1,left,K. Matković driving DUNK (11 PTS) (E. Payton 11 AST),"[1631255, 203901]",1610612740.0,NOP,driving,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,1.01,Made,11.0,,,,,E. Payton,203901.0,11.0,,,,,,,,,,
283,PT00M01.50S,2025-04-11T00:57:54.8Z,2,REGULAR,foul,personal,[],1631232,,,1610612749,60,54,2025-04-11T00:58:05Z,2810000,False,,,0,,K. Brooks Jr. personal FOUL (1 PF),"[1631232, 201572]",1610612740.0,NOP,,,,Brooks Jr.,K. Brooks Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,,1.0,0.0,Lopez,201572.0,,,,
285,PT00M00.70S,2025-04-11T00:58:17.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.1688567674113,48.77450980392157,1610612749,62,54,2025-04-11T00:58:25Z,2830000,False,-6.0,2.0,1,right,G. Antetokounmpo alley-oop DUNK (15 PTS) (T. Prince 2 AST),"[203507, 1627752]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.65,Made,15.0,,,,,T. Prince,1627752.0,2.0,,,,,,,,,,
289,PT00M00.00S,2025-04-11T00:58:40.8Z,2,REGULAR,period,end,[],0,,,1610612740,62,54,2025-04-11T00:58:40Z,2870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2025-04-11T01:13:39.8Z,3,REGULAR,period,start,[],0,,,1610612740,62,54,2025-04-11T01:13:39Z,2880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT11M53.00S,2025-04-11T01:13:47.3Z,3,REGULAR,turnover,lost ball,[],1630526,,,1610612740,62,54,2025-04-11T01:14:35Z,2890000,False,,,0,,J. Robinson-Earl lost ball TURNOVER (2 TO),"[1630526, 1628398]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,Kuzma,1628398.0,,
292,PT11M53.00S,2025-04-11T01:13:47.3Z,3,REGULAR,steal,,[],1628398,,,1610612749,62,54,2025-04-11T01:13:51Z,2900000,False,,,0,,K. Kuzma STEAL (2 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
293,PT11M50.00S,2025-04-11T01:13:52.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,8.492115637319317,49.26470588235294,1610612749,64,54,2025-04-11T01:14:30Z,2910000,False,4.0,27.0,1,left,K. Kuzma running DUNK (12 PTS),[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.75,Made,12.0,,,,,,,,,,,,,,,,,
294,PT11M34.00S,2025-04-11T01:14:04.9Z,3,REGULAR,3pt,Jump Shot,[],1641810,69.85873850197109,71.81372549019608,1610612740,64,57,2025-04-11T01:15:01Z,2920000,False,109.0,231.0,1,right,A. Reeves 25' 3PT  (8 PTS) (E. Payton 12 AST),"[1641810, 203901]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,25.53,Made,8.0,,,,,E. Payton,203901.0,12.0,,,,,,,,,,
296,PT11M17.00S,2025-04-11T01:14:22.1Z,3,REGULAR,3pt,Jump Shot,[],1628398,32.933639947437584,33.82352941176471,1610612749,64,57,2025-04-11T01:15:21Z,2940000,False,81.0,257.0,1,left,MISS K. Kuzma 26' step back 3PT,[1628398],1610612749.0,MIL,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.95,Missed,,,,,,,,,,,,,,,,,,
297,PT11M15.00S,2025-04-11T01:14:24.1Z,3,REGULAR,rebound,defensive,[],1631255,,,1610612740,64,57,2025-04-11T01:15:21Z,2950000,False,,,0,,K. Matković REBOUND (Off:0 Def:7),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,,,,296.0,7.0,7.0,0.0,,,,,,,,,,,,,
298,PT11M06.00S,2025-04-11T01:14:34.7Z,3,REGULAR,3pt,Jump Shot,[],1631255,72.88107752956637,15.196078431372548,1610612740,64,57,2025-04-11T01:15:42Z,2960000,False,-174.0,202.0,1,right,MISS K. Matković 26' 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
299,PT11M03.00S,2025-04-11T01:14:37.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,64,57,2025-04-11T01:16:07Z,2970000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,298.0,,,,,,,,,,,,,,,,
301,PT10M51.00S,2025-04-11T01:14:56.4Z,3,REGULAR,foul,personal,['2freethrow'],1631255,,,1610612749,64,57,2025-04-11T01:15:06Z,2990000,False,,,0,,K. Matković shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1631255, 203507]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,,2.0,0.0,Antetokounmpo,203507.0,,,,
303,PT10M51.00S,2025-04-11T01:15:52.3Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,64,57,2025-04-11T01:15:52Z,3010000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
304,PT10M51.00S,2025-04-11T01:15:52.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,64,57,2025-04-11T01:15:52Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,
305,PT10M51.00S,2025-04-11T01:16:12.5Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,65,57,2025-04-11T01:16:12Z,3030000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (16 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
306,PT10M33.00S,2025-04-11T01:16:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,92.59198423127464,60.29411764705882,1610612740,65,57,2025-04-11T01:16:59Z,3040000,False,51.0,17.0,1,right,MISS J. Robinson-Earl driving Layup - blocked,"[1630526, 201572]",1610612740.0,NOP,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
307,PT10M33.00S,2025-04-11T01:16:32.4Z,3,REGULAR,block,,[],201572,,,1610612740,65,57,2025-04-11T01:16:36Z,3050000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT10M30.00S,2025-04-11T01:16:35.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,65,57,2025-04-11T01:16:59Z,3060000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,306.0,8.0,7.0,1.0,,,,,,,,,,,,,
309,PT10M26.00S,2025-04-11T01:16:39.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631157,20.581471747700395,94.6078431372549,1610612749,65,57,2025-04-11T01:17:17Z,3070000,False,-223.0,141.0,1,left,MISS R. Rollins 26' running 3PT,[1631157],1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
310,PT10M24.00S,2025-04-11T01:16:41.7Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612740,65,57,2025-04-11T01:17:17Z,3080000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:2),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,309.0,5.0,2.0,3.0,,,,,,,,,,,,,
311,PT10M05.00S,2025-04-11T01:17:00.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631255,93.51182654402102,49.754901960784316,1610612740,65,59,2025-04-11T01:17:46Z,3090000,False,-1.0,8.0,1,right,K. Matković driving DUNK (13 PTS) (A. Reeves 2 AST),"[1631255, 1641810]",1610612740.0,NOP,driving,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,0.86,Made,13.0,,,,,A. Reeves,1641810.0,2.0,,,,,,,,,,
313,PT09M47.00S,2025-04-11T01:17:19.0Z,3,REGULAR,2pt,Jump Shot,[],203507,21.369908015768726,35.294117647058826,1610612749,65,59,2025-04-11T01:18:32Z,3110000,False,74.0,148.0,1,left,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,16.56,Missed,,,,,,,,,,,,,,,,,,
314,PT09M45.00S,2025-04-11T01:17:21.0Z,3,REGULAR,rebound,offensive,[],1628398,,,1610612749,65,59,2025-04-11T01:18:32Z,3120000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:0),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,313.0,2.0,0.0,2.0,,,,,,,,,,,,,
315,PT09M41.00S,2025-04-11T01:17:23.0Z,3,REGULAR,turnover,lost ball,[],1628398,,,1610612749,65,59,2025-04-11T01:17:29Z,3130000,False,,,0,,K. Kuzma lost ball TURNOVER (1 TO),"[1628398, 203901]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,Payton,203901.0,,
316,PT09M41.00S,2025-04-11T01:17:23.0Z,3,REGULAR,steal,,[],203901,,,1610612740,65,59,2025-04-11T01:17:26Z,3140000,False,,,0,,E. Payton STEAL (1 STL),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
317,PT09M28.00S,2025-04-11T01:17:36.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641810,64.20827858081472,33.57843137254902,1610612740,65,59,2025-04-11T01:17:47Z,3150000,False,-82.0,284.0,1,right,MISS A. Reeves 29' step back 3PT,[1641810],1610612740.0,NOP,step back,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Center,29.55,Missed,,,,,,,,,,,,,,,,,,
318,PT09M25.00S,2025-04-11T01:17:39.1Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612749,65,59,2025-04-11T01:19:59Z,3160000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,317.0,4.0,4.0,0.0,,,,,,,,,,,,,
319,PT09M18.00S,2025-04-11T01:17:44.9Z,3,REGULAR,turnover,bad pass,[],201572,,,1610612749,65,59,2025-04-11T01:17:51Z,3170000,False,,,0,,B. Lopez bad pass TURNOVER (2 TO),"[201572, 1641810]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,,,,,Reeves,1641810.0,,
320,PT09M18.00S,2025-04-11T01:17:44.9Z,3,REGULAR,steal,,[],1641810,,,1610612740,65,59,2025-04-11T01:17:47Z,3180000,False,,,0,,A. Reeves STEAL (1 STL),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
321,PT09M14.00S,2025-04-11T01:17:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203901,93.64323258869908,50.73529411764706,1610612740,65,61,2025-04-11T01:18:55Z,3190000,False,4.0,7.0,1,right,E. Payton driving Layup (2 PTS) (J. Robinson-Earl 1 AST),"[203901, 1630526]",1610612740.0,NOP,driving,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,
323,PT08M53.00S,2025-04-11T01:18:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.1268068331143235,51.9607843137255,1610612749,67,61,2025-04-11T01:18:19Z,3210000,False,-10.0,5.0,1,left,K. Kuzma driving Layup (14 PTS),[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.1,Made,14.0,,,,,,,,,,,,,,,,,
324,PT08M53.00S,2025-04-11T01:18:16.9Z,3,REGULAR,foul,personal,['1freethrow'],1630526,,,1610612749,67,61,2025-04-11T01:18:37Z,3220000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1630526, 1628398]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,1.0,0.0,Kuzma,1628398.0,,,,
326,PT08M53.00S,2025-04-11T01:18:47.0Z,3,REGULAR,freethrow,1 of 1,[],1628398,,,1610612749,67,61,2025-04-11T01:18:57Z,3240000,False,,,0,,MISS K. Kuzma Free Throw 1 of 1,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
