actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M18.00S,2024-12-27T01:12:33.4Z,1,REGULAR,jumpball,recovered,[],1641748,,,1610612749,0,3,2024-12-27T01:12:33Z,160000,False,,,0,,Jump Ball B. Lopez vs. K. Johnson: Tip to A. Jackson Jr.,"[1641748, 201572, 1630553]",1610612749.0,MIL,heldball,A. Jackson Jr.,1641748.0,Jackson Jr.,A. Jackson Jr.,Lopez,201572.0,Johnson,1630553.0,,,,,,,,,,,,,,,,,,,,,,
19,PT11M10.00S,2024-12-27T01:12:41.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203114,5.338370565045992,78.67647058823529,1610612749,2,3,2024-12-27T01:12:52Z,190000,False,-143.0,-2.0,1,left,K. Middleton 14' fadeaway Jump Shot (2 PTS),[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,14.34,Made,2.0,,,,,,,,,,,,,,,,,
20,PT11M00.00S,2024-12-27T01:12:51.2Z,1,REGULAR,turnover,bad pass,[],1641730,,,1610612751,2,3,2024-12-27T01:12:58Z,200000,False,,,0,,N. Clowney bad pass TURNOVER (1 TO),"[1641730, 1631157]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Rollins,1631157.0,,,,,,,,,,,
21,PT11M00.00S,2024-12-27T01:12:51.2Z,1,REGULAR,steal,,[],1631157,,,1610612749,2,3,2024-12-27T01:12:54Z,210000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M56.00S,2024-12-27T01:12:55.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641748,5.469776609724048,47.30392156862745,1610612749,4,3,2024-12-27T01:13:05Z,220000,False,13.0,-1.0,1,left,A. Jackson Jr. running finger roll Layup (2 PTS) (R. Rollins 1 AST),"[1641748, 1631157]",1610612749.0,MIL,running finger roll,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
24,PT10M49.00S,2024-12-27T01:13:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,92.46057818659659,50.0,1610612751,4,5,2024-12-27T01:13:08Z,240000,False,0.0,18.0,1,right,B. Simmons driving Layup (2 PTS),[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
25,PT10M33.00S,2024-12-27T01:13:21.8Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,4,5,2024-12-27T01:13:29Z,250000,False,,,0,,B. Portis step out-of-bounds TURNOVER (2 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,,,,,2.0,,,,,,202007.0,,,,,,,
26,PT10M09.00S,2024-12-27T01:13:56.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629651,81.2910643889619,38.970588235294116,1610612751,4,5,2024-12-27T01:14:04Z,260000,False,-55.0,123.0,1,right,MISS N. Claxton 13' turnaround Shot,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
27,PT10M05.00S,2024-12-27T01:14:00.9Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,4,5,2024-12-27T01:14:04Z,270000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,26.0,,1.0,1.0,0.0,,,,
28,PT10M00.00S,2024-12-27T01:14:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612749,4,5,2024-12-27T01:14:19Z,280000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Portis 2 FT),"[1630553, 1626171]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,,,,1.0,0.0,Portis,1626171.0
30,PT10M00.00S,2024-12-27T01:14:40.0Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,5,5,2024-12-27T01:14:40Z,300000,False,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
31,PT10M00.00S,2024-12-27T01:14:57.7Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,6,5,2024-12-27T01:14:57Z,310000,False,,,0,,B. Portis Free Throw 2 of 2 (2 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2024-12-27T01:15:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,84.83902759526939,48.77450980392157,1610612751,6,5,2024-12-27T01:15:15Z,320000,False,-6.0,90.0,1,right,MISS B. Simmons 9' driving floating Shot,[1627732],1610612751.0,BKN,driving floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,9.02,Missed,,,,,,,,,,,,,,,,,,
33,PT09M47.00S,2024-12-27T01:15:11.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,6,5,2024-12-27T01:15:15Z,330000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,32.0,,1.0,1.0,0.0,,,,
34,PT09M40.00S,2024-12-27T01:15:18.8Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,6,5,2024-12-27T01:15:28Z,340000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1629651]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Claxton,1629651.0,,,,,,,,,,,
35,PT09M40.00S,2024-12-27T01:15:18.8Z,1,REGULAR,steal,,[],1629651,,,1610612751,6,5,2024-12-27T01:15:22Z,350000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M35.00S,2024-12-27T01:15:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630553,90.48948751642575,48.529411764705884,1610612751,6,5,2024-12-27T01:15:33Z,360000,False,-7.0,37.0,1,right,MISS K. Johnson running Layup,[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
37,PT09M33.00S,2024-12-27T01:15:26.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,6,5,2024-12-27T01:15:26Z,370000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,,1.0,0.0,1.0,,,,
38,PT09M30.00S,2024-12-27T01:15:28.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,93.11760840998686,50.245098039215684,1610612751,6,7,2024-12-27T01:15:36Z,380000,False,1.0,12.0,1,right,N. Claxton Hook (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,,,,,,,,,,,,,,,,,
39,PT09M11.00S,2024-12-27T01:15:47.5Z,1,REGULAR,3pt,Jump Shot,[],201572,30.699737187910642,70.83333333333334,1610612749,9,7,2024-12-27T01:15:54Z,390000,False,-104.0,236.0,1,left,B. Lopez 25' 3PT  (3 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,25.81,Made,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
41,PT08M58.00S,2024-12-27T01:16:00.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,80.50262812089356,5.637254901960785,1610612751,9,10,2024-12-27T01:16:05Z,410000,False,-222.0,131.0,1,right,C. Johnson 25' 3PT  (3 PTS) (B. Simmons 2 AST),"[1629661, 1627732]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.75,Made,3.0,B. Simmons,1627732.0,2.0,,,,,,,,,,,,,,
43,PT08M43.00S,2024-12-27T01:16:14.8Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,9,10,2024-12-27T01:16:24Z,430000,False,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 1627732]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Simmons,1627732.0,,,,,,,,,,,
44,PT08M43.00S,2024-12-27T01:16:14.8Z,1,REGULAR,steal,,[],1627732,,,1610612751,9,10,2024-12-27T01:16:18Z,440000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
45,PT08M30.00S,2024-12-27T01:16:28.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627732,89.83245729303549,43.627450980392155,1610612751,9,10,2024-12-27T01:16:43Z,450000,False,-32.0,43.0,1,right,MISS B. Simmons turnaround Hook,[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
46,PT08M26.00S,2024-12-27T01:16:32.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,10,2024-12-27T01:16:43Z,460000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,45.0,,2.0,2.0,0.0,,,,
47,PT08M18.00S,2024-12-27T01:16:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,14.799605781865965,49.26470588235294,1610612749,11,10,2024-12-27T01:16:46Z,470000,False,4.0,87.0,1,left,K. Middleton 8' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,8.67,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M18.00S,2024-12-27T01:16:47.8Z,1,REGULAR,foul,personal,['1freethrow'],1630553,,,1610612749,11,10,2024-12-27T01:17:25Z,480000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Middleton 1 FT),"[1630553, 203114]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202007.0,,,,2.0,0.0,Middleton,203114.0
50,PT08M18.00S,2024-12-27T01:17:07.5Z,1,REGULAR,substitution,out,[],1630553,,,1610612749,11,10,2024-12-27T01:17:14Z,500000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M18.00S,2024-12-27T01:17:07.5Z,1,REGULAR,substitution,in,[],1630592,,,1610612749,11,10,2024-12-27T01:17:14Z,510000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M18.00S,2024-12-27T01:17:21.6Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,11,10,2024-12-27T01:17:30Z,520000,False,,,0,,MISS K. Middleton Free Throw 1 of 1,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT08M15.00S,2024-12-27T01:17:24.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,10,2024-12-27T01:17:30Z,530000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,52.0,,2.0,1.0,1.0,,,,
54,PT08M05.00S,2024-12-27T01:17:33.2Z,1,REGULAR,turnover,out-of-bounds,[],1627732,,,1610612751,11,10,2024-12-27T01:17:50Z,540000,False,,,0,,B. Simmons bad pass out-of-bounds TURNOVER (1 TO),[1627732],1610612751.0,BKN,bad pass,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,1627529.0,,,,,,,
55,PT08M02.00S,2024-12-27T01:17:51.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626171,6.258212877792378,50.98039215686274,1610612749,13,10,2024-12-27T01:17:57Z,550000,False,-5.0,6.0,1,left,B. Portis alley-oop Layup (4 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,alley-oop,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
57,PT07M50.00S,2024-12-27T01:18:03.5Z,1,REGULAR,3pt,Jump Shot,[],1641730,67.62483574244416,32.35294117647059,1610612751,13,13,2024-12-27T01:18:09Z,570000,False,-88.0,252.0,1,right,N. Clowney 26' 3PT  (6 PTS) (J. Wilson 1 AST),"[1641730, 1630592]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,26.68,Made,6.0,J. Wilson,1630592.0,1.0,,,,,,,,,,,,,,
59,PT07M36.00S,2024-12-27T01:18:17.8Z,1,REGULAR,2pt,Jump Shot,[],1626171,4.812746386333772,75.0,1610612749,13,13,2024-12-27T01:18:24Z,590000,False,-125.0,-7.0,1,left,MISS B. Portis 12' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,12.52,Missed,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2024-12-27T01:18:21.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,13,13,2024-12-27T01:18:24Z,600000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,59.0,,3.0,2.0,1.0,,,,
61,PT07M20.00S,2024-12-27T01:18:34.3Z,1,REGULAR,2pt,Jump Shot,[],1629651,93.69250985545335,77.47395833333334,1610612751,13,15,2024-12-27T01:18:42Z,610000,False,137.0,7.0,1,right,N. Claxton 13' Jump Shot (4 PTS) (C. Johnson 1 AST),"[1629651, 1629661]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,13.76,Made,4.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,
64,PT07M02.00S,2024-12-27T01:18:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,15.456636005256241,59.80392156862745,1610612749,13,15,2024-12-27T01:18:56Z,640000,False,-49.0,93.0,1,left,MISS B. Portis 10' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,10.49,Missed,,,,,,,,,,,,,,,,,,
65,PT06M59.00S,2024-12-27T01:18:55.2Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,13,15,2024-12-27T01:18:55Z,650000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,64.0,,1.0,1.0,0.0,,,,
66,PT06M44.00S,2024-12-27T01:19:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,81.94809461235218,95.83333333333334,1610612751,13,15,2024-12-27T01:19:22Z,660000,False,229.0,117.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
67,PT06M42.00S,2024-12-27T01:19:12.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,13,15,2024-12-27T01:19:22Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,66.0,,,,,,,,
69,PT06M42.00S,2024-12-27T01:19:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,13,15,2024-12-27T01:19:22Z,690000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M29.00S,2024-12-27T01:22:29.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629651,73.01248357424441,60.5392156862745,1610612751,13,15,2024-12-27T01:22:43Z,700000,False,53.0,201.0,1,right,MISS N. Claxton 20' Jump Shot,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,20.8,Missed,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2024-12-27T01:22:31.0Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612751,13,15,2024-12-27T01:22:43Z,710000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,70.0,,1.0,0.0,1.0,,,,
72,PT06M18.00S,2024-12-27T01:22:41.1Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,13,15,2024-12-27T01:22:51Z,720000,False,,,0,,C. Johnson bad pass TURNOVER (2 TO),"[1629661, 1626171]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Portis,1626171.0,,,,,,,,,,,
73,PT06M18.00S,2024-12-27T01:22:41.1Z,1,REGULAR,steal,,[],1626171,,,1610612749,13,15,2024-12-27T01:22:44Z,730000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2024-12-27T01:22:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631157,6.258212877792378,47.05882352941176,1610612749,15,15,2024-12-27T01:22:55Z,740000,False,15.0,6.0,1,left,R. Rollins driving Layup (2 PTS) (B. Portis 1 AST),"[1631157, 1626171]",1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,
76,PT05M47.00S,2024-12-27T01:23:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.24901445466492,49.754901960784316,1610612751,15,15,2024-12-27T01:23:18Z,760000,False,-1.0,11.0,1,right,MISS N. Claxton cutting finger roll Layup,[1629651],1610612751.0,BKN,cutting finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2024-12-27T01:23:14.2Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,15,15,2024-12-27T01:23:18Z,770000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,76.0,,2.0,2.0,0.0,,,,
78,PT05M39.00S,2024-12-27T01:23:20.9Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,15,15,2024-12-27T01:23:28Z,780000,False,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (3 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,3.0,,,,,,1830.0,,,,,,,
79,PT05M24.00S,2024-12-27T01:23:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,80.76544021024968,93.62745098039215,1610612751,15,18,2024-12-27T01:23:53Z,790000,False,218.0,128.0,1,right,N. Clowney 25' 3PT  (9 PTS) (C. Johnson 2 AST),"[1641730, 1629661]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.3,Made,9.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,,,,
81,PT05M09.00S,2024-12-27T01:24:02.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,13.485545335085414,46.568627450980394,1610612749,17,18,2024-12-27T01:24:08Z,810000,False,17.0,74.0,1,left,B. Lopez 7' Hook (5 PTS) (B. Portis 2 AST),"[201572, 1626171]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.63,Made,5.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,,
83,PT05M02.00S,2024-12-27T01:24:10.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629661,93.24901445466492,50.73529411764706,1610612751,17,20,2024-12-27T01:24:20Z,830000,False,4.0,11.0,1,right,C. Johnson driving DUNK (5 PTS) (B. Simmons 3 AST),"[1629661, 1627732]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.16,Made,5.0,B. Simmons,1627732.0,3.0,,,,,,,,,,,,,,
85,PT05M02.00S,2024-12-27T01:24:18.3Z,1,REGULAR,foul,personal,['1freethrow'],201572,,,1610612751,17,20,2024-12-27T01:24:27Z,850000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Johnson 1 FT),"[201572, 1629661]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,,,,1.0,0.0,Johnson,1629661.0
87,PT05M02.00S,2024-12-27T01:24:32.7Z,1,REGULAR,substitution,out,[],201572,,,1610612751,17,20,2024-12-27T01:24:47Z,870000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
