actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M09.00S,2025-03-09T01:12:05.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,2,3,2025-03-09T01:13:47Z,170000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,,,,,,
18,PT09M52.00S,2025-03-09T01:12:34.0Z,1,REGULAR,foul,technical,['1freethrow'],201572,,,1610612753,2,3,2025-03-09T01:12:49Z,180000,False,,,0,,B. Lopez defensive-3-second technical FOUL (1 Tech),[201572],1610612749.0,MIL,defensive-3-second,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,0.0,1.0,,,,,,,
19,PT09M52.00S,2025-03-09T01:12:50.5Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612753,2,4,2025-03-09T01:12:50Z,190000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (1 PTS),[203484],1610612753.0,ORL,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
20,PT09M42.00S,2025-03-09T01:13:13.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630532,79.05716162943496,47.794117647058826,1610612753,2,4,2025-03-09T01:13:24Z,200000,False,-11.0,144.0,1,right,MISS F. Wagner 14' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,14.48,Missed,,,,,,,,,,,,,,,,,,
21,PT09M38.00S,2025-03-09T01:13:17.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,2,4,2025-03-09T01:13:24Z,210000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M31.00S,2025-03-09T01:13:38.0Z,1,REGULAR,2pt,Jump Shot,[],203081,9.806176084099869,13.480392156862745,1610612749,2,4,2025-03-09T01:32:01Z,260000,False,183.0,40.0,1,left,MISS D. Lillard 18' fadeaway Shot,[203081],1610612749.0,MIL,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right,18.69,Missed,,,,,,,,,,,,,,,,,,
27,PT09M27.00S,2025-03-09T01:13:41.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2025-03-09T01:13:41Z,270000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M19.00S,2025-03-09T01:13:50.6Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,2,4,2025-03-09T01:13:56Z,280000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 203081]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,
29,PT09M19.00S,2025-03-09T01:13:50.6Z,1,REGULAR,steal,,[],203081,,,1610612749,2,4,2025-03-09T01:13:54Z,290000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
30,PT09M14.00S,2025-03-09T01:13:55.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.521024967148489,49.754901960784316,1610612749,4,4,2025-03-09T01:14:02Z,300000,False,1.0,9.0,1,left,G. Antetokounmpo running DUNK (4 PTS) (T. Prince 1 AST),"[203507, 1627752]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,4.0,T. Prince,1627752.0,1.0,,,,,,,,,,
32,PT08M57.00S,2025-03-09T01:14:11.7Z,1,REGULAR,2pt,Jump Shot,[],203484,78.53153745072274,70.83333333333334,1610612753,4,4,2025-03-09T01:17:48Z,320000,False,104.0,149.0,1,right,MISS K. Caldwell-Pope 18' pullup Shot,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,18.21,Missed,,,,,,,,,,,,,,,,,,
33,PT08M54.00S,2025-03-09T01:14:14.7Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,4,4,2025-03-09T01:14:19Z,330000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT08M50.00S,2025-03-09T01:14:18.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,96.00854139290408,95.83333333333334,1610612753,4,7,2025-03-09T01:14:28Z,340000,False,229.0,-15.0,1,right,K. Caldwell-Pope 3PT  (4 PTS) (F. Wagner 1 AST),"[203484, 1630532]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,4.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
36,PT08M27.00S,2025-03-09T01:14:50.0Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612749,4,7,2025-03-09T01:14:57Z,360000,False,,,0,,D. Lillard step out-of-bounds TURNOVER (1 TO),[203081],1610612749.0,MIL,step,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,,1.0,,,,,,
37,PT08M07.00S,2025-03-09T01:15:15.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,71.95507555847568,20.121017156862745,1610612753,4,10,2025-03-09T01:15:24Z,370000,False,-149.0,211.0,1,right,C. Anthony 25' 3PT  (3 PTS) (F. Wagner 2 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.86,Made,,,,,3.0,F. Wagner,1630532.0,2.0,,,,,,,,,,
39,PT07M44.00S,2025-03-09T01:15:37.6Z,1,REGULAR,2pt,Jump Shot,[],203507,17.69053876478318,66.42156862745098,1610612749,6,10,2025-03-09T01:15:43Z,390000,False,-82.0,114.0,1,left,G. Antetokounmpo 14' step back bank Jump Shot (6 PTS),[203507],1610612749.0,MIL,step back bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,14.03,Made,,,,,6.0,,,,,,,,,,,,,
40,PT07M34.00S,2025-03-09T01:15:47.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,67.7562417871222,67.15686274509804,1610612753,6,10,2025-03-09T01:15:55Z,400000,False,86.0,251.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
41,PT07M32.00S,2025-03-09T01:15:51.0Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,6,10,2025-03-09T01:15:51Z,410000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,
42,PT07M28.00S,2025-03-09T01:15:53.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,68.41327201051249,71.56862745098039,1610612753,6,13,2025-03-09T01:15:57Z,420000,False,108.0,244.0,1,right,C. Anthony 26' 3PT  (6 PTS) (F. Wagner 3 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,26.71,Made,,,,,6.0,F. Wagner,1630532.0,3.0,,,,,,,,,,
44,PT07M16.00S,2025-03-09T01:16:09.9Z,1,REGULAR,foul,personal,[],1628976,,,1610612749,6,13,2025-03-09T01:16:21Z,440000,False,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 203507]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,1.0,0.0,,,,Antetokounmpo,203507.0,,
46,PT07M08.00S,2025-03-09T01:16:31.3Z,1,REGULAR,2pt,Jump Shot,[],203081,21.895532194480946,64.4607843137255,1610612749,8,13,2025-03-09T01:16:36Z,460000,False,-72.0,153.0,1,left,D. Lillard 16' pullup Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,16.95,Made,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
48,PT06M58.00S,2025-03-09T01:16:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630175,71.96123521681997,13.725490196078432,1610612753,8,13,2025-03-09T01:16:47Z,480000,False,-181.0,211.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
49,PT06M55.00S,2025-03-09T01:16:44.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,8,13,2025-03-09T01:16:47Z,490000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
50,PT06M42.00S,2025-03-09T01:16:57.3Z,1,REGULAR,2pt,Jump Shot,[],203507,26.231931668856767,42.40196078431372,1610612749,8,13,2025-03-09T01:20:02Z,500000,False,38.0,194.0,1,left,MISS G. Antetokounmpo 19' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,19.78,Missed,,,,,,,,,,,,,,,,,,
51,PT06M39.00S,2025-03-09T01:17:00.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,8,13,2025-03-09T01:17:07Z,510000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT06M34.00S,2025-03-09T01:17:04.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,92.06636005256242,56.61764705882353,1610612753,8,13,2025-03-09T01:21:29Z,520000,False,33.0,22.0,1,right,MISS P. Banchero running Layup - blocked,"[1631094, 201572]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
318,PT06M34.00S,2025-03-09T01:17:04.8Z,1,REGULAR,block,,[],201572,,,1610612753,8,13,2025-03-09T02:26:09Z,525000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M32.00S,2025-03-09T01:17:06.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,8,13,2025-03-09T01:17:13Z,530000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M31.00S,2025-03-09T01:17:18.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,8,13,2025-03-09T01:17:18Z,550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2025-03-09T01:19:48.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612749,8,13,2025-03-09T01:20:12Z,560000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M31.00S,2025-03-09T01:19:48.5Z,1,REGULAR,substitution,in,[],1631260,,,1610612749,8,13,2025-03-09T01:20:12Z,570000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M22.00S,2025-03-09T01:20:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.835085413929041,54.41176470588235,1610612749,8,13,2025-03-09T01:20:43Z,580000,False,-22.0,21.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1630175]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,Anthony,1630175.0
59,PT06M22.00S,2025-03-09T01:20:27.1Z,1,REGULAR,block,,[],1630175,,,1610612749,8,13,2025-03-09T01:20:31Z,590000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M22.00S,2025-03-09T01:20:27.1Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,8,13,2025-03-09T01:24:39Z,600000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,
61,PT06M22.00S,2025-03-09T01:20:56.8Z,1,REGULAR,jumpball,recovered,[],203081,,,1610612749,8,13,2025-03-09T01:22:47Z,610000,False,,,0,,Jump Ball G. Antetokounmpo vs. W. Carter Jr.: Tip to D. Lillard,"[203081, 203507, 1628976]",1610612749.0,MIL,heldball,D. Lillard,203081.0,Lillard,D. Lillard,Antetokounmpo,203507.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
64,PT06M15.00S,2025-03-09T01:21:03.3Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612749,8,13,2025-03-09T01:21:17Z,640000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (2 TO),[203081],1610612749.0,MIL,bad pass,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,,2.0,,,,,,
65,PT05M49.00S,2025-03-09T01:21:31.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,73.01248357424441,10.784313725490197,1610612753,8,16,2025-03-09T01:21:37Z,650000,False,-196.0,201.0,1,right,P. Banchero 28' 3PT step back (6 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,28.1,Made,,,,,6.0,,,,,,,,,,,,,
66,PT05M35.00S,2025-03-09T01:21:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612749,8,16,2025-03-09T01:24:58Z,660000,False,,,0,,F. Wagner flagrant-type-1 personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630532, 203507]",1610612753.0,ORL,flagrant-type-1,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,,,,Antetokounmpo,203507.0,,
69,PT05M35.00S,2025-03-09T01:22:27.6Z,1,REGULAR,foul,technical,['1freethrow'],1627752,,,1610612749,8,16,2025-03-09T01:25:50Z,675000,False,,,0,,T. Prince technical FOUL (1 Tech),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,101284.0,0.0,1.0,,,,,,,
72,PT05M35.00S,2025-03-09T01:22:46.1Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612749,8,17,2025-03-09T02:07:16Z,677500,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (5 PTS),[203484],1610612753.0,ORL,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
70,PT05M35.00S,2025-03-09T01:25:52.0Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,9,17,2025-03-09T01:25:52Z,690000,False,,,0,,G. Antetokounmpo flagrant Free Throw 1 of 2 (7 PTS),[203507],1610612749.0,MIL,flagrant,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
71,PT05M35.00S,2025-03-09T01:26:13.5Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,10,17,2025-03-09T01:26:13Z,700000,False,,,0,,G. Antetokounmpo flagrant Free Throw 2 of 2 (8 PTS),[203507],1610612749.0,MIL,flagrant,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
73,PT05M24.00S,2025-03-09T01:26:37.4Z,1,REGULAR,foul,personal,[],1631094,,,1610612753,10,17,2025-03-09T01:27:07Z,710000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 203081]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,101284.0,1.0,0.0,,,,Lillard,203081.0,,
75,PT05M18.00S,2025-03-09T01:27:01.6Z,1,REGULAR,2pt,Jump Shot,[],1627752,23.73521681997372,27.941176470588236,1610612749,10,17,2025-03-09T01:27:29Z,730000,False,110.0,171.0,1,left,MISS T. Prince 20' pullup Shot,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,20.32,Missed,,,,,,,,,,,,,,,,,,
76,PT05M15.00S,2025-03-09T01:27:05.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,17,2025-03-09T01:27:05Z,740000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,
77,PT05M05.00S,2025-03-09T01:27:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,93.64323258869908,50.49019607843137,1610612753,10,19,2025-03-09T01:27:21Z,750000,False,2.0,7.0,1,right,C. Anthony driving Layup (8 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,8.0,,,,,,,,,,,,,
78,PT04M51.00S,2025-03-09T01:27:28.2Z,1,REGULAR,3pt,Jump Shot,[],1631260,13.354139290407357,3.431372549019608,1610612749,10,19,2025-03-09T01:27:32Z,760000,False,233.0,73.0,1,left,MISS A. Green 24' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,24.4,Missed,,,,,,,,,,,,,,,,,,
79,PT04M48.00S,2025-03-09T01:27:31.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,10,19,2025-03-09T01:27:32Z,770000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,,
80,PT04M36.00S,2025-03-09T01:27:43.5Z,1,REGULAR,2pt,Jump Shot,[],1631094,94.69448094612353,25.98039215686275,1610612753,10,19,2025-03-09T01:27:55Z,780000,False,-120.0,-3.0,1,right,MISS P. Banchero 12' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,12.01,Missed,,,,,,,,,,,,,,,,,,
81,PT04M33.00S,2025-03-09T01:27:46.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,19,2025-03-09T01:27:55Z,790000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,
82,PT04M27.00S,2025-03-09T01:27:53.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,27.94021024967148,18.627450980392158,1610612749,10,19,2025-03-09T01:28:37Z,800000,False,157.0,210.0,1,left,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
83,PT04M27.00S,2025-03-09T01:27:53.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,10,19,2025-03-09T01:27:58Z,810000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT04M18.00S,2025-03-09T01:28:01.9Z,1,REGULAR,3pt,Jump Shot,[],1631094,72.53613666228647,12.768075980392158,1610612753,10,22,2025-03-09T01:28:58Z,820000,False,-186.0,206.0,1,right,P. Banchero 27' 3PT pullup (9 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,27.75,Made,,,,,9.0,,,,,,,,,,,,,
85,PT04M03.00S,2025-03-09T01:28:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.732588699080158,51.225490196078425,1610612749,12,22,2025-03-09T01:28:20Z,830000,False,-6.0,1.0,1,left,D. Lillard driving finger roll Layup (4 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,4.0,,,,,,,,,,,,,
