actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT09M13.00S,2025-03-09T01:44:39.5Z,2,REGULAR,block,,[],1630579,,,1610612753,27,40,2025-03-09T01:44:44Z,1670000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
170,PT09M13.00S,2025-03-09T01:44:39.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,27,40,2025-03-09T01:44:51Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,168.0,,,,,,,,,,,,,,,,,
172,PT09M01.00S,2025-03-09T01:45:07.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641783,92.72339027595268,42.40196078431372,1610612753,27,42,2025-03-09T01:45:22Z,1700000,False,-38.0,16.0,1,right,T. da Silva Hook (5 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,5.0,,,,,,,,,,,,,
173,PT08M49.00S,2025-03-09T01:45:19.4Z,2,REGULAR,turnover,lost ball,[],1630579,,,1610612749,27,42,2025-03-09T01:45:28Z,1710000,False,,,0,,J. Sims lost ball TURNOVER (1 TO),"[1630579, 1641710]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Black,1641710.0,,,,
174,PT08M49.00S,2025-03-09T01:45:19.4Z,2,REGULAR,steal,,[],1641710,,,1610612753,27,42,2025-03-09T01:45:22Z,1720000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
175,PT08M41.00S,2025-03-09T01:45:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641710,89.30683311432325,46.32352941176471,1610612753,27,42,2025-03-09T03:00:08Z,1730000,False,-18.0,48.0,1,right,MISS A. Black driving Layup - blocked,"[1641710, 1630579]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
176,PT08M41.00S,2025-03-09T01:45:26.6Z,2,REGULAR,block,,[],1630579,,,1610612753,27,42,2025-03-09T01:45:30Z,1740000,False,,,0,,J. Sims BLOCK (2 BLK),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT08M35.00S,2025-03-09T01:45:32.6Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,27,42,2025-03-09T01:45:35Z,1750000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
178,PT08M33.00S,2025-03-09T01:45:34.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,31.61957950065703,26.715686274509803,1610612749,30,42,2025-03-09T01:46:22Z,1760000,False,116.0,245.0,1,left,K. Porter Jr. 27' 3PT running pullup (8 PTS),[1629645],1610612749.0,MIL,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.1,Made,,,,,8.0,,,,,,,,,,,,,
179,PT08M11.00S,2025-03-09T01:45:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,81.553876478318,42.64705882352941,1610612753,30,44,2025-03-09T01:46:02Z,1770000,False,-37.0,121.0,1,right,A. Black 12' pullup Jump Shot (9 PTS),[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,12.64,Made,,,,,9.0,,,,,,,,,,,,,
181,PT07M54.00S,2025-03-09T01:46:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.521024967148489,50.245098039215684,1610612749,32,44,2025-03-09T01:46:21Z,1790000,False,-1.0,9.0,1,left,K. Kuzma driving Layup (4 PTS) (K. Porter Jr. 1 AST),"[1628398, 1629645]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,4.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
183,PT07M35.00S,2025-03-09T01:46:32.9Z,2,REGULAR,3pt,Jump Shot,[],203914,68.15045992115637,25.735294117647058,1610612753,32,44,2025-03-09T01:46:45Z,1810000,False,-121.0,247.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
184,PT07M31.00S,2025-03-09T01:46:36.9Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612749,32,44,2025-03-09T01:46:45Z,1820000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT07M29.00S,2025-03-09T01:46:44.0Z,2,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612749,32,44,2025-03-09T01:46:57Z,1830000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1641710, 1628398]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,,,,Kuzma,1628398.0,,
187,PT07M29.00S,2025-03-09T01:47:39.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612749,32,44,2025-03-09T01:47:39Z,1850000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT07M29.00S,2025-03-09T01:47:39.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,32,44,2025-03-09T01:47:39Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,
189,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,out,[],203914,,,1610612749,32,44,2025-03-09T01:47:57Z,1870000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,out,[],1641783,,,1610612749,32,44,2025-03-09T01:47:57Z,1880000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,out,[],1629048,,,1610612749,32,44,2025-03-09T01:47:57Z,1890000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,in,[],1628976,,,1610612749,32,44,2025-03-09T01:47:57Z,1900000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,in,[],1631094,,,1610612749,32,44,2025-03-09T01:47:57Z,1910000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M29.00S,2025-03-09T01:47:40.8Z,2,REGULAR,substitution,in,[],203484,,,1610612749,32,44,2025-03-09T01:47:57Z,1920000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M29.00S,2025-03-09T01:48:03.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612749,33,44,2025-03-09T01:48:03Z,1930000,False,,,0,,K. Kuzma Free Throw 2 of 2 (5 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
196,PT07M17.00S,2025-03-09T01:48:27.9Z,2,REGULAR,foul,personal,[],1631260,,,1610612753,33,44,2025-03-09T01:48:39Z,1940000,False,,,0,,A. Green personal FOUL (2 PF),"[1631260, 203484]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2005.0,2.0,0.0,,,,Caldwell-Pope,203484.0,,
198,PT07M05.00S,2025-03-09T01:48:52.1Z,2,REGULAR,3pt,Jump Shot,[],1631094,68.9388961892247,13.23529411764706,1610612753,33,44,2025-03-09T01:49:19Z,1960000,False,-184.0,239.0,1,right,MISS P. Banchero 30' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,30.19,Missed,,,,,,,,,,,,,,,,,,
199,PT07M02.00S,2025-03-09T01:48:55.1Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,33,44,2025-03-09T01:48:59Z,1970000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,198.0,6.0,6.0,0.0,,,,,,,,,,,,,,
200,PT06M48.00S,2025-03-09T01:49:08.9Z,2,REGULAR,2pt,Jump Shot,[],1628398,6.389618922470433,66.91176470588235,1610612749,35,44,2025-03-09T01:49:14Z,1980000,False,-85.0,8.0,1,left,K. Kuzma 8' driving floating Jump Shot (7 PTS),[1628398],1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,8.49,Made,,,,,7.0,,,,,,,,,,,,,
201,PT06M39.00S,2025-03-09T01:49:22.3Z,2,REGULAR,foul,personal,[],1629645,,,1610612753,35,44,2025-03-09T01:49:56Z,1990000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1628976]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,2005.0,1.0,0.0,,,,Carter Jr.,1628976.0,,
203,PT06M39.00S,2025-03-09T01:49:31.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,35,44,2025-03-09T01:49:31Z,2010000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,out,[],1630579,,,1610612753,35,44,2025-03-09T01:52:14Z,2020000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,out,[],1628398,,,1610612753,35,44,2025-03-09T01:52:14Z,2030000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,out,[],1641710,,,1610612753,35,44,2025-03-09T01:52:14Z,2040000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,in,[],201572,,,1610612753,35,44,2025-03-09T01:52:14Z,2050000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,in,[],203507,,,1610612753,35,44,2025-03-09T01:52:14Z,2060000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M39.00S,2025-03-09T01:51:31.1Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,35,44,2025-03-09T01:52:14Z,2070000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M39.00S,2025-03-09T01:52:20.4Z,2,REGULAR,substitution,out,[],1631260,,,1610612753,35,44,2025-03-09T01:52:29Z,2080000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M39.00S,2025-03-09T01:52:20.4Z,2,REGULAR,substitution,in,[],1628398,,,1610612753,35,44,2025-03-09T01:52:29Z,2090000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M31.00S,2025-03-09T01:52:37.8Z,2,REGULAR,violation,kicked ball,[],203507,,,1610612753,35,44,2025-03-09T01:52:47Z,2100000,False,,,0,,G. Antetokounmpo kicked ball VIOLATION,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
213,PT06M19.00S,2025-03-09T01:53:01.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,90.88370565045992,40.931372549019606,1610612753,35,44,2025-03-09T01:53:21Z,2110000,False,-45.0,33.0,1,right,MISS W. Carter Jr. driving Hook,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
214,PT06M13.00S,2025-03-09T01:53:07.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,35,44,2025-03-09T01:53:09Z,2120000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,213.0,4.0,3.0,1.0,,,,,,,,,,,,,,
215,PT06M06.00S,2025-03-09T01:53:14.1Z,2,REGULAR,2pt,Jump Shot,[],1627752,23.47240473061761,46.81372549019608,1610612749,37,44,2025-03-09T01:53:19Z,2130000,False,16.0,168.0,1,left,T. Prince 16' driving floating Jump Shot (4 PTS) (G. Antetokounmpo 2 AST),"[1627752, 203507]",1610612749.0,MIL,driving floating,,,Prince,T. Prince,,,,,Mid-Range,16-24 Center,16.89,Made,,,,,4.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
217,PT06M00.00S,2025-03-09T01:53:19.7Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,37,44,2025-03-09T01:53:26Z,2150000,False,,,0,,P. Banchero bad pass TURNOVER (2 TO),"[1631094, 1629645]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,Porter Jr.,1629645.0,,,,
218,PT06M00.00S,2025-03-09T01:53:19.7Z,2,REGULAR,steal,,[],1629645,,,1610612749,37,44,2025-03-09T01:53:23Z,2160000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
219,PT05M38.00S,2025-03-09T01:53:41.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628398,9.280551905387648,37.254901960784316,1610612749,37,44,2025-03-09T01:53:47Z,2170000,False,64.0,35.0,1,left,MISS K. Kuzma 7' driving Hook,[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
220,PT05M38.00S,2025-03-09T01:53:41.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,37,44,2025-03-09T01:53:47Z,2180000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,219.0,,,,,,,,,,,,,,,,,
222,PT05M38.00S,2025-03-09T01:53:50.0Z,2,REGULAR,substitution,out,[],1629645,,,1610612753,37,44,2025-03-09T01:53:54Z,2200000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M38.00S,2025-03-09T01:53:50.0Z,2,REGULAR,substitution,in,[],203081,,,1610612753,37,44,2025-03-09T01:53:54Z,2210000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M27.00S,2025-03-09T01:54:14.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612753,37,44,2025-03-09T01:54:27Z,2220000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Banchero 2 FT),"[201572, 1631094]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,1.0,1.0,,,,Banchero,1631094.0,,
226,PT05M27.00S,2025-03-09T01:54:45.8Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,37,44,2025-03-09T01:54:45Z,2240000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT05M27.00S,2025-03-09T01:54:45.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,37,44,2025-03-09T01:54:45Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,
228,PT05M27.00S,2025-03-09T01:55:09.0Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,37,45,2025-03-09T01:55:09Z,2260000,False,,,0,,P. Banchero Free Throw 2 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
229,PT05M09.00S,2025-03-09T01:55:31.6Z,2,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612749,37,45,2025-03-09T01:55:38Z,2270000,False,,,0,,T. Prince bad pass out-of-bounds TURNOVER (1 TO),[1627752],1610612749.0,MIL,bad pass,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202007.0,,,1.0,,,,,,
230,PT04M53.00S,2025-03-09T01:55:48.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,89.96386333771353,32.35294117647059,1610612753,37,47,2025-03-09T01:56:06Z,2280000,False,-88.0,42.0,1,right,P. Banchero 9' driving floating bank Jump Shot (12 PTS) (C. Anthony 2 AST),"[1631094, 1630175]",1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,9.76,Made,,,,,12.0,C. Anthony,1630175.0,2.0,,,,,,,,,,
232,PT04M32.00S,2025-03-09T01:56:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.703679369250986,49.754901960784316,1610612749,39,47,2025-03-09T01:56:16Z,2300000,False,1.0,20.0,1,left,G. Antetokounmpo driving finger roll Layup (12 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,12.0,D. Lillard,203081.0,1.0,,,,,,,,,,
234,PT04M11.00S,2025-03-09T01:56:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,81.8166885676741,40.931372549019606,1610612753,39,49,2025-03-09T01:56:46Z,2320000,False,-45.0,118.0,1,right,F. Wagner 12' driving floating Jump Shot (2 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,12.68,Made,,,,,2.0,C. Anthony,1630175.0,3.0,,,,,,,,,,
311,PT04M00.00S,2025-03-09T01:56:40.9Z,2,REGULAR,turnover,lost ball,[],203081,,,1610612749,39,49,2025-03-09T02:12:12Z,2345000,False,,,0,,D. Lillard lost ball TURNOVER (3 TO),"[203081, 1630175]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,Anthony,1630175.0,,,,
312,PT04M00.00S,2025-03-09T01:56:40.9Z,2,REGULAR,steal,,[],1630175,,,1610612753,39,49,2025-03-09T02:12:00Z,2352500,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT03M53.00S,2025-03-09T01:56:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,93.64323258869908,49.754901960784316,1610612753,39,51,2025-03-09T02:12:00Z,2360000,False,-1.0,7.0,1,right,W. Carter Jr. driving Layup (2 PTS) (C. Anthony 4 AST),"[1628976, 1630175]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,2.0,C. Anthony,1630175.0,4.0,,,,,,,,,,
240,PT03M53.00S,2025-03-09T01:56:54.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201572,,,1610612753,39,51,2025-03-09T01:57:15Z,2380000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Carter Jr. 1 FT),"[201572, 1628976]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2005.0,2.0,1.0,,,,Carter Jr.,1628976.0,,
242,PT03M53.00S,2025-03-09T01:57:17.3Z,2,REGULAR,substitution,out,[],1628398,,,1610612753,39,51,2025-03-09T01:57:52Z,2400000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M53.00S,2025-03-09T01:57:17.3Z,2,REGULAR,substitution,in,[],1631260,,,1610612753,39,51,2025-03-09T01:57:52Z,2410000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M53.00S,2025-03-09T01:57:30.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628976,,,1610612753,39,52,2025-03-09T02:12:00Z,2420000,False,,,0,,W. Carter Jr. Free Throw 1 of 1 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
245,PT03M35.00S,2025-03-09T01:57:49.5Z,2,REGULAR,2pt,Jump Shot,[],203507,7.046649145860711,76.7156862745098,1610612749,39,52,2025-03-09T01:58:00Z,2430000,False,-134.0,14.0,1,left,MISS G. Antetokounmpo 13' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,13.43,Missed,,,,,,,,,,,,,,,,,,
246,PT03M34.00S,2025-03-09T01:57:50.5Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,39,52,2025-03-09T01:59:22Z,2440000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,245.0,1.0,1.0,0.0,,,,,,,,,,,,,,
247,PT03M31.00S,2025-03-09T01:57:57.5Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,39,52,2025-03-09T01:58:13Z,2450000,False,,,0,,W. Carter Jr. off-the-ball offensive FOUL (2 PF),"[1628976, 203081]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,101284.0,2.0,0.0,,,,Lillard,203081.0,,
249,PT03M31.00S,2025-03-09T01:57:57.5Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,39,52,2025-03-09T01:57:57Z,2470000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,101284.0,,,2.0,,,,,,
250,PT03M17.00S,2025-03-09T01:58:26.6Z,2,REGULAR,turnover,lost ball,[],1631260,,,1610612749,39,52,2025-03-09T01:58:34Z,2480000,False,,,0,,A. Green lost ball TURNOVER (1 TO),"[1631260, 1630532]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,
251,PT03M17.00S,2025-03-09T01:58:26.6Z,2,REGULAR,steal,,[],1630532,,,1610612753,39,52,2025-03-09T01:58:29Z,2490000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
252,PT03M13.00S,2025-03-09T01:58:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,93.64323258869908,48.03921568627451,1610612753,39,54,2025-03-09T01:58:38Z,2500000,False,-10.0,7.0,1,right,K. Caldwell-Pope running Layup (9 PTS) (C. Anthony 5 AST),"[203484, 1630175]",1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,9.0,C. Anthony,1630175.0,5.0,,,,,,,,,,
254,PT03M01.00S,2025-03-09T01:58:50.6Z,2,REGULAR,foul,personal,[],1630175,,,1610612749,39,54,2025-03-09T01:59:03Z,2520000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1631260]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202007.0,1.0,0.0,,,,Green,1631260.0,,
256,PT03M01.00S,2025-03-09T01:59:04.7Z,2,REGULAR,substitution,out,[],1628976,,,1610612749,39,54,2025-03-09T01:59:08Z,2540000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
