actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
548,PT09M17.00S,2024-11-26T04:58:49.0Z,4,REGULAR,foul,personal,[],203471,,,1610612744,94,98,2024-11-26T04:59:18Z,5080000,False,,,0,,D. Schröder personal FOUL (3 PF),"[203471, 1641764]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,,,,200834.0,,,,,,,,3.0,0.0,Podziemski,1641764.0,,,,,
550,PT09M11.00S,2024-11-26T04:59:17.7Z,4,REGULAR,3pt,Jump Shot,[],203952,71.66557161629436,81.12745098039215,1610612744,94,98,2024-11-26T05:21:31Z,5100000,False,156.0,214.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
551,PT09M08.00S,2024-11-26T04:59:20.7Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612751,94,98,2024-11-26T05:21:31Z,5110000,False,,,0,,T. Watford REBOUND (Off:1 Def:3),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,550.0,,,,,,,,,,,,,4.0,3.0,1.0,,
552,PT08M58.00S,2024-11-26T04:59:21.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.539421813403408,56.372549019607845,1610612751,94,98,2024-11-26T04:59:26Z,5120000,False,-32.0,18.0,1,left,MISS D. Schröder driving Layup,[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
553,PT08M56.00S,2024-11-26T04:59:23.7Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,94,98,2024-11-26T04:59:26Z,5130000,False,,,0,,G. Payton II REBOUND (Off:2 Def:5),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,552.0,,,,,,,,,,,,,7.0,5.0,2.0,,
554,PT08M52.00S,2024-11-26T04:59:27.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,94.26741130091985,57.59803921568628,1610612744,94,98,2024-11-26T05:22:18Z,5140000,False,38.0,1.0,1,right,MISS A. Wiggins running Layup,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,,,,,,,,,,,,,,
555,PT08M52.00S,2024-11-26T04:59:27.8Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,94,98,2024-11-26T05:23:34Z,5150000,False,,,0,,G. Payton II REBOUND (Off:3 Def:5),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,554.0,,,,,,,,,,,,,8.0,5.0,3.0,,
556,PT08M52.00S,2024-11-26T04:59:33.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1627780,94.40999984741211,50.0,1610612744,96,98,2024-11-26T05:23:47Z,5160000,False,0.0,0.0,1,right,G. Payton II tip DUNK (8 PTS),[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,0.0,Made,,,,8.0,,,,,,,,,,,,,,
557,PT08M29.00S,2024-11-26T04:59:51.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629003,10.118265440210251,36.49662990196079,1610612751,96,98,2024-11-26T05:00:03Z,5170000,False,68.0,43.0,1,left,MISS S. Milton 7' driving bank Hook,[1629003],1610612751.0,BKN,driving bank,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
558,PT08M27.00S,2024-11-26T04:59:53.6Z,4,REGULAR,rebound,offensive,[],1630533,,,1610612751,96,98,2024-11-26T05:00:03Z,5180000,False,,,0,,Z. Williams REBOUND (Off:1 Def:6),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,557.0,,,,,,,,,,,,,7.0,6.0,1.0,,
560,PT08M27.00S,2024-11-26T04:59:54.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,6.356767411300922,55.3921568627451,1610612751,96,98,2024-11-26T05:00:19Z,5200000,False,-27.0,7.0,1,left,MISS Z. Williams putback Layup - blocked,"[1630533, 1641764]",1610612751.0,BKN,putback,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,Podziemski,1641764.0
562,PT08M27.00S,2024-11-26T04:59:54.6Z,4,REGULAR,block,,[],1641764,,,1610612751,96,98,2024-11-26T05:00:19Z,5205000,False,,,0,,B. Podziemski BLOCK (1 BLK),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
561,PT08M27.00S,2024-11-26T04:59:54.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,96,98,2024-11-26T05:00:19Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,560.0,,,,,,,,,,,,,,,,,
564,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,out,[],1631218,,,1610612751,96,98,2024-11-26T05:00:49Z,5230000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,out,[],1630570,,,1610612751,96,98,2024-11-26T05:00:49Z,5240000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,out,[],203471,,,1610612751,96,98,2024-11-26T05:00:49Z,5250000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,in,[],203937,,,1610612751,96,98,2024-11-26T05:00:49Z,5260000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,in,[],1631213,,,1610612751,96,98,2024-11-26T05:00:49Z,5270000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M27.00S,2024-11-26T05:00:17.8Z,4,REGULAR,substitution,in,[],1630592,,,1610612751,96,98,2024-11-26T05:00:49Z,5280000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M27.00S,2024-11-26T05:00:53.9Z,4,REGULAR,foul,technical,['1freethrow'],203759,,,1610612751,96,98,2024-11-26T05:11:41Z,5290000,False,,,0,,TEAM foul technical,[203759],1610612751.0,BKN,,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,,,,,
571,PT08M27.00S,2024-11-26T05:01:10.2Z,4,REGULAR,freethrow,1 of 1,[],1630322,,,1610612751,97,98,2024-11-26T05:01:10Z,5300000,False,,,0,,L. Waters III technical Free Throw 1 of 1 (13 PTS),[1630322],1610612744.0,GSW,technical,,,Waters III,L. Waters III,,,,,,,,Made,,,,13.0,,,,,,,,,,,,,,
572,PT08M24.00S,2024-11-26T05:01:15.6Z,4,REGULAR,turnover,bad pass,[],1630533,,,1610612751,97,98,2024-11-26T05:01:18Z,5310000,False,,,0,,Z. Williams bad pass TURNOVER (2 TO),"[1630533, 1627780]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Left,,,,,2.0,,,,,Payton II,1627780.0,,,,,,,,,
573,PT08M24.00S,2024-11-26T05:01:15.6Z,4,REGULAR,steal,,[],1627780,,,1610612744,97,98,2024-11-26T05:01:17Z,5320000,False,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
574,PT08M19.00S,2024-11-26T05:01:22.1Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203937,86.33377135348226,45.3201593137255,1610612744,97,98,2024-11-26T05:26:53Z,5330000,False,-23.0,76.0,1,right,MISS K. Anderson 7' driving floating Shot,[203937],1610612744.0,GSW,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
575,PT08M18.00S,2024-11-26T05:01:23.1Z,4,REGULAR,rebound,offensive,[],1641764,,,1610612744,97,98,2024-11-26T05:26:53Z,5340000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,574.0,,,,,,,,,,,,,1.0,0.0,1.0,,
576,PT08M18.00S,2024-11-26T05:01:28.4Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1641764,94.40999984741211,50.0,1610612744,97,98,2024-11-26T05:27:34Z,5350000,False,0.0,0.0,1,right,MISS B. Podziemski tip DUNK,[1641764],1610612744.0,GSW,tip,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
577,PT08M16.00S,2024-11-26T05:01:30.4Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,97,98,2024-11-26T05:27:25Z,5360000,False,,,0,,Z. Williams REBOUND (Off:1 Def:7),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,576.0,,,,,,,,,,,,,8.0,7.0,1.0,,
578,PT08M08.00S,2024-11-26T05:01:35.6Z,4,REGULAR,violation,kicked ball,[],203937,,,1610612751,97,98,2024-11-26T05:01:54Z,5370000,False,,,0,,K. Anderson kicked ball VIOLATION,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,200834.0,,,,,,,,,,,,,,,,
579,PT07M56.00S,2024-11-26T05:01:59.2Z,4,REGULAR,2pt,Jump Shot,[],1629003,22.2568988173456,41.91176470588235,1610612751,97,100,2024-11-26T05:02:05Z,5380000,False,40.0,157.0,1,left,S. Milton 16' turnaround fadeaway Jump Shot (13 PTS),[1629003],1610612751.0,BKN,turnaround fadeaway,,,Milton,S. Milton,,,,,Mid-Range,16-24 Center,16.18,Made,,,,13.0,,,,,,,,,,,,,,
717,PT07M40.00S,2024-11-26T05:02:17.8Z,4,REGULAR,turnover,lost ball,[],1630322,,,1610612744,97,100,2024-11-26T05:34:03Z,5395000,False,,,0,,L. Waters III lost ball TURNOVER (2 TO),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,,,,,,,,,,,,,,,
582,PT07M40.00S,2024-11-26T05:02:36.5Z,4,REGULAR,foul,personal,[],1630322,,,1610612751,97,100,2024-11-26T05:34:03Z,5410000,False,,,0,,L. Waters III loose ball personal FOUL (2 PF),"[1630322, 1630533]",1610612744.0,GSW,loose ball,,,Waters III,L. Waters III,,,,,Mid-Range,16-24 Right Center,,,,200834.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
585,PT07M29.00S,2024-11-26T05:02:58.2Z,4,REGULAR,foul,personal,['2freethrow'],203937,,,1610612751,97,100,2024-11-26T05:03:15Z,5440000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Wilson 2 FT),"[203937, 1630592]",1610612744.0,GSW,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,200834.0,,,,,,,,1.0,0.0,Wilson,1630592.0,,,,,
587,PT07M29.00S,2024-11-26T05:03:24.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630592,,,1610612751,97,101,2024-11-26T05:03:24Z,5460000,False,,,0,,J. Wilson Free Throw 1 of 2 (14 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
588,PT07M29.00S,2024-11-26T05:03:34.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,97,101,2024-11-26T05:03:34Z,5470000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,out,[],1627780,,,1610612751,97,101,2024-11-26T05:06:41Z,5520000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,out,[],1641764,,,1610612751,97,101,2024-11-26T05:06:41Z,5530000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,out,[],203952,,,1610612751,97,101,2024-11-26T05:06:41Z,5540000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,in,[],201939,,,1610612751,97,101,2024-11-26T05:06:41Z,5550000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,in,[],203110,,,1610612751,97,101,2024-11-26T05:06:41Z,5560000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M29.00S,2024-11-26T05:05:45.1Z,4,REGULAR,substitution,in,[],1630541,,,1610612751,97,101,2024-11-26T05:08:00Z,5575000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M29.00S,2024-11-26T05:06:47.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630592,,,1610612751,97,102,2024-11-26T05:06:47Z,5580000,False,,,0,,J. Wilson Free Throw 2 of 2 (15 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
600,PT07M12.00S,2024-11-26T05:07:06.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,94.92444152431011,52.94117647058824,1610612744,99,102,2024-11-26T05:07:10Z,5590000,False,15.0,-5.0,1,right,K. Anderson cutting DUNK (4 PTS) (D. Green 5 AST),"[203937, 203110]",1610612744.0,GSW,cutting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.55,Made,,,,4.0,D. Green,203110.0,5.0,,,,,,,,,,,
602,PT06M48.00S,2024-11-26T05:07:30.8Z,4,REGULAR,3pt,Jump Shot,[],1630553,26.856110381077528,83.08823529411765,1610612751,99,102,2024-11-26T05:07:37Z,5610000,False,-165.0,200.0,1,left,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
603,PT06M43.00S,2024-11-26T05:07:35.8Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,99,102,2024-11-26T05:07:37Z,5620000,False,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,602.0,,,,,,,,,,,,,6.0,6.0,0.0,,
605,PT06M26.00S,2024-11-26T05:08:02.5Z,4,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,99,102,2024-11-26T05:08:11Z,5630000,False,,,0,,S. Curry step out-of-bounds TURNOVER (3 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,202037.0,3.0,,,,,,,,,,,,,,,
609,PT06M16.00S,2024-11-26T05:08:13.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630592,11.350197109067011,40.68627450980392,1610612751,99,104,2024-11-26T05:10:51Z,5635000,False,47.0,54.0,1,left,J. Wilson 7' driving Layup (17 PTS) (T. Martin 3 AST),"[1630592, 1631213]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,,17.0,T. Martin,1631213.0,3.0,,,,,,,,,,,
606,PT06M16.00S,2024-11-26T05:08:23.9Z,4,REGULAR,foul,personal,['1freethrow'],203110,,,1610612751,99,104,2024-11-26T05:11:56Z,5640000,False,,,0,,D. Green shooting personal FOUL (2 PF) (Wilson 1 FT),"[203110, 1630592]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,202037.0,,,,,,,,2.0,0.0,Wilson,1630592.0,,,,,
610,PT06M16.00S,2024-11-26T05:11:01.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,99,104,2024-11-26T05:11:01Z,5670000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT06M16.00S,2024-11-26T05:11:44.6Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630592,,,1610612751,99,105,2024-11-26T05:11:48Z,5680000,False,,,0,,J. Wilson Free Throw 1 of 1 (18 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,18.0,,,,,,,,,,,,,,
612,PT06M03.00S,2024-11-26T05:12:00.4Z,4,REGULAR,3pt,Jump Shot,[],201939,70.67181340341656,82.5750612745098,1610612744,102,105,2024-11-26T05:12:16Z,5690000,False,163.0,223.0,1,right,S. Curry 27' 3PT  (20 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.63,Made,,,,20.0,D. Green,203110.0,6.0,,,,,,,,,,,
614,PT05M40.00S,2024-11-26T05:12:52.0Z,4,REGULAR,substitution,out,[],1630541,,,1610612751,102,105,2024-11-26T05:12:56Z,5710000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M40.00S,2024-11-26T05:12:52.0Z,4,REGULAR,substitution,in,[],203952,,,1610612751,102,105,2024-11-26T05:12:56Z,5720000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M40.00S,2024-11-26T05:13:09.0Z,4,REGULAR,jumpball,recovered,[],203110,,,1610612751,102,105,2024-11-26T05:37:14Z,5730000,False,,,0,,Jump Ball L. Waters III vs. Z. Williams: Tip to D. Green,"[203110, 1630322, 1630533]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Waters III,1630322.0,Williams,1630533.0,,,,,,,,,,,,,,,,,,,,,,
619,PT05M38.00S,2024-11-26T05:13:09.0Z,4,REGULAR,turnover,lost ball,[],1630533,,,1610612751,102,105,2024-11-26T05:13:09Z,5760000,False,,,0,,Z. Williams lost ball TURNOVER (3 TO),"[1630533, 1630322]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,3.0,,,,,Waters III,1630322.0,,,,,,,,,
620,PT05M38.00S,2024-11-26T05:13:09.0Z,4,REGULAR,steal,,[],1630322,,,1610612744,102,105,2024-11-26T05:13:09Z,5770000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M33.00S,2024-11-26T05:13:13.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630322,71.66557161629436,19.117647058823522,1610612744,102,105,2024-11-26T05:39:53Z,5780000,False,-154.0,214.0,1,right,MISS L. Waters III 26' running 3PT,[1630322],1610612744.0,GSW,running,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
622,PT05M26.00S,2024-11-26T05:13:20.6Z,4,REGULAR,rebound,offensive,[],203952,,,1610612744,102,105,2024-11-26T05:13:20Z,5790000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,621.0,,,,,,,,,,,,,5.0,3.0,2.0,,
623,PT05M26.00S,2024-11-26T05:13:19.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203952,94.40999984741211,50.0,1610612744,104,105,2024-11-26T05:13:23Z,5800000,False,0.0,0.0,1,right,A. Wiggins tip Layup (13 PTS),[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Made,,,,13.0,,,,,,,,,,,,,,
624,PT05M12.00S,2024-11-26T05:13:33.1Z,4,REGULAR,3pt,Jump Shot,[],1631213,32.329993429697765,55.395986519607845,1610612751,104,105,2024-11-26T05:13:41Z,5810000,False,-27.0,251.0,1,left,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
625,PT05M10.00S,2024-11-26T05:13:35.1Z,4,REGULAR,rebound,offensive,[],1630533,,,1610612751,104,105,2024-11-26T05:44:05Z,5820000,False,,,0,,Z. Williams REBOUND (Off:2 Def:7),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,624.0,,,,,,,,,,,,,9.0,7.0,2.0,,
626,PT05M10.00S,2024-11-26T05:13:38.4Z,4,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612751,104,105,2024-11-26T05:14:08Z,5830000,False,,,0,,L. Waters III shooting personal FOUL (3 PF) (Williams 2 FT),"[1630322, 1630533]",1610612744.0,GSW,shooting,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,3.0,0.0,Williams,1630533.0,,,,,
629,PT05M10.00S,2024-11-26T05:16:38.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630533,,,1610612751,104,106,2024-11-26T05:44:05Z,5860000,False,,,0,,Z. Williams Free Throw 1 of 2 (14 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
637,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,out,[],1631213,,,1610612751,104,106,2024-11-26T05:17:56Z,5865000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,in,[],203471,,,1610612751,104,106,2024-11-26T05:17:56Z,5867500,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,out,[],1629003,,,1610612751,104,106,2024-11-26T05:18:56Z,5868750,False,,,0,,SUB out: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,in,[],1630570,,,1610612751,104,106,2024-11-26T05:18:56Z,5869375,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,out,[],203937,,,1610612751,104,106,2024-11-26T05:21:51Z,5869687,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,in,[],1641764,,,1610612751,104,106,2024-11-26T05:21:51Z,5869843,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,out,[],1630322,,,1610612751,104,106,2024-11-26T05:22:47Z,5869921,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT05M10.00S,2024-11-26T05:16:52.5Z,4,REGULAR,substitution,in,[],1627780,,,1610612751,104,106,2024-11-26T05:22:47Z,5869960,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M10.00S,2024-11-26T05:16:38.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630533,,,1610612751,104,107,2024-11-26T05:44:05Z,5870000,False,,,0,,Z. Williams Free Throw 2 of 2 (15 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
631,PT04M58.00S,2024-11-26T05:17:07.0Z,4,REGULAR,3pt,Jump Shot,[],201939,66.5407358738502,73.52941176470588,1610612744,104,107,2024-11-26T05:17:12Z,5880000,False,118.0,262.0,1,right,MISS S. Curry 28' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,28.72,Missed,,,,,,,,,,,,,,,,,,
632,PT04M55.00S,2024-11-26T05:17:10.0Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612751,104,107,2024-11-26T05:17:12Z,5890000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,631.0,,,,,,,,,,,,,2.0,2.0,0.0,,
