actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M28.00S,2024-10-30T02:07:27.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641764,9.674770039421814,48.529411764705884,1610612744,5,2,2024-10-30T02:09:39Z,160000,False,7.0,38.0,1,left,B. Podziemski driving floating Jump Shot (2 PTS),[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.91,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M12.00S,2024-10-30T02:07:43.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,66.04796320630749,53.67647058823529,1610612740,5,5,2024-10-30T02:07:51Z,170000,False,18.0,267.0,1,right,B. Ingram 26' 3PT  (5 PTS) (Z. Williamson 1 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.72,Made,5.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,,
19,PT09M58.00S,2024-10-30T02:07:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,29.122864651773984,23.03921568627451,1610612744,5,5,2024-10-30T02:08:08Z,190000,False,135.0,221.0,1,left,MISS M. Moody 25' 3PT - blocked,"[1630541, 1629627]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,Williamson,1629627.0,,,,,,,,
20,PT09M58.00S,2024-10-30T02:07:57.6Z,1,REGULAR,block,,[],1629627,,,1610612744,5,5,2024-10-30T02:08:01Z,200000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
21,PT09M53.00S,2024-10-30T02:08:02.6Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,5,5,2024-10-30T02:51:46Z,210000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M50.00S,2024-10-30T02:08:06.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629627,87.86136662286465,52.20588235294118,1610612740,5,5,2024-10-30T02:08:24Z,220000,False,11.0,62.0,1,right,MISS Z. Williamson 6' running Shot - blocked,"[1629627, 203110]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,Green,203110.0,,,,,,,,
100,PT09M50.00S,2024-10-30T02:08:06.0Z,1,REGULAR,block,,[],203110,,,1610612740,5,5,2024-10-30T02:22:57Z,225000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2024-10-30T02:08:06.0Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,5,5,2024-10-30T02:08:24Z,230000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M41.00S,2024-10-30T02:08:15.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,32.802233902759525,50.0,1610612744,5,5,2024-10-30T02:08:29Z,240000,False,0.0,256.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
25,PT09M37.00S,2024-10-30T02:08:19.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,5,5,2024-10-30T02:08:29Z,250000,False,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,
26,PT09M33.00S,2024-10-30T02:08:22.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,67.09921156373193,73.0392156862745,1610612740,5,8,2024-10-30T02:15:14Z,260000,False,115.0,257.0,1,right,B. Ingram 28' 3PT running pullup (8 PTS) (D. Theis 1 AST),"[1627742, 1628464]",1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,28.15,Made,8.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,
28,PT09M22.00S,2024-10-30T02:08:34.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,35.69316688567674,37.745098039215684,1610612744,5,8,2024-10-30T02:15:58Z,280000,False,61.0,283.0,1,left,MISS B. Podziemski 28' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,28.96,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2024-10-30T02:08:34.2Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,5,8,2024-10-30T02:08:42Z,290000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M11.00S,2024-10-30T02:08:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.06636005256242,52.20588235294118,1610612740,5,10,2024-10-30T02:16:43Z,300000,False,11.0,22.0,1,right,B. Ingram driving finger roll Layup (10 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.47,Made,10.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
32,PT08M48.00S,2024-10-30T02:09:08.1Z,1,REGULAR,turnover,lost ball,[],1631218,,,1610612744,5,10,2024-10-30T02:09:16Z,320000,False,,,0,,T. Jackson-Davis lost ball TURNOVER (1 TO),"[1631218, 1630529]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,
33,PT08M48.00S,2024-10-30T02:09:08.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,5,10,2024-10-30T02:09:10Z,330000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M35.00S,2024-10-30T02:09:23.6Z,1,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612740,5,10,2024-10-30T02:18:00Z,340000,False,,,0,,D. Theis bad pass out-of-bounds TURNOVER (1 TO),[1628464],1610612740.0,NOP,bad pass,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1626300.0,1.0,,,,,,
35,PT08M29.00S,2024-10-30T02:09:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,8.886333771353483,48.77450980392157,1610612744,5,10,2024-10-30T02:18:46Z,350000,False,6.0,31.0,1,left,MISS B. Hield driving Layup - blocked,"[1627741, 203468]",1610612744.0,GSW,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,McCollum,203468.0,,,,,,,,
36,PT08M29.00S,2024-10-30T02:09:42.1Z,1,REGULAR,block,,[],203468,,,1610612744,5,10,2024-10-30T02:09:44Z,360000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M29.00S,2024-10-30T02:09:42.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,5,10,2024-10-30T02:09:54Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,35.0,,,,,,,,,,,,,
38,PT08M27.00S,2024-10-30T02:09:57.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641764,7.440867279894875,94.6078431372549,1610612744,8,10,2024-10-30T02:10:05Z,380000,False,-223.0,17.0,1,left,B. Podziemski 3PT  (5 PTS) (T. Jackson-Davis 1 AST),"[1641764, 1631218]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,22.37,Made,5.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
40,PT08M16.00S,2024-10-30T02:10:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.51182654402102,46.07843137254902,1610612740,8,12,2024-10-30T02:10:16Z,400000,False,-20.0,8.0,1,right,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M02.00S,2024-10-30T02:10:23.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,9.543363994743759,3.9215686274509802,1610612744,8,12,2024-10-30T02:10:31Z,410000,False,230.0,37.0,1,left,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
42,PT07M56.00S,2024-10-30T02:10:29.1Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,8,12,2024-10-30T02:10:31Z,420000,False,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Right Corner 3,24+ Right,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,
43,PT07M44.00S,2024-10-30T02:10:40.3Z,1,REGULAR,3pt,Jump Shot,[],1628464,76.42904073587385,89.70588235294117,1610612740,8,12,2024-10-30T02:10:56Z,430000,False,199.0,169.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
44,PT07M40.00S,2024-10-30T02:10:44.3Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,8,12,2024-10-30T02:14:32Z,440000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,
46,PT07M30.00S,2024-10-30T02:11:12.3Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,8,12,2024-10-30T02:21:11Z,460000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628954.0,1.0,,,,,,
47,PT07M18.00S,2024-10-30T02:11:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,6.521024967148489,48.77450980392157,1610612744,8,12,2024-10-30T02:21:56Z,470000,False,6.0,9.0,1,left,MISS B. Hield driving Layup,[1627741],1610612744.0,GSW,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
48,PT07M12.00S,2024-10-30T02:11:37.5Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,12,2024-10-30T02:11:41Z,480000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
50,PT07M10.00S,2024-10-30T02:11:46.0Z,1,REGULAR,substitution,out,[],1630541,,,1610612740,8,12,2024-10-30T02:12:00Z,500000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2024-10-30T02:11:46.0Z,1,REGULAR,substitution,in,[],1630228,,,1610612740,8,12,2024-10-30T02:12:00Z,510000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2024-10-30T02:12:18.3Z,1,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,38.72549019607843,1610612740,8,12,2024-10-30T02:23:18Z,520000,False,-56.0,265.0,1,right,MISS C. McCollum 27' pullup 3PT - blocked,"[203468, 1641764]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,Podziemski,1641764.0,,,,,,,,
53,PT07M05.00S,2024-10-30T02:12:18.3Z,1,REGULAR,block,,[],1641764,,,1610612740,8,12,2024-10-30T02:12:21Z,530000,False,,,0,,B. Podziemski BLOCK (1 BLK),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2024-10-30T02:12:22.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612740,8,12,2024-10-30T02:12:27Z,540000,False,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,52.0,4.0,3.0,1.0,,,,,,,,,,
55,PT07M00.00S,2024-10-30T02:12:23.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628464,91.01511169513797,35.78431372549019,1610612740,8,14,2024-10-30T02:12:39Z,550000,False,-71.0,32.0,1,right,D. Theis 7' turnaround Jump Shot (2 PTS),[1628464],1610612740.0,NOP,turnaround,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,2.0,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2024-10-30T02:12:30.4Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612744,8,14,2024-10-30T02:12:40Z,560000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1627742, 1630228]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628954.0,,,,1.0,0.0,Kuminga,1630228.0
58,PT06M53.00S,2024-10-30T02:12:48.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,8,14,2024-10-30T02:12:48Z,580000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2024-10-30T02:16:14.8Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,9,14,2024-10-30T02:31:56Z,585000,False,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2024-10-30T02:16:14.8Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,10,14,2024-10-30T02:31:56Z,587500,False,,,0,,J. Kuminga Free Throw 2 of 2 (2 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
59,PT06M53.00S,2024-10-30T02:16:15.8Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,10,14,2024-10-30T02:31:56Z,590000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2024-10-30T02:16:15.8Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,10,14,2024-10-30T02:31:56Z,600000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M53.00S,2024-10-30T02:16:18.6Z,1,REGULAR,substitution,out,[],203110,,,1610612740,10,14,2024-10-30T02:31:56Z,620000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2024-10-30T02:16:18.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612740,10,14,2024-10-30T02:31:56Z,630000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT06M40.00S,2024-10-30T02:16:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,85.85742444152432,52.69607843137255,1610612740,10,14,2024-10-30T02:35:16Z,632500,False,13.0,80.0,1,right,MISS J. Hawkins 8' driving Layup - blocked,"[1641722, 1627780]",1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,Payton II,1627780.0,,,,,,,,
168,PT06M40.00S,2024-10-30T02:16:55.3Z,1,REGULAR,block,,[],1627780,,,1610612740,10,14,2024-10-30T02:35:16Z,633750,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
169,PT06M40.00S,2024-10-30T02:16:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,14,2024-10-30T02:35:16Z,634375,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,167.0,,,,,,,,,,,,,
65,PT06M40.00S,2024-10-30T02:17:32.1Z,1,REGULAR,jumpball,recovered,[],1630529,,,1610612744,10,14,2024-10-30T02:35:16Z,635000,False,,,0,,Jump Ball J. Hawkins vs. G. Payton II: Tip to H. Jones,"[1630529, 1641722, 1627780]",1610612740.0,NOP,heldball,H. Jones,1630529.0,Jones,H. Jones,Hawkins,1641722.0,Payton II,1627780.0,,,,,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2024-10-30T02:17:44.8Z,1,REGULAR,2pt,Jump Shot,[],1641764,13.748357424441524,30.392156862745097,1610612744,10,14,2024-10-30T02:17:54Z,650000,False,98.0,77.0,1,left,MISS B. Podziemski 12' floating Shot,[1641764],1610612744.0,GSW,floating,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,12.44,Missed,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2024-10-30T02:17:47.8Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,10,14,2024-10-30T02:18:12Z,660000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,
70,PT06M10.00S,2024-10-30T02:17:57.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,79.71419185282524,74.01960784313727,1610612740,10,14,2024-10-30T02:36:28Z,670000,False,120.0,138.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,18.31,Missed,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2024-10-30T02:18:02.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,14,2024-10-30T02:18:02Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,70.0,,,,,,,,,,,,,
72,PT06M08.00S,2024-10-30T02:18:04.0Z,1,REGULAR,substitution,out,[],1631218,,,1610612740,10,14,2024-10-30T02:18:09Z,690000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2024-10-30T02:18:04.0Z,1,REGULAR,substitution,in,[],1626172,,,1610612740,10,14,2024-10-30T02:18:09Z,700000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2024-10-30T02:18:45.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,84.36268068331142,28.730085784313726,1610612740,10,16,2024-10-30T02:33:14Z,710000,False,-106.0,94.0,1,right,B. Ingram 14' floating Jump Shot (12 PTS),[1627742],1610612740.0,NOP,floating,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,14.22,Made,12.0,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2024-10-30T02:19:08.7Z,1,REGULAR,3pt,Jump Shot,[],1627780,30.305519053876477,24.264705882352942,1610612744,10,16,2024-10-30T02:19:17Z,720000,False,129.0,232.0,1,left,MISS G. Payton II 26' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2024-10-30T02:19:13.1Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,10,16,2024-10-30T02:19:13Z,730000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,
77,PT05M25.00S,2024-10-30T02:19:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641764,7.30946123521682,55.14705882352941,1610612744,12,16,2024-10-30T02:19:30Z,740000,False,-26.0,16.0,1,left,B. Podziemski Layup (7 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.04,Made,7.0,,,,,,,,,,,,,,,,,
