actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
23,PT10M59.00S,2026-02-07T20:13:17.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630551,,,1610612764,1,1,2026-02-07T20:13:17Z,230000,False,,,0,,J. Champagnie Free Throw 1 of 2 (1 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
24,PT10M59.00S,2026-02-07T20:13:31.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630551,,,1610612764,1,2,2026-02-07T20:13:31Z,240000,False,,,0,,J. Champagnie Free Throw 2 of 2 (2 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
25,PT10M46.00S,2026-02-07T20:13:49.2Z,1,REGULAR,foul,personal,['2freethrow'],1642364,,,1610612751,1,2,2026-02-07T20:13:57Z,250000,False,,,0,,J. Watkins shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642364, 1629008]",1610612764.0,WAS,shooting,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,1627529.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
27,PT10M46.00S,2026-02-07T20:14:13.1Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612751,2,2,2026-02-07T20:14:13Z,270000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
28,PT10M46.00S,2026-02-07T20:14:26.9Z,1,REGULAR,freethrow,2 of 2,[],1629008,,,1610612751,3,2,2026-02-07T20:14:26Z,280000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
29,PT10M25.00S,2026-02-07T20:14:50.4Z,1,REGULAR,3pt,Jump Shot,[],1642860,28.33442838370565,77.69607843137256,1610612764,3,5,2026-02-07T20:14:58Z,290000,False,-138.0,214.0,1,left,W. Riley 25' 3PT  (3 PTS) (J. Champagnie 1 AST),"[1642860, 1630551]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.47,,,,J. Champagnie,1630551.0,1.0,,,,,
31,PT10M11.00S,2026-02-07T20:15:04.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,69.33311432325887,28.921568627450984,1610612751,6,5,2026-02-07T20:15:08Z,310000,False,-105.0,236.0,1,right,M. Porter Jr. 25' 3PT  (5 PTS) (N. Traore 1 AST),"[1629008, 1642849]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,25.83,,,,N. Traore,1642849.0,1.0,,,,,
33,PT10M03.00S,2026-02-07T20:15:20.7Z,1,REGULAR,foul,personal,[],1642849,,,1610612764,6,5,2026-02-07T20:15:44Z,330000,False,,,0,,N. Traore personal FOUL (1 PF),"[1642849, 1630551]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,16-24 Right Center,101284.0,1.0,0.0,Champagnie,1630551.0,,,,,,,,,,,,,,,
35,PT09M58.00S,2026-02-07T20:15:37.4Z,1,REGULAR,turnover,lost ball,[],1630551,,,1610612764,6,5,2026-02-07T20:15:40Z,350000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630551, 1641730]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Clowney,1641730.0,,
36,PT09M58.00S,2026-02-07T20:15:37.4Z,1,REGULAR,steal,,[],1641730,,,1610612751,6,5,2026-02-07T20:15:39Z,360000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
38,PT09M39.00S,2026-02-07T20:16:11.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,78.66294349540078,27.941176470588236,1610612751,8,5,2026-02-07T20:16:16Z,380000,False,-110.0,148.0,1,right,M. Porter Jr. 18' fadeaway Jump Shot (7 PTS),[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,7.0,18.47,,,,,,,,,,,
39,PT09M27.00S,2026-02-07T20:16:25.8Z,1,REGULAR,turnover,out-of-bounds,[],1642860,,,1610612764,8,5,2026-02-07T20:16:31Z,390000,False,,,0,,W. Riley bad pass out-of-bounds TURNOVER (1 TO),[1642860],1610612764.0,WAS,bad pass,,,Riley,W. Riley,,,,,Mid-Range,8-16 Left,1627529.0,,,,,,,,,,,,,,,1.0,,,,
40,PT09M20.00S,2026-02-07T20:16:36.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642856,71.43561103810775,77.94117647058823,1610612751,8,5,2026-02-07T20:16:41Z,400000,False,140.0,216.0,1,right,MISS E. Dëmin 25' pullup 3PT,[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.72,,,,,,,,,,,
41,PT09M17.00S,2026-02-07T20:16:38.9Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612751,8,5,2026-02-07T20:16:38Z,410000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,,,1.0,0.0,1.0,,,,,,,,
42,PT09M14.00S,2026-02-07T20:16:41.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641730,67.23061760840999,64.95098039215686,1610612751,11,5,2026-02-07T20:16:47Z,420000,False,75.0,256.0,1,right,N. Clowney 26' 3PT  (3 PTS) (M. Porter Jr. 1 AST),"[1641730, 1629008]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,26.62,,,,M. Porter Jr.,1629008.0,1.0,,,,,
44,PT08M51.00S,2026-02-07T20:17:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,7.046649145860711,46.81372549019608,1610612764,11,7,2026-02-07T20:23:32Z,440000,False,16.0,14.0,1,left,T. Vukcevic driving Layup (2 PTS),[1641774],1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.1,,,,,,,,,,,
45,PT08M37.00S,2026-02-07T20:17:18.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.72339027595268,49.26470588235294,1610612751,13,7,2026-02-07T20:17:21Z,450000,False,-4.0,16.0,1,right,N. Claxton driving DUNK (3 PTS) (N. Traore 2 AST),"[1629651, 1642849]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,1.63,,,,N. Traore,1642849.0,2.0,,,,,
47,PT08M27.00S,2026-02-07T20:17:30.3Z,1,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612764,13,7,2026-02-07T20:17:37Z,470000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (Watkins 2 FT),"[1642849, 1642364]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,101284.0,2.0,0.0,Watkins,1642364.0,,,,,,,,,,,,,,,
49,PT08M27.00S,2026-02-07T20:18:08.0Z,1,REGULAR,freethrow,1 of 2,[],1642364,,,1610612764,13,8,2026-02-07T20:18:08Z,490000,False,,,0,,J. Watkins Free Throw 1 of 2 (1 PTS),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
50,PT08M27.00S,2026-02-07T20:18:26.4Z,1,REGULAR,freethrow,2 of 2,[],1642364,,,1610612764,13,9,2026-02-07T20:18:26Z,500000,False,,,0,,J. Watkins Free Throw 2 of 2 (2 PTS),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
51,PT08M09.00S,2026-02-07T20:18:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.30026281208936,56.86274509803921,1610612751,13,9,2026-02-07T20:18:51Z,510000,False,34.0,1.0,1,right,MISS N. Claxton alley-oop Layup,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.43,,,,,,,,,,,
52,PT08M03.00S,2026-02-07T20:18:51.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,13,9,2026-02-07T20:18:51Z,520000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,51.0,,,1.0,0.0,1.0,,,,,,,,
53,PT08M03.00S,2026-02-07T20:18:51.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,94.40999984741211,50.0,1610612751,15,9,2026-02-07T20:26:13Z,530000,False,0.0,0.0,1,right,N. Claxton putback Layup (5 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,0.0,,,,,,,,,,,
54,PT07M57.00S,2026-02-07T20:18:57.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641774,5.863994743758213,49.01960784313725,1610612764,15,11,2026-02-07T20:19:02Z,540000,False,5.0,3.0,1,left,T. Vukcevic driving DUNK (4 PTS) (B. Carrington 1 AST),"[1641774, 1642267]",1610612764.0,WAS,driving,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.55,,,,B. Carrington,1642267.0,1.0,,,,,
56,PT07M40.00S,2026-02-07T20:19:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,94.43166885676742,52.69607843137255,1610612751,17,11,2026-02-07T20:19:18Z,560000,False,13.0,0.0,1,right,N. Traore driving Layup (2 PTS),[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.35,,,,,,,,,,,
57,PT07M25.00S,2026-02-07T20:19:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,15.325229960578188,49.50980392156863,1610612764,17,11,2026-02-07T20:19:33Z,570000,False,2.0,92.0,1,left,MISS B. Carrington 9' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.16,,,,,,,,,,,
58,PT07M23.00S,2026-02-07T20:19:30.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,17,11,2026-02-07T20:19:33Z,580000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,57.0,,,2.0,1.0,1.0,,,,,,,,
59,PT07M20.00S,2026-02-07T20:19:37.0Z,1,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612751,17,11,2026-02-07T20:19:42Z,590000,False,,,0,,M. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629008],1610612751.0,BKN,bad pass,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,101284.0,,,,,,,,,,,,,,,1.0,,,,
60,PT07M10.00S,2026-02-07T20:19:51.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,32.40801576872536,35.294117647058826,1610612764,17,11,2026-02-07T20:19:56Z,600000,False,74.0,252.0,1,left,MISS B. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.26,,,,,,,,,,,
61,PT07M05.00S,2026-02-07T20:19:56.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,17,11,2026-02-07T20:19:56Z,610000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,60.0,,,3.0,2.0,1.0,,,,,,,,
62,PT07M03.00S,2026-02-07T20:20:00.9Z,1,REGULAR,foul,personal,[],1641774,,,1610612751,17,11,2026-02-07T20:20:06Z,620000,False,,,0,,T. Vukcevic personal FOUL (1 PF),"[1641774, 1641730]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Right,1626302.0,1.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,,
64,PT06M58.00S,2026-02-07T20:20:21.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642856,92.85479632063075,51.470588235294116,1610612751,19,11,2026-02-07T20:20:25Z,640000,False,7.0,15.0,1,right,E. Dëmin cutting DUNK (2 PTS) (N. Clowney 1 AST),"[1642856, 1641730]",1610612751.0,BKN,cutting,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.65,,,,N. Clowney,1641730.0,1.0,,,,,
66,PT06M48.00S,2026-02-07T20:20:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,6.521024967148489,51.225490196078425,1610612764,19,13,2026-02-07T20:20:36Z,660000,False,-6.0,9.0,1,left,J. Champagnie cutting Layup (4 PTS) (T. Vukcevic 1 AST),"[1630551, 1641774]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.07,,,,T. Vukcevic,1641774.0,1.0,,,,,
68,PT06M29.00S,2026-02-07T20:20:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.88764783180025,45.34313725490196,1610612751,19,13,2026-02-07T20:20:54Z,680000,False,-23.0,249.0,1,right,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.05,,,,,,,,,,,
69,PT06M27.00S,2026-02-07T20:20:52.0Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,19,13,2026-02-07T20:20:54Z,690000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,68.0,,,2.0,1.0,1.0,,,,,,,,
70,PT06M22.00S,2026-02-07T20:20:59.2Z,1,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,19,13,2026-02-07T20:21:03Z,700000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,1626302.0,,,,,,,,,,,,,,,1.0,,,,
71,PT06M22.00S,2026-02-07T20:21:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,19,13,2026-02-07T20:21:03Z,710000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M22.00S,2026-02-07T20:22:57.4Z,1,REGULAR,substitution,out,[],1642849,,,1610612751,19,13,2026-02-07T20:23:47Z,720000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M22.00S,2026-02-07T20:22:57.4Z,1,REGULAR,substitution,in,[],1642879,,,1610612751,19,13,2026-02-07T20:23:47Z,730000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2026-02-07T20:24:26.0Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612751,19,13,2026-02-07T20:24:29Z,740000,False,,,0,,M. Porter Jr. bad pass TURNOVER (2 TO),"[1629008, 1642364]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,Watkins,1642364.0,,
75,PT06M03.00S,2026-02-07T20:24:26.0Z,1,REGULAR,steal,,[],1642364,,,1610612764,19,13,2026-02-07T20:24:28Z,750000,False,,,0,,J. Watkins STEAL (1 STL),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
76,PT05M59.00S,2026-02-07T20:24:31.4Z,1,REGULAR,turnover,out-of-bounds,[],1630551,,,1610612764,19,13,2026-02-07T20:24:38Z,760000,False,,,0,,J. Champagnie bad pass out-of-bounds TURNOVER (2 TO),[1630551],1610612764.0,WAS,bad pass,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,1626302.0,,,,,,,,,,,,,,,2.0,,,,
77,PT05M42.00S,2026-02-07T20:24:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642856,93.64323258869908,44.11764705882353,1610612751,21,13,2026-02-07T20:25:00Z,770000,False,-29.0,7.0,1,right,E. Dëmin driving finger roll Layup (4 PTS) (M. Porter Jr. 2 AST),"[1642856, 1629008]",1610612751.0,BKN,driving finger roll,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,3.03,,,,M. Porter Jr.,1629008.0,2.0,,,,,
79,PT05M32.00S,2026-02-07T20:25:07.9Z,1,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,21,13,2026-02-07T20:25:14Z,790000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (2 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,,,,,,,,,,,,,,,2.0,,,,
80,PT05M23.00S,2026-02-07T20:25:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642879,93.51182654402102,47.30392156862745,1610612751,21,13,2026-02-07T20:25:31Z,800000,False,-13.0,8.0,1,right,MISS B. Saraf driving Layup - blocked,"[1642879, 1642860]",1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.6,,,,,,,,,,Riley,1642860.0
81,PT05M23.00S,2026-02-07T20:25:25.8Z,1,REGULAR,block,,[],1642860,,,1610612751,21,13,2026-02-07T20:25:28Z,810000,False,,,0,,W. Riley BLOCK (1 BLK),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2026-02-07T20:25:28.8Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,21,13,2026-02-07T20:25:31Z,820000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,80.0,,,3.0,2.0,1.0,,,,,,,,
83,PT05M15.00S,2026-02-07T20:25:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641774,5.601182654402102,54.166666666666664,1610612764,21,15,2026-02-07T20:25:38Z,830000,False,-21.0,0.0,1,left,T. Vukcevic running reverse Layup (6 PTS) (J. Champagnie 2 AST),"[1641774, 1630551]",1610612764.0,WAS,running reverse,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.08,,,,J. Champagnie,1630551.0,2.0,,,,,
85,PT05M05.00S,2026-02-07T20:25:44.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.51182654402102,51.225490196078425,1610612751,23,15,2026-02-07T20:25:50Z,850000,False,6.0,8.0,1,right,N. Claxton driving DUNK (7 PTS) (E. Dëmin 1 AST),"[1629651, 1642856]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,1.05,,,,E. Dëmin,1642856.0,1.0,,,,,
