actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M45.00S,2025-11-02T23:13:30.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641737,5.590000152587891,50.0,1610612755,2,5,2025-11-02T23:15:55Z,170000,False,0.0,0.0,1,left,A. Bona tip Layup (2 PTS),[1641737],1610612755.0,PHI,tip,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M35.00S,2025-11-02T23:13:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612751,2,5,2025-11-02T23:13:52Z,180000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Mann 2 FT),"[1630178, 1629611]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,1151.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,
20,PT10M35.00S,2025-11-02T23:14:06.5Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612751,3,5,2025-11-02T23:14:06Z,200000,False,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2025-11-02T23:14:19.4Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612751,4,5,2025-11-02T23:14:19Z,210000,False,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2025-11-02T23:14:35.7Z,1,REGULAR,turnover,lost ball,[],1642845,,,1610612755,4,5,2025-11-02T23:14:42Z,220000,False,,,0,,V. Edgecombe lost ball TURNOVER (1 TO),"[1642845, 1629651]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Claxton,1629651.0,,,,,
23,PT10M21.00S,2025-11-02T23:14:35.7Z,1,REGULAR,steal,,[],1629651,,,1610612751,4,5,2025-11-02T23:21:33Z,230000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2025-11-02T23:14:38.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,92.46057818659659,44.11764705882353,1610612751,6,5,2025-11-02T23:14:50Z,240000,False,-29.0,18.0,1,right,N. Claxton running alley-oop DUNK (2 PTS) (T. Martin 1 AST),"[1629651, 1631213]",1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.47,Made,2.0,,,,,,,,,,,,,T. Martin,1631213.0,1.0,,
26,PT09M59.00S,2025-11-02T23:14:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,10.200394218134035,37.745098039215684,1610612755,6,7,2025-11-02T23:14:59Z,260000,False,61.0,43.0,1,left,K. Oubre Jr. 7' driving floating Jump Shot (2 PTS),[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2025-11-02T23:15:07.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,66.44218134034165,35.294117647058826,1610612751,6,7,2025-11-03T00:02:52Z,270000,False,-74.0,263.0,1,right,MISS M. Porter Jr. 27' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.3,Missed,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2025-11-02T23:15:10.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,6,7,2025-11-02T23:15:11Z,280000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M39.00S,2025-11-02T23:15:20.5Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612755,6,7,2025-11-02T23:15:32Z,290000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Maxey 2 FT),"[1629611, 1630178]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,1151.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
31,PT09M39.00S,2025-11-02T23:15:43.8Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,6,8,2025-11-02T23:15:43Z,310000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M39.00S,2025-11-02T23:16:00.8Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,6,9,2025-11-02T23:16:00Z,320000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
33,PT09M25.00S,2025-11-02T23:16:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,82.07950065703022,65.19607843137256,1610612751,8,9,2025-11-02T23:16:20Z,330000,False,76.0,116.0,1,right,C. Thomas 13' turnaround Jump Shot (4 PTS),[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,13.87,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2025-11-02T23:16:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.225361366622867,26.96078431372549,1610612755,8,9,2025-11-02T23:16:32Z,340000,False,115.0,241.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.71,Missed,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2025-11-02T23:16:31.1Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,8,9,2025-11-02T23:16:32Z,350000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,
36,PT09M06.00S,2025-11-02T23:16:35.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,65.52233902759527,48.529411764705884,1610612751,11,9,2025-11-02T23:16:42Z,360000,False,-7.0,272.0,1,right,C. Thomas 27' 3PT running pullup (7 PTS) (T. Martin 2 AST),"[1630560, 1631213]",1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,27.17,Made,7.0,,,,,,,,,,,,,T. Martin,1631213.0,2.0,,
38,PT08M47.00S,2025-11-02T23:16:53.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,27.94021024967148,14.215686274509803,1610612755,11,9,2025-11-02T23:16:57Z,380000,False,179.0,210.0,1,left,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,27.59,Missed,,,,,,,,,,,,,,,,,,
39,PT08M45.00S,2025-11-02T23:16:55.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,11,9,2025-11-02T23:16:57Z,390000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT08M35.00S,2025-11-02T23:17:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,92.46057818659659,60.5392156862745,1610612751,11,9,2025-11-02T23:17:10Z,400000,False,53.0,18.0,1,right,MISS C. Thomas driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
41,PT08M33.00S,2025-11-02T23:17:09.2Z,1,REGULAR,rebound,offensive,[],1630560,,,1610612751,11,9,2025-11-02T23:17:09Z,410000,False,,,0,,C. Thomas REBOUND (Off:1 Def:0),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,40.0,1.0,0.0,1.0,,,,,,,,
42,PT08M31.00S,2025-11-02T23:17:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,66.70499342969777,48.529411764705884,1610612751,11,9,2025-11-02T23:17:16Z,420000,False,-7.0,260.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2025-11-02T23:17:13.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,11,9,2025-11-02T23:17:16Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,42.0,,,,,,,,,,,
46,PT08M24.00S,2025-11-02T23:17:56.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629008,88.91261498028909,53.431372549019606,1610612751,13,9,2025-11-02T23:18:02Z,460000,False,17.0,52.0,1,right,M. Porter Jr. cutting DUNK (2 PTS) (T. Martin 3 AST),"[1629008, 1631213]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,2.0,,,,,,,,,,,,,T. Martin,1631213.0,3.0,,
48,PT08M08.00S,2025-11-02T23:18:12.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642845,9.149145860709593,51.9607843137255,1610612755,13,9,2025-11-02T23:18:15Z,480000,False,-10.0,34.0,1,left,MISS V. Edgecombe driving DUNK,[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
49,PT08M06.00S,2025-11-02T23:18:14.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,13,9,2025-11-02T23:18:15Z,490000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
50,PT08M02.00S,2025-11-02T23:18:19.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,90.22667542706965,54.65686274509803,1610612751,15,9,2025-11-02T23:18:29Z,500000,False,23.0,39.0,1,right,T. Mann running Layup (4 PTS) (M. Porter Jr. 1 AST),"[1629611, 1629008]",1610612751.0,BKN,running,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,4.0,,,,,,,,,,,,,M. Porter Jr.,1629008.0,1.0,,
52,PT07M41.00S,2025-11-02T23:18:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,15.456636005256241,51.71568627450981,1610612755,15,11,2025-11-02T23:18:43Z,520000,False,-9.0,93.0,1,left,K. Oubre Jr. 9' turnaround fadeaway Jump Shot (4 PTS),[1626162],1610612755.0,PHI,turnaround fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.32,Made,4.0,,,,,,,,,,,,,,,,,
53,PT07M30.00S,2025-11-02T23:18:51.3Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,15,11,2025-11-02T23:18:55Z,530000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1641737]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Bona,1641737.0,,,,,
54,PT07M30.00S,2025-11-02T23:18:51.3Z,1,REGULAR,steal,,[],1641737,,,1610612755,15,11,2025-11-02T23:29:29Z,540000,False,,,0,,A. Bona STEAL (1 STL),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2025-11-02T23:18:55.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,7.178055190538765,45.34313725490196,1610612755,15,13,2025-11-02T23:19:00Z,550000,False,23.0,15.0,1,left,K. Oubre Jr. running DUNK (6 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.77,Made,6.0,,,,,,,,,,,,,T. Maxey,1630178.0,1.0,,
57,PT07M04.00S,2025-11-02T23:19:17.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,89.04402102496715,53.431372549019606,1610612751,17,13,2025-11-02T23:19:23Z,570000,False,17.0,50.0,1,right,N. Claxton DUNK (4 PTS) (M. Porter Jr. 2 AST),"[1629651, 1629008]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,4.0,,,,,,,,,,,,,M. Porter Jr.,1629008.0,2.0,,
59,PT06M54.00S,2025-11-02T23:19:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,7.835085413929041,55.88235294117647,1610612755,17,15,2025-11-02T23:19:30Z,590000,False,-29.0,21.0,1,left,V. Edgecombe driving Layup (2 PTS),[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,3.62,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M44.00S,2025-11-02T23:19:40.6Z,1,REGULAR,foul,personal,[],1641737,,,1610612751,17,15,2025-11-02T23:19:48Z,600000,False,,,0,,A. Bona personal FOUL (1 PF),"[1641737, 1629008]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Center,,,,2002.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
62,PT06M44.00S,2025-11-02T23:19:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,17,15,2025-11-02T23:19:50Z,620000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M44.00S,2025-11-02T23:20:52.9Z,1,REGULAR,substitution,out,[],1641737,,,1610612751,17,15,2025-11-02T23:22:38Z,630000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2025-11-02T23:20:52.9Z,1,REGULAR,substitution,out,[],1642845,,,1610612751,17,15,2025-11-02T23:22:38Z,640000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2025-11-02T23:20:52.9Z,1,REGULAR,substitution,in,[],1629656,,,1610612751,17,15,2025-11-02T23:22:38Z,650000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2025-11-02T23:20:52.9Z,1,REGULAR,substitution,in,[],203083,,,1610612751,17,15,2025-11-02T23:22:38Z,660000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2025-11-02T23:23:19.5Z,1,REGULAR,2pt,Jump Shot,[],1630560,92.32917214191852,18.137254901960784,1610612751,17,15,2025-11-02T23:24:00Z,670000,False,-159.0,20.0,1,right,MISS C. Thomas 16' pullup Shot - blocked,"[1630560, 203083]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,16.05,Missed,,,,,,,,,,,,,,,,,Drummond,203083.0
68,PT06M29.00S,2025-11-02T23:23:19.5Z,1,REGULAR,block,,[],203083,,,1610612751,17,15,2025-11-02T23:24:24Z,680000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2025-11-02T23:23:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,17,15,2025-11-02T23:23:25Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,67.0,,,,,,,,,,,
71,PT06M27.00S,2025-11-02T23:23:42.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629651,72.88107752956637,18.137254901960784,1610612751,17,15,2025-11-02T23:23:48Z,710000,False,-159.0,202.0,1,right,MISS N. Claxton 25' 3PT,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
72,PT06M22.00S,2025-11-02T23:23:46.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,17,15,2025-11-02T23:23:46Z,720000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,
73,PT06M06.00S,2025-11-02T23:24:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626162,12.171484888304862,50.73529411764706,1610612755,17,17,2025-11-02T23:24:14Z,730000,False,-4.0,62.0,1,left,K. Oubre Jr. 6' driving Layup (8 PTS),[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,8.0,,,,,,,,,,,,,,,,,
74,PT06M06.00S,2025-11-02T23:24:08.5Z,1,REGULAR,violation,defensive goaltending,[],1629651,,,1610612755,17,17,2025-11-02T23:24:14Z,740000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,
75,PT05M48.00S,2025-11-02T23:24:34.1Z,1,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612751,17,17,2025-11-02T23:24:45Z,750000,False,,,0,,M. Porter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1629008],1610612751.0,BKN,lost ball,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,2002.0,,,,,,,,,1.0,,,,,,,
76,PT05M48.00S,2025-11-02T23:24:38.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612755,17,17,2025-11-02T23:24:43Z,760000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2025-11-02T23:24:38.6Z,1,REGULAR,substitution,in,[],1630533,,,1610612755,17,17,2025-11-02T23:24:43Z,770000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2025-11-02T23:25:01.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,30.042706964520367,25.0,1610612755,17,17,2025-11-02T23:25:05Z,780000,False,125.0,230.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2025-11-02T23:25:05.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,17,17,2025-11-02T23:25:05Z,790000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,
80,PT05M26.00S,2025-11-02T23:25:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631213,91.5407358738502,57.107843137254896,1610612751,17,17,2025-11-02T23:25:13Z,800000,False,36.0,27.0,1,right,MISS T. Martin running Layup,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2025-11-02T23:25:10.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,17,17,2025-11-02T23:25:13Z,810000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,
82,PT05M18.00S,2025-11-02T23:25:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,11.12023653088042,49.50980392156863,1610612755,17,19,2025-11-02T23:25:21Z,820000,False,2.0,52.0,1,left,K. Oubre Jr. cutting finger roll Layup (10 PTS) (Q. Grimes 1 AST),"[1626162, 1629656]",1610612755.0,PHI,cutting finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,10.0,,,,,,,,,,,,,Q. Grimes,1629656.0,1.0,,
84,PT05M05.00S,2025-11-02T23:25:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,89.43823915900131,46.07843137254902,1610612751,17,19,2025-11-02T23:25:35Z,840000,False,-20.0,47.0,1,right,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
