actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
170,PT01M09.00S,2026-02-04T01:09:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.1268068331143235,52.69607843137255,1610612747,21,40,2026-02-04T01:09:49Z,1700000,False,-13.0,5.0,1,left,J. Vanderbilt Layup (3 PTS) (J. Hayes 1 AST),"[1629020, 1629637]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.44,Made,3.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,,
172,PT00M50.20S,2026-02-04T01:10:04.1Z,1,REGULAR,3pt,Jump Shot,[],1642879,69.59592641261499,76.9607843137255,1610612751,21,40,2026-02-04T01:10:08Z,1720000,False,135.0,233.0,1,right,MISS B. Saraf 26' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,
173,PT00M46.20S,2026-02-04T01:10:08.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,21,40,2026-02-04T01:10:08Z,1730000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,
174,PT00M38.80S,2026-02-04T01:10:15.6Z,1,REGULAR,3pt,Jump Shot,[],1629060,7.046649145860711,3.6764705882352944,1610612747,21,43,2026-02-04T01:10:20Z,1740000,False,232.0,14.0,1,left,R. Hachimura 3PT  (3 PTS) (L. James 4 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,23.2,Made,3.0,L. James,2544.0,4.0,,,,,,,,,,,,
176,PT00M28.60S,2026-02-04T01:10:32.1Z,1,REGULAR,foul,personal,[],1630559,,,1610612751,21,43,2026-02-04T01:10:36Z,1760000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 1629651]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,202007.0,1.0,0.0,Claxton,1629651.0,,,,,,,
178,PT00M22.80S,2026-02-04T01:10:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.72339027595268,43.13725490196079,1610612751,23,43,2026-02-04T01:10:58Z,1780000,False,-34.0,16.0,1,right,N. Claxton driving Layup (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.78,Made,2.0,,,,,,,,,,,,,,,
179,PT00M01.70S,2026-02-04T01:11:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612747,23,43,2026-02-04T01:11:32Z,1790000,False,,,0,,N. Claxton shooting personal FOUL (3 PF) (Reaves 2 FT),"[1629651, 1630559]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,3.0,0.0,Reaves,1630559.0,,,,,,,
181,PT00M01.70S,2026-02-04T01:11:52.5Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,23,44,2026-02-04T01:11:52Z,1810000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
182,PT00M01.70S,2026-02-04T01:12:08.5Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,23,45,2026-02-04T01:12:08Z,1820000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
183,PT00M00.00S,2026-02-04T01:12:13.8Z,1,REGULAR,heave,,[],0,,,1610612751,23,45,2026-02-04T01:13:57Z,1830000,False,,,0,,BKN Heave,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,74.52,,,,,,,,,,,,,,,,,
184,PT00M00.00S,2026-02-04T01:12:13.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,23,45,2026-02-04T01:13:57Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,183.0,,,,,,
185,PT00M00.00S,2026-02-04T01:12:19.4Z,1,REGULAR,period,end,[],0,,,1610612751,23,45,2026-02-04T01:12:19Z,1850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-02-04T01:13:31.5Z,2,REGULAR,substitution,out,['startperiod'],1642879,,,1610612751,23,45,2026-02-04T01:14:55Z,1860000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-02-04T01:13:31.5Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612751,23,45,2026-02-04T01:14:55Z,1870000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-02-04T01:13:31.5Z,2,REGULAR,substitution,in,['startperiod'],1642962,,,1610612751,23,45,2026-02-04T01:14:55Z,1880000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-02-04T01:13:31.5Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612751,23,45,2026-02-04T01:14:55Z,1890000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-02-04T01:15:01.5Z,2,REGULAR,period,start,[],0,,,1610612747,23,45,2026-02-04T01:15:01Z,1900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M55.00S,2026-02-04T01:15:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.389618922470433,48.77450980392157,1610612747,23,47,2026-02-04T01:15:11Z,1910000,False,6.0,8.0,1,left,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,0.97,Made,6.0,,,,,,,,,,,,,,,
192,PT11M55.00S,2026-02-04T01:15:10.3Z,2,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612747,23,47,2026-02-04T01:15:17Z,1920000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (James 1 FT),"[1629008, 2544]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,3.0,0.0,James,2544.0,,,,,,,
194,PT11M55.00S,2026-02-04T01:15:34.5Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,23,47,2026-02-04T01:15:34Z,1940000,False,,,0,,MISS L. James Free Throw 1 of 1,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,
195,PT11M50.00S,2026-02-04T01:15:38.0Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612747,23,47,2026-02-04T01:15:38Z,1950000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,194.0,3.0,2.0,1.0,,,
196,PT11M47.00S,2026-02-04T01:15:40.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,28.33442838370565,76.9607843137255,1610612747,23,47,2026-02-04T01:15:47Z,1960000,False,-135.0,214.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,
197,PT11M42.00S,2026-02-04T01:15:45.9Z,2,REGULAR,rebound,defensive,[],1642962,,,1610612751,23,47,2026-02-04T01:15:47Z,1970000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,
199,PT11M27.00S,2026-02-04T01:16:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,84.70762155059133,53.18627450980392,1610612751,25,47,2026-02-04T01:23:26Z,1990000,False,16.0,91.0,1,right,M. Porter Jr. 9' driving floating Jump Shot (10 PTS),[1629008],1610612751.0,BKN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.26,Made,10.0,,,,,,,,,,,,,,,
200,PT11M09.00S,2026-02-04T01:16:35.8Z,2,REGULAR,3pt,Jump Shot,[],1630559,32.013797634691194,43.627450980392155,1610612747,25,47,2026-02-04T01:16:43Z,2000000,False,32.0,248.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,25.04,Missed,,,,,,,,,,,,,,,,
201,PT11M06.00S,2026-02-04T01:16:38.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,25,47,2026-02-04T01:16:43Z,2010000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,200.0,3.0,2.0,1.0,,,
202,PT11M00.00S,2026-02-04T01:16:45.3Z,2,REGULAR,turnover,lost ball,[],1642962,,,1610612751,25,47,2026-02-04T01:31:51Z,2020000,False,,,0,,D. Powell lost ball TURNOVER (1 TO),"[1642962, 1630559]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Reaves,1630559.0
203,PT11M00.00S,2026-02-04T01:16:45.3Z,2,REGULAR,steal,,[],1630559,,,1610612747,25,47,2026-02-04T01:31:46Z,2030000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,
204,PT10M54.00S,2026-02-04T01:16:50.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,5.863994743758213,51.225490196078425,1610612747,25,49,2026-02-04T01:37:53Z,2040000,False,-6.0,3.0,1,left,L. James running DUNK (8 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.66,Made,8.0,,,,,,,,,,,,,,,
206,PT10M44.00S,2026-02-04T01:17:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,90.62089356110381,49.26470588235294,1610612751,27,49,2026-02-04T01:17:26Z,2060000,False,-4.0,36.0,1,right,M. Porter Jr. driving floating Jump Shot (12 PTS) (Z. Williams 1 AST),"[1629008, 1630533]",1610612751.0,BKN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.59,Made,12.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,,
208,PT10M44.00S,2026-02-04T01:17:08.4Z,2,REGULAR,foul,personal,['1freethrow'],2544,,,1610612751,27,49,2026-02-04T01:17:25Z,2080000,False,,,0,,L. James shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[2544, 1629008]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
210,PT10M44.00S,2026-02-04T01:17:19.3Z,2,REGULAR,substitution,out,[],1629060,,,1610612751,27,49,2026-02-04T01:17:33Z,2100000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M44.00S,2026-02-04T01:17:19.3Z,2,REGULAR,substitution,in,[],203935,,,1610612751,27,49,2026-02-04T01:17:33Z,2110000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M44.00S,2026-02-04T01:17:33.6Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,27,49,2026-02-04T01:17:40Z,2120000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 1,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,
213,PT10M43.00S,2026-02-04T01:17:34.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,27,49,2026-02-04T01:17:40Z,2130000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,
215,PT10M25.00S,2026-02-04T01:18:02.2Z,2,REGULAR,foul,personal,['2freethrow'],1642962,,,1610612747,27,49,2026-02-04T01:18:10Z,2150000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Reaves 2 FT),"[1642962, 1630559]",1610612751.0,BKN,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627534.0,1.0,0.0,Reaves,1630559.0,,,,,,,
217,PT10M25.00S,2026-02-04T01:18:28.2Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,27,50,2026-02-04T01:18:28Z,2170000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
218,PT10M25.00S,2026-02-04T01:18:45.9Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,27,51,2026-02-04T01:18:45Z,2180000,False,,,0,,A. Reaves Free Throw 2 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
219,PT10M04.00S,2026-02-04T01:19:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,93.9060446780552,52.450980392156865,1610612751,27,51,2026-02-04T01:19:14Z,2190000,False,12.0,5.0,1,right,MISS Z. Williams driving Layup,[1630533],1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,
220,PT10M01.00S,2026-02-04T01:19:13.1Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,27,51,2026-02-04T01:19:14Z,2200000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,219.0,3.0,3.0,0.0,,,
221,PT09M53.00S,2026-02-04T01:19:20.7Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,27,51,2026-02-04T01:19:29Z,2210000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1630533]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Williams,1630533.0
222,PT09M53.00S,2026-02-04T01:19:20.7Z,2,REGULAR,steal,,[],1630533,,,1610612751,27,51,2026-02-04T01:19:22Z,2220000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,
223,PT09M48.00S,2026-02-04T01:19:25.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,95.48291721419186,96.07843137254902,1610612751,27,51,2026-02-04T01:19:33Z,2230000,False,230.0,-10.0,1,right,MISS M. Porter Jr. running 3PT,[1629008],1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,
224,PT09M41.00S,2026-02-04T01:19:32.6Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,27,51,2026-02-04T01:19:33Z,2240000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,
225,PT09M38.00S,2026-02-04T01:19:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,6.915243101182654,52.20588235294118,1610612747,27,53,2026-02-04T01:19:48Z,2250000,False,-11.0,13.0,1,left,A. Reaves running Layup (6 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.67,Made,6.0,,,,,,,,,,,,,,,
226,PT09M18.00S,2026-02-04T01:19:55.2Z,2,REGULAR,3pt,Jump Shot,[],1630533,93.77463863337714,4.166666666666666,1610612751,27,53,2026-02-04T01:20:00Z,2260000,False,-229.0,6.0,1,right,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,
227,PT09M15.00S,2026-02-04T01:19:58.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612747,27,53,2026-02-04T01:20:00Z,2270000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,
230,PT09M04.00S,2026-02-04T01:20:23.5Z,2,REGULAR,foul,offensive,[],1629028,,,1610612747,27,53,2026-02-04T01:20:57Z,2300000,False,,,0,,D. Ayton offensive FOUL (1 PF),"[1629028, 1630560]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,1.0,0.0,Thomas,1630560.0,,,,,,,
232,PT09M04.00S,2026-02-04T01:20:23.5Z,2,REGULAR,turnover,offensive foul,[],1629028,,,1610612747,27,53,2026-02-04T01:20:23Z,2320000,False,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,,,,,,,,,1.0,,
233,PT09M04.00S,2026-02-04T01:20:33.0Z,2,REGULAR,substitution,out,[],1629020,,,1610612751,27,53,2026-02-04T01:20:42Z,2330000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M04.00S,2026-02-04T01:20:33.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612751,27,53,2026-02-04T01:20:42Z,2340000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M04.00S,2026-02-04T01:20:33.0Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,27,53,2026-02-04T01:20:50Z,2347500,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,
240,PT09M04.00S,2026-02-04T01:20:33.0Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,27,53,2026-02-04T01:21:07Z,2348750,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M53.00S,2026-02-04T01:20:46.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,88.64980289093299,44.11764705882353,1610612751,29,53,2026-02-04T01:22:40Z,2350000,False,-29.0,54.0,1,right,N. Claxton 6' turnaround Hook (4 PTS) (E. Dëmin 1 AST),"[1629651, 1642856]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,4.0,E. Dëmin,1642856.0,1.0,,,,,,,,,,,,
239,PT08M33.00S,2026-02-04T01:21:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,9.411957950065702,43.872549019607845,1610612747,29,55,2026-02-04T01:21:10Z,2370000,False,31.0,36.0,1,left,D. Ayton Layup (4 PTS) (L. Dončić 3 AST),"[1629028, 1629029]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,4.0,L. Dončić,1629029.0,3.0,,,,,,,,,,,,
242,PT08M21.00S,2026-02-04T01:21:18.7Z,2,REGULAR,turnover,bad pass,[],1629008,,,1610612751,29,55,2026-02-04T01:21:24Z,2390000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 2544]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,James,2544.0
243,PT08M21.00S,2026-02-04T01:21:18.7Z,2,REGULAR,steal,,[],2544,,,1610612747,29,55,2026-02-04T01:21:20Z,2400000,False,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,
244,PT08M18.00S,2026-02-04T01:21:22.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,6.652431011826544,49.01960784313725,1610612747,29,57,2026-02-04T01:21:28Z,2410000,False,5.0,10.0,1,left,L. James running DUNK (10 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.11,Made,10.0,,,,,,,,,,,,,,,
245,PT08M18.00S,2026-02-04T01:21:27.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,57,2026-02-04T01:21:27Z,2420000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,29,57,2026-02-04T01:24:22Z,2430000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,out,[],1629008,,,1610612751,29,57,2026-02-04T01:24:22Z,2440000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,29,57,2026-02-04T01:24:22Z,2450000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,out,[],1630559,,,1610612751,29,57,2026-02-04T01:24:22Z,2460000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,in,[],1642874,,,1610612751,29,57,2026-02-04T01:24:22Z,2470000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,29,57,2026-02-04T01:24:22Z,2480000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,29,57,2026-02-04T01:24:22Z,2490000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M18.00S,2026-02-04T01:21:28.8Z,2,REGULAR,substitution,in,[],1631222,,,1610612751,29,57,2026-02-04T01:24:22Z,2500000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M04.00S,2026-02-04T01:24:40.1Z,2,REGULAR,turnover,bad pass,[],1642856,,,1610612751,29,57,2026-02-04T01:24:44Z,2510000,False,,,0,,E. Dëmin bad pass TURNOVER (2 TO),"[1642856, 1629029]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,Dončić,1629029.0
255,PT08M04.00S,2026-02-04T01:24:40.1Z,2,REGULAR,steal,,[],1629029,,,1610612747,29,57,2026-02-04T01:24:42Z,2520000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,
256,PT07M59.00S,2026-02-04T01:24:44.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,5.732588699080158,49.754901960784316,1610612747,29,57,2026-02-04T01:24:51Z,2530000,False,1.0,1.0,1,left,MISS L. James running alley-oop DUNK,[2544],1610612747.0,LAL,running alley-oop,,,James,L. James,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,
257,PT07M57.00S,2026-02-04T01:24:46.8Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612747,29,57,2026-02-04T01:24:46Z,2540000,False,,,0,,L. Dončić REBOUND (Off:1 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,256.0,5.0,4.0,1.0,,,
258,PT07M53.00S,2026-02-04T01:24:51.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",2544,4.812746386333772,31.61764705882353,1610612747,29,59,2026-02-04T01:24:55Z,2550000,False,92.0,-7.0,1,left,L. James 9' turnaround fadeaway Jump Shot (12 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Right,9.22,Made,12.0,,,,,,,,,,,,,,,
259,PT07M42.00S,2026-02-04T01:25:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641730,78.79434954007884,90.68627450980392,1610612751,29,59,2026-02-04T01:25:07Z,2560000,False,203.0,147.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,
