actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
28,PT09M55.00S,2025-11-04T00:17:06.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,6,3,2025-11-04T00:17:06Z,280000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,
29,PT09M50.00S,2025-11-04T00:17:12.1Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,6,3,2025-11-04T00:17:22Z,290000,False,,,0,,R. Gobert lost ball TURNOVER (3 TO),"[203497, 1629611]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,3.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
30,PT09M50.00S,2025-11-04T00:17:12.1Z,1,REGULAR,steal,,[],1629611,,,1610612751,6,3,2025-11-04T00:30:19Z,300000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
31,PT09M50.00S,2025-11-04T00:17:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,6,3,2025-11-04T00:17:16Z,310000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2025-11-04T00:21:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641730,10.463206307490145,35.53921568627451,1610612751,8,3,2025-11-04T00:30:26Z,320000,False,72.0,46.0,1,left,N. Clowney 8' driving Layup (2 PTS) (N. Claxton 1 AST),"[1641730, 1629651]",1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Right,,,,8.56,Made,,,,,2.0,,N. Claxton,1629651.0,1.0,,,,,,
34,PT09M15.00S,2025-11-04T00:21:16.7Z,1,REGULAR,3pt,Jump Shot,[],201144,67.49342969776609,55.392156862745104,1610612750,8,6,2025-11-04T00:21:20Z,340000,False,27.0,253.0,1,right,M. Conley 25' 3PT  (3 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,25.45,Made,,,,,3.0,,J. Randle,203944.0,1.0,,,,,,
36,PT08M55.00S,2025-11-04T00:21:36.7Z,1,REGULAR,2pt,Jump Shot,[],1630560,5.995400788436268,72.05882352941177,1610612751,10,6,2025-11-04T00:21:42Z,360000,False,-110.0,4.0,1,left,C. Thomas 11' fadeaway Jump Shot (4 PTS),[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,11.04,Made,,,,,4.0,,,,,,,,,,
37,PT08M44.00S,2025-11-04T00:21:48.4Z,1,REGULAR,2pt,Jump Shot,[],1628978,74.98357424441524,58.333333333333336,1610612750,10,8,2025-11-04T00:21:58Z,370000,False,42.0,183.0,1,right,D. DiVincenzo 18' pullup Jump Shot (2 PTS) (R. Gobert 1 AST),"[1628978, 203497]",1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Center,,,,18.74,Made,,,,,2.0,,R. Gobert,203497.0,1.0,,,,,,
40,PT08M24.00S,2025-11-04T00:22:07.8Z,1,REGULAR,3pt,Jump Shot,[],1641730,31.750985545335087,33.82352941176471,1610612751,13,8,2025-11-04T00:22:12Z,380000,False,81.0,246.0,1,left,N. Clowney 25' 3PT pullup (5 PTS) (T. Mann 1 AST),"[1641730, 1629611]",1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,25.9,Made,,,,,5.0,,T. Mann,1629611.0,1.0,,,,,,
43,PT08M10.00S,2025-11-04T00:22:24.2Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,13,8,2025-11-04T00:22:29Z,400000,False,,,0,,J. McDaniels lost ball out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,lost ball,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,1155.0,,,,,,,,,
44,PT07M58.00S,2025-11-04T00:22:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629611,10.726018396846255,41.66666666666667,1610612751,13,8,2025-11-04T00:22:47Z,410000,False,42.0,48.0,1,left,MISS T. Mann 6' driving Layup - blocked,"[1629611, 203497]",1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,6.38,Missed,,,,,,,,,,,,,,Gobert,203497.0
50,PT07M58.00S,2025-11-04T00:22:42.8Z,1,REGULAR,block,,[],203497,,,1610612751,13,8,2025-11-04T00:23:42Z,415000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2025-11-04T00:22:46.8Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,13,8,2025-11-04T00:22:47Z,420000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M53.00S,2025-11-04T00:22:48.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201144,86.15308804204993,37.745098039215684,1610612750,13,10,2025-11-04T00:34:01Z,430000,False,-61.0,78.0,1,right,M. Conley 9' driving floating Jump Shot (5 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Left,,,,9.9,Made,,,,,5.0,,J. McDaniels,1630183.0,1.0,,,,,,
47,PT07M41.00S,2025-11-04T00:23:05.7Z,1,REGULAR,foul,personal,[],1630183,,,1610612751,13,10,2025-11-04T00:23:11Z,440000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629611]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1629177.0,,,,1.0,0.0,Mann,1629611.0,,
49,PT07M34.00S,2025-11-04T00:23:29.6Z,1,REGULAR,2pt,Jump Shot,[],1630560,20.45006570302234,68.38235294117648,1610612751,15,10,2025-11-04T00:23:34Z,460000,False,-92.0,140.0,1,left,C. Thomas 16' step back Jump Shot (6 PTS) (N. Claxton 2 AST),"[1630560, 1629651]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,16.72,Made,,,,,6.0,,N. Claxton,1629651.0,2.0,,,,,,
51,PT07M23.00S,2025-11-04T00:23:43.6Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,15,10,2025-11-04T00:23:49Z,470000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (2 TO),[203944],1610612750.0,MIN,lost ball,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,2.0,,,,,,,,,,1629177.0,,,,,,,,,
52,PT07M08.00S,2025-11-04T00:24:02.4Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612751,15,10,2025-11-04T00:24:10Z,480000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Thomas 2 FT),"[203944, 1630560]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Thomas,1630560.0,,
54,PT07M08.00S,2025-11-04T00:24:32.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630560,,,1610612751,16,10,2025-11-04T00:24:32Z,500000,False,,,0,,C. Thomas Free Throw 1 of 2 (7 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
55,PT07M08.00S,2025-11-04T00:24:49.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630560,,,1610612751,17,10,2025-11-04T00:24:49Z,510000,False,,,0,,C. Thomas Free Throw 2 of 2 (8 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
56,PT06M57.00S,2025-11-04T00:25:02.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,65.1281208935611,32.84313725490196,1610612750,17,10,2025-11-04T00:25:07Z,520000,False,-86.0,275.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,28.84,Missed,,,,,,,,,,,,,,,
57,PT06M52.00S,2025-11-04T00:25:07.4Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,17,10,2025-11-04T00:25:07Z,530000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M43.00S,2025-11-04T00:25:14.8Z,1,REGULAR,2pt,Jump Shot,[],1631213,13.61695137976347,71.32352941176471,1610612751,17,10,2025-11-04T00:25:19Z,540000,False,-107.0,75.0,1,left,MISS T. Martin 13' fadeaway Shot,[1631213],1610612751.0,BKN,fadeaway,,,Martin,T. Martin,,,,,Mid-Range,8-16 Left,,,,13.06,Missed,,,,,,,,,,,,,,,
59,PT06M41.00S,2025-11-04T00:25:16.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,17,10,2025-11-04T00:25:19Z,550000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M36.00S,2025-11-04T00:25:23.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630183,89.96386333771353,41.42156862745098,1610612750,17,12,2025-11-04T00:40:06Z,560000,False,-43.0,42.0,1,right,J. McDaniels driving floating bank Jump Shot (2 PTS) (J. Randle 2 AST),"[1630183, 203944]",1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,5.99,Made,,,,,2.0,,J. Randle,203944.0,2.0,,,,,,
62,PT06M14.00S,2025-11-04T00:25:44.8Z,1,REGULAR,foul,personal,['3freethrow'],1628978,,,1610612751,17,12,2025-11-04T01:16:32Z,580000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Martin 3 FT),"[1628978, 1631213]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,2882.0,,,,1.0,0.0,Martin,1631213.0,,
64,PT06M14.00S,2025-11-04T00:26:15.4Z,1,REGULAR,freethrow,1 of 3,[],1631213,,,1610612751,18,12,2025-11-04T01:16:38Z,600000,False,,,0,,T. Martin Free Throw 1 of 3 (1 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
65,PT06M14.00S,2025-11-04T00:26:15.4Z,1,REGULAR,freethrow,2 of 3,[],1631213,,,1610612751,19,12,2025-11-04T01:16:38Z,610000,False,,,0,,T. Martin Free Throw 2 of 3 (2 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
66,PT06M14.00S,2025-11-04T00:26:32.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,19,12,2025-11-04T00:26:40Z,620000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M14.00S,2025-11-04T00:26:32.8Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,19,12,2025-11-04T00:26:40Z,630000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2025-11-04T00:26:15.4Z,1,REGULAR,freethrow,3 of 3,[],1631213,,,1610612751,19,12,2025-11-04T01:16:38Z,640000,False,,,0,,MISS T. Martin Free Throw 3 of 3,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
69,PT06M12.00S,2025-11-04T00:26:17.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,19,12,2025-11-04T01:16:38Z,650000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT06M03.00S,2025-11-04T00:27:02.4Z,1,REGULAR,3pt,Jump Shot,[],203944,77.7431011826544,10.049019607843137,1610612750,19,12,2025-11-04T00:27:08Z,660000,False,-200.0,157.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,25.39,Missed,,,,,,,,,,,,,,,
71,PT05M58.00S,2025-11-04T00:27:07.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,19,12,2025-11-04T00:27:07Z,670000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,70.0,3.0,1.0,2.0,,,,,,,,,,,
72,PT05M51.00S,2025-11-04T00:27:14.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,79.45137976346912,92.40196078431373,1610612750,19,15,2025-11-04T00:27:18Z,680000,False,212.0,141.0,1,right,D. DiVincenzo 25' 3PT  (5 PTS) (J. Randle 3 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,25.44,Made,,,,,5.0,,J. Randle,203944.0,3.0,,,,,,
74,PT05M44.00S,2025-11-04T00:27:23.6Z,1,REGULAR,foul,personal,[],201144,,,1610612751,19,15,2025-11-04T00:27:28Z,700000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1631213]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2882.0,,,,1.0,0.0,Martin,1631213.0,,
76,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,out,[],1631213,,,1610612751,19,15,2025-11-04T00:27:46Z,720000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,out,[],201144,,,1610612751,19,15,2025-11-04T00:27:46Z,730000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,out,[],203497,,,1610612751,19,15,2025-11-04T00:27:46Z,740000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,in,[],1642856,,,1610612751,19,15,2025-11-04T00:27:46Z,750000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612751,19,15,2025-11-04T00:27:46Z,760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2025-11-04T00:27:28.6Z,1,REGULAR,substitution,in,[],1642265,,,1610612751,19,15,2025-11-04T00:27:46Z,770000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M41.00S,2025-11-04T00:28:01.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612751,19,15,2025-11-04T00:28:08Z,780000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Claxton 2 FT),"[1629675, 1629651]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629177.0,,,,1.0,0.0,Claxton,1629651.0,,
84,PT05M41.00S,2025-11-04T00:28:21.2Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,19,15,2025-11-04T00:28:21Z,800000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
85,PT05M41.00S,2025-11-04T00:28:21.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,19,15,2025-11-04T00:28:21Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,
86,PT05M41.00S,2025-11-04T00:28:34.3Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,20,15,2025-11-04T00:28:34Z,820000,False,,,0,,N. Claxton Free Throw 2 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
