actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
164,PT10M06.00S,2025-11-25T01:12:55.9Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,29,26,2025-11-25T01:12:56Z,1620000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Left Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M03.00S,2025-11-25T01:12:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,9.280551905387648,43.627450980392155,1610612752,29,26,2025-11-25T01:13:09Z,1630000,False,32.0,35.0,1,left,MISS J. Hart running Layup,[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
166,PT10M01.00S,2025-11-25T01:13:01.3Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,29,26,2025-11-25T01:13:09Z,1640000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,165.0,3.0,3.0,0.0,,,,,,,,,,,,,,
167,PT09M48.00S,2025-11-25T01:13:14.2Z,2,REGULAR,3pt,Jump Shot,[],1641730,73.14388961892247,85.7843137254902,1610612751,29,26,2025-11-25T01:13:20Z,1650000,False,179.0,200.0,1,right,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,,
168,PT09M47.00S,2025-11-25T01:13:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,29,26,2025-11-25T01:13:20Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,167.0,,,,,,,,,,,,,,,,,
170,PT09M43.00S,2025-11-25T01:13:43.5Z,2,REGULAR,foul,personal,[],1642278,,,1610612751,29,26,2025-11-25T01:13:52Z,1680000,False,,,0,,T. Kolek personal FOUL (1 PF),"[1642278, 1630549]",1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Mid-Range,8-16 Left,,,,,,,,1629178.0,1.0,0.0,,,,Sharpe,1630549.0,,,,,
172,PT09M43.00S,2025-11-25T01:13:51.8Z,2,REGULAR,substitution,out,[],1630540,,,1610612751,29,26,2025-11-25T01:13:54Z,1700000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M43.00S,2025-11-25T01:13:51.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,29,26,2025-11-25T01:13:54Z,1710000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M34.00S,2025-11-25T01:14:16.8Z,2,REGULAR,turnover,lost ball,[],1641730,,,1610612751,29,26,2025-11-25T01:14:21Z,1720000,False,,,0,,N. Clowney lost ball TURNOVER (1 TO),"[1641730, 1628404]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
175,PT09M34.00S,2025-11-25T01:14:16.8Z,2,REGULAR,steal,,[],1628404,,,1610612752,29,26,2025-11-25T01:14:19Z,1730000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
176,PT09M27.00S,2025-11-25T01:14:23.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203903,7.178055190538765,47.794117647058826,1610612752,29,28,2025-11-25T01:14:27Z,1740000,False,11.0,15.0,1,left,J. Clarkson driving Layup (6 PTS),[203903],1610612752.0,NYK,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,6.0,,,,,,,,,,,,,
177,PT09M09.00S,2025-11-25T01:14:43.7Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612751,29,28,2025-11-25T01:15:00Z,1750000,False,,,0,,J. Clarkson shooting personal FOUL (2 PF) (Clowney 2 FT),"[203903, 1641730]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,,,,,,,,202007.0,2.0,0.0,,,,Clowney,1641730.0,,,,,
179,PT09M09.00S,2025-11-25T01:15:11.7Z,2,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,30,28,2025-11-25T01:15:11Z,1770000,False,,,0,,N. Clowney Free Throw 1 of 2 (12 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
180,PT09M09.00S,2025-11-25T01:15:12.4Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,30,28,2025-11-25T01:15:15Z,1780000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M09.00S,2025-11-25T01:15:12.4Z,2,REGULAR,substitution,in,[],1629008,,,1610612751,30,28,2025-11-25T01:15:15Z,1790000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M09.00S,2025-11-25T01:15:31.4Z,2,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,31,28,2025-11-25T01:15:31Z,1800000,False,,,0,,N. Clowney Free Throw 2 of 2 (13 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
183,PT08M55.00S,2025-11-25T01:15:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,10.33180026281209,41.911764705882355,1610612752,31,30,2025-11-25T01:16:07Z,1810000,False,40.0,45.0,1,left,K. Towns 6' driving bank Jump Shot (6 PTS) (T. Kolek 1 AST),"[1626157, 1642278]",1610612752.0,NYK,driving bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.02,Made,,,,,6.0,,,,T. Kolek,1642278.0,1.0,,,,,,,
185,PT08M32.00S,2025-11-25T01:16:09.5Z,2,REGULAR,3pt,Jump Shot,[],1642962,89.83245729303549,96.07843137254902,1610612751,31,30,2025-11-25T01:16:12Z,1830000,False,230.0,43.0,1,right,MISS D. Powell 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
186,PT08M29.00S,2025-11-25T01:16:12.4Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,31,30,2025-11-25T01:16:12Z,1840000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,
187,PT08M26.00S,2025-11-25T01:16:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,8.229303547963205,48.28431372549019,1610612752,31,32,2025-11-25T01:16:20Z,1850000,False,9.0,25.0,1,left,J. Hart running Layup (5 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,5.0,,,,,,,,,,,,,
188,PT08M26.00S,2025-11-25T01:16:20.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,31,32,2025-11-25T01:16:20Z,1860000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,31,32,2025-11-25T01:19:08Z,1870000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,31,32,2025-11-25T01:19:08Z,1880000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,out,[],1641730,,,1610612751,31,32,2025-11-25T01:19:08Z,1890000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,in,[],1629611,,,1610612751,31,32,2025-11-25T01:19:08Z,1900000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,31,32,2025-11-25T01:19:08Z,1910000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M26.00S,2025-11-25T01:16:22.2Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,31,32,2025-11-25T01:19:08Z,1920000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M11.00S,2025-11-25T01:19:32.9Z,2,REGULAR,3pt,Jump Shot,[],1629008,66.70499342969777,37.5,1610612751,31,32,2025-11-25T01:19:40Z,1930000,False,-62.0,260.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
197,PT08M08.00S,2025-11-25T01:19:35.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,31,32,2025-11-25T01:19:40Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,196.0,,,,,,,,,,,,,,,,,
199,PT07M52.00S,2025-11-25T01:20:05.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.017739816031538,61.274509803921575,1610612752,31,34,2025-11-25T01:20:40Z,1960000,False,-56.0,32.0,1,left,K. Towns 6' Hook (8 PTS) (T. Kolek 2 AST),"[1626157, 1642278]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,,,,8.0,,,,T. Kolek,1642278.0,2.0,,,,,,,
200,PT07M52.00S,2025-11-25T01:20:07.9Z,2,REGULAR,foul,personal,['1freethrow'],1642962,,,1610612752,31,34,2025-11-25T01:20:20Z,1970000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Towns 1 FT),"[1642962, 1626157]",1610612751.0,BKN,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,1.0,0.0,,,,Towns,1626157.0,,,,,
203,PT07M52.00S,2025-11-25T01:20:42.9Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,31,35,2025-11-25T01:20:42Z,1990000,False,,,0,,K. Towns Free Throw 1 of 1 (9 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
204,PT07M29.00S,2025-11-25T01:21:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.38042049934296,58.57843137254902,1610612751,31,35,2025-11-25T01:21:12Z,2000000,False,43.0,10.0,1,right,MISS T. Mann driving Layup,[1629611],1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
205,PT07M27.00S,2025-11-25T01:21:08.9Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612751,31,35,2025-11-25T01:21:12Z,2010000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,
206,PT07M27.00S,2025-11-25T01:21:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,94.40999984741211,50.0,1610612751,31,35,2025-11-25T01:21:09Z,2020000,False,0.0,0.0,1,right,MISS T. Mann tip Layup,[1629611],1610612751.0,BKN,tip,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
207,PT07M26.00S,2025-11-25T01:21:09.9Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612751,31,35,2025-11-25T01:21:09Z,2030000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,206.0,2.0,0.0,2.0,,,,,,,,,,,,,,
209,PT07M22.00S,2025-11-25T01:21:33.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,31,35,2025-11-25T01:21:55Z,2050000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
210,PT07M22.00S,2025-11-25T01:21:36.5Z,2,REGULAR,substitution,out,[],203903,,,1610612751,31,35,2025-11-25T01:21:56Z,2060000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M22.00S,2025-11-25T01:21:36.5Z,2,REGULAR,substitution,in,[],1642885,,,1610612751,31,35,2025-11-25T01:21:56Z,2070000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M13.00S,2025-11-25T01:22:11.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642962,74.58935611038108,9.803921568627452,1610612751,31,35,2025-11-25T01:22:18Z,2080000,False,-201.0,186.0,1,right,MISS D. Powell 27' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
213,PT07M09.00S,2025-11-25T01:22:16.3Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,31,35,2025-11-25T01:22:16Z,2090000,False,,,0,,T. Kolek REBOUND (Off:0 Def:2),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Left Center,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT07M03.00S,2025-11-25T01:22:22.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,7.703679369250986,42.8921568627451,1610612752,31,37,2025-11-25T01:23:42Z,2100000,False,36.0,20.0,1,left,K. Towns driving Hook (11 PTS),[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,11.0,,,,,,,,,,,,,
215,PT06M42.00S,2025-11-25T01:22:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,77.08607095926413,10.294117647058822,1610612751,31,37,2025-11-25T01:22:46Z,2110000,False,-199.0,163.0,1,right,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
216,PT06M40.00S,2025-11-25T01:22:45.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,31,37,2025-11-25T01:22:46Z,2120000,False,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,215.0,4.0,2.0,2.0,,,,,,,,,,,,,,
217,PT06M28.00S,2025-11-25T01:22:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642278,8.754927726675426,57.35294117647059,1610612752,31,39,2025-11-25T01:23:01Z,2130000,False,-37.0,30.0,1,left,T. Kolek driving Layup (2 PTS) (J. Hart 2 AST),"[1642278, 1628404]",1610612752.0,NYK,driving,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,,,,,2.0,,,,J. Hart,1628404.0,2.0,,,,,,,
219,PT06M28.00S,2025-11-25T01:23:02.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,31,39,2025-11-25T01:23:02Z,2150000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,31,39,2025-11-25T01:25:50Z,2160000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,out,[],1628404,,,1610612751,31,39,2025-11-25T01:25:50Z,2170000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,31,39,2025-11-25T01:25:50Z,2180000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,in,[],203903,,,1610612751,31,39,2025-11-25T01:25:50Z,2190000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,out,[],1642885,,,1610612751,31,39,2025-11-25T01:26:18Z,2200000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M28.00S,2025-11-25T01:23:03.8Z,2,REGULAR,substitution,in,[],1627824,,,1610612751,31,39,2025-11-25T01:26:18Z,2210000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M10.00S,2025-11-25T01:26:53.1Z,2,REGULAR,substitution,out,[],203903,,,1610612751,31,39,2025-11-25T01:27:01Z,2230000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M10.00S,2025-11-25T01:26:53.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612751,31,39,2025-11-25T01:27:01Z,2240000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M06.00S,2025-11-25T01:27:15.4Z,2,REGULAR,2pt,Jump Shot,[],1629651,72.22404730617609,50.49019607843137,1610612751,33,39,2025-11-25T01:27:38Z,2250000,False,2.0,209.0,1,right,N. Claxton 20' Jump Shot (5 PTS) (N. Clowney 1 AST),"[1629651, 1641730]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,20.86,Made,,,,,5.0,,,,N. Clowney,1641730.0,1.0,,,,,,,
231,PT05M50.00S,2025-11-25T01:27:33.6Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612752,33,39,2025-11-25T01:28:10Z,2270000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Towns 2 FT),"[1629651, 1626157]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,1.0,0.0,,,,Towns,1626157.0,,,,,
233,PT05M50.00S,2025-11-25T01:28:11.4Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,33,40,2025-11-25T01:28:11Z,2290000,False,,,0,,K. Towns Free Throw 1 of 2 (12 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
234,PT05M50.00S,2025-11-25T01:28:42.1Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,33,41,2025-11-25T01:28:42Z,2300000,False,,,0,,K. Towns Free Throw 2 of 2 (13 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
235,PT05M41.00S,2025-11-25T01:28:53.2Z,2,REGULAR,3pt,Jump Shot,[],1642856,66.83639947437582,61.029411764705884,1610612751,33,41,2025-11-25T01:28:57Z,2310000,False,55.0,259.0,1,right,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
236,PT05M37.00S,2025-11-25T01:28:57.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,41,2025-11-25T01:28:57Z,2320000,False,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,235.0,5.0,3.0,2.0,,,,,,,,,,,,,,
237,PT05M32.00S,2025-11-25T01:29:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.30946123521682,45.34313725490196,1610612752,33,43,2025-11-25T01:29:30Z,2330000,False,23.0,16.0,1,left,K. Towns driving finger roll Layup (15 PTS) (T. Kolek 3 AST),"[1626157, 1642278]",1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,15.0,,,,T. Kolek,1642278.0,3.0,,,,,,,
239,PT05M10.00S,2025-11-25T01:29:23.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,92.06636005256242,3.1862745098039214,1610612751,33,43,2025-11-25T01:29:28Z,2350000,False,-234.0,22.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.51,Missed,,,,,,,,,,,,,,,,,,
240,PT05M07.00S,2025-11-25T01:29:26.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,43,2025-11-25T01:29:28Z,2360000,False,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,239.0,6.0,4.0,2.0,,,,,,,,,,,,,,
241,PT04M56.00S,2025-11-25T01:29:37.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.360709592641262,64.2156862745098,1610612752,33,45,2025-11-25T01:30:52Z,2370000,False,-71.0,26.0,1,left,J. Brunson 7' driving floating bank Jump Shot (11 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,11.0,,,,,,,,,,,,,
242,PT04M47.00S,2025-11-25T01:29:50.7Z,2,REGULAR,foul,personal,[],1626157,,,1610612751,33,45,2025-11-25T01:30:14Z,2380000,False,,,0,,K. Towns personal FOUL (1 PF),"[1626157, 1629651]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,1.0,0.0,,,,Claxton,1629651.0,,,,,
244,PT04M47.00S,2025-11-25T01:30:00.0Z,2,REGULAR,substitution,out,[],1626157,,,1610612751,33,45,2025-11-25T01:30:02Z,2400000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M47.00S,2025-11-25T01:30:00.0Z,2,REGULAR,substitution,in,[],1630574,,,1610612751,33,45,2025-11-25T01:30:02Z,2410000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M47.00S,2025-11-25T01:30:00.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612751,33,45,2025-11-25T01:30:10Z,2420000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M47.00S,2025-11-25T01:30:00.0Z,2,REGULAR,substitution,in,[],1628404,,,1610612751,33,45,2025-11-25T01:30:10Z,2430000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M41.00S,2025-11-25T01:30:24.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,92.59198423127464,60.29411764705882,1610612751,33,45,2025-11-25T01:30:38Z,2440000,False,51.0,17.0,1,right,MISS N. Claxton driving bank Hook,[1629651],1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
249,PT04M38.00S,2025-11-25T01:30:27.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,33,45,2025-11-25T01:30:28Z,2450000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,5.0,5.0,0.0,,,,,,,,,,,,,,
250,PT04M32.00S,2025-11-25T01:30:33.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.668199737187912,38.970588235294116,1610612752,33,45,2025-11-25T01:30:59Z,2460000,False,55.0,85.0,1,left,MISS J. Brunson 10' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,10.16,Missed,,,,,,,,,,,,,,,,,,
251,PT04M28.00S,2025-11-25T01:30:37.0Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,33,45,2025-11-25T01:30:41Z,2470000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,250.0,2.0,1.0,1.0,,,,,,,,,,,,,,
