actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
178,PT09M15.00S,2026-04-08T00:11:42.5Z,2,REGULAR,turnover,8-second-violation,['team'],0,,,1610612749,33,29,2026-04-08T00:11:53Z,1760000,False,,,0,,MIL 8-second-violation Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,1830.0,,,,,,,,,,,,,,,,,,,
179,PT09M04.00S,2026-04-08T00:12:07.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642849,83.26215505913272,37.00980392156863,1610612751,35,29,2026-04-08T00:12:13Z,1770000,False,-65.0,105.0,1,right,N. Traore 12' turnaround Jump Shot (5 PTS) (J. Wilson 2 AST),"[1642849, 1630592]",1610612751.0,BKN,turnaround,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Left,,,,,,12.33,Made,5.0,J. Wilson,1630592.0,2.0,,,,,,,,,
180,PT08M47.00S,2026-04-08T00:12:23.9Z,2,REGULAR,3pt,Jump Shot,[],1642504,27.54599211563732,75.49019607843137,1610612749,35,29,2026-04-08T00:12:32Z,1780000,False,-127.0,206.0,1,left,MISS C. Ryan 24' 3PT,[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Left Center,,,,,,24.26,Missed,,,,,,,,,,,,,
181,PT08M45.00S,2026-04-08T00:12:25.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,35,29,2026-04-08T00:12:32Z,1790000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,180.0,,,
182,PT08M45.00S,2026-04-08T00:12:33.4Z,2,REGULAR,foul,personal,[],1630623,,,1610612749,35,29,2026-04-08T00:12:46Z,1800000,False,,,0,,T. Etienne loose ball personal FOUL (1 PF),"[1630623, 1630579]",1610612751.0,BKN,loose ball,,,Etienne,T. Etienne,,,,,In The Paint (Non-RA),8-16 Center,1830.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,,,,,,
184,PT08M45.00S,2026-04-08T00:12:39.0Z,2,REGULAR,substitution,out,[],1643052,,,1610612749,35,29,2026-04-08T00:12:46Z,1820000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M45.00S,2026-04-08T00:12:39.0Z,2,REGULAR,substitution,out,[],1642849,,,1610612749,35,29,2026-04-08T00:12:46Z,1830000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M45.00S,2026-04-08T00:12:39.0Z,2,REGULAR,substitution,in,[],1630286,,,1610612749,35,29,2026-04-08T00:12:46Z,1840000,False,,,0,,SUB in: T. Scott,[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M45.00S,2026-04-08T00:12:39.0Z,2,REGULAR,substitution,in,[],1641869,,,1610612749,35,29,2026-04-08T00:12:46Z,1850000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M35.00S,2026-04-08T00:13:02.2Z,2,REGULAR,turnover,out-of-bounds,[],1631172,,,1610612749,35,29,2026-04-08T00:13:07Z,1860000,False,,,0,,O. Dieng bad pass out-of-bounds TURNOVER (3 TO),[1631172],1610612749.0,MIL,bad pass,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,203054.0,,,,,,,,,,,3.0,,,,,,,,
189,PT08M13.00S,2026-04-08T00:13:29.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630592,90.88370565045992,56.61764705882353,1610612751,35,29,2026-04-08T00:13:36Z,1870000,False,33.0,33.0,1,right,MISS J. Wilson pullup bank Shot,[1630592],1610612751.0,BKN,pullup bank,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.69,Missed,,,,,,,,,,,,,
190,PT08M11.00S,2026-04-08T00:13:31.7Z,2,REGULAR,rebound,defensive,[],203914,,,1610612749,35,29,2026-04-08T00:13:36Z,1880000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0
191,PT08M08.00S,2026-04-08T00:13:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203914,5.995400788436268,51.470588235294116,1610612749,35,31,2026-04-08T00:13:40Z,1890000,False,-7.0,4.0,1,left,G. Harris running Layup (5 PTS),[203914],1610612749.0,MIL,running,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,0.84,Made,5.0,,,,,,,,,,,,
193,PT07M53.00S,2026-04-08T00:13:50.6Z,2,REGULAR,2pt,Jump Shot,[],1642962,84.44480946123521,71.56862745098039,1610612751,35,31,2026-04-08T00:13:55Z,1900000,False,108.0,94.0,1,right,MISS D. Powell 14' pullup Shot,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,Mid-Range,8-16 Right,,,,,,14.28,Missed,,,,,,,,,,,,,
194,PT07M50.00S,2026-04-08T00:13:53.6Z,2,REGULAR,rebound,defensive,[],203914,,,1610612749,35,31,2026-04-08T00:13:55Z,1910000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,193.0,2.0,2.0,0.0
195,PT07M36.00S,2026-04-08T00:14:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203914,10.5946123521682,37.254901960784316,1610612749,35,33,2026-04-08T00:14:11Z,1920000,False,64.0,47.0,1,left,G. Harris 7' driving floating Jump Shot (7 PTS) (J. Sims 4 AST),"[203914, 1630579]",1610612749.0,MIL,driving floating,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.92,Made,7.0,J. Sims,1630579.0,4.0,,,,,,,,,
197,PT07M27.00S,2026-04-08T00:14:18.9Z,2,REGULAR,foul,personal,[],1642504,,,1610612751,35,33,2026-04-08T00:14:28Z,1940000,False,,,0,,C. Ryan personal FOUL (2 PF),"[1642504, 1641869]",1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Mid-Range,8-16 Right,1830.0,2.0,0.0,Smith,1641869.0,,,,,,,,,,,,,,,
199,PT07M18.00S,2026-04-08T00:14:46.8Z,2,REGULAR,3pt,Jump Shot,[],1642962,67.23061760840999,40.68627450980392,1610612751,38,33,2026-04-08T00:14:52Z,1960000,False,-47.0,256.0,1,right,D. Powell 25' 3PT  (3 PTS) (T. Etienne 1 AST),"[1642962, 1630623]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,25.97,Made,3.0,T. Etienne,1630623.0,1.0,,,,,,,,,
201,PT07M10.00S,2026-04-08T00:14:54.4Z,2,REGULAR,3pt,Jump Shot,[],1631260,29.6484888304862,74.01960784313727,1610612749,38,33,2026-04-08T00:15:08Z,1980000,False,-120.0,226.0,1,left,MISS A. Green 25' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,25.61,Missed,,,,,,,,,,,,,
202,PT07M05.00S,2026-04-08T00:14:59.5Z,2,REGULAR,rebound,offensive,[],1631260,,,1610612749,38,33,2026-04-08T00:14:59Z,1990000,False,,,0,,A. Green REBOUND (Off:2 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,201.0,2.0,0.0,2.0
203,PT06M54.00S,2026-04-08T00:15:09.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203914,12.302890932982917,46.568627450980394,1610612749,38,33,2026-04-08T00:15:13Z,2000000,False,17.0,63.0,1,left,MISS G. Harris 6' driving Hook,[203914],1610612749.0,MIL,driving,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.54,Missed,,,,,,,,,,,,,
204,PT06M52.00S,2026-04-08T00:15:11.9Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,38,33,2026-04-08T00:15:13Z,2010000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0
205,PT06M46.00S,2026-04-08T00:15:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,93.9060446780552,53.431372549019606,1610612751,40,33,2026-04-08T00:15:23Z,2020000,False,17.0,5.0,1,right,J. Wilson driving Layup (2 PTS),[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,1.79,Made,2.0,,,,,,,,,,,,
206,PT06M45.00S,2026-04-08T00:15:23.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,40,33,2026-04-08T00:15:23Z,2030000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,out,[],1630623,,,1610612749,40,33,2026-04-08T00:18:22Z,2040000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,out,[],1630592,,,1610612749,40,33,2026-04-08T00:18:22Z,2050000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,out,[],203914,,,1610612749,40,33,2026-04-08T00:18:22Z,2060000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,40,33,2026-04-08T00:18:22Z,2070000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,in,[],1642879,,,1610612749,40,33,2026-04-08T00:18:22Z,2080000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,in,[],1630604,,,1610612749,40,33,2026-04-08T00:18:22Z,2090000,False,,,0,,SUB in: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,in,[],1631250,,,1610612749,40,33,2026-04-08T00:18:22Z,2100000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M45.00S,2026-04-08T00:16:24.2Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,40,33,2026-04-08T00:18:22Z,2110000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M23.00S,2026-04-08T00:18:58.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,26.231931668856767,79.16666666666666,1610612749,40,33,2026-04-08T00:19:03Z,2120000,False,-146.0,194.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,24.28,Missed,,,,,,,,,,,,,
216,PT06M20.00S,2026-04-08T00:19:01.4Z,2,REGULAR,rebound,defensive,[],1642962,,,1610612751,40,33,2026-04-08T00:19:03Z,2130000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,215.0,2.0,2.0,0.0
217,PT06M07.00S,2026-04-08T00:19:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612751,40,33,2026-04-08T00:19:26Z,2140000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Saraf 2 FT),"[1630579, 1642879]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Left,1830.0,1.0,0.0,Saraf,1642879.0,,,,,,,,,,,,,,,
219,PT06M07.00S,2026-04-08T00:19:44.2Z,2,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,41,33,2026-04-08T00:20:02Z,2160000,False,,,0,,B. Saraf Free Throw 1 of 2 (9 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
220,PT06M07.00S,2026-04-08T00:19:44.2Z,2,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,41,33,2026-04-08T00:20:02Z,2170000,False,,,0,,MISS B. Saraf Free Throw 2 of 2,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
221,PT06M04.00S,2026-04-08T00:19:47.2Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,41,33,2026-04-08T00:20:02Z,2180000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,220.0,3.0,2.0,1.0
223,PT05M52.00S,2026-04-08T00:20:28.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631172,5.995400788436268,50.245098039215684,1610612749,41,35,2026-04-08T00:20:36Z,2200000,False,-1.0,4.0,1,left,O. Dieng cutting DUNK (4 PTS) (T. Prince 1 AST),"[1631172, 1627752]",1610612749.0,MIL,cutting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,0.41,Made,4.0,T. Prince,1627752.0,1.0,,,,,,,,,
225,PT05M31.00S,2026-04-08T00:20:52.4Z,2,REGULAR,foul,personal,[],1630579,,,1610612751,41,35,2026-04-08T00:21:00Z,2220000,False,,,0,,J. Sims personal FOUL (2 PF),"[1630579, 1630604]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left Center,203054.0,2.0,0.0,Liddell,1630604.0,,,,,,,,,,,,,,,
227,PT05M19.00S,2026-04-08T00:21:23.5Z,2,REGULAR,3pt,Jump Shot,[],1642962,66.83639947437582,61.76470588235294,1610612751,41,35,2026-04-08T00:21:31Z,2240000,False,59.0,259.0,1,right,MISS D. Powell 26' 3PT - blocked,"[1642962, 1631172]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,26.58,Missed,,,,,,,,Dieng,1631172.0,,,,
228,PT05M19.00S,2026-04-08T00:21:23.5Z,2,REGULAR,block,,[],1631172,,,1610612751,41,35,2026-04-08T00:21:27Z,2250000,False,,,0,,O. Dieng BLOCK (1 BLK),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
229,PT05M17.00S,2026-04-08T00:21:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,41,35,2026-04-08T00:21:31Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,227.0,,,
231,PT05M16.00S,2026-04-08T00:21:53.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,41,35,2026-04-08T00:22:00Z,2280000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,200834.0,,,,,,,,,,,,,,,,,,,
232,PT05M00.00S,2026-04-08T00:22:21.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631250,26.49474375821288,78.92156862745098,1610612749,41,35,2026-04-08T00:22:26Z,2290000,False,-145.0,197.0,1,left,MISS P. Nance 24' 3PT,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Left Center,,,,,,24.41,Missed,,,,,,,,,,,,,
233,PT04M57.00S,2026-04-08T00:22:24.1Z,2,REGULAR,rebound,defensive,[],1630604,,,1610612751,41,35,2026-04-08T00:22:26Z,2300000,False,,,0,,E. Liddell REBOUND (Off:0 Def:3),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,232.0,3.0,3.0,0.0
234,PT04M52.00S,2026-04-08T00:22:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630604,92.46057818659659,57.59803921568627,1610612751,41,35,2026-04-08T00:22:34Z,2310000,False,38.0,18.0,1,right,MISS E. Liddell running Layup,[1630604],1610612751.0,BKN,running,,,Liddell,E. Liddell,,,,,Restricted Area,0-8 Center,,,,,,4.22,Missed,,,,,,,,,,,,,
235,PT04M49.00S,2026-04-08T00:22:33.5Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612749,41,35,2026-04-08T00:22:34Z,2320000,False,,,0,,T. Prince REBOUND (Off:0 Def:5),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,234.0,5.0,5.0,0.0
236,PT04M33.00S,2026-04-08T00:22:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,8.623521681997373,47.30392156862745,1610612749,41,37,2026-04-08T00:22:52Z,2330000,False,13.0,29.0,1,left,T. Prince driving finger roll Layup (5 PTS) (P. Nance 4 AST),"[1627752, 1631250]",1610612749.0,MIL,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,3.16,Made,5.0,P. Nance,1631250.0,4.0,,,,,,,,,
238,PT04M11.00S,2026-04-08T00:23:10.0Z,2,REGULAR,3pt,Jump Shot,[],1630286,69.20170827858082,66.42156862745098,1610612751,44,37,2026-04-08T00:23:15Z,2350000,False,82.0,237.0,1,right,T. Scott 25' 3PT  (3 PTS) (M. Smith 2 AST),"[1630286, 1641869]",1610612751.0,BKN,,,,Scott,T. Scott,,,,,Above the Break 3,24+ Right Center,,,,,,25.08,Made,3.0,M. Smith,1641869.0,2.0,,,,,,,,,
240,PT03M56.00S,2026-04-08T00:23:25.2Z,2,REGULAR,3pt,Jump Shot,[],1631250,7.703679369250986,2.941176470588235,1610612749,44,37,2026-04-08T00:23:31Z,2370000,False,235.0,20.0,1,left,MISS P. Nance 3PT,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Right Corner 3,24+ Right,,,,,,23.61,Missed,,,,,,,,,,,,,
241,PT03M51.00S,2026-04-08T00:23:30.2Z,2,REGULAR,rebound,defensive,[],1641869,,,1610612751,44,37,2026-04-08T00:23:31Z,2380000,False,,,0,,M. Smith REBOUND (Off:0 Def:1),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,240.0,1.0,1.0,0.0
242,PT03M43.00S,2026-04-08T00:23:44.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631250,,,1610612751,44,37,2026-04-08T00:23:52Z,2390000,False,,,0,,P. Nance personal FOUL (1 PF) (Liddell 2 FT),"[1631250, 1630604]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Mid-Range,16-24 Left Center,1830.0,1.0,0.0,Liddell,1630604.0,,,,,,,,,,,,,,,
244,PT03M43.00S,2026-04-08T00:24:18.2Z,2,REGULAR,freethrow,1 of 2,[],1630604,,,1610612751,45,37,2026-04-08T00:24:18Z,2410000,False,,,0,,E. Liddell Free Throw 1 of 2 (13 PTS),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
245,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,out,[],1630286,,,1610612751,45,37,2026-04-08T00:24:28Z,2420000,False,,,0,,SUB out: T. Scott,[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,out,[],1631172,,,1610612751,45,37,2026-04-08T00:24:28Z,2430000,False,,,0,,SUB out: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,out,[],1631250,,,1610612751,45,37,2026-04-08T00:24:28Z,2440000,False,,,0,,SUB out: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,in,[],1630623,,,1610612751,45,37,2026-04-08T00:24:28Z,2450000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,in,[],1631260,,,1610612751,45,37,2026-04-08T00:24:28Z,2460000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M43.00S,2026-04-08T00:24:19.0Z,2,REGULAR,substitution,in,[],1641748,,,1610612751,45,37,2026-04-08T00:24:28Z,2470000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M43.00S,2026-04-08T00:24:45.5Z,2,REGULAR,freethrow,2 of 2,[],1630604,,,1610612751,46,37,2026-04-08T00:24:45Z,2480000,False,,,0,,E. Liddell Free Throw 2 of 2 (14 PTS),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
252,PT03M32.00S,2026-04-08T00:24:59.0Z,2,REGULAR,3pt,Jump Shot,[],1642504,29.25427069645204,25.0,1610612749,46,37,2026-04-08T00:25:04Z,2490000,False,125.0,222.0,1,left,MISS C. Ryan 25' pullup 3PT,[1642504],1610612749.0,MIL,pullup,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,,25.52,Missed,,,,,,,,,,,,,
253,PT03M27.00S,2026-04-08T00:25:03.0Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612749,46,37,2026-04-08T00:25:03Z,2500000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,252.0,4.0,2.0,2.0
254,PT03M22.00S,2026-04-08T00:25:11.6Z,2,REGULAR,turnover,3-second-violation,[],1630579,,,1610612749,46,37,2026-04-08T00:25:24Z,2510000,False,,,0,,J. Sims 3-second-violation TURNOVER (2 TO),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,,,,,,,,,,2.0,,,,,,,,
255,PT03M03.00S,2026-04-08T00:25:47.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642962,81.2910643889619,56.372549019607845,1610612751,46,37,2026-04-08T00:25:54Z,2520000,False,32.0,123.0,1,right,MISS D. Powell 12' turnaround Shot,[1642962],1610612751.0,BKN,turnaround,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.75,Missed,,,,,,,,,,,,,
256,PT02M58.00S,2026-04-08T00:25:52.8Z,2,REGULAR,rebound,defensive,[],1642504,,,1610612749,46,37,2026-04-08T00:25:54Z,2530000,False,,,0,,C. Ryan REBOUND (Off:0 Def:2),[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,255.0,2.0,2.0,0.0
257,PT02M46.00S,2026-04-08T00:26:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642504,5.995400788436268,56.372549019607845,1610612749,46,39,2026-04-08T00:26:09Z,2540000,False,-32.0,4.0,1,left,C. Ryan driving reverse Layup (2 PTS),[1642504],1610612749.0,MIL,driving reverse,,,Ryan,C. Ryan,,,,,Restricted Area,0-8 Center,,,,,,3.21,Made,2.0,,,,,,,,,,,,
258,PT02M32.00S,2026-04-08T00:26:18.0Z,2,REGULAR,2pt,Jump Shot,[],1630623,93.38042049934296,70.09803921568627,1610612751,46,39,2026-04-08T00:27:55Z,2550000,False,100.0,10.0,1,right,MISS T. Etienne 10' driving floating Shot,[1630623],1610612751.0,BKN,driving floating,,,Etienne,T. Etienne,,,,,Mid-Range,8-16 Right,,,,,,10.1,Missed,,,,,,,,,,,,,
259,PT02M29.00S,2026-04-08T00:26:21.0Z,2,REGULAR,rebound,defensive,[],1642504,,,1610612749,46,39,2026-04-08T00:26:22Z,2560000,False,,,0,,C. Ryan REBOUND (Off:0 Def:3),[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,258.0,3.0,3.0,0.0
260,PT02M17.00S,2026-04-08T00:26:34.1Z,2,REGULAR,3pt,Jump Shot,[],1627752,2.8416557161629434,94.85294117647058,1610612749,46,42,2026-04-08T00:26:42Z,2570000,False,-224.0,-26.0,1,left,T. Prince 3PT  (8 PTS) (C. Ryan 1 AST),"[1627752, 1642504]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,,22.58,Made,8.0,C. Ryan,1642504.0,1.0,,,,,,,,,
262,PT01M57.00S,2026-04-08T00:26:52.9Z,2,REGULAR,2pt,Jump Shot,[],1630623,69.59592641261499,50.49019607843137,1610612751,46,42,2026-04-08T00:27:04Z,2590000,False,2.0,233.0,1,right,MISS T. Etienne 23' Jump Shot,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,16-24 Center,,,,,,23.33,Missed,,,,,,,,,,,,,
