actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
20,PT10M05.00S,2026-04-07T23:43:06.1Z,1,REGULAR,block,,[],1630579,,,1610612751,6,5,2026-04-07T23:43:08Z,200000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M02.00S,2026-04-07T23:43:09.1Z,1,REGULAR,rebound,offensive,[],1630286,,,1610612751,6,5,2026-04-07T23:43:11Z,210000,False,,,0,,T. Scott REBOUND (Off:1 Def:0),[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,19.0,1.0,0.0,1.0
22,PT10M01.00S,2026-04-07T23:43:09.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630286,89.83245729303549,50.49019607843137,1610612751,6,5,2026-04-07T23:43:13Z,220000,False,2.0,43.0,1,right,MISS T. Scott fadeaway Shot,[1630286],1610612751.0,BKN,fadeaway,,,Scott,T. Scott,,,,,Restricted Area,0-8 Center,,,,,,4.32,Missed,,,,,,,,,,,,,
23,PT10M00.00S,2026-04-07T23:43:10.9Z,1,REGULAR,rebound,defensive,[],1631250,,,1610612749,6,5,2026-04-07T23:43:13Z,230000,False,,,0,,P. Nance REBOUND (Off:0 Def:1),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0
24,PT09M53.00S,2026-04-07T23:43:18.0Z,1,REGULAR,turnover,bad pass,[],1631172,,,1610612749,6,5,2026-04-07T23:43:22Z,240000,False,,,0,,O. Dieng bad pass TURNOVER (1 TO),"[1631172, 1642962]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Powell,1642962.0,,,,,,
25,PT09M53.00S,2026-04-07T23:43:18.0Z,1,REGULAR,steal,,[],1642962,,,1610612751,6,5,2026-04-07T23:43:20Z,250000,False,,,0,,D. Powell STEAL (1 STL),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2026-04-07T23:43:30.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642962,72.35545335085413,79.16666666666666,1610612751,6,5,2026-04-07T23:43:35Z,260000,False,146.0,207.0,1,right,MISS D. Powell 25' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,25.35,Missed,,,,,,,,,,,,,
27,PT09M37.00S,2026-04-07T23:43:34.0Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,6,5,2026-04-07T23:43:34Z,270000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0
28,PT09M17.00S,2026-04-07T23:43:53.7Z,1,REGULAR,turnover,bad pass,[],1630579,,,1610612749,6,5,2026-04-07T23:43:57Z,280000,False,,,0,,J. Sims bad pass TURNOVER (1 TO),"[1630579, 1630286]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Scott,1630286.0,,,,,,
29,PT09M17.00S,2026-04-07T23:43:53.7Z,1,REGULAR,steal,,[],1630286,,,1610612751,6,5,2026-04-07T23:43:56Z,290000,False,,,0,,T. Scott STEAL (1 STL),[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M11.00S,2026-04-07T23:44:00.3Z,1,REGULAR,turnover,lost ball,[],1641869,,,1610612751,6,5,2026-04-07T23:44:04Z,300000,False,,,0,,M. Smith lost ball TURNOVER (1 TO),"[1641869, 1631172]",1610612751.0,BKN,,,,Smith,M. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Dieng,1631172.0,,,,,,
31,PT09M11.00S,2026-04-07T23:44:00.3Z,1,REGULAR,steal,,[],1631172,,,1610612749,6,5,2026-04-07T23:44:03Z,310000,False,,,0,,O. Dieng STEAL (1 STL),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2026-04-07T23:44:13.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631172,7.966491458607096,95.34313725490196,1610612749,6,5,2026-04-07T23:44:19Z,320000,False,-227.0,22.0,1,left,MISS O. Dieng 3PT,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,,,22.78,Missed,,,,,,,,,,,,,
33,PT08M55.00S,2026-04-07T23:44:15.8Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,6,5,2026-04-07T23:44:19Z,330000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0
34,PT08M42.00S,2026-04-07T23:44:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,93.51182654402102,50.0,1610612751,8,5,2026-04-07T23:44:33Z,340000,False,0.0,8.0,1,right,B. Saraf driving Layup (2 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,0.85,Made,2.0,,,,,,,,,,,,
35,PT08M21.00S,2026-04-07T23:44:49.8Z,1,REGULAR,2pt,Jump Shot,[],1631172,17.427726675427067,65.93137254901961,1610612749,8,7,2026-04-07T23:44:54Z,350000,False,-80.0,111.0,1,left,O. Dieng 13' pullup Jump Shot (2 PTS) (J. Sims 1 AST),"[1631172, 1630579]",1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,13.69,Made,2.0,J. Sims,1630579.0,1.0,,,,,,,,,
36,PT07M58.00S,2026-04-07T23:45:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630604,81.02825229960578,56.127450980392155,1610612751,10,7,2026-04-07T23:45:17Z,360000,False,31.0,126.0,1,right,E. Liddell 12' turnaround fadeaway Jump Shot (8 PTS),[1630604],1610612751.0,BKN,turnaround fadeaway,,,Liddell,E. Liddell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.95,Made,8.0,,,,,,,,,,,,
37,PT07M41.00S,2026-04-07T23:45:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,6.1268068331143235,49.754901960784316,1610612749,10,9,2026-04-07T23:45:34Z,370000,False,1.0,5.0,1,left,J. Sims cutting Layup (4 PTS) (O. Dieng 1 AST),"[1630579, 1631172]",1610612749.0,MIL,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,0.52,Made,4.0,O. Dieng,1631172.0,1.0,,,,,,,,,
40,PT07M19.00S,2026-04-07T23:45:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642962,86.15308804204993,47.549019607843135,1610612751,10,9,2026-04-07T23:45:58Z,390000,False,-12.0,78.0,1,right,MISS D. Powell 7' pullup Shot,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.87,Missed,,,,,,,,,,,,,
41,PT07M14.00S,2026-04-07T23:45:57.6Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,10,9,2026-04-07T23:45:58Z,400000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0
42,PT07M04.00S,2026-04-07T23:46:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1641869,,,1610612749,10,9,2026-04-07T23:46:21Z,410000,False,,,0,,M. Smith shooting personal FOUL (1 PF) (Nance 2 FT),"[1641869, 1631250]",1610612751.0,BKN,shooting,,,Smith,M. Smith,,,,,In The Paint (Non-RA),0-8 Center,1830.0,1.0,0.0,Nance,1631250.0,,,,,,,,,,,,,,,
44,PT07M04.00S,2026-04-07T23:46:36.0Z,1,REGULAR,freethrow,1 of 2,[],1631250,,,1610612749,10,10,2026-04-07T23:49:57Z,430000,False,,,0,,P. Nance Free Throw 1 of 2 (4 PTS),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
45,PT07M04.00S,2026-04-07T23:46:40.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,10,10,2026-04-07T23:46:45Z,440000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M04.00S,2026-04-07T23:46:36.0Z,1,REGULAR,freethrow,2 of 2,[],1631250,,,1610612749,10,10,2026-04-07T23:49:57Z,450000,False,,,0,,MISS P. Nance Free Throw 2 of 2,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
47,PT07M01.00S,2026-04-07T23:46:39.0Z,1,REGULAR,rebound,defensive,[],1630604,,,1610612751,10,10,2026-04-07T23:49:57Z,460000,False,,,0,,E. Liddell REBOUND (Off:0 Def:1),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0
48,PT06M55.00S,2026-04-07T23:49:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630604,74.58935611038108,15.196078431372548,1610612751,10,10,2026-04-07T23:50:01Z,470000,False,-174.0,186.0,1,right,MISS E. Liddell 25' 3PT,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Above the Break 3,24+ Left Center,,,,,,25.5,Missed,,,,,,,,,,,,,
49,PT06M51.00S,2026-04-07T23:50:01.5Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,10,10,2026-04-07T23:50:01Z,480000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,48.0,2.0,2.0,0.0
51,PT06M37.00S,2026-04-07T23:50:27.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,27.94021024967148,74.75490196078431,1610612749,10,10,2026-04-07T23:50:32Z,500000,False,-124.0,210.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,24.39,Missed,,,,,,,,,,,,,
52,PT06M34.00S,2026-04-07T23:50:30.7Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,10,10,2026-04-07T23:50:32Z,510000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,51.0,2.0,1.0,1.0
53,PT06M33.00S,2026-04-07T23:50:31.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630579,5.995400788436268,51.470588235294116,1610612749,10,12,2026-04-07T23:50:37Z,520000,False,-7.0,4.0,1,left,J. Sims putback DUNK (6 PTS),[1630579],1610612749.0,MIL,putback,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,0.84,Made,6.0,,,,,,,,,,,,
54,PT06M18.00S,2026-04-07T23:50:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,94.43166885676742,54.65686274509803,1610612751,10,12,2026-04-07T23:50:50Z,530000,False,23.0,0.0,1,right,MISS B. Saraf driving reverse Layup - blocked,"[1642879, 1631250]",1610612751.0,BKN,driving reverse,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,2.33,Missed,,,,,,,,Nance,1631250.0,,,,
55,PT06M18.00S,2026-04-07T23:50:46.0Z,1,REGULAR,block,,[],1631250,,,1610612751,10,12,2026-04-07T23:50:48Z,540000,False,,,0,,P. Nance BLOCK (1 BLK),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M16.00S,2026-04-07T23:50:48.0Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612749,10,12,2026-04-07T23:50:50Z,550000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0
57,PT05M57.00S,2026-04-07T23:51:07.6Z,1,REGULAR,3pt,Jump Shot,[],1631260,27.94021024967148,22.794117647058822,1610612749,10,15,2026-04-07T23:51:12Z,560000,False,136.0,210.0,1,left,A. Green 25' 3PT  (3 PTS) (P. Nance 1 AST),"[1631260, 1631250]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,25.03,Made,3.0,P. Nance,1631250.0,1.0,,,,,,,,,
59,PT05M36.00S,2026-04-07T23:51:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630604,86.67871222076215,45.588235294117645,1610612751,12,15,2026-04-07T23:51:32Z,580000,False,-22.0,73.0,1,right,E. Liddell 7' floating Jump Shot (10 PTS) (M. Smith 1 AST),"[1630604, 1641869]",1610612751.0,BKN,floating,,,Liddell,E. Liddell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.6,Made,10.0,M. Smith,1641869.0,1.0,,,,,,,,,
61,PT05M22.00S,2026-04-07T23:51:42.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,11.251642575558476,3.1862745098039214,1610612749,12,18,2026-04-07T23:51:46Z,600000,False,234.0,53.0,1,left,A. Green 24' 3PT  (6 PTS) (P. Nance 2 AST),"[1631260, 1631250]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,,,24.01,Made,6.0,P. Nance,1631250.0,2.0,,,,,,,,,
64,PT05M07.00S,2026-04-07T23:52:06.3Z,1,REGULAR,foul,personal,[],1631172,,,1610612751,12,18,2026-04-07T23:52:20Z,630000,False,,,0,,O. Dieng personal FOUL (1 PF),"[1631172, 1642879]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,203054.0,1.0,0.0,Saraf,1642879.0,,,,,,,,,,,,,,,
66,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,out,[],1642962,,,1610612751,12,18,2026-04-07T23:52:22Z,650000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,out,[],1627752,,,1610612751,12,18,2026-04-07T23:52:22Z,660000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,out,[],1631250,,,1610612751,12,18,2026-04-07T23:52:22Z,670000,False,,,0,,SUB out: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,in,[],1630623,,,1610612751,12,18,2026-04-07T23:52:22Z,680000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,in,[],1641748,,,1610612751,12,18,2026-04-07T23:52:22Z,690000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M07.00S,2026-04-07T23:52:12.9Z,1,REGULAR,substitution,in,[],1642504,,,1610612751,12,18,2026-04-07T23:52:22Z,700000,False,,,0,,SUB in: C. Ryan,[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M59.00S,2026-04-07T23:52:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,94.30026281208936,47.30392156862745,1610612751,14,18,2026-04-07T23:52:44Z,710000,False,-13.0,1.0,1,right,B. Saraf driving Layup (4 PTS),[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,1.35,Made,4.0,,,,,,,,,,,,
73,PT04M46.00S,2026-04-07T23:52:51.7Z,1,REGULAR,3pt,Jump Shot,[],1631260,26.10052562417871,17.892156862745097,1610612749,14,21,2026-04-07T23:52:56Z,720000,False,161.0,193.0,1,left,A. Green 25' 3PT pullup (9 PTS) (J. Sims 2 AST),"[1631260, 1630579]",1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,25.09,Made,9.0,J. Sims,1630579.0,2.0,,,,,,,,,
75,PT04M44.00S,2026-04-07T23:52:59.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,21,2026-04-07T23:54:10Z,740000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M44.00S,2026-04-07T23:53:52.0Z,1,REGULAR,substitution,out,[],1631172,,,1610612751,14,21,2026-04-07T23:55:44Z,750000,False,,,0,,SUB out: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M44.00S,2026-04-07T23:53:52.0Z,1,REGULAR,substitution,in,[],203914,,,1610612751,14,21,2026-04-07T23:55:44Z,760000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M23.00S,2026-04-07T23:56:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641869,90.75229960578186,60.049019607843135,1610612751,16,21,2026-04-07T23:56:43Z,770000,False,50.0,34.0,1,right,M. Smith 6' driving floating bank Jump Shot (2 PTS) (T. Scott 2 AST),"[1641869, 1630286]",1610612751.0,BKN,driving floating bank,,,Smith,M. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.09,Made,2.0,T. Scott,1630286.0,2.0,,,,,,,,,
80,PT04M14.00S,2026-04-07T23:56:27.7Z,1,REGULAR,3pt,Jump Shot,[],203914,6.783837056504599,3.431372549019608,1610612749,16,21,2026-04-07T23:56:33Z,790000,False,233.0,11.0,1,left,MISS G. Harris 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,23.31,Missed,,,,,,,,,,,,,
81,PT04M10.00S,2026-04-07T23:56:31.7Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,16,21,2026-04-07T23:56:33Z,800000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,80.0,1.0,1.0,0.0
82,PT04M06.00S,2026-04-07T23:56:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630604,94.69448094612353,50.98039215686274,1610612751,18,21,2026-04-07T23:56:42Z,810000,False,5.0,-3.0,1,right,E. Liddell running Layup (12 PTS) (B. Saraf 1 AST),"[1630604, 1642879]",1610612751.0,BKN,running,,,Liddell,E. Liddell,,,,,Restricted Area,0-8 Center,,,,,,0.55,Made,12.0,B. Saraf,1642879.0,1.0,,,,,,,,,
84,PT03M39.00S,2026-04-07T23:57:03.3Z,1,REGULAR,3pt,Jump Shot,[],203914,31.488173455978973,31.372549019607842,1610612749,18,24,2026-04-07T23:57:08Z,830000,False,93.0,243.0,1,left,G. Harris 26' 3PT  (3 PTS) (A. Jackson Jr. 1 AST),"[203914, 1641748]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,26.07,Made,3.0,A. Jackson Jr.,1641748.0,1.0,,,,,,,,,
86,PT03M28.00S,2026-04-07T23:57:14.4Z,1,REGULAR,3pt,Jump Shot,[],1642879,70.77858081471747,25.0,1610612751,18,24,2026-04-07T23:57:19Z,850000,False,-125.0,222.0,1,right,MISS B. Saraf 25' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,,,25.49,Missed,,,,,,,,,,,,,
87,PT03M24.00S,2026-04-07T23:57:18.4Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,18,24,2026-04-07T23:57:19Z,860000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0
88,PT03M12.00S,2026-04-07T23:57:30.5Z,1,REGULAR,3pt,Jump Shot,[],1641748,14.536793692509855,3.1862745098039214,1610612749,18,24,2026-04-07T23:57:34Z,870000,False,234.0,84.0,1,left,MISS A. Jackson Jr. 24' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,24.87,Missed,,,,,,,,,,,,,
