actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
528,PT09M18.00S,2024-01-26T05:28:30.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,19.8915900131406,94.8529411764706,1610612741,120,101,2024-01-26T05:28:37Z,5260000,False,-224.0,134.0,1,left,MISS P. Williams 26' running 3PT,[1630172],1610612741.0,CHI,running,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
529,PT09M12.00S,2024-01-26T05:28:36.2Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,120,101,2024-01-26T05:28:37Z,5270000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,528.0,4.0,4.0,0.0,,,,,,
530,PT09M11.00S,2024-01-26T05:28:36.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630559,92.29632063074901,50.245098039215684,1610612747,122,101,2024-01-26T05:28:45Z,5280000,False,1.0,20.0,1,right,A. Reaves running DUNK (20 PTS) (R. Hachimura 2 AST),"[1630559, 1629060]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.99,Made,20.0,R. Hachimura,1629060.0,2.0,,,,,,,,,,,,,,
532,PT09M05.00S,2024-01-26T05:28:45.8Z,4,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612741,122,101,2024-01-26T05:28:51Z,5300000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (White 2 FT),"[1630559, 1629632]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,,,2.0,0.0,White,1629632.0
534,PT09M05.00S,2024-01-26T05:29:12.3Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,122,102,2024-01-26T05:29:28Z,5320000,False,,,0,,C. White Free Throw 1 of 2 (20 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
535,PT09M05.00S,2024-01-26T05:29:12.3Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,122,102,2024-01-26T05:29:28Z,5330000,False,,,0,,MISS C. White Free Throw 2 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
536,PT09M03.00S,2024-01-26T05:29:14.3Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612747,122,102,2024-01-26T05:29:28Z,5340000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,535.0,4.0,4.0,0.0,,,,,,
537,PT08M48.00S,2024-01-26T05:29:44.9Z,4,REGULAR,foul,personal,[],1630172,,,1610612747,122,102,2024-01-26T05:29:51Z,5350000,False,,,0,,P. Williams personal FOUL (5 PF),"[1630172, 1626174]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,202037.0,,,,,,,,,,5.0,0.0,Wood,1626174.0
539,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,out,[],1629020,,,1610612747,122,102,2024-01-26T05:30:20Z,5370000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,out,[],202696,,,1610612747,122,102,2024-01-26T05:30:20Z,5380000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,out,[],1630172,,,1610612747,122,102,2024-01-26T05:30:20Z,5390000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,in,[],1627752,,,1610612747,122,102,2024-01-26T05:30:20Z,5400000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,in,[],1630245,,,1610612747,122,102,2024-01-26T05:30:20Z,5410000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M48.00S,2024-01-26T05:29:53.1Z,4,REGULAR,substitution,in,[],1627936,,,1610612747,122,102,2024-01-26T05:30:20Z,5420000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M45.00S,2024-01-26T05:30:29.2Z,4,REGULAR,turnover,backcourt,[],2544,,,1610612747,122,102,2024-01-26T05:30:35Z,5430000,False,,,0,,L. James backcourt TURNOVER (3 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,202037.0,3.0,,,,,,,,,,,,
546,PT08M37.00S,2024-01-26T05:30:54.1Z,4,REGULAR,turnover,offensive goaltending,[],203083,,,1610612741,122,102,2024-01-26T05:31:05Z,5440000,False,,,0,,A. Drummond offensive goaltending TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
547,PT08M24.00S,2024-01-26T05:31:22.4Z,4,REGULAR,foul,offensive,[],2544,,,1610612747,122,102,2024-01-26T05:31:35Z,5450000,False,,,0,,L. James offensive FOUL (2 PF),"[2544, 1629632]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,,,1628484.0,,,,,,,,,,2.0,1.0,White,1629632.0
549,PT08M24.00S,2024-01-26T05:31:22.4Z,4,REGULAR,turnover,offensive foul,[],2544,,,1610612747,122,102,2024-01-26T05:31:22Z,5470000,False,,,0,,L. James offensive foul TURNOVER (4 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,,,1628484.0,4.0,,,,,,,,,,,,
550,PT08M17.00S,2024-01-26T05:31:48.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,7.539421813403408,48.0392156862745,1610612741,122,104,2024-01-26T05:31:54Z,5480000,False,10.0,18.0,1,left,D. DeRozan driving Layup (22 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.08,Made,22.0,,,,,,,,,,,,,,,,,
551,PT08M17.00S,2024-01-26T05:31:51.2Z,4,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612741,122,104,2024-01-26T05:31:58Z,5490000,False,,,0,,C. Wood shooting personal FOUL (3 PF) (DeRozan 1 FT),"[1626174, 201942]",1610612747.0,LAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,3.0,0.0,DeRozan,201942.0
553,PT08M17.00S,2024-01-26T05:32:02.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,122,104,2024-01-26T05:32:34Z,5510000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M17.00S,2024-01-26T05:32:11.3Z,4,REGULAR,substitution,out,[],1629060,,,1610612741,122,104,2024-01-26T05:34:43Z,5520000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M17.00S,2024-01-26T05:32:11.3Z,4,REGULAR,substitution,out,[],1626174,,,1610612741,122,104,2024-01-26T05:34:43Z,5530000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M17.00S,2024-01-26T05:32:11.3Z,4,REGULAR,substitution,in,[],1626156,,,1610612741,122,104,2024-01-26T05:34:43Z,5540000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M17.00S,2024-01-26T05:32:11.3Z,4,REGULAR,substitution,in,[],203076,,,1610612741,122,104,2024-01-26T05:34:43Z,5550000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M17.00S,2024-01-26T05:35:08.5Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,122,104,2024-01-26T05:35:11Z,5560000,False,,,0,,MISS D. DeRozan Free Throw 1 of 1,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
559,PT08M14.00S,2024-01-26T05:35:11.5Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,122,104,2024-01-26T05:35:11Z,5570000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,558.0,3.0,3.0,0.0,,,,,,
560,PT08M00.00S,2024-01-26T05:35:23.4Z,4,REGULAR,turnover,lost ball,[],1626156,,,1610612747,122,104,2024-01-26T05:35:32Z,5580000,False,,,0,,D. Russell lost ball TURNOVER (2 TO),"[1626156, 203083]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,Drummond,203083.0,,,,,,,,,,
561,PT08M00.00S,2024-01-26T05:35:23.4Z,4,REGULAR,steal,,[],203083,,,1610612741,122,104,2024-01-26T05:37:24Z,5590000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
562,PT07M56.00S,2024-01-26T05:35:29.1Z,4,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612741,122,104,2024-01-26T05:35:47Z,5600000,False,,,0,,D. Russell personal FOUL (2 PF) (Dosunmu 2 FT),"[1626156, 1630245]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,,,2.0,0.0,Dosunmu,1630245.0
564,PT07M56.00S,2024-01-26T05:35:55.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630245,,,1610612741,122,105,2024-01-26T05:35:55Z,5620000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (11 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
565,PT07M56.00S,2024-01-26T05:36:09.0Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630245,,,1610612741,122,106,2024-01-26T05:36:09Z,5630000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (12 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
570,PT07M39.00S,2024-01-26T05:36:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.34756898817345,65.44117647058823,1610612747,122,106,2024-01-26T05:38:33Z,5635000,False,77.0,10.0,1,right,MISS L. James 7' driving Layup - blocked,"[2544, 1630245]",1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,Dosunmu,1630245.0,,,,
571,PT07M39.00S,2024-01-26T05:36:12.4Z,4,REGULAR,block,,[],1630245,,,1610612747,122,106,2024-01-26T05:38:33Z,5637500,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
572,PT07M39.00S,2024-01-26T05:36:12.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,122,106,2024-01-26T05:38:33Z,5638750,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,570.0,,,,,,,,,
568,PT07M39.00S,2024-01-26T05:36:56.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,122,106,2024-01-26T05:38:37Z,5660000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M24.00S,2024-01-26T05:39:50.0Z,4,REGULAR,3pt,Jump Shot,[],1627936,28.038764783180028,18.382352941176478,1610612741,122,106,2024-01-26T05:39:54Z,5680000,False,158.0,211.0,1,left,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
574,PT07M22.00S,2024-01-26T05:39:52.0Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612747,122,106,2024-01-26T05:39:54Z,5690000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,573.0,4.0,4.0,0.0,,,,,,
575,PT07M09.00S,2024-01-26T05:40:05.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,84.67477003942182,61.029411764705884,1610612747,124,106,2024-01-26T05:40:09Z,5700000,False,55.0,92.0,1,right,T. Prince 10' pullup Jump Shot (11 PTS) (L. James 9 AST),"[1627752, 2544]",1610612747.0,LAL,pullup,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Right,10.69,Made,11.0,L. James,2544.0,9.0,,,,,,,,,,,,,,
577,PT06M53.00S,2024-01-26T05:40:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,11.613009198423129,54.90196078431372,1610612741,124,106,2024-01-26T05:40:28Z,5720000,False,-25.0,57.0,1,left,MISS A. Drummond 6' Jump Shot - blocked,"[203083, 1626156]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,Russell,1626156.0,,,,
578,PT06M53.00S,2024-01-26T05:40:22.2Z,4,REGULAR,block,,[],1626156,,,1610612741,124,106,2024-01-26T05:40:24Z,5730000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
579,PT06M53.00S,2024-01-26T05:40:22.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,124,106,2024-01-26T05:40:28Z,5740000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,577.0,,,,,,,,,
581,PT06M53.00S,2024-01-26T05:40:29.0Z,4,REGULAR,substitution,out,[],203083,,,1610612741,124,106,2024-01-26T05:40:31Z,5760000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M53.00S,2024-01-26T05:40:29.0Z,4,REGULAR,substitution,in,[],202696,,,1610612741,124,106,2024-01-26T05:40:31Z,5770000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M48.00S,2024-01-26T05:40:44.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202696,28.827201051248352,79.65686274509804,1610612741,124,109,2024-01-26T05:40:49Z,5780000,False,-148.0,218.0,1,left,N. Vucevic 26' 3PT  (20 PTS) (D. DeRozan 7 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,26.41,Made,20.0,D. DeRozan,201942.0,7.0,,,,,,,,,,,,,,
585,PT06M28.00S,2024-01-26T05:41:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.24507227332458,50.0,1610612747,126,109,2024-01-26T05:41:20Z,5800000,False,0.0,30.0,1,right,L. James Layup (22 PTS) (A. Davis 6 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,2.98,Made,22.0,A. Davis,203076.0,6.0,,,,,,,,,,,,,,
587,PT06M28.00S,2024-01-26T05:41:19.9Z,4,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612747,126,109,2024-01-26T05:41:29Z,5820000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (James 1 FT),"[1627936, 2544]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,3.0,0.0,James,2544.0
589,PT06M28.00S,2024-01-26T05:41:39.5Z,4,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,127,109,2024-01-26T05:41:39Z,5840000,False,,,0,,L. James Free Throw 1 of 1 (23 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
590,PT06M23.00S,2024-01-26T05:41:47.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,30.404073587385014,83.82352941176471,1610612741,127,112,2024-01-26T05:41:53Z,5850000,False,-169.0,233.0,1,left,C. White 28' 3PT  (23 PTS) (D. DeRozan 8 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.81,Made,23.0,D. DeRozan,201942.0,8.0,,,,,,,,,,,,,,
592,PT06M06.00S,2024-01-26T05:42:03.9Z,4,REGULAR,2pt,Jump Shot,[],1626156,93.08475689881735,66.66666666666667,1610612747,127,112,2024-01-26T05:42:07Z,5870000,False,83.0,13.0,1,right,MISS D. Russell 8' fadeaway Shot,[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,8.42,Missed,,,,,,,,,,,,,,,,,,
593,PT06M03.00S,2024-01-26T05:42:06.9Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,127,112,2024-01-26T05:42:07Z,5880000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,592.0,2.0,1.0,1.0,,,,,,
594,PT05M57.00S,2024-01-26T05:42:13.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,7.933639947437584,35.294117647058826,1610612741,127,114,2024-01-26T05:42:19Z,5890000,False,74.0,22.0,1,left,D. DeRozan 7' turnaround Jump Shot (24 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,24.0,,,,,,,,,,,,,,,,,
595,PT05M36.00S,2024-01-26T05:42:33.3Z,4,REGULAR,3pt,Jump Shot,[],1627752,93.34756898817345,2.205882352941174,1610612747,130,114,2024-01-26T05:42:39Z,5900000,False,-239.0,10.0,1,right,T. Prince 3PT  (14 PTS) (L. James 10 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.92,Made,14.0,L. James,2544.0,10.0,,,,,,,,,,,,,,
597,PT05M16.00S,2024-01-26T05:42:54.1Z,4,REGULAR,turnover,lost ball,[],1629632,,,1610612741,130,114,2024-01-26T05:43:00Z,5920000,False,,,0,,C. White lost ball TURNOVER (3 TO),"[1629632, 2544]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,James,2544.0,,,,,,,,,,
598,PT05M16.00S,2024-01-26T05:42:54.1Z,4,REGULAR,steal,,[],2544,,,1610612747,130,114,2024-01-26T05:42:56Z,5930000,False,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
599,PT05M10.00S,2024-01-26T05:42:59.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,89.79960578186596,50.98039215686275,1610612747,130,114,2024-01-26T05:43:30Z,5940000,False,5.0,43.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
600,PT05M07.00S,2024-01-26T05:43:02.2Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,130,114,2024-01-26T05:43:05Z,5950000,False,,,0,,A. Davis REBOUND (Off:5 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,599.0,10.0,5.0,5.0,,,,,,
601,PT05M07.00S,2024-01-26T05:43:03.8Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203076,94.40999984741211,50.0,1610612747,132,114,2024-01-26T05:43:36Z,5960000,False,0.0,0.0,1,right,A. Davis tip DUNK (17 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,17.0,,,,,,,,,,,,,,,,,
602,PT04M57.00S,2024-01-26T05:43:14.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612741,132,114,2024-01-26T05:43:20Z,5970000,False,,,0,,A. Reaves personal FOUL (3 PF) (White 2 FT),"[1630559, 1629632]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,2534.0,,,,,,,,,,3.0,0.0,White,1629632.0
604,PT04M57.00S,2024-01-26T05:44:08.5Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,132,115,2024-01-26T05:44:08Z,5990000,False,,,0,,C. White Free Throw 1 of 2 (24 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
605,PT04M57.00S,2024-01-26T05:44:09.7Z,4,REGULAR,substitution,out,[],1626156,,,1610612741,132,115,2024-01-26T05:44:19Z,6000000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M57.00S,2024-01-26T05:44:09.7Z,4,REGULAR,substitution,in,[],1629020,,,1610612741,132,115,2024-01-26T05:44:19Z,6010000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M57.00S,2024-01-26T05:44:36.9Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,132,116,2024-01-26T05:44:36Z,6020000,False,,,0,,C. White Free Throw 2 of 2 (25 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
608,PT04M35.00S,2024-01-26T05:44:59.9Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,132,116,2024-01-26T05:45:04Z,6030000,False,,,0,,L. James lost ball TURNOVER (5 TO),"[2544, 1627936]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,5.0,Caruso,1627936.0,,,,,,,,,,
609,PT04M35.00S,2024-01-26T05:44:59.9Z,4,REGULAR,steal,,[],1627936,,,1610612741,132,116,2024-01-26T05:45:02Z,6040000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
610,PT04M31.00S,2024-01-26T05:45:05.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,8.459264126149804,97.54901960784314,1610612741,132,119,2024-01-26T05:45:12Z,6050000,False,-238.0,27.0,1,left,A. Dosunmu 3PT running (15 PTS) (D. DeRozan 9 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.92,Made,15.0,D. DeRozan,201942.0,9.0,,,,,,,,,,,,,,
612,PT04M31.00S,2024-01-26T05:45:09.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630559,,,1610612741,132,119,2024-01-26T05:45:19Z,6070000,False,,,0,,A. Reaves shooting personal FOUL (4 PF) (Dosunmu 1 FT),"[1630559, 1630245]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left,,,,,,,202037.0,,,,,,,,,,4.0,0.0,Dosunmu,1630245.0
614,PT04M31.00S,2024-01-26T05:45:30.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,132,119,2024-01-26T05:48:12Z,6090000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M31.00S,2024-01-26T05:46:28.2Z,4,REGULAR,substitution,out,[],1630559,,,1610612741,132,119,2024-01-26T05:48:12Z,6100000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M31.00S,2024-01-26T05:46:28.2Z,4,REGULAR,substitution,in,[],1626156,,,1610612741,132,119,2024-01-26T05:48:12Z,6110000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M31.00S,2024-01-26T05:47:08.0Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630245,,,1610612741,132,120,2024-01-26T05:47:08Z,6120000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (16 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
618,PT04M09.00S,2024-01-26T05:47:31.5Z,4,REGULAR,2pt,Jump Shot,[],203076,93.87319316688567,28.67647058823529,1610612747,134,120,2024-01-26T05:47:35Z,6130000,False,-107.0,5.0,1,right,A. Davis 10' turnaround fadeaway Jump Shot (19 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,10.67,Made,19.0,,,,,,,,,,,,,,,,,
