actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
529,PT00M28.50S,2023-11-15T05:29:49.5Z,3,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,107,83,2023-11-15T05:29:49Z,5160000,False,,,0,,S. Aldama Free Throw 1 of 1 (19 PTS),[1630583],1610612763.0,MEM,,,,,,,,,,Made,19.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
530,PT00M08.30S,2023-11-15T05:30:17.7Z,3,REGULAR,turnover,backcourt,[],1629060,,,1610612747,107,83,2023-11-15T05:30:27Z,5170000,False,,,0,,R. Hachimura backcourt TURNOVER (4 TO),[1629060],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Center,,,,Hachimura,R. Hachimura,,,,,,,,,,1629178.0,4.0,,,,,,
531,PT00M00.00S,2023-11-15T05:30:45.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630214,21.20565045992116,4.411764705882348,1610612763,107,86,2023-11-15T05:30:55Z,5180000,False,228.0,147.0,1,left,X. Tillman 27' 3PT  (8 PTS) (J. Konchar 2 AST),"[1630214, 1629723]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.11,Made,8.0,Tillman,X. Tillman,J. Konchar,1629723.0,2.0,,,,,,,,,,,,,,
534,PT00M00.00S,2023-11-15T05:31:24.9Z,3,REGULAR,period,end,[],0,,,1610612747,107,86,2023-11-15T05:31:24Z,5210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2023-11-15T05:33:29.7Z,4,REGULAR,period,start,[],0,,,1610612763,107,86,2023-11-15T05:33:29Z,5220000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M43.00S,2023-11-15T05:33:45.4Z,4,REGULAR,turnover,lost ball,[],1630583,,,1610612763,107,86,2023-11-15T05:33:51Z,5230000,False,,,0,,S. Aldama lost ball TURNOVER (2 TO),"[1630583, 1627752]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Aldama,S. Aldama,,,,,,,,,,,2.0,,,,,Prince,1627752.0
537,PT11M43.00S,2023-11-15T05:33:45.4Z,4,REGULAR,steal,,[],1627752,,,1610612747,107,86,2023-11-15T05:33:47Z,5240000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
538,PT11M29.00S,2023-11-15T05:34:00.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,90.45663600525624,51.71568627450981,1610612747,107,86,2023-11-15T05:34:06Z,5250000,False,9.0,37.0,1,right,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.82,Missed,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
539,PT11M26.00S,2023-11-15T05:34:03.2Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,107,86,2023-11-15T05:34:06Z,5260000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Konchar,J. Konchar,,,,,,538.0,2.0,1.0,1.0,,,,,,,,
540,PT11M21.00S,2023-11-15T05:34:07.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631223,20.41721419185282,7.107843137254903,1610612763,107,86,2023-11-15T05:34:16Z,5270000,False,214.0,139.0,1,left,MISS D. Roddy 25' running 3PT,[1631223],1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
541,PT11M19.00S,2023-11-15T05:34:09.9Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,107,86,2023-11-15T05:34:16Z,5280000,False,,,0,,A. Reaves REBOUND (Off:1 Def:9),[1630559],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Reaves,A. Reaves,,,,,,540.0,10.0,9.0,1.0,,,,,,,,
542,PT11M17.00S,2023-11-15T05:34:11.9Z,4,REGULAR,turnover,bad pass,[],1630559,,,1610612747,107,86,2023-11-15T05:34:20Z,5290000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 1631223]",1610612747.0,LAL,,,,,,,Mid-Range,16-24 Right Center,,,,Reaves,A. Reaves,,,,,,,,,,,3.0,,,,,Roddy,1631223.0
543,PT11M17.00S,2023-11-15T05:34:11.9Z,4,REGULAR,steal,,[],1631223,,,1610612763,107,86,2023-11-15T05:34:13Z,5300000,False,,,0,,D. Roddy STEAL (2 STL),[1631223],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
544,PT11M07.00S,2023-11-15T05:34:21.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631223,9.379106438896187,52.205882352941174,1610612763,107,86,2023-11-15T05:34:28Z,5310000,False,-11.0,36.0,1,left,MISS D. Roddy driving Layup - blocked,"[1631223, 1629637]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.74,Missed,,Roddy,D. Roddy,,,,Hayes,1629637.0,,,,,,,,,,,,
545,PT11M07.00S,2023-11-15T05:34:21.9Z,4,REGULAR,block,,[],1629637,,,1610612763,107,86,2023-11-15T05:34:24Z,5320000,False,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
546,PT11M07.00S,2023-11-15T05:34:21.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,107,86,2023-11-15T05:34:28Z,5330000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,544.0,,,,,,,,,,,
548,PT11M04.00S,2023-11-15T05:34:36.5Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630533,16.606438896189218,71.56862745098039,1610612763,107,86,2023-11-15T05:36:20Z,5350000,False,-108.0,104.0,1,left,MISS Z. Williams 14' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,,,,Mid-Range,8-16 Left,14.95,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
549,PT11M00.00S,2023-11-15T05:34:40.5Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612747,107,86,2023-11-15T05:34:42Z,5360000,False,,,0,,C. Wood REBOUND (Off:2 Def:4),[1626174],1610612747.0,LAL,,,,,,,Mid-Range,8-16 Left,,,,Wood,C. Wood,,,,,,548.0,6.0,4.0,2.0,,,,,,,,
550,PT10M48.00S,2023-11-15T05:34:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,90.8508541392904,57.84313725490196,1610612747,107,86,2023-11-15T05:39:21Z,5370000,False,39.0,34.0,1,right,MISS C. Wood driving Layup - blocked,"[1626174, 1631223]",1610612747.0,LAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,Wood,C. Wood,,,,Roddy,1631223.0,,,,,,,,,,,,
551,PT10M48.00S,2023-11-15T05:34:55.1Z,4,REGULAR,block,,[],1631223,,,1610612747,107,86,2023-11-15T05:34:58Z,5380000,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
552,PT10M47.00S,2023-11-15T05:34:56.1Z,4,REGULAR,rebound,offensive,[],1626174,,,1610612747,107,86,2023-11-15T05:39:21Z,5390000,False,,,0,,C. Wood REBOUND (Off:3 Def:4),[1626174],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wood,C. Wood,,,,,,550.0,7.0,4.0,3.0,,,,,,,,
575,PT10M46.00S,2023-11-15T05:35:03.5Z,4,REGULAR,turnover,lost ball,[],1626174,,,1610612747,107,86,2023-11-15T05:38:58Z,5395000,False,,,0,,C. Wood lost ball TURNOVER (2 TO),"[1626174, 1629723]",1610612747.0,LAL,,,,,,,Mid-Range,8-16 Center,,,,Wood,C. Wood,,,,,,,,,,,2.0,,,,,Konchar,1629723.0
576,PT10M46.00S,2023-11-15T05:35:03.5Z,4,REGULAR,steal,,[],1629723,,,1610612763,107,86,2023-11-15T05:38:58Z,5397500,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
553,PT10M29.00S,2023-11-15T05:35:12.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,9.379106438896187,97.54901960784314,1610612763,107,86,2023-11-15T05:38:58Z,5400000,False,-238.0,36.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,24.04,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
554,PT10M25.00S,2023-11-15T05:35:16.0Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,107,86,2023-11-15T05:35:16Z,5410000,False,,,0,,A. Reaves REBOUND (Off:1 Def:10),[1630559],1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,,,,Reaves,A. Reaves,,,,,,553.0,11.0,10.0,1.0,,,,,,,,
555,PT10M11.00S,2023-11-15T05:35:29.8Z,4,REGULAR,3pt,Jump Shot,[],1630559,66.14651773981603,34.31372549019608,1610612747,110,86,2023-11-15T05:38:35Z,5420000,False,-78.0,266.0,1,right,A. Reaves 27' 3PT pullup (12 PTS),[1630559],1610612747.0,LAL,pullup,,,,,,Above the Break 3,24+ Center,27.7,Made,12.0,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
556,PT09M57.00S,2023-11-15T05:35:43.5Z,4,REGULAR,3pt,Jump Shot,[],1630214,31.586727989487514,67.40196078431373,1610612763,110,89,2023-11-15T05:35:51Z,5430000,False,-87.0,244.0,1,left,X. Tillman 25' 3PT  (11 PTS) (J. Konchar 3 AST),"[1630214, 1629723]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.94,Made,11.0,Tillman,X. Tillman,J. Konchar,1629723.0,3.0,,,,,,,,,,,,,,
558,PT09M38.00S,2023-11-15T05:36:02.5Z,4,REGULAR,2pt,Jump Shot,[],1629060,77.973061760841,56.86274509803921,1610612747,110,89,2023-11-15T05:36:06Z,5450000,False,34.0,155.0,1,right,MISS R. Hachimura 15' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,,,,Mid-Range,8-16 Center,15.84,Missed,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
559,PT09M35.00S,2023-11-15T05:36:05.5Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,110,89,2023-11-15T05:36:06Z,5460000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Konchar,J. Konchar,,,,,,558.0,3.0,2.0,1.0,,,,,,,,
560,PT09M27.00S,2023-11-15T05:36:14.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,9.510512483574246,47.05882352941176,1610612763,110,91,2023-11-15T05:36:19Z,5470000,False,15.0,37.0,1,left,Z. Williams driving floating Jump Shot (10 PTS) (J. Konchar 4 AST),"[1630533, 1629723]",1610612763.0,MEM,driving floating,,,,,,Restricted Area,0-8 Center,3.97,Made,10.0,Williams,Z. Williams,J. Konchar,1629723.0,4.0,,,,,,,,,,,,,,
561,PT09M06.00S,2023-11-15T05:36:38.2Z,4,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612747,110,91,2023-11-15T05:37:11Z,5480000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Reaves 2 FT),"[1629723, 1630559]",1610612763.0,MEM,shooting,,,,,,Mid-Range,8-16 Center,,,,Konchar,J. Konchar,,,,,,,,,,1626300.0,,1.0,0.0,Reaves,1630559.0,,
564,PT09M06.00S,2023-11-15T05:37:13.8Z,4,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,111,91,2023-11-15T05:37:30Z,5500000,False,,,0,,A. Reaves Free Throw 1 of 2 (13 PTS),[1630559],1610612747.0,LAL,,,,,,,,,,Made,13.0,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
565,PT09M06.00S,2023-11-15T05:37:13.8Z,4,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,111,91,2023-11-15T05:37:30Z,5510000,False,,,0,,MISS A. Reaves Free Throw 2 of 2,[1630559],1610612747.0,LAL,,,,,,,,,,Missed,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
566,PT09M03.00S,2023-11-15T05:37:16.8Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,111,91,2023-11-15T05:37:30Z,5520000,False,,,0,,S. Aldama REBOUND (Off:0 Def:4),[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,565.0,4.0,4.0,0.0,,,,,,,,
567,PT08M56.00S,2023-11-15T05:37:35.3Z,4,REGULAR,3pt,Jump Shot,[],1630583,35.92312746386334,47.79411764705882,1610612763,111,91,2023-11-15T05:37:40Z,5530000,False,11.0,285.0,1,left,MISS S. Aldama 28' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,28.54,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
568,PT08M53.00S,2023-11-15T05:37:38.3Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612747,111,91,2023-11-15T05:37:40Z,5540000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Center,,,,Prince,T. Prince,,,,,,567.0,3.0,3.0,0.0,,,,,,,,
569,PT08M44.00S,2023-11-15T05:37:47.1Z,4,REGULAR,3pt,Jump Shot,[],1626174,95.31865965834429,97.05882352941177,1610612747,111,91,2023-11-15T05:37:52Z,5550000,False,235.0,-8.0,1,right,MISS C. Wood 3PT,[1626174],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,23.55,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
570,PT08M42.00S,2023-11-15T05:37:49.1Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,111,91,2023-11-15T05:37:52Z,5560000,False,,,0,,D. Roddy REBOUND (Off:1 Def:2),[1631223],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Roddy,D. Roddy,,,,,,569.0,3.0,2.0,1.0,,,,,,,,
571,PT08M33.00S,2023-11-15T05:38:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,7.933639947437584,53.18627450980392,1610612763,111,93,2023-11-15T05:38:05Z,5570000,False,-16.0,22.0,1,left,S. Aldama driving Layup (21 PTS),[1630583],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.72,Made,21.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
572,PT08M33.00S,2023-11-15T05:38:05.0Z,4,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612763,111,93,2023-11-15T05:40:36Z,5580000,False,,,0,,T. Prince shooting personal FOUL (3 PF) (Aldama 1 FT),"[1627752, 1630583]",1610612747.0,LAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Prince,T. Prince,,,,,,,,,,1626300.0,,3.0,0.0,Aldama,1630583.0,,
574,PT08M33.00S,2023-11-15T05:38:21.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,111,93,2023-11-15T05:38:21Z,5600000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M33.00S,2023-11-15T05:40:37.2Z,4,REGULAR,substitution,out,[],1627752,,,1610612763,111,93,2023-11-15T05:40:55Z,5610000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
578,PT08M33.00S,2023-11-15T05:40:37.2Z,4,REGULAR,substitution,out,[],1626174,,,1610612763,111,93,2023-11-15T05:40:55Z,5620000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
579,PT08M33.00S,2023-11-15T05:40:37.2Z,4,REGULAR,substitution,in,[],1631108,,,1610612763,111,93,2023-11-15T05:40:55Z,5630000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,
580,PT08M33.00S,2023-11-15T05:40:37.2Z,4,REGULAR,substitution,in,[],1629629,,,1610612763,111,93,2023-11-15T05:40:55Z,5640000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
581,PT08M33.00S,2023-11-15T05:41:16.2Z,4,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,111,94,2023-11-15T05:41:16Z,5650000,False,,,0,,S. Aldama Free Throw 1 of 1 (22 PTS),[1630583],1610612763.0,MEM,,,,,,,,,,Made,22.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
582,PT08M19.00S,2023-11-15T05:41:36.6Z,4,REGULAR,3pt,Jump Shot,[],1629060,75.47634691195795,87.99019607843137,1610612747,114,94,2023-11-15T05:41:44Z,5660000,False,190.0,178.0,1,right,R. Hachimura 26' 3PT  (14 PTS) (A. Reaves 5 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,26.04,Made,14.0,Hachimura,R. Hachimura,A. Reaves,1630559.0,5.0,,,,,,,,,,,,,,
584,PT08M03.00S,2023-11-15T05:41:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,8.015768725361369,40.62117034313726,1610612763,114,94,2023-11-15T05:42:00Z,5680000,False,47.0,23.0,1,left,MISS Z. Williams driving Layup - blocked,"[1630533, 1629637]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,Williams,Z. Williams,,,,Hayes,1629637.0,,,,,,,,,,,,
585,PT08M03.00S,2023-11-15T05:41:54.1Z,4,REGULAR,block,,[],1629637,,,1610612763,114,94,2023-11-15T05:41:56Z,5690000,False,,,0,,J. Hayes BLOCK (3 BLK),[1629637],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
586,PT08M03.00S,2023-11-15T05:41:54.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,114,94,2023-11-15T05:42:00Z,5700000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,584.0,,,,,,,,,,,
588,PT08M00.00S,2023-11-15T05:42:11.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631223,11.875821287779246,4.411764705882348,1610612763,114,94,2023-11-15T05:42:15Z,5720000,False,228.0,59.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,23.54,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
589,PT07M57.00S,2023-11-15T05:42:14.5Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,114,94,2023-11-15T05:42:15Z,5730000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,,,,Hachimura,R. Hachimura,,,,,,588.0,1.0,1.0,0.0,,,,,,,,
590,PT07M39.00S,2023-11-15T05:42:32.5Z,4,REGULAR,3pt,Jump Shot,[],1629629,76.65900131406045,88.97058823529412,1610612747,114,94,2023-11-15T05:42:37Z,5740000,False,195.0,167.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
591,PT07M35.00S,2023-11-15T05:42:36.5Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,114,94,2023-11-15T05:42:37Z,5750000,False,,,0,,S. Aldama REBOUND (Off:0 Def:5),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Aldama,S. Aldama,,,,,,590.0,5.0,5.0,0.0,,,,,,,,
592,PT07M16.00S,2023-11-15T05:42:54.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,11.875821287779246,50.49019607843137,1610612763,114,96,2023-11-15T05:43:02Z,5760000,False,-2.0,59.0,1,left,S. Aldama driving Hook (24 PTS) (J. Konchar 5 AST),"[1630583, 1629723]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,24.0,Aldama,S. Aldama,J. Konchar,1629723.0,5.0,,,,,,,,,,,,,,
594,PT07M00.00S,2023-11-15T05:43:10.5Z,4,REGULAR,3pt,Jump Shot,[],1630559,66.80354796320631,31.372549019607845,1610612747,117,96,2023-11-15T05:43:15Z,5780000,False,-93.0,260.0,1,right,A. Reaves 27' 3PT  (16 PTS) (C. Reddish 2 AST),"[1630559, 1629629]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,27.57,Made,16.0,Reaves,A. Reaves,C. Reddish,1629629.0,2.0,,,,,,,,,,,,,,
596,PT06M45.00S,2023-11-15T05:43:26.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631223,11.875821287779246,50.49019607843137,1610612763,117,98,2023-11-15T05:43:53Z,5800000,False,-2.0,59.0,1,left,D. Roddy driving Hook (15 PTS) (J. Konchar 6 AST),"[1631223, 1629723]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,15.0,Roddy,D. Roddy,J. Konchar,1629723.0,6.0,,,,,,,,,,,,,,
598,PT06M32.00S,2023-11-15T05:43:40.3Z,4,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612747,117,98,2023-11-15T05:43:47Z,5820000,False,,,0,,D. Roddy shooting personal FOUL (2 PF) (Reddish 2 FT),"[1631223, 1629629]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Roddy,D. Roddy,,,,,,,,,,202049.0,,2.0,0.0,Reddish,1629629.0,,
600,PT06M32.00S,2023-11-15T05:44:09.5Z,4,REGULAR,freethrow,1 of 2,[],1629629,,,1610612747,117,98,2023-11-15T05:44:09Z,5840000,False,,,0,,MISS C. Reddish Free Throw 1 of 2,[1629629],1610612747.0,LAL,,,,,,,,,,Missed,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
601,PT06M32.00S,2023-11-15T05:44:09.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,117,98,2023-11-15T05:44:09Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,
602,PT06M32.00S,2023-11-15T05:44:20.2Z,4,REGULAR,freethrow,2 of 2,[],1629629,,,1610612747,118,98,2023-11-15T05:44:20Z,5860000,False,,,0,,C. Reddish Free Throw 2 of 2 (10 PTS),[1629629],1610612747.0,LAL,,,,,,,,,,Made,10.0,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
603,PT06M20.00S,2023-11-15T05:44:34.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,9.510512483574246,52.69607843137255,1610612763,118,100,2023-11-15T05:44:40Z,5870000,False,-13.0,37.0,1,left,X. Tillman driving Hook (13 PTS) (S. Aldama 4 AST),"[1630214, 1630583]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.93,Made,13.0,Tillman,X. Tillman,S. Aldama,1630583.0,4.0,,,,,,,,,,,,,,
605,PT06M04.00S,2023-11-15T05:44:51.9Z,4,REGULAR,foul,offensive,[],1629060,,,1610612747,118,100,2023-11-15T05:45:14Z,5890000,False,,,0,,R. Hachimura charge offensive FOUL (2 PF),"[1629060, 1629723]",1610612747.0,LAL,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hachimura,R. Hachimura,,,,,,,,,,202049.0,,2.0,0.0,Konchar,1629723.0,,
607,PT06M04.00S,2023-11-15T05:44:51.9Z,4,REGULAR,turnover,offensive foul,[],1629060,,,1610612747,118,100,2023-11-15T05:44:51Z,5910000,False,,,0,,R. Hachimura offensive foul TURNOVER (5 TO),[1629060],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hachimura,R. Hachimura,,,,,,,,,,202049.0,5.0,,,,,,
608,PT05M47.00S,2023-11-15T05:45:23.4Z,4,REGULAR,turnover,bad pass,[],1630583,,,1610612763,118,100,2023-11-15T05:45:29Z,5920000,False,,,0,,S. Aldama bad pass TURNOVER (3 TO),"[1630583, 1631108]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left Center,,,,Aldama,S. Aldama,,,,,,,,,,,3.0,,,,,Christie,1631108.0
609,PT05M47.00S,2023-11-15T05:45:23.4Z,4,REGULAR,steal,,[],1631108,,,1610612747,118,100,2023-11-15T05:45:25Z,5930000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612747.0,LAL,,,,,,,Mid-Range,16-24 Left Center,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,
610,PT05M43.00S,2023-11-15T05:45:27.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629629,91.90210249671485,50.73529411764706,1610612747,118,100,2023-11-15T05:45:34Z,5940000,False,4.0,24.0,1,right,MISS C. Reddish running DUNK,[1629629],1610612747.0,LAL,running,,,,,,Restricted Area,0-8 Center,2.39,Missed,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
611,PT05M40.00S,2023-11-15T05:45:30.1Z,4,REGULAR,rebound,offensive,[],1630559,,,1610612747,118,100,2023-11-15T05:45:34Z,5950000,False,,,0,,A. Reaves REBOUND (Off:2 Def:10),[1630559],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Reaves,A. Reaves,,,,,,610.0,12.0,10.0,2.0,,,,,,,,
612,PT05M28.00S,2023-11-15T05:45:42.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629060,90.98226018396846,49.26470588235294,1610612747,120,100,2023-11-15T05:45:48Z,5960000,False,-4.0,32.0,1,right,R. Hachimura driving DUNK (16 PTS) (A. Reaves 6 AST),"[1629060, 1630559]",1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.25,Made,16.0,Hachimura,R. Hachimura,A. Reaves,1630559.0,6.0,,,,,,,,,,,,,,
