actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
339,PT00M22.90S,2024-02-14T04:33:36.2Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,71,48,2024-02-14T04:33:37Z,3370000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,338.0,,,,,,3.0,2.0,1.0,,,,,
340,PT00M02.30S,2024-02-14T04:33:59.9Z,2,REGULAR,3pt,Jump Shot,[],203488,91.11366622864652,5.392156862745097,1610612765,71,48,2024-02-14T04:34:38Z,3380000,False,-223.0,31.0,1,right,MISS M. Muscala 3PT,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.51,,,,,,,,,,,
341,PT00M02.00S,2024-02-14T04:34:00.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,71,48,2024-02-14T04:55:22Z,3390000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,340.0,,,,,,,,,,,,,
342,PT00M00.00S,2024-02-14T04:34:03.1Z,2,REGULAR,period,end,[],0,,,1610612765,71,48,2024-02-14T04:55:22Z,3400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2024-02-14T04:48:07.9Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612765,71,48,2024-02-14T04:55:22Z,3410000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-02-14T04:48:07.9Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612765,71,48,2024-02-14T04:55:22Z,3420000,False,,,0,,SUB out: M. Muscala,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2024-02-14T04:48:07.9Z,3,REGULAR,substitution,in,['startperiod'],2544,,,1610612765,71,48,2024-02-14T04:55:22Z,3430000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-02-14T04:48:07.9Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,71,48,2024-02-14T04:55:22Z,3440000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-02-14T04:49:19.5Z,3,REGULAR,period,start,[],0,,,1610612765,71,48,2024-02-14T04:49:24Z,3450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M46.00S,2024-02-14T04:49:32.2Z,3,REGULAR,3pt,Jump Shot,[],1631323,8.935611038107751,3.653492647058826,1610612765,71,51,2024-02-14T04:49:38Z,3460000,False,232.0,31.0,1,left,S. Fontecchio 3PT  (5 PTS) (J. Ivey 3 AST),"[1631323, 1631093]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,,,Made,,5.0,23.38,J. Ivey,1631093.0,3.0,,,,,,,,
350,PT11M29.00S,2024-02-14T04:50:28.7Z,3,REGULAR,jumpball,recovered,[],1630559,,,1610612747,71,51,2024-02-14T04:51:35Z,3480000,False,,,0,,Jump Ball R. Hachimura vs. A. Thompson: Tip to A. Reaves,"[1630559, 1629060, 1641709]",1610612747.0,LAL,heldball,A. Reaves,1630559.0,Reaves,A. Reaves,Hachimura,1629060.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,,,,,,
353,PT11M21.00S,2024-02-14T04:50:34.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,72.05978975032852,21.32352941176471,1610612747,71,51,2024-02-14T04:50:38Z,3510000,False,-143.0,210.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.44,,,,,,,,,,,
354,PT11M19.00S,2024-02-14T04:50:36.2Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,71,51,2024-02-14T04:50:38Z,3520000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,353.0,,,,,,5.0,4.0,1.0,,,,,
355,PT11M10.00S,2024-02-14T04:50:44.4Z,3,REGULAR,2pt,Jump Shot,[],1630595,22.651116951379763,50.49019607843137,1610612765,71,51,2024-02-14T04:50:50Z,3530000,False,-2.0,160.0,1,left,MISS C. Cunningham 16' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,16.04,,,,,,,,,,,
356,PT11M08.00S,2024-02-14T04:50:46.4Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,71,51,2024-02-14T04:51:06Z,3540000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,355.0,,,,,,5.0,3.0,2.0,,,,,
357,PT11M08.00S,2024-02-14T04:50:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,13.18988173455979,50.49019607843137,1610612765,71,51,2024-02-14T04:50:56Z,3550000,False,-2.0,71.0,1,left,MISS J. Duren 7' putback Layup - blocked,"[1631105, 203076]",1610612765.0,DET,putback,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.15,,,,,,,,Davis,203076.0,,
358,PT11M08.00S,2024-02-14T04:50:49.1Z,3,REGULAR,block,,[],203076,,,1610612765,71,51,2024-02-14T04:50:53Z,3560000,False,,,0,,A. Davis BLOCK (5 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT11M08.00S,2024-02-14T04:50:49.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,71,51,2024-02-14T04:50:56Z,3570000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,357.0,,,,,,,,,,,,,
361,PT11M00.00S,2024-02-14T04:51:10.9Z,3,REGULAR,turnover,bad pass,[],1631093,,,1610612765,71,51,2024-02-14T04:51:15Z,3590000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1630559]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Reaves,1630559.0
362,PT11M00.00S,2024-02-14T04:51:10.9Z,3,REGULAR,steal,,[],1630559,,,1610612747,71,51,2024-02-14T04:51:13Z,3600000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
363,PT11M00.00S,2024-02-14T04:51:16.1Z,3,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612747,71,51,2024-02-14T04:51:39Z,3610000,False,,,0,,C. Cunningham transition take personal FOUL (1 PF) (Reaves 1 FT),"[1630595, 1630559]",1610612765.0,DET,transition take,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,203054.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
365,PT11M00.00S,2024-02-14T04:51:38.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630559,,,1610612747,72,51,2024-02-14T04:51:38Z,3630000,False,,,0,,A. Reaves transition take Free Throw 1 of 1 (11 PTS),[1630559],1610612747.0,LAL,transition take,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
366,PT10M34.00S,2024-02-14T04:52:14.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629060,81.25821287779237,60.53921568627451,1610612747,74,51,2024-02-14T04:52:19Z,3640000,False,53.0,124.0,1,right,R. Hachimura 13' turnaround fadeaway Jump Shot (11 PTS) (A. Davis 4 AST),"[1629060, 203076]",1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,11.0,13.45,A. Davis,203076.0,4.0,,,,,,,,
369,PT10M13.00S,2024-02-14T04:52:35.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,19.365965834428394,54.90196078431372,1610612765,74,51,2024-02-14T04:52:44Z,3670000,False,-25.0,130.0,1,left,MISS C. Cunningham 13' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.18,,,,,,,,,,,
370,PT10M07.00S,2024-02-14T04:52:40.7Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,74,51,2024-02-14T04:52:40Z,3680000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,369.0,,,,,,6.0,3.0,3.0,,,,,
371,PT10M07.00S,2024-02-14T04:52:40.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,74,53,2024-02-14T04:52:46Z,3690000,False,0.0,0.0,1,left,J. Duren tip Layup (8 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,0.0,,,,,,,,,,,
372,PT10M01.00S,2024-02-14T04:52:51.0Z,3,REGULAR,foul,personal,[],1631093,,,1610612747,74,53,2024-02-14T04:53:15Z,3700000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1630559]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,202035.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
374,PT09M54.00S,2024-02-14T04:53:12.5Z,3,REGULAR,3pt,Jump Shot,[],1630559,90.19382391590013,95.83333333333333,1610612747,74,53,2024-02-14T04:53:18Z,3720000,False,229.0,40.0,1,right,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.26,,,,,,,,,,,
375,PT09M51.00S,2024-02-14T04:53:15.5Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,74,53,2024-02-14T04:53:18Z,3730000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,374.0,,,,,,1.0,1.0,0.0,,,,,
376,PT09M46.00S,2024-02-14T04:53:20.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,7.670827858081481,51.22549019607843,1610612765,74,53,2024-02-14T04:53:27Z,3740000,False,-6.0,20.0,1,left,MISS A. Thompson running Layup,[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.05,,,,,,,,,,,
377,PT09M44.00S,2024-02-14T04:53:22.6Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,74,53,2024-02-14T04:53:27Z,3750000,False,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,376.0,,,,,,4.0,4.0,0.0,,,,,
378,PT09M41.00S,2024-02-14T04:53:26.5Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,74,53,2024-02-14T04:53:31Z,3760000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1631093]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,,,Ivey,1631093.0
379,PT09M41.00S,2024-02-14T04:53:26.5Z,3,REGULAR,steal,,[],1631093,,,1610612765,74,53,2024-02-14T04:53:29Z,3770000,False,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
380,PT09M37.00S,2024-02-14T04:53:30.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631093,6.8823915900131425,47.79411764705882,1610612765,74,53,2024-02-14T04:53:49Z,3780000,False,11.0,12.0,1,left,MISS J. Ivey running Layup - blocked,"[1631093, 203076]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.64,,,,,,,,Davis,203076.0,,
381,PT09M37.00S,2024-02-14T04:53:30.3Z,3,REGULAR,block,,[],203076,,,1610612765,74,53,2024-02-14T04:53:33Z,3790000,False,,,0,,A. Davis BLOCK (6 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT09M35.00S,2024-02-14T04:53:32.3Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,74,53,2024-02-14T04:53:37Z,3800000,False,,,0,,A. Davis REBOUND (Off:2 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,380.0,,,,,,13.0,11.0,2.0,,,,,
384,PT09M35.00S,2024-02-14T04:53:38.0Z,3,REGULAR,foul,personal,[],1631323,,,1610612747,74,53,2024-02-14T04:53:42Z,3820000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 203076]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,202041.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
386,PT09M10.00S,2024-02-14T04:54:16.1Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.19776609724047,53.92156862745098,1610612747,77,53,2024-02-14T04:54:20Z,3840000,False,20.0,256.0,1,right,D. Russell 25' 3PT  (18 PTS) (L. James 7 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,Made,,18.0,25.65,L. James,2544.0,7.0,,,,,,,,
388,PT09M00.00S,2024-02-14T04:54:25.2Z,3,REGULAR,3pt,Jump Shot,[],1630595,34.21484888304862,42.892156862745104,1610612765,77,53,2024-02-14T04:54:30Z,3860000,False,36.0,269.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.14,,,,,,,,,,,
389,PT08M58.00S,2024-02-14T04:54:27.2Z,3,REGULAR,rebound,offensive,[],1641709,,,1610612765,77,53,2024-02-14T04:54:30Z,3870000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,388.0,,,,,,2.0,1.0,1.0,,,,,
390,PT08M56.00S,2024-02-14T04:54:29.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641709,7.802233902759525,50.0,1610612765,77,55,2024-02-14T04:54:35Z,3880000,False,0.0,21.0,1,left,A. Thompson putback DUNK (7 PTS),[1641709],1610612765.0,DET,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.08,,,,,,,,,,,
391,PT08M46.00S,2024-02-14T04:54:39.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,73.11103810775296,79.65686274509804,1610612747,77,55,2024-02-14T04:54:45Z,3890000,False,148.0,200.0,1,right,MISS D. Russell 24' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.92,,,,,,,,,,,
392,PT08M45.00S,2024-02-14T04:54:40.2Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,77,55,2024-02-14T04:54:45Z,3900000,False,,,0,,A. Davis REBOUND (Off:3 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,391.0,,,,,,14.0,11.0,3.0,,,,,
393,PT08M45.00S,2024-02-14T04:54:47.2Z,3,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612747,77,55,2024-02-14T04:54:59Z,3910000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Davis 2 FT),"[1631093, 203076]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,203054.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
395,PT08M45.00S,2024-02-14T04:55:22.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,78,55,2024-02-14T04:55:22Z,3930000,False,,,0,,A. Davis Free Throw 1 of 2 (19 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,19.0,,,,,,,,,,,,
396,PT08M45.00S,2024-02-14T04:55:40.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,79,55,2024-02-14T04:55:40Z,3940000,False,,,0,,A. Davis Free Throw 2 of 2 (20 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,20.0,,,,,,,,,,,,
397,PT08M29.00S,2024-02-14T04:55:57.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,8.984888304862025,49.01960784313726,1610612765,79,57,2024-02-14T04:56:01Z,3950000,False,5.0,32.0,1,left,A. Thompson DUNK (9 PTS) (S. Fontecchio 2 AST),"[1641709, 1631323]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,3.24,S. Fontecchio,1631323.0,2.0,,,,,,,,
399,PT08M12.00S,2024-02-14T04:56:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.77069645203679,47.05882352941176,1610612747,79,57,2024-02-14T04:56:37Z,3970000,False,-15.0,25.0,1,right,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.89,,,,,,,,,,,
400,PT08M10.00S,2024-02-14T04:56:17.1Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,79,57,2024-02-14T04:56:20Z,3980000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,399.0,,,,,,1.0,1.0,0.0,,,,,
401,PT08M10.00S,2024-02-14T04:56:19.7Z,3,REGULAR,foul,personal,[],1630559,,,1610612765,79,57,2024-02-14T04:56:24Z,3990000,False,,,0,,A. Reaves personal FOUL (2 PF),"[1630559, 1631093]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,202035.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
403,PT07M58.00S,2024-02-14T04:56:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,11.744415243101187,34.55882352941177,1610612765,79,59,2024-02-14T04:56:59Z,4010000,False,77.0,58.0,1,left,J. Ivey 9' pullup Jump Shot (10 PTS) (C. Cunningham 4 AST),"[1631093, 1630595]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,10.0,9.65,C. Cunningham,1630595.0,4.0,,,,,,,,
406,PT07M48.00S,2024-02-14T04:57:20.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,90.71944809461235,50.73529411764706,1610612747,79,59,2024-02-14T04:57:25Z,4040000,False,4.0,35.0,1,right,MISS A. Davis driving reverse Layup,[203076],1610612747.0,LAL,driving reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.49,,,,,,,,,,,
407,PT07M45.00S,2024-02-14T04:57:23.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,79,59,2024-02-14T04:57:25Z,4050000,False,,,0,,J. Duren REBOUND (Off:3 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,406.0,,,,,,7.0,4.0,3.0,,,,,
409,PT07M32.00S,2024-02-14T04:57:52.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,17.000657030223394,55.88235294117647,1610612765,79,59,2024-02-14T04:57:59Z,4070000,False,-29.0,107.0,1,left,MISS C. Cunningham 11' turnaround fadeaway Shot - blocked,"[1630595, 1630559]",1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.13,,,,,,,,Reaves,1630559.0,,
410,PT07M32.00S,2024-02-14T04:57:52.0Z,3,REGULAR,block,,[],1630559,,,1610612765,79,59,2024-02-14T04:57:57Z,4080000,False,,,0,,A. Reaves BLOCK (1 BLK),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
411,PT07M26.00S,2024-02-14T04:57:58.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,79,59,2024-02-14T04:57:59Z,4090000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,409.0,,,,,,1.0,1.0,0.0,,,,,
412,PT07M18.00S,2024-02-14T04:58:05.6Z,3,REGULAR,3pt,Jump Shot,[],1629060,94.3988173455979,5.882352941176478,1610612747,79,59,2024-02-14T04:58:11Z,4100000,False,-221.0,0.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.06,,,,,,,,,,,
413,PT07M16.00S,2024-02-14T04:58:07.6Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,79,59,2024-02-14T04:58:11Z,4110000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,,,,,412.0,,,,,,6.0,5.0,1.0,,,,,
414,PT07M09.00S,2024-02-14T04:58:14.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,7.013797634691201,51.96078431372549,1610612765,79,61,2024-02-14T04:58:18Z,4120000,False,-10.0,13.0,1,left,A. Thompson driving Layup (11 PTS) (S. Fontecchio 3 AST),"[1641709, 1631323]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,1.66,S. Fontecchio,1631323.0,3.0,,,,,,,,
416,PT06M51.00S,2024-02-14T04:58:36.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612747,79,61,2024-02-14T05:04:01Z,4140000,False,,,0,,A. Thompson personal FOUL (3 PF) (James 2 FT),"[1641709, 2544]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,203054.0,3.0,0.0,James,2544.0,,,,,,,,,,,,,,,
418,PT06M51.00S,2024-02-14T04:58:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,79,61,2024-02-14T04:58:50Z,4160000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M51.00S,2024-02-14T05:02:09.5Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,80,61,2024-02-14T05:03:57Z,4170000,False,,,0,,L. James Free Throw 1 of 2 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
420,PT06M51.00S,2024-02-14T05:02:09.5Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,81,61,2024-02-14T05:03:57Z,4180000,False,,,0,,L. James Free Throw 2 of 2 (14 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
421,PT06M36.00S,2024-02-14T05:02:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,14.898160315374511,43.627450980392155,1610612765,81,61,2024-02-14T05:02:29Z,4190000,False,32.0,88.0,1,left,MISS J. Ivey 9' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.31,,,,,,,,,,,
422,PT06M34.00S,2024-02-14T05:02:27.3Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,81,61,2024-02-14T05:02:27Z,4200000,False,,,0,,J. Duren REBOUND (Off:4 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,421.0,,,,,,8.0,4.0,4.0,,,,,
423,PT06M33.00S,2024-02-14T05:02:31.2Z,3,REGULAR,foul,offensive,['inpenalty'],1631093,,,1610612765,81,61,2024-02-14T05:02:41Z,4210000,False,,,0,,J. Ivey offensive FOUL (3 PF),"[1631093, 1626156]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,202035.0,3.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
425,PT06M33.00S,2024-02-14T05:02:31.2Z,3,REGULAR,turnover,offensive foul,[],1631093,,,1610612765,81,61,2024-02-14T05:02:31Z,4230000,False,,,0,,J. Ivey offensive foul TURNOVER (2 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,202035.0,,,,,,,,,,,,,,,2.0,,,,
426,PT06M33.00S,2024-02-14T05:02:43.9Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,81,61,2024-02-14T05:02:46Z,4240000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M33.00S,2024-02-14T05:02:43.9Z,3,REGULAR,substitution,in,[],203915,,,1610612747,81,61,2024-02-14T05:02:46Z,4250000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
