actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
184,PT10M49.00S,2023-10-31T03:11:56.4Z,2,REGULAR,2pt,Jump Shot,[],2544,70.87713534822602,50.73529411764706,1610612747,33,24,2023-10-31T03:12:03Z,1810000,False,4.0,221.0,1,right,L. James 22' Jump Shot (2 PTS) (D. Russell 5 AST),"[2544, 1626156]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,22.13,Made,,,,,,,2.0,D. Russell,1626156.0,5.0,,,,,,,,
186,PT10M39.00S,2023-10-31T03:12:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628371,24.753613666228645,87.5,1610612753,33,24,2023-10-31T03:12:11Z,1830000,False,-188.0,180.0,1,left,MISS J. Isaac 26' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
187,PT10M36.00S,2023-10-31T03:12:08.8Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,33,24,2023-10-31T03:12:11Z,1840000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,186.0,,,,,,,,,,2.0,2.0,0.0,,,,,
188,PT10M23.00S,2023-10-31T03:12:22.4Z,2,REGULAR,2pt,Jump Shot,[],1629216,89.14257555847568,82.84313725490196,1610612747,35,24,2023-10-31T03:12:29Z,1850000,False,164.0,50.0,1,right,G. Vincent 17' fadeaway Jump Shot (7 PTS) (C. Wood 1 AST),"[1629216, 1626174]",1610612747.0,LAL,fadeaway,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right,17.15,Made,,,,,,,7.0,C. Wood,1626174.0,1.0,,,,,,,,
190,PT10M09.00S,2023-10-31T03:12:41.4Z,2,REGULAR,foul,offensive,[],1629021,,,1610612753,35,24,2023-10-31T03:12:52Z,1870000,False,,,0,,M. Wagner offensive FOUL (1 PF),"[1629021, 1629216]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Left Center,,,,1628951.0,1.0,1.0,Vincent,1629216.0,,,,,,,,,,,,
192,PT10M09.00S,2023-10-31T03:12:41.4Z,2,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,35,24,2023-10-31T03:12:41Z,1890000,False,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Left Center,,,,1628951.0,,,,,,,,,,,,1.0,,,,
193,PT09M56.00S,2023-10-31T03:13:03.8Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,35,24,2023-10-31T03:13:08Z,1900000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 204060]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Ingles,204060.0,,
194,PT09M56.00S,2023-10-31T03:13:03.8Z,2,REGULAR,steal,,[],204060,,,1610612753,35,24,2023-10-31T03:13:05Z,1910000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
196,PT09M50.00S,2023-10-31T03:13:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,8.196452036793687,52.205882352941174,1610612753,35,24,2023-10-31T03:13:15Z,1930000,False,-11.0,25.0,1,left,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
197,PT09M47.00S,2023-10-31T03:13:12.6Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,35,24,2023-10-31T03:13:12Z,1940000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,196.0,,,,,,,,,,3.0,3.0,0.0,,,,,
198,PT09M45.00S,2023-10-31T03:13:15.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,78.49868593955321,8.82352941176471,1610612747,35,24,2023-10-31T03:13:22Z,1950000,False,-206.0,150.0,1,right,MISS G. Vincent 25' running 3PT,[1629216],1610612747.0,LAL,running,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
199,PT09M43.00S,2023-10-31T03:13:17.4Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,35,24,2023-10-31T03:13:22Z,1960000,False,,,0,,J. Isaac REBOUND (Off:0 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,198.0,,,,,,,,,,3.0,3.0,0.0,,,,,
200,PT09M39.00S,2023-10-31T03:13:21.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203914,26.987516425755587,15.931372549019613,1610612753,35,27,2023-10-31T03:14:42Z,1970000,False,170.0,201.0,1,left,G. Harris 26' 3PT running (3 PTS) (J. Ingles 2 AST),"[203914, 204060]",1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,26.36,Made,,,,,,,3.0,J. Ingles,204060.0,2.0,,,,,,,,
202,PT09M20.00S,2023-10-31T03:13:39.7Z,2,REGULAR,3pt,Jump Shot,[],2544,64.70105124835743,48.0392156862745,1610612747,38,27,2023-10-31T03:13:46Z,1990000,False,-10.0,279.0,1,right,L. James 27' 3PT pullup (5 PTS) (C. Wood 2 AST),"[2544, 1626174]",1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,27.95,Made,,,,,,,5.0,C. Wood,1626174.0,2.0,,,,,,,,
204,PT09M07.00S,2023-10-31T03:13:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628371,6.701708278580824,96.30055147058823,1610612753,38,30,2023-10-31T03:14:02Z,2010000,False,-232.0,10.0,1,left,J. Isaac 3PT  (3 PTS) (G. Harris 1 AST),"[1628371, 203914]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,23.17,Made,,,,,,,3.0,G. Harris,203914.0,1.0,,,,,,,,
206,PT08M56.00S,2023-10-31T03:14:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,91.50788436268068,50.73529411764706,1610612747,40,30,2023-10-31T03:14:10Z,2030000,False,4.0,27.0,1,right,C. Wood cutting finger roll Layup (7 PTS) (L. James 3 AST),"[1626174, 2544]",1610612747.0,LAL,cutting finger roll,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,7.0,L. James,2544.0,3.0,,,,,,,,
208,PT08M44.00S,2023-10-31T03:14:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628371,27.250328515111704,85.29411764705883,1610612753,40,30,2023-10-31T03:14:21Z,2050000,False,-176.0,204.0,1,left,MISS J. Isaac 26' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,26.95,Missed,,,,,,,,,,,,,,,,,,
209,PT08M40.00S,2023-10-31T03:14:19.4Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,40,30,2023-10-31T03:14:21Z,2060000,False,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,208.0,,,,,,,,,,4.0,4.0,0.0,,,,,
210,PT08M29.00S,2023-10-31T03:14:31.1Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612747,40,30,2023-10-31T03:14:36Z,2070000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630175]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Anthony,1630175.0,,
211,PT08M29.00S,2023-10-31T03:14:31.1Z,2,REGULAR,steal,,[],1630175,,,1610612753,40,30,2023-10-31T03:14:33Z,2080000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
212,PT08M24.00S,2023-10-31T03:14:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,7.276609724047319,45.09803921568627,1610612753,40,30,2023-10-31T03:14:44Z,2090000,False,25.0,16.0,1,left,MISS C. Anthony running Layup - blocked,"[1630175, 1626174]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0
213,PT08M24.00S,2023-10-31T03:14:35.8Z,2,REGULAR,block,,[],1626174,,,1610612753,40,30,2023-10-31T03:14:38Z,2100000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT08M24.00S,2023-10-31T03:14:35.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,40,30,2023-10-31T03:14:44Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,212.0,,,,,,,,,,,,,,,,,
216,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,out,[],1626156,,,1610612753,40,30,2023-10-31T03:15:09Z,2130000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,out,[],1629637,,,1610612753,40,30,2023-10-31T03:15:09Z,2140000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,out,[],1628371,,,1610612753,40,30,2023-10-31T03:15:09Z,2150000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,40,30,2023-10-31T03:15:09Z,2160000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,in,[],203076,,,1610612753,40,30,2023-10-31T03:15:09Z,2170000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,in,[],1630559,,,1610612753,40,30,2023-10-31T03:15:09Z,2180000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,40,30,2023-10-31T03:15:09Z,2190000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M24.00S,2023-10-31T03:14:43.2Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,40,30,2023-10-31T03:15:09Z,2200000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M16.00S,2023-10-31T03:15:19.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203914,29.878449408672807,78.92156862745098,1610612753,40,33,2023-10-31T03:15:24Z,2210000,False,-145.0,228.0,1,left,G. Harris 27' 3PT  (6 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,27.03,Made,,,,,,,6.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,
226,PT07M56.00S,2023-10-31T03:15:42.1Z,2,REGULAR,foul,personal,[],204060,,,1610612747,40,33,2023-10-31T03:15:52Z,2230000,False,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 1626174]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,1148.0,1.0,0.0,Wood,1626174.0,,,,,,,,,,,,
228,PT07M52.00S,2023-10-31T03:16:01.8Z,2,REGULAR,foul,offensive,[],1626174,,,1610612747,40,33,2023-10-31T03:16:13Z,2250000,False,,,0,,C. Wood offensive FOUL (1 PF),"[1626174, 1630532]",1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,202901.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,
230,PT07M52.00S,2023-10-31T03:16:01.8Z,2,REGULAR,turnover,offensive foul,[],1626174,,,1610612747,40,33,2023-10-31T03:16:13Z,2270000,False,,,0,,C. Wood offensive foul TURNOVER (2 TO),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,202901.0,,,,,,,,,,,,2.0,,,,
231,PT07M52.00S,2023-10-31T03:16:09.7Z,2,REGULAR,substitution,out,[],1626174,,,1610612753,40,33,2023-10-31T03:16:13Z,2280000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M52.00S,2023-10-31T03:16:09.7Z,2,REGULAR,substitution,in,[],1629629,,,1610612753,40,33,2023-10-31T03:16:13Z,2290000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M36.00S,2023-10-31T03:16:32.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630175,11.169513797634693,41.95389093137255,1610612753,40,35,2023-10-31T03:18:01Z,2300000,False,40.0,52.0,1,left,C. Anthony 6' driving floating Jump Shot (6 PTS) (J. Ingles 3 AST),"[1630175, 204060]",1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,,,,,,,6.0,J. Ingles,204060.0,3.0,,,,,,,,
235,PT07M26.00S,2023-10-31T03:16:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.8508541392904,55.63725490196079,1610612747,40,35,2023-10-31T03:17:26Z,2320000,False,28.0,34.0,1,right,MISS L. James driving finger roll Layup,[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
239,PT07M23.00S,2023-10-31T03:17:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,40,35,2023-10-31T03:17:21Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
236,PT07M23.00S,2023-10-31T03:17:21.9Z,2,REGULAR,jumpball,recovered,[],2544,,,1610612747,40,35,2023-10-31T03:17:21Z,2340000,False,,,0,,Jump Ball A. Davis vs. F. Wagner: Tip to L. James,"[2544, 203076, 1630532]",1610612747.0,LAL,heldball,L. James,2544.0,James,L. James,Davis,203076.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,,,,,,
240,PT07M15.00S,2023-10-31T03:17:29.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2544,68.51182654402103,27.205882352941174,1610612747,40,35,2023-10-31T03:17:33Z,2370000,False,-114.0,243.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
241,PT07M12.00S,2023-10-31T03:17:31.7Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,40,35,2023-10-31T03:17:31Z,2380000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,240.0,,,,,,,,,,1.0,1.0,0.0,,,,,
242,PT07M05.00S,2023-10-31T03:17:39.1Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,40,35,2023-10-31T03:17:44Z,2390000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1629216]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,
243,PT07M05.00S,2023-10-31T03:17:39.1Z,2,REGULAR,steal,,[],1629216,,,1610612747,40,35,2023-10-31T03:17:41Z,2400000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
244,PT06M57.00S,2023-10-31T03:17:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,68.85471419185282,65.72074142156863,1610612747,40,35,2023-10-31T03:17:58Z,2410000,False,79.0,240.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612747.0,LAL,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
245,PT06M53.00S,2023-10-31T03:17:51.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,40,35,2023-10-31T03:17:54Z,2420000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,244.0,,,,,,,,,,2.0,2.0,0.0,,,,,
246,PT06M46.00S,2023-10-31T03:17:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.408015768725363,44.85294117647059,1610612753,40,35,2023-10-31T03:18:03Z,2430000,False,26.0,17.0,1,left,MISS W. Carter Jr. alley-oop Layup,[1628976],1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
247,PT06M43.00S,2023-10-31T03:18:01.8Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612747,40,35,2023-10-31T03:18:03Z,2440000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,246.0,,,,,,,,,,1.0,1.0,0.0,,,,,
248,PT06M31.00S,2023-10-31T03:18:13.2Z,2,REGULAR,turnover,bad pass,[],203076,,,1610612747,40,35,2023-10-31T03:18:17Z,2450000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 204060]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Ingles,204060.0,,
249,PT06M31.00S,2023-10-31T03:18:13.2Z,2,REGULAR,steal,,[],204060,,,1610612753,40,35,2023-10-31T03:18:15Z,2460000,False,,,0,,J. Ingles STEAL (2 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
250,PT06M24.00S,2023-10-31T03:18:19.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628976,28.038764783180028,22.549019607843135,1610612753,40,35,2023-10-31T03:19:45Z,2470000,False,137.0,211.0,1,left,MISS W. Carter Jr. 25' running 3PT,[1628976],1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
251,PT06M20.00S,2023-10-31T03:18:23.9Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612747,40,35,2023-10-31T03:18:31Z,2480000,False,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,250.0,,,,,,,,,,2.0,2.0,0.0,,,,,
252,PT06M14.00S,2023-10-31T03:18:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.11366622864652,50.49019607843137,1610612747,42,35,2023-10-31T03:19:12Z,2490000,False,2.0,31.0,1,right,A. Davis driving Layup (10 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,10.0,,,,,,,,,,,
253,PT06M13.00S,2023-10-31T03:18:38.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,42,35,2023-10-31T03:18:38Z,2500000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,out,[],1629216,,,1610612753,42,35,2023-10-31T03:21:31Z,2510000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,out,[],2544,,,1610612753,42,35,2023-10-31T03:21:31Z,2520000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,out,[],204060,,,1610612753,42,35,2023-10-31T03:21:31Z,2530000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,42,35,2023-10-31T03:21:31Z,2540000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612753,42,35,2023-10-31T03:21:31Z,2550000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,in,[],1627752,,,1610612753,42,35,2023-10-31T03:21:31Z,2560000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,42,35,2023-10-31T03:21:31Z,2570000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M13.00S,2023-10-31T03:21:14.7Z,2,REGULAR,substitution,in,[],1628365,,,1610612753,42,35,2023-10-31T03:21:31Z,2580000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M58.00S,2023-10-31T03:21:47.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,7.408015768725363,50.49019607843137,1610612753,42,37,2023-10-31T03:21:53Z,2590000,False,-2.0,17.0,1,left,W. Carter Jr. alley-oop DUNK (5 PTS) (G. Harris 2 AST),"[1628976, 203914]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,5.0,G. Harris,203914.0,2.0,,,,,,,,
264,PT05M43.00S,2023-10-31T03:22:07.3Z,2,REGULAR,foul,personal,[],1631094,,,1610612747,42,37,2023-10-31T03:22:12Z,2610000,False,,,0,,P. Banchero personal FOUL (3 PF),"[1631094, 1627752]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,202901.0,3.0,0.0,Prince,1627752.0,,,,,,,,,,,,
266,PT05M32.00S,2023-10-31T03:22:32.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,85.15111695137976,50.501685049019606,1610612747,44,37,2023-10-31T03:22:37Z,2630000,False,3.0,87.0,1,right,D. Russell 8' driving floating Jump Shot (11 PTS) (A. Davis 2 AST),"[1626156, 203076]",1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,8.71,Made,,,,,,,11.0,A. Davis,203076.0,2.0,,,,,,,,
268,PT05M30.00S,2023-10-31T03:22:38.6Z,2,REGULAR,foul,personal,[],1627752,,,1610612753,44,37,2023-10-31T03:22:52Z,2650000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1630532]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,202901.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,
270,PT05M30.00S,2023-10-31T03:22:48.6Z,2,REGULAR,substitution,out,[],1631094,,,1610612753,44,37,2023-10-31T03:22:53Z,2670000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M30.00S,2023-10-31T03:22:48.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,44,37,2023-10-31T03:22:53Z,2680000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M17.00S,2023-10-31T03:23:15.2Z,2,REGULAR,3pt,Jump Shot,[],203914,11.48160315374507,95.58823529411765,1610612753,44,40,2023-10-31T03:23:19Z,2690000,False,-228.0,55.0,1,left,G. Harris 3PT  (9 PTS) (F. Wagner 2 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.45,Made,,,,,,,9.0,F. Wagner,1630532.0,2.0,,,,,,,,
274,PT05M02.00S,2023-10-31T03:23:30.9Z,2,REGULAR,3pt,Jump Shot,[],1626156,67.67205978975034,46.001838235294116,1610612747,44,40,2023-10-31T03:23:35Z,2710000,False,-20.0,251.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
