actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
504,PT07M03.00S,2024-03-09T05:06:52.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,14.50394218134035,50.0,1610612747,105,103,2024-03-09T05:06:55Z,5000000,False,0.0,84.0,1,left,D. Russell 8' driving floating Jump Shot (31 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,31.0,,,,,,,,,,,,,,,,,
505,PT06M51.00S,2024-03-09T05:07:07.5Z,4,REGULAR,foul,personal,[],1626156,,,1610612749,105,103,2024-03-09T05:07:21Z,5010000,False,,,0,,D. Russell personal FOUL (4 PF),"[1626156, 203081]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,,,,,4.0,0.0,Lillard,203081.0,,,,
507,PT06M39.00S,2024-03-09T05:07:48.4Z,4,REGULAR,3pt,Jump Shot,[],203081,69.03745072273324,28.92156862745098,1610612749,105,103,2024-03-09T05:10:02Z,5030000,False,-105.0,239.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
508,PT06M37.00S,2024-03-09T05:07:50.4Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612747,105,103,2024-03-09T05:07:52Z,5040000,False,,,0,,D. Russell REBOUND (Off:2 Def:3),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,507.0,5.0,3.0,2.0,,,,,,,,,,,,,
509,PT06M29.00S,2024-03-09T05:07:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.8823915900131425,45.09803921568627,1610612747,105,103,2024-03-09T05:08:01Z,5050000,False,25.0,12.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
510,PT06M27.00S,2024-03-09T05:07:59.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,105,103,2024-03-09T05:08:01Z,5060000,False,,,0,,D. Lillard REBOUND (Off:0 Def:5),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,509.0,5.0,5.0,0.0,,,,,,,,,,,,,
511,PT06M23.00S,2024-03-09T05:08:03.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201976,92.29632063074901,97.54901960784314,1610612749,105,103,2024-03-09T05:08:18Z,5070000,False,238.0,20.0,1,right,MISS P. Beverley running 3PT,[201976],1610612749.0,MIL,running,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
512,PT06M20.00S,2024-03-09T05:08:06.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,105,103,2024-03-09T05:08:18Z,5080000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,,511.0,,,,,,,,,,,,,,,,
514,PT06M04.00S,2024-03-09T05:08:27.2Z,4,REGULAR,3pt,Jump Shot,[],1626156,30.66688567674113,72.05882352941177,1610612747,105,103,2024-03-09T05:10:39Z,5100000,False,-110.0,236.0,1,left,MISS D. Russell 26' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
515,PT06M02.00S,2024-03-09T05:08:29.2Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,105,103,2024-03-09T05:08:32Z,5110000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,514.0,5.0,4.0,1.0,,,,,,,,,,,,,
516,PT05M48.00S,2024-03-09T05:08:44.4Z,4,REGULAR,3pt,Jump Shot,[],1626171,92.55913272010513,3.9215686274509807,1610612749,105,103,2024-03-09T05:08:49Z,5120000,False,-230.0,17.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
517,PT05M44.00S,2024-03-09T05:08:48.4Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612747,105,103,2024-03-09T05:08:49Z,5130000,False,,,0,,D. Russell REBOUND (Off:2 Def:4),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,,516.0,6.0,4.0,2.0,,,,,,,,,,,,,
518,PT05M32.00S,2024-03-09T05:08:59.4Z,4,REGULAR,3pt,Jump Shot,[],1626156,26.72470433639947,84.06862745098039,1610612747,108,103,2024-03-09T05:09:04Z,5140000,False,-170.0,199.0,1,left,D. Russell 26' 3PT step back (34 PTS) (A. Davis 4 AST),"[1626156, 203076]",1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.17,Made,34.0,,,,,,,A. Davis,203076.0,4.0,,,,,,,,
520,PT05M31.00S,2024-03-09T05:09:05.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,108,103,2024-03-09T05:09:05Z,5160000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT05M31.00S,2024-03-09T05:12:18.8Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,108,103,2024-03-09T05:12:27Z,5170000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT05M31.00S,2024-03-09T05:12:18.8Z,4,REGULAR,substitution,out,[],201976,,,1610612749,108,103,2024-03-09T05:12:27Z,5180000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT05M31.00S,2024-03-09T05:12:18.8Z,4,REGULAR,substitution,in,[],203507,,,1610612749,108,103,2024-03-09T05:12:27Z,5190000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT05M31.00S,2024-03-09T05:12:18.8Z,4,REGULAR,substitution,in,[],1627736,,,1610612749,108,103,2024-03-09T05:12:27Z,5200000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT05M17.00S,2024-03-09T05:12:43.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,79.94415243101183,90.68627450980392,1610612749,108,103,2024-03-09T05:14:02Z,5210000,False,203.0,136.0,1,right,MISS M. Beasley 24' pullup 3PT,[1627736],1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
526,PT05M15.00S,2024-03-09T05:12:45.4Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,108,103,2024-03-09T05:12:52Z,5220000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:5),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,525.0,5.0,5.0,0.0,,,,,,,,,,,,,
527,PT04M59.00S,2024-03-09T05:13:01.3Z,4,REGULAR,3pt,Jump Shot,[],1629060,11.875821287779246,96.56862745098039,1610612747,108,103,2024-03-09T05:13:05Z,5230000,False,-233.0,59.0,1,left,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
528,PT04M57.00S,2024-03-09T05:13:03.2Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,108,103,2024-03-09T05:13:03Z,5240000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,527.0,6.0,5.0,1.0,,,,,,,,,,,,,
529,PT04M54.00S,2024-03-09T05:13:09.8Z,4,REGULAR,foul,personal,['2freethrow'],203915,,,1610612749,108,103,2024-03-09T05:13:15Z,5250000,False,,,0,,S. Dinwiddie shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[203915, 203507]",1610612747.0,LAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,,,,,3.0,0.0,Antetokounmpo,203507.0,,,,
531,PT04M54.00S,2024-03-09T05:13:52.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,108,104,2024-03-09T05:14:38Z,5270000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (29 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
532,PT04M54.00S,2024-03-09T05:13:52.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,108,105,2024-03-09T05:14:38Z,5280000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (30 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
533,PT04M39.00S,2024-03-09T05:14:41.6Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612747,108,105,2024-03-09T05:14:46Z,5290000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Davis 2 FT),"[201572, 203076]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,,,,,2.0,0.0,Davis,203076.0,,,,
535,PT04M39.00S,2024-03-09T05:15:14.6Z,4,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,109,105,2024-03-09T05:15:14Z,5310000,False,,,0,,A. Davis Free Throw 1 of 2 (21 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
536,PT04M39.00S,2024-03-09T05:15:38.2Z,4,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,110,105,2024-03-09T05:15:38Z,5320000,False,,,0,,A. Davis Free Throw 2 of 2 (22 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
537,PT04M24.00S,2024-03-09T05:15:56.7Z,4,REGULAR,3pt,Jump Shot,[],201572,92.16491458607096,95.58823529411765,1610612749,110,108,2024-03-09T05:16:02Z,5330000,False,228.0,21.0,1,right,B. Lopez 3PT  (11 PTS) (D. Lillard 11 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,22.89,Made,11.0,,,,,,,D. Lillard,203081.0,11.0,,,,,,,,
539,PT04M05.00S,2024-03-09T05:16:15.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,10.298948751642584,50.245098039215684,1610612747,110,108,2024-03-09T05:16:58Z,5350000,False,-1.0,44.0,1,left,MISS R. Hachimura driving DUNK - blocked,"[1629060, 203507]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,Antetokounmpo,203507.0,,
540,PT04M05.00S,2024-03-09T05:16:15.4Z,4,REGULAR,block,,[],203507,,,1610612747,110,108,2024-03-09T05:16:17Z,5360000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
541,PT04M04.00S,2024-03-09T05:16:16.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,110,108,2024-03-09T05:16:28Z,5370000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,539.0,,,,,,,,,,,,,,,,
542,PT04M04.00S,2024-03-09T05:16:27.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203076,,,1610612749,110,108,2024-03-09T05:16:32Z,5380000,False,,,0,,A. Davis loose ball personal FOUL (3 PF) (Connaughton 2 FT),"[203076, 1626192]",1610612747.0,LAL,loose ball,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202041.0,,,,,3.0,0.0,Connaughton,1626192.0,,,,
544,PT04M04.00S,2024-03-09T05:16:58.9Z,4,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,110,108,2024-03-09T05:16:58Z,5400000,False,,,0,,MISS P. Connaughton Free Throw 1 of 2,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
545,PT04M04.00S,2024-03-09T05:16:58.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,110,108,2024-03-09T05:16:58Z,5410000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,
546,PT04M04.00S,2024-03-09T05:17:11.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,110,108,2024-03-09T05:17:11Z,5420000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT04M04.00S,2024-03-09T05:19:21.5Z,4,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,110,109,2024-03-09T05:19:21Z,5430000,False,,,0,,P. Connaughton Free Throw 2 of 2 (12 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
548,PT03M46.00S,2024-03-09T05:19:42.0Z,4,REGULAR,2pt,Jump Shot,[],1630559,16.869250985545335,78.18627450980392,1610612747,110,109,2024-03-09T05:19:46Z,5440000,False,-141.0,106.0,1,left,MISS A. Reaves 17' step back Shot,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,17.64,Missed,,,,,,,,,,,,,,,,,,
549,PT03M43.00S,2024-03-09T05:19:45.0Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,110,109,2024-03-09T05:19:46Z,5450000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,548.0,12.0,11.0,1.0,,,,,,,,,,,,,
550,PT03M24.00S,2024-03-09T05:20:04.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201572,88.87976346911958,47.05882352941176,1610612749,110,109,2024-03-09T05:20:08Z,5460000,False,-15.0,52.0,1,right,MISS B. Lopez Layup,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
551,PT03M22.00S,2024-03-09T05:20:06.6Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,110,109,2024-03-09T05:20:08Z,5470000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,550.0,13.0,11.0,2.0,,,,,,,,,,,,,
552,PT03M22.00S,2024-03-09T05:20:10.1Z,4,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,110,109,2024-03-09T05:20:17Z,5480000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (4 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,4.0,,,,,,,,,,,
553,PT03M08.00S,2024-03-09T05:20:29.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,32.50657030223391,51.71568627450981,1610612747,110,109,2024-03-09T05:20:35Z,5490000,False,-9.0,253.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
554,PT03M06.00S,2024-03-09T05:20:31.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,110,109,2024-03-09T05:20:35Z,5500000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,553.0,14.0,12.0,2.0,,,,,,,,,,,,,
555,PT03M06.00S,2024-03-09T05:20:38.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,110,109,2024-03-09T05:20:38Z,5510000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT02M53.00S,2024-03-09T05:22:21.2Z,4,REGULAR,2pt,Jump Shot,[],203507,83.75492772667542,25.490196078431367,1610612749,110,111,2024-03-09T05:22:49Z,5520000,False,-123.0,100.0,1,right,G. Antetokounmpo 15' pullup Jump Shot (32 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,15.83,Made,32.0,,,,,,,P. Connaughton,1626192.0,1.0,,,,,,,,
558,PT02M37.00S,2024-03-09T05:22:37.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,14.50394218134035,56.372549019607845,1610612747,112,111,2024-03-09T05:22:40Z,5540000,False,-32.0,84.0,1,left,D. Russell 8' driving floating Jump Shot (36 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,8.97,Made,36.0,,,,,,,,,,,,,,,,,
559,PT02M25.00S,2024-03-09T05:22:48.9Z,4,REGULAR,3pt,Jump Shot,[],1626192,86.7772667542707,96.07843137254902,1610612749,112,114,2024-03-09T05:22:53Z,5550000,False,230.0,72.0,1,right,P. Connaughton 24' 3PT  (15 PTS) (G. Antetokounmpo 10 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,24.13,Made,15.0,,,,,,,G. Antetokounmpo,203507.0,10.0,,,,,,,,
561,PT02M10.00S,2024-03-09T05:23:04.4Z,4,REGULAR,3pt,Jump Shot,[],1626156,28.038764783180028,22.058823529411768,1610612747,112,114,2024-03-09T05:23:32Z,5570000,False,140.0,211.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
562,PT02M08.00S,2024-03-09T05:23:06.4Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,112,114,2024-03-09T05:23:09Z,5580000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,
563,PT01M54.00S,2024-03-09T05:23:21.9Z,4,REGULAR,3pt,Jump Shot,[],203081,72.7168199737188,14.705882352941174,1610612749,112,117,2024-03-09T05:23:28Z,5590000,False,-176.0,204.0,1,right,D. Lillard 26' 3PT  (27 PTS) (G. Antetokounmpo 11 AST),"[203081, 203507]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.98,Made,27.0,,,,,,,G. Antetokounmpo,203507.0,11.0,,,,,,,,
565,PT01M54.00S,2024-03-09T05:23:26.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626156,,,1610612749,112,117,2024-03-09T05:23:31Z,5610000,False,,,0,,D. Russell shooting personal FOUL (5 PF) (Lillard 1 FT),"[1626156, 203081]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,202041.0,,,,,5.0,0.0,Lillard,203081.0,,,,
567,PT01M54.00S,2024-03-09T05:23:58.2Z,4,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,112,118,2024-03-09T05:23:58Z,5630000,False,,,0,,D. Lillard Free Throw 1 of 1 (28 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
568,PT01M44.00S,2024-03-09T05:24:10.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,29.48423127463863,26.715686274509807,1610612747,115,118,2024-03-09T05:24:14Z,5640000,False,116.0,225.0,1,left,R. Hachimura 25' 3PT  (12 PTS) (A. Reaves 7 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.31,Made,12.0,,,,,,,A. Reaves,1630559.0,7.0,,,,,,,,
570,PT01M30.00S,2024-03-09T05:24:26.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,90.8508541392904,50.49019607843137,1610612749,115,120,2024-03-09T05:24:31Z,5660000,False,2.0,34.0,1,right,P. Connaughton reverse Layup (17 PTS) (G. Antetokounmpo 12 AST),"[1626192, 203507]",1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,3.36,Made,17.0,,,,,,,G. Antetokounmpo,203507.0,12.0,,,,,,,,
572,PT01M13.00S,2024-03-09T05:24:45.9Z,4,REGULAR,3pt,Jump Shot,[],1626156,31.980946123521676,67.15686274509804,1610612747,118,120,2024-03-09T05:24:50Z,5680000,False,-86.0,248.0,1,left,D. Russell 26' 3PT  (39 PTS) (A. Davis 5 AST),"[1626156, 203076]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.25,Made,39.0,,,,,,,A. Davis,203076.0,5.0,,,,,,,,
578,PT00M48.60S,2024-03-09T05:29:42.1Z,4,REGULAR,2pt,Jump Shot,[],203507,90.45663600525624,26.225490196078425,1610612749,118,122,2024-03-09T05:29:49Z,5740000,False,-119.0,37.0,1,right,G. Antetokounmpo 12' driving floating bank Jump Shot (34 PTS) (D. Lillard 12 AST),"[203507, 203081]",1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,12.46,Made,34.0,,,,,,,D. Lillard,203081.0,12.0,,,,,,,,
580,PT00M39.40S,2024-03-09T05:29:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,10.298948751642584,52.94117647058824,1610612747,120,122,2024-03-09T05:30:02Z,5760000,False,-15.0,44.0,1,left,D. Russell driving Layup (41 PTS) (R. Hachimura 2 AST),"[1626156, 1629060]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,41.0,,,,,,,R. Hachimura,1629060.0,2.0,,,,,,,,
582,PT00M39.40S,2024-03-09T05:30:04.7Z,4,REGULAR,foul,personal,['1freethrow'],203081,,,1610612747,120,122,2024-03-09T05:30:16Z,5780000,False,,,0,,D. Lillard shooting personal FOUL (2 PF) (Russell 1 FT),"[203081, 1626156]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,,,,,2.0,0.0,Russell,1626156.0,,,,
584,PT00M39.40S,2024-03-09T05:30:34.8Z,4,REGULAR,freethrow,1 of 1,[],1626156,,,1610612747,121,122,2024-03-09T05:30:34Z,5800000,False,,,0,,D. Russell Free Throw 1 of 1 (42 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,42.0,,,,,,,,,,,,,,,,,
585,PT00M39.40S,2024-03-09T05:30:37.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,121,122,2024-03-09T05:30:37Z,5810000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M39.40S,2024-03-09T05:31:58.3Z,4,REGULAR,substitution,out,[],1630559,,,1610612749,121,122,2024-03-09T05:32:13Z,5820000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M39.40S,2024-03-09T05:31:58.3Z,4,REGULAR,substitution,in,[],1629637,,,1610612749,121,122,2024-03-09T05:32:13Z,5830000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M39.40S,2024-03-09T05:32:16.7Z,4,REGULAR,substitution,out,[],1626156,,,1610612749,121,122,2024-03-09T05:32:21Z,5840000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M39.40S,2024-03-09T05:32:16.7Z,4,REGULAR,substitution,in,[],1629629,,,1610612749,121,122,2024-03-09T05:32:21Z,5850000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M24.20S,2024-03-09T05:32:33.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.82194480946123,42.892156862745104,1610612749,121,122,2024-03-09T05:32:43Z,5860000,False,-36.0,15.0,1,right,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
591,PT00M23.20S,2024-03-09T05:32:42.3Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,121,122,2024-03-09T05:32:42Z,5870000,False,,,0,,A. Davis REBOUND (Off:1 Def:12),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,590.0,13.0,12.0,1.0,,,,,,,,,,,,,
592,PT00M23.20S,2024-03-09T05:32:45.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,121,122,2024-03-09T05:32:45Z,5880000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M23.20S,2024-03-09T05:33:50.9Z,4,REGULAR,substitution,out,[],1629637,,,1610612747,121,122,2024-03-09T05:34:11Z,5890000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
