actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M47.00S,2023-12-03T03:42:57.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,3,2,2023-12-03T03:42:59Z,180000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M34.00S,2023-12-03T03:43:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.5880420499343,49.01960784313726,1610612745,3,4,2023-12-03T03:43:15Z,190000,False,-5.0,36.0,1,right,A. Sengun Layup (2 PTS) (J. Smith Jr. 1 AST),"[1630578, 1631095]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,
21,PT10M28.00S,2023-12-03T03:43:45.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,3,4,2023-12-03T03:43:45Z,210000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2023-12-03T03:46:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.539421813403408,44.85294117647059,1610612747,5,4,2023-12-03T03:47:15Z,220000,False,26.0,18.0,1,left,L. James driving Layup (2 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,,,2.0,A. Davis,203076.0,1.0,,,,
24,PT10M02.00S,2023-12-03T03:46:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.09789750328515,58.088235294117645,1610612745,5,6,2023-12-03T03:46:56Z,240000,False,40.0,106.0,1,right,D. Brooks 11' fadeaway Jump Shot (2 PTS),[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,,,,,,,,,,,2.0,,,,,,,
26,PT09M53.00S,2023-12-03T03:47:00.1Z,1,REGULAR,3pt,Jump Shot,[],2544,38.15703022339028,50.98039215686275,1610612747,5,6,2023-12-03T03:47:04Z,260000,False,-5.0,306.0,1,left,MISS L. James 30' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,30.62,Missed,,,,,,,,,,,,,,,,,,
27,PT09M51.00S,2023-12-03T03:47:02.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,6,2023-12-03T03:47:04Z,270000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M41.00S,2023-12-03T03:47:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,90.8508541392904,60.049019607843135,1610612745,5,8,2023-12-03T03:47:17Z,280000,False,50.0,34.0,1,right,J. Smith Jr. 6' driving floating Jump Shot (2 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,driving floating,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,,,,,,,2.0,A. Sengun,1630578.0,1.0,,,,
29,PT09M27.00S,2023-12-03T03:47:26.2Z,1,REGULAR,3pt,Jump Shot,[],2544,26.987516425755587,82.59803921568627,1610612747,5,8,2023-12-03T03:47:30Z,290000,False,-163.0,201.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2023-12-03T03:47:29.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,5,8,2023-12-03T03:47:30Z,300000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M15.00S,2023-12-03T03:47:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,87.17148488830486,54.16666666666667,1610612745,5,8,2023-12-03T03:47:43Z,310000,False,21.0,68.0,1,right,MISS A. Sengun 7' floating Shot - blocked,"[1630578, 203076]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
32,PT09M15.00S,2023-12-03T03:47:38.0Z,1,REGULAR,block,,[],203076,,,1610612745,5,8,2023-12-03T03:47:40Z,320000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2023-12-03T03:47:41.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,5,8,2023-12-03T03:47:43Z,330000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M08.00S,2023-12-03T03:47:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629629,7.145203679369246,45.58823529411765,1610612747,5,8,2023-12-03T03:47:53Z,340000,False,22.0,15.0,1,left,MISS C. Reddish running Layup - blocked,"[1629629, 1631095]",1610612747.0,LAL,running,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,Smith Jr.,1631095.0,,
35,PT09M08.00S,2023-12-03T03:47:45.2Z,1,REGULAR,block,,[],1631095,,,1610612747,5,8,2023-12-03T03:47:47Z,350000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M05.00S,2023-12-03T03:47:48.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,5,8,2023-12-03T03:47:53Z,360000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M04.00S,2023-12-03T03:47:49.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,69.03745072273324,76.9607843137255,1610612745,5,8,2023-12-03T03:51:54Z,370000,False,135.0,239.0,1,right,MISS J. Smith Jr. 27' running 3PT,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
38,PT09M00.00S,2023-12-03T03:47:53.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,5,8,2023-12-03T03:47:59Z,380000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M53.00S,2023-12-03T03:48:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,8.327858081471746,48.774509803921575,1610612747,5,8,2023-12-03T03:48:05Z,390000,False,6.0,26.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
40,PT08M51.00S,2023-12-03T03:48:01.8Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,5,8,2023-12-03T03:48:01Z,400000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT08M50.00S,2023-12-03T03:48:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.670827858081481,50.98039215686275,1610612747,5,8,2023-12-03T03:48:46Z,410000,False,-5.0,20.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
42,PT08M49.00S,2023-12-03T03:48:04.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,8,2023-12-03T03:48:08Z,420000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M42.00S,2023-12-03T03:48:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,90.98226018396846,4.166666666666657,1610612745,5,11,2023-12-03T03:48:19Z,430000,False,-229.0,32.0,1,right,J. Green 3PT  (5 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,,,,,5.0,F. VanVleet,1627832.0,1.0,,,,
45,PT08M35.00S,2023-12-03T03:48:22.5Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,5,11,2023-12-03T03:48:34Z,450000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,203592.0,,,,,1.0,,,,,,,,
46,PT08M22.00S,2023-12-03T03:48:43.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630578,76.52759526938239,67.15686274509804,1610612745,5,13,2023-12-03T03:48:49Z,460000,False,86.0,168.0,1,right,A. Sengun 18' Jump Shot (4 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,18.87,Made,,,,,,,,,,,4.0,F. VanVleet,1627832.0,2.0,,,,
48,PT08M11.00S,2023-12-03T03:48:53.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,29.352825229960573,17.64705882352942,1610612747,8,13,2023-12-03T03:52:47Z,480000,False,162.0,223.0,1,left,D. Russell 27' 3PT pullup (3 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,27.58,Made,,,,,,,,,,,3.0,,,,,,,
49,PT07M57.00S,2023-12-03T03:49:08.1Z,1,REGULAR,2pt,Jump Shot,[],1631095,85.72601839684626,26.715686274509807,1610612745,8,15,2023-12-03T03:53:04Z,490000,False,-116.0,82.0,1,right,J. Smith Jr. 14' pullup Jump Shot (4 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,14.22,Made,,,,,,,,,,,4.0,A. Sengun,1630578.0,2.0,,,,
51,PT07M34.00S,2023-12-03T03:49:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,18.84034165571616,49.754901960784316,1610612747,8,15,2023-12-03T03:49:36Z,510000,False,1.0,125.0,1,left,MISS A. Davis 12' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,12.46,Missed,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2023-12-03T03:49:33.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,15,2023-12-03T03:49:33Z,520000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,
53,PT07M29.00S,2023-12-03T03:49:40.0Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612745,8,15,2023-12-03T03:49:58Z,530000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Green 2 FT),"[1626156, 1630224]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,1.0,0.0,Green,1630224.0,,,,,,,,,
55,PT07M29.00S,2023-12-03T03:50:10.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612745,8,15,2023-12-03T03:50:10Z,550000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
56,PT07M29.00S,2023-12-03T03:50:10.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,8,15,2023-12-03T03:50:10Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,
57,PT07M29.00S,2023-12-03T03:50:32.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630224,,,1610612745,8,16,2023-12-03T03:50:32Z,570000,False,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
58,PT07M12.00S,2023-12-03T03:50:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.065045992115643,46.32352941176471,1610612747,10,16,2023-12-03T03:51:02Z,580000,False,18.0,23.0,1,left,L. James Layup (4 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,,4.0,,,,,,,
59,PT07M12.00S,2023-12-03T03:50:56.0Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612747,10,16,2023-12-03T03:51:01Z,590000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (James 1 FT),"[1628415, 2544]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,James,2544.0,,,,,,,,,
61,PT07M12.00S,2023-12-03T03:51:04.5Z,1,REGULAR,substitution,out,[],1629629,,,1610612747,10,16,2023-12-03T03:51:54Z,610000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M12.00S,2023-12-03T03:51:04.5Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,10,16,2023-12-03T03:51:54Z,620000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M12.00S,2023-12-03T03:51:28.7Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,11,16,2023-12-03T03:51:28Z,630000,False,,,0,,L. James Free Throw 1 of 1 (5 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
65,PT07M00.00S,2023-12-03T03:51:42.6Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,11,16,2023-12-03T03:51:49Z,640000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (2 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,203592.0,,,,,2.0,,,,,,,,
66,PT06M53.00S,2023-12-03T03:51:54.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,23.04533508541394,67.64705882352942,1610612747,11,16,2023-12-03T03:52:00Z,650000,False,-88.0,164.0,1,left,MISS D. Russell 18' fadeaway Shot,[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,18.63,Missed,,,,,,,,,,,,,,,,,,
67,PT06M50.00S,2023-12-03T03:51:57.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,16,2023-12-03T03:52:00Z,660000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M40.00S,2023-12-03T03:52:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630578,65.3580814717477,38.970588235294116,1610612745,11,16,2023-12-03T03:52:17Z,670000,False,-55.0,273.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2023-12-03T03:52:11.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,16,2023-12-03T03:52:17Z,680000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M16.00S,2023-12-03T03:52:32.0Z,1,REGULAR,3pt,Jump Shot,[],1626156,29.09001314060447,20.833333333333343,1610612747,11,16,2023-12-03T03:52:36Z,690000,False,146.0,221.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2023-12-03T03:52:35.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,16,2023-12-03T03:52:36Z,700000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M08.00S,2023-12-03T03:52:39.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630578,81.38961892247043,50.245098039215684,1610612745,11,18,2023-12-03T03:52:51Z,710000,False,1.0,122.0,1,right,A. Sengun 12' driving floating Jump Shot (6 PTS) (D. Brooks 1 AST),"[1630578, 1628415]",1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.24,Made,,,,,,,,,,,6.0,D. Brooks,1628415.0,1.0,,,,
74,PT06M00.00S,2023-12-03T03:52:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612747,11,18,2023-12-03T03:53:08Z,730000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (James 2 FT),"[1630578, 2544]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,1.0,0.0,James,2544.0,,,,,,,,,
76,PT06M00.00S,2023-12-03T03:53:19.8Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,12,18,2023-12-03T03:53:46Z,750000,False,,,0,,L. James Free Throw 1 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
77,PT06M00.00S,2023-12-03T03:53:21.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612747,12,18,2023-12-03T03:53:27Z,760000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2023-12-03T03:53:21.1Z,1,REGULAR,substitution,out,[],1631095,,,1610612747,12,18,2023-12-03T03:53:27Z,770000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M00.00S,2023-12-03T03:53:21.1Z,1,REGULAR,substitution,in,[],1630256,,,1610612747,12,18,2023-12-03T03:53:27Z,780000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2023-12-03T03:53:21.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612747,12,18,2023-12-03T03:53:27Z,790000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M00.00S,2023-12-03T03:53:19.8Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,12,18,2023-12-03T03:53:46Z,800000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M58.00S,2023-12-03T03:53:21.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,18,2023-12-03T03:53:46Z,810000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,,,,
83,PT05M42.00S,2023-12-03T03:54:00.7Z,1,REGULAR,3pt,Jump Shot,[],1628988,67.59198423127464,29.411764705882348,1610612745,12,21,2023-12-03T03:54:06Z,820000,False,-103.0,252.0,1,right,A. Holiday 27' 3PT  (3 PTS) (A. Sengun 3 AST),"[1628988, 1630578]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,27.23,Made,,,,,,,,,,,3.0,A. Sengun,1630578.0,3.0,,,,
85,PT05M18.00S,2023-12-03T03:54:23.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,9.247700394218143,40.931372549019606,1610612747,12,21,2023-12-03T03:54:29Z,840000,False,45.0,34.0,1,left,MISS A. Davis turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2023-12-03T03:54:25.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,12,21,2023-12-03T03:54:29Z,850000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,,
