actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT09M31.00S,2023-12-03T04:11:55.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,85.46320630749014,47.05882352941176,1610612745,27,34,2023-12-03T04:12:01Z,1750000,False,-15.0,84.0,1,right,MISS J. Green 8' cutting Layup - blocked,"[201145, 2544]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,James,2544.0,,
178,PT09M31.00S,2023-12-03T04:11:55.1Z,2,REGULAR,block,,[],2544,,,1610612745,27,34,2023-12-03T04:11:58Z,1760000,False,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
179,PT09M27.00S,2023-12-03T04:11:59.1Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,27,34,2023-12-03T04:12:01Z,1770000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,
180,PT09M25.00S,2023-12-03T04:12:01.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626174,9.904730617608408,47.79411764705882,1610612747,27,34,2023-12-03T04:12:14Z,1780000,False,11.0,41.0,1,left,MISS C. Wood running Layup,[1626174],1610612747.0,LAL,running,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
181,PT09M21.00S,2023-12-03T04:12:05.4Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612747,27,34,2023-12-03T04:12:14Z,1790000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,180.0,3.0,2.0,1.0,,,,,,,,,,,,,,
182,PT09M15.00S,2023-12-03T04:12:12.2Z,2,REGULAR,foul,personal,[],1631095,,,1610612747,27,34,2023-12-03T04:12:43Z,1800000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 2544]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,James,2544.0,,,,,,,,,
184,PT09M03.00S,2023-12-03T04:12:41.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],2544,12.13863337713535,17.40196078431373,1610612747,29,34,2023-12-03T04:12:44Z,1820000,False,163.0,62.0,1,left,L. James 17' turnaround fadeaway Jump Shot (10 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Right,17.43,Made,,,,,,,,,,,10.0,,,,,,,
185,PT08M54.00S,2023-12-03T04:12:53.2Z,2,REGULAR,foul,personal,[],1630559,,,1610612745,29,34,2023-12-03T04:13:12Z,1830000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 201145]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,202027.0,1.0,0.0,Green,201145.0,,,,,,,,,
187,PT08M47.00S,2023-12-03T04:13:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,71.66557161629436,19.117647058823522,1610612745,29,34,2023-12-03T04:13:25Z,1850000,False,-154.0,214.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
188,PT08M44.00S,2023-12-03T04:13:23.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,29,34,2023-12-03T04:13:25Z,1860000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT08M24.00S,2023-12-03T04:13:43.0Z,2,REGULAR,turnover,lost ball,[],2544,,,1610612747,29,34,2023-12-03T04:13:51Z,1870000,False,,,0,,L. James lost ball TURNOVER (2 TO),"[2544, 1631095]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,,,Smith Jr.,1631095.0
190,PT08M24.00S,2023-12-03T04:13:43.0Z,2,REGULAR,steal,,[],1631095,,,1610612745,29,34,2023-12-03T04:13:45Z,1880000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
191,PT08M18.00S,2023-12-03T04:13:48.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631095,91.11366622864652,50.49019607843137,1610612745,29,36,2023-12-03T04:14:30Z,1890000,False,2.0,31.0,1,right,J. Smith Jr. running DUNK (6 PTS) (T. Eason 2 AST),"[1631095, 1631106]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,,,,,6.0,T. Eason,1631106.0,2.0,,,,
193,PT07M57.00S,2023-12-03T04:14:12.8Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612747,29,36,2023-12-03T04:14:21Z,1910000,False,,,0,,D. Brooks shooting personal FOUL (2 PF) (Reaves 2 FT),"[1628415, 1630559]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202027.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,
195,PT07M57.00S,2023-12-03T04:14:34.5Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,30,36,2023-12-03T04:38:02Z,1930000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
198,PT07M57.00S,2023-12-03T04:14:34.5Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,31,36,2023-12-03T04:38:02Z,1935000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
196,PT07M57.00S,2023-12-03T04:14:50.3Z,2,REGULAR,foul,technical,['1freethrow'],1628415,,,1610612745,31,36,2023-12-03T04:38:02Z,1940000,False,,,0,,D. Brooks technical FOUL (1 Tech),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,202027.0,2.0,1.0,,,,,,,,,,,
197,PT07M57.00S,2023-12-03T04:15:06.6Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612745,32,36,2023-12-03T04:38:02Z,1950000,False,,,0,,A. Reaves technical Free Throw 1 of 1 (3 PTS),[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
199,PT07M33.00S,2023-12-03T04:15:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,92.16491458607096,56.127450980392155,1610612745,32,36,2023-12-03T04:25:00Z,1955000,False,31.0,21.0,1,right,MISS J. Green floating Shot,[201145],1610612745.0,HOU,floating,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
200,PT07M33.00S,2023-12-03T04:15:54.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,36,2023-12-03T05:00:21Z,1957500,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,199.0,,,,,,,,,,,,,,,,,
201,PT07M33.00S,2023-12-03T04:16:04.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612745,32,36,2023-12-03T04:17:19Z,1990000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,,,,,,,,,,,
202,PT07M17.00S,2023-12-03T04:16:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629629,11.218791064388967,49.754901960784316,1610612747,34,36,2023-12-03T04:25:00Z,2000000,False,1.0,53.0,1,left,C. Reddish driving Layup (2 PTS) (J. Vanderbilt 1 AST),"[1629629, 1629020]",1610612747.0,LAL,driving,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,5.3,Made,,,,,,,,,,,2.0,J. Vanderbilt,1629020.0,1.0,,,,
204,PT07M06.00S,2023-12-03T04:16:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.2161629434954,48.28431372549019,1610612745,34,38,2023-12-03T04:16:43Z,2020000,False,-9.0,11.0,1,right,F. VanVleet driving Layup (4 PTS),[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,,,,,,4.0,,,,,,,
205,PT06M45.00S,2023-12-03T04:17:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,19.8915900131406,54.16666666666667,1610612747,36,38,2023-12-03T04:17:06Z,2030000,False,-21.0,134.0,1,left,A. Reaves 13' pullup Jump Shot (5 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,13.61,Made,,,,,,,,,,,5.0,L. James,2544.0,1.0,,,,
207,PT06M45.00S,2023-12-03T04:17:05.5Z,2,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612747,36,38,2023-12-03T04:17:11Z,2050000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Reaves 1 FT),"[1631106, 1630559]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203592.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,
209,PT06M45.00S,2023-12-03T04:17:22.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,36,38,2023-12-03T04:17:22Z,2070000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,out,[],1629020,,,1610612747,36,38,2023-12-03T04:20:15Z,2080000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,out,[],1629629,,,1610612747,36,38,2023-12-03T04:20:15Z,2090000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,out,[],1626174,,,1610612747,36,38,2023-12-03T04:20:15Z,2100000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,out,[],1631106,,,1610612747,36,38,2023-12-03T04:20:15Z,2110000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,out,[],201145,,,1610612747,36,38,2023-12-03T04:20:15Z,2120000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,in,[],203076,,,1610612747,36,38,2023-12-03T04:20:15Z,2130000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,in,[],1627752,,,1610612747,36,38,2023-12-03T04:20:15Z,2140000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,in,[],1631108,,,1610612747,36,38,2023-12-03T04:20:15Z,2150000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612747,36,38,2023-12-03T04:20:15Z,2160000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M45.00S,2023-12-03T04:17:24.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612747,36,38,2023-12-03T04:20:15Z,2170000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M45.00S,2023-12-03T04:20:35.3Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,37,38,2023-12-03T04:20:35Z,2180000,False,,,0,,A. Reaves Free Throw 1 of 1 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
221,PT06M28.00S,2023-12-03T04:20:54.7Z,2,REGULAR,3pt,Jump Shot,[],1631095,64.83245729303547,50.98039215686275,1610612745,37,38,2023-12-03T04:20:59Z,2190000,False,5.0,278.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
222,PT06M25.00S,2023-12-03T04:20:57.7Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,37,38,2023-12-03T04:20:59Z,2200000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT06M13.00S,2023-12-03T04:21:08.1Z,2,REGULAR,2pt,Jump Shot,[],2544,24.359395532194483,75.49019607843138,1610612747,37,38,2023-12-03T04:21:12Z,2210000,False,-127.0,176.0,1,left,MISS L. James 21' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,21.77,Missed,,,,,,,,,,,,,,,,,,
224,PT06M11.00S,2023-12-03T04:21:10.1Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,37,38,2023-12-03T04:21:12Z,2220000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,223.0,4.0,4.0,0.0,,,,,,,,,,,,,,
225,PT06M02.00S,2023-12-03T04:21:19.8Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,37,38,2023-12-03T04:21:24Z,2230000,False,,,0,,J. Green bad pass TURNOVER (3 TO),"[1630224, 1627752]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,3.0,,,,,,,Prince,1627752.0
226,PT06M02.00S,2023-12-03T04:21:19.8Z,2,REGULAR,steal,,[],1627752,,,1610612747,37,38,2023-12-03T04:21:21Z,2240000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
227,PT05M54.00S,2023-12-03T04:21:28.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,12.13863337713535,51.96078431372549,1610612747,39,38,2023-12-03T04:21:37Z,2250000,False,-10.0,62.0,1,left,A. Davis 6' floating Jump Shot (10 PTS) (M. Christie 1 AST),"[203076, 1631108]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,,,,,,,10.0,M. Christie,1631108.0,1.0,,,,
229,PT05M28.00S,2023-12-03T04:21:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.95335085413929,50.245098039215684,1610612745,39,38,2023-12-03T04:21:58Z,2270000,False,1.0,14.0,1,right,MISS F. VanVleet driving Layup - blocked,"[1627832, 203076]",1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
230,PT05M28.00S,2023-12-03T04:21:54.0Z,2,REGULAR,block,,[],203076,,,1610612745,39,38,2023-12-03T04:21:56Z,2280000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT05M26.00S,2023-12-03T04:21:56.0Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,39,38,2023-12-03T04:21:58Z,2290000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,,
232,PT05M22.00S,2023-12-03T04:22:00.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630559,5.831143232588701,48.774509803921575,1610612747,41,38,2023-12-03T04:22:06Z,2300000,False,6.0,2.0,1,left,A. Reaves running DUNK (8 PTS) (L. James 2 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,,8.0,L. James,2544.0,2.0,,,,
234,PT05M02.00S,2023-12-03T04:22:20.5Z,2,REGULAR,2pt,Jump Shot,[],1630224,94.00459921156373,20.09803921568627,1610612745,41,38,2023-12-03T04:23:19Z,2320000,False,-150.0,4.0,1,right,MISS J. Green 14' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,14.96,Missed,,,,,,,,,,,,,,,,,,
235,PT04M58.00S,2023-12-03T04:22:24.5Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612747,41,38,2023-12-03T04:23:19Z,2330000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,,
236,PT04M52.00S,2023-12-03T04:22:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.145203679369246,54.65686274509804,1610612747,43,38,2023-12-03T04:23:07Z,2340000,False,-23.0,15.0,1,left,A. Reaves driving reverse Layup (10 PTS),[1630559],1610612747.0,LAL,driving reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,,,10.0,,,,,,,
237,PT04M52.00S,2023-12-03T04:22:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,43,38,2023-12-03T04:22:38Z,2350000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M41.00S,2023-12-03T04:25:40.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,89.27398160315374,49.754901960784316,1610612745,43,38,2023-12-03T04:25:44Z,2360000,False,-1.0,48.0,1,right,MISS A. Sengun Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
239,PT04M39.00S,2023-12-03T04:25:42.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,43,38,2023-12-03T04:25:44Z,2370000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,238.0,2.0,2.0,0.0,,,,,,,,,,,,,,
240,PT04M29.00S,2023-12-03T04:25:53.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],2544,9.904730617608408,50.49019607843137,1610612747,43,38,2023-12-03T04:25:59Z,2380000,False,-2.0,41.0,1,left,MISS L. James Hook,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
241,PT04M24.00S,2023-12-03T04:25:57.9Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,43,38,2023-12-03T04:25:57Z,2390000,False,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,240.0,5.0,3.0,2.0,,,,,,,,,,,,,,
242,PT04M23.00S,2023-12-03T04:25:58.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,11.218791064388967,52.450980392156865,1610612747,43,38,2023-12-03T04:26:03Z,2400000,False,-12.0,53.0,1,left,MISS A. Davis Layup - blocked,"[203076, 1630578]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,Sengun,1630578.0,,
243,PT04M23.00S,2023-12-03T04:25:58.5Z,2,REGULAR,block,,[],1630578,,,1610612747,43,38,2023-12-03T04:26:01Z,2410000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT04M21.00S,2023-12-03T04:26:00.5Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,43,38,2023-12-03T04:26:03Z,2420000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,242.0,4.0,4.0,0.0,,,,,,,,,,,,,,
245,PT04M21.00S,2023-12-03T04:26:04.1Z,2,REGULAR,foul,offensive,[],1627832,,,1610612745,43,38,2023-12-03T04:27:50Z,2430000,False,,,0,,F. VanVleet charge offensive FOUL (1 PF),"[1627832, 1630559]",1610612745.0,HOU,charge,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,
247,PT04M21.00S,2023-12-03T04:26:04.1Z,2,REGULAR,turnover,offensive foul,[],1627832,,,1610612745,43,38,2023-12-03T04:26:04Z,2450000,False,,,0,,F. VanVleet offensive foul TURNOVER (2 TO),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,2.0,,,,,,,,
248,PT04M21.00S,2023-12-03T04:26:12.9Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,43,38,2023-12-03T04:26:18Z,2460000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M21.00S,2023-12-03T04:26:12.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,43,38,2023-12-03T04:26:18Z,2470000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M13.00S,2023-12-03T04:26:35.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631108,9.510512483574246,53.92156862745098,1610612747,45,38,2023-12-03T04:26:42Z,2480000,False,-20.0,37.0,1,left,M. Christie cutting DUNK (5 PTS) (D. Russell 4 AST),"[1631108, 1626156]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,,,,,5.0,D. Russell,1626156.0,4.0,,,,
252,PT04M02.00S,2023-12-03T04:26:46.4Z,2,REGULAR,2pt,Jump Shot,[],1628415,78.63009198423127,77.94117647058823,1610612745,45,38,2023-12-03T04:26:52Z,2500000,False,140.0,148.0,1,right,MISS D. Brooks 20' pullup Shot,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,20.38,Missed,,,,,,,,,,,,,,,,,,
253,PT03M59.00S,2023-12-03T04:26:49.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,45,38,2023-12-03T04:26:52Z,2510000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,252.0,6.0,4.0,2.0,,,,,,,,,,,,,,
254,PT03M52.00S,2023-12-03T04:26:57.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,8.722076215505908,52.450980392156865,1610612747,47,38,2023-12-03T04:27:01Z,2520000,False,-12.0,29.0,1,left,A. Davis DUNK (12 PTS) (L. James 3 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,,,,,12.0,L. James,2544.0,3.0,,,,
256,PT03M31.00S,2023-12-03T04:27:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.98226018396846,48.28431372549019,1610612745,47,38,2023-12-03T04:27:24Z,2540000,False,-9.0,32.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
257,PT03M28.00S,2023-12-03T04:27:21.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,47,38,2023-12-03T04:27:24Z,2550000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,,
258,PT03M25.00S,2023-12-03T04:27:24.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,7.933639947437584,53.92156862745098,1610612747,47,38,2023-12-03T04:27:35Z,2560000,False,-20.0,22.0,1,left,MISS L. James running Layup - blocked,"[2544, 1631095]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,Smith Jr.,1631095.0,,
