actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
259,PT04M34.00S,2023-11-23T04:21:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,10.298948751642584,95.34313725490196,1610612742,40,51,2023-11-23T04:22:01Z,2580000,False,-227.0,44.0,1,left,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,23.1,Missed,,,,,,,,,,,,
260,PT04M32.00S,2023-11-23T04:22:00.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,40,51,2023-11-23T04:22:01Z,2590000,False,,,0,,A. Davis REBOUND (Off:1 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,259.0,6.0,5.0,1.0,,,,,,
261,PT04M20.00S,2023-11-23T04:22:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,90.32522996057818,52.69607843137255,1610612747,40,51,2023-11-23T04:22:17Z,2600000,False,13.0,38.0,1,right,MISS R. Hachimura cutting Layup - blocked,"[1629060, 1627884]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,4.07,Missed,Jones Jr.,1627884.0,,,,,,,,,,
262,PT04M20.00S,2023-11-23T04:22:12.9Z,2,REGULAR,block,,[],1627884,,,1610612747,40,51,2023-11-23T04:22:15Z,2610000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT04M16.00S,2023-11-23T04:22:16.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,40,51,2023-11-23T04:22:17Z,2620000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,261.0,3.0,1.0,2.0,,,,,,
264,PT04M14.00S,2023-11-23T04:22:19.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,73.76806833114324,91.42156862745098,1610612747,40,51,2023-11-23T04:22:57Z,2630000,False,207.0,194.0,1,right,MISS R. Hachimura 28' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,28.38,Missed,,,,,,,,,,,,
265,PT04M14.00S,2023-11-23T04:22:19.0Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,40,51,2023-11-23T04:22:57Z,2640000,False,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,264.0,7.0,5.0,2.0,,,,,,
266,PT04M14.00S,2023-11-23T04:22:27.9Z,2,REGULAR,foul,personal,[],1627884,,,1610612747,40,51,2023-11-23T04:22:34Z,2650000,False,,,0,,D. Jones Jr. personal FOUL (3 PF),"[1627884, 203076]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1204.0,3.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
268,PT04M14.00S,2023-11-23T04:22:37.9Z,2,REGULAR,substitution,out,[],1630702,,,1610612747,40,51,2023-11-23T04:22:42Z,2670000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M14.00S,2023-11-23T04:22:37.9Z,2,REGULAR,substitution,in,[],202681,,,1610612747,40,51,2023-11-23T04:22:42Z,2680000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M14.00S,2023-11-23T04:22:37.9Z,2,REGULAR,substitution,out,[],1627884,,,1610612747,40,51,2023-11-23T04:22:51Z,2690000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M14.00S,2023-11-23T04:22:37.9Z,2,REGULAR,substitution,in,[],203501,,,1610612747,40,51,2023-11-23T04:22:51Z,2700000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M01.00S,2023-11-23T04:23:22.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,82.17805519053877,57.35294117647059,1610612747,40,51,2023-11-23T04:23:26Z,2720000,False,37.0,115.0,1,right,MISS A. Davis 12' pullup Shot - blocked,"[203076, 1629684]",1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.07,Missed,Williams,1629684.0,,,,,,,,,,
274,PT04M01.00S,2023-11-23T04:23:22.2Z,2,REGULAR,block,,[],1629684,,,1610612747,40,51,2023-11-23T04:23:24Z,2730000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
275,PT03M58.00S,2023-11-23T04:23:25.2Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,40,51,2023-11-23T04:23:26Z,2740000,False,,,0,,D. Lively II REBOUND (Off:3 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,273.0,7.0,4.0,3.0,,,,,,
276,PT03M55.00S,2023-11-23T04:23:28.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,24.359395532194483,86.51960784313725,1610612742,40,51,2023-11-23T04:23:34Z,2750000,False,-183.0,176.0,1,left,MISS G. Williams 25' running 3PT,[1629684],1610612742.0,DAL,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,25.4,Missed,,,,,,,,,,,,
277,PT03M53.00S,2023-11-23T04:23:30.5Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,40,51,2023-11-23T04:23:34Z,2760000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,276.0,3.0,2.0,1.0,,,,,,
278,PT03M40.00S,2023-11-23T04:23:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,84.54336399474376,45.58823529411765,1610612747,42,51,2023-11-23T04:23:48Z,2770000,False,-22.0,93.0,1,right,T. Prince 9' turnaround fadeaway Jump Shot (5 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612747.0,LAL,turnaround fadeaway,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.54,Made,,,,,,,5.0,D. Russell,1626156.0,2.0,,
280,PT03M25.00S,2023-11-23T04:23:58.8Z,2,REGULAR,3pt,Jump Shot,[],1629684,9.904730617608408,95.34313725490196,1610612742,42,51,2023-11-23T04:24:03Z,2790000,False,-227.0,41.0,1,left,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,23.03,Missed,,,,,,,,,,,,
281,PT03M21.00S,2023-11-23T04:24:02.8Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,42,51,2023-11-23T04:24:03Z,2800000,False,,,0,,D. Lively II REBOUND (Off:4 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,,,,,,,,,280.0,8.0,4.0,4.0,,,,,,
282,PT03M20.00S,2023-11-23T04:24:03.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,29.747043363994734,76.47058823529412,1610612742,42,54,2023-11-23T04:24:08Z,2810000,False,-132.0,227.0,1,left,T. Hardaway Jr. 26' 3PT  (7 PTS) (D. Lively II 2 AST),"[203501, 1641726]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,26.29,Made,,,,,,,7.0,D. Lively II,1641726.0,2.0,,
284,PT03M03.00S,2023-11-23T04:24:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,90.06241787122208,53.18627450980392,1610612747,44,54,2023-11-23T04:24:26Z,2830000,False,16.0,41.0,1,right,R. Hachimura Layup (9 PTS) (A. Davis 2 AST),"[1629060, 203076]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,4.39,Made,,,,,,,9.0,A. Davis,203076.0,2.0,,
286,PT02M38.00S,2023-11-23T04:24:45.1Z,2,REGULAR,2pt,Jump Shot,[],202681,26.461892247043366,35.5392156862745,1610612742,44,56,2023-11-23T04:24:50Z,2850000,False,72.0,196.0,1,left,K. Irving 20' pullup bank Jump Shot (11 PTS),[202681],1610612742.0,DAL,pullup bank,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,20.91,Made,,,,,,,11.0,,,,,
287,PT02M27.00S,2023-11-23T04:24:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,91.63929040735874,45.833333333333336,1610612747,44,56,2023-11-23T04:25:00Z,2860000,False,-21.0,26.0,1,right,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,3.34,Missed,,,,,,,,,,,,
288,PT02M24.00S,2023-11-23T04:25:00.2Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,44,56,2023-11-23T04:25:00Z,2870000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,287.0,5.0,5.0,0.0,,,,,,
289,PT02M20.00S,2023-11-23T04:25:04.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629029,11.613009198423129,51.96078431372549,1610612742,44,58,2023-11-23T04:26:22Z,2880000,False,-10.0,57.0,1,left,L. Doncic driving floating Jump Shot (11 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.75,Made,,,,,,,11.0,,,,,
290,PT02M03.00S,2023-11-23T04:25:27.1Z,2,REGULAR,violation,kicked ball,[],1629029,,,1610612747,44,58,2023-11-23T04:25:30Z,2890000,False,,,0,,L. Doncic kicked ball VIOLATION,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
291,PT02M03.00S,2023-11-23T04:25:30.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,44,58,2023-11-23T04:25:30Z,2900000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M03.00S,2023-11-23T04:28:07.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,44,58,2023-11-23T04:28:20Z,2910000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M03.00S,2023-11-23T04:28:07.1Z,2,REGULAR,substitution,out,[],1641726,,,1610612747,44,58,2023-11-23T04:28:20Z,2920000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M03.00S,2023-11-23T04:28:07.1Z,2,REGULAR,substitution,in,[],2544,,,1610612747,44,58,2023-11-23T04:28:20Z,2930000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M03.00S,2023-11-23T04:28:07.1Z,2,REGULAR,substitution,in,[],1626158,,,1610612747,44,58,2023-11-23T04:28:20Z,2940000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M50.00S,2023-11-23T04:28:38.0Z,2,REGULAR,3pt,Jump Shot,[],1627752,86.38304862023654,97.30392156862744,1610612747,44,58,2023-11-23T04:28:41Z,2950000,False,237.0,75.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,24.83,Missed,,,,,,,,,,,,
297,PT01M48.00S,2023-11-23T04:28:40.0Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612742,44,58,2023-11-23T04:28:41Z,2960000,False,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,296.0,5.0,4.0,1.0,,,,,,
298,PT01M34.00S,2023-11-23T04:28:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,31.718134034165573,33.57843137254902,1610612742,44,58,2023-11-23T04:28:58Z,2970000,False,82.0,246.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,25.91,Missed,,,,,,,,,,,,
299,PT01M30.00S,2023-11-23T04:28:57.5Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612747,44,58,2023-11-23T04:28:58Z,2980000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,298.0,2.0,2.0,0.0,,,,,,
300,PT01M27.00S,2023-11-23T04:29:07.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612747,44,58,2023-11-23T04:29:12Z,2990000,False,,,0,,G. Williams personal FOUL (2 PF) (Davis 2 FT),"[1629684, 203076]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1204.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
302,PT01M27.00S,2023-11-23T04:29:34.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203076,,,1610612747,45,58,2023-11-23T04:29:34Z,3010000,False,,,0,,A. Davis Free Throw 1 of 2 (9 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,
303,PT01M27.00S,2023-11-23T04:29:55.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203076,,,1610612747,46,58,2023-11-23T04:29:55Z,3020000,False,,,0,,A. Davis Free Throw 2 of 2 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,Made,,,,,,,10.0,,,,,
304,PT01M15.00S,2023-11-23T04:30:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.561760840998687,40.68627450980392,1610612742,46,58,2023-11-23T04:30:13Z,3030000,False,47.0,47.0,1,left,MISS L. Doncic 6' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.6,Missed,,,,,,,,,,,,
305,PT01M13.00S,2023-11-23T04:30:10.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,46,58,2023-11-23T04:30:10Z,3040000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,304.0,4.0,4.0,0.0,,,,,,
306,PT01M08.00S,2023-11-23T04:30:16.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",2544,89.4053876478318,40.68627450980392,1610612747,46,58,2023-11-23T04:30:41Z,3050000,False,-47.0,47.0,1,right,MISS L. James 6' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.63,Missed,,,,,,,,,,,,
307,PT01M05.00S,2023-11-23T04:30:19.1Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612742,46,58,2023-11-23T04:30:41Z,3060000,False,,,0,,R. Holmes REBOUND (Off:1 Def:5),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,306.0,6.0,5.0,1.0,,,,,,
308,PT00M53.60S,2023-11-23T04:30:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,11.350197109067011,55.63725490196079,1610612742,46,60,2023-11-23T04:30:35Z,3070000,False,-28.0,54.0,1,left,K. Irving 6' floating Jump Shot (13 PTS),[202681],1610612742.0,DAL,floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.11,Made,,,,,,,13.0,,,,,
309,PT00M41.50S,2023-11-23T04:30:46.3Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612747,46,60,2023-11-23T04:32:09Z,3080000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1629029]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,,1.0,,,,,,,,,,,,,Doncic,1629029.0
310,PT00M41.50S,2023-11-23T04:30:46.3Z,2,REGULAR,steal,,[],1629029,,,1610612742,46,60,2023-11-23T04:30:49Z,3090000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
312,PT00M31.30S,2023-11-23T04:31:11.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,8.984888304862025,28.67647058823529,1610612742,46,62,2023-11-23T04:32:39Z,3110000,False,107.0,32.0,1,left,L. Doncic 11' step back Jump Shot (13 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,11.13,Made,,,,,,,13.0,,,,,
313,PT00M12.10S,2023-11-23T04:31:38.2Z,2,REGULAR,foul,offensive,[],1630559,,,1610612747,46,62,2023-11-23T04:31:45Z,3120000,False,,,0,,A. Reaves offensive FOUL (2 PF),"[1630559, 203501]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,1204.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
315,PT00M12.10S,2023-11-23T04:31:38.2Z,2,REGULAR,turnover,offensive foul,[],1630559,,,1610612747,46,62,2023-11-23T04:31:38Z,3140000,False,,,0,,A. Reaves offensive foul TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,1204.0,,,,,1.0,,,,,,,,,,,,,,
316,PT00M12.10S,2023-11-23T04:31:45.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,46,62,2023-11-23T04:31:50Z,3150000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M12.10S,2023-11-23T04:31:45.8Z,2,REGULAR,substitution,in,[],1631108,,,1610612742,46,62,2023-11-23T04:31:50Z,3160000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M04.50S,2023-11-23T04:32:08.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,26.72470433639947,17.64705882352942,1610612742,46,62,2023-11-23T04:33:08Z,3170000,False,162.0,199.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,25.62,Missed,,,,,,,,,,,,
319,PT00M01.00S,2023-11-23T04:32:12.4Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,46,62,2023-11-23T04:33:00Z,3180000,False,,,0,,A. Reaves REBOUND (Off:1 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,318.0,4.0,3.0,1.0,,,,,,
321,PT00M00.00S,2023-11-23T04:32:23.3Z,2,REGULAR,period,end,[],0,,,1610612747,46,62,2023-11-23T04:33:09Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,out,['startperiod'],1630559,,,1610612747,46,62,2023-11-23T04:47:43Z,3210000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612747,46,62,2023-11-23T04:47:43Z,3220000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,out,['startperiod'],1626158,,,1610612747,46,62,2023-11-23T04:47:43Z,3230000,False,,,0,,SUB out: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612747,46,62,2023-11-23T04:47:43Z,3240000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,in,['startperiod'],1641726,,,1610612747,46,62,2023-11-23T04:47:43Z,3250000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-11-23T04:47:30.9Z,3,REGULAR,substitution,in,['startperiod'],1627884,,,1610612747,46,62,2023-11-23T04:47:43Z,3260000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-11-23T04:48:02.6Z,3,REGULAR,period,start,[],0,,,1610612742,46,62,2023-11-23T04:48:02Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M46.00S,2023-11-23T04:48:18.8Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612742,46,62,2023-11-23T04:48:24Z,3280000,False,,,0,,A. Davis shooting personal FOUL (2 PF) (Doncic 2 FT),"[203076, 1629029]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,2534.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
332,PT11M46.00S,2023-11-23T04:48:43.9Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,46,63,2023-11-23T04:48:43Z,3300000,False,,,0,,L. Doncic Free Throw 1 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,,,,,,,14.0,,,,,
333,PT11M46.00S,2023-11-23T04:49:04.2Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,46,64,2023-11-23T04:49:04Z,3310000,False,,,0,,L. Doncic Free Throw 2 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,,,,,,,15.0,,,,,
334,PT11M28.00S,2023-11-23T04:49:27.6Z,3,REGULAR,3pt,Jump Shot,[],2544,35.528909329829176,69.36274509803921,1610612747,49,64,2023-11-23T04:49:32Z,3320000,False,-97.0,281.0,1,left,L. James 29' 3PT  (8 PTS) (D. Russell 3 AST),"[2544, 1626156]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,29.77,Made,,,,,,,8.0,D. Russell,1626156.0,3.0,,
336,PT11M16.00S,2023-11-23T04:49:39.9Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.7233902759527,69.36274509803921,1610612742,49,67,2023-11-23T04:49:45Z,3340000,False,97.0,251.0,1,right,L. Doncic 26' 3PT pullup (18 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,26.89,Made,,,,,,,18.0,,,,,
337,PT10M58.00S,2023-11-23T04:49:57.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631108,7.539421813403408,50.49019607843137,1610612747,51,67,2023-11-23T04:50:04Z,3350000,False,-2.0,18.0,1,left,M. Christie driving DUNK (5 PTS) (L. James 6 AST),"[1631108, 2544]",1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,1.86,Made,,,,,,,5.0,L. James,2544.0,6.0,,
338,PT10M52.00S,2023-11-23T04:50:03.2Z,3,REGULAR,3pt,Jump Shot,[],1627884,89.14257555847568,97.54901960784314,1610612742,51,67,2023-11-23T04:50:09Z,3360000,False,238.0,50.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,24.28,Missed,,,,,,,,,,,,
339,PT10M49.00S,2023-11-23T04:50:06.2Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612747,51,67,2023-11-23T04:50:09Z,3370000,False,,,0,,T. Prince REBOUND (Off:1 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,,,,,338.0,2.0,1.0,1.0,,,,,,
340,PT10M38.00S,2023-11-23T04:50:18.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,14.898160315374511,54.411764705882355,1610612747,51,67,2023-11-23T04:50:36Z,3380000,False,-22.0,88.0,1,left,MISS A. Davis 9' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.02,Missed,,,,,,,,,,,,
341,PT10M36.00S,2023-11-23T04:50:20.0Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,51,67,2023-11-23T04:50:24Z,3390000,False,,,0,,D. Lively II REBOUND (Off:4 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,340.0,9.0,5.0,4.0,,,,,,
